LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GY
1670855233.071407,1247677.667,5346,6,GY,1,100,0.122
1670855233.110965,1247716.000,5346,6,GY,1,100,0.153
1670855233.150522,1247754.333,5346,6,GY,1,100,0.153
1670855233.190080,1247792.667,5346,6,GY,1,100,0.183
1670855233.229638,1247831.000,5346,6,GY,1,100,0.153
1670855233.268852,1247869.000,5361,2,GY,1,100,0.183
1670855233.308065,1247907.000,5361,2,GY,1,100,0.122
1670855233.347967,1247945.667,5379,3,GY,1,100,0.122
1670855233.387869,1247984.333,5379,3,GY,1,100,0.122
1670855233.427771,1248023.000,5379,3,GY,1,100,0.153
1670855233.468016,1248062.000,5395,2,GY,1,100,0.153
1670855233.508262,1248101.000,5395,2,GY,1,100,0.153
1670855233.552980,1248144.333,5412,3,GY,1,100,0.122
1670855233.597697,1248187.667,5412,3,GY,1,100,0.092
1670855233.642415,1248231.000,5412,3,GY,1,100,0.122
1670855233.682660,1248270.000,5426,2,GY,1,100,0.153
1670855233.722906,1248309.000,5426,2,GY,1,100,0.153
1670855233.762464,1248347.333,5446,3,GY,1,100,0.153
1670855233.802022,1248385.667,5446,3,GY,1,100,0.153
1670855233.841579,1248424.000,5446,3,GY,1,100,0.153
1670855233.881137,1248462.333,5462,3,GY,1,100,0.153
1670855233.920695,1248500.667,5462,3,GY,1,100,0.153
1670855233.960253,1248539.000,5462,3,GY,1,100,0.153
1670855233.999466,1248577.000,5479,2,GY,1,100,0.122
1670855234.038680,1248615.000,5479,2,GY,1,100,0.153
1670855234.078926,1248654.000,5496,3,GY,1,100,0.122
1670855234.119171,1248693.000,5496,3,GY,1,100,0.153
1670855234.159417,1248732.000,5496,3,GY,1,100,0.153
1670855234.199147,1248770.500,5511,2,GY,1,100,0.122
1670855234.238877,1248809.000,5511,2,GY,1,100,0.153
1670855234.278778,1248847.667,5527,3,GY,1,100,0.153
1670855234.318680,1248886.333,5527,3,GY,1,100,0.122
1670855234.358582,1248925.000,5527,3,GY,1,100,0.122
1670855234.397796,1248963.000,5545,3,GY,1,100,0.153
1670855234.437009,1249001.000,5545,3,GY,1,100,0.122
1670855234.476223,1249039.000,5545,3,GY,1,100,0.153
1670855234.516469,1249078.000,5561,2,GY,1,100,0.153
1670855234.556715,1249117.000,5561,2,GY,1,100,0.122
1670855234.596616,1249155.667,5577,3,GY,1,100,0.153
1670855234.636518,1249194.333,5577,3,GY,1,100,0.153
1670855234.676420,1249233.000,5577,3,GY,1,100,0.122
1670855234.722857,1249278.000,5596,2,GY,1,100,0.122
1670855234.769295,1249323.000,5596,2,GY,1,100,0.153
1670855234.809196,1249361.667,5615,3,GY,1,100,0.183
1670855234.849098,1249400.333,5615,3,GY,1,100,0.153
1670855234.889000,1249439.000,5615,3,GY,1,100,0.122
1670855234.928730,1249477.500,5631,2,GY,1,100,0.122
1670855234.968459,1249516.000,5631,2,GY,1,100,0.153
1670855235.008705,1249555.000,5649,3,GY,1,100,0.153
1670855235.048951,1249594.000,5649,3,GY,1,100,0.153
1670855235.089196,1249633.000,5649,3,GY,1,100,0.153
1670855235.128754,1249671.333,5663,3,GY,1,100,0.153
