TE0,TE1,TL0,TL1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
1273301.000000,1416886.000000,1670855259.513186,1670855407.684495,43,1.24017e+06,1.46089e+06,1.5.10
