LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PR
1670855228.283543,1243038.000,4555,3,PR,1,100,1542
1670855228.324476,1243077.667,4571,3,PR,1,100,1544
1670855228.365410,1243117.333,4571,3,PR,1,100,1547
1670855228.406344,1243157.000,4571,3,PR,1,100,1556
1670855228.445558,1243195.000,4590,2,PR,1,100,1556
1670855228.484771,1243233.000,4590,2,PR,1,100,1557
1670855228.524673,1243271.667,4606,3,PR,1,100,1555
1670855228.564575,1243310.333,4606,3,PR,1,100,1558
1670855228.604476,1243349.000,4606,3,PR,1,100,1556
1670855228.644378,1243387.667,4623,3,PR,1,100,1541
1670855228.684280,1243426.333,4623,3,PR,1,100,1554
1670855228.724182,1243465.000,4623,3,PR,1,100,1550
1670855228.764427,1243504.000,4640,2,PR,1,100,1541
1670855228.804673,1243543.000,4640,2,PR,1,100,1540
1670855228.844575,1243581.667,4658,3,PR,1,100,1553
1670855228.884477,1243620.333,4658,3,PR,1,100,1552
1670855228.924378,1243659.000,4658,3,PR,1,100,1554
1670855228.965140,1243698.500,4673,2,PR,1,100,1553
1670855229.005902,1243738.000,4673,2,PR,1,100,1571
1670855229.046491,1243777.333,4691,3,PR,1,100,1560
1670855229.087081,1243816.667,4691,3,PR,1,100,1558
1670855229.127671,1243856.000,4691,3,PR,1,100,1543
1670855229.168948,1243896.000,4707,2,PR,1,100,1553
1670855229.210226,1243936.000,4707,2,PR,1,100,1546
1670855229.250128,1243974.667,4724,3,PR,1,100,1548
1670855229.290030,1244013.333,4724,3,PR,1,100,1551
1670855229.329931,1244052.000,4724,3,PR,1,100,1557
1670855229.369489,1244090.333,4739,3,PR,1,100,1548
1670855229.409047,1244128.667,4739,3,PR,1,100,1567
1670855229.448605,1244167.000,4739,3,PR,1,100,1558
1670855229.487302,1244204.500,4756,2,PR,1,100,1562
1670855229.526000,1244242.000,4756,2,PR,1,100,1559
1670855229.565902,1244280.667,4772,3,PR,1,100,1554
1670855229.605804,1244319.333,4772,3,PR,1,100,1544
1670855229.645705,1244358.000,4772,3,PR,1,100,1541
1670855229.692659,1244403.500,4789,2,PR,1,100,1543
1670855229.739612,1244449.000,4789,2,PR,1,100,1551
1670855229.780546,1244488.667,4807,3,PR,1,100,1562
1670855229.821480,1244528.333,4807,3,PR,1,100,1548
1670855229.862413,1244568.000,4807,3,PR,1,100,1557
1670855229.902143,1244606.500,4823,2,PR,1,100,1551
1670855229.941873,1244645.000,4823,2,PR,1,100,1559
1670855229.981774,1244683.667,4842,3,PR,1,100,1567
1670855230.021676,1244722.333,4842,3,PR,1,100,1566
1670855230.061578,1244761.000,4842,3,PR,1,100,1545
1670855230.101480,1244799.667,4860,3,PR,1,100,1553
1670855230.141381,1244838.333,4860,3,PR,1,100,1540
1670855230.181283,1244877.000,4860,3,PR,1,100,1552
1670855230.221529,1244916.000,4876,2,PR,1,100,1544
1670855230.261775,1244955.000,4876,2,PR,1,100,1554
1670855230.300988,1244993.000,4891,3,PR,1,100,1553
1670855230.340202,1245031.000,4891,3,PR,1,100,1556
1670855230.379416,1245069.000,4891,3,PR,1,100,1547
1670855230.419146,1245107.500,4908,2,PR,1,100,1554
1670855230.458875,1245146.000,4908,2,PR,1,100,1559
1670855230.499465,1245185.333,4925,3,PR,1,100,1560
1670855230.540055,1245224.667,4925,3,PR,1,100,1553
1670855230.580644,1245264.000,4925,3,PR,1,100,1543
1670855230.621922,1245304.000,4941,3,PR,1,100,1537
1670855230.663200,1245344.000,4941,3,PR,1,100,1550
1670855230.704477,1245384.000,4941,3,PR,1,100,1547
1670855230.743691,1245422.000,4959,2,PR,1,100,1538
1670855230.782905,1245460.000,4959,2,PR,1,100,1570
1670855230.822463,1245498.333,4975,3,PR,1,100,1561
1670855230.862020,1245536.667,4975,3,PR,1,100,1556
1670855230.901578,1245575.000,4975,3,PR,1,100,1559
1670855230.940276,1245612.500,4992,2,PR,1,100,1565
1670855230.978974,1245650.000,4992,2,PR,1,100,1557
1670855231.019219,1245689.000,5009,3,PR,1,100,1549
1670855231.059465,1245728.000,5009,3,PR,1,100,1542
1670855231.099711,1245767.000,5009,3,PR,1,100,1561
1670855231.140301,1245806.333,5026,3,PR,1,100,1548
1670855231.180890,1245845.667,5026,3,PR,1,100,1555
1670855231.221480,1245885.000,5026,3,PR,1,100,1552
1670855231.262242,1245924.500,5040,2,PR,1,100,1559
1670855231.303003,1245964.000,5040,2,PR,1,100,1559
1670855231.342905,1246002.667,5057,3,PR,1,100,1561
1670855231.382807,1246041.333,5057,3,PR,1,100,1561
1670855231.422709,1246080.000,5057,3,PR,1,100,1549
1670855231.467426,1246123.333,5077,3,PR,1,100,1546
1670855231.512143,1246166.667,5077,3,PR,1,100,1553
1670855231.556861,1246210.000,5077,3,PR,1,100,1556
1670855231.597107,1246249.000,5094,2,PR,1,100,1547
1670855231.637352,1246288.000,5094,2,PR,1,100,1547
1670855231.676910,1246326.333,5110,3,PR,1,100,1549
1670855231.716468,1246364.667,5110,3,PR,1,100,1552
1670855231.756026,1246403.000,5110,3,PR,1,100,1555
1670855231.794208,1246440.000,5129,2,PR,1,100,1553
1670855231.832389,1246477.000,5129,2,PR,1,100,1552
1670855231.872291,1246515.667,5144,3,PR,1,100,1569
1670855231.912193,1246554.333,5144,3,PR,1,100,1553
1670855231.952095,1246593.000,5144,3,PR,1,100,1553
1670855231.993028,1246632.667,5161,3,PR,1,100,1545
1670855232.033962,1246672.333,5161,3,PR,1,100,1541
1670855232.074896,1246712.000,5161,3,PR,1,100,1543
1670855232.116173,1246752.000,5178,2,PR,1,100,1556
1670855232.157451,1246792.000,5178,2,PR,1,100,1552
1670855232.197353,1246830.667,5195,3,PR,1,100,1553
1670855232.237254,1246869.333,5195,3,PR,1,100,1551
1670855232.277156,1246908.000,5195,3,PR,1,100,1559
1670855232.316714,1246946.333,5209,3,PR,1,100,1562
1670855232.356272,1246984.667,5209,3,PR,1,100,1556
1670855232.395829,1247023.000,5209,3,PR,1,100,1549
1670855232.435559,1247061.500,5227,2,PR,1,100,1550
1670855232.475289,1247100.000,5227,2,PR,1,100,1541
1670855232.515191,1247138.667,5243,3,PR,1,100,1536
1670855232.555092,1247177.333,5243,3,PR,1,100,1549
1670855232.594994,1247216.000,5243,3,PR,1,100,1553
1670855232.635240,1247255.000,5260,2,PR,1,100,1546
1670855232.675485,1247294.000,5260,2,PR,1,100,1550
1670855232.715387,1247332.667,5277,3,PR,1,100,1563
1670855232.755289,1247371.333,5277,3,PR,1,100,1560
1670855232.795191,1247410.000,5277,3,PR,1,100,1560
1670855232.834749,1247448.333,5294,3,PR,1,100,1551
1670855232.874306,1247486.667,5294,3,PR,1,100,1569
1670855232.913864,1247525.000,5294,3,PR,1,100,1553
1670855232.953078,1247563.000,5310,2,PR,1,100,1549
1670855232.992291,1247601.000,5310,2,PR,1,100,1543
1670855233.034395,1247641.800,5336,5,PR,1,100,1546
1670855233.076498,1247682.600,5336,5,PR,1,100,1546
1670855233.118601,1247723.400,5336,5,PR,1,100,1556
1670855233.160704,1247764.200,5336,5,PR,1,100,1558
1670855233.202807,1247805.000,5336,5,PR,1,100,1566
1670855233.242021,1247843.000,5352,3,PR,1,100,1555
1670855233.281235,1247881.000,5352,3,PR,1,100,1553
1670855233.320449,1247919.000,5352,3,PR,1,100,1560
1670855233.360178,1247957.500,5369,2,PR,1,100,1555
1670855233.399908,1247996.000,5369,2,PR,1,100,1553
1670855233.440498,1248035.333,5385,3,PR,1,100,1544
1670855233.481088,1248074.667,5385,3,PR,1,100,1549
1670855233.521677,1248114.000,5385,3,PR,1,100,1549
1670855233.561923,1248153.000,5402,3,PR,1,100,1547
1670855233.602169,1248192.000,5402,3,PR,1,100,1543
1670855233.642415,1248231.000,5402,3,PR,1,100,1568
1670855233.682660,1248270.000,5418,2,PR,1,100,1559
1670855233.722906,1248309.000,5418,2,PR,1,100,1559
1670855233.762464,1248347.333,5436,3,PR,1,100,1555
1670855233.802022,1248385.667,5436,3,PR,1,100,1556
1670855233.841579,1248424.000,5436,3,PR,1,100,1548
1670855233.880793,1248462.000,5452,2,PR,1,100,1539
1670855233.920007,1248500.000,5452,2,PR,1,100,1539
1670855233.959564,1248538.333,5469,3,PR,1,100,1553
1670855233.999122,1248576.667,5469,3,PR,1,100,1540
1670855234.038680,1248615.000,5469,3,PR,1,100,1553
1670855234.078926,1248654.000,5486,3,PR,1,100,1549
1670855234.119171,1248693.000,5486,3,PR,1,100,1561
1670855234.159417,1248732.000,5486,3,PR,1,100,1556
1670855234.199147,1248770.500,5503,2,PR,1,100,1558
1670855234.238877,1248809.000,5503,2,PR,1,100,1557
1670855234.278778,1248847.667,5517,3,PR,1,100,1555
1670855234.318680,1248886.333,5517,3,PR,1,100,1548
1670855234.358582,1248925.000,5517,3,PR,1,100,1546
1670855234.397796,1248963.000,5535,3,PR,1,100,1543
1670855234.437009,1249001.000,5535,3,PR,1,100,1547
1670855234.476223,1249039.000,5535,3,PR,1,100,1545
1670855234.516469,1249078.000,5551,2,PR,1,100,1547
1670855234.556715,1249117.000,5551,2,PR,1,100,1551
1670855234.596616,1249155.667,5568,3,PR,1,100,1541
1670855234.636518,1249194.333,5568,3,PR,1,100,1567
1670855234.676420,1249233.000,5568,3,PR,1,100,1560
1670855234.716150,1249271.500,5587,2,PR,1,100,1558
1670855234.755879,1249310.000,5587,2,PR,1,100,1555
1670855234.795781,1249348.667,5605,3,PR,1,100,1558
1670855234.835683,1249387.333,5605,3,PR,1,100,1546
1670855234.875585,1249426.000,5605,3,PR,1,100,1546
1670855234.922022,1249471.000,5621,2,PR,1,100,1545
1670855234.968459,1249516.000,5621,2,PR,1,100,1560
1670855235.008705,1249555.000,5639,3,PR,1,100,1549
1670855235.048951,1249594.000,5639,3,PR,1,100,1545
1670855235.089196,1249633.000,5639,3,PR,1,100,1564
1670855235.128754,1249671.333,5655,3,PR,1,100,1558
1670855235.168312,1249709.667,5655,3,PR,1,100,1555
1670855235.207870,1249748.000,5655,3,PR,1,100,1559
1670855235.247083,1249786.000,5670,2,PR,1,100,1563
1670855235.286297,1249824.000,5670,2,PR,1,100,1557
1670855235.325855,1249862.333,5686,3,PR,1,100,1548
1670855235.365413,1249900.667,5686,3,PR,1,100,1541
1670855235.404970,1249939.000,5686,3,PR,1,100,1564
1670855235.444872,1249977.667,5704,3,PR,1,100,1549
1670855235.484774,1250016.333,5704,3,PR,1,100,1545
1670855235.524676,1250055.000,5704,3,PR,1,100,1545
1670855235.564921,1250094.000,5720,2,PR,1,100,1557
1670855235.605167,1250133.000,5720,2,PR,1,100,1559
1670855235.645069,1250171.667,5737,3,PR,1,100,1564
1670855235.684971,1250210.333,5737,3,PR,1,100,1556
1670855235.724872,1250249.000,5737,3,PR,1,100,1566
1670855235.764602,1250287.500,5754,2,PR,1,100,1550
1670855235.804332,1250326.000,5754,2,PR,1,100,1550
1670855235.843546,1250364.000,5771,3,PR,1,100,1545
1670855235.882759,1250402.000,5771,3,PR,1,100,1548
1670855235.921973,1250440.000,5771,3,PR,1,100,1549
1670855235.962563,1250479.333,5787,3,PR,1,100,1547
1670855236.003153,1250518.667,5787,3,PR,1,100,1548
1670855236.043742,1250558.000,5787,3,PR,1,100,1548
1670855236.083988,1250597.000,5808,3,PR,1,100,1563
1670855236.124234,1250636.000,5808,3,PR,1,100,1560
1670855236.164479,1250675.000,5808,3,PR,1,100,1556
1670855236.204725,1250714.000,5824,2,PR,1,100,1553
1670855236.244971,1250753.000,5824,2,PR,1,100,1552
1670855236.284873,1250791.667,5839,3,PR,1,100,1545
1670855236.324774,1250830.333,5839,3,PR,1,100,1539
1670855236.364676,1250869.000,5839,3,PR,1,100,1542
1670855236.404406,1250907.500,5856,2,PR,1,100,1562
1670855236.444135,1250946.000,5856,2,PR,1,100,1549
1670855236.483349,1250984.000,5873,3,PR,1,100,1548
1670855236.522563,1251022.000,5873,3,PR,1,100,1556
1670855236.561777,1251060.000,5873,3,PR,1,100,1563
1670855236.602710,1251099.667,5889,3,PR,1,100,1557
1670855236.643644,1251139.333,5889,3,PR,1,100,1561
1670855236.684578,1251179.000,5889,3,PR,1,100,1547
1670855236.731015,1251224.000,5907,2,PR,1,100,1561
1670855236.777452,1251269.000,5907,2,PR,1,100,1544
1670855236.817354,1251307.667,5923,3,PR,1,100,1536
1670855236.857256,1251346.333,5923,3,PR,1,100,1554
1670855236.897158,1251385.000,5923,3,PR,1,100,1541
1670855236.936888,1251423.500,5940,2,PR,1,100,1551
1670855236.976617,1251462.000,5940,2,PR,1,100,1553
1670855237.016519,1251500.667,5957,3,PR,1,100,1559
1670855237.056421,1251539.333,5957,3,PR,1,100,1556
1670855237.096323,1251578.000,5957,3,PR,1,100,1561
1670855237.136568,1251617.000,5974,3,PR,1,100,1559
1670855237.176814,1251656.000,5974,3,PR,1,100,1560
1670855237.217060,1251695.000,5974,3,PR,1,100,1554
1670855237.256789,1251733.500,5990,2,PR,1,100,1549
1670855237.296519,1251772.000,5990,2,PR,1,100,1538
1670855237.335733,1251810.000,6006,3,PR,1,100,1546
1670855237.374947,1251848.000,6006,3,PR,1,100,1546
1670855237.414160,1251886.000,6006,3,PR,1,100,1546
1670855237.454406,1251925.000,6022,2,PR,1,100,1549
1670855237.494652,1251964.000,6022,2,PR,1,100,1547
1670855237.535242,1252003.333,6039,3,PR,1,100,1569
1670855237.575831,1252042.667,6039,3,PR,1,100,1557
1670855237.616421,1252082.000,6039,3,PR,1,100,1561
1670855237.656323,1252120.667,6058,3,PR,1,100,1554
1670855237.696224,1252159.333,6058,3,PR,1,100,1549
1670855237.736126,1252198.000,6058,3,PR,1,100,1548
1670855237.775856,1252236.500,6077,2,PR,1,100,1545
1670855237.815586,1252275.000,6077,2,PR,1,100,1542
1670855237.855487,1252313.667,6092,3,PR,1,100,1553
1670855237.895389,1252352.333,6092,3,PR,1,100,1542
1670855237.935291,1252391.000,6092,3,PR,1,100,1554
1670855237.974505,1252429.000,6109,3,PR,1,100,1554
1670855238.013718,1252467.000,6109,3,PR,1,100,1564
1670855238.052932,1252505.000,6109,3,PR,1,100,1557
1670855238.093178,1252544.000,6126,2,PR,1,100,1555
1670855238.133424,1252583.000,6126,2,PR,1,100,1553
1670855238.173669,1252622.000,6143,3,PR,1,100,1546
1670855238.213915,1252661.000,6143,3,PR,1,100,1552
1670855238.254161,1252700.000,6143,3,PR,1,100,1543
1670855238.295094,1252739.667,6162,3,PR,1,100,1541
1670855238.336028,1252779.333,6162,3,PR,1,100,1545
1670855238.376962,1252819.000,6162,3,PR,1,100,1552
1670855238.416520,1252857.333,6180,3,PR,1,100,1555
1670855238.456077,1252895.667,6180,3,PR,1,100,1549
1670855238.495635,1252934.000,6180,3,PR,1,100,1552
1670855238.542072,1252979.000,6195,2,PR,1,100,1570
1670855238.588510,1253024.000,6195,2,PR,1,100,1562
1670855238.628412,1253062.667,6212,3,PR,1,100,1547
1670855238.668313,1253101.333,6212,3,PR,1,100,1545
1670855238.708215,1253140.000,6212,3,PR,1,100,1551
1670855238.747773,1253178.333,6231,3,PR,1,100,1546
1670855238.787330,1253216.667,6231,3,PR,1,100,1548
1670855238.826888,1253255.000,6231,3,PR,1,100,1549
1670855238.867650,1253294.500,6248,2,PR,1,100,1554
1670855238.908412,1253334.000,6248,2,PR,1,100,1550
1670855238.949345,1253373.667,6262,3,PR,1,100,1549
1670855238.990279,1253413.333,6262,3,PR,1,100,1559
1670855239.031213,1253453.000,6262,3,PR,1,100,1561
1670855239.070942,1253491.500,6280,2,PR,1,100,1560
1670855239.110672,1253530.000,6280,2,PR,1,100,1560
1670855239.150574,1253568.667,6299,3,PR,1,100,1552
1670855239.190476,1253607.333,6299,3,PR,1,100,1545
1670855239.230377,1253646.000,6299,3,PR,1,100,1543
1670855239.270623,1253685.000,6316,2,PR,1,100,1544
1670855239.310869,1253724.000,6316,2,PR,1,100,1563
1670855239.350426,1253762.333,6332,3,PR,1,100,1552
1670855239.389984,1253800.667,6332,3,PR,1,100,1555
1670855239.429542,1253839.000,6332,3,PR,1,100,1547
1670855239.468756,1253877.000,6348,3,PR,1,100,1560
1670855239.507970,1253915.000,6348,3,PR,1,100,1559
1670855239.547183,1253953.000,6348,3,PR,1,100,1560
1670855239.586913,1253991.500,6364,2,PR,1,100,1542
1670855239.626643,1254030.000,6364,2,PR,1,100,1543
1670855239.667577,1254069.667,6382,3,PR,1,100,1538
1670855239.708510,1254109.333,6382,3,PR,1,100,1553
1670855239.749444,1254149.000,6382,3,PR,1,100,1546
1670855239.790205,1254188.500,6400,2,PR,1,100,1546
1670855239.830967,1254228.000,6400,2,PR,1,100,1549
1670855239.870869,1254266.667,6415,3,PR,1,100,1552
1670855239.910771,1254305.333,6415,3,PR,1,100,1551
1670855239.950672,1254344.000,6415,3,PR,1,100,1550
1670855239.990230,1254382.333,6431,3,PR,1,100,1569
1670855240.029788,1254420.667,6431,3,PR,1,100,1555
1670855240.069346,1254459.000,6431,3,PR,1,100,1554
1670855240.108560,1254497.000,6449,2,PR,1,100,1540
1670855240.147773,1254535.000,6449,2,PR,1,100,1546
1670855240.187675,1254573.667,6465,3,PR,1,100,1547
1670855240.227577,1254612.333,6465,3,PR,1,100,1543
1670855240.267478,1254651.000,6465,3,PR,1,100,1539
1670855240.314948,1254697.000,6482,2,PR,1,100,1559
1670855240.362417,1254743.000,6482,2,PR,1,100,1556
1670855240.402319,1254781.667,6497,3,PR,1,100,1550
1670855240.442220,1254820.333,6497,3,PR,1,100,1566
1670855240.482122,1254859.000,6497,3,PR,1,100,1562
1670855240.522884,1254898.500,6514,2,PR,1,100,1559
1670855240.563646,1254938.000,6514,2,PR,1,100,1552
1670855240.604923,1254978.000,6530,3,PR,1,100,1548
1670855240.646201,1255018.000,6530,3,PR,1,100,1548
1670855240.687479,1255058.000,6530,3,PR,1,100,1547
1670855240.727036,1255096.333,6551,3,PR,1,100,1548
1670855240.766594,1255134.667,6551,3,PR,1,100,1548
1670855240.806152,1255173.000,6551,3,PR,1,100,1543
1670855240.845366,1255211.000,6567,2,PR,1,100,1555
1670855240.884579,1255249.000,6567,2,PR,1,100,1554
1670855240.923793,1255287.000,6584,3,PR,1,100,1565
1670855240.963007,1255325.000,6584,3,PR,1,100,1563
1670855241.002221,1255363.000,6584,3,PR,1,100,1559
1670855241.042466,1255402.000,6601,2,PR,1,100,1550
1670855241.082712,1255441.000,6601,2,PR,1,100,1546
1670855241.123302,1255480.333,6618,3,PR,1,100,1558
1670855241.163892,1255519.667,6618,3,PR,1,100,1554
1670855241.204481,1255559.000,6618,3,PR,1,100,1550
1670855241.245071,1255598.333,6634,3,PR,1,100,1549
1670855241.285661,1255637.667,6634,3,PR,1,100,1561
1670855241.326250,1255677.000,6634,3,PR,1,100,1557
1670855241.365980,1255715.500,6650,2,PR,1,100,1562
1670855241.405710,1255754.000,6650,2,PR,1,100,1553
1670855241.445611,1255792.667,6666,3,PR,1,100,1577
1670855241.485513,1255831.333,6666,3,PR,1,100,1553
1670855241.525415,1255870.000,6666,3,PR,1,100,1543
1670855241.565145,1255908.500,6683,2,PR,1,100,1545
1670855241.604875,1255947.000,6683,2,PR,1,100,1547
1670855241.644776,1255985.667,6699,3,PR,1,100,1550
1670855241.684678,1256024.333,6699,3,PR,1,100,1548
1670855241.724580,1256063.000,6699,3,PR,1,100,1542
1670855241.764138,1256101.333,6718,3,PR,1,100,1553
1670855241.803695,1256139.667,6718,3,PR,1,100,1554
1670855241.843253,1256178.000,6718,3,PR,1,100,1563
1670855241.882983,1256216.500,6733,2,PR,1,100,1559
1670855241.922713,1256255.000,6733,2,PR,1,100,1557
1670855241.962614,1256293.667,6750,3,PR,1,100,1547
1670855242.002516,1256332.333,6750,3,PR,1,100,1544
1670855242.042418,1256371.000,6750,3,PR,1,100,1536
1670855242.089371,1256416.500,6767,2,PR,1,100,1539
1670855242.136324,1256462.000,6767,2,PR,1,100,1556
1670855242.176226,1256500.667,6784,3,PR,1,100,1554
1670855242.216128,1256539.333,6784,3,PR,1,100,1562
1670855242.256030,1256578.000,6784,3,PR,1,100,1561
1670855242.295759,1256616.500,6801,2,PR,1,100,1558
1670855242.335489,1256655.000,6801,2,PR,1,100,1556
1670855242.374359,1256692.667,6819,3,PR,1,100,1565
1670855242.413229,1256730.333,6819,3,PR,1,100,1550
1670855242.452098,1256768.000,6819,3,PR,1,100,1544
1670855242.492000,1256806.667,6835,3,PR,1,100,1542
1670855242.531902,1256845.333,6835,3,PR,1,100,1550
1670855242.571804,1256884.000,6835,3,PR,1,100,1553
1670855242.613081,1256924.000,6852,2,PR,1,100,1558
1670855242.654359,1256964.000,6852,2,PR,1,100,1553
1670855242.694261,1257002.667,6869,3,PR,1,100,1559
1670855242.734162,1257041.333,6869,3,PR,1,100,1552
1670855242.774064,1257080.000,6869,3,PR,1,100,1564
1670855242.813278,1257118.000,6886,2,PR,1,100,1553
1670855242.852492,1257156.000,6886,2,PR,1,100,1541
1670855242.892050,1257194.333,6902,3,PR,1,100,1553
1670855242.931607,1257232.667,6902,3,PR,1,100,1550
1670855242.971165,1257271.000,6902,3,PR,1,100,1543
1670855243.010379,1257309.000,6920,3,PR,1,100,1540
1670855243.049592,1257347.000,6920,3,PR,1,100,1548
1670855243.088806,1257385.000,6920,3,PR,1,100,1553
1670855243.129052,1257424.000,6936,3,PR,1,100,1558
1670855243.169298,1257463.000,6936,3,PR,1,100,1551
1670855243.209543,1257502.000,6936,3,PR,1,100,1572
1670855243.249273,1257540.500,6952,2,PR,1,100,1557
1670855243.289003,1257579.000,6952,2,PR,1,100,1554
1670855243.328905,1257617.667,6968,3,PR,1,100,1544
1670855243.368806,1257656.333,6968,3,PR,1,100,1549
1670855243.408708,1257695.000,6968,3,PR,1,100,1543
1670855243.448438,1257733.500,6985,2,PR,1,100,1544
1670855243.488168,1257772.000,6985,2,PR,1,100,1541
1670855243.527897,1257810.500,7007,6,PR,1,100,1561
1670855243.567627,1257849.000,7007,6,PR,1,100,1550
1670855243.607357,1257887.500,7007,6,PR,1,100,1556
1670855243.647087,1257926.000,7007,6,PR,1,100,1553
1670855243.686816,1257964.500,7007,6,PR,1,100,1563
1670855243.726546,1258003.000,7007,6,PR,1,100,1556
1670855243.766792,1258042.000,7029,3,PR,1,100,1551
1670855243.807038,1258081.000,7029,3,PR,1,100,1538
1670855243.847283,1258120.000,7029,3,PR,1,100,1538
1670855243.893721,1258165.000,7045,2,PR,1,100,1547
1670855243.940158,1258210.000,7045,2,PR,1,100,1555
1670855243.979716,1258248.333,7061,3,PR,1,100,1560
1670855244.019274,1258286.667,7061,3,PR,1,100,1550
1670855244.058831,1258325.000,7061,3,PR,1,100,1558
1670855244.099077,1258364.000,7079,2,PR,1,100,1560
1670855244.139323,1258403.000,7079,2,PR,1,100,1563
1670855244.179224,1258441.667,7095,3,PR,1,100,1558
1670855244.219126,1258480.333,7095,3,PR,1,100,1552
1670855244.259028,1258519.000,7095,3,PR,1,100,1547
1670855244.298758,1258557.500,7111,2,PR,1,100,1550
1670855244.338487,1258596.000,7111,2,PR,1,100,1544
1670855244.377701,1258634.000,7127,3,PR,1,100,1550
1670855244.416915,1258672.000,7127,3,PR,1,100,1545
