LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,BV
1670855338.543388,1349885.000,22248,1,BV,1,100,3.93
1670855339.543339,1350854.000,22401,1,BV,1,100,3.93
1670855340.537099,1351817.000,22552,1,BV,1,100,3.93
1670855341.539114,1352788.000,22719,1,BV,1,100,3.93
1670855342.539065,1353757.000,22871,1,BV,1,100,3.93
1670855343.540048,1354727.000,23041,1,BV,1,100,3.93
1670855344.543095,1355699.000,23194,1,BV,1,100,3.93
1670855345.539951,1356665.000,23364,1,BV,1,100,3.94
1670855346.533710,1357628.000,23513,1,BV,1,100,3.93
1670855347.534693,1358598.000,23683,1,BV,1,100,3.94
1670855348.527421,1359560.000,23834,1,BV,1,100,3.94
1670855349.524276,1360526.000,24006,1,BV,1,100,3.94
1670855350.521132,1361492.000,24159,1,BV,1,100,3.93
1670855351.525211,1362465.000,24328,1,BV,1,100,3.93
1670855352.524130,1363433.000,24476,1,BV,1,100,3.93
1670855353.524081,1364402.000,24646,1,BV,1,100,3.93
1670855354.527128,1365374.000,24802,1,BV,1,100,3.93
1670855355.518824,1366335.000,24920,1,BV,1,100,3.93
1670855356.515680,1367301.000,25072,1,BV,1,100,3.93
1670855357.512535,1368267.000,25242,1,BV,1,100,3.93
1670855358.507327,1369231.000,25390,1,BV,1,100,3.93
1670855359.503150,1370196.000,25560,1,BV,1,100,3.93
1670855360.504133,1371166.000,25719,1,BV,1,100,3.93
1670855361.507180,1372138.000,25868,1,BV,1,100,3.93
1670855362.505068,1373105.000,26038,1,BV,1,100,3.93
1670855363.509147,1374078.000,26187,1,BV,1,100,3.93
1670855364.510130,1375048.000,26357,1,BV,1,100,3.93
1670855365.506985,1376014.000,26513,1,BV,1,100,3.93
1670855366.500745,1376977.000,26680,1,BV,1,100,3.94
1670855367.498632,1377944.000,26832,1,BV,1,100,3.93
1670855368.493424,1378908.000,27002,1,BV,1,100,3.93
1670855369.492343,1379876.000,27150,1,BV,1,100,3.93
1670855370.493326,1380846.000,27326,1,BV,1,100,3.93
1670855371.493277,1381815.000,27433,1,BV,1,100,3.93
1670855372.494261,1382785.000,27582,1,BV,1,100,3.93
1670855373.496276,1383756.000,27752,1,BV,1,100,3.93
1670855374.493131,1384722.000,27919,1,BV,1,100,3.93
1670855375.492050,1385690.000,28068,1,BV,1,100,3.94
1670855376.485810,1386653.000,28211,1,BV,1,100,3.93
1670855377.480602,1387617.000,28381,1,BV,1,100,3.93
1670855378.478489,1388584.000,28545,1,BV,1,100,3.93
1670855379.477408,1389552.000,28699,1,BV,1,100,3.93
1670855380.479423,1390523.000,28851,1,BV,1,100,3.93
1670855381.480407,1391493.000,29023,1,BV,1,100,3.93
1670855382.477262,1392459.000,29190,1,BV,1,100,3.93
1670855383.476181,1393427.000,29344,1,BV,1,100,3.93
1670855384.475101,1394395.000,29493,1,BV,1,100,3.93
1670855385.468860,1395358.000,29663,1,BV,1,100,3.93
1670855386.463652,1396322.000,29837,1,BV,1,100,3.93
1670855387.459475,1397287.000,29986,1,BV,1,100,3.93
1670855388.457362,1398254.000,30138,1,BV,1,100,3.93
1670855389.456282,1399222.000,30305,1,BV,1,100,3.93
1670855390.458297,1400193.000,30456,1,BV,1,100,3.93
1670855391.461344,1401165.000,30612,1,BV,1,100,3.93
1670855392.456136,1402129.000,30749,1,BV,1,100,3.93
1670855393.458151,1403100.000,30919,1,BV,1,100,3.93
1670855394.455006,1404066.000,31086,1,BV,1,100,3.93
1670855395.450830,1405031.000,31236,1,BV,1,100,3.93
1670855396.445621,1405995.000,31405,1,BV,1,100,3.93
1670855397.443508,1406962.000,31561,1,BV,1,100,3.93
1670855398.441396,1407929.000,31728,1,BV,1,100,3.93
1670855399.440315,1408897.000,31880,1,BV,1,100,3.93
1670855400.446458,1409872.000,32047,1,BV,1,100,3.93
1670855401.446409,1410841.000,32198,1,BV,1,100,3.93
1670855402.446360,1411810.000,32357,1,BV,1,100,3.93
1670855403.444248,1412777.000,32527,1,BV,1,100,3.93
1670855404.438007,1413740.000,32676,1,BV,1,100,3.93
1670855405.435895,1414707.000,32846,1,BV,1,100,3.93
1670855406.429654,1415670.000,32994,1,BV,1,100,3.93
1670855407.427541,1416637.000,33164,1,BV,1,100,3.93
1670855408.425429,1417604.000,33320,1,BV,1,100,3.93
1670855409.428476,1418576.000,33469,1,BV,1,100,3.93
1670855410.430491,1419547.000,33639,1,BV,1,100,3.93
1670855411.427346,1420513.000,33790,1,BV,1,100,3.93
1670855412.430393,1421485.000,33957,1,BV,1,100,3.93
1670855413.427249,1422451.000,34115,1,BV,1,100,3.93
1670855414.422040,1423415.000,34266,1,BV,1,100,3.93
1670855415.417864,1424380.000,34433,1,BV,1,100,3.93
1670855416.413687,1425345.000,34585,1,BV,1,100,3.93
1670855417.411575,1426312.000,34755,1,BV,1,100,3.93
1670855418.408430,1427278.000,34905,1,BV,1,100,3.93
1670855419.411477,1428250.000,35057,1,BV,1,100,3.93
1670855420.411428,1429219.000,35227,1,BV,1,100,3.93
1670855421.408284,1430185.000,35375,1,BV,1,100,3.93
1670855422.409267,1431155.000,35545,1,BV,1,100,3.93
1670855423.404059,1432119.000,35714,1,BV,1,100,3.93
1670855424.402978,1433087.000,35854,1,BV,1,100,3.93
1670855425.397769,1434051.000,36024,1,BV,1,100,3.93
1670855426.395657,1435018.000,36177,1,BV,1,100,3.93
1670855427.396640,1435988.000,36325,1,BV,1,100,3.92
1670855428.395559,1436956.000,36495,1,BV,1,100,3.93
1670855429.400670,1437930.000,36652,1,BV,1,100,3.93
1670855430.397526,1438896.000,36805,1,BV,1,100,3.93
1670855431.399541,1439867.000,36956,1,BV,1,100,3.93
1670855432.399492,1440836.000,37123,1,BV,1,100,3.93
1670855433.395315,1441801.000,37292,1,BV,1,100,3.93
1670855434.390107,1442765.000,37434,1,BV,1,100,3.93
1670855435.384899,1443729.000,37601,1,BV,1,100,3.93
1670855436.381754,1444695.000,37753,1,BV,1,100,3.92
1670855437.382737,1445665.000,37923,1,BV,1,100,3.93
1670855438.383720,1446635.000,38071,1,BV,1,100,3.93
1670855439.386767,1447607.000,38247,1,BV,1,100,3.93
1670855440.384655,1448574.000,38382,1,BV,1,100,3.93
1670855441.382542,1449541.000,38549,1,BV,1,100,3.93
1670855442.383525,1450511.000,38700,1,BV,1,100,3.93
1670855443.379349,1451476.000,38870,1,BV,1,100,3.93
1670855444.374140,1452440.000,39019,1,BV,1,100,3.93
1670855445.370996,1453406.000,39179,1,BV,1,100,3.93
1670855446.369915,1454374.000,39343,1,BV,1,100,3.93
1670855447.370898,1455344.000,39495,1,BV,1,100,3.93
1670855448.369817,1456312.000,39665,1,BV,1,100,3.93
1670855449.372864,1457284.000,39813,1,BV,1,100,3.93
1670855450.371784,1458252.000,39973,1,BV,1,100,3.93
1670855451.369671,1459219.000,40143,1,BV,1,100,3.93
1670855452.368590,1460187.000,40291,1,BV,1,100,3.93
