LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EM
1670855229.542511,1244258.000,4754,4,EM,1,100,PS
1670855229.594366,1244308.250,4787,4,EM,1,100,RS
1670855229.646221,1244358.500,4787,4,EM,1,100,RB
1670855229.698076,1244408.750,4787,4,EM,1,100,2022-12-12_16-27-05-140907.csv
1670855229.749932,1244459.000,4787,4,EM,1,100,PS
1670855229.801787,1244509.250,4821,4,EM,1,100,RS
1670855229.853642,1244559.500,4821,4,EM,1,100,RB
1670855229.905497,1244609.750,4821,4,EM,1,100,2022-12-12_16-27-05-140907.csv
1670855229.957352,1244660.000,4821,4,EM,1,100,PS
1670855230.009207,1244710.250,4857,4,EM,1,100,RS
1670855230.061062,1244760.500,4857,4,EM,1,100,RB
1670855230.112917,1244810.750,4857,4,EM,1,100,2022-12-12_16-27-05-140907.csv
1670855230.164772,1244861.000,4857,4,EM,1,100,PS
1670855230.216627,1244911.250,4889,4,EM,1,100,RS
1670855230.268482,1244961.500,4889,4,EM,1,100,RB
1670855230.320337,1245011.750,4889,4,EM,1,100,2022-12-12_16-27-05-140907.csv
1670855230.372192,1245062.000,4889,4,EM,1,100,PS
1670855230.424047,1245112.250,4923,4,EM,1,100,RS
1670855230.475902,1245162.500,4923,4,EM,1,100,RB
1670855230.527757,1245212.750,4923,4,EM,1,100,2022-12-12_16-27-05-140907.csv
1670855230.579612,1245263.000,4923,4,EM,1,100,PS
1670855230.631467,1245313.250,4956,4,EM,1,100,RS
1670855230.683322,1245363.500,4956,4,EM,1,100,RB
1670855230.735178,1245413.750,4956,4,EM,1,100,2022-12-12_16-27-05-140907.csv
1670855230.787033,1245464.000,4956,4,EM,1,100,PS
1670855230.838888,1245514.250,4990,4,EM,1,100,RS
1670855230.890743,1245564.500,4990,4,EM,1,100,RB
1670855230.942598,1245614.750,4990,4,EM,1,100,2022-12-12_16-27-05-140907.csv
1670855230.994453,1245665.000,4990,4,EM,1,100,PS
1670855231.046308,1245715.250,5024,4,EM,1,100,RS
1670855231.098163,1245765.500,5024,4,EM,1,100,RB
1670855231.150018,1245815.750,5024,4,EM,1,100,2022-12-12_16-27-05-140907.csv
1670855231.201873,1245866.000,5024,4,EM,1,100,PS
1670855231.253728,1245916.250,5055,4,EM,1,100,RS
1670855231.305583,1245966.500,5055,4,EM,1,100,RB
1670855231.357438,1246016.750,5055,4,EM,1,100,2022-12-12_16-27-05-140907.csv
1670855231.409293,1246067.000,5055,4,EM,1,100,PS
1670855231.461148,1246117.250,5092,4,EM,1,100,RS
1670855231.513003,1246167.500,5092,4,EM,1,100,RB
1670855231.564858,1246217.750,5092,4,EM,1,100,2022-12-12_16-27-05-140907.csv
1670855231.616714,1246268.000,5092,4,EM,1,100,PS
1670855231.668569,1246318.250,5126,4,EM,1,100,RS
1670855231.720424,1246368.500,5126,4,EM,1,100,RB
1670855231.772279,1246418.750,5126,4,EM,1,100,2022-12-12_16-27-05-140907.csv
1670855231.824134,1246469.000,5126,4,EM,1,100,PS
1670855231.875989,1246519.250,5159,4,EM,1,100,RS
1670855231.927844,1246569.500,5159,4,EM,1,100,RB
1670855231.979699,1246619.750,5159,4,EM,1,100,2022-12-12_16-27-05-140907.csv
1670855232.031554,1246670.000,5159,4,EM,1,100,PS
1670855232.083667,1246720.500,5193,4,EM,1,100,RS
1670855232.135780,1246771.000,5193,4,EM,1,100,RB
1670855232.187893,1246821.500,5193,4,EM,1,100,2022-12-12_16-27-05-140907.csv
1670855232.240006,1246872.000,5193,4,EM,1,100,PS
1670855232.292635,1246923.000,5224,4,EM,1,100,RS
1670855232.345264,1246974.000,5224,4,EM,1,100,RB
1670855232.397893,1247025.000,5224,4,EM,1,100,2022-12-12_16-27-05-140907.csv
1670855232.450522,1247076.000,5224,4,EM,1,100,PS
1670855232.502377,1247126.250,5258,4,EM,1,100,RS
1670855232.554232,1247176.500,5258,4,EM,1,100,RB
1670855232.606087,1247226.750,5258,4,EM,1,100,2022-12-12_16-27-05-140907.csv
1670855232.657943,1247277.000,5258,4,EM,1,100,PS
1670855232.709797,1247327.250,5292,4,EM,1,100,RS
1670855232.761652,1247377.500,5292,4,EM,1,100,RB
1670855232.813508,1247427.750,5292,4,EM,1,100,2022-12-12_16-27-05-140907.csv
1670855232.865363,1247478.000,5292,4,EM,1,100,PS
1670855232.955142,1247565.000,5333,4,EM,1,100,RS
1670855233.044920,1247652.000,5333,4,EM,1,100,RB
1670855233.134699,1247739.000,5333,4,EM,1,100,2022-12-12_16-27-05-140907.csv
1670855233.224478,1247826.000,5333,4,EM,1,100,PS
1670855233.276333,1247876.250,5366,4,EM,1,100,RS
1670855233.328188,1247926.500,5366,4,EM,1,100,RB
1670855233.380044,1247976.750,5366,4,EM,1,100,2022-12-12_16-27-05-140907.csv
1670855233.431899,1248027.000,5366,4,EM,1,100,PS
1670855233.483753,1248077.250,5400,4,EM,1,100,RS
1670855233.535609,1248127.500,5400,4,EM,1,100,RB
1670855233.587464,1248177.750,5400,4,EM,1,100,2022-12-12_16-27-05-140907.csv
1670855233.639319,1248228.000,5400,4,EM,1,100,PS
1670855233.691174,1248278.250,5433,4,EM,1,100,RS
1670855233.743029,1248328.500,5433,4,EM,1,100,RB
1670855233.794884,1248378.750,5433,4,EM,1,100,2022-12-12_16-27-05-140907.csv
1670855233.846739,1248429.000,5433,4,EM,1,100,PS
1670855233.898594,1248479.250,5467,4,EM,1,100,RS
1670855233.950449,1248529.500,5467,4,EM,1,100,RB
1670855234.002304,1248579.750,5467,4,EM,1,100,2022-12-12_16-27-05-140907.csv
1670855234.054159,1248630.000,5467,4,EM,1,100,PS
1670855234.106014,1248680.250,5501,4,EM,1,100,RS
1670855234.157869,1248730.500,5501,4,EM,1,100,RB
