LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AK
1670855368.001704,1378431.500,27304,2,AK,1,100,26462
1670855370.698683,1381045.000,27304,2,AK,1,100,RD
1670855370.712098,1381058.000,27307,2,AK,1,100,27305
1670855370.725513,1381071.000,27307,2,AK,1,100,RD
1670855373.347160,1383611.500,28124,2,AK,1,100,27305
1670855375.968807,1386152.000,28124,2,AK,1,100,RD
1670855376.011117,1386193.000,28127,2,AK,1,100,28125
1670855376.053427,1386234.000,28127,2,AK,1,100,RD
1670855378.663206,1388763.000,28968,2,AK,1,100,28125
1670855381.272986,1391292.000,28968,2,AK,1,100,RD
1670855381.285886,1391304.500,28971,2,AK,1,100,28969
1670855381.298785,1391317.000,28971,2,AK,1,100,RD
1670855383.926108,1393863.000,29812,2,AK,1,100,28969
1670855386.553431,1396409.000,29812,2,AK,1,100,RD
1670855386.570973,1396426.000,29815,2,AK,1,100,29813
1670855386.588516,1396443.000,29815,2,AK,1,100,RD
1670855389.206552,1398980.000,30646,2,AK,1,100,29813
1670855391.824587,1401517.000,30646,2,AK,1,100,RD
1670855391.878248,1401569.000,30649,2,AK,1,100,30647
1670855391.931909,1401621.000,30649,2,AK,1,100,RD
1670855394.521566,1404130.500,31489,2,AK,1,100,30647
1670855397.111223,1406640.000,31489,2,AK,1,100,RD
1670855397.130830,1406659.000,31492,2,AK,1,100,31490
1670855397.150437,1406678.000,31492,2,AK,1,100,RD
1670855399.766924,1409213.500,32337,2,AK,1,100,31490
1670855402.383412,1411749.000,32337,2,AK,1,100,RD
1670855402.426754,1411791.000,32340,2,AK,1,100,32338
1670855402.470095,1411833.000,32340,2,AK,1,100,RD
1670855405.066460,1414349.000,33182,2,AK,1,100,32338
1670855407.662824,1416865.000,33182,2,AK,1,100,RD
1670855407.675208,1416877.000,33185,2,AK,1,100,33183
1670855407.687591,1416889.000,33185,2,AK,1,100,RD
1670855410.324717,1419444.500,34028,2,AK,1,100,33183
1670855412.961843,1422000.000,34028,2,AK,1,100,RD
1670855412.976290,1422014.000,34031,2,AK,1,100,34029
1670855412.990738,1422028.000,34031,2,AK,1,100,RD
1670855415.629412,1424585.000,34871,2,AK,1,100,34029
1670855418.268086,1427142.000,34871,2,AK,1,100,RD
1670855420.921724,1429713.500,35717,2,AK,1,100,34872
1670855423.575361,1432285.000,35717,2,AK,1,100,RD
1670855423.582068,1432291.500,35719,2,AK,1,100,34872
1670855423.588776,1432298.000,35719,2,AK,1,100,RD
1670855423.625926,1432334.000,35722,2,AK,1,100,35720
1670855423.663076,1432370.000,35722,2,AK,1,100,RD
1670855426.260988,1434887.500,36549,2,AK,1,100,35720
1670855428.858901,1437405.000,36549,2,AK,1,100,RD
1670855428.872832,1437418.500,36552,2,AK,1,100,36550
1670855428.886763,1437432.000,36552,2,AK,1,100,RD
1670855431.532661,1439996.000,37394,2,AK,1,100,36550
1670855434.178559,1442560.000,37394,2,AK,1,100,RD
1670855434.200746,1442581.500,37397,2,AK,1,100,37395
1670855434.222933,1442603.000,37397,2,AK,1,100,RD
1670855436.838388,1445137.500,38225,2,AK,1,100,37395
1670855439.453844,1447672.000,38225,2,AK,1,100,RD
1670855439.490993,1447708.000,38228,2,AK,1,100,38226
1670855439.528143,1447744.000,38228,2,AK,1,100,RD
1670855442.140503,1450275.500,39070,2,AK,1,100,38226
1670855444.752863,1452807.000,39070,2,AK,1,100,RD
1670855444.765762,1452819.500,39073,2,AK,1,100,39071
1670855444.778661,1452832.000,39073,2,AK,1,100,RD
1670855447.425591,1455397.000,39918,2,AK,1,100,39071
1670855450.072521,1457962.000,39918,2,AK,1,100,RD
1670855450.095739,1457984.500,39921,2,AK,1,100,39919
1670855450.118958,1458007.000,39921,2,AK,1,100,RD
