LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,T1
1671015035.374854,49063.000,6087,1,T1,1,100,31.520
1671015035.506993,49191.000,6104,1,T1,1,100,31.509
1671015035.640164,49320.000,6123,1,T1,1,100,31.575
1671015035.773336,49449.000,6141,1,T1,1,100,31.497
1671015035.906507,49578.000,6172,1,T1,1,100,31.534
1671015036.040711,49708.000,6189,1,T1,1,100,31.515
1671015036.175947,49839.000,6211,1,T1,1,100,31.542
1671015036.309119,49968.000,6227,1,T1,1,100,31.483
1671015036.442290,50097.000,6259,1,T1,1,100,31.528
1671015036.574430,50225.000,6284,1,T1,1,100,31.512
1671015036.705536,50352.000,6301,1,T1,1,100,31.505
1671015036.842837,50485.000,6332,1,T1,1,100,31.573
1671015036.976009,50614.000,6350,1,T1,1,100,31.496
1671015037.108148,50742.000,6371,1,T1,1,100,31.463
1671015037.241319,50871.000,6388,1,T1,1,100,31.555
1671015037.372426,50998.000,6420,1,T1,1,100,31.559
1671015037.505597,51127.000,6436,1,T1,1,100,31.455
1671015037.639801,51257.000,6456,1,T1,1,100,31.480
1671015037.774005,51387.000,6475,1,T1,1,100,31.492
1671015037.907176,51516.000,6506,1,T1,1,100,31.496
1671015038.040348,51645.000,6524,1,T1,1,100,31.427
1671015038.172487,51773.000,6545,1,T1,1,100,31.504
1671015038.306691,51903.000,6562,1,T1,1,100,31.502
1671015038.441927,52034.000,6594,1,T1,1,100,31.572
1671015038.576131,52164.000,6613,1,T1,1,100,31.566
1671015038.709302,52293.000,6631,1,T1,1,100,31.564
1671015038.839377,52419.000,6647,1,T1,1,100,31.528
1671015038.972548,52548.000,6681,1,T1,1,100,31.512
1671015039.109849,52681.000,6700,1,T1,1,100,31.505
1671015039.244053,52811.000,6719,1,T1,1,100,31.502
1671015039.377224,52940.000,6751,1,T1,1,100,31.501
1671015039.509364,53068.000,6768,1,T1,1,100,31.430
1671015039.640471,53195.000,6787,1,T1,1,100,31.576
1671015039.773642,53324.000,6805,1,T1,1,100,31.497
1671015039.907846,53454.000,6836,1,T1,1,100,31.499
1671015040.042050,53584.000,6853,1,T1,1,100,31.535
1671015040.176253,53714.000,6875,1,T1,1,100,31.480
1671015040.306328,53840.000,6907,1,T1,1,100,31.385
1671015040.439499,53969.000,6923,1,T1,1,100,31.379
1671015040.573703,54099.000,6943,1,T1,1,100,31.377
1671015040.706875,54228.000,6960,1,T1,1,100,31.447
1671015040.837981,54355.000,6991,1,T1,1,100,31.477
1671015040.970120,54483.000,7008,1,T1,1,100,31.525
1671015041.102260,54611.000,7030,1,T1,1,100,31.582
1671015041.234399,54739.000,7047,1,T1,1,100,31.606
1671015041.371700,54872.000,7079,1,T1,1,100,31.652
1671015041.505903,55002.000,7095,1,T1,1,100,31.530
1671015041.639075,55131.000,7115,1,T1,1,100,31.513
1671015041.770182,55258.000,7152,1,T1,1,100,31.506
1671015041.903353,55387.000,7168,1,T1,1,100,31.467
1671015042.036525,55516.000,7187,1,T1,1,100,31.557
1671015042.167631,55643.000,7207,1,T1,1,100,31.525
1671015042.299771,55771.000,7224,1,T1,1,100,31.475
1671015042.433975,55901.000,7256,1,T1,1,100,31.596
1671015042.566114,56029.000,7272,1,T1,1,100,31.612
1671015042.699285,56158.000,7293,1,T1,1,100,31.619
1671015042.833489,56288.000,7309,1,T1,1,100,31.552
1671015042.966660,56417.000,7341,1,T1,1,100,31.522
1671015043.097767,56544.000,7360,1,T1,1,100,31.545
1671015043.229906,56672.000,7379,1,T1,1,100,31.520
1671015043.363078,56801.000,7396,1,T1,1,100,31.579
1671015043.496249,56930.000,7428,1,T1,1,100,31.499
1671015043.629421,57059.000,7447,1,T1,1,100,31.535
1671015043.761560,57187.000,7465,1,T1,1,100,31.551
1671015043.894731,57316.000,7496,1,T1,1,100,31.593
1671015044.027903,57445.000,7513,1,T1,1,100,31.540
1671015044.161074,57574.000,7535,1,T1,1,100,31.588
1671015044.293213,57702.000,7551,1,T1,1,100,31.574
1671015044.425353,57830.000,7583,1,T1,1,100,31.567
1671015044.557492,57958.000,7603,1,T1,1,100,31.600
1671015044.691695,58088.000,7620,1,T1,1,100,31.543
1671015044.823835,58216.000,7637,1,T1,1,100,31.519
1671015044.957006,58345.000,7669,1,T1,1,100,31.544
1671015045.090178,58474.000,7690,1,T1,1,100,31.519
1671015045.221284,58601.000,7707,1,T1,1,100,31.579
1671015045.357553,58733.000,7724,1,T1,1,100,31.570
1671015045.489692,58861.000,7755,1,T1,1,100,31.566
1671015045.622864,58990.000,7775,1,T1,1,100,31.599
1671015045.756035,59119.000,7792,1,T1,1,100,31.614
1671015045.888174,59247.000,7809,1,T1,1,100,31.478
1671015046.021346,59376.000,7846,1,T1,1,100,31.491
1671015046.153485,59504.000,7862,1,T1,1,100,31.567
1671015046.286656,59633.000,7879,1,T1,1,100,31.564
1671015046.419828,59762.000,7896,1,T1,1,100,31.528
1671015046.551967,59890.000,7927,1,T1,1,100,31.618
1671015046.683074,60017.000,7948,1,T1,1,100,31.587
1671015046.820374,60150.000,7964,1,T1,1,100,31.573
1671015046.953546,60279.000,7998,1,T1,1,100,31.602
1671015047.086201,60407.500,8021,2,T1,1,100,31.580
1671015047.218857,60536.000,8021,2,T1,1,100,31.570
1671015047.349963,60663.000,8040,1,T1,1,100,31.708
1671015047.483135,60792.000,8057,1,T1,1,100,31.661
1671015047.617339,60922.000,8092,1,T1,1,100,31.534
1671015047.751543,61052.000,8108,1,T1,1,100,31.550
1671015047.884714,61181.000,8125,1,T1,1,100,31.522
1671015048.017885,61310.000,8164,1,T1,1,100,31.545
1671015048.150025,61438.000,8180,1,T1,1,100,31.590
1671015048.286293,61570.000,8197,1,T1,1,100,31.610
1671015048.421529,61701.000,8214,1,T1,1,100,31.548
1671015048.555733,61831.000,8248,1,T1,1,100,31.592
1671015048.688905,61960.000,8266,1,T1,1,100,31.611
1671015048.818979,62086.000,8282,1,T1,1,100,31.477
1671015048.952151,62215.000,8299,1,T1,1,100,31.490
1671015049.089451,62348.000,8336,1,T1,1,100,31.638
1671015049.223655,62478.000,8352,1,T1,1,100,31.559
1671015049.355794,62606.000,8370,1,T1,1,100,31.561
1671015049.488966,62735.000,8401,1,T1,1,100,31.704
1671015049.620073,62862.000,8420,1,T1,1,100,31.695
1671015049.753244,62991.000,8438,1,T1,1,100,31.584
1671015049.887448,63121.000,8454,1,T1,1,100,31.572
1671015050.021652,63251.000,8488,1,T1,1,100,31.673
1671015050.155855,63381.000,8508,1,T1,1,100,31.646
1671015050.285930,63507.000,8524,1,T1,1,100,31.634
1671015050.419101,63636.000,8558,1,T1,1,100,31.629
1671015050.555370,63768.000,8575,1,T1,1,100,31.591
1671015050.689574,63898.000,8595,1,T1,1,100,31.575
1671015050.821713,64026.000,8612,1,T1,1,100,31.603
1671015050.953852,64154.000,8644,1,T1,1,100,31.687
1671015051.085991,64282.000,8662,1,T1,1,100,31.652
1671015051.218130,64410.000,8679,1,T1,1,100,31.707
1671015051.355431,64543.000,8714,1,T1,1,100,31.625
1671015051.489635,64673.000,8730,1,T1,1,100,31.554
1671015051.621774,64801.000,8747,1,T1,1,100,31.630
1671015051.752881,64928.000,8767,1,T1,1,100,31.663
1671015051.886052,65057.000,8798,1,T1,1,100,31.499
1671015052.019224,65186.000,8816,1,T1,1,100,31.606
1671015052.150331,65313.000,8835,1,T1,1,100,31.617
1671015052.282470,65441.000,8854,1,T1,1,100,31.657
1671015052.416674,65571.000,8879,1,T1,1,100,31.639
1671015052.547780,65698.000,8895,1,T1,1,100,31.631
1671015052.680952,65827.000,8914,1,T1,1,100,31.628
1671015052.817220,65959.000,8947,1,T1,1,100,31.591
1671015052.951424,66089.000,8963,1,T1,1,100,31.610
1671015053.082531,66216.000,8984,1,T1,1,100,31.583
1671015053.214670,66344.000,9000,1,T1,1,100,31.571
1671015053.347842,66473.000,9036,1,T1,1,100,31.673
1671015053.481013,66602.000,9053,1,T1,1,100,31.752
1671015053.614185,66731.000,9072,1,T1,1,100,31.680
1671015053.746324,66859.000,9090,1,T1,1,100,31.649
1671015053.878463,66987.000,9106,1,T1,1,100,31.600
