LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,MX
1671015037.753702,51367.333,6483,3,MX,1,100,19
1671015037.793619,51406.000,6483,3,MX,1,100,19
1671015037.833881,51445.000,6498,2,MX,1,100,19
1671015037.874142,51484.000,6498,2,MX,1,100,19
1671015037.914059,51522.667,6514,3,MX,1,100,19
1671015037.953976,51561.333,6514,3,MX,1,100,19
1671015037.993893,51600.000,6514,3,MX,1,100,18
1671015038.033466,51638.333,6532,3,MX,1,100,19
1671015038.073039,51676.667,6532,3,MX,1,100,19
1671015038.112612,51715.000,6532,3,MX,1,100,19
1671015038.152357,51753.500,6553,2,MX,1,100,19
1671015038.192101,51792.000,6553,2,MX,1,100,19
1671015038.236836,51835.333,6570,3,MX,1,100,19
1671015038.281571,51878.667,6570,3,MX,1,100,19
1671015038.326305,51922.000,6570,3,MX,1,100,20
1671015038.367083,51961.500,6585,2,MX,1,100,19
1671015038.407860,52001.000,6585,2,MX,1,100,19
1671015038.448465,52040.333,6602,3,MX,1,100,19
1671015038.489070,52079.667,6602,3,MX,1,100,20
1671015038.529676,52119.000,6602,3,MX,1,100,19
1671015038.569421,52157.500,6621,2,MX,1,100,19
1671015038.609166,52196.000,6621,2,MX,1,100,20
1671015038.648739,52234.333,6639,3,MX,1,100,20
1671015038.688312,52272.667,6639,3,MX,1,100,19
1671015038.727885,52311.000,6639,3,MX,1,100,20
1671015038.767113,52349.000,6654,2,MX,1,100,19
1671015038.806342,52387.000,6654,2,MX,1,100,19
1671015038.846259,52425.667,6672,3,MX,1,100,20
1671015038.886176,52464.333,6672,3,MX,1,100,20
1671015038.926093,52503.000,6672,3,MX,1,100,19
1671015038.966698,52542.333,6689,3,MX,1,100,19
1671015039.007304,52581.667,6689,3,MX,1,100,18
1671015039.047909,52621.000,6689,3,MX,1,100,18
1671015039.088686,52660.500,6708,2,MX,1,100,18
1671015039.129464,52700.000,6708,2,MX,1,100,19
1671015039.169725,52739.000,6727,3,MX,1,100,18
1671015039.209986,52778.000,6727,3,MX,1,100,19
1671015039.250247,52817.000,6727,3,MX,1,100,20
1671015039.289992,52855.500,6742,2,MX,1,100,19
1671015039.329737,52894.000,6742,2,MX,1,100,19
1671015039.374127,52937.000,6759,3,MX,1,100,20
1671015039.418518,52980.000,6759,3,MX,1,100,20
1671015039.462909,53023.000,6759,3,MX,1,100,19
1671015039.502653,53061.500,6776,2,MX,1,100,19
1671015039.542398,53100.000,6776,2,MX,1,100,19
1671015039.581627,53138.000,6795,3,MX,1,100,19
1671015039.620856,53176.000,6795,3,MX,1,100,19
1671015039.660085,53214.000,6795,3,MX,1,100,20
1671015039.700346,53253.000,6812,2,MX,1,100,18
1671015039.740607,53292.000,6812,2,MX,1,100,19
1671015039.780524,53330.667,6827,3,MX,1,100,19
1671015039.820441,53369.333,6827,3,MX,1,100,19
1671015039.860358,53408.000,6827,3,MX,1,100,19
1671015039.900964,53447.333,6844,3,MX,1,100,20
1671015039.941569,53486.667,6844,3,MX,1,100,20
1671015039.982174,53526.000,6844,3,MX,1,100,19
1671015040.021919,53564.500,6861,2,MX,1,100,19
1671015040.061664,53603.000,6861,2,MX,1,100,19
1671015040.101925,53642.000,6883,3,MX,1,100,19
1671015040.142186,53681.000,6883,3,MX,1,100,20
1671015040.182447,53720.000,6883,3,MX,1,100,19
1671015040.221676,53758.000,6897,3,MX,1,100,19
1671015040.260905,53796.000,6897,3,MX,1,100,19
1671015040.300134,53834.000,6897,3,MX,1,100,19
1671015040.339879,53872.500,6915,2,MX,1,100,20
1671015040.379624,53911.000,6915,2,MX,1,100,18
1671015040.424358,53954.333,6931,3,MX,1,100,19
1671015040.469093,53997.667,6931,3,MX,1,100,19
1671015040.513828,54041.000,6931,3,MX,1,100,20
1671015040.553573,54079.500,6951,2,MX,1,100,19
1671015040.593318,54118.000,6951,2,MX,1,100,20
1671015040.633579,54157.000,6968,3,MX,1,100,19
1671015040.673840,54196.000,6968,3,MX,1,100,19
1671015040.714101,54235.000,6968,3,MX,1,100,20
1671015040.753846,54273.500,6983,2,MX,1,100,19
1671015040.793591,54312.000,6983,2,MX,1,100,18
1671015040.832476,54349.667,6999,3,MX,1,100,20
1671015040.871360,54387.333,6999,3,MX,1,100,19
1671015040.910245,54425.000,6999,3,MX,1,100,18
1671015040.950162,54463.667,7016,3,MX,1,100,19
1671015040.990079,54502.333,7016,3,MX,1,100,18
1671015041.029996,54541.000,7016,3,MX,1,100,19
1671015041.069741,54579.500,7038,2,MX,1,100,19
1671015041.109486,54618.000,7038,2,MX,1,100,19
1671015041.149403,54656.667,7055,3,MX,1,100,19
1671015041.189320,54695.333,7055,3,MX,1,100,19
1671015041.229237,54734.000,7055,3,MX,1,100,19
1671015041.269842,54773.333,7069,3,MX,1,100,18
1671015041.310448,54812.667,7069,3,MX,1,100,18
1671015041.351053,54852.000,7069,3,MX,1,100,19
1671015041.391314,54891.000,7087,2,MX,1,100,18
1671015041.431575,54930.000,7087,2,MX,1,100,18
1671015041.471492,54968.667,7103,3,MX,1,100,18
1671015041.511409,55007.333,7103,3,MX,1,100,19
1671015041.551326,55046.000,7103,3,MX,1,100,18
1671015041.598298,55091.500,7123,2,MX,1,100,19
1671015041.645269,55137.000,7123,2,MX,1,100,19
1671015041.684842,55175.333,7138,3,MX,1,100,18
1671015041.724415,55213.667,7138,3,MX,1,100,18
1671015041.763988,55252.000,7138,3,MX,1,100,18
1671015041.803905,55290.667,7160,3,MX,1,100,19
1671015041.843822,55329.333,7160,3,MX,1,100,19
1671015041.883739,55368.000,7160,3,MX,1,100,19
1671015041.923484,55406.500,7176,2,MX,1,100,18
1671015041.963229,55445.000,7176,2,MX,1,100,20
1671015042.002802,55483.333,7195,3,MX,1,100,19
1671015042.042375,55521.667,7195,3,MX,1,100,18
1671015042.081948,55560.000,7195,3,MX,1,100,19
1671015042.121865,55598.667,7215,3,MX,1,100,19
1671015042.161782,55637.333,7215,3,MX,1,100,18
1671015042.201699,55676.000,7215,3,MX,1,100,19
1671015042.240927,55714.000,7232,3,MX,1,100,19
1671015042.280156,55752.000,7232,3,MX,1,100,19
1671015042.319385,55790.000,7232,3,MX,1,100,19
1671015042.359646,55829.000,7247,2,MX,1,100,19
1671015042.399907,55868.000,7247,2,MX,1,100,18
1671015042.439824,55906.667,7264,3,MX,1,100,19
1671015042.479741,55945.333,7264,3,MX,1,100,19
1671015042.519658,55984.000,7264,3,MX,1,100,18
1671015042.559403,56022.500,7280,2,MX,1,100,19
1671015042.599148,56061.000,7280,2,MX,1,100,18
1671015042.639066,56099.667,7301,3,MX,1,100,19
1671015042.678982,56138.333,7301,3,MX,1,100,19
1671015042.718899,56177.000,7301,3,MX,1,100,19
1671015042.763634,56220.333,7317,3,MX,1,100,18
1671015042.808369,56263.667,7317,3,MX,1,100,19
1671015042.853103,56307.000,7317,3,MX,1,100,19
1671015042.893364,56346.000,7332,2,MX,1,100,19
1671015042.933625,56385.000,7332,2,MX,1,100,18
1671015042.973543,56423.667,7349,3,MX,1,100,19
1671015043.013460,56462.333,7349,3,MX,1,100,19
1671015043.053377,56501.000,7349,3,MX,1,100,19
1671015043.091573,56538.000,7368,2,MX,1,100,19
1671015043.129770,56575.000,7368,2,MX,1,100,19
1671015043.169687,56613.667,7387,3,MX,1,100,19
1671015043.209604,56652.333,7387,3,MX,1,100,19
1671015043.249521,56691.000,7387,3,MX,1,100,20
1671015043.289782,56730.000,7403,2,MX,1,100,20
1671015043.330043,56769.000,7403,2,MX,1,100,19
1671015043.369960,56807.667,7419,3,MX,1,100,19
1671015043.409877,56846.333,7419,3,MX,1,100,19
1671015043.449794,56885.000,7419,3,MX,1,100,18
1671015043.489711,56923.667,7436,3,MX,1,100,20
1671015043.529628,56962.333,7436,3,MX,1,100,18
1671015043.569545,57001.000,7436,3,MX,1,100,19
1671015043.609290,57039.500,7455,2,MX,1,100,20
1671015043.649035,57078.000,7455,2,MX,1,100,18
1671015043.688608,57116.333,7473,3,MX,1,100,18
1671015043.728181,57154.667,7473,3,MX,1,100,19
1671015043.767754,57193.000,7473,3,MX,1,100,18
1671015043.807499,57231.500,7487,2,MX,1,100,20
1671015043.847244,57270.000,7487,2,MX,1,100,19
1671015043.891979,57313.333,7504,3,MX,1,100,19
1671015043.936713,57356.667,7504,3,MX,1,100,19
1671015043.981448,57400.000,7504,3,MX,1,100,19
1671015044.021193,57438.500,7521,2,MX,1,100,19
1671015044.060938,57477.000,7521,2,MX,1,100,18
1671015044.100511,57515.333,7543,3,MX,1,100,19
1671015044.140084,57553.667,7543,3,MX,1,100,19
1671015044.179656,57592.000,7543,3,MX,1,100,20
1671015044.219918,57631.000,7558,3,MX,1,100,19
1671015044.260179,57670.000,7558,3,MX,1,100,19
1671015044.300440,57709.000,7558,3,MX,1,100,19
1671015044.340185,57747.500,7575,2,MX,1,100,19
1671015044.379930,57786.000,7575,2,MX,1,100,20
1671015044.419847,57824.667,7591,3,MX,1,100,18
1671015044.459764,57863.333,7591,3,MX,1,100,20
1671015044.499681,57902.000,7591,3,MX,1,100,20
1671015044.538910,57940.000,7611,3,MX,1,100,19
1671015044.578138,57978.000,7611,3,MX,1,100,19
1671015044.617367,58016.000,7611,3,MX,1,100,20
1671015044.657284,58054.667,7628,3,MX,1,100,19
1671015044.697201,58093.333,7628,3,MX,1,100,20
1671015044.737118,58132.000,7628,3,MX,1,100,19
1671015044.777035,58170.667,7645,3,MX,1,100,19
1671015044.816952,58209.333,7645,3,MX,1,100,19
1671015044.856869,58248.000,7645,3,MX,1,100,18
1671015044.897131,58287.000,7659,2,MX,1,100,20
1671015044.937392,58326.000,7659,2,MX,1,100,19
1671015044.983847,58371.000,7677,2,MX,1,100,19
1671015045.030302,58416.000,7677,2,MX,1,100,19
1671015045.070219,58454.667,7698,3,MX,1,100,20
1671015045.110136,58493.333,7698,3,MX,1,100,19
1671015045.150053,58532.000,7698,3,MX,1,100,19
1671015045.189626,58570.333,7715,3,MX,1,100,19
1671015045.229199,58608.667,7715,3,MX,1,100,19
1671015045.268772,58647.000,7715,3,MX,1,100,19
1671015045.310066,58687.000,7732,2,MX,1,100,19
1671015045.351359,58727.000,7732,2,MX,1,100,19
1671015045.390932,58765.333,7747,3,MX,1,100,20
1671015045.430505,58803.667,7747,3,MX,1,100,20
1671015045.470078,58842.000,7747,3,MX,1,100,19
1671015045.509823,58880.500,7763,2,MX,1,100,19
1671015045.549568,58919.000,7763,2,MX,1,100,19
1671015045.589485,58957.667,7783,3,MX,1,100,19
1671015045.629402,58996.333,7783,3,MX,1,100,20
1671015045.669319,59035.000,7783,3,MX,1,100,20
1671015045.709236,59073.667,7800,3,MX,1,100,19
1671015045.749153,59112.333,7800,3,MX,1,100,21
1671015045.789070,59151.000,7800,3,MX,1,100,22
1671015045.828815,59189.500,7816,2,MX,1,100,23
1671015045.868560,59228.000,7816,2,MX,1,100,25
1671015045.908477,59266.667,7831,3,MX,1,100,24
1671015045.948394,59305.333,7831,3,MX,1,100,22
1671015045.988311,59344.000,7831,3,MX,1,100,22
1671015046.027540,59382.000,7854,3,MX,1,100,20
1671015046.066768,59420.000,7854,3,MX,1,100,19
1671015046.105997,59458.000,7854,3,MX,1,100,18
1671015046.152969,59503.500,7870,2,MX,1,100,15
1671015046.199940,59549.000,7870,2,MX,1,100,11
1671015046.239857,59587.667,7887,3,MX,1,100, 9
1671015046.279774,59626.333,7887,3,MX,1,100, 8
1671015046.319691,59665.000,7887,3,MX,1,100, 8
1671015046.359952,59704.000,7903,2,MX,1,100, 9
1671015046.400213,59743.000,7903,2,MX,1,100, 9
1671015046.439786,59781.333,7919,3,MX,1,100, 9
1671015046.479359,59819.667,7919,3,MX,1,100, 8
1671015046.518932,59858.000,7919,3,MX,1,100, 8
1671015046.558505,59896.333,7935,3,MX,1,100, 9
1671015046.598078,59934.667,7935,3,MX,1,100, 8
1671015046.637651,59973.000,7935,3,MX,1,100, 8
1671015046.677396,60011.500,7956,2,MX,1,100, 9
1671015046.717141,60050.000,7956,2,MX,1,100, 8
1671015046.757746,60089.333,7972,3,MX,1,100, 7
1671015046.798351,60128.667,7972,3,MX,1,100, 7
1671015046.838957,60168.000,7972,3,MX,1,100, 8
1671015046.879218,60207.000,7989,2,MX,1,100, 8
1671015046.919479,60246.000,7989,2,MX,1,100, 8
1671015046.959396,60284.667,8006,3,MX,1,100, 5
1671015046.999313,60323.333,8006,3,MX,1,100, 4
1671015047.039230,60362.000,8006,3,MX,1,100, 1
1671015047.081762,60403.200,8029,5,MX,1,100,-1
1671015047.124295,60444.400,8029,5,MX,1,100,-4
1671015047.166827,60485.600,8029,5,MX,1,100,-4
1671015047.209359,60526.800,8029,5,MX,1,100,-6
1671015047.251891,60568.000,8029,5,MX,1,100,-6
1671015047.291120,60606.000,8048,3,MX,1,100,-5
1671015047.330349,60644.000,8048,3,MX,1,100,-5
1671015047.369578,60682.000,8048,3,MX,1,100,-5
1671015047.409839,60721.000,8064,3,MX,1,100,-4
1671015047.450100,60760.000,8064,3,MX,1,100,-4
1671015047.490361,60799.000,8064,3,MX,1,100,-4
1671015047.530106,60837.500,8079,2,MX,1,100,-3
1671015047.569851,60876.000,8079,2,MX,1,100,-3
1671015047.610456,60915.333,8100,3,MX,1,100,-2
1671015047.651062,60954.667,8100,3,MX,1,100,-3
1671015047.691667,60994.000,8100,3,MX,1,100,-1
1671015047.731412,61032.500,8116,2,MX,1,100, 0
1671015047.771157,61071.000,8116,2,MX,1,100,-2
1671015047.811418,61110.000,8133,3,MX,1,100,-2
1671015047.851679,61149.000,8133,3,MX,1,100,-3
1671015047.891940,61188.000,8133,3,MX,1,100,-5
1671015047.931857,61226.667,8149,3,MX,1,100,-7
1671015047.971774,61265.333,8149,3,MX,1,100,-9
1671015048.011691,61304.000,8149,3,MX,1,100,-10
1671015048.050920,61342.000,8172,2,MX,1,100,-10
1671015048.090149,61380.000,8172,2,MX,1,100,-10
1671015048.130410,61419.000,8188,3,MX,1,100,-8
1671015048.170671,61458.000,8188,3,MX,1,100,-8
1671015048.210932,61497.000,8188,3,MX,1,100,-6
1671015048.251710,61536.500,8205,2,MX,1,100,-6
1671015048.292487,61576.000,8205,2,MX,1,100,-5
1671015048.337910,61620.000,8222,3,MX,1,100,-5
1671015048.383333,61664.000,8222,3,MX,1,100,-4
1671015048.428756,61708.000,8222,3,MX,1,100,-1
1671015048.469017,61747.000,8237,2,MX,1,100,-1
1671015048.509278,61786.000,8237,2,MX,1,100, 0
1671015048.549195,61824.667,8256,3,MX,1,100, 0
1671015048.589112,61863.333,8256,3,MX,1,100, 1
1671015048.629029,61902.000,8256,3,MX,1,100, 0
1671015048.668258,61940.000,8274,3,MX,1,100, 1
1671015048.707487,61978.000,8274,3,MX,1,100, 0
1671015048.746715,62016.000,8274,3,MX,1,100, 1
1671015048.786460,62054.500,8290,2,MX,1,100, 1
1671015048.826205,62093.000,8290,2,MX,1,100, 1
1671015048.866122,62131.667,8306,3,MX,1,100, 1
1671015048.906039,62170.333,8306,3,MX,1,100, 0
1671015048.945956,62209.000,8306,3,MX,1,100, 0
1671015048.986734,62248.500,8322,2,MX,1,100, 1
1671015049.027511,62288.000,8322,2,MX,1,100, 0
1671015049.068116,62327.333,8344,3,MX,1,100, 0
1671015049.108721,62366.667,8344,3,MX,1,100, 0
1671015049.149327,62406.000,8344,3,MX,1,100, 0
1671015049.189244,62444.667,8360,3,MX,1,100, 0
1671015049.229161,62483.333,8360,3,MX,1,100, 0
1671015049.269078,62522.000,8360,3,MX,1,100,-1
1671015049.309339,62561.000,8378,2,MX,1,100,-2
1671015049.349600,62600.000,8378,2,MX,1,100,-3
1671015049.389345,62638.500,8392,2,MX,1,100,-2
1671015049.429090,62677.000,8392,2,MX,1,100,-3
1671015049.473137,62719.667,8409,3,MX,1,100,-3
1671015049.517183,62762.333,8409,3,MX,1,100,-4
1671015049.561229,62805.000,8409,3,MX,1,100,-4
1671015049.600802,62843.333,8428,3,MX,1,100,-6
1671015049.640375,62881.667,8428,3,MX,1,100,-7
1671015049.679948,62920.000,8428,3,MX,1,100,-11
1671015049.720209,62959.000,8446,2,MX,1,100,-12
1671015049.760470,62998.000,8446,2,MX,1,100,-11
1671015049.800731,63037.000,8461,3,MX,1,100,-10
1671015049.840993,63076.000,8461,3,MX,1,100,-10
1671015049.881254,63115.000,8461,3,MX,1,100,-8
1671015049.921515,63154.000,8477,2,MX,1,100,-8
1671015049.961776,63193.000,8477,2,MX,1,100,-8
1671015050.001693,63231.667,8496,3,MX,1,100,-10
1671015050.041610,63270.333,8496,3,MX,1,100,-11
1671015050.081527,63309.000,8496,3,MX,1,100,-13
1671015050.121100,63347.333,8516,3,MX,1,100,-12
1671015050.160673,63385.667,8516,3,MX,1,100,-12
1671015050.200246,63424.000,8516,3,MX,1,100,-13
1671015050.239991,63462.500,8532,2,MX,1,100,-11
1671015050.279736,63501.000,8532,2,MX,1,100,-9
1671015050.319653,63539.667,8548,3,MX,1,100,-9
1671015050.359570,63578.333,8548,3,MX,1,100,-9
1671015050.399487,63617.000,8548,3,MX,1,100,-9
1671015050.440092,63656.333,8566,3,MX,1,100,-10
1671015050.480698,63695.667,8566,3,MX,1,100,-9
1671015050.521303,63735.000,8566,3,MX,1,100,-11
1671015050.568790,63781.000,8583,2,MX,1,100,-12
1671015050.616278,63827.000,8583,2,MX,1,100,-13
1671015050.656539,63866.000,8603,2,MX,1,100,-13
1671015050.696800,63905.000,8603,2,MX,1,100,-15
1671015050.736373,63943.333,8619,3,MX,1,100,-15
1671015050.775946,63981.667,8619,3,MX,1,100,-15
1671015050.815519,64020.000,8619,3,MX,1,100,-15
1671015050.855092,64058.333,8634,3,MX,1,100,-18
1671015050.894665,64096.667,8634,3,MX,1,100,-18
1671015050.934237,64135.000,8634,3,MX,1,100,-18
1671015050.973983,64173.500,8652,2,MX,1,100,-18
1671015051.013727,64212.000,8652,2,MX,1,100,-20
1671015051.053300,64250.333,8670,3,MX,1,100,-19
1671015051.092873,64288.667,8670,3,MX,1,100,-20
1671015051.132446,64327.000,8670,3,MX,1,100,-20
1671015051.172708,64366.000,8687,2,MX,1,100,-20
1671015051.212969,64405.000,8687,2,MX,1,100,-20
1671015051.253574,64444.333,8704,3,MX,1,100,-20
1671015051.294179,64483.667,8704,3,MX,1,100,-17
1671015051.334784,64523.000,8704,3,MX,1,100,-16
1671015051.375046,64562.000,8722,3,MX,1,100,-15
1671015051.415307,64601.000,8722,3,MX,1,100,-15
1671015051.455568,64640.000,8722,3,MX,1,100,-15
1671015051.495313,64678.500,8738,2,MX,1,100,-13
1671015051.535058,64717.000,8738,2,MX,1,100,-15
1671015051.574631,64755.333,8755,3,MX,1,100,-15
1671015051.614204,64793.667,8755,3,MX,1,100,-15
1671015051.653776,64832.000,8755,3,MX,1,100,-16
1671015051.700232,64877.000,8775,2,MX,1,100,-15
1671015051.746687,64922.000,8775,2,MX,1,100,-15
1671015051.786604,64960.667,8790,3,MX,1,100,-15
1671015051.826521,64999.333,8790,3,MX,1,100,-15
1671015051.866438,65038.000,8790,3,MX,1,100,-13
1671015051.906183,65076.500,8806,2,MX,1,100,-14
1671015051.945928,65115.000,8806,2,MX,1,100,-13
1671015051.985501,65153.333,8824,3,MX,1,100,-15
1671015052.025074,65191.667,8824,3,MX,1,100,-14
1671015052.064647,65230.000,8824,3,MX,1,100,-15
1671015052.104564,65268.667,8843,3,MX,1,100,-12
1671015052.144481,65307.333,8843,3,MX,1,100,-12
1671015052.184398,65346.000,8843,3,MX,1,100,-10
1671015052.223627,65384.000,8862,3,MX,1,100,-9
1671015052.262855,65422.000,8862,3,MX,1,100,-8
1671015052.302084,65460.000,8862,3,MX,1,100,-8
1671015052.342087,65498.750,8887,4,MX,1,100,-8
1671015052.382090,65537.500,8887,4,MX,1,100,-6
1671015052.422093,65576.250,8887,4,MX,1,100,-7
1671015052.462096,65615.000,8887,4,MX,1,100,-8
1671015052.501669,65653.333,8903,3,MX,1,100,-8
1671015052.541242,65691.667,8903,3,MX,1,100,-8
1671015052.580815,65730.000,8903,3,MX,1,100,-10
1671015052.620732,65768.667,8922,3,MX,1,100,-9
1671015052.660649,65807.333,8922,3,MX,1,100,-10
1671015052.700566,65846.000,8922,3,MX,1,100,-12
1671015052.741860,65886.000,8938,2,MX,1,100,-12
1671015052.783153,65926.000,8938,2,MX,1,100,-14
1671015052.830641,65972.000,8955,2,MX,1,100,-13
1671015052.878128,66018.000,8955,2,MX,1,100,-13
1671015052.918045,66056.667,8971,3,MX,1,100,-12
1671015052.957962,66095.333,8971,3,MX,1,100,-11
1671015052.997879,66134.000,8971,3,MX,1,100,-10
1671015053.036764,66171.667,8992,3,MX,1,100,-11
1671015053.075649,66209.333,8992,3,MX,1,100,-10
1671015053.114533,66247.000,8992,3,MX,1,100,-11
1671015053.154450,66285.667,9008,3,MX,1,100,-12
1671015053.194367,66324.333,9008,3,MX,1,100,-12
1671015053.234284,66363.000,9008,3,MX,1,100,-12
1671015053.274546,66402.000,9025,2,MX,1,100,-12
1671015053.314807,66441.000,9025,2,MX,1,100,-11
1671015053.354724,66479.667,9044,3,MX,1,100,-11
1671015053.394641,66518.333,9044,3,MX,1,100,-12
1671015053.434558,66557.000,9044,3,MX,1,100,-13
1671015053.474303,66595.500,9061,2,MX,1,100,-13
1671015053.514048,66634.000,9061,2,MX,1,100,-12
1671015053.554051,66672.750,9080,4,MX,1,100,-12
1671015053.594054,66711.500,9080,4,MX,1,100,-13
1671015053.634057,66750.250,9080,4,MX,1,100,-12
1671015053.674060,66789.000,9080,4,MX,1,100,-11
1671015053.713289,66827.000,9098,2,MX,1,100,-12
1671015053.752518,66865.000,9098,2,MX,1,100,-12
1671015053.792435,66903.667,9114,3,MX,1,100,-13
1671015053.832352,66942.333,9114,3,MX,1,100,-12
1671015053.872269,66981.000,9114,3,MX,1,100,-12
1671015053.912014,67019.500,9129,2,MX,1,100,-11
1671015053.951759,67058.000,9129,2,MX,1,100,-11
1671015053.996149,67101.000,9148,3,MX,1,100,-11
1671015054.040540,67144.000,9148,3,MX,1,100,-9
1671015054.084930,67187.000,9148,3,MX,1,100,-10
1671015054.124503,67225.333,9166,3,MX,1,100,-11
1671015054.164076,67263.667,9166,3,MX,1,100,-11
1671015054.203649,67302.000,9166,3,MX,1,100,-11
1671015054.243910,67341.000,9184,2,MX,1,100,-12
1671015054.284171,67380.000,9184,2,MX,1,100,-13
1671015054.324088,67418.667,9201,3,MX,1,100,-12
1671015054.364005,67457.333,9201,3,MX,1,100,-12
1671015054.403922,67496.000,9201,3,MX,1,100,-11
1671015054.443667,67534.500,9216,2,MX,1,100,-11
1671015054.483412,67573.000,9216,2,MX,1,100,-13
1671015054.522641,67611.000,9233,3,MX,1,100,-12
1671015054.561870,67649.000,9233,3,MX,1,100,-12
1671015054.601099,67687.000,9233,3,MX,1,100,-13
1671015054.641016,67725.667,9253,3,MX,1,100,-13
1671015054.680933,67764.333,9253,3,MX,1,100,-12
1671015054.720850,67803.000,9253,3,MX,1,100,-12
1671015054.761111,67842.000,9270,2,MX,1,100,-12
1671015054.801372,67881.000,9270,2,MX,1,100,-12
1671015054.841289,67919.667,9284,3,MX,1,100,-13
1671015054.881206,67958.333,9284,3,MX,1,100,-13
1671015054.921123,67997.000,9284,3,MX,1,100,-11
1671015054.961040,68035.667,9302,3,MX,1,100,-12
1671015055.000957,68074.333,9302,3,MX,1,100,-11
1671015055.040874,68113.000,9302,3,MX,1,100,-12
1671015055.087329,68158.000,9320,2,MX,1,100,-12
1671015055.133785,68203.000,9320,2,MX,1,100,-13
1671015055.173013,68241.000,9340,2,MX,1,100,-12
1671015055.212242,68279.000,9340,2,MX,1,100,-12
1671015055.253192,68318.667,9357,3,MX,1,100,-13
1671015055.294141,68358.333,9357,3,MX,1,100,-12
1671015055.335090,68398.000,9357,3,MX,1,100,-12
1671015055.374319,68436.000,9372,2,MX,1,100,-12
1671015055.413548,68474.000,9372,2,MX,1,100,-12
1671015055.453465,68512.667,9388,3,MX,1,100,-11
1671015055.493382,68551.333,9388,3,MX,1,100,-12
1671015055.533299,68590.000,9388,3,MX,1,100,-12
1671015055.573216,68628.667,9405,3,MX,1,100,-13
1671015055.613133,68667.333,9405,3,MX,1,100,-13
