LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,TH
1671015035.388274,49076.000,6088,1,TH,1,100,31.395
1671015035.521446,49205.000,6105,1,TH,1,100,31.395
1671015035.653585,49333.000,6124,1,TH,1,100,31.363
1671015035.786756,49462.000,6142,1,TH,1,100,31.363
1671015035.919928,49591.000,6173,1,TH,1,100,31.393
1671015036.053099,49720.000,6190,1,TH,1,100,31.400
1671015036.189368,49852.000,6212,1,TH,1,100,31.414
1671015036.322539,49981.000,6244,1,TH,1,100,31.414
1671015036.455711,50110.000,6260,1,TH,1,100,31.439
1671015036.587850,50238.000,6285,1,TH,1,100,31.439
1671015036.719989,50366.000,6302,1,TH,1,100,31.441
1671015036.856257,50498.000,6333,1,TH,1,100,31.441
1671015036.988397,50626.000,6351,1,TH,1,100,31.407
1671015037.121568,50755.000,6372,1,TH,1,100,31.407
1671015037.254740,50884.000,6389,1,TH,1,100,31.446
1671015037.385846,51011.000,6421,1,TH,1,100,31.446
1671015037.517986,51139.000,6437,1,TH,1,100,31.392
1671015037.654254,51271.000,6457,1,TH,1,100,31.392
1671015037.788458,51401.000,6476,1,TH,1,100,31.468
1671015037.920597,51529.000,6507,1,TH,1,100,31.475
1671015038.053768,51658.000,6525,1,TH,1,100,31.429
1671015038.185908,51786.000,6546,1,TH,1,100,31.429
1671015038.320111,51916.000,6563,1,TH,1,100,31.419
1671015038.455348,52047.000,6595,1,TH,1,100,31.419
1671015038.589551,52177.000,6614,1,TH,1,100,31.431
1671015038.722723,52306.000,6632,1,TH,1,100,31.431
1671015038.852797,52432.000,6665,1,TH,1,100,31.370
1671015038.987001,52562.000,6682,1,TH,1,100,31.370
1671015039.123270,52694.000,6701,1,TH,1,100,31.492
1671015039.256441,52823.000,6720,1,TH,1,100,31.492
1671015039.389612,52952.000,6752,1,TH,1,100,31.470
1671015039.522784,53081.000,6769,1,TH,1,100,31.470
1671015039.653891,53208.000,6788,1,TH,1,100,31.470
1671015039.786030,53336.000,6820,1,TH,1,100,31.470
1671015039.922298,53468.000,6837,1,TH,1,100,31.417
1671015040.056502,53598.000,6854,1,TH,1,100,31.417
1671015040.188641,53726.000,6876,1,TH,1,100,31.460
1671015040.319748,53853.000,6908,1,TH,1,100,31.468
1671015040.452920,53982.000,6924,1,TH,1,100,31.475
1671015040.587123,54112.000,6944,1,TH,1,100,31.475
1671015040.719263,54240.000,6961,1,TH,1,100,31.492
1671015040.851402,54368.000,6992,1,TH,1,100,31.492
1671015040.984573,54497.000,7009,1,TH,1,100,31.470
1671015041.115680,54624.000,7031,1,TH,1,100,31.470
1671015041.248852,54753.000,7048,1,TH,1,100,31.458
1671015041.385120,54885.000,7080,1,TH,1,100,31.458
1671015041.518291,55014.000,7096,1,TH,1,100,31.397
1671015041.650431,55142.000,7116,1,TH,1,100,31.397
1671015041.783602,55271.000,7153,1,TH,1,100,31.475
1671015041.916774,55400.000,7169,1,TH,1,100,31.475
1671015042.048913,55528.000,7188,1,TH,1,100,31.458
1671015042.182084,55657.000,7208,1,TH,1,100,31.465
1671015042.314223,55785.000,7225,1,TH,1,100,31.394
1671015042.446362,55913.000,7257,1,TH,1,100,31.394
1671015042.579534,56042.000,7273,1,TH,1,100,31.416
1671015042.712705,56171.000,7294,1,TH,1,100,31.416
1671015042.846909,56301.000,7310,1,TH,1,100,31.394
1671015042.979048,56429.000,7342,1,TH,1,100,31.394
1671015043.111187,56557.000,7361,1,TH,1,100,31.450
1671015043.244359,56686.000,7380,1,TH,1,100,31.450
1671015043.376498,56814.000,7412,1,TH,1,100,31.477
1671015043.509670,56943.000,7429,1,TH,1,100,31.484
1671015043.642841,57072.000,7448,1,TH,1,100,31.443
1671015043.773948,57199.000,7466,1,TH,1,100,31.443
1671015043.908152,57329.000,7497,1,TH,1,100,31.550
1671015044.041323,57458.000,7514,1,TH,1,100,31.550
1671015044.174495,57587.000,7536,1,TH,1,100,31.477
1671015044.306634,57715.000,7568,1,TH,1,100,31.477
1671015044.439805,57844.000,7584,1,TH,1,100,31.414
1671015044.571944,57972.000,7604,1,TH,1,100,31.414
1671015044.704084,58100.000,7621,1,TH,1,100,31.494
1671015044.837255,58229.000,7638,1,TH,1,100,31.494
1671015044.970427,58358.000,7670,1,TH,1,100,31.409
1671015045.103598,58487.000,7691,1,TH,1,100,31.409
1671015045.234705,58614.000,7708,1,TH,1,100,31.489
1671015045.370973,58746.000,7725,1,TH,1,100,31.489
1671015045.504145,58875.000,7756,1,TH,1,100,31.530
1671015045.636284,59003.000,7776,1,TH,1,100,31.530
1671015045.769455,59132.000,7793,1,TH,1,100,31.550
1671015045.901595,59260.000,7824,1,TH,1,100,31.564
1671015046.032701,59387.000,7847,1,TH,1,100,31.632
1671015046.166905,59517.000,7863,1,TH,1,100,31.632
1671015046.300077,59646.000,7880,1,TH,1,100,31.518
1671015046.433248,59775.000,7912,1,TH,1,100,31.518
1671015046.565387,59903.000,7928,1,TH,1,100,31.486
1671015046.697526,60031.000,7949,1,TH,1,100,31.486
1671015046.833795,60163.000,7965,1,TH,1,100,31.503
1671015046.965934,60291.000,7999,1,TH,1,100,31.503
1671015047.099106,60420.000,8022,2,TH,1,100,31.469
1671015047.232277,60549.000,8022,2,TH,1,100,31.462
1671015047.363384,60676.000,8041,1,TH,1,100,31.404
1671015047.495523,60804.000,8072,1,TH,1,100,31.404
1671015047.631791,60936.000,8093,1,TH,1,100,31.467
1671015047.765995,61066.000,8109,1,TH,1,100,31.474
1671015047.898134,61194.000,8126,1,TH,1,100,31.506
1671015048.031306,61323.000,8165,1,TH,1,100,31.506
1671015048.163445,61451.000,8181,1,TH,1,100,31.510
1671015048.298681,61582.000,8198,1,TH,1,100,31.510
1671015048.434950,61714.000,8215,1,TH,1,100,31.535
1671015048.569154,61844.000,8249,1,TH,1,100,31.535
1671015048.702325,61973.000,8267,1,TH,1,100,31.520
1671015048.832399,62099.000,8283,1,TH,1,100,31.520
1671015048.966603,62229.000,8315,1,TH,1,100,31.515
1671015049.102872,62361.000,8337,1,TH,1,100,31.515
1671015049.236043,62490.000,8353,1,TH,1,100,31.454
1671015049.369215,62619.000,8371,1,TH,1,100,31.454
1671015049.502386,62748.000,8402,1,TH,1,100,31.547
1671015049.633493,62875.000,8421,1,TH,1,100,31.547
1671015049.765632,63003.000,8439,1,TH,1,100,31.494
1671015049.901901,63135.000,8470,1,TH,1,100,31.494
1671015050.036104,63265.000,8489,1,TH,1,100,31.518
1671015050.168243,63393.000,8509,1,TH,1,100,31.518
1671015050.299350,63520.000,8525,1,TH,1,100,31.462
1671015050.432522,63649.000,8559,1,TH,1,100,31.462
1671015050.568790,63781.000,8576,1,TH,1,100,31.498
1671015050.701962,63910.000,8596,1,TH,1,100,31.505
1671015050.835133,64039.000,8627,1,TH,1,100,31.532
1671015050.968305,64168.000,8645,1,TH,1,100,31.532
1671015051.099411,64295.000,8663,1,TH,1,100,31.459
1671015051.232583,64424.000,8680,1,TH,1,100,31.459
1671015051.368851,64556.000,8715,1,TH,1,100,31.510
1671015051.502023,64685.000,8731,1,TH,1,100,31.510
1671015051.634162,64813.000,8748,1,TH,1,100,31.603
1671015051.766301,64941.000,8768,1,TH,1,100,31.603
1671015051.899473,65070.000,8799,1,TH,1,100,31.600
1671015052.031612,65198.000,8817,1,TH,1,100,31.600
1671015052.164783,65327.000,8836,1,TH,1,100,31.503
1671015052.296922,65455.000,8855,1,TH,1,100,31.503
1671015052.429062,65583.000,8880,1,TH,1,100,31.467
1671015052.561201,65711.000,8896,1,TH,1,100,31.467
1671015052.694372,65840.000,8915,1,TH,1,100,31.525
1671015052.830641,65972.000,8948,1,TH,1,100,31.525
1671015052.963812,66101.000,8964,1,TH,1,100,31.440
1671015053.095951,66229.000,8985,1,TH,1,100,31.447
1671015053.229123,66358.000,9001,1,TH,1,100,31.554
1671015053.361262,66486.000,9037,1,TH,1,100,31.554
1671015053.494433,66615.000,9054,1,TH,1,100,31.556
1671015053.627605,66744.000,9073,1,TH,1,100,31.556
1671015053.758712,66871.000,9091,1,TH,1,100,31.537
1671015053.891883,67000.000,9107,1,TH,1,100,31.537
1671015054.025055,67129.000,9141,1,TH,1,100,31.498
1671015054.158226,67258.000,9159,1,TH,1,100,31.505
1671015054.290365,67386.000,9177,1,TH,1,100,31.558
1671015054.423537,67515.000,9209,1,TH,1,100,31.558
1671015054.555676,67643.000,9226,1,TH,1,100,31.500
1671015054.687815,67771.000,9246,1,TH,1,100,31.500
1671015054.820987,67900.000,9263,1,TH,1,100,31.587
1671015054.954158,68029.000,9295,1,TH,1,100,31.587
1671015055.086297,68157.000,9313,1,TH,1,100,31.505
1671015055.218436,68285.000,9333,1,TH,1,100,31.505
1671015055.354705,68417.000,9350,1,TH,1,100,31.626
1671015055.487876,68546.000,9381,1,TH,1,100,31.626
1671015055.620015,68674.000,9398,1,TH,1,100,31.531
1671015055.753187,68803.000,9416,1,TH,1,100,31.532
1671015055.886358,68932.000,9449,1,TH,1,100,31.595
1671015056.017465,69059.000,9469,1,TH,1,100,31.602
1671015056.150637,69188.000,9488,1,TH,1,100,31.650
1671015056.283808,69317.000,9507,1,TH,1,100,31.650
1671015056.416980,69446.000,9539,1,TH,1,100,31.633
1671015056.549119,69574.000,9556,1,TH,1,100,31.633
1671015056.681258,69702.000,9576,1,TH,1,100,31.648
1671015056.817526,69834.000,9592,1,TH,1,100,31.648
1671015056.949666,69962.000,9624,1,TH,1,100,31.551
1671015057.082837,70091.000,9646,1,TH,1,100,31.551
1671015057.216008,70220.000,9662,1,TH,1,100,31.517
