LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AX
1671015053.832352,66942.333,9108,3,AX,1,100,0.119
1671015053.872269,66981.000,9108,3,AX,1,100,0.152
1671015053.912014,67019.500,9123,2,AX,1,100,0.276
1671015053.951759,67058.000,9123,2,AX,1,100,0.273
1671015053.996149,67101.000,9142,3,AX,1,100,0.281
1671015054.040540,67144.000,9142,3,AX,1,100,0.244
1671015054.084930,67187.000,9142,3,AX,1,100,0.178
1671015054.124503,67225.333,9160,3,AX,1,100,0.209
1671015054.164076,67263.667,9160,3,AX,1,100,0.242
1671015054.203649,67302.000,9160,3,AX,1,100,0.258
1671015054.243910,67341.000,9178,2,AX,1,100,0.265
1671015054.284171,67380.000,9178,2,AX,1,100,0.258
1671015054.324088,67418.667,9195,3,AX,1,100,0.256
1671015054.364005,67457.333,9195,3,AX,1,100,0.254
1671015054.403922,67496.000,9195,3,AX,1,100,0.250
1671015054.443667,67534.500,9210,2,AX,1,100,0.249
1671015054.483412,67573.000,9210,2,AX,1,100,0.255
1671015054.522641,67611.000,9227,3,AX,1,100,0.260
1671015054.561870,67649.000,9227,3,AX,1,100,0.253
1671015054.601099,67687.000,9227,3,AX,1,100,0.250
1671015054.641016,67725.667,9247,3,AX,1,100,0.255
1671015054.680933,67764.333,9247,3,AX,1,100,0.250
1671015054.720850,67803.000,9247,3,AX,1,100,0.256
1671015054.761111,67842.000,9264,2,AX,1,100,0.257
1671015054.801372,67881.000,9264,2,AX,1,100,0.252
1671015054.841289,67919.667,9278,3,AX,1,100,0.252
1671015054.881206,67958.333,9278,3,AX,1,100,0.254
1671015054.921123,67997.000,9278,3,AX,1,100,0.253
1671015054.961040,68035.667,9296,3,AX,1,100,0.257
1671015055.000957,68074.333,9296,3,AX,1,100,0.256
1671015055.040874,68113.000,9296,3,AX,1,100,0.255
1671015055.087329,68158.000,9314,2,AX,1,100,0.257
1671015055.133785,68203.000,9314,2,AX,1,100,0.252
1671015055.173013,68241.000,9334,2,AX,1,100,0.254
1671015055.212242,68279.000,9334,2,AX,1,100,0.253
1671015055.253192,68318.667,9351,3,AX,1,100,0.254
1671015055.294141,68358.333,9351,3,AX,1,100,0.258
1671015055.335090,68398.000,9351,3,AX,1,100,0.255
1671015055.374319,68436.000,9366,2,AX,1,100,0.253
1671015055.413548,68474.000,9366,2,AX,1,100,0.253
1671015055.453465,68512.667,9382,3,AX,1,100,0.254
1671015055.493382,68551.333,9382,3,AX,1,100,0.261
1671015055.533299,68590.000,9382,3,AX,1,100,0.270
1671015055.573216,68628.667,9399,3,AX,1,100,0.264
1671015055.613133,68667.333,9399,3,AX,1,100,0.254
1671015055.653050,68706.000,9399,3,AX,1,100,0.240
1671015055.693311,68745.000,9417,2,AX,1,100,0.254
1671015055.733572,68784.000,9417,2,AX,1,100,0.253
1671015055.773489,68822.667,9434,3,AX,1,100,0.257
1671015055.813406,68861.333,9434,3,AX,1,100,0.249
1671015055.853323,68900.000,9434,3,AX,1,100,0.263
1671015055.893241,68938.667,9450,3,AX,1,100,0.264
1671015055.933158,68977.333,9450,3,AX,1,100,0.260
1671015055.973075,69016.000,9450,3,AX,1,100,0.289
1671015056.012303,69054.000,9470,3,AX,1,100,0.244
1671015056.051532,69092.000,9470,3,AX,1,100,0.211
1671015056.090761,69130.000,9470,3,AX,1,100,0.200
1671015056.130506,69168.500,9489,2,AX,1,100,0.238
1671015056.170251,69207.000,9489,2,AX,1,100,0.256
1671015056.217222,69252.500,9508,2,AX,1,100,0.275
1671015056.264194,69298.000,9508,2,AX,1,100,0.269
1671015056.304111,69336.667,9523,3,AX,1,100,0.268
1671015056.344028,69375.333,9523,3,AX,1,100,0.250
1671015056.383945,69414.000,9523,3,AX,1,100,0.239
1671015056.423518,69452.333,9540,3,AX,1,100,0.245
1671015056.463091,69490.667,9540,3,AX,1,100,0.247
1671015056.502664,69529.000,9540,3,AX,1,100,0.228
1671015056.542408,69567.500,9557,2,AX,1,100,0.252
1671015056.582154,69606.000,9557,2,AX,1,100,0.271
1671015056.621727,69644.333,9577,3,AX,1,100,0.257
1671015056.661299,69682.667,9577,3,AX,1,100,0.249
1671015056.700872,69721.000,9577,3,AX,1,100,0.243
1671015056.741477,69760.333,9593,3,AX,1,100,0.238
1671015056.782083,69799.667,9593,3,AX,1,100,0.254
1671015056.822688,69839.000,9593,3,AX,1,100,0.258
1671015056.862949,69878.000,9608,2,AX,1,100,0.241
1671015056.903210,69917.000,9608,2,AX,1,100,0.269
1671015056.943127,69955.667,9625,3,AX,1,100,0.267
1671015056.983044,69994.333,9625,3,AX,1,100,0.248
1671015057.022961,70033.000,9625,3,AX,1,100,0.239
1671015057.062706,70071.500,9647,2,AX,1,100,0.241
1671015057.102451,70110.000,9647,2,AX,1,100,0.235
1671015057.142368,70148.667,9663,3,AX,1,100,0.242
1671015057.182286,70187.333,9663,3,AX,1,100,0.269
1671015057.222203,70226.000,9663,3,AX,1,100,0.257
1671015057.265561,70268.000,9681,4,AX,1,100,0.253
1671015057.308919,70310.000,9681,4,AX,1,100,0.264
1671015057.352277,70352.000,9681,4,AX,1,100,0.266
1671015057.395635,70394.000,9681,4,AX,1,100,0.253
1671015057.434864,70432.000,9697,3,AX,1,100,0.313
1671015057.474093,70470.000,9697,3,AX,1,100,0.168
1671015057.513321,70508.000,9697,3,AX,1,100,0.166
1671015057.554615,70548.000,9716,2,AX,1,100,0.296
1671015057.595908,70588.000,9716,2,AX,1,100,0.338
1671015057.635911,70626.750,9741,4,AX,1,100,0.372
1671015057.675915,70665.500,9741,4,AX,1,100,0.271
1671015057.715918,70704.250,9741,4,AX,1,100,0.236
1671015057.755921,70743.000,9741,4,AX,1,100,0.255
1671015057.796182,70782.000,9756,2,AX,1,100,0.279
1671015057.836443,70821.000,9756,2,AX,1,100,0.264
1671015057.876360,70859.667,9772,3,AX,1,100,0.316
1671015057.916277,70898.333,9772,3,AX,1,100,0.318
1671015057.956194,70937.000,9772,3,AX,1,100,0.313
1671015057.995767,70975.333,9790,3,AX,1,100,0.327
1671015058.035340,71013.667,9790,3,AX,1,100,0.322
1671015058.074913,71052.000,9790,3,AX,1,100,0.296
1671015058.114142,71090.000,9811,2,AX,1,100,0.268
1671015058.153370,71128.000,9811,2,AX,1,100,0.267
1671015058.194320,71167.667,9828,3,AX,1,100,0.254
1671015058.235269,71207.333,9828,3,AX,1,100,0.292
1671015058.276219,71247.000,9828,3,AX,1,100,0.316
1671015058.315964,71285.500,9843,2,AX,1,100,0.245
1671015058.355709,71324.000,9843,2,AX,1,100,0.143
1671015058.400099,71367.000,9860,3,AX,1,100,0.203
1671015058.444489,71410.000,9860,3,AX,1,100,0.309
1671015058.488880,71453.000,9860,3,AX,1,100,0.452
1671015058.528625,71491.500,9876,2,AX,1,100,0.363
1671015058.568370,71530.000,9876,2,AX,1,100,0.254
1671015058.607943,71568.333,9897,3,AX,1,100,0.209
1671015058.647516,71606.667,9897,3,AX,1,100,0.191
1671015058.687089,71645.000,9897,3,AX,1,100,0.141
1671015058.726317,71683.000,9912,2,AX,1,100,0.357
1671015058.765546,71721.000,9912,2,AX,1,100,0.300
1671015058.805463,71759.667,9928,3,AX,1,100,0.313
1671015058.845380,71798.333,9928,3,AX,1,100,0.289
1671015058.885298,71837.000,9928,3,AX,1,100,0.217
1671015058.925903,71876.333,9945,3,AX,1,100,0.244
1671015058.966508,71915.667,9945,3,AX,1,100,0.242
1671015059.007113,71955.000,9945,3,AX,1,100,0.261
1671015059.047890,71994.500,9964,2,AX,1,100,0.268
1671015059.088668,72034.000,9964,2,AX,1,100,0.182
1671015059.128929,72073.000,9985,3,AX,1,100,0.240
1671015059.169190,72112.000,9985,3,AX,1,100,0.196
1671015059.209451,72151.000,9985,3,AX,1,100,0.189
1671015059.249196,72189.500,10000,2,AX,1,100,0.217
1671015059.288941,72228.000,10000,2,AX,1,100,0.141
1671015059.328858,72266.667,10019,3,AX,1,100,0.428
1671015059.368775,72305.333,10019,3,AX,1,100,0.193
1671015059.408692,72344.000,10019,3,AX,1,100,0.549
1671015059.448265,72382.333,10036,3,AX,1,100,0.206
1671015059.487838,72420.667,10036,3,AX,1,100,0.221
1671015059.527411,72459.000,10036,3,AX,1,100,0.217
1671015059.573350,72503.500,10052,2,AX,1,100,0.245
1671015059.619289,72548.000,10052,2,AX,1,100,0.241
1671015059.659550,72587.000,10073,3,AX,1,100,0.246
1671015059.699811,72626.000,10073,3,AX,1,100,0.274
1671015059.740072,72665.000,10073,3,AX,1,100,0.271
1671015059.779818,72703.500,10087,2,AX,1,100,0.306
1671015059.819562,72742.000,10087,2,AX,1,100,0.171
1671015059.860168,72781.333,10104,3,AX,1,100,0.221
1671015059.900773,72820.667,10104,3,AX,1,100,0.233
1671015059.941378,72860.000,10104,3,AX,1,100,0.217
1671015059.981123,72898.500,10121,2,AX,1,100,0.242
1671015060.020868,72937.000,10121,2,AX,1,100,0.249
1671015060.061129,72976.000,10143,3,AX,1,100,0.239
1671015060.101390,73015.000,10143,3,AX,1,100,0.216
1671015060.141652,73054.000,10143,3,AX,1,100,0.264
1671015060.180880,73092.000,10157,3,AX,1,100,0.274
1671015060.220109,73130.000,10157,3,AX,1,100,0.264
1671015060.259338,73168.000,10157,3,AX,1,100,0.251
1671015060.299083,73206.500,10175,2,AX,1,100,0.239
1671015060.338828,73245.000,10175,2,AX,1,100,0.235
1671015060.379089,73284.000,10191,3,AX,1,100,0.224
1671015060.419350,73323.000,10191,3,AX,1,100,0.125
1671015060.459611,73362.000,10191,3,AX,1,100,0.305
1671015060.500905,73402.000,10208,2,AX,1,100,0.264
1671015060.542198,73442.000,10208,2,AX,1,100,0.212
1671015060.582115,73480.667,10225,3,AX,1,100,0.173
1671015060.622032,73519.333,10225,3,AX,1,100,0.215
1671015060.661949,73558.000,10225,3,AX,1,100,0.245
1671015060.709437,73604.000,10243,2,AX,1,100,0.256
1671015060.756924,73650.000,10243,2,AX,1,100,0.260
1671015060.796841,73688.667,10259,3,AX,1,100,0.231
1671015060.836759,73727.333,10259,3,AX,1,100,0.201
1671015060.876676,73766.000,10259,3,AX,1,100,0.200
1671015060.916593,73804.667,10276,3,AX,1,100,0.215
1671015060.956510,73843.333,10276,3,AX,1,100,0.231
1671015060.996427,73882.000,10276,3,AX,1,100,0.247
1671015061.036172,73920.500,10295,2,AX,1,100,0.251
1671015061.075917,73959.000,10295,2,AX,1,100,0.295
1671015061.115834,73997.667,10314,3,AX,1,100,0.168
1671015061.155751,74036.333,10314,3,AX,1,100,0.532
1671015061.195668,74075.000,10314,3,AX,1,100,0.037
1671015061.235929,74114.000,10329,2,AX,1,100,0.271
1671015061.276190,74153.000,10329,2,AX,1,100,0.142
1671015061.316795,74192.333,10347,3,AX,1,100,0.201
1671015061.357400,74231.667,10347,3,AX,1,100,0.254
1671015061.398006,74271.000,10347,3,AX,1,100,0.251
1671015061.437923,74309.667,10363,3,AX,1,100,0.258
1671015061.477840,74348.333,10363,3,AX,1,100,0.225
1671015061.517757,74387.000,10363,3,AX,1,100,0.229
1671015061.558018,74426.000,10380,2,AX,1,100,0.222
1671015061.598279,74465.000,10380,2,AX,1,100,0.234
1671015061.637508,74503.000,10398,3,AX,1,100,0.223
1671015061.676737,74541.000,10398,3,AX,1,100,0.505
1671015061.715966,74579.000,10398,3,AX,1,100,0.070
1671015061.755711,74617.500,10415,2,AX,1,100,0.284
1671015061.795455,74656.000,10415,2,AX,1,100,0.146
1671015061.839846,74699.000,10433,3,AX,1,100,0.191
1671015061.884237,74742.000,10433,3,AX,1,100,0.253
1671015061.928627,74785.000,10433,3,AX,1,100,0.267
1671015061.968888,74824.000,10451,2,AX,1,100,0.220
1671015062.009149,74863.000,10451,2,AX,1,100,0.229
1671015062.048722,74901.333,10468,3,AX,1,100,0.228
1671015062.088295,74939.667,10468,3,AX,1,100,0.245
1671015062.127868,74978.000,10468,3,AX,1,100,0.262
1671015062.167441,75016.333,10488,3,AX,1,100,0.292
1671015062.207014,75054.667,10488,3,AX,1,100,0.164
1671015062.246587,75093.000,10488,3,AX,1,100,0.521
1671015062.286160,75131.333,10504,3,AX,1,100,0.104
1671015062.325733,75169.667,10504,3,AX,1,100,0.250
1671015062.365306,75208.000,10504,3,AX,1,100,0.169
1671015062.405051,75246.500,10521,2,AX,1,100,0.185
1671015062.444796,75285.000,10521,2,AX,1,100,0.253
1671015062.484368,75323.333,10537,3,AX,1,100,0.262
1671015062.523941,75361.667,10537,3,AX,1,100,0.232
1671015062.563514,75400.000,10537,3,AX,1,100,0.204
1671015062.603431,75438.667,10558,3,AX,1,100,0.197
1671015062.643348,75477.333,10558,3,AX,1,100,0.278
1671015062.683265,75516.000,10558,3,AX,1,100,0.148
1671015062.724559,75556.000,10572,2,AX,1,100,0.404
1671015062.765852,75596.000,10572,2,AX,1,100,0.211
1671015062.806113,75635.000,10589,3,AX,1,100,0.225
1671015062.846375,75674.000,10589,3,AX,1,100,0.196
1671015062.886636,75713.000,10589,3,AX,1,100,0.192
1671015062.933607,75758.500,10610,2,AX,1,100,0.261
1671015062.980578,75804.000,10610,2,AX,1,100,0.256
1671015063.019463,75841.667,10630,3,AX,1,100,0.233
1671015063.058348,75879.333,10630,3,AX,1,100,0.221
1671015063.097233,75917.000,10630,3,AX,1,100,0.210
1671015063.137494,75956.000,10650,2,AX,1,100,0.280
1671015063.177755,75995.000,10650,2,AX,1,100,0.225
1671015063.217672,76033.667,10666,3,AX,1,100,0.119
1671015063.257589,76072.333,10666,3,AX,1,100,0.324
1671015063.297506,76111.000,10666,3,AX,1,100,0.195
1671015063.337423,76149.667,10683,3,AX,1,100,0.158
1671015063.377340,76188.333,10683,3,AX,1,100,0.210
1671015063.417257,76227.000,10683,3,AX,1,100,0.210
1671015063.457002,76265.500,10700,2,AX,1,100,0.224
1671015063.496747,76304.000,10700,2,AX,1,100,0.240
1671015063.536664,76342.667,10716,3,AX,1,100,0.196
1671015063.576581,76381.333,10716,3,AX,1,100,0.200
1671015063.616498,76420.000,10716,3,AX,1,100,0.214
1671015063.656071,76458.333,10735,3,AX,1,100,0.216
1671015063.695644,76496.667,10735,3,AX,1,100,0.212
1671015063.735217,76535.000,10735,3,AX,1,100,0.216
1671015063.774962,76573.500,10751,2,AX,1,100,0.217
1671015063.814707,76612.000,10751,2,AX,1,100,0.214
1671015063.854624,76650.667,10768,3,AX,1,100,0.211
1671015063.894541,76689.333,10768,3,AX,1,100,0.219
1671015063.934458,76728.000,10768,3,AX,1,100,0.214
1671015063.974375,76766.667,10785,3,AX,1,100,0.211
1671015064.014292,76805.333,10785,3,AX,1,100,0.210
1671015064.054209,76844.000,10785,3,AX,1,100,0.208
1671015064.100148,76888.500,10805,2,AX,1,100,0.206
1671015064.146087,76933.000,10805,2,AX,1,100,0.212
1671015064.186348,76972.000,10822,3,AX,1,100,0.224
1671015064.226609,77011.000,10822,3,AX,1,100,0.219
1671015064.266870,77050.000,10822,3,AX,1,100,0.216
1671015064.306615,77088.500,10839,2,AX,1,100,0.224
1671015064.346360,77127.000,10839,2,AX,1,100,0.214
1671015064.386277,77165.667,10855,3,AX,1,100,0.217
1671015064.426194,77204.333,10855,3,AX,1,100,0.212
1671015064.466111,77243.000,10855,3,AX,1,100,0.220
1671015064.505340,77281.000,10872,3,AX,1,100,0.224
1671015064.544569,77319.000,10872,3,AX,1,100,0.230
1671015064.583798,77357.000,10872,3,AX,1,100,0.223
1671015064.624059,77396.000,10891,2,AX,1,100,0.211
1671015064.664320,77435.000,10891,2,AX,1,100,0.226
1671015064.704237,77473.667,10909,3,AX,1,100,0.230
1671015064.744154,77512.333,10909,3,AX,1,100,0.231
1671015064.784071,77551.000,10909,3,AX,1,100,0.227
1671015064.823816,77589.500,10925,2,AX,1,100,0.228
1671015064.863561,77628.000,10925,2,AX,1,100,0.229
1671015064.903478,77666.667,10943,3,AX,1,100,0.231
1671015064.943395,77705.333,10943,3,AX,1,100,0.225
1671015064.983312,77744.000,10943,3,AX,1,100,0.227
1671015065.023229,77782.667,10961,3,AX,1,100,0.226
1671015065.063146,77821.333,10961,3,AX,1,100,0.229
1671015065.103063,77860.000,10961,3,AX,1,100,0.233
1671015065.142292,77898.000,10981,2,AX,1,100,0.229
1671015065.181521,77936.000,10981,2,AX,1,100,0.226
1671015065.229008,77982.000,10995,2,AX,1,100,0.226
1671015065.276496,78028.000,10995,2,AX,1,100,0.228
1671015065.316413,78066.667,11013,3,AX,1,100,0.229
1671015065.356330,78105.333,11013,3,AX,1,100,0.227
1671015065.396247,78144.000,11013,3,AX,1,100,0.227
1671015065.436164,78182.667,11029,3,AX,1,100,0.228
1671015065.476081,78221.333,11029,3,AX,1,100,0.229
1671015065.515998,78260.000,11029,3,AX,1,100,0.233
1671015065.555915,78298.667,11049,3,AX,1,100,0.233
1671015065.595832,78337.333,11049,3,AX,1,100,0.232
1671015065.635749,78376.000,11049,3,AX,1,100,0.229
1671015065.675666,78414.667,11066,3,AX,1,100,0.226
1671015065.715583,78453.333,11066,3,AX,1,100,0.230
1671015065.755500,78492.000,11066,3,AX,1,100,0.229
1671015065.795762,78531.000,11081,2,AX,1,100,0.231
1671015065.836023,78570.000,11081,2,AX,1,100,0.229
1671015065.875940,78608.667,11097,3,AX,1,100,0.229
1671015065.915857,78647.333,11097,3,AX,1,100,0.232
1671015065.955774,78686.000,11097,3,AX,1,100,0.229
1671015065.994486,78723.500,11117,2,AX,1,100,0.229
1671015066.033199,78761.000,11117,2,AX,1,100,0.231
1671015066.073116,78799.667,11133,3,AX,1,100,0.229
1671015066.113033,78838.333,11133,3,AX,1,100,0.227
1671015066.152950,78877.000,11133,3,AX,1,100,0.224
1671015066.192867,78915.667,11153,3,AX,1,100,0.229
1671015066.232784,78954.333,11153,3,AX,1,100,0.231
1671015066.272701,78993.000,11153,3,AX,1,100,0.231
1671015066.319673,79038.500,11168,2,AX,1,100,0.231
1671015066.366644,79084.000,11168,2,AX,1,100,0.225
1671015066.406217,79122.333,11185,3,AX,1,100,0.229
1671015066.445790,79160.667,11185,3,AX,1,100,0.231
1671015066.485363,79199.000,11185,3,AX,1,100,0.230
1671015066.525108,79237.500,11201,2,AX,1,100,0.226
1671015066.564853,79276.000,11201,2,AX,1,100,0.230
1671015066.604425,79314.333,11222,3,AX,1,100,0.234
1671015066.643998,79352.667,11222,3,AX,1,100,0.227
1671015066.683571,79391.000,11222,3,AX,1,100,0.228
1671015066.724177,79430.333,11238,3,AX,1,100,0.225
1671015066.764782,79469.667,11238,3,AX,1,100,0.229
1671015066.805387,79509.000,11238,3,AX,1,100,0.228
1671015066.845648,79548.000,11253,2,AX,1,100,0.228
1671015066.885909,79587.000,11253,2,AX,1,100,0.229
1671015066.925827,79625.667,11270,3,AX,1,100,0.231
1671015066.965744,79664.333,11270,3,AX,1,100,0.230
1671015067.005661,79703.000,11270,3,AX,1,100,0.227
1671015067.045406,79741.500,11289,2,AX,1,100,0.229
1671015067.085150,79780.000,11289,2,AX,1,100,0.228
1671015067.125067,79818.667,11308,3,AX,1,100,0.229
1671015067.164984,79857.333,11308,3,AX,1,100,0.231
1671015067.204902,79896.000,11308,3,AX,1,100,0.227
1671015067.245163,79935.000,11323,2,AX,1,100,0.229
1671015067.285424,79974.000,11323,2,AX,1,100,0.230
1671015067.325341,80012.667,11340,3,AX,1,100,0.231
1671015067.365258,80051.333,11340,3,AX,1,100,0.227
1671015067.405175,80090.000,11340,3,AX,1,100,0.229
1671015067.450598,80134.000,11357,2,AX,1,100,0.227
1671015067.496021,80178.000,11357,2,AX,1,100,0.225
1671015067.536970,80217.667,11373,3,AX,1,100,0.227
1671015067.577919,80257.333,11373,3,AX,1,100,0.227
1671015067.618869,80297.000,11373,3,AX,1,100,0.228
1671015067.658786,80335.667,11394,3,AX,1,100,0.229
1671015067.698703,80374.333,11394,3,AX,1,100,0.226
1671015067.738620,80413.000,11394,3,AX,1,100,0.227
1671015067.778881,80452.000,11408,2,AX,1,100,0.228
1671015067.819142,80491.000,11408,2,AX,1,100,0.229
1671015067.859059,80529.667,11425,3,AX,1,100,0.227
1671015067.898976,80568.333,11425,3,AX,1,100,0.231
1671015067.938893,80607.000,11425,3,AX,1,100,0.229
1671015067.978638,80645.500,11442,2,AX,1,100,0.231
1671015068.018383,80684.000,11442,2,AX,1,100,0.229
1671015068.057956,80722.333,11463,3,AX,1,100,0.225
1671015068.097529,80760.667,11463,3,AX,1,100,0.228
1671015068.137102,80799.000,11463,3,AX,1,100,0.229
1671015068.178051,80838.667,11487,3,AX,1,100,0.227
1671015068.219001,80878.333,11487,3,AX,1,100,0.228
1671015068.259950,80918.000,11487,3,AX,1,100,0.227
1671015068.299695,80956.500,11503,2,AX,1,100,0.229
1671015068.339440,80995.000,11503,2,AX,1,100,0.228
1671015068.379357,81033.667,11519,3,AX,1,100,0.231
1671015068.419274,81072.333,11519,3,AX,1,100,0.234
1671015068.459191,81111.000,11519,3,AX,1,100,0.226
1671015068.498936,81149.500,11536,2,AX,1,100,0.227
1671015068.538681,81188.000,11536,2,AX,1,100,0.229
1671015068.582727,81230.667,11558,3,AX,1,100,0.227
1671015068.626774,81273.333,11558,3,AX,1,100,0.227
1671015068.670820,81316.000,11558,3,AX,1,100,0.228
1671015068.710049,81354.000,11574,2,AX,1,100,0.230
1671015068.749278,81392.000,11574,2,AX,1,100,0.230
1671015068.789195,81430.667,11589,3,AX,1,100,0.226
1671015068.829112,81469.333,11589,3,AX,1,100,0.229
1671015068.869029,81508.000,11589,3,AX,1,100,0.230
1671015068.908946,81546.667,11607,3,AX,1,100,0.228
1671015068.948863,81585.333,11607,3,AX,1,100,0.230
1671015068.988780,81624.000,11607,3,AX,1,100,0.226
1671015069.029557,81663.500,11625,2,AX,1,100,0.229
1671015069.070335,81703.000,11625,2,AX,1,100,0.229
1671015069.110596,81742.000,11647,3,AX,1,100,0.228
1671015069.150857,81781.000,11647,3,AX,1,100,0.229
1671015069.191118,81820.000,11647,3,AX,1,100,0.228
1671015069.231035,81858.667,11666,3,AX,1,100,0.229
1671015069.270952,81897.333,11666,3,AX,1,100,0.228
1671015069.310869,81936.000,11666,3,AX,1,100,0.230
1671015069.350786,81974.667,11681,3,AX,1,100,0.231
1671015069.390703,82013.333,11681,3,AX,1,100,0.234
1671015069.430620,82052.000,11681,3,AX,1,100,0.226
1671015069.469849,82090.000,11697,2,AX,1,100,0.220
1671015069.509078,82128.000,11697,2,AX,1,100,0.231
1671015069.549339,82167.000,11714,3,AX,1,100,0.234
1671015069.589600,82206.000,11714,3,AX,1,100,0.235
1671015069.629861,82245.000,11714,3,AX,1,100,0.230
1671015069.677349,82291.000,11734,2,AX,1,100,0.227
1671015069.724836,82337.000,11734,2,AX,1,100,0.226
1671015069.765097,82376.000,11749,3,AX,1,100,0.219
1671015069.805359,82415.000,11749,3,AX,1,100,0.213
1671015069.845620,82454.000,11749,3,AX,1,100,0.217
1671015069.885881,82493.000,11765,2,AX,1,100,0.226
1671015069.926142,82532.000,11765,2,AX,1,100,0.235
1671015069.966059,82570.667,11783,3,AX,1,100,0.229
1671015070.005976,82609.333,11783,3,AX,1,100,0.234
1671015070.045893,82648.000,11783,3,AX,1,100,0.233
1671015070.085466,82686.333,11804,3,AX,1,100,0.234
1671015070.125039,82724.667,11804,3,AX,1,100,0.229
1671015070.164612,82763.000,11804,3,AX,1,100,0.228
1671015070.204357,82801.500,11821,2,AX,1,100,0.223
1671015070.244102,82840.000,11821,2,AX,1,100,0.218
1671015070.284019,82878.667,11836,3,AX,1,100,0.221
1671015070.323936,82917.333,11836,3,AX,1,100,0.221
1671015070.363853,82956.000,11836,3,AX,1,100,0.232
1671015070.404114,82995.000,11853,2,AX,1,100,0.222
1671015070.444375,83034.000,11853,2,AX,1,100,0.212
1671015070.484980,83073.333,11869,3,AX,1,100,0.194
1671015070.525586,83112.667,11869,3,AX,1,100,0.183
1671015070.566191,83152.000,11869,3,AX,1,100,0.192
1671015070.606108,83190.667,11890,3,AX,1,100,0.184
1671015070.646025,83229.333,11890,3,AX,1,100,0.196
1671015070.685942,83268.000,11890,3,AX,1,100,0.194
1671015070.726203,83307.000,11905,2,AX,1,100,0.205
1671015070.766464,83346.000,11905,2,AX,1,100,0.182
1671015070.812403,83390.500,11921,2,AX,1,100,0.182
1671015070.858342,83435.000,11921,2,AX,1,100,0.178
1671015070.898259,83473.667,11938,3,AX,1,100,0.178
1671015070.938176,83512.333,11938,3,AX,1,100,0.178
1671015070.978093,83551.000,11938,3,AX,1,100,0.231
1671015071.017666,83589.333,11957,3,AX,1,100,0.226
1671015071.057239,83627.667,11957,3,AX,1,100,0.225
1671015071.096812,83666.000,11957,3,AX,1,100,0.220
1671015071.137073,83705.000,11976,2,AX,1,100,0.205
1671015071.177335,83744.000,11976,2,AX,1,100,0.189
1671015071.217940,83783.333,11993,3,AX,1,100,0.189
1671015071.258545,83822.667,11993,3,AX,1,100,0.212
1671015071.299150,83862.000,11993,3,AX,1,100,0.221
1671015071.339411,83901.000,12010,2,AX,1,100,0.229
1671015071.379673,83940.000,12010,2,AX,1,100,0.217
1671015071.419590,83978.667,12027,3,AX,1,100,0.210
1671015071.459507,84017.333,12027,3,AX,1,100,0.222
1671015071.499424,84056.000,12027,3,AX,1,100,0.202
1671015071.538996,84094.333,12043,3,AX,1,100,0.200
1671015071.578569,84132.667,12043,3,AX,1,100,0.192
1671015071.618142,84171.000,12043,3,AX,1,100,0.201
1671015071.657887,84209.500,12065,2,AX,1,100,0.199
1671015071.697632,84248.000,12065,2,AX,1,100,0.201
1671015071.737549,84286.667,12080,3,AX,1,100,0.198
1671015071.777466,84325.333,12080,3,AX,1,100,0.197
1671015071.817384,84364.000,12080,3,AX,1,100,0.186
1671015071.857645,84403.000,12097,2,AX,1,100,0.198
1671015071.897906,84442.000,12097,2,AX,1,100,0.192
1671015071.942296,84485.000,12114,3,AX,1,100,0.203
1671015071.986687,84528.000,12114,3,AX,1,100,0.200
1671015072.031077,84571.000,12114,3,AX,1,100,0.197
1671015072.071338,84610.000,12133,2,AX,1,100,0.202
1671015072.111599,84649.000,12133,2,AX,1,100,0.199
1671015072.151516,84687.667,12150,3,AX,1,100,0.208
1671015072.191434,84726.333,12150,3,AX,1,100,0.189
1671015072.231351,84765.000,12150,3,AX,1,100,0.194
1671015072.271268,84803.667,12168,3,AX,1,100,0.193
1671015072.311185,84842.333,12168,3,AX,1,100,0.198
1671015072.351102,84881.000,12168,3,AX,1,100,0.199
1671015072.390847,84919.500,12184,2,AX,1,100,0.194
1671015072.430592,84958.000,12184,2,AX,1,100,0.195
1671015072.470165,84996.333,12201,3,AX,1,100,0.193
1671015072.509737,85034.667,12201,3,AX,1,100,0.204
1671015072.549310,85073.000,12201,3,AX,1,100,0.198
1671015072.589227,85111.667,12223,3,AX,1,100,0.184
1671015072.629144,85150.333,12223,3,AX,1,100,0.188
1671015072.669061,85189.000,12223,3,AX,1,100,0.199
1671015072.710355,85229.000,12238,2,AX,1,100,0.184
1671015072.751648,85269.000,12238,2,AX,1,100,0.196
1671015072.791910,85308.000,12254,3,AX,1,100,0.200
1671015072.832171,85347.000,12254,3,AX,1,100,0.197
1671015072.872432,85386.000,12254,3,AX,1,100,0.198
1671015072.912349,85424.667,12271,3,AX,1,100,0.184
1671015072.952266,85463.333,12271,3,AX,1,100,0.183
1671015072.992183,85502.000,12271,3,AX,1,100,0.185
1671015073.037606,85546.000,12290,2,AX,1,100,0.177
1671015073.083029,85590.000,12290,2,AX,1,100,0.177
1671015073.122946,85628.667,12312,3,AX,1,100,0.179
1671015073.162863,85667.333,12312,3,AX,1,100,0.190
1671015073.202780,85706.000,12312,3,AX,1,100,0.188
