LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PI
1671015042.002802,55483.333,7182,3,PI,1,100,150275
1671015042.042375,55521.667,7182,3,PI,1,100,150283
1671015042.081948,55560.000,7182,3,PI,1,100,150284
1671015042.121865,55598.667,7202,3,PI,1,100,150285
1671015042.161782,55637.333,7202,3,PI,1,100,150292
1671015042.201699,55676.000,7202,3,PI,1,100,150282
1671015042.240927,55714.000,7219,3,PI,1,100,150291
1671015042.280156,55752.000,7219,3,PI,1,100,150288
1671015042.319385,55790.000,7219,3,PI,1,100,150294
1671015042.359646,55829.000,7236,2,PI,1,100,150299
1671015042.399907,55868.000,7236,2,PI,1,100,150302
1671015042.439824,55906.667,7251,3,PI,1,100,150305
1671015042.479741,55945.333,7251,3,PI,1,100,150327
1671015042.519658,55984.000,7251,3,PI,1,100,150309
1671015042.565598,56028.500,7267,2,PI,1,100,150314
1671015042.611537,56073.000,7267,2,PI,1,100,150318
1671015042.651798,56112.000,7288,3,PI,1,100,150327
1671015042.692059,56151.000,7288,3,PI,1,100,150326
1671015042.732320,56190.000,7288,3,PI,1,100,150340
1671015042.773097,56229.500,7304,2,PI,1,100,150338
1671015042.813874,56269.000,7304,2,PI,1,100,150342
1671015042.853791,56307.667,7321,3,PI,1,100,150343
1671015042.893708,56346.333,7321,3,PI,1,100,150354
1671015042.933625,56385.000,7321,3,PI,1,100,150332
1671015042.973371,56423.500,7336,2,PI,1,100,150338
1671015043.013116,56462.000,7336,2,PI,1,100,150345
1671015043.052000,56499.667,7355,3,PI,1,100,150343
1671015043.090885,56537.333,7355,3,PI,1,100,150344
1671015043.129770,56575.000,7355,3,PI,1,100,150345
1671015043.169687,56613.667,7374,3,PI,1,100,150345
1671015043.209604,56652.333,7374,3,PI,1,100,150364
1671015043.249521,56691.000,7374,3,PI,1,100,150367
1671015043.289782,56730.000,7391,2,PI,1,100,150358
1671015043.330043,56769.000,7391,2,PI,1,100,150359
1671015043.369960,56807.667,7407,3,PI,1,100,150363
1671015043.409877,56846.333,7407,3,PI,1,100,150372
1671015043.449794,56885.000,7407,3,PI,1,100,150367
1671015043.489711,56923.667,7423,3,PI,1,100,150377
1671015043.529628,56962.333,7423,3,PI,1,100,150382
1671015043.569545,57001.000,7423,3,PI,1,100,150378
1671015043.609290,57039.500,7442,2,PI,1,100,150383
1671015043.649035,57078.000,7442,2,PI,1,100,150393
1671015043.688608,57116.333,7460,3,PI,1,100,150392
1671015043.728181,57154.667,7460,3,PI,1,100,150398
1671015043.767754,57193.000,7460,3,PI,1,100,150397
1671015043.807499,57231.500,7476,2,PI,1,100,150402
1671015043.847244,57270.000,7476,2,PI,1,100,150395
1671015043.887505,57309.000,7491,3,PI,1,100,150402
1671015043.927766,57348.000,7491,3,PI,1,100,150399
1671015043.968027,57387.000,7491,3,PI,1,100,150415
1671015044.007944,57425.667,7508,3,PI,1,100,150418
1671015044.047861,57464.333,7508,3,PI,1,100,150426
1671015044.087778,57503.000,7508,3,PI,1,100,150424
1671015044.128040,57542.000,7530,2,PI,1,100,150446
1671015044.168301,57581.000,7530,2,PI,1,100,150440
1671015044.212347,57623.667,7546,3,PI,1,100,150442
1671015044.256393,57666.333,7546,3,PI,1,100,150434
1671015044.300440,57709.000,7546,3,PI,1,100,150450
1671015044.340185,57747.500,7563,2,PI,1,100,150448
1671015044.379930,57786.000,7563,2,PI,1,100,150451
1671015044.419847,57824.667,7578,3,PI,1,100,150450
1671015044.459764,57863.333,7578,3,PI,1,100,150456
1671015044.499681,57902.000,7578,3,PI,1,100,150456
1671015044.538910,57940.000,7598,3,PI,1,100,150469
1671015044.578138,57978.000,7598,3,PI,1,100,150460
1671015044.617367,58016.000,7598,3,PI,1,100,150451
1671015044.657284,58054.667,7615,3,PI,1,100,150446
1671015044.697201,58093.333,7615,3,PI,1,100,150460
1671015044.737118,58132.000,7615,3,PI,1,100,150452
1671015044.777380,58171.000,7632,2,PI,1,100,150443
1671015044.817641,58210.000,7632,2,PI,1,100,150439
1671015044.857558,58248.667,7648,3,PI,1,100,150458
1671015044.897475,58287.333,7648,3,PI,1,100,150451
1671015044.937392,58326.000,7648,3,PI,1,100,150465
1671015044.977309,58364.667,7664,3,PI,1,100,150463
1671015045.017226,58403.333,7664,3,PI,1,100,150465
1671015045.057143,58442.000,7664,3,PI,1,100,150474
1671015045.096888,58480.500,7685,2,PI,1,100,150471
1671015045.136633,58519.000,7685,2,PI,1,100,150470
1671015045.175862,58557.000,7702,3,PI,1,100,150481
1671015045.215091,58595.000,7702,3,PI,1,100,150490
1671015045.254319,58633.000,7702,3,PI,1,100,150492
1671015045.295613,58673.000,7719,2,PI,1,100,150487
1671015045.336906,58713.000,7719,2,PI,1,100,150494
1671015045.376823,58751.667,7736,3,PI,1,100,150497
1671015045.416740,58790.333,7736,3,PI,1,100,150493
1671015045.456657,58829.000,7736,3,PI,1,100,150499
1671015045.496574,58867.667,7750,3,PI,1,100,150493
1671015045.536491,58906.333,7750,3,PI,1,100,150506
1671015045.576408,58945.000,7750,3,PI,1,100,150491
1671015045.616153,58983.500,7770,2,PI,1,100,150501
1671015045.655898,59022.000,7770,2,PI,1,100,150482
1671015045.695815,59060.667,7787,3,PI,1,100,150433
1671015045.735732,59099.333,7787,3,PI,1,100,150436
1671015045.775650,59138.000,7787,3,PI,1,100,150607
1671015045.822105,59183.000,7804,2,PI,1,100,150814
1671015045.868560,59228.000,7804,2,PI,1,100,151144
1671015045.908477,59266.667,7819,3,PI,1,100,151419
1671015045.948394,59305.333,7819,3,PI,1,100,151501
1671015045.988311,59344.000,7819,3,PI,1,100,151307
1671015046.027540,59382.000,7841,3,PI,1,100,151086
1671015046.066768,59420.000,7841,3,PI,1,100,150926
1671015046.105997,59458.000,7841,3,PI,1,100,150674
1671015046.146258,59497.000,7857,2,PI,1,100,150519
1671015046.186520,59536.000,7857,2,PI,1,100,150408
1671015046.226437,59574.667,7874,3,PI,1,100,150377
1671015046.266354,59613.333,7874,3,PI,1,100,150328
1671015046.306271,59652.000,7874,3,PI,1,100,150256
1671015046.346532,59691.000,7891,3,PI,1,100,150278
1671015046.386793,59730.000,7891,3,PI,1,100,150272
1671015046.427054,59769.000,7891,3,PI,1,100,150301
1671015046.466283,59807.000,7907,2,PI,1,100,150387
1671015046.505512,59845.000,7907,2,PI,1,100,150578
1671015046.545085,59883.333,7922,3,PI,1,100,150691
1671015046.584658,59921.667,7922,3,PI,1,100,150799
1671015046.624230,59960.000,7922,3,PI,1,100,150872
1671015046.663459,59998.000,7943,2,PI,1,100,150907
1671015046.702688,60036.000,7943,2,PI,1,100,150810
1671015046.743982,60076.000,7959,3,PI,1,100,150775
1671015046.785275,60116.000,7959,3,PI,1,100,150701
1671015046.826569,60156.000,7959,3,PI,1,100,150680
1671015046.866486,60194.667,7978,3,PI,1,100,150641
1671015046.906403,60233.333,7978,3,PI,1,100,150524
1671015046.946320,60272.000,7978,3,PI,1,100,150331
1671015046.986065,60310.500,7993,2,PI,1,100,149937
1671015047.025810,60349.000,7993,2,PI,1,100,149695
1671015047.065864,60387.800,8016,5,PI,1,100,149111
1671015047.105919,60426.600,8016,5,PI,1,100,148930
1671015047.145974,60465.400,8016,5,PI,1,100,149025
1671015047.186028,60504.200,8016,5,PI,1,100,148704
1671015047.226083,60543.000,8016,5,PI,1,100,148562
1671015047.265054,60580.750,8035,4,PI,1,100,148418
1671015047.304024,60618.500,8035,4,PI,1,100,148187
1671015047.342995,60656.250,8035,4,PI,1,100,148046
1671015047.381966,60694.000,8035,4,PI,1,100,147949
1671015047.422227,60733.000,8052,2,PI,1,100,147889
1671015047.462488,60772.000,8052,2,PI,1,100,147888
1671015047.508943,60817.000,8067,2,PI,1,100,147895
1671015047.555398,60862.000,8067,2,PI,1,100,147858
1671015047.596348,60901.667,8087,3,PI,1,100,147838
1671015047.637297,60941.333,8087,3,PI,1,100,147895
1671015047.678246,60981.000,8087,3,PI,1,100,147947
1671015047.718164,61019.667,8103,3,PI,1,100,147993
1671015047.758081,61058.333,8103,3,PI,1,100,148030
1671015047.797998,61097.000,8103,3,PI,1,100,148024
1671015047.838259,61136.000,8120,2,PI,1,100,148006
1671015047.878520,61175.000,8120,2,PI,1,100,147877
1671015047.918437,61213.667,8138,3,PI,1,100,147759
1671015047.958354,61252.333,8138,3,PI,1,100,147673
1671015047.998271,61291.000,8138,3,PI,1,100,147661
1671015048.037500,61329.000,8159,3,PI,1,100,147628
1671015048.076729,61367.000,8159,3,PI,1,100,147616
1671015048.115957,61405.000,8159,3,PI,1,100,147655
1671015048.156219,61444.000,8175,2,PI,1,100,147697
1671015048.196480,61483.000,8175,2,PI,1,100,147645
1671015048.237085,61522.333,8192,3,PI,1,100,147640
1671015048.277690,61561.667,8192,3,PI,1,100,147688
1671015048.318295,61601.000,8192,3,PI,1,100,147700
1671015048.359589,61641.000,8209,2,PI,1,100,147594
1671015048.400882,61681.000,8209,2,PI,1,100,147558
1671015048.441488,61720.333,8226,3,PI,1,100,147543
1671015048.482093,61759.667,8226,3,PI,1,100,147522
1671015048.522698,61799.000,8226,3,PI,1,100,147539
1671015048.562443,61837.500,8243,2,PI,1,100,147541
1671015048.602188,61876.000,8243,2,PI,1,100,147526
1671015048.641417,61914.000,8261,3,PI,1,100,147493
1671015048.680646,61952.000,8261,3,PI,1,100,147475
1671015048.719875,61990.000,8261,3,PI,1,100,147439
1671015048.759104,62028.000,8277,3,PI,1,100,147425
1671015048.798332,62066.000,8277,3,PI,1,100,147421
1671015048.837561,62104.000,8277,3,PI,1,100,147416
1671015048.877822,62143.000,8294,2,PI,1,100,147484
1671015048.918083,62182.000,8294,2,PI,1,100,147579
1671015048.959033,62221.667,8310,3,PI,1,100,147619
1671015048.999982,62261.333,8310,3,PI,1,100,147685
1671015049.040931,62301.000,8310,3,PI,1,100,147734
1671015049.081709,62340.500,8331,2,PI,1,100,147857
1671015049.122486,62380.000,8331,2,PI,1,100,147908
1671015049.166877,62423.000,8347,3,PI,1,100,147956
1671015049.211267,62466.000,8347,3,PI,1,100,147975
1671015049.255658,62509.000,8347,3,PI,1,100,147978
1671015049.295919,62548.000,8365,2,PI,1,100,147972
1671015049.336180,62587.000,8365,2,PI,1,100,147896
1671015049.376097,62625.667,8381,3,PI,1,100,147818
1671015049.416014,62664.333,8381,3,PI,1,100,147690
1671015049.455931,62703.000,8381,3,PI,1,100,147620
1671015049.495160,62741.000,8396,3,PI,1,100,147578
1671015049.534389,62779.000,8396,3,PI,1,100,147486
1671015049.573617,62817.000,8396,3,PI,1,100,147376
1671015049.612846,62855.000,8415,2,PI,1,100,147325
1671015049.652075,62893.000,8415,2,PI,1,100,147334
1671015049.691648,62931.333,8433,3,PI,1,100,147308
1671015049.731221,62969.667,8433,3,PI,1,100,147246
1671015049.770794,63008.000,8433,3,PI,1,100,147240
1671015049.812087,63048.000,8449,2,PI,1,100,147220
1671015049.853381,63088.000,8449,2,PI,1,100,147183
1671015049.893986,63127.333,8465,3,PI,1,100,147103
1671015049.934591,63166.667,8465,3,PI,1,100,147048
1671015049.975197,63206.000,8465,3,PI,1,100,147019
1671015050.015114,63244.667,8483,3,PI,1,100,147034
1671015050.055031,63283.333,8483,3,PI,1,100,147071
1671015050.094948,63322.000,8483,3,PI,1,100,147094
1671015050.134176,63360.000,8503,2,PI,1,100,147129
1671015050.173405,63398.000,8503,2,PI,1,100,147143
1671015050.212978,63436.333,8519,3,PI,1,100,147143
1671015050.252551,63474.667,8519,3,PI,1,100,147167
1671015050.292124,63513.000,8519,3,PI,1,100,147189
1671015050.332041,63551.667,8537,3,PI,1,100,147202
1671015050.371958,63590.333,8537,3,PI,1,100,147231
1671015050.411875,63629.000,8537,3,PI,1,100,147250
1671015050.452652,63668.500,8553,2,PI,1,100,147230
1671015050.493430,63708.000,8553,2,PI,1,100,147235
1671015050.534379,63747.667,8570,3,PI,1,100,147238
1671015050.575328,63787.333,8570,3,PI,1,100,147258
1671015050.616278,63827.000,8570,3,PI,1,100,147282
1671015050.656539,63866.000,8590,2,PI,1,100,147375
1671015050.696800,63905.000,8590,2,PI,1,100,147578
1671015050.740846,63947.667,8607,3,PI,1,100,147982
1671015050.784893,63990.333,8607,3,PI,1,100,148293
1671015050.828939,64033.000,8607,3,PI,1,100,148543
1671015050.868168,64071.000,8622,2,PI,1,100,148548
1671015050.907397,64109.000,8622,2,PI,1,100,148480
1671015050.946970,64147.333,8639,3,PI,1,100,148616
1671015050.986543,64185.667,8639,3,PI,1,100,148693
1671015051.026116,64224.000,8639,3,PI,1,100,148814
1671015051.065344,64262.000,8657,2,PI,1,100,148970
1671015051.104573,64300.000,8657,2,PI,1,100,149095
1671015051.144834,64339.000,8674,3,PI,1,100,149135
1671015051.185096,64378.000,8674,3,PI,1,100,149202
1671015051.225357,64417.000,8674,3,PI,1,100,149175
1671015051.266306,64456.667,8693,3,PI,1,100,149029
1671015051.307255,64496.333,8693,3,PI,1,100,148919
1671015051.348205,64536.000,8693,3,PI,1,100,148858
1671015051.388466,64575.000,8709,2,PI,1,100,149049
1671015051.428727,64614.000,8709,2,PI,1,100,149198
1671015051.468644,64652.667,8725,3,PI,1,100,149253
1671015051.508561,64691.333,8725,3,PI,1,100,149172
1671015051.548478,64730.000,8725,3,PI,1,100,148996
1671015051.588223,64768.500,8742,2,PI,1,100,148742
1671015051.627968,64807.000,8742,2,PI,1,100,148396
1671015051.667541,64845.333,8762,3,PI,1,100,147892
1671015051.707114,64883.667,8762,3,PI,1,100,147118
1671015051.746687,64922.000,8762,3,PI,1,100,146462
1671015051.786604,64960.667,8779,3,PI,1,100,145913
1671015051.826521,64999.333,8779,3,PI,1,100,145445
1671015051.866438,65038.000,8779,3,PI,1,100,145046
1671015051.906183,65076.500,8793,2,PI,1,100,144955
1671015051.945928,65115.000,8793,2,PI,1,100,145055
1671015051.985501,65153.333,8811,3,PI,1,100,145239
1671015052.025074,65191.667,8811,3,PI,1,100,145560
1671015052.064647,65230.000,8811,3,PI,1,100,145938
1671015052.104564,65268.667,8830,3,PI,1,100,145935
1671015052.144481,65307.333,8830,3,PI,1,100,145540
1671015052.184398,65346.000,8830,3,PI,1,100,145171
1671015052.224143,65384.500,8849,2,PI,1,100,145354
1671015052.263888,65423.000,8849,2,PI,1,100,145784
1671015052.306007,65463.800,8874,5,PI,1,100,146225
1671015052.348126,65504.600,8874,5,PI,1,100,146291
1671015052.390246,65545.400,8874,5,PI,1,100,146196
1671015052.432365,65586.200,8874,5,PI,1,100,146121
1671015052.474484,65627.000,8874,5,PI,1,100,146100
1671015052.514057,65665.333,8890,3,PI,1,100,145902
1671015052.553630,65703.667,8890,3,PI,1,100,145722
1671015052.593203,65742.000,8890,3,PI,1,100,145523
1671015052.633464,65781.000,8909,2,PI,1,100,145111
1671015052.673726,65820.000,8909,2,PI,1,100,144840
1671015052.714675,65859.667,8927,3,PI,1,100,144804
1671015052.755624,65899.333,8927,3,PI,1,100,144723
1671015052.796574,65939.000,8927,3,PI,1,100,144646
1671015052.837351,65978.500,8942,2,PI,1,100,144649
1671015052.878128,66018.000,8942,2,PI,1,100,144697
1671015052.918045,66056.667,8958,3,PI,1,100,144705
1671015052.957962,66095.333,8958,3,PI,1,100,144599
1671015052.997879,66134.000,8958,3,PI,1,100,144671
1671015053.036764,66171.667,8979,3,PI,1,100,144802
1671015053.075649,66209.333,8979,3,PI,1,100,145103
1671015053.114533,66247.000,8979,3,PI,1,100,145511
1671015053.154794,66286.000,8995,2,PI,1,100,145854
1671015053.195056,66325.000,8995,2,PI,1,100,146074
1671015053.234973,66363.667,9014,3,PI,1,100,146106
1671015053.274890,66402.333,9014,3,PI,1,100,145991
1671015053.314807,66441.000,9014,3,PI,1,100,145683
1671015053.354724,66479.667,9031,3,PI,1,100,145369
1671015053.394641,66518.333,9031,3,PI,1,100,145243
1671015053.434558,66557.000,9031,3,PI,1,100,145282
1671015053.474303,66595.500,9048,2,PI,1,100,145329
1671015053.514048,66634.000,9048,2,PI,1,100,145342
1671015053.554051,66672.750,9067,4,PI,1,100,145329
1671015053.594054,66711.500,9067,4,PI,1,100,145343
1671015053.634057,66750.250,9067,4,PI,1,100,145338
1671015053.674060,66789.000,9067,4,PI,1,100,145341
1671015053.713289,66827.000,9085,2,PI,1,100,145395
1671015053.752518,66865.000,9085,2,PI,1,100,145484
1671015053.792435,66903.667,9101,3,PI,1,100,145744
1671015053.832352,66942.333,9101,3,PI,1,100,146213
1671015053.872269,66981.000,9101,3,PI,1,100,146676
1671015053.912186,67019.667,9118,3,PI,1,100,146758
1671015053.952103,67058.333,9118,3,PI,1,100,146851
1671015053.992020,67097.000,9118,3,PI,1,100,146848
1671015054.031765,67135.500,9135,2,PI,1,100,146897
1671015054.071510,67174.000,9135,2,PI,1,100,146819
1671015054.117449,67218.500,9153,2,PI,1,100,146813
1671015054.163388,67263.000,9153,2,PI,1,100,146831
1671015054.203649,67302.000,9171,3,PI,1,100,146825
1671015054.243910,67341.000,9171,3,PI,1,100,146886
1671015054.284171,67380.000,9171,3,PI,1,100,146932
1671015054.324088,67418.667,9189,3,PI,1,100,146923
1671015054.364005,67457.333,9189,3,PI,1,100,146920
1671015054.403922,67496.000,9189,3,PI,1,100,146932
1671015054.443667,67534.500,9204,2,PI,1,100,146957
1671015054.483412,67573.000,9204,2,PI,1,100,146942
1671015054.522641,67611.000,9220,3,PI,1,100,146937
1671015054.561870,67649.000,9220,3,PI,1,100,146906
1671015054.601099,67687.000,9220,3,PI,1,100,146869
1671015054.641016,67725.667,9240,3,PI,1,100,146837
1671015054.680933,67764.333,9240,3,PI,1,100,146811
1671015054.720850,67803.000,9240,3,PI,1,100,146778
1671015054.761111,67842.000,9257,2,PI,1,100,146764
1671015054.801372,67881.000,9257,2,PI,1,100,146745
1671015054.841289,67919.667,9273,3,PI,1,100,146715
1671015054.881206,67958.333,9273,3,PI,1,100,146686
1671015054.921123,67997.000,9273,3,PI,1,100,146667
1671015054.960868,68035.500,9289,2,PI,1,100,146648
1671015055.000613,68074.000,9289,2,PI,1,100,146629
1671015055.040530,68112.667,9307,3,PI,1,100,146621
1671015055.080447,68151.333,9307,3,PI,1,100,146620
1671015055.120364,68190.000,9307,3,PI,1,100,146625
1671015055.159593,68228.000,9327,3,PI,1,100,146613
1671015055.198822,68266.000,9327,3,PI,1,100,146608
