LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PR
1671015041.803733,55290.500,7148,2,PR,1,100,149575
1671015041.843478,55329.000,7148,2,PR,1,100,149578
1671015041.883395,55367.667,7164,3,PR,1,100,149574
1671015041.923312,55406.333,7164,3,PR,1,100,149574
1671015041.963229,55445.000,7164,3,PR,1,100,149580
1671015042.002802,55483.333,7183,3,PR,1,100,149585
1671015042.042375,55521.667,7183,3,PR,1,100,149584
1671015042.081948,55560.000,7183,3,PR,1,100,149590
1671015042.121865,55598.667,7203,3,PR,1,100,149586
1671015042.161782,55637.333,7203,3,PR,1,100,149593
1671015042.201699,55676.000,7203,3,PR,1,100,149583
1671015042.240927,55714.000,7220,3,PR,1,100,149588
1671015042.280156,55752.000,7220,3,PR,1,100,149599
1671015042.319385,55790.000,7220,3,PR,1,100,149604
1671015042.359646,55829.000,7237,2,PR,1,100,149593
1671015042.399907,55868.000,7237,2,PR,1,100,149610
1671015042.439824,55906.667,7252,3,PR,1,100,149603
1671015042.479741,55945.333,7252,3,PR,1,100,149609
1671015042.519658,55984.000,7252,3,PR,1,100,149609
1671015042.565598,56028.500,7268,2,PR,1,100,149615
1671015042.611537,56073.000,7268,2,PR,1,100,149616
1671015042.651798,56112.000,7289,3,PR,1,100,149613
1671015042.692059,56151.000,7289,3,PR,1,100,149633
1671015042.732320,56190.000,7289,3,PR,1,100,149632
1671015042.773097,56229.500,7305,2,PR,1,100,149630
1671015042.813874,56269.000,7305,2,PR,1,100,149648
1671015042.853791,56307.667,7322,3,PR,1,100,149636
1671015042.893708,56346.333,7322,3,PR,1,100,149645
1671015042.933625,56385.000,7322,3,PR,1,100,149637
1671015042.973371,56423.500,7337,2,PR,1,100,149649
1671015043.013116,56462.000,7337,2,PR,1,100,149647
1671015043.052000,56499.667,7356,3,PR,1,100,149652
1671015043.090885,56537.333,7356,3,PR,1,100,149653
1671015043.129770,56575.000,7356,3,PR,1,100,149654
1671015043.169687,56613.667,7375,3,PR,1,100,149657
1671015043.209604,56652.333,7375,3,PR,1,100,149661
1671015043.249521,56691.000,7375,3,PR,1,100,149658
1671015043.289782,56730.000,7392,2,PR,1,100,149665
1671015043.330043,56769.000,7392,2,PR,1,100,149664
1671015043.369960,56807.667,7408,3,PR,1,100,149673
1671015043.409877,56846.333,7408,3,PR,1,100,149666
1671015043.449794,56885.000,7408,3,PR,1,100,149674
1671015043.489711,56923.667,7424,3,PR,1,100,149672
1671015043.529628,56962.333,7424,3,PR,1,100,149684
1671015043.569545,57001.000,7424,3,PR,1,100,149670
1671015043.609290,57039.500,7443,2,PR,1,100,149693
1671015043.649035,57078.000,7443,2,PR,1,100,149694
1671015043.688608,57116.333,7461,3,PR,1,100,149686
1671015043.728181,57154.667,7461,3,PR,1,100,149689
1671015043.767754,57193.000,7461,3,PR,1,100,149702
1671015043.807499,57231.500,7477,2,PR,1,100,149706
1671015043.847244,57270.000,7477,2,PR,1,100,149689
1671015043.887505,57309.000,7492,3,PR,1,100,149705
1671015043.927766,57348.000,7492,3,PR,1,100,149706
1671015043.968027,57387.000,7492,3,PR,1,100,149711
1671015044.007944,57425.667,7509,3,PR,1,100,149726
1671015044.047861,57464.333,7509,3,PR,1,100,149727
1671015044.087778,57503.000,7509,3,PR,1,100,149714
1671015044.128040,57542.000,7531,2,PR,1,100,149723
1671015044.168301,57581.000,7531,2,PR,1,100,149730
1671015044.212347,57623.667,7547,3,PR,1,100,149739
1671015044.256393,57666.333,7547,3,PR,1,100,149720
1671015044.300440,57709.000,7547,3,PR,1,100,149736
1671015044.340185,57747.500,7564,2,PR,1,100,149741
1671015044.379930,57786.000,7564,2,PR,1,100,149740
1671015044.419847,57824.667,7579,3,PR,1,100,149742
1671015044.459764,57863.333,7579,3,PR,1,100,149748
1671015044.499681,57902.000,7579,3,PR,1,100,149747
1671015044.538910,57940.000,7599,3,PR,1,100,149752
1671015044.578138,57978.000,7599,3,PR,1,100,149749
1671015044.617367,58016.000,7599,3,PR,1,100,149755
1671015044.657284,58054.667,7616,3,PR,1,100,149748
1671015044.697201,58093.333,7616,3,PR,1,100,149759
1671015044.737118,58132.000,7616,3,PR,1,100,149748
1671015044.777380,58171.000,7633,2,PR,1,100,149761
1671015044.817641,58210.000,7633,2,PR,1,100,149759
1671015044.857558,58248.667,7649,3,PR,1,100,149759
1671015044.897475,58287.333,7649,3,PR,1,100,149747
1671015044.937392,58326.000,7649,3,PR,1,100,149762
1671015044.977309,58364.667,7665,3,PR,1,100,149763
1671015045.017226,58403.333,7665,3,PR,1,100,149756
1671015045.057143,58442.000,7665,3,PR,1,100,149758
1671015045.096888,58480.500,7686,2,PR,1,100,149772
1671015045.136633,58519.000,7686,2,PR,1,100,149776
1671015045.175862,58557.000,7703,3,PR,1,100,149770
1671015045.215091,58595.000,7703,3,PR,1,100,149775
1671015045.254319,58633.000,7703,3,PR,1,100,149788
1671015045.295613,58673.000,7720,2,PR,1,100,149782
1671015045.336906,58713.000,7720,2,PR,1,100,149789
1671015045.376823,58751.667,7737,3,PR,1,100,149783
1671015045.416740,58790.333,7737,3,PR,1,100,149785
1671015045.456657,58829.000,7737,3,PR,1,100,149799
1671015045.496574,58867.667,7751,3,PR,1,100,149793
1671015045.536491,58906.333,7751,3,PR,1,100,149801
1671015045.576408,58945.000,7751,3,PR,1,100,149811
1671015045.616153,58983.500,7771,2,PR,1,100,149818
1671015045.655898,59022.000,7771,2,PR,1,100,149814
1671015045.695815,59060.667,7788,3,PR,1,100,149828
1671015045.735732,59099.333,7788,3,PR,1,100,149834
1671015045.775650,59138.000,7788,3,PR,1,100,149796
1671015045.822105,59183.000,7805,2,PR,1,100,149354
1671015045.868560,59228.000,7805,2,PR,1,100,148625
1671015045.908477,59266.667,7820,3,PR,1,100,148481
1671015045.948394,59305.333,7820,3,PR,1,100,148488
1671015045.988311,59344.000,7820,3,PR,1,100,147828
1671015046.027540,59382.000,7842,3,PR,1,100,147768
1671015046.066768,59420.000,7842,3,PR,1,100,147742
1671015046.105997,59458.000,7842,3,PR,1,100,147564
1671015046.146258,59497.000,7858,2,PR,1,100,147665
1671015046.186520,59536.000,7858,2,PR,1,100,147524
1671015046.226437,59574.667,7875,3,PR,1,100,147529
1671015046.266354,59613.333,7875,3,PR,1,100,147385
1671015046.306271,59652.000,7875,3,PR,1,100,146822
1671015046.346532,59691.000,7892,3,PR,1,100,146853
1671015046.386793,59730.000,7892,3,PR,1,100,146915
1671015046.427054,59769.000,7892,3,PR,1,100,147317
1671015046.466283,59807.000,7908,2,PR,1,100,147551
1671015046.505512,59845.000,7908,2,PR,1,100,147828
1671015046.545085,59883.333,7923,3,PR,1,100,147844
1671015046.584658,59921.667,7923,3,PR,1,100,147842
1671015046.624230,59960.000,7923,3,PR,1,100,148059
1671015046.663459,59998.000,7944,2,PR,1,100,148246
1671015046.702688,60036.000,7944,2,PR,1,100,148434
1671015046.743982,60076.000,7960,3,PR,1,100,148352
1671015046.785275,60116.000,7960,3,PR,1,100,148544
1671015046.826569,60156.000,7960,3,PR,1,100,148418
1671015046.866486,60194.667,7979,3,PR,1,100,148650
1671015046.906403,60233.333,7979,3,PR,1,100,148802
1671015046.946320,60272.000,7979,3,PR,1,100,148846
1671015046.986065,60310.500,7994,2,PR,1,100,148728
1671015047.025810,60349.000,7994,2,PR,1,100,148580
1671015047.065864,60387.800,8017,5,PR,1,100,148630
1671015047.105919,60426.600,8017,5,PR,1,100,148560
1671015047.145974,60465.400,8017,5,PR,1,100,148498
1671015047.186028,60504.200,8017,5,PR,1,100,148538
1671015047.226083,60543.000,8017,5,PR,1,100,148431
1671015047.265054,60580.750,8036,4,PR,1,100,148377
1671015047.304024,60618.500,8036,4,PR,1,100,148339
1671015047.342995,60656.250,8036,4,PR,1,100,148270
1671015047.381966,60694.000,8036,4,PR,1,100,148180
1671015047.422227,60733.000,8053,2,PR,1,100,148069
1671015047.462488,60772.000,8053,2,PR,1,100,147937
1671015047.508943,60817.000,8068,2,PR,1,100,147784
1671015047.555398,60862.000,8068,2,PR,1,100,147689
1671015047.596348,60901.667,8088,3,PR,1,100,147662
1671015047.637297,60941.333,8088,3,PR,1,100,147680
1671015047.678246,60981.000,8088,3,PR,1,100,147636
1671015047.718164,61019.667,8104,3,PR,1,100,147565
1671015047.758081,61058.333,8104,3,PR,1,100,147481
1671015047.797998,61097.000,8104,3,PR,1,100,147368
1671015047.838259,61136.000,8121,2,PR,1,100,147258
1671015047.878520,61175.000,8121,2,PR,1,100,147138
1671015047.918437,61213.667,8139,3,PR,1,100,147082
1671015047.958354,61252.333,8139,3,PR,1,100,146995
1671015047.998271,61291.000,8139,3,PR,1,100,146887
1671015048.037500,61329.000,8160,3,PR,1,100,146857
1671015048.076729,61367.000,8160,3,PR,1,100,146760
1671015048.115957,61405.000,8160,3,PR,1,100,146625
1671015048.156219,61444.000,8176,2,PR,1,100,146526
1671015048.196480,61483.000,8176,2,PR,1,100,146512
1671015048.237085,61522.333,8193,3,PR,1,100,146587
1671015048.277690,61561.667,8193,3,PR,1,100,146601
1671015048.318295,61601.000,8193,3,PR,1,100,146581
1671015048.359589,61641.000,8210,2,PR,1,100,146577
1671015048.400882,61681.000,8210,2,PR,1,100,146609
1671015048.441488,61720.333,8227,3,PR,1,100,146596
1671015048.482093,61759.667,8227,3,PR,1,100,146584
1671015048.522698,61799.000,8227,3,PR,1,100,146564
1671015048.562443,61837.500,8244,2,PR,1,100,146559
1671015048.602188,61876.000,8244,2,PR,1,100,146530
1671015048.641417,61914.000,8262,3,PR,1,100,146494
1671015048.680646,61952.000,8262,3,PR,1,100,146485
1671015048.719875,61990.000,8262,3,PR,1,100,146474
1671015048.759104,62028.000,8278,3,PR,1,100,146430
1671015048.798332,62066.000,8278,3,PR,1,100,146403
1671015048.837561,62104.000,8278,3,PR,1,100,146438
1671015048.877822,62143.000,8295,2,PR,1,100,146508
1671015048.918083,62182.000,8295,2,PR,1,100,146559
1671015048.959033,62221.667,8311,3,PR,1,100,146586
1671015048.999982,62261.333,8311,3,PR,1,100,146639
1671015049.040931,62301.000,8311,3,PR,1,100,146655
1671015049.081709,62340.500,8332,2,PR,1,100,146676
1671015049.122486,62380.000,8332,2,PR,1,100,146703
1671015049.166877,62423.000,8348,3,PR,1,100,146710
1671015049.211267,62466.000,8348,3,PR,1,100,146762
1671015049.255658,62509.000,8348,3,PR,1,100,146769
1671015049.295919,62548.000,8366,2,PR,1,100,146719
1671015049.336180,62587.000,8366,2,PR,1,100,146631
1671015049.376097,62625.667,8382,3,PR,1,100,146512
1671015049.416014,62664.333,8382,3,PR,1,100,146426
1671015049.455931,62703.000,8382,3,PR,1,100,146355
1671015049.495160,62741.000,8397,3,PR,1,100,146251
1671015049.534389,62779.000,8397,3,PR,1,100,146175
1671015049.573617,62817.000,8397,3,PR,1,100,146180
1671015049.612846,62855.000,8416,2,PR,1,100,146204
1671015049.652075,62893.000,8416,2,PR,1,100,146281
1671015049.691648,62931.333,8434,3,PR,1,100,146329
1671015049.731221,62969.667,8434,3,PR,1,100,146541
1671015049.770794,63008.000,8434,3,PR,1,100,146852
1671015049.812087,63048.000,8450,2,PR,1,100,147039
1671015049.853381,63088.000,8450,2,PR,1,100,147112
1671015049.893986,63127.333,8466,3,PR,1,100,147104
1671015049.934591,63166.667,8466,3,PR,1,100,147036
1671015049.975197,63206.000,8466,3,PR,1,100,146972
1671015050.015114,63244.667,8484,3,PR,1,100,146934
1671015050.055031,63283.333,8484,3,PR,1,100,146879
1671015050.094948,63322.000,8484,3,PR,1,100,146832
1671015050.134176,63360.000,8504,2,PR,1,100,146793
1671015050.173405,63398.000,8504,2,PR,1,100,146762
1671015050.212978,63436.333,8520,3,PR,1,100,146727
1671015050.252551,63474.667,8520,3,PR,1,100,146709
1671015050.292124,63513.000,8520,3,PR,1,100,146709
1671015050.332041,63551.667,8538,3,PR,1,100,146697
1671015050.371958,63590.333,8538,3,PR,1,100,146656
1671015050.411875,63629.000,8538,3,PR,1,100,146602
1671015050.452652,63668.500,8554,2,PR,1,100,146556
1671015050.493430,63708.000,8554,2,PR,1,100,146522
1671015050.534379,63747.667,8571,3,PR,1,100,146483
1671015050.575328,63787.333,8571,3,PR,1,100,146498
1671015050.616278,63827.000,8571,3,PR,1,100,146520
1671015050.656539,63866.000,8591,2,PR,1,100,146611
1671015050.696800,63905.000,8591,2,PR,1,100,146708
1671015050.740846,63947.667,8608,3,PR,1,100,146854
1671015050.784893,63990.333,8608,3,PR,1,100,147031
1671015050.828939,64033.000,8608,3,PR,1,100,147128
1671015050.868168,64071.000,8623,2,PR,1,100,147189
1671015050.907397,64109.000,8623,2,PR,1,100,147212
1671015050.946970,64147.333,8640,3,PR,1,100,147254
1671015050.986543,64185.667,8640,3,PR,1,100,147331
1671015051.026116,64224.000,8640,3,PR,1,100,147392
1671015051.065344,64262.000,8658,2,PR,1,100,147478
1671015051.104573,64300.000,8658,2,PR,1,100,147556
1671015051.144834,64339.000,8675,3,PR,1,100,147612
1671015051.185096,64378.000,8675,3,PR,1,100,147631
1671015051.225357,64417.000,8675,3,PR,1,100,147660
1671015051.266306,64456.667,8694,3,PR,1,100,147631
1671015051.307255,64496.333,8694,3,PR,1,100,147578
1671015051.348205,64536.000,8694,3,PR,1,100,147551
1671015051.388466,64575.000,8710,2,PR,1,100,147596
1671015051.428727,64614.000,8710,2,PR,1,100,147702
1671015051.468644,64652.667,8726,3,PR,1,100,147801
1671015051.508561,64691.333,8726,3,PR,1,100,147882
1671015051.548478,64730.000,8726,3,PR,1,100,147943
1671015051.588223,64768.500,8743,2,PR,1,100,147917
1671015051.627968,64807.000,8743,2,PR,1,100,147800
1671015051.667541,64845.333,8763,3,PR,1,100,147460
1671015051.707114,64883.667,8763,3,PR,1,100,146779
1671015051.746687,64922.000,8763,3,PR,1,100,146136
1671015051.786604,64960.667,8780,3,PR,1,100,145537
1671015051.826521,64999.333,8780,3,PR,1,100,144996
1671015051.866438,65038.000,8780,3,PR,1,100,144447
1671015051.906183,65076.500,8794,2,PR,1,100,144242
1671015051.945928,65115.000,8794,2,PR,1,100,144416
1671015051.985501,65153.333,8812,3,PR,1,100,144596
1671015052.025074,65191.667,8812,3,PR,1,100,144938
1671015052.064647,65230.000,8812,3,PR,1,100,145313
1671015052.104564,65268.667,8831,3,PR,1,100,145342
1671015052.144481,65307.333,8831,3,PR,1,100,144892
1671015052.184398,65346.000,8831,3,PR,1,100,144384
1671015052.224143,65384.500,8850,2,PR,1,100,144292
1671015052.263888,65423.000,8850,2,PR,1,100,144352
1671015052.306007,65463.800,8875,5,PR,1,100,144655
1671015052.348126,65504.600,8875,5,PR,1,100,144660
1671015052.390246,65545.400,8875,5,PR,1,100,144607
1671015052.432365,65586.200,8875,5,PR,1,100,144516
1671015052.474484,65627.000,8875,5,PR,1,100,144538
1671015052.514057,65665.333,8891,3,PR,1,100,144277
1671015052.553630,65703.667,8891,3,PR,1,100,144004
1671015052.593203,65742.000,8891,3,PR,1,100,143580
1671015052.633464,65781.000,8910,2,PR,1,100,142615
1671015052.673726,65820.000,8910,2,PR,1,100,141708
1671015052.714675,65859.667,8928,3,PR,1,100,141363
1671015052.755624,65899.333,8928,3,PR,1,100,140731
1671015052.796574,65939.000,8928,3,PR,1,100,140187
1671015052.837351,65978.500,8943,2,PR,1,100,140114
1671015052.878128,66018.000,8943,2,PR,1,100,140363
1671015052.918045,66056.667,8959,3,PR,1,100,140946
1671015052.957962,66095.333,8959,3,PR,1,100,140934
1671015052.997879,66134.000,8959,3,PR,1,100,141149
1671015053.036764,66171.667,8980,3,PR,1,100,141115
1671015053.075649,66209.333,8980,3,PR,1,100,141570
1671015053.114533,66247.000,8980,3,PR,1,100,142534
1671015053.154794,66286.000,8996,2,PR,1,100,143615
1671015053.195056,66325.000,8996,2,PR,1,100,144736
1671015053.234973,66363.667,9015,3,PR,1,100,145374
1671015053.274890,66402.333,9015,3,PR,1,100,145371
1671015053.314807,66441.000,9015,3,PR,1,100,144743
1671015053.354724,66479.667,9032,3,PR,1,100,144109
1671015053.394641,66518.333,9032,3,PR,1,100,143916
1671015053.434558,66557.000,9032,3,PR,1,100,144080
1671015053.474303,66595.500,9049,2,PR,1,100,144128
1671015053.514048,66634.000,9049,2,PR,1,100,144141
1671015053.554051,66672.750,9068,4,PR,1,100,144051
1671015053.594054,66711.500,9068,4,PR,1,100,144064
1671015053.634057,66750.250,9068,4,PR,1,100,144082
1671015053.674060,66789.000,9068,4,PR,1,100,144114
1671015053.713289,66827.000,9086,2,PR,1,100,144232
1671015053.752518,66865.000,9086,2,PR,1,100,144279
1671015053.792435,66903.667,9102,3,PR,1,100,144691
1671015053.832352,66942.333,9102,3,PR,1,100,145584
1671015053.872269,66981.000,9102,3,PR,1,100,146337
1671015053.912186,67019.667,9119,3,PR,1,100,146494
1671015053.952103,67058.333,9119,3,PR,1,100,146654
1671015053.992020,67097.000,9119,3,PR,1,100,146633
1671015054.031765,67135.500,9136,2,PR,1,100,146898
1671015054.071510,67174.000,9136,2,PR,1,100,146871
1671015054.117449,67218.500,9154,2,PR,1,100,146875
1671015054.163388,67263.000,9154,2,PR,1,100,146863
1671015054.203649,67302.000,9172,3,PR,1,100,146883
1671015054.243910,67341.000,9172,3,PR,1,100,147038
1671015054.284171,67380.000,9172,3,PR,1,100,147116
1671015054.324088,67418.667,9190,3,PR,1,100,147107
1671015054.364005,67457.333,9190,3,PR,1,100,147120
1671015054.403922,67496.000,9190,3,PR,1,100,147128
1671015054.443667,67534.500,9205,2,PR,1,100,147164
1671015054.483412,67573.000,9205,2,PR,1,100,147206
1671015054.522641,67611.000,9221,3,PR,1,100,147263
1671015054.561870,67649.000,9221,3,PR,1,100,147265
1671015054.601099,67687.000,9221,3,PR,1,100,147239
1671015054.641016,67725.667,9241,3,PR,1,100,147202
1671015054.680933,67764.333,9241,3,PR,1,100,147188
1671015054.720850,67803.000,9241,3,PR,1,100,147162
1671015054.761111,67842.000,9258,2,PR,1,100,147152
1671015054.801372,67881.000,9258,2,PR,1,100,147124
1671015054.841289,67919.667,9274,3,PR,1,100,147132
1671015054.881206,67958.333,9274,3,PR,1,100,147090
1671015054.921123,67997.000,9274,3,PR,1,100,147092
1671015054.960868,68035.500,9290,2,PR,1,100,147068
1671015055.000613,68074.000,9290,2,PR,1,100,147059
1671015055.040530,68112.667,9308,3,PR,1,100,147060
1671015055.080447,68151.333,9308,3,PR,1,100,147065
1671015055.120364,68190.000,9308,3,PR,1,100,147085
1671015055.159593,68228.000,9328,3,PR,1,100,147086
1671015055.198822,68266.000,9328,3,PR,1,100,147087
