LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PG
1671015038.858647,52437.667,6662,3,PG,1,100,14977
1671015038.898564,52476.333,6662,3,PG,1,100,14983
1671015038.938481,52515.000,6662,3,PG,1,100,14979
1671015038.979259,52554.500,6678,2,PG,1,100,14980
1671015039.020036,52594.000,6678,2,PG,1,100,14986
1671015039.060985,52633.667,6697,3,PG,1,100,14977
1671015039.101935,52673.333,6697,3,PG,1,100,14991
1671015039.142884,52713.000,6697,3,PG,1,100,14993
1671015039.183145,52752.000,6716,2,PG,1,100,14986
1671015039.223406,52791.000,6716,2,PG,1,100,14997
1671015039.267797,52834.000,6733,3,PG,1,100,14987
1671015039.312187,52877.000,6733,3,PG,1,100,14990
1671015039.356578,52920.000,6733,3,PG,1,100,14994
1671015039.396323,52958.500,6748,2,PG,1,100,14998
1671015039.436068,52997.000,6748,2,PG,1,100,14991
1671015039.475641,53035.333,6765,3,PG,1,100,14990
1671015039.515213,53073.667,6765,3,PG,1,100,14993
1671015039.554786,53112.000,6765,3,PG,1,100,14996
1671015039.594015,53150.000,6784,3,PG,1,100,14987
1671015039.633244,53188.000,6784,3,PG,1,100,14986
1671015039.672473,53226.000,6784,3,PG,1,100,14982
1671015039.712734,53265.000,6802,2,PG,1,100,14981
1671015039.752995,53304.000,6802,2,PG,1,100,14980
1671015039.793256,53343.000,6817,3,PG,1,100,14988
1671015039.833518,53382.000,6817,3,PG,1,100,14981
1671015039.873779,53421.000,6817,3,PG,1,100,14988
1671015039.914556,53460.500,6833,2,PG,1,100,14989
1671015039.955333,53500.000,6833,2,PG,1,100,14995
1671015039.995250,53538.667,6850,3,PG,1,100,14996
1671015040.035167,53577.333,6850,3,PG,1,100,14990
1671015040.075084,53616.000,6850,3,PG,1,100,14992
1671015040.114657,53654.333,6872,3,PG,1,100,15004
1671015040.154230,53692.667,6872,3,PG,1,100,14998
1671015040.193803,53731.000,6872,3,PG,1,100,15000
1671015040.233032,53769.000,6888,2,PG,1,100,14997
1671015040.272261,53807.000,6888,2,PG,1,100,14999
1671015040.312178,53845.667,6904,3,PG,1,100,14999
1671015040.352095,53884.333,6904,3,PG,1,100,15004
1671015040.392012,53923.000,6904,3,PG,1,100,15005
1671015040.432273,53962.000,6920,2,PG,1,100,15013
1671015040.472534,54001.000,6920,2,PG,1,100,15008
1671015040.512795,54040.000,6940,3,PG,1,100,15006
1671015040.553056,54079.000,6940,3,PG,1,100,15011
1671015040.593318,54118.000,6940,3,PG,1,100,15016
1671015040.633579,54157.000,6957,3,PG,1,100,15020
1671015040.673840,54196.000,6957,3,PG,1,100,15014
1671015040.714101,54235.000,6957,3,PG,1,100,15018
1671015040.753846,54273.500,6974,2,PG,1,100,15023
1671015040.793591,54312.000,6974,2,PG,1,100,15018
1671015040.836949,54354.000,6988,3,PG,1,100,15009
1671015040.880307,54396.000,6988,3,PG,1,100,15017
1671015040.923665,54438.000,6988,3,PG,1,100,15007
1671015040.963410,54476.500,7005,2,PG,1,100,15011
1671015041.003155,54515.000,7005,2,PG,1,100,15015
1671015041.042384,54553.000,7027,3,PG,1,100,15011
1671015041.081613,54591.000,7027,3,PG,1,100,15017
1671015041.120842,54629.000,7027,3,PG,1,100,15010
1671015041.161103,54668.000,7044,3,PG,1,100,15019
1671015041.201364,54707.000,7044,3,PG,1,100,15022
1671015041.241625,54746.000,7044,3,PG,1,100,15015
1671015041.282403,54785.500,7060,2,PG,1,100,15021
1671015041.323180,54825.000,7060,2,PG,1,100,15019
1671015041.363785,54864.333,7076,3,PG,1,100,15021
1671015041.404390,54903.667,7076,3,PG,1,100,15017
1671015041.444996,54943.000,7076,3,PG,1,100,15017
1671015041.484740,54981.500,7092,2,PG,1,100,15024
1671015041.524486,55020.000,7092,2,PG,1,100,15026
1671015041.564747,55059.000,7112,3,PG,1,100,15023
1671015041.605008,55098.000,7112,3,PG,1,100,15031
1671015041.645269,55137.000,7112,3,PG,1,100,15034
1671015041.684842,55175.333,7129,3,PG,1,100,15032
1671015041.724415,55213.667,7129,3,PG,1,100,15031
1671015041.763988,55252.000,7129,3,PG,1,100,15040
1671015041.803733,55290.500,7149,2,PG,1,100,15033
1671015041.843478,55329.000,7149,2,PG,1,100,15036
1671015041.883395,55367.667,7165,3,PG,1,100,15028
1671015041.923312,55406.333,7165,3,PG,1,100,15030
1671015041.963229,55445.000,7165,3,PG,1,100,15031
1671015042.002802,55483.333,7184,3,PG,1,100,15032
1671015042.042375,55521.667,7184,3,PG,1,100,15032
1671015042.081948,55560.000,7184,3,PG,1,100,15052
1671015042.121865,55598.667,7204,3,PG,1,100,15033
1671015042.161782,55637.333,7204,3,PG,1,100,15033
1671015042.201699,55676.000,7204,3,PG,1,100,15033
1671015042.240927,55714.000,7221,3,PG,1,100,15038
1671015042.280156,55752.000,7221,3,PG,1,100,15042
1671015042.319385,55790.000,7221,3,PG,1,100,15036
1671015042.359646,55829.000,7238,2,PG,1,100,15035
1671015042.399907,55868.000,7238,2,PG,1,100,15054
1671015042.439824,55906.667,7253,3,PG,1,100,15038
1671015042.479741,55945.333,7253,3,PG,1,100,15045
1671015042.519658,55984.000,7253,3,PG,1,100,15041
1671015042.565598,56028.500,7269,2,PG,1,100,15049
1671015042.611537,56073.000,7269,2,PG,1,100,15044
1671015042.651798,56112.000,7290,3,PG,1,100,15056
1671015042.692059,56151.000,7290,3,PG,1,100,15053
1671015042.732320,56190.000,7290,3,PG,1,100,15054
1671015042.773097,56229.500,7306,2,PG,1,100,15051
1671015042.813874,56269.000,7306,2,PG,1,100,15060
1671015042.853791,56307.667,7323,3,PG,1,100,15049
1671015042.893708,56346.333,7323,3,PG,1,100,15048
1671015042.933625,56385.000,7323,3,PG,1,100,15046
1671015042.973371,56423.500,7338,2,PG,1,100,15044
1671015043.013116,56462.000,7338,2,PG,1,100,15045
1671015043.052000,56499.667,7357,3,PG,1,100,15048
1671015043.090885,56537.333,7357,3,PG,1,100,15050
1671015043.129770,56575.000,7357,3,PG,1,100,15045
1671015043.169687,56613.667,7376,3,PG,1,100,15056
1671015043.209604,56652.333,7376,3,PG,1,100,15052
1671015043.249521,56691.000,7376,3,PG,1,100,15063
1671015043.289782,56730.000,7393,2,PG,1,100,15052
1671015043.330043,56769.000,7393,2,PG,1,100,15057
1671015043.369960,56807.667,7409,3,PG,1,100,15057
1671015043.409877,56846.333,7409,3,PG,1,100,15056
1671015043.449794,56885.000,7409,3,PG,1,100,15056
1671015043.489711,56923.667,7425,3,PG,1,100,15059
1671015043.529628,56962.333,7425,3,PG,1,100,15060
1671015043.569545,57001.000,7425,3,PG,1,100,15066
1671015043.609290,57039.500,7444,2,PG,1,100,15067
1671015043.649035,57078.000,7444,2,PG,1,100,15064
1671015043.688608,57116.333,7462,3,PG,1,100,15064
1671015043.728181,57154.667,7462,3,PG,1,100,15078
1671015043.767754,57193.000,7462,3,PG,1,100,15066
1671015043.807499,57231.500,7478,2,PG,1,100,15063
1671015043.847244,57270.000,7478,2,PG,1,100,15061
1671015043.887505,57309.000,7493,3,PG,1,100,15064
1671015043.927766,57348.000,7493,3,PG,1,100,15066
1671015043.968027,57387.000,7493,3,PG,1,100,15056
1671015044.007944,57425.667,7510,3,PG,1,100,15065
1671015044.047861,57464.333,7510,3,PG,1,100,15073
1671015044.087778,57503.000,7510,3,PG,1,100,15066
1671015044.128040,57542.000,7532,2,PG,1,100,15067
1671015044.168301,57581.000,7532,2,PG,1,100,15062
1671015044.212347,57623.667,7548,3,PG,1,100,15070
1671015044.256393,57666.333,7548,3,PG,1,100,15058
1671015044.300440,57709.000,7548,3,PG,1,100,15071
1671015044.340185,57747.500,7565,2,PG,1,100,15073
1671015044.379930,57786.000,7565,2,PG,1,100,15072
1671015044.419847,57824.667,7580,3,PG,1,100,15074
1671015044.459764,57863.333,7580,3,PG,1,100,15081
1671015044.499681,57902.000,7580,3,PG,1,100,15074
1671015044.538910,57940.000,7600,3,PG,1,100,15073
1671015044.578138,57978.000,7600,3,PG,1,100,15076
1671015044.617367,58016.000,7600,3,PG,1,100,15076
1671015044.657284,58054.667,7617,3,PG,1,100,15080
1671015044.697201,58093.333,7617,3,PG,1,100,15080
1671015044.737118,58132.000,7617,3,PG,1,100,15083
1671015044.777380,58171.000,7634,2,PG,1,100,15089
1671015044.817641,58210.000,7634,2,PG,1,100,15087
1671015044.857558,58248.667,7650,3,PG,1,100,15090
1671015044.897475,58287.333,7650,3,PG,1,100,15090
1671015044.937392,58326.000,7650,3,PG,1,100,15097
1671015044.977309,58364.667,7666,3,PG,1,100,15091
1671015045.017226,58403.333,7666,3,PG,1,100,15085
1671015045.057143,58442.000,7666,3,PG,1,100,15078
1671015045.096888,58480.500,7687,2,PG,1,100,15084
1671015045.136633,58519.000,7687,2,PG,1,100,15082
1671015045.175862,58557.000,7704,3,PG,1,100,15085
1671015045.215091,58595.000,7704,3,PG,1,100,15081
1671015045.254319,58633.000,7704,3,PG,1,100,15075
1671015045.295613,58673.000,7721,2,PG,1,100,15082
1671015045.336906,58713.000,7721,2,PG,1,100,15074
1671015045.376823,58751.667,7738,3,PG,1,100,15093
1671015045.416740,58790.333,7738,3,PG,1,100,15077
1671015045.456657,58829.000,7738,3,PG,1,100,15086
1671015045.496574,58867.667,7752,3,PG,1,100,15081
1671015045.536491,58906.333,7752,3,PG,1,100,15087
1671015045.576408,58945.000,7752,3,PG,1,100,15093
1671015045.616153,58983.500,7772,2,PG,1,100,15088
1671015045.655898,59022.000,7772,2,PG,1,100,15091
1671015045.695815,59060.667,7789,3,PG,1,100,15098
1671015045.735732,59099.333,7789,3,PG,1,100,15102
1671015045.775650,59138.000,7789,3,PG,1,100,15075
1671015045.822105,59183.000,7806,2,PG,1,100,14997
1671015045.868560,59228.000,7806,2,PG,1,100,14888
1671015045.908477,59266.667,7821,3,PG,1,100,14873
1671015045.948394,59305.333,7821,3,PG,1,100,14902
1671015045.988311,59344.000,7821,3,PG,1,100,14874
1671015046.027540,59382.000,7843,3,PG,1,100,14899
1671015046.066768,59420.000,7843,3,PG,1,100,14911
1671015046.105997,59458.000,7843,3,PG,1,100,14899
1671015046.146258,59497.000,7859,2,PG,1,100,14909
1671015046.186520,59536.000,7859,2,PG,1,100,14873
1671015046.226437,59574.667,7876,3,PG,1,100,14873
1671015046.266354,59613.333,7876,3,PG,1,100,14867
1671015046.306271,59652.000,7876,3,PG,1,100,14842
1671015046.346532,59691.000,7893,3,PG,1,100,14868
1671015046.386793,59730.000,7893,3,PG,1,100,14896
1671015046.427054,59769.000,7893,3,PG,1,100,14948
1671015046.466283,59807.000,7909,2,PG,1,100,14971
1671015046.505512,59845.000,7909,2,PG,1,100,14989
1671015046.545085,59883.333,7924,3,PG,1,100,14979
1671015046.584658,59921.667,7924,3,PG,1,100,14984
1671015046.624230,59960.000,7924,3,PG,1,100,15000
1671015046.663459,59998.000,7945,2,PG,1,100,15019
1671015046.702688,60036.000,7945,2,PG,1,100,15042
1671015046.743982,60076.000,7961,3,PG,1,100,15026
1671015046.785275,60116.000,7961,3,PG,1,100,15048
1671015046.826569,60156.000,7961,3,PG,1,100,15020
1671015046.866486,60194.667,7980,3,PG,1,100,15041
1671015046.906403,60233.333,7980,3,PG,1,100,15037
1671015046.946320,60272.000,7980,3,PG,1,100,15016
1671015046.986065,60310.500,7995,2,PG,1,100,14970
1671015047.025810,60349.000,7995,2,PG,1,100,14985
1671015047.065864,60387.800,8018,5,PG,1,100,15032
1671015047.105919,60426.600,8018,5,PG,1,100,15059
1671015047.145974,60465.400,8018,5,PG,1,100,15079
1671015047.186028,60504.200,8018,5,PG,1,100,15117
1671015047.226083,60543.000,8018,5,PG,1,100,15106
1671015047.265054,60580.750,8037,4,PG,1,100,15096
1671015047.304024,60618.500,8037,4,PG,1,100,15078
1671015047.342995,60656.250,8037,4,PG,1,100,15068
1671015047.381966,60694.000,8037,4,PG,1,100,15013
1671015047.422227,60733.000,8054,2,PG,1,100,14963
1671015047.462488,60772.000,8054,2,PG,1,100,14887
1671015047.508943,60817.000,8069,2,PG,1,100,14818
1671015047.555398,60862.000,8069,2,PG,1,100,14781
1671015047.596348,60901.667,8089,3,PG,1,100,14773
1671015047.637297,60941.333,8089,3,PG,1,100,14762
1671015047.678246,60981.000,8089,3,PG,1,100,14698
1671015047.718164,61019.667,8105,3,PG,1,100,14630
1671015047.758081,61058.333,8105,3,PG,1,100,14560
1671015047.797998,61097.000,8105,3,PG,1,100,14462
1671015047.838259,61136.000,8122,2,PG,1,100,14382
1671015047.878520,61175.000,8122,2,PG,1,100,14323
1671015047.918437,61213.667,8140,3,PG,1,100,14313
1671015047.958354,61252.333,8140,3,PG,1,100,14251
1671015047.998271,61291.000,8140,3,PG,1,100,14172
1671015048.037500,61329.000,8161,3,PG,1,100,14163
1671015048.076729,61367.000,8161,3,PG,1,100,14103
1671015048.115957,61405.000,8161,3,PG,1,100,14007
1671015048.156219,61444.000,8177,2,PG,1,100,13927
1671015048.196480,61483.000,8177,2,PG,1,100,13914
1671015048.237085,61522.333,8194,3,PG,1,100,13930
1671015048.277690,61561.667,8194,3,PG,1,100,13917
1671015048.318295,61601.000,8194,3,PG,1,100,13872
1671015048.359589,61641.000,8211,2,PG,1,100,13903
1671015048.400882,61681.000,8211,2,PG,1,100,13901
1671015048.441488,61720.333,8228,3,PG,1,100,13907
1671015048.482093,61759.667,8228,3,PG,1,100,13905
1671015048.522698,61799.000,8228,3,PG,1,100,13886
1671015048.562443,61837.500,8245,2,PG,1,100,13855
1671015048.602188,61876.000,8245,2,PG,1,100,13817
1671015048.641417,61914.000,8263,3,PG,1,100,13766
1671015048.680646,61952.000,8263,3,PG,1,100,13731
1671015048.719875,61990.000,8263,3,PG,1,100,13673
1671015048.759104,62028.000,8279,3,PG,1,100,13610
1671015048.798332,62066.000,8279,3,PG,1,100,13556
1671015048.837561,62104.000,8279,3,PG,1,100,13567
1671015048.877822,62143.000,8296,2,PG,1,100,13576
1671015048.918083,62182.000,8296,2,PG,1,100,13574
1671015048.959033,62221.667,8312,3,PG,1,100,13570
1671015048.999982,62261.333,8312,3,PG,1,100,13591
1671015049.040931,62301.000,8312,3,PG,1,100,13587
1671015049.081709,62340.500,8333,2,PG,1,100,13598
1671015049.122486,62380.000,8333,2,PG,1,100,13602
1671015049.166877,62423.000,8349,3,PG,1,100,13621
1671015049.211267,62466.000,8349,3,PG,1,100,13644
1671015049.255658,62509.000,8349,3,PG,1,100,13656
1671015049.295919,62548.000,8367,2,PG,1,100,13628
1671015049.336180,62587.000,8367,2,PG,1,100,13576
1671015049.376097,62625.667,8383,3,PG,1,100,13508
1671015049.416014,62664.333,8383,3,PG,1,100,13482
1671015049.455931,62703.000,8383,3,PG,1,100,13447
1671015049.495160,62741.000,8398,3,PG,1,100,13377
1671015049.534389,62779.000,8398,3,PG,1,100,13350
1671015049.573617,62817.000,8398,3,PG,1,100,13376
1671015049.612846,62855.000,8417,2,PG,1,100,13393
1671015049.652075,62893.000,8417,2,PG,1,100,13447
1671015049.691648,62931.333,8435,3,PG,1,100,13476
1671015049.731221,62969.667,8435,3,PG,1,100,13640
1671015049.770794,63008.000,8435,3,PG,1,100,13836
1671015049.812087,63048.000,8451,2,PG,1,100,13886
1671015049.853381,63088.000,8451,2,PG,1,100,13902
1671015049.893986,63127.333,8467,3,PG,1,100,13859
1671015049.934591,63166.667,8467,3,PG,1,100,13833
1671015049.975197,63206.000,8467,3,PG,1,100,13788
1671015050.015114,63244.667,8485,3,PG,1,100,13775
1671015050.055031,63283.333,8485,3,PG,1,100,13727
1671015050.094948,63322.000,8485,3,PG,1,100,13697
1671015050.134176,63360.000,8505,2,PG,1,100,13684
1671015050.173405,63398.000,8505,2,PG,1,100,13675
1671015050.212978,63436.333,8521,3,PG,1,100,13651
1671015050.252551,63474.667,8521,3,PG,1,100,13641
1671015050.292124,63513.000,8521,3,PG,1,100,13634
1671015050.332041,63551.667,8539,3,PG,1,100,13632
1671015050.371958,63590.333,8539,3,PG,1,100,13610
1671015050.411875,63629.000,8539,3,PG,1,100,13572
1671015050.452652,63668.500,8555,2,PG,1,100,13553
1671015050.493430,63708.000,8555,2,PG,1,100,13531
1671015050.534379,63747.667,8572,3,PG,1,100,13523
1671015050.575328,63787.333,8572,3,PG,1,100,13523
1671015050.616278,63827.000,8572,3,PG,1,100,13536
1671015050.656539,63866.000,8592,2,PG,1,100,13581
1671015050.696800,63905.000,8592,2,PG,1,100,13617
1671015050.740846,63947.667,8609,3,PG,1,100,13664
1671015050.784893,63990.333,8609,3,PG,1,100,13706
1671015050.828939,64033.000,8609,3,PG,1,100,13705
1671015050.868168,64071.000,8624,2,PG,1,100,13729
1671015050.907397,64109.000,8624,2,PG,1,100,13733
1671015050.946970,64147.333,8641,3,PG,1,100,13745
1671015050.986543,64185.667,8641,3,PG,1,100,13765
1671015051.026116,64224.000,8641,3,PG,1,100,13790
1671015051.065344,64262.000,8659,2,PG,1,100,13813
1671015051.104573,64300.000,8659,2,PG,1,100,13838
1671015051.144834,64339.000,8676,3,PG,1,100,13849
1671015051.185096,64378.000,8676,3,PG,1,100,13861
1671015051.225357,64417.000,8676,3,PG,1,100,13871
1671015051.266306,64456.667,8695,3,PG,1,100,13883
1671015051.307255,64496.333,8695,3,PG,1,100,13874
1671015051.348205,64536.000,8695,3,PG,1,100,13867
1671015051.388466,64575.000,8711,2,PG,1,100,13855
1671015051.428727,64614.000,8711,2,PG,1,100,13878
1671015051.468644,64652.667,8727,3,PG,1,100,13897
1671015051.508561,64691.333,8727,3,PG,1,100,13940
1671015051.548478,64730.000,8727,3,PG,1,100,13952
1671015051.588223,64768.500,8744,2,PG,1,100,13958
1671015051.627968,64807.000,8744,2,PG,1,100,13928
1671015051.667541,64845.333,8764,3,PG,1,100,13855
1671015051.707114,64883.667,8764,3,PG,1,100,13700
1671015051.746687,64922.000,8764,3,PG,1,100,13558
1671015051.786604,64960.667,8781,3,PG,1,100,13412
1671015051.826521,64999.333,8781,3,PG,1,100,13293
1671015051.866438,65038.000,8781,3,PG,1,100,13168
1671015051.906183,65076.500,8795,2,PG,1,100,13137
1671015051.945928,65115.000,8795,2,PG,1,100,13193
1671015051.985501,65153.333,8813,3,PG,1,100,13262
1671015052.025074,65191.667,8813,3,PG,1,100,13324
1671015052.064647,65230.000,8813,3,PG,1,100,13402
1671015052.104564,65268.667,8832,3,PG,1,100,13415
1671015052.144481,65307.333,8832,3,PG,1,100,13366
1671015052.184398,65346.000,8832,3,PG,1,100,13277
1671015052.224143,65384.500,8851,2,PG,1,100,13256
1671015052.263888,65423.000,8851,2,PG,1,100,13269
1671015052.306007,65463.800,8876,5,PG,1,100,13345
1671015052.348126,65504.600,8876,5,PG,1,100,13362
1671015052.390246,65545.400,8876,5,PG,1,100,13372
1671015052.432365,65586.200,8876,5,PG,1,100,13377
1671015052.474484,65627.000,8876,5,PG,1,100,13407
1671015052.514057,65665.333,8892,3,PG,1,100,13390
1671015052.553630,65703.667,8892,3,PG,1,100,13372
1671015052.593203,65742.000,8892,3,PG,1,100,13321
1671015052.633464,65781.000,8911,2,PG,1,100,13173
1671015052.673726,65820.000,8911,2,PG,1,100,13024
1671015052.714675,65859.667,8929,3,PG,1,100,12970
1671015052.755624,65899.333,8929,3,PG,1,100,12855
1671015052.796574,65939.000,8929,3,PG,1,100,12751
1671015052.837351,65978.500,8944,2,PG,1,100,12729
1671015052.878128,66018.000,8944,2,PG,1,100,12768
1671015052.918045,66056.667,8960,3,PG,1,100,12883
1671015052.957962,66095.333,8960,3,PG,1,100,12882
1671015052.997879,66134.000,8960,3,PG,1,100,12893
1671015053.036764,66171.667,8981,3,PG,1,100,12890
1671015053.075649,66209.333,8981,3,PG,1,100,12967
1671015053.114533,66247.000,8981,3,PG,1,100,13141
1671015053.154794,66286.000,8997,2,PG,1,100,13346
1671015053.195056,66325.000,8997,2,PG,1,100,13574
1671015053.234973,66363.667,9016,3,PG,1,100,13743
1671015053.274890,66402.333,9016,3,PG,1,100,13775
1671015053.314807,66441.000,9016,3,PG,1,100,13703
1671015053.354724,66479.667,9033,3,PG,1,100,13593
1671015053.394641,66518.333,9033,3,PG,1,100,13568
1671015053.434558,66557.000,9033,3,PG,1,100,13608
1671015053.474303,66595.500,9050,2,PG,1,100,13633
1671015053.514048,66634.000,9050,2,PG,1,100,13645
1671015053.554051,66672.750,9069,4,PG,1,100,13628
1671015053.594054,66711.500,9069,4,PG,1,100,13641
1671015053.634057,66750.250,9069,4,PG,1,100,13659
1671015053.674060,66789.000,9069,4,PG,1,100,13665
1671015053.713289,66827.000,9087,2,PG,1,100,13700
1671015053.752518,66865.000,9087,2,PG,1,100,13706
1671015053.792435,66903.667,9103,3,PG,1,100,13792
1671015053.832352,66942.333,9103,3,PG,1,100,13950
1671015053.872269,66981.000,9103,3,PG,1,100,14082
1671015053.912186,67019.667,9120,3,PG,1,100,14119
1671015053.952103,67058.333,9120,3,PG,1,100,14166
1671015053.992020,67097.000,9120,3,PG,1,100,14178
1671015054.031765,67135.500,9137,2,PG,1,100,14234
1671015054.071510,67174.000,9137,2,PG,1,100,14250
1671015054.117449,67218.500,9155,2,PG,1,100,14257
1671015054.163388,67263.000,9155,2,PG,1,100,14267
1671015054.203649,67302.000,9173,3,PG,1,100,14269
1671015054.243910,67341.000,9173,3,PG,1,100,14301
1671015054.284171,67380.000,9173,3,PG,1,100,14315
1671015054.324088,67418.667,9191,3,PG,1,100,14323
1671015054.364005,67457.333,9191,3,PG,1,100,14332
1671015054.403922,67496.000,9191,3,PG,1,100,14339
1671015054.443667,67534.500,9206,2,PG,1,100,14343
1671015054.483412,67573.000,9206,2,PG,1,100,14353
1671015054.522641,67611.000,9222,3,PG,1,100,14365
1671015054.561870,67649.000,9222,3,PG,1,100,14379
1671015054.601099,67687.000,9222,3,PG,1,100,14376
1671015054.641016,67725.667,9242,3,PG,1,100,14372
1671015054.680933,67764.333,9242,3,PG,1,100,14378
1671015054.720850,67803.000,9242,3,PG,1,100,14390
1671015054.761111,67842.000,9259,2,PG,1,100,14381
1671015054.801372,67881.000,9259,2,PG,1,100,14395
1671015054.841289,67919.667,9275,3,PG,1,100,14389
1671015054.881206,67958.333,9275,3,PG,1,100,14391
1671015054.921123,67997.000,9275,3,PG,1,100,14398
1671015054.960868,68035.500,9291,2,PG,1,100,14402
1671015055.000613,68074.000,9291,2,PG,1,100,14399
1671015055.040530,68112.667,9309,3,PG,1,100,14404
1671015055.080447,68151.333,9309,3,PG,1,100,14402
1671015055.120364,68190.000,9309,3,PG,1,100,14425
1671015055.159593,68228.000,9329,3,PG,1,100,14418
1671015055.198822,68266.000,9329,3,PG,1,100,14414
