LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,B%
1671015097.898346,109628.000,16459,1,B%,1,100,91
1671015098.894552,110593.000,16632,1,B%,1,100,91
1671015099.896951,111564.000,16800,1,B%,1,100,91
1671015100.893156,112529.000,16961,1,B%,1,100,90
1671015101.899685,113504.000,17118,1,B%,1,100,91
1671015102.898987,114472.000,17299,1,B%,1,100,91
1671015103.897257,115439.000,17455,1,B%,1,100,91
1671015104.895527,116406.000,17634,1,B%,1,100,91
1671015105.890700,117370.000,17781,1,B%,1,100,90
1671015106.885873,118334.000,17956,1,B%,1,100,90
1671015107.881045,119298.000,18132,1,B%,1,100,90
1671015108.877251,120263.000,18294,1,B%,1,100,90
1671015109.877585,121232.000,18452,1,B%,1,100,91
1671015110.873791,122197.000,18634,1,B%,1,100,91
1671015111.878254,123170.000,18812,1,B%,1,100,91
1671015112.877557,124138.000,18971,1,B%,1,100,90
1671015113.877891,125107.000,19129,1,B%,1,100,90
1671015114.876161,126074.000,19304,1,B%,1,100,89
1671015115.875463,127042.000,19468,1,B%,1,100,90
1671015116.868572,128004.000,19643,1,B%,1,100,90
1671015117.863744,128968.000,19803,1,B%,1,100,90
1671015118.859950,129933.000,19980,1,B%,1,100,90
1671015119.859252,130901.000,20137,1,B%,1,100,90
1671015120.857522,131868.000,20314,1,B%,1,100,91
1671015121.857857,132837.000,20461,1,B%,1,100,90
1671015122.858191,133806.000,20636,1,B%,1,100,91
1671015123.855429,134772.000,20812,1,B%,1,100,91
1671015124.854731,135740.000,20970,1,B%,1,100,91
1671015125.857130,136711.000,21144,1,B%,1,100,91
1671015126.849206,137672.000,21292,1,B%,1,100,91
1671015127.845411,138637.000,21469,1,B%,1,100,90
1671015128.840584,139601.000,21628,1,B%,1,100,91
1671015129.839886,140569.000,21806,1,B%,1,100,90
1671015130.838156,141536.000,21966,1,B%,1,100,90
1671015131.838491,142505.000,22132,1,B%,1,100,90
1671015132.841923,143477.000,22308,1,B%,1,100,89
1671015133.839160,144443.000,22466,1,B%,1,100,90
1671015134.840527,145413.000,22643,1,B%,1,100,90
1671015135.843959,146385.000,22805,1,B%,1,100,90
1671015136.836035,147346.000,22983,1,B%,1,100,90
1671015137.834304,148313.000,23125,1,B%,1,100,90
1671015138.827413,149275.000,23302,1,B%,1,100,90
1671015139.826715,150243.000,23478,1,B%,1,100,90
1671015140.821888,151207.000,23639,1,B%,1,100,90
1671015141.824287,152178.000,23798,1,B%,1,100,90
1671015142.825654,153148.000,23972,1,B%,1,100,90
1671015143.820827,154112.000,24148,1,B%,1,100,90
