LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,B%
1671015036.013870,49682.000,6201,1,B%,1,100,92
1671015037.015237,50652.000,6362,1,B%,1,100,92
1671015038.013507,51619.000,6536,1,B%,1,100,91
1671015039.012810,52587.000,6693,1,B%,1,100,91
1671015040.016241,53559.000,6865,1,B%,1,100,92
1671015041.009349,54521.000,7020,1,B%,1,100,92
1671015042.009684,55490.000,7199,1,B%,1,100,92
1671015043.005889,56455.000,7353,1,B%,1,100,91
1671015044.001062,57419.000,7525,1,B%,1,100,91
1671015044.996235,58383.000,7681,1,B%,1,100,92
1671015045.993473,59349.000,7835,1,B%,1,100,92
1671015046.992775,60317.000,8010,1,B%,1,100,92
1671015047.991045,61284.000,8153,1,B%,1,100,92
1671015048.992412,62254.000,8326,1,B%,1,100,92
1671015049.995843,63226.000,8481,1,B%,1,100,92
1671015050.993081,64192.000,8656,1,B%,1,100,92
1671015051.992383,65160.000,8828,1,B%,1,100,92
1671015052.990653,66127.000,8975,1,B%,1,100,92
1671015053.984793,67090.000,9133,1,B%,1,100,91
1671015054.979966,68054.000,9306,1,B%,1,100,91
1671015055.978236,69021.000,9460,1,B%,1,100,91
1671015056.976506,69988.000,9635,1,B%,1,100,91
1671015057.975808,70956.000,9800,1,B%,1,100,92
1671015058.972014,71921.000,9955,1,B%,1,100,91
1671015059.975445,72893.000,10131,1,B%,1,100,91
1671015060.975780,73862.000,10286,1,B%,1,100,92
1671015061.975082,74830.000,10461,1,B%,1,100,91
1671015062.973352,75797.000,10620,1,B%,1,100,91
1671015063.967493,76760.000,10795,1,B%,1,100,91
1671015064.962666,77724.000,10953,1,B%,1,100,91
1671015065.960935,78691.000,11107,1,B%,1,100,92
1671015066.959205,79658.000,11280,1,B%,1,100,91
1671015067.958508,80626.000,11452,1,B%,1,100,92
1671015068.953681,81590.000,11617,1,B%,1,100,91
1671015069.960209,82565.000,11793,1,B%,1,100,91
1671015070.957447,83531.000,11948,1,B%,1,100,91
1671015071.958814,84501.000,12124,1,B%,1,100,91
1671015072.958116,85469.000,12281,1,B%,1,100,91
1671015073.951224,86431.000,12445,1,B%,1,100,91
1671015074.948462,87397.000,12622,1,B%,1,100,91
1671015075.943635,88361.000,12779,1,B%,1,100,91
1671015076.941905,89328.000,12956,1,B%,1,100,91
1671015077.938110,90293.000,13112,1,B%,1,100,90
1671015078.933283,91257.000,13277,1,B%,1,100,90
1671015079.938779,92231.000,13441,1,B%,1,100,90
1671015080.936017,93197.000,13613,1,B%,1,100,90
1671015081.938416,94168.000,13771,1,B%,1,100,90
1671015082.939783,95138.000,13952,1,B%,1,100,90
1671015083.931859,96099.000,14112,1,B%,1,100,90
1671015084.931161,97067.000,14289,1,B%,1,100,90
1671015085.926334,98031.000,14452,1,B%,1,100,91
1671015086.924604,98998.000,14611,1,B%,1,100,91
1671015087.919776,99962.000,14786,1,B%,1,100,91
1671015088.915982,100927.000,14942,1,B%,1,100,91
1671015089.919413,101899.000,15124,1,B%,1,100,90
1671015090.915619,102864.000,15288,1,B%,1,100,91
1671015091.919050,103836.000,15464,1,B%,1,100,91
1671015092.919385,104805.000,15622,1,B%,1,100,91
1671015093.912493,105767.000,15783,1,B%,1,100,91
1671015094.912827,106736.000,15946,1,B%,1,100,91
1671015095.905936,107698.000,16119,1,B%,1,100,91
1671015096.903173,108664.000,16278,1,B%,1,100,91
