LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AY
1671015040.379624,53911.000,6910,2,AY,1,100,-0.879
1671015040.424358,53954.333,6926,3,AY,1,100,-0.872
1671015040.469093,53997.667,6926,3,AY,1,100,-0.871
1671015040.513828,54041.000,6926,3,AY,1,100,-0.852
1671015040.553573,54079.500,6946,2,AY,1,100,-0.879
1671015040.593318,54118.000,6946,2,AY,1,100,-0.877
1671015040.633579,54157.000,6963,3,AY,1,100,-0.877
1671015040.673840,54196.000,6963,3,AY,1,100,-0.874
1671015040.714101,54235.000,6963,3,AY,1,100,-0.859
1671015040.753846,54273.500,6978,2,AY,1,100,-0.873
1671015040.793591,54312.000,6978,2,AY,1,100,-0.872
1671015040.832476,54349.667,6994,3,AY,1,100,-0.890
1671015040.871360,54387.333,6994,3,AY,1,100,-0.868
1671015040.910245,54425.000,6994,3,AY,1,100,-0.875
1671015040.950162,54463.667,7011,3,AY,1,100,-0.875
1671015040.990079,54502.333,7011,3,AY,1,100,-0.884
1671015041.029996,54541.000,7011,3,AY,1,100,-0.871
1671015041.069741,54579.500,7033,2,AY,1,100,-0.881
1671015041.109486,54618.000,7033,2,AY,1,100,-0.877
1671015041.149403,54656.667,7050,3,AY,1,100,-0.877
1671015041.189320,54695.333,7050,3,AY,1,100,-0.860
1671015041.229237,54734.000,7050,3,AY,1,100,-0.886
1671015041.269842,54773.333,7064,3,AY,1,100,-0.874
1671015041.310448,54812.667,7064,3,AY,1,100,-0.871
1671015041.351053,54852.000,7064,3,AY,1,100,-0.869
1671015041.391314,54891.000,7082,2,AY,1,100,-0.874
1671015041.431575,54930.000,7082,2,AY,1,100,-0.894
1671015041.471492,54968.667,7098,3,AY,1,100,-0.887
1671015041.511409,55007.333,7098,3,AY,1,100,-0.888
1671015041.551326,55046.000,7098,3,AY,1,100,-0.875
1671015041.598298,55091.500,7118,2,AY,1,100,-0.864
1671015041.645269,55137.000,7118,2,AY,1,100,-0.880
1671015041.684842,55175.333,7133,3,AY,1,100,-0.887
1671015041.724415,55213.667,7133,3,AY,1,100,-0.878
1671015041.763988,55252.000,7133,3,AY,1,100,-0.876
1671015041.803905,55290.667,7155,3,AY,1,100,-0.871
1671015041.843822,55329.333,7155,3,AY,1,100,-0.878
1671015041.883739,55368.000,7155,3,AY,1,100,-0.885
1671015041.923484,55406.500,7171,2,AY,1,100,-0.875
1671015041.963229,55445.000,7171,2,AY,1,100,-0.881
1671015042.002802,55483.333,7190,3,AY,1,100,-0.868
1671015042.042375,55521.667,7190,3,AY,1,100,-0.872
1671015042.081948,55560.000,7190,3,AY,1,100,-0.879
1671015042.121865,55598.667,7210,3,AY,1,100,-0.880
1671015042.161782,55637.333,7210,3,AY,1,100,-0.876
1671015042.201699,55676.000,7210,3,AY,1,100,-0.875
1671015042.240927,55714.000,7227,3,AY,1,100,-0.883
1671015042.280156,55752.000,7227,3,AY,1,100,-0.874
1671015042.319385,55790.000,7227,3,AY,1,100,-0.880
1671015042.359646,55829.000,7242,2,AY,1,100,-0.877
1671015042.399907,55868.000,7242,2,AY,1,100,-0.875
1671015042.439824,55906.667,7259,3,AY,1,100,-0.875
1671015042.479741,55945.333,7259,3,AY,1,100,-0.873
1671015042.519658,55984.000,7259,3,AY,1,100,-0.876
1671015042.559403,56022.500,7275,2,AY,1,100,-0.873
1671015042.599148,56061.000,7275,2,AY,1,100,-0.881
1671015042.639066,56099.667,7296,3,AY,1,100,-0.881
1671015042.678982,56138.333,7296,3,AY,1,100,-0.869
1671015042.718899,56177.000,7296,3,AY,1,100,-0.876
1671015042.763634,56220.333,7312,3,AY,1,100,-0.873
1671015042.808369,56263.667,7312,3,AY,1,100,-0.878
1671015042.853103,56307.000,7312,3,AY,1,100,-0.881
1671015042.893364,56346.000,7327,2,AY,1,100,-0.874
1671015042.933625,56385.000,7327,2,AY,1,100,-0.876
1671015042.973543,56423.667,7344,3,AY,1,100,-0.877
1671015043.013460,56462.333,7344,3,AY,1,100,-0.878
1671015043.053377,56501.000,7344,3,AY,1,100,-0.881
1671015043.091573,56538.000,7363,2,AY,1,100,-0.876
1671015043.129770,56575.000,7363,2,AY,1,100,-0.876
1671015043.169687,56613.667,7382,3,AY,1,100,-0.878
1671015043.209604,56652.333,7382,3,AY,1,100,-0.869
1671015043.249521,56691.000,7382,3,AY,1,100,-0.884
1671015043.289782,56730.000,7398,2,AY,1,100,-0.882
1671015043.330043,56769.000,7398,2,AY,1,100,-0.870
1671015043.369960,56807.667,7414,3,AY,1,100,-0.878
1671015043.409877,56846.333,7414,3,AY,1,100,-0.874
1671015043.449794,56885.000,7414,3,AY,1,100,-0.879
1671015043.489711,56923.667,7431,3,AY,1,100,-0.881
1671015043.529628,56962.333,7431,3,AY,1,100,-0.870
1671015043.569545,57001.000,7431,3,AY,1,100,-0.875
1671015043.609290,57039.500,7450,2,AY,1,100,-0.876
1671015043.649035,57078.000,7450,2,AY,1,100,-0.878
1671015043.688608,57116.333,7468,3,AY,1,100,-0.880
1671015043.728181,57154.667,7468,3,AY,1,100,-0.876
1671015043.767754,57193.000,7468,3,AY,1,100,-0.876
1671015043.807499,57231.500,7482,2,AY,1,100,-0.876
1671015043.847244,57270.000,7482,2,AY,1,100,-0.881
1671015043.891979,57313.333,7499,3,AY,1,100,-0.873
1671015043.936713,57356.667,7499,3,AY,1,100,-0.870
1671015043.981448,57400.000,7499,3,AY,1,100,-0.879
1671015044.021193,57438.500,7516,2,AY,1,100,-0.869
1671015044.060938,57477.000,7516,2,AY,1,100,-0.882
1671015044.100511,57515.333,7538,3,AY,1,100,-0.881
1671015044.140084,57553.667,7538,3,AY,1,100,-0.878
1671015044.179656,57592.000,7538,3,AY,1,100,-0.877
1671015044.219918,57631.000,7553,3,AY,1,100,-0.880
1671015044.260179,57670.000,7553,3,AY,1,100,-0.875
1671015044.300440,57709.000,7553,3,AY,1,100,-0.865
1671015044.340185,57747.500,7570,2,AY,1,100,-0.879
1671015044.379930,57786.000,7570,2,AY,1,100,-0.883
1671015044.419847,57824.667,7586,3,AY,1,100,-0.884
1671015044.459764,57863.333,7586,3,AY,1,100,-0.877
1671015044.499681,57902.000,7586,3,AY,1,100,-0.879
1671015044.538910,57940.000,7606,3,AY,1,100,-0.862
1671015044.578138,57978.000,7606,3,AY,1,100,-0.893
1671015044.617367,58016.000,7606,3,AY,1,100,-0.878
1671015044.657284,58054.667,7623,3,AY,1,100,-0.870
1671015044.697201,58093.333,7623,3,AY,1,100,-0.878
1671015044.737118,58132.000,7623,3,AY,1,100,-0.870
1671015044.777035,58170.667,7640,3,AY,1,100,-0.868
1671015044.816952,58209.333,7640,3,AY,1,100,-0.881
1671015044.856869,58248.000,7640,3,AY,1,100,-0.875
1671015044.897131,58287.000,7654,2,AY,1,100,-0.873
1671015044.937392,58326.000,7654,2,AY,1,100,-0.875
1671015044.983847,58371.000,7672,2,AY,1,100,-0.864
1671015045.030302,58416.000,7672,2,AY,1,100,-0.883
1671015045.070219,58454.667,7693,3,AY,1,100,-0.875
1671015045.110136,58493.333,7693,3,AY,1,100,-0.865
1671015045.150053,58532.000,7693,3,AY,1,100,-0.878
1671015045.189626,58570.333,7710,3,AY,1,100,-0.876
1671015045.229199,58608.667,7710,3,AY,1,100,-0.875
1671015045.268772,58647.000,7710,3,AY,1,100,-0.875
1671015045.310066,58687.000,7727,2,AY,1,100,-0.883
1671015045.351359,58727.000,7727,2,AY,1,100,-0.868
1671015045.390932,58765.333,7742,3,AY,1,100,-0.880
1671015045.430505,58803.667,7742,3,AY,1,100,-0.880
1671015045.470078,58842.000,7742,3,AY,1,100,-0.878
1671015045.509823,58880.500,7758,2,AY,1,100,-0.870
1671015045.549568,58919.000,7758,2,AY,1,100,-0.886
1671015045.589485,58957.667,7778,3,AY,1,100,-0.910
1671015045.629402,58996.333,7778,3,AY,1,100,-0.892
1671015045.669319,59035.000,7778,3,AY,1,100,-0.902
1671015045.709236,59073.667,7795,3,AY,1,100,-0.899
1671015045.749153,59112.333,7795,3,AY,1,100,-0.986
1671015045.789070,59151.000,7795,3,AY,1,100,-1.106
1671015045.828815,59189.500,7811,2,AY,1,100,-1.064
1671015045.868560,59228.000,7811,2,AY,1,100,-0.962
1671015045.908477,59266.667,7826,3,AY,1,100,-1.275
1671015045.948394,59305.333,7826,3,AY,1,100,-1.068
1671015045.988311,59344.000,7826,3,AY,1,100,-0.982
1671015046.027540,59382.000,7849,3,AY,1,100,-0.938
1671015046.066768,59420.000,7849,3,AY,1,100,-0.833
1671015046.105997,59458.000,7849,3,AY,1,100,-0.716
1671015046.152969,59503.500,7865,2,AY,1,100,-0.772
1671015046.199940,59549.000,7865,2,AY,1,100,-0.556
1671015046.239857,59587.667,7882,3,AY,1,100,-0.862
1671015046.279774,59626.333,7882,3,AY,1,100,-0.768
1671015046.319691,59665.000,7882,3,AY,1,100,-0.796
1671015046.359952,59704.000,7898,2,AY,1,100,-0.645
1671015046.400213,59743.000,7898,2,AY,1,100,-0.741
1671015046.439786,59781.333,7914,3,AY,1,100,-0.865
1671015046.479359,59819.667,7914,3,AY,1,100,-1.055
1671015046.518932,59858.000,7914,3,AY,1,100,-1.288
1671015046.558505,59896.333,7930,3,AY,1,100,-1.229
1671015046.598078,59934.667,7930,3,AY,1,100,-1.224
1671015046.637651,59973.000,7930,3,AY,1,100,-1.151
1671015046.677396,60011.500,7951,2,AY,1,100,-1.322
1671015046.717141,60050.000,7951,2,AY,1,100,-1.170
1671015046.757746,60089.333,7967,3,AY,1,100,-1.264
1671015046.798351,60128.667,7967,3,AY,1,100,-1.074
1671015046.838957,60168.000,7967,3,AY,1,100,-0.951
1671015046.879218,60207.000,7984,2,AY,1,100,-0.930
1671015046.919479,60246.000,7984,2,AY,1,100,-0.750
1671015046.959396,60284.667,8001,3,AY,1,100,-1.062
1671015046.999313,60323.333,8001,3,AY,1,100,-0.730
1671015047.039230,60362.000,8001,3,AY,1,100,-0.914
1671015047.081762,60403.200,8024,5,AY,1,100,-1.373
1671015047.124295,60444.400,8024,5,AY,1,100,-1.136
1671015047.166827,60485.600,8024,5,AY,1,100,-1.323
1671015047.209359,60526.800,8024,5,AY,1,100,-1.277
1671015047.251891,60568.000,8024,5,AY,1,100,-1.029
1671015047.291120,60606.000,8043,3,AY,1,100,-0.937
1671015047.330349,60644.000,8043,3,AY,1,100,-0.935
1671015047.369578,60682.000,8043,3,AY,1,100,-0.924
1671015047.409839,60721.000,8059,3,AY,1,100,-0.991
1671015047.450100,60760.000,8059,3,AY,1,100,-1.018
1671015047.490361,60799.000,8059,3,AY,1,100,-1.137
1671015047.530106,60837.500,8074,2,AY,1,100,-1.242
1671015047.569851,60876.000,8074,2,AY,1,100,-1.382
1671015047.610456,60915.333,8095,3,AY,1,100,-1.289
1671015047.651062,60954.667,8095,3,AY,1,100,-1.309
1671015047.691667,60994.000,8095,3,AY,1,100,-1.167
1671015047.731412,61032.500,8111,2,AY,1,100,-1.039
1671015047.771157,61071.000,8111,2,AY,1,100,-0.971
1671015047.811418,61110.000,8128,3,AY,1,100,-0.796
1671015047.851679,61149.000,8128,3,AY,1,100,-0.870
1671015047.891940,61188.000,8128,3,AY,1,100,-0.812
1671015047.931857,61226.667,8144,3,AY,1,100,-0.997
1671015047.971774,61265.333,8144,3,AY,1,100,-1.245
1671015048.011691,61304.000,8144,3,AY,1,100,-1.100
1671015048.050920,61342.000,8167,2,AY,1,100,-1.070
1671015048.090149,61380.000,8167,2,AY,1,100,-1.086
1671015048.130410,61419.000,8183,3,AY,1,100,-1.040
1671015048.170671,61458.000,8183,3,AY,1,100,-1.125
1671015048.210932,61497.000,8183,3,AY,1,100,-1.143
1671015048.251710,61536.500,8200,2,AY,1,100,-1.217
1671015048.292487,61576.000,8200,2,AY,1,100,-1.110
1671015048.337910,61620.000,8217,3,AY,1,100,-1.073
1671015048.383333,61664.000,8217,3,AY,1,100,-1.083
1671015048.428756,61708.000,8217,3,AY,1,100,-0.968
1671015048.469017,61747.000,8232,2,AY,1,100,-0.985
1671015048.509278,61786.000,8232,2,AY,1,100,-1.001
1671015048.549195,61824.667,8251,3,AY,1,100,-0.949
1671015048.589112,61863.333,8251,3,AY,1,100,-0.996
1671015048.629029,61902.000,8251,3,AY,1,100,-1.126
1671015048.668258,61940.000,8269,3,AY,1,100,-1.086
1671015048.707487,61978.000,8269,3,AY,1,100,-1.088
1671015048.746715,62016.000,8269,3,AY,1,100,-1.077
1671015048.786460,62054.500,8285,2,AY,1,100,-1.038
1671015048.826205,62093.000,8285,2,AY,1,100,-1.067
1671015048.866122,62131.667,8301,3,AY,1,100,-1.113
1671015048.906039,62170.333,8301,3,AY,1,100,-1.049
1671015048.945956,62209.000,8301,3,AY,1,100,-1.006
1671015048.986734,62248.500,8317,2,AY,1,100,-0.905
1671015049.027511,62288.000,8317,2,AY,1,100,-0.944
1671015049.068116,62327.333,8339,3,AY,1,100,-0.798
1671015049.108721,62366.667,8339,3,AY,1,100,-0.872
1671015049.149327,62406.000,8339,3,AY,1,100,-0.825
1671015049.189244,62444.667,8355,3,AY,1,100,-0.818
1671015049.229161,62483.333,8355,3,AY,1,100,-0.929
1671015049.269078,62522.000,8355,3,AY,1,100,-0.938
1671015049.309339,62561.000,8373,2,AY,1,100,-1.008
1671015049.349600,62600.000,8373,2,AY,1,100,-1.038
1671015049.389345,62638.500,8387,2,AY,1,100,-1.060
1671015049.429090,62677.000,8387,2,AY,1,100,-0.961
1671015049.473137,62719.667,8404,3,AY,1,100,-0.965
1671015049.517183,62762.333,8404,3,AY,1,100,-0.870
1671015049.561229,62805.000,8404,3,AY,1,100,-0.882
1671015049.600802,62843.333,8423,3,AY,1,100,-0.974
1671015049.640375,62881.667,8423,3,AY,1,100,-1.005
1671015049.679948,62920.000,8423,3,AY,1,100,-1.207
1671015049.720209,62959.000,8441,2,AY,1,100,-1.212
1671015049.760470,62998.000,8441,2,AY,1,100,-1.183
1671015049.800731,63037.000,8456,3,AY,1,100,-1.118
1671015049.840993,63076.000,8456,3,AY,1,100,-0.980
1671015049.881254,63115.000,8456,3,AY,1,100,-0.901
1671015049.921515,63154.000,8472,2,AY,1,100,-0.899
1671015049.961776,63193.000,8472,2,AY,1,100,-0.910
1671015050.001693,63231.667,8491,3,AY,1,100,-1.010
1671015050.041610,63270.333,8491,3,AY,1,100,-1.095
1671015050.081527,63309.000,8491,3,AY,1,100,-1.182
1671015050.121100,63347.333,8511,3,AY,1,100,-1.166
1671015050.160673,63385.667,8511,3,AY,1,100,-1.146
1671015050.200246,63424.000,8511,3,AY,1,100,-1.118
1671015050.239991,63462.500,8527,2,AY,1,100,-1.009
1671015050.279736,63501.000,8527,2,AY,1,100,-0.950
1671015050.319653,63539.667,8543,3,AY,1,100,-0.905
1671015050.359570,63578.333,8543,3,AY,1,100,-0.846
1671015050.399487,63617.000,8543,3,AY,1,100,-0.849
1671015050.440092,63656.333,8561,3,AY,1,100,-0.901
1671015050.480698,63695.667,8561,3,AY,1,100,-0.923
1671015050.521303,63735.000,8561,3,AY,1,100,-0.984
1671015050.568790,63781.000,8578,2,AY,1,100,-1.005
1671015050.616278,63827.000,8578,2,AY,1,100,-1.041
1671015050.656539,63866.000,8598,2,AY,1,100,-1.109
1671015050.696800,63905.000,8598,2,AY,1,100,-1.208
1671015050.736373,63943.333,8614,3,AY,1,100,-1.055
1671015050.775946,63981.667,8614,3,AY,1,100,-1.068
1671015050.815519,64020.000,8614,3,AY,1,100,-0.893
1671015050.855092,64058.333,8629,3,AY,1,100,-0.854
1671015050.894665,64096.667,8629,3,AY,1,100,-0.976
1671015050.934237,64135.000,8629,3,AY,1,100,-0.926
1671015050.973983,64173.500,8647,2,AY,1,100,-1.004
1671015051.013727,64212.000,8647,2,AY,1,100,-1.022
1671015051.053300,64250.333,8665,3,AY,1,100,-0.984
1671015051.092873,64288.667,8665,3,AY,1,100,-0.946
1671015051.132446,64327.000,8665,3,AY,1,100,-0.998
1671015051.172708,64366.000,8682,2,AY,1,100,-0.968
1671015051.212969,64405.000,8682,2,AY,1,100,-0.943
1671015051.253574,64444.333,8699,3,AY,1,100,-1.015
1671015051.294179,64483.667,8699,3,AY,1,100,-0.945
1671015051.334784,64523.000,8699,3,AY,1,100,-1.048
1671015051.375046,64562.000,8717,3,AY,1,100,-0.892
1671015051.415307,64601.000,8717,3,AY,1,100,-0.890
1671015051.455568,64640.000,8717,3,AY,1,100,-0.812
1671015051.495313,64678.500,8733,2,AY,1,100,-0.861
1671015051.535058,64717.000,8733,2,AY,1,100,-0.849
1671015051.574631,64755.333,8750,3,AY,1,100,-0.943
1671015051.614204,64793.667,8750,3,AY,1,100,-0.883
1671015051.653776,64832.000,8750,3,AY,1,100,-0.878
1671015051.700232,64877.000,8770,2,AY,1,100,-0.857
1671015051.746687,64922.000,8770,2,AY,1,100,-0.833
1671015051.786604,64960.667,8785,3,AY,1,100,-0.915
1671015051.826521,64999.333,8785,3,AY,1,100,-0.943
1671015051.866438,65038.000,8785,3,AY,1,100,-0.944
1671015051.906183,65076.500,8801,2,AY,1,100,-0.964
1671015051.945928,65115.000,8801,2,AY,1,100,-0.826
1671015051.985501,65153.333,8819,3,AY,1,100,-0.860
1671015052.025074,65191.667,8819,3,AY,1,100,-0.824
1671015052.064647,65230.000,8819,3,AY,1,100,-0.876
1671015052.104564,65268.667,8838,3,AY,1,100,-0.768
1671015052.144481,65307.333,8838,3,AY,1,100,-0.748
1671015052.184398,65346.000,8838,3,AY,1,100,-0.844
1671015052.223627,65384.000,8857,3,AY,1,100,-0.805
1671015052.262855,65422.000,8857,3,AY,1,100,-0.883
1671015052.302084,65460.000,8857,3,AY,1,100,-0.806
1671015052.342087,65498.750,8882,4,AY,1,100,-0.796
1671015052.382090,65537.500,8882,4,AY,1,100,-0.820
1671015052.422093,65576.250,8882,4,AY,1,100,-0.837
1671015052.462096,65615.000,8882,4,AY,1,100,-0.757
1671015052.501669,65653.333,8898,3,AY,1,100,-0.830
1671015052.541242,65691.667,8898,3,AY,1,100,-0.856
1671015052.580815,65730.000,8898,3,AY,1,100,-0.794
1671015052.620732,65768.667,8917,3,AY,1,100,-0.828
1671015052.660649,65807.333,8917,3,AY,1,100,-0.822
1671015052.700566,65846.000,8917,3,AY,1,100,-0.810
1671015052.741860,65886.000,8933,2,AY,1,100,-0.913
1671015052.783153,65926.000,8933,2,AY,1,100,-0.945
1671015052.830641,65972.000,8950,2,AY,1,100,-1.120
1671015052.878128,66018.000,8950,2,AY,1,100,-0.936
1671015052.918045,66056.667,8966,3,AY,1,100,-0.873
1671015052.957962,66095.333,8966,3,AY,1,100,-0.814
1671015052.997879,66134.000,8966,3,AY,1,100,-0.695
1671015053.036764,66171.667,8987,3,AY,1,100,-0.751
1671015053.075649,66209.333,8987,3,AY,1,100,-0.812
1671015053.114533,66247.000,8987,3,AY,1,100,-1.015
1671015053.154450,66285.667,9003,3,AY,1,100,-1.133
1671015053.194367,66324.333,9003,3,AY,1,100,-1.061
1671015053.234284,66363.000,9003,3,AY,1,100,-0.922
1671015053.274546,66402.000,9020,2,AY,1,100,-0.780
1671015053.314807,66441.000,9020,2,AY,1,100,-0.759
1671015053.354724,66479.667,9039,3,AY,1,100,-0.923
1671015053.394641,66518.333,9039,3,AY,1,100,-0.901
1671015053.434558,66557.000,9039,3,AY,1,100,-0.921
1671015053.474303,66595.500,9056,2,AY,1,100,-0.876
1671015053.514048,66634.000,9056,2,AY,1,100,-0.881
1671015053.554051,66672.750,9075,4,AY,1,100,-0.895
1671015053.594054,66711.500,9075,4,AY,1,100,-0.892
1671015053.634057,66750.250,9075,4,AY,1,100,-0.897
1671015053.674060,66789.000,9075,4,AY,1,100,-0.880
1671015053.713289,66827.000,9093,2,AY,1,100,-0.870
1671015053.752518,66865.000,9093,2,AY,1,100,-0.940
1671015053.792435,66903.667,9109,3,AY,1,100,-0.895
