LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GX
1671015043.609290,57039.500,7452,2,GX,1,100,0.366
1671015043.649035,57078.000,7452,2,GX,1,100,-0.214
1671015043.688608,57116.333,7470,3,GX,1,100,-0.092
1671015043.728181,57154.667,7470,3,GX,1,100,-0.305
1671015043.767754,57193.000,7470,3,GX,1,100,0.244
1671015043.807499,57231.500,7484,2,GX,1,100,-0.183
1671015043.847244,57270.000,7484,2,GX,1,100,-0.153
1671015043.891979,57313.333,7501,3,GX,1,100,0.244
1671015043.936713,57356.667,7501,3,GX,1,100,0.916
1671015043.981448,57400.000,7501,3,GX,1,100,0.488
1671015044.021193,57438.500,7518,2,GX,1,100,-0.732
1671015044.060938,57477.000,7518,2,GX,1,100,-0.458
1671015044.100511,57515.333,7540,3,GX,1,100,-0.946
1671015044.140084,57553.667,7540,3,GX,1,100,0.031
1671015044.179656,57592.000,7540,3,GX,1,100,0.397
1671015044.219918,57631.000,7555,3,GX,1,100,0.336
1671015044.260179,57670.000,7555,3,GX,1,100,0.763
1671015044.300440,57709.000,7555,3,GX,1,100,0.061
1671015044.340185,57747.500,7572,2,GX,1,100,-0.427
1671015044.379930,57786.000,7572,2,GX,1,100,-1.251
1671015044.419847,57824.667,7588,3,GX,1,100,0.305
1671015044.459764,57863.333,7588,3,GX,1,100,0.122
1671015044.499681,57902.000,7588,3,GX,1,100,1.160
1671015044.538910,57940.000,7608,3,GX,1,100,0.977
1671015044.578138,57978.000,7608,3,GX,1,100,0.397
1671015044.617367,58016.000,7608,3,GX,1,100,1.068
1671015044.657284,58054.667,7625,3,GX,1,100,0.641
1671015044.697201,58093.333,7625,3,GX,1,100,1.099
1671015044.737118,58132.000,7625,3,GX,1,100,1.556
1671015044.777035,58170.667,7642,3,GX,1,100,1.373
1671015044.816952,58209.333,7642,3,GX,1,100,-0.458
1671015044.856869,58248.000,7642,3,GX,1,100,0.153
1671015044.897131,58287.000,7656,2,GX,1,100,0.275
1671015044.937392,58326.000,7656,2,GX,1,100,-0.244
1671015044.983847,58371.000,7674,2,GX,1,100,-0.305
1671015045.030302,58416.000,7674,2,GX,1,100,-0.214
1671015045.070219,58454.667,7695,3,GX,1,100,-0.793
1671015045.110136,58493.333,7695,3,GX,1,100,-0.885
1671015045.150053,58532.000,7695,3,GX,1,100,-0.885
1671015045.189626,58570.333,7712,3,GX,1,100,0.153
1671015045.229199,58608.667,7712,3,GX,1,100,-0.397
1671015045.268772,58647.000,7712,3,GX,1,100,-0.946
1671015045.310066,58687.000,7729,2,GX,1,100,-0.122
1671015045.351359,58727.000,7729,2,GX,1,100,-0.153
1671015045.390932,58765.333,7744,3,GX,1,100,0.488
1671015045.430505,58803.667,7744,3,GX,1,100,0.000
1671015045.470078,58842.000,7744,3,GX,1,100,0.397
1671015045.509823,58880.500,7760,2,GX,1,100,0.702
1671015045.549568,58919.000,7760,2,GX,1,100,0.031
1671015045.589485,58957.667,7780,3,GX,1,100,-0.824
1671015045.629402,58996.333,7780,3,GX,1,100,-3.448
1671015045.669319,59035.000,7780,3,GX,1,100,-3.845
1671015045.709236,59073.667,7797,3,GX,1,100,-4.578
1671015045.749153,59112.333,7797,3,GX,1,100,-15.717
1671015045.789070,59151.000,7797,3,GX,1,100,0.671
1671015045.828815,59189.500,7813,2,GX,1,100,47.760
1671015045.868560,59228.000,7813,2,GX,1,100,42.358
1671015045.908477,59266.667,7828,3,GX,1,100,-44.434
1671015045.948394,59305.333,7828,3,GX,1,100,-74.829
1671015045.988311,59344.000,7828,3,GX,1,100,-49.530
1671015046.027540,59382.000,7851,3,GX,1,100,-79.529
1671015046.066768,59420.000,7851,3,GX,1,100,-99.579
1671015046.105997,59458.000,7851,3,GX,1,100,-101.929
1671015046.152969,59503.500,7867,2,GX,1,100,-130.432
1671015046.199940,59549.000,7867,2,GX,1,100,-83.405
1671015046.239857,59587.667,7884,3,GX,1,100,-65.582
1671015046.279774,59626.333,7884,3,GX,1,100,-1.587
1671015046.319691,59665.000,7884,3,GX,1,100,41.443
1671015046.359952,59704.000,7900,2,GX,1,100,53.009
1671015046.400213,59743.000,7900,2,GX,1,100,42.877
1671015046.439786,59781.333,7916,3,GX,1,100,47.821
1671015046.479359,59819.667,7916,3,GX,1,100,57.953
1671015046.518932,59858.000,7916,3,GX,1,100,47.333
1671015046.558505,59896.333,7932,3,GX,1,100,56.427
1671015046.598078,59934.667,7932,3,GX,1,100,52.795
1671015046.637651,59973.000,7932,3,GX,1,100,33.844
1671015046.677396,60011.500,7953,2,GX,1,100,-0.061
1671015046.717141,60050.000,7953,2,GX,1,100,-1.617
1671015046.757746,60089.333,7969,3,GX,1,100,-37.109
1671015046.798351,60128.667,7969,3,GX,1,100,-77.545
1671015046.838957,60168.000,7969,3,GX,1,100,-63.080
1671015046.879218,60207.000,7986,2,GX,1,100,-100.830
1671015046.919479,60246.000,7986,2,GX,1,100,-118.073
1671015046.959396,60284.667,8003,3,GX,1,100,-145.233
1671015046.999313,60323.333,8003,3,GX,1,100,-89.325
1671015047.039230,60362.000,8003,3,GX,1,100,-85.602
1671015047.081762,60403.200,8026,5,GX,1,100,-156.738
1671015047.124295,60444.400,8026,5,GX,1,100,-61.218
1671015047.166827,60485.600,8026,5,GX,1,100,-1.312
1671015047.209359,60526.800,8026,5,GX,1,100,-29.327
1671015047.251891,60568.000,8026,5,GX,1,100,36.713
1671015047.291120,60606.000,8045,3,GX,1,100,47.852
1671015047.330349,60644.000,8045,3,GX,1,100,20.599
1671015047.369578,60682.000,8045,3,GX,1,100,36.102
1671015047.409839,60721.000,8061,3,GX,1,100,52.826
1671015047.450100,60760.000,8061,3,GX,1,100,52.124
1671015047.490361,60799.000,8061,3,GX,1,100,43.640
1671015047.530106,60837.500,8076,2,GX,1,100,54.504
1671015047.569851,60876.000,8076,2,GX,1,100,48.279
1671015047.610456,60915.333,8097,3,GX,1,100,45.471
1671015047.651062,60954.667,8097,3,GX,1,100,9.827
1671015047.691667,60994.000,8097,3,GX,1,100,-30.487
1671015047.731412,61032.500,8113,2,GX,1,100,-57.526
1671015047.771157,61071.000,8113,2,GX,1,100,-87.036
1671015047.811418,61110.000,8130,3,GX,1,100,-97.626
1671015047.851679,61149.000,8130,3,GX,1,100,-117.615
1671015047.891940,61188.000,8130,3,GX,1,100,-125.092
1671015047.931857,61226.667,8146,3,GX,1,100,-97.748
1671015047.971774,61265.333,8146,3,GX,1,100,-77.026
1671015048.011691,61304.000,8146,3,GX,1,100,23.895
1671015048.050920,61342.000,8169,2,GX,1,100,56.610
1671015048.090149,61380.000,8169,2,GX,1,100,79.620
1671015048.130410,61419.000,8185,3,GX,1,100,113.922
1671015048.170671,61458.000,8185,3,GX,1,100,104.340
1671015048.210932,61497.000,8185,3,GX,1,100,52.338
1671015048.251710,61536.500,8202,2,GX,1,100,18.860
1671015048.292487,61576.000,8202,2,GX,1,100,29.236
1671015048.337910,61620.000,8219,3,GX,1,100,43.030
1671015048.383333,61664.000,8219,3,GX,1,100,29.327
1671015048.428756,61708.000,8219,3,GX,1,100,44.708
1671015048.469017,61747.000,8234,2,GX,1,100,45.319
1671015048.509278,61786.000,8234,2,GX,1,100,23.621
1671015048.549195,61824.667,8253,3,GX,1,100,28.137
1671015048.589112,61863.333,8253,3,GX,1,100,29.297
1671015048.629029,61902.000,8253,3,GX,1,100,11.536
1671015048.668258,61940.000,8271,3,GX,1,100,18.097
1671015048.707487,61978.000,8271,3,GX,1,100,28.442
1671015048.746715,62016.000,8271,3,GX,1,100,19.135
1671015048.786460,62054.500,8287,2,GX,1,100,23.529
1671015048.826205,62093.000,8287,2,GX,1,100,5.280
1671015048.866122,62131.667,8303,3,GX,1,100,-16.815
1671015048.906039,62170.333,8303,3,GX,1,100,-18.799
1671015048.945956,62209.000,8303,3,GX,1,100,-26.764
1671015048.986734,62248.500,8319,2,GX,1,100,-22.369
1671015049.027511,62288.000,8319,2,GX,1,100,-24.719
1671015049.068116,62327.333,8341,3,GX,1,100,-12.634
1671015049.108721,62366.667,8341,3,GX,1,100,-2.228
1671015049.149327,62406.000,8341,3,GX,1,100,-8.514
1671015049.189244,62444.667,8357,3,GX,1,100,18.280
1671015049.229161,62483.333,8357,3,GX,1,100,0.275
1671015049.269078,62522.000,8357,3,GX,1,100,-2.441
1671015049.309339,62561.000,8375,2,GX,1,100,-4.425
1671015049.349600,62600.000,8375,2,GX,1,100,-4.456
1671015049.389345,62638.500,8389,2,GX,1,100,-3.967
1671015049.429090,62677.000,8389,2,GX,1,100,3.052
1671015049.473137,62719.667,8406,3,GX,1,100,-2.045
1671015049.517183,62762.333,8406,3,GX,1,100,2.045
1671015049.561229,62805.000,8406,3,GX,1,100,-13.916
1671015049.600802,62843.333,8425,3,GX,1,100,-29.846
1671015049.640375,62881.667,8425,3,GX,1,100,-19.104
1671015049.679948,62920.000,8425,3,GX,1,100,-43.030
1671015049.720209,62959.000,8443,2,GX,1,100,-35.583
1671015049.760470,62998.000,8443,2,GX,1,100,-6.134
1671015049.800731,63037.000,8458,3,GX,1,100,-11.230
1671015049.840993,63076.000,8458,3,GX,1,100,14.709
1671015049.881254,63115.000,8458,3,GX,1,100,22.034
1671015049.921515,63154.000,8474,2,GX,1,100,11.536
1671015049.961776,63193.000,8474,2,GX,1,100,6.287
1671015050.001693,63231.667,8493,3,GX,1,100,-5.585
1671015050.041610,63270.333,8493,3,GX,1,100,-28.839
1671015050.081527,63309.000,8493,3,GX,1,100,-39.124
1671015050.121100,63347.333,8513,3,GX,1,100,-28.900
1671015050.160673,63385.667,8513,3,GX,1,100,-15.472
1671015050.200246,63424.000,8513,3,GX,1,100,-11.475
1671015050.239991,63462.500,8529,2,GX,1,100,-6.104
1671015050.279736,63501.000,8529,2,GX,1,100,-3.693
1671015050.319653,63539.667,8545,3,GX,1,100,-19.501
1671015050.359570,63578.333,8545,3,GX,1,100,-15.350
1671015050.399487,63617.000,8545,3,GX,1,100,-13.123
1671015050.440092,63656.333,8563,3,GX,1,100,-10.773
1671015050.480698,63695.667,8563,3,GX,1,100,5.737
1671015050.521303,63735.000,8563,3,GX,1,100,14.618
1671015050.568790,63781.000,8580,2,GX,1,100,24.689
1671015050.616278,63827.000,8580,2,GX,1,100,34.546
1671015050.656539,63866.000,8600,2,GX,1,100,22.644
1671015050.696800,63905.000,8600,2,GX,1,100,1.923
1671015050.736373,63943.333,8616,3,GX,1,100,18.799
1671015050.775946,63981.667,8616,3,GX,1,100,-3.448
1671015050.815519,64020.000,8616,3,GX,1,100,-21.606
1671015050.855092,64058.333,8631,3,GX,1,100,-12.299
1671015050.894665,64096.667,8631,3,GX,1,100,-28.381
1671015050.934237,64135.000,8631,3,GX,1,100,-3.876
1671015050.973983,64173.500,8649,2,GX,1,100,6.470
1671015051.013727,64212.000,8649,2,GX,1,100,-3.601
1671015051.053300,64250.333,8667,3,GX,1,100,16.602
1671015051.092873,64288.667,8667,3,GX,1,100,20.935
1671015051.132446,64327.000,8667,3,GX,1,100,-1.953
1671015051.172708,64366.000,8684,2,GX,1,100,-0.885
1671015051.212969,64405.000,8684,2,GX,1,100,15.228
1671015051.253574,64444.333,8701,3,GX,1,100,22.766
1671015051.294179,64483.667,8701,3,GX,1,100,72.968
1671015051.334784,64523.000,8701,3,GX,1,100,71.960
1671015051.375046,64562.000,8719,3,GX,1,100,51.300
1671015051.415307,64601.000,8719,3,GX,1,100,42.755
1671015051.455568,64640.000,8719,3,GX,1,100,22.217
1671015051.495313,64678.500,8735,2,GX,1,100,7.904
1671015051.535058,64717.000,8735,2,GX,1,100,-2.777
1671015051.574631,64755.333,8752,3,GX,1,100,-17.517
1671015051.614204,64793.667,8752,3,GX,1,100,-11.902
1671015051.653776,64832.000,8752,3,GX,1,100,-10.620
1671015051.700232,64877.000,8772,2,GX,1,100,7.111
1671015051.746687,64922.000,8772,2,GX,1,100,27.893
1671015051.786604,64960.667,8787,3,GX,1,100,16.083
1671015051.826521,64999.333,8787,3,GX,1,100,14.832
1671015051.866438,65038.000,8787,3,GX,1,100,17.761
1671015051.906183,65076.500,8803,2,GX,1,100,10.406
1671015051.945928,65115.000,8803,2,GX,1,100,-21.088
1671015051.985501,65153.333,8821,3,GX,1,100,-33.997
1671015052.025074,65191.667,8821,3,GX,1,100,-18.585
1671015052.064647,65230.000,8821,3,GX,1,100,11.414
1671015052.104564,65268.667,8840,3,GX,1,100,30.060
1671015052.144481,65307.333,8840,3,GX,1,100,39.154
1671015052.184398,65346.000,8840,3,GX,1,100,29.358
1671015052.223627,65384.000,8859,3,GX,1,100,34.668
1671015052.262855,65422.000,8859,3,GX,1,100,33.691
1671015052.302084,65460.000,8859,3,GX,1,100,16.449
1671015052.342087,65498.750,8884,4,GX,1,100,2.197
1671015052.382090,65537.500,8884,4,GX,1,100,13.000
1671015052.422093,65576.250,8884,4,GX,1,100,11.139
1671015052.462096,65615.000,8884,4,GX,1,100,-2.686
1671015052.501669,65653.333,8900,3,GX,1,100,-8.484
1671015052.541242,65691.667,8900,3,GX,1,100,-13.855
1671015052.580815,65730.000,8900,3,GX,1,100,-28.076
1671015052.620732,65768.667,8919,3,GX,1,100,-32.471
1671015052.660649,65807.333,8919,3,GX,1,100,-25.726
1671015052.700566,65846.000,8919,3,GX,1,100,-30.182
1671015052.741860,65886.000,8935,2,GX,1,100,-54.749
1671015052.783153,65926.000,8935,2,GX,1,100,-43.121
1671015052.830641,65972.000,8952,2,GX,1,100,-3.876
1671015052.878128,66018.000,8952,2,GX,1,100,7.996
1671015052.918045,66056.667,8968,3,GX,1,100,13.000
1671015052.957962,66095.333,8968,3,GX,1,100,12.177
1671015052.997879,66134.000,8968,3,GX,1,100,22.369
1671015053.036764,66171.667,8989,3,GX,1,100,6.500
1671015053.075649,66209.333,8989,3,GX,1,100,-1.678
1671015053.114533,66247.000,8989,3,GX,1,100,-9.155
1671015053.154450,66285.667,9005,3,GX,1,100,-5.737
1671015053.194367,66324.333,9005,3,GX,1,100,-8.453
1671015053.234284,66363.000,9005,3,GX,1,100,0.946
1671015053.274546,66402.000,9022,2,GX,1,100,18.829
1671015053.314807,66441.000,9022,2,GX,1,100,13.763
1671015053.354724,66479.667,9041,3,GX,1,100,-1.801
1671015053.394641,66518.333,9041,3,GX,1,100,-4.547
1671015053.434558,66557.000,9041,3,GX,1,100,3.693
1671015053.474303,66595.500,9058,2,GX,1,100,-0.641
1671015053.514048,66634.000,9058,2,GX,1,100,-0.946
1671015053.554051,66672.750,9077,4,GX,1,100,-2.991
1671015053.594054,66711.500,9077,4,GX,1,100,-2.686
1671015053.634057,66750.250,9077,4,GX,1,100,-0.763
1671015053.674060,66789.000,9077,4,GX,1,100,-0.305
1671015053.713289,66827.000,9095,2,GX,1,100,1.770
1671015053.752518,66865.000,9095,2,GX,1,100,1.434
1671015053.792435,66903.667,9111,3,GX,1,100,-8.148
1671015053.832352,66942.333,9111,3,GX,1,100,-7.446
1671015053.872269,66981.000,9111,3,GX,1,100,-3.937
1671015053.912014,67019.500,9126,2,GX,1,100,16.693
1671015053.951759,67058.000,9126,2,GX,1,100,24.292
1671015053.996149,67101.000,9145,3,GX,1,100,-11.566
1671015054.040540,67144.000,9145,3,GX,1,100,-14.618
1671015054.084930,67187.000,9145,3,GX,1,100,-9.949
1671015054.124503,67225.333,9163,3,GX,1,100,-4.395
