LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EM
1671015035.368660,49057.000,6080,4,EM,1,100,RS
1671015035.368660,49057.000,6080,4,EM,1,100,RB
1671015035.368660,49057.000,6080,4,EM,1,100,2022-12-14_12-50-35-171609.csv
1671015035.368660,49057.000,6080,4,EM,1,100,PS
1671015035.420535,49107.250,6098,4,EM,1,100,RS
1671015035.472410,49157.500,6098,4,EM,1,100,RB
1671015035.524285,49207.750,6098,4,EM,1,100,2022-12-14_12-50-35-171609.csv
1671015035.576159,49258.000,6098,4,EM,1,100,PS
1671015035.628034,49308.250,6134,4,EM,1,100,RS
1671015035.679909,49358.500,6134,4,EM,1,100,RB
1671015035.731784,49408.750,6134,4,EM,1,100,2022-12-14_12-50-35-171609.csv
1671015035.783659,49459.000,6134,4,EM,1,100,PS
1671015035.835534,49509.250,6166,4,EM,1,100,RS
1671015035.887409,49559.500,6166,4,EM,1,100,RB
1671015035.939284,49609.750,6166,4,EM,1,100,2022-12-14_12-50-35-171609.csv
1671015035.991159,49660.000,6166,4,EM,1,100,PS
1671015036.043034,49710.250,6205,4,EM,1,100,RS
1671015036.094909,49760.500,6205,4,EM,1,100,RB
1671015036.146784,49810.750,6205,4,EM,1,100,2022-12-14_12-50-35-171609.csv
1671015036.198659,49861.000,6205,4,EM,1,100,PS
1671015036.250534,49911.250,6237,4,EM,1,100,RS
1671015036.302409,49961.500,6237,4,EM,1,100,RB
1671015036.354284,50011.750,6237,4,EM,1,100,2022-12-14_12-50-35-171609.csv
1671015036.406158,50062.000,6237,4,EM,1,100,PS
1671015036.461905,50116.000,6278,4,EM,1,100,RS
1671015036.517651,50170.000,6278,4,EM,1,100,RB
1671015036.573397,50224.000,6278,4,EM,1,100,2022-12-14_12-50-35-171609.csv
1671015036.629143,50278.000,6278,4,EM,1,100,PS
1671015036.681018,50328.250,6312,4,EM,1,100,RS
1671015036.732893,50378.500,6312,4,EM,1,100,RB
1671015036.784768,50428.750,6312,4,EM,1,100,2022-12-14_12-50-35-171609.csv
1671015036.836643,50479.000,6312,4,EM,1,100,PS
1671015036.889808,50530.500,6343,4,EM,1,100,RS
1671015036.942974,50582.000,6343,4,EM,1,100,RB
1671015036.996139,50633.500,6343,4,EM,1,100,2022-12-14_12-50-35-171609.csv
1671015037.049304,50685.000,6343,4,EM,1,100,PS
1671015037.101179,50735.250,6382,4,EM,1,100,RS
1671015037.153054,50785.500,6382,4,EM,1,100,RB
1671015037.204929,50835.750,6382,4,EM,1,100,2022-12-14_12-50-35-171609.csv
1671015037.256804,50886.000,6382,4,EM,1,100,PS
1671015037.308679,50936.250,6413,4,EM,1,100,RS
1671015037.360554,50986.500,6413,4,EM,1,100,RB
1671015037.412429,51036.750,6413,4,EM,1,100,2022-12-14_12-50-35-171609.csv
1671015037.464304,51087.000,6413,4,EM,1,100,PS
