LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AZ
1671015053.832352,66942.333,9110,3,AZ,1,100,0.302
1671015053.872269,66981.000,9110,3,AZ,1,100,0.267
1671015053.912014,67019.500,9125,2,AZ,1,100,0.523
1671015053.951759,67058.000,9125,2,AZ,1,100,0.475
1671015053.996149,67101.000,9144,3,AZ,1,100,0.416
1671015054.040540,67144.000,9144,3,AZ,1,100,0.441
1671015054.084930,67187.000,9144,3,AZ,1,100,0.433
1671015054.124503,67225.333,9162,3,AZ,1,100,0.440
1671015054.164076,67263.667,9162,3,AZ,1,100,0.472
1671015054.203649,67302.000,9162,3,AZ,1,100,0.426
1671015054.243910,67341.000,9180,2,AZ,1,100,0.380
1671015054.284171,67380.000,9180,2,AZ,1,100,0.401
1671015054.324088,67418.667,9197,3,AZ,1,100,0.425
1671015054.364005,67457.333,9197,3,AZ,1,100,0.421
1671015054.403922,67496.000,9197,3,AZ,1,100,0.429
1671015054.443667,67534.500,9212,2,AZ,1,100,0.406
1671015054.483412,67573.000,9212,2,AZ,1,100,0.424
1671015054.522641,67611.000,9229,3,AZ,1,100,0.427
1671015054.561870,67649.000,9229,3,AZ,1,100,0.420
1671015054.601099,67687.000,9229,3,AZ,1,100,0.429
1671015054.641016,67725.667,9249,3,AZ,1,100,0.425
1671015054.680933,67764.333,9249,3,AZ,1,100,0.422
1671015054.720850,67803.000,9249,3,AZ,1,100,0.421
1671015054.761111,67842.000,9266,2,AZ,1,100,0.428
1671015054.801372,67881.000,9266,2,AZ,1,100,0.426
1671015054.841289,67919.667,9280,3,AZ,1,100,0.427
1671015054.881206,67958.333,9280,3,AZ,1,100,0.425
1671015054.921123,67997.000,9280,3,AZ,1,100,0.418
1671015054.961040,68035.667,9298,3,AZ,1,100,0.420
1671015055.000957,68074.333,9298,3,AZ,1,100,0.426
1671015055.040874,68113.000,9298,3,AZ,1,100,0.415
1671015055.087329,68158.000,9316,2,AZ,1,100,0.423
1671015055.133785,68203.000,9316,2,AZ,1,100,0.424
1671015055.173013,68241.000,9336,2,AZ,1,100,0.417
1671015055.212242,68279.000,9336,2,AZ,1,100,0.419
1671015055.253192,68318.667,9353,3,AZ,1,100,0.419
1671015055.294141,68358.333,9353,3,AZ,1,100,0.418
1671015055.335090,68398.000,9353,3,AZ,1,100,0.417
1671015055.374319,68436.000,9368,2,AZ,1,100,0.421
1671015055.413548,68474.000,9368,2,AZ,1,100,0.423
1671015055.453465,68512.667,9384,3,AZ,1,100,0.419
1671015055.493382,68551.333,9384,3,AZ,1,100,0.420
1671015055.533299,68590.000,9384,3,AZ,1,100,0.419
1671015055.573216,68628.667,9401,3,AZ,1,100,0.421
1671015055.613133,68667.333,9401,3,AZ,1,100,0.421
1671015055.653050,68706.000,9401,3,AZ,1,100,0.415
1671015055.693311,68745.000,9419,2,AZ,1,100,0.397
1671015055.733572,68784.000,9419,2,AZ,1,100,0.422
1671015055.773489,68822.667,9436,3,AZ,1,100,0.423
1671015055.813406,68861.333,9436,3,AZ,1,100,0.431
1671015055.853323,68900.000,9436,3,AZ,1,100,0.411
1671015055.893241,68938.667,9452,3,AZ,1,100,0.437
1671015055.933158,68977.333,9452,3,AZ,1,100,0.359
1671015055.973075,69016.000,9452,3,AZ,1,100,0.451
1671015056.012303,69054.000,9472,3,AZ,1,100,0.443
1671015056.051532,69092.000,9472,3,AZ,1,100,0.395
1671015056.090761,69130.000,9472,3,AZ,1,100,0.392
1671015056.130506,69168.500,9491,2,AZ,1,100,0.453
1671015056.170251,69207.000,9491,2,AZ,1,100,0.455
1671015056.214642,69250.000,9510,3,AZ,1,100,0.375
1671015056.259032,69293.000,9510,3,AZ,1,100,0.417
1671015056.303422,69336.000,9510,3,AZ,1,100,0.414
1671015056.343684,69375.000,9525,2,AZ,1,100,0.418
1671015056.383945,69414.000,9525,2,AZ,1,100,0.409
1671015056.423518,69452.333,9542,3,AZ,1,100,0.422
1671015056.463091,69490.667,9542,3,AZ,1,100,0.450
1671015056.502664,69529.000,9542,3,AZ,1,100,0.417
1671015056.542408,69567.500,9559,2,AZ,1,100,0.423
1671015056.582154,69606.000,9559,2,AZ,1,100,0.438
1671015056.621727,69644.333,9579,3,AZ,1,100,0.435
1671015056.661299,69682.667,9579,3,AZ,1,100,0.443
1671015056.700872,69721.000,9579,3,AZ,1,100,0.437
1671015056.741477,69760.333,9595,3,AZ,1,100,0.428
1671015056.782083,69799.667,9595,3,AZ,1,100,0.444
1671015056.822688,69839.000,9595,3,AZ,1,100,0.463
1671015056.862949,69878.000,9610,2,AZ,1,100,0.431
1671015056.903210,69917.000,9610,2,AZ,1,100,0.442
1671015056.943127,69955.667,9627,3,AZ,1,100,0.446
1671015056.983044,69994.333,9627,3,AZ,1,100,0.442
1671015057.022961,70033.000,9627,3,AZ,1,100,0.444
1671015057.062706,70071.500,9649,2,AZ,1,100,0.461
1671015057.102451,70110.000,9649,2,AZ,1,100,0.449
1671015057.142368,70148.667,9665,3,AZ,1,100,0.462
1671015057.182286,70187.333,9665,3,AZ,1,100,0.460
1671015057.222203,70226.000,9665,3,AZ,1,100,0.445
1671015057.265561,70268.000,9683,4,AZ,1,100,0.473
1671015057.308919,70310.000,9683,4,AZ,1,100,0.473
1671015057.352277,70352.000,9683,4,AZ,1,100,0.465
1671015057.395635,70394.000,9683,4,AZ,1,100,0.457
1671015057.434864,70432.000,9699,3,AZ,1,100,0.583
1671015057.474093,70470.000,9699,3,AZ,1,100,0.643
1671015057.513321,70508.000,9699,3,AZ,1,100,0.486
1671015057.554615,70548.000,9718,2,AZ,1,100,0.370
1671015057.595908,70588.000,9718,2,AZ,1,100,0.513
1671015057.635911,70626.750,9743,4,AZ,1,100,0.543
1671015057.675915,70665.500,9743,4,AZ,1,100,0.503
1671015057.715918,70704.250,9743,4,AZ,1,100,0.511
1671015057.755921,70743.000,9743,4,AZ,1,100,0.544
1671015057.796182,70782.000,9758,2,AZ,1,100,0.497
1671015057.836443,70821.000,9758,2,AZ,1,100,0.519
1671015057.876360,70859.667,9774,3,AZ,1,100,0.530
1671015057.916277,70898.333,9774,3,AZ,1,100,0.523
1671015057.956194,70937.000,9774,3,AZ,1,100,0.510
1671015057.995767,70975.333,9792,3,AZ,1,100,0.455
1671015058.035340,71013.667,9792,3,AZ,1,100,0.483
1671015058.074913,71052.000,9792,3,AZ,1,100,0.478
1671015058.114142,71090.000,9813,2,AZ,1,100,0.468
1671015058.153370,71128.000,9813,2,AZ,1,100,0.475
1671015058.194320,71167.667,9830,3,AZ,1,100,0.496
1671015058.235269,71207.333,9830,3,AZ,1,100,0.477
1671015058.276219,71247.000,9830,3,AZ,1,100,0.491
1671015058.315964,71285.500,9845,2,AZ,1,100,0.424
1671015058.355709,71324.000,9845,2,AZ,1,100,0.304
1671015058.400099,71367.000,9862,3,AZ,1,100,0.444
1671015058.444489,71410.000,9862,3,AZ,1,100,0.687
1671015058.488880,71453.000,9862,3,AZ,1,100,0.547
1671015058.528625,71491.500,9878,2,AZ,1,100,0.332
1671015058.568370,71530.000,9878,2,AZ,1,100,0.318
1671015058.607943,71568.333,9899,3,AZ,1,100,0.380
1671015058.647516,71606.667,9899,3,AZ,1,100,0.392
1671015058.687089,71645.000,9899,3,AZ,1,100,0.735
1671015058.726317,71683.000,9914,2,AZ,1,100,0.481
1671015058.765546,71721.000,9914,2,AZ,1,100,0.312
1671015058.805463,71759.667,9930,3,AZ,1,100,0.519
1671015058.845380,71798.333,9930,3,AZ,1,100,0.662
1671015058.885298,71837.000,9930,3,AZ,1,100,0.302
1671015058.925903,71876.333,9947,3,AZ,1,100,0.328
1671015058.966508,71915.667,9947,3,AZ,1,100,0.348
1671015059.007113,71955.000,9947,3,AZ,1,100,0.257
1671015059.047890,71994.500,9966,2,AZ,1,100,0.439
1671015059.088668,72034.000,9966,2,AZ,1,100,0.349
1671015059.128929,72073.000,9987,3,AZ,1,100,0.528
1671015059.169190,72112.000,9987,3,AZ,1,100,0.435
1671015059.209451,72151.000,9987,3,AZ,1,100,0.507
1671015059.249196,72189.500,10002,2,AZ,1,100,0.260
1671015059.288941,72228.000,10002,2,AZ,1,100,0.578
1671015059.328858,72266.667,10021,3,AZ,1,100,0.462
1671015059.368775,72305.333,10021,3,AZ,1,100,0.466
1671015059.408692,72344.000,10021,3,AZ,1,100,0.634
1671015059.448265,72382.333,10038,3,AZ,1,100,0.407
1671015059.487838,72420.667,10038,3,AZ,1,100,0.321
1671015059.527411,72459.000,10038,3,AZ,1,100,0.354
1671015059.573350,72503.500,10054,2,AZ,1,100,0.779
1671015059.619289,72548.000,10054,2,AZ,1,100,0.577
1671015059.659550,72587.000,10075,3,AZ,1,100,0.490
1671015059.699811,72626.000,10075,3,AZ,1,100,0.665
1671015059.740072,72665.000,10075,3,AZ,1,100,0.463
1671015059.779818,72703.500,10089,2,AZ,1,100,0.730
1671015059.819562,72742.000,10089,2,AZ,1,100,0.553
1671015059.860168,72781.333,10106,3,AZ,1,100,0.515
1671015059.900773,72820.667,10106,3,AZ,1,100,0.496
1671015059.941378,72860.000,10106,3,AZ,1,100,0.533
1671015059.981123,72898.500,10123,2,AZ,1,100,0.630
1671015060.020868,72937.000,10123,2,AZ,1,100,0.550
1671015060.061129,72976.000,10145,3,AZ,1,100,0.647
1671015060.101390,73015.000,10145,3,AZ,1,100,0.596
1671015060.141652,73054.000,10145,3,AZ,1,100,0.669
1671015060.180880,73092.000,10159,3,AZ,1,100,0.618
1671015060.220109,73130.000,10159,3,AZ,1,100,0.668
1671015060.259338,73168.000,10159,3,AZ,1,100,0.436
1671015060.299083,73206.500,10177,2,AZ,1,100,0.609
1671015060.338828,73245.000,10177,2,AZ,1,100,0.639
1671015060.379089,73284.000,10193,3,AZ,1,100,0.594
1671015060.419350,73323.000,10193,3,AZ,1,100,0.433
1671015060.459611,73362.000,10193,3,AZ,1,100,0.844
1671015060.500905,73402.000,10210,2,AZ,1,100,0.675
1671015060.542198,73442.000,10210,2,AZ,1,100,0.535
1671015060.582115,73480.667,10227,3,AZ,1,100,0.458
1671015060.622032,73519.333,10227,3,AZ,1,100,0.662
1671015060.661949,73558.000,10227,3,AZ,1,100,0.649
1671015060.709437,73604.000,10245,2,AZ,1,100,0.503
1671015060.756924,73650.000,10245,2,AZ,1,100,0.724
1671015060.796841,73688.667,10261,3,AZ,1,100,0.709
1671015060.836759,73727.333,10261,3,AZ,1,100,0.616
1671015060.876676,73766.000,10261,3,AZ,1,100,0.681
1671015060.916593,73804.667,10278,3,AZ,1,100,0.629
1671015060.956510,73843.333,10278,3,AZ,1,100,0.665
1671015060.996427,73882.000,10278,3,AZ,1,100,0.642
1671015061.036172,73920.500,10297,2,AZ,1,100,0.623
1671015061.075917,73959.000,10297,2,AZ,1,100,0.762
1671015061.115834,73997.667,10316,3,AZ,1,100,0.611
1671015061.155751,74036.333,10316,3,AZ,1,100,0.888
1671015061.195668,74075.000,10316,3,AZ,1,100,0.748
1671015061.235929,74114.000,10331,2,AZ,1,100,0.516
1671015061.276190,74153.000,10331,2,AZ,1,100,0.490
1671015061.316795,74192.333,10349,3,AZ,1,100,0.583
1671015061.357400,74231.667,10349,3,AZ,1,100,0.627
1671015061.398006,74271.000,10349,3,AZ,1,100,0.770
1671015061.437923,74309.667,10365,3,AZ,1,100,0.725
1671015061.477840,74348.333,10365,3,AZ,1,100,0.667
1671015061.517757,74387.000,10365,3,AZ,1,100,0.652
1671015061.558018,74426.000,10382,2,AZ,1,100,0.673
1671015061.598279,74465.000,10382,2,AZ,1,100,0.745
1671015061.637508,74503.000,10400,3,AZ,1,100,0.724
1671015061.676737,74541.000,10400,3,AZ,1,100,0.523
1671015061.715966,74579.000,10400,3,AZ,1,100,0.698
1671015061.755711,74617.500,10417,2,AZ,1,100,0.523
1671015061.795455,74656.000,10417,2,AZ,1,100,0.397
1671015061.839846,74699.000,10435,3,AZ,1,100,0.585
1671015061.884237,74742.000,10435,3,AZ,1,100,0.868
1671015061.928627,74785.000,10435,3,AZ,1,100,0.758
1671015061.968888,74824.000,10453,2,AZ,1,100,0.705
1671015062.009149,74863.000,10453,2,AZ,1,100,0.625
1671015062.048722,74901.333,10470,3,AZ,1,100,0.664
1671015062.088295,74939.667,10470,3,AZ,1,100,0.674
1671015062.127868,74978.000,10470,3,AZ,1,100,0.692
1671015062.167441,75016.333,10490,3,AZ,1,100,0.759
1671015062.207014,75054.667,10490,3,AZ,1,100,0.578
1671015062.246587,75093.000,10490,3,AZ,1,100,0.755
1671015062.286160,75131.333,10506,3,AZ,1,100,0.747
1671015062.325733,75169.667,10506,3,AZ,1,100,0.579
1671015062.365306,75208.000,10506,3,AZ,1,100,0.479
1671015062.405051,75246.500,10523,2,AZ,1,100,0.572
1671015062.444796,75285.000,10523,2,AZ,1,100,0.953
1671015062.484368,75323.333,10539,3,AZ,1,100,0.698
1671015062.523941,75361.667,10539,3,AZ,1,100,0.703
1671015062.563514,75400.000,10539,3,AZ,1,100,0.600
1671015062.603431,75438.667,10560,3,AZ,1,100,0.680
1671015062.643348,75477.333,10560,3,AZ,1,100,0.784
1671015062.683265,75516.000,10560,3,AZ,1,100,0.531
1671015062.724559,75556.000,10574,2,AZ,1,100,0.742
1671015062.765852,75596.000,10574,2,AZ,1,100,0.664
1671015062.806113,75635.000,10591,3,AZ,1,100,0.595
1671015062.846375,75674.000,10591,3,AZ,1,100,0.586
1671015062.886636,75713.000,10591,3,AZ,1,100,0.596
1671015062.933607,75758.500,10612,2,AZ,1,100,0.901
1671015062.980578,75804.000,10612,2,AZ,1,100,0.713
1671015063.019463,75841.667,10632,3,AZ,1,100,0.668
1671015063.058348,75879.333,10632,3,AZ,1,100,0.641
1671015063.097233,75917.000,10632,3,AZ,1,100,0.608
1671015063.137494,75956.000,10652,2,AZ,1,100,0.911
1671015063.177755,75995.000,10652,2,AZ,1,100,0.502
1671015063.217672,76033.667,10668,3,AZ,1,100,0.922
1671015063.257589,76072.333,10668,3,AZ,1,100,0.686
1671015063.297506,76111.000,10668,3,AZ,1,100,0.593
1671015063.337423,76149.667,10685,3,AZ,1,100,0.680
1671015063.377340,76188.333,10685,3,AZ,1,100,0.672
1671015063.417257,76227.000,10685,3,AZ,1,100,0.656
1671015063.457002,76265.500,10702,2,AZ,1,100,0.825
1671015063.496747,76304.000,10702,2,AZ,1,100,0.654
1671015063.536664,76342.667,10718,3,AZ,1,100,0.660
1671015063.576581,76381.333,10718,3,AZ,1,100,0.748
1671015063.616498,76420.000,10718,3,AZ,1,100,0.639
1671015063.656071,76458.333,10737,3,AZ,1,100,0.679
1671015063.695644,76496.667,10737,3,AZ,1,100,0.689
1671015063.735217,76535.000,10737,3,AZ,1,100,0.653
1671015063.774962,76573.500,10753,2,AZ,1,100,0.688
1671015063.814707,76612.000,10753,2,AZ,1,100,0.658
1671015063.854624,76650.667,10770,3,AZ,1,100,0.670
1671015063.894541,76689.333,10770,3,AZ,1,100,0.674
1671015063.934458,76728.000,10770,3,AZ,1,100,0.663
1671015063.974375,76766.667,10787,3,AZ,1,100,0.674
1671015064.014292,76805.333,10787,3,AZ,1,100,0.668
1671015064.054209,76844.000,10787,3,AZ,1,100,0.667
1671015064.100148,76888.500,10807,2,AZ,1,100,0.667
1671015064.146087,76933.000,10807,2,AZ,1,100,0.662
1671015064.186348,76972.000,10824,3,AZ,1,100,0.658
1671015064.226609,77011.000,10824,3,AZ,1,100,0.649
1671015064.266870,77050.000,10824,3,AZ,1,100,0.658
1671015064.306615,77088.500,10841,2,AZ,1,100,0.669
1671015064.346360,77127.000,10841,2,AZ,1,100,0.668
1671015064.386277,77165.667,10857,3,AZ,1,100,0.663
1671015064.426194,77204.333,10857,3,AZ,1,100,0.660
1671015064.466111,77243.000,10857,3,AZ,1,100,0.653
1671015064.505340,77281.000,10874,3,AZ,1,100,0.666
1671015064.544569,77319.000,10874,3,AZ,1,100,0.661
1671015064.583798,77357.000,10874,3,AZ,1,100,0.660
1671015064.624059,77396.000,10893,2,AZ,1,100,0.663
1671015064.664320,77435.000,10893,2,AZ,1,100,0.678
1671015064.704237,77473.667,10911,3,AZ,1,100,0.676
1671015064.744154,77512.333,10911,3,AZ,1,100,0.664
1671015064.784071,77551.000,10911,3,AZ,1,100,0.667
1671015064.823816,77589.500,10927,2,AZ,1,100,0.662
1671015064.863561,77628.000,10927,2,AZ,1,100,0.669
1671015064.903478,77666.667,10945,3,AZ,1,100,0.667
1671015064.943395,77705.333,10945,3,AZ,1,100,0.665
1671015064.983312,77744.000,10945,3,AZ,1,100,0.670
1671015065.023229,77782.667,10963,3,AZ,1,100,0.660
1671015065.063146,77821.333,10963,3,AZ,1,100,0.664
1671015065.103063,77860.000,10963,3,AZ,1,100,0.663
1671015065.142292,77898.000,10983,2,AZ,1,100,0.658
1671015065.181521,77936.000,10983,2,AZ,1,100,0.665
1671015065.229008,77982.000,10997,2,AZ,1,100,0.664
1671015065.276496,78028.000,10997,2,AZ,1,100,0.659
1671015065.316413,78066.667,11015,3,AZ,1,100,0.659
1671015065.356330,78105.333,11015,3,AZ,1,100,0.666
1671015065.396247,78144.000,11015,3,AZ,1,100,0.653
1671015065.436164,78182.667,11031,3,AZ,1,100,0.666
1671015065.476081,78221.333,11031,3,AZ,1,100,0.659
1671015065.515998,78260.000,11031,3,AZ,1,100,0.664
1671015065.555915,78298.667,11051,3,AZ,1,100,0.659
1671015065.595832,78337.333,11051,3,AZ,1,100,0.661
1671015065.635749,78376.000,11051,3,AZ,1,100,0.661
1671015065.675666,78414.667,11068,3,AZ,1,100,0.667
1671015065.715583,78453.333,11068,3,AZ,1,100,0.658
1671015065.755500,78492.000,11068,3,AZ,1,100,0.659
1671015065.795762,78531.000,11083,2,AZ,1,100,0.655
1671015065.836023,78570.000,11083,2,AZ,1,100,0.656
1671015065.875940,78608.667,11099,3,AZ,1,100,0.661
1671015065.915857,78647.333,11099,3,AZ,1,100,0.658
1671015065.955774,78686.000,11099,3,AZ,1,100,0.659
1671015065.994486,78723.500,11119,2,AZ,1,100,0.658
1671015066.033199,78761.000,11119,2,AZ,1,100,0.660
1671015066.073116,78799.667,11135,3,AZ,1,100,0.662
1671015066.113033,78838.333,11135,3,AZ,1,100,0.659
1671015066.152950,78877.000,11135,3,AZ,1,100,0.661
1671015066.192867,78915.667,11155,3,AZ,1,100,0.662
1671015066.232784,78954.333,11155,3,AZ,1,100,0.662
1671015066.272701,78993.000,11155,3,AZ,1,100,0.659
1671015066.319673,79038.500,11170,2,AZ,1,100,0.660
1671015066.366644,79084.000,11170,2,AZ,1,100,0.665
1671015066.406217,79122.333,11187,3,AZ,1,100,0.660
1671015066.445790,79160.667,11187,3,AZ,1,100,0.663
1671015066.485363,79199.000,11187,3,AZ,1,100,0.663
1671015066.525108,79237.500,11203,2,AZ,1,100,0.663
1671015066.564853,79276.000,11203,2,AZ,1,100,0.661
1671015066.604425,79314.333,11224,3,AZ,1,100,0.660
1671015066.643998,79352.667,11224,3,AZ,1,100,0.661
1671015066.683571,79391.000,11224,3,AZ,1,100,0.659
1671015066.724177,79430.333,11240,3,AZ,1,100,0.660
1671015066.764782,79469.667,11240,3,AZ,1,100,0.661
1671015066.805387,79509.000,11240,3,AZ,1,100,0.661
1671015066.845648,79548.000,11255,2,AZ,1,100,0.662
1671015066.885909,79587.000,11255,2,AZ,1,100,0.663
1671015066.925827,79625.667,11272,3,AZ,1,100,0.663
1671015066.965744,79664.333,11272,3,AZ,1,100,0.658
1671015067.005661,79703.000,11272,3,AZ,1,100,0.659
1671015067.045406,79741.500,11291,2,AZ,1,100,0.661
1671015067.085150,79780.000,11291,2,AZ,1,100,0.658
1671015067.125067,79818.667,11310,3,AZ,1,100,0.663
1671015067.164984,79857.333,11310,3,AZ,1,100,0.665
1671015067.204902,79896.000,11310,3,AZ,1,100,0.656
1671015067.245163,79935.000,11325,2,AZ,1,100,0.660
1671015067.285424,79974.000,11325,2,AZ,1,100,0.659
1671015067.325341,80012.667,11342,3,AZ,1,100,0.660
1671015067.365258,80051.333,11342,3,AZ,1,100,0.660
1671015067.405175,80090.000,11342,3,AZ,1,100,0.660
1671015067.450598,80134.000,11359,2,AZ,1,100,0.658
1671015067.496021,80178.000,11359,2,AZ,1,100,0.662
1671015067.536970,80217.667,11375,3,AZ,1,100,0.659
1671015067.577919,80257.333,11375,3,AZ,1,100,0.661
1671015067.618869,80297.000,11375,3,AZ,1,100,0.656
1671015067.658786,80335.667,11396,3,AZ,1,100,0.660
1671015067.698703,80374.333,11396,3,AZ,1,100,0.658
1671015067.738620,80413.000,11396,3,AZ,1,100,0.662
1671015067.778881,80452.000,11410,2,AZ,1,100,0.657
1671015067.819142,80491.000,11410,2,AZ,1,100,0.661
1671015067.859059,80529.667,11427,3,AZ,1,100,0.662
1671015067.898976,80568.333,11427,3,AZ,1,100,0.657
1671015067.938893,80607.000,11427,3,AZ,1,100,0.657
1671015067.978638,80645.500,11444,2,AZ,1,100,0.662
1671015068.018383,80684.000,11444,2,AZ,1,100,0.658
1671015068.057956,80722.333,11465,3,AZ,1,100,0.659
1671015068.097529,80760.667,11465,3,AZ,1,100,0.656
1671015068.137102,80799.000,11465,3,AZ,1,100,0.660
1671015068.178051,80838.667,11489,3,AZ,1,100,0.654
1671015068.219001,80878.333,11489,3,AZ,1,100,0.662
1671015068.259950,80918.000,11489,3,AZ,1,100,0.656
1671015068.299695,80956.500,11505,2,AZ,1,100,0.657
1671015068.339440,80995.000,11505,2,AZ,1,100,0.662
1671015068.379357,81033.667,11521,3,AZ,1,100,0.657
1671015068.419274,81072.333,11521,3,AZ,1,100,0.661
1671015068.459191,81111.000,11521,3,AZ,1,100,0.657
1671015068.498936,81149.500,11538,2,AZ,1,100,0.662
1671015068.538681,81188.000,11538,2,AZ,1,100,0.659
1671015068.582727,81230.667,11560,3,AZ,1,100,0.662
1671015068.626774,81273.333,11560,3,AZ,1,100,0.660
1671015068.670820,81316.000,11560,3,AZ,1,100,0.655
1671015068.710049,81354.000,11576,2,AZ,1,100,0.660
1671015068.749278,81392.000,11576,2,AZ,1,100,0.661
1671015068.789195,81430.667,11591,3,AZ,1,100,0.658
1671015068.829112,81469.333,11591,3,AZ,1,100,0.658
1671015068.869029,81508.000,11591,3,AZ,1,100,0.656
1671015068.908946,81546.667,11609,3,AZ,1,100,0.658
1671015068.948863,81585.333,11609,3,AZ,1,100,0.660
1671015068.988780,81624.000,11609,3,AZ,1,100,0.658
1671015069.029557,81663.500,11627,2,AZ,1,100,0.660
1671015069.070335,81703.000,11627,2,AZ,1,100,0.658
1671015069.110596,81742.000,11649,3,AZ,1,100,0.662
1671015069.150857,81781.000,11649,3,AZ,1,100,0.659
1671015069.191118,81820.000,11649,3,AZ,1,100,0.662
1671015069.231035,81858.667,11668,3,AZ,1,100,0.663
1671015069.270952,81897.333,11668,3,AZ,1,100,0.659
1671015069.310869,81936.000,11668,3,AZ,1,100,0.661
1671015069.350786,81974.667,11683,3,AZ,1,100,0.658
1671015069.390703,82013.333,11683,3,AZ,1,100,0.660
1671015069.430620,82052.000,11683,3,AZ,1,100,0.663
1671015069.469849,82090.000,11699,2,AZ,1,100,0.661
1671015069.509078,82128.000,11699,2,AZ,1,100,0.666
1671015069.549339,82167.000,11716,3,AZ,1,100,0.667
1671015069.589600,82206.000,11716,3,AZ,1,100,0.666
1671015069.629861,82245.000,11716,3,AZ,1,100,0.661
1671015069.677349,82291.000,11736,2,AZ,1,100,0.667
1671015069.724836,82337.000,11736,2,AZ,1,100,0.679
1671015069.765097,82376.000,11751,3,AZ,1,100,0.679
1671015069.805359,82415.000,11751,3,AZ,1,100,0.681
1671015069.845620,82454.000,11751,3,AZ,1,100,0.689
1671015069.885881,82493.000,11767,2,AZ,1,100,0.697
1671015069.926142,82532.000,11767,2,AZ,1,100,0.697
1671015069.966059,82570.667,11785,3,AZ,1,100,0.682
1671015070.005976,82609.333,11785,3,AZ,1,100,0.711
1671015070.045893,82648.000,11785,3,AZ,1,100,0.708
1671015070.085466,82686.333,11806,3,AZ,1,100,0.713
1671015070.125039,82724.667,11806,3,AZ,1,100,0.712
1671015070.164612,82763.000,11806,3,AZ,1,100,0.718
1671015070.204357,82801.500,11823,2,AZ,1,100,0.710
1671015070.244102,82840.000,11823,2,AZ,1,100,0.720
1671015070.284019,82878.667,11838,3,AZ,1,100,0.716
1671015070.323936,82917.333,11838,3,AZ,1,100,0.723
1671015070.363853,82956.000,11838,3,AZ,1,100,0.730
1671015070.404114,82995.000,11855,2,AZ,1,100,0.706
1671015070.444375,83034.000,11855,2,AZ,1,100,0.678
1671015070.484980,83073.333,11871,3,AZ,1,100,0.675
1671015070.525586,83112.667,11871,3,AZ,1,100,0.646
1671015070.566191,83152.000,11871,3,AZ,1,100,0.657
1671015070.606108,83190.667,11892,3,AZ,1,100,0.644
1671015070.646025,83229.333,11892,3,AZ,1,100,0.653
1671015070.685942,83268.000,11892,3,AZ,1,100,0.652
1671015070.726203,83307.000,11907,2,AZ,1,100,0.652
1671015070.766464,83346.000,11907,2,AZ,1,100,0.673
1671015070.812403,83390.500,11923,2,AZ,1,100,0.693
1671015070.858342,83435.000,11923,2,AZ,1,100,0.707
1671015070.898259,83473.667,11940,3,AZ,1,100,0.680
1671015070.938176,83512.333,11940,3,AZ,1,100,0.791
1671015070.978093,83551.000,11940,3,AZ,1,100,0.806
1671015071.017666,83589.333,11959,3,AZ,1,100,0.802
1671015071.057239,83627.667,11959,3,AZ,1,100,0.790
1671015071.096812,83666.000,11959,3,AZ,1,100,0.772
1671015071.137073,83705.000,11978,2,AZ,1,100,0.764
1671015071.177335,83744.000,11978,2,AZ,1,100,0.755
1671015071.217940,83783.333,11995,3,AZ,1,100,0.698
1671015071.258545,83822.667,11995,3,AZ,1,100,0.790
1671015071.299150,83862.000,11995,3,AZ,1,100,0.787
1671015071.339411,83901.000,12012,2,AZ,1,100,0.769
1671015071.379673,83940.000,12012,2,AZ,1,100,0.768
1671015071.419590,83978.667,12029,3,AZ,1,100,0.760
1671015071.459507,84017.333,12029,3,AZ,1,100,0.780
1671015071.499424,84056.000,12029,3,AZ,1,100,0.768
1671015071.538996,84094.333,12045,3,AZ,1,100,0.774
1671015071.578569,84132.667,12045,3,AZ,1,100,0.739
1671015071.618142,84171.000,12045,3,AZ,1,100,0.752
1671015071.657887,84209.500,12067,2,AZ,1,100,0.742
1671015071.697632,84248.000,12067,2,AZ,1,100,0.763
1671015071.737549,84286.667,12082,3,AZ,1,100,0.760
1671015071.777466,84325.333,12082,3,AZ,1,100,0.757
1671015071.817384,84364.000,12082,3,AZ,1,100,0.742
1671015071.857645,84403.000,12099,2,AZ,1,100,0.752
1671015071.897906,84442.000,12099,2,AZ,1,100,0.743
1671015071.942296,84485.000,12116,3,AZ,1,100,0.745
1671015071.986687,84528.000,12116,3,AZ,1,100,0.753
1671015072.031077,84571.000,12116,3,AZ,1,100,0.736
1671015072.071338,84610.000,12135,2,AZ,1,100,0.743
1671015072.111599,84649.000,12135,2,AZ,1,100,0.738
1671015072.151516,84687.667,12152,3,AZ,1,100,0.735
1671015072.191434,84726.333,12152,3,AZ,1,100,0.740
1671015072.231351,84765.000,12152,3,AZ,1,100,0.735
1671015072.271268,84803.667,12170,3,AZ,1,100,0.743
1671015072.311185,84842.333,12170,3,AZ,1,100,0.741
1671015072.351102,84881.000,12170,3,AZ,1,100,0.737
1671015072.390847,84919.500,12186,2,AZ,1,100,0.737
1671015072.430592,84958.000,12186,2,AZ,1,100,0.739
1671015072.470165,84996.333,12203,3,AZ,1,100,0.740
1671015072.509737,85034.667,12203,3,AZ,1,100,0.743
1671015072.549310,85073.000,12203,3,AZ,1,100,0.737
