LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AZ
1671015039.900964,53447.333,6840,3,AZ,1,100,0.533
1671015039.941569,53486.667,6840,3,AZ,1,100,0.529
1671015039.982174,53526.000,6840,3,AZ,1,100,0.531
1671015040.021919,53564.500,6857,2,AZ,1,100,0.533
1671015040.061664,53603.000,6857,2,AZ,1,100,0.528
1671015040.101925,53642.000,6879,3,AZ,1,100,0.533
1671015040.142186,53681.000,6879,3,AZ,1,100,0.536
1671015040.182447,53720.000,6879,3,AZ,1,100,0.533
1671015040.221676,53758.000,6893,3,AZ,1,100,0.531
1671015040.260905,53796.000,6893,3,AZ,1,100,0.532
1671015040.300134,53834.000,6893,3,AZ,1,100,0.534
1671015040.339879,53872.500,6911,2,AZ,1,100,0.530
1671015040.379624,53911.000,6911,2,AZ,1,100,0.538
1671015040.424358,53954.333,6927,3,AZ,1,100,0.532
1671015040.469093,53997.667,6927,3,AZ,1,100,0.546
1671015040.513828,54041.000,6927,3,AZ,1,100,0.531
1671015040.553573,54079.500,6947,2,AZ,1,100,0.536
1671015040.593318,54118.000,6947,2,AZ,1,100,0.532
1671015040.633579,54157.000,6964,3,AZ,1,100,0.533
1671015040.673840,54196.000,6964,3,AZ,1,100,0.532
1671015040.714101,54235.000,6964,3,AZ,1,100,0.535
1671015040.753846,54273.500,6979,2,AZ,1,100,0.542
1671015040.793591,54312.000,6979,2,AZ,1,100,0.534
1671015040.832476,54349.667,6995,3,AZ,1,100,0.535
1671015040.871360,54387.333,6995,3,AZ,1,100,0.531
1671015040.910245,54425.000,6995,3,AZ,1,100,0.530
1671015040.950162,54463.667,7012,3,AZ,1,100,0.525
1671015040.990079,54502.333,7012,3,AZ,1,100,0.531
1671015041.029996,54541.000,7012,3,AZ,1,100,0.530
1671015041.069741,54579.500,7034,2,AZ,1,100,0.535
1671015041.109486,54618.000,7034,2,AZ,1,100,0.534
1671015041.149403,54656.667,7051,3,AZ,1,100,0.534
1671015041.189320,54695.333,7051,3,AZ,1,100,0.524
1671015041.229237,54734.000,7051,3,AZ,1,100,0.530
1671015041.269842,54773.333,7065,3,AZ,1,100,0.527
1671015041.310448,54812.667,7065,3,AZ,1,100,0.532
1671015041.351053,54852.000,7065,3,AZ,1,100,0.538
1671015041.391314,54891.000,7083,2,AZ,1,100,0.532
1671015041.431575,54930.000,7083,2,AZ,1,100,0.524
1671015041.471492,54968.667,7099,3,AZ,1,100,0.517
1671015041.511409,55007.333,7099,3,AZ,1,100,0.526
1671015041.551326,55046.000,7099,3,AZ,1,100,0.533
1671015041.598298,55091.500,7119,2,AZ,1,100,0.530
1671015041.645269,55137.000,7119,2,AZ,1,100,0.525
1671015041.684842,55175.333,7134,3,AZ,1,100,0.526
1671015041.724415,55213.667,7134,3,AZ,1,100,0.525
1671015041.763988,55252.000,7134,3,AZ,1,100,0.532
1671015041.803905,55290.667,7156,3,AZ,1,100,0.530
1671015041.843822,55329.333,7156,3,AZ,1,100,0.530
1671015041.883739,55368.000,7156,3,AZ,1,100,0.527
1671015041.923484,55406.500,7172,2,AZ,1,100,0.526
1671015041.963229,55445.000,7172,2,AZ,1,100,0.530
1671015042.002802,55483.333,7191,3,AZ,1,100,0.530
1671015042.042375,55521.667,7191,3,AZ,1,100,0.530
1671015042.081948,55560.000,7191,3,AZ,1,100,0.530
1671015042.121865,55598.667,7211,3,AZ,1,100,0.529
1671015042.161782,55637.333,7211,3,AZ,1,100,0.529
1671015042.201699,55676.000,7211,3,AZ,1,100,0.527
1671015042.240927,55714.000,7228,3,AZ,1,100,0.532
1671015042.280156,55752.000,7228,3,AZ,1,100,0.527
1671015042.319385,55790.000,7228,3,AZ,1,100,0.528
1671015042.359646,55829.000,7243,2,AZ,1,100,0.525
1671015042.399907,55868.000,7243,2,AZ,1,100,0.532
1671015042.439824,55906.667,7260,3,AZ,1,100,0.533
1671015042.479741,55945.333,7260,3,AZ,1,100,0.526
1671015042.519658,55984.000,7260,3,AZ,1,100,0.528
1671015042.559403,56022.500,7276,2,AZ,1,100,0.525
1671015042.599148,56061.000,7276,2,AZ,1,100,0.531
1671015042.639066,56099.667,7297,3,AZ,1,100,0.528
1671015042.678982,56138.333,7297,3,AZ,1,100,0.527
1671015042.718899,56177.000,7297,3,AZ,1,100,0.534
1671015042.763634,56220.333,7313,3,AZ,1,100,0.529
1671015042.808369,56263.667,7313,3,AZ,1,100,0.528
1671015042.853103,56307.000,7313,3,AZ,1,100,0.529
1671015042.893364,56346.000,7328,2,AZ,1,100,0.526
1671015042.933625,56385.000,7328,2,AZ,1,100,0.528
1671015042.973543,56423.667,7345,3,AZ,1,100,0.528
1671015043.013460,56462.333,7345,3,AZ,1,100,0.529
1671015043.053377,56501.000,7345,3,AZ,1,100,0.529
1671015043.091573,56538.000,7364,2,AZ,1,100,0.527
1671015043.129770,56575.000,7364,2,AZ,1,100,0.531
1671015043.169687,56613.667,7383,3,AZ,1,100,0.533
1671015043.209604,56652.333,7383,3,AZ,1,100,0.528
1671015043.249521,56691.000,7383,3,AZ,1,100,0.530
1671015043.289782,56730.000,7399,2,AZ,1,100,0.530
1671015043.330043,56769.000,7399,2,AZ,1,100,0.524
1671015043.369960,56807.667,7415,3,AZ,1,100,0.529
1671015043.409877,56846.333,7415,3,AZ,1,100,0.528
1671015043.449794,56885.000,7415,3,AZ,1,100,0.531
1671015043.489711,56923.667,7432,3,AZ,1,100,0.528
1671015043.529628,56962.333,7432,3,AZ,1,100,0.524
1671015043.569545,57001.000,7432,3,AZ,1,100,0.533
1671015043.609290,57039.500,7451,2,AZ,1,100,0.531
1671015043.649035,57078.000,7451,2,AZ,1,100,0.530
1671015043.688608,57116.333,7469,3,AZ,1,100,0.526
1671015043.728181,57154.667,7469,3,AZ,1,100,0.532
1671015043.767754,57193.000,7469,3,AZ,1,100,0.534
1671015043.807499,57231.500,7483,2,AZ,1,100,0.528
1671015043.847244,57270.000,7483,2,AZ,1,100,0.528
1671015043.891979,57313.333,7500,3,AZ,1,100,0.529
1671015043.936713,57356.667,7500,3,AZ,1,100,0.532
1671015043.981448,57400.000,7500,3,AZ,1,100,0.528
1671015044.021193,57438.500,7517,2,AZ,1,100,0.527
1671015044.060938,57477.000,7517,2,AZ,1,100,0.531
1671015044.100511,57515.333,7539,3,AZ,1,100,0.523
1671015044.140084,57553.667,7539,3,AZ,1,100,0.523
1671015044.179656,57592.000,7539,3,AZ,1,100,0.528
1671015044.219918,57631.000,7554,3,AZ,1,100,0.531
1671015044.260179,57670.000,7554,3,AZ,1,100,0.531
1671015044.300440,57709.000,7554,3,AZ,1,100,0.530
1671015044.340185,57747.500,7571,2,AZ,1,100,0.529
1671015044.379930,57786.000,7571,2,AZ,1,100,0.526
1671015044.419847,57824.667,7587,3,AZ,1,100,0.529
1671015044.459764,57863.333,7587,3,AZ,1,100,0.526
1671015044.499681,57902.000,7587,3,AZ,1,100,0.530
1671015044.538910,57940.000,7607,3,AZ,1,100,0.536
1671015044.578138,57978.000,7607,3,AZ,1,100,0.534
1671015044.617367,58016.000,7607,3,AZ,1,100,0.524
1671015044.657284,58054.667,7624,3,AZ,1,100,0.525
1671015044.697201,58093.333,7624,3,AZ,1,100,0.537
1671015044.737118,58132.000,7624,3,AZ,1,100,0.533
1671015044.777035,58170.667,7641,3,AZ,1,100,0.528
1671015044.816952,58209.333,7641,3,AZ,1,100,0.528
1671015044.856869,58248.000,7641,3,AZ,1,100,0.529
1671015044.897131,58287.000,7655,2,AZ,1,100,0.531
1671015044.937392,58326.000,7655,2,AZ,1,100,0.531
1671015044.983847,58371.000,7673,2,AZ,1,100,0.531
1671015045.030302,58416.000,7673,2,AZ,1,100,0.538
1671015045.070219,58454.667,7694,3,AZ,1,100,0.530
1671015045.110136,58493.333,7694,3,AZ,1,100,0.524
1671015045.150053,58532.000,7694,3,AZ,1,100,0.529
1671015045.189626,58570.333,7711,3,AZ,1,100,0.531
1671015045.229199,58608.667,7711,3,AZ,1,100,0.531
1671015045.268772,58647.000,7711,3,AZ,1,100,0.526
1671015045.310066,58687.000,7728,2,AZ,1,100,0.529
1671015045.351359,58727.000,7728,2,AZ,1,100,0.528
1671015045.390932,58765.333,7743,3,AZ,1,100,0.533
1671015045.430505,58803.667,7743,3,AZ,1,100,0.530
1671015045.470078,58842.000,7743,3,AZ,1,100,0.527
1671015045.509823,58880.500,7759,2,AZ,1,100,0.528
1671015045.549568,58919.000,7759,2,AZ,1,100,0.531
1671015045.589485,58957.667,7779,3,AZ,1,100,0.533
1671015045.629402,58996.333,7779,3,AZ,1,100,0.490
1671015045.669319,59035.000,7779,3,AZ,1,100,0.520
1671015045.709236,59073.667,7796,3,AZ,1,100,0.537
1671015045.749153,59112.333,7796,3,AZ,1,100,0.704
1671015045.789070,59151.000,7796,3,AZ,1,100,0.884
1671015045.828815,59189.500,7812,2,AZ,1,100,0.641
1671015045.868560,59228.000,7812,2,AZ,1,100,0.501
1671015045.908477,59266.667,7827,3,AZ,1,100,0.354
1671015045.948394,59305.333,7827,3,AZ,1,100,0.119
1671015045.988311,59344.000,7827,3,AZ,1,100,0.078
1671015046.027540,59382.000,7850,3,AZ,1,100,0.064
1671015046.066768,59420.000,7850,3,AZ,1,100,0.096
1671015046.105997,59458.000,7850,3,AZ,1,100,0.171
1671015046.152969,59503.500,7866,2,AZ,1,100,0.460
1671015046.199940,59549.000,7866,2,AZ,1,100,0.565
1671015046.239857,59587.667,7883,3,AZ,1,100,1.163
1671015046.279774,59626.333,7883,3,AZ,1,100,1.246
1671015046.319691,59665.000,7883,3,AZ,1,100,1.228
1671015046.359952,59704.000,7899,2,AZ,1,100,0.859
1671015046.400213,59743.000,7899,2,AZ,1,100,0.664
1671015046.439786,59781.333,7915,3,AZ,1,100,0.500
1671015046.479359,59819.667,7915,3,AZ,1,100,0.445
1671015046.518932,59858.000,7915,3,AZ,1,100,0.444
1671015046.558505,59896.333,7931,3,AZ,1,100,0.395
1671015046.598078,59934.667,7931,3,AZ,1,100,0.435
1671015046.637651,59973.000,7931,3,AZ,1,100,0.304
1671015046.677396,60011.500,7952,2,AZ,1,100,0.196
1671015046.717141,60050.000,7952,2,AZ,1,100,0.052
1671015046.757746,60089.333,7968,3,AZ,1,100,0.034
1671015046.798351,60128.667,7968,3,AZ,1,100,0.074
1671015046.838957,60168.000,7968,3,AZ,1,100,-0.016
1671015046.879218,60207.000,7985,2,AZ,1,100,-0.055
1671015046.919479,60246.000,7985,2,AZ,1,100,-0.073
1671015046.959396,60284.667,8002,3,AZ,1,100,0.190
1671015046.999313,60323.333,8002,3,AZ,1,100,0.125
1671015047.039230,60362.000,8002,3,AZ,1,100,0.213
1671015047.081762,60403.200,8025,5,AZ,1,100,0.557
1671015047.124295,60444.400,8025,5,AZ,1,100,0.457
1671015047.166827,60485.600,8025,5,AZ,1,100,0.482
1671015047.209359,60526.800,8025,5,AZ,1,100,0.572
1671015047.251891,60568.000,8025,5,AZ,1,100,0.475
1671015047.291120,60606.000,8044,3,AZ,1,100,0.389
1671015047.330349,60644.000,8044,3,AZ,1,100,0.349
1671015047.369578,60682.000,8044,3,AZ,1,100,0.272
1671015047.409839,60721.000,8060,3,AZ,1,100,0.129
1671015047.450100,60760.000,8060,3,AZ,1,100,0.153
1671015047.490361,60799.000,8060,3,AZ,1,100,0.049
1671015047.530106,60837.500,8075,2,AZ,1,100,-0.022
1671015047.569851,60876.000,8075,2,AZ,1,100,-0.205
1671015047.610456,60915.333,8096,3,AZ,1,100,-0.284
1671015047.651062,60954.667,8096,3,AZ,1,100,-0.341
1671015047.691667,60994.000,8096,3,AZ,1,100,-0.352
1671015047.731412,61032.500,8112,2,AZ,1,100,-0.323
1671015047.771157,61071.000,8112,2,AZ,1,100,-0.186
1671015047.811418,61110.000,8129,3,AZ,1,100,-0.087
1671015047.851679,61149.000,8129,3,AZ,1,100,0.001
1671015047.891940,61188.000,8129,3,AZ,1,100,0.100
1671015047.931857,61226.667,8145,3,AZ,1,100,0.271
1671015047.971774,61265.333,8145,3,AZ,1,100,0.339
1671015048.011691,61304.000,8145,3,AZ,1,100,0.321
1671015048.050920,61342.000,8168,2,AZ,1,100,0.310
1671015048.090149,61380.000,8168,2,AZ,1,100,0.325
1671015048.130410,61419.000,8184,3,AZ,1,100,0.257
1671015048.170671,61458.000,8184,3,AZ,1,100,0.140
1671015048.210932,61497.000,8184,3,AZ,1,100,0.137
1671015048.251710,61536.500,8201,2,AZ,1,100,0.227
1671015048.292487,61576.000,8201,2,AZ,1,100,0.257
1671015048.337910,61620.000,8218,3,AZ,1,100,0.237
1671015048.383333,61664.000,8218,3,AZ,1,100,0.309
1671015048.428756,61708.000,8218,3,AZ,1,100,0.227
1671015048.469017,61747.000,8233,2,AZ,1,100,0.207
1671015048.509278,61786.000,8233,2,AZ,1,100,0.189
1671015048.549195,61824.667,8252,3,AZ,1,100,0.115
1671015048.589112,61863.333,8252,3,AZ,1,100,0.071
1671015048.629029,61902.000,8252,3,AZ,1,100,0.084
1671015048.668258,61940.000,8270,3,AZ,1,100,-0.002
1671015048.707487,61978.000,8270,3,AZ,1,100,-0.027
1671015048.746715,62016.000,8270,3,AZ,1,100,0.038
1671015048.786460,62054.500,8286,2,AZ,1,100,0.060
1671015048.826205,62093.000,8286,2,AZ,1,100,0.151
1671015048.866122,62131.667,8302,3,AZ,1,100,0.241
1671015048.906039,62170.333,8302,3,AZ,1,100,0.296
1671015048.945956,62209.000,8302,3,AZ,1,100,0.350
1671015048.986734,62248.500,8318,2,AZ,1,100,0.427
1671015049.027511,62288.000,8318,2,AZ,1,100,0.563
1671015049.068116,62327.333,8340,3,AZ,1,100,0.598
1671015049.108721,62366.667,8340,3,AZ,1,100,0.677
1671015049.149327,62406.000,8340,3,AZ,1,100,0.615
1671015049.189244,62444.667,8356,3,AZ,1,100,0.564
1671015049.229161,62483.333,8356,3,AZ,1,100,0.504
1671015049.269078,62522.000,8356,3,AZ,1,100,0.374
1671015049.309339,62561.000,8374,2,AZ,1,100,0.372
1671015049.349600,62600.000,8374,2,AZ,1,100,0.298
1671015049.389345,62638.500,8388,2,AZ,1,100,0.197
1671015049.429090,62677.000,8388,2,AZ,1,100,0.168
1671015049.473137,62719.667,8405,3,AZ,1,100,0.210
1671015049.517183,62762.333,8405,3,AZ,1,100,0.134
1671015049.561229,62805.000,8405,3,AZ,1,100,0.215
1671015049.600802,62843.333,8424,3,AZ,1,100,0.213
1671015049.640375,62881.667,8424,3,AZ,1,100,0.223
1671015049.679948,62920.000,8424,3,AZ,1,100,0.271
1671015049.720209,62959.000,8442,2,AZ,1,100,0.043
1671015049.760470,62998.000,8442,2,AZ,1,100,0.154
1671015049.800731,63037.000,8457,3,AZ,1,100,0.047
1671015049.840993,63076.000,8457,3,AZ,1,100,0.086
1671015049.881254,63115.000,8457,3,AZ,1,100,0.087
1671015049.921515,63154.000,8473,2,AZ,1,100,0.161
1671015049.961776,63193.000,8473,2,AZ,1,100,0.135
1671015050.001693,63231.667,8492,3,AZ,1,100,0.207
1671015050.041610,63270.333,8492,3,AZ,1,100,0.231
1671015050.081527,63309.000,8492,3,AZ,1,100,0.221
1671015050.121100,63347.333,8512,3,AZ,1,100,0.202
1671015050.160673,63385.667,8512,3,AZ,1,100,0.178
1671015050.200246,63424.000,8512,3,AZ,1,100,0.181
1671015050.239991,63462.500,8528,2,AZ,1,100,0.163
1671015050.279736,63501.000,8528,2,AZ,1,100,0.151
1671015050.319653,63539.667,8544,3,AZ,1,100,0.151
1671015050.359570,63578.333,8544,3,AZ,1,100,0.133
1671015050.399487,63617.000,8544,3,AZ,1,100,0.113
1671015050.440092,63656.333,8562,3,AZ,1,100,0.143
1671015050.480698,63695.667,8562,3,AZ,1,100,0.117
1671015050.521303,63735.000,8562,3,AZ,1,100,0.100
1671015050.568790,63781.000,8579,2,AZ,1,100,0.039
1671015050.616278,63827.000,8579,2,AZ,1,100,-0.028
1671015050.656539,63866.000,8599,2,AZ,1,100,0.133
1671015050.696800,63905.000,8599,2,AZ,1,100,0.148
1671015050.736373,63943.333,8615,3,AZ,1,100,0.197
1671015050.775946,63981.667,8615,3,AZ,1,100,0.272
1671015050.815519,64020.000,8615,3,AZ,1,100,0.222
1671015050.855092,64058.333,8630,3,AZ,1,100,0.175
1671015050.894665,64096.667,8630,3,AZ,1,100,0.169
1671015050.934237,64135.000,8630,3,AZ,1,100,0.119
1671015050.973983,64173.500,8648,2,AZ,1,100,0.079
1671015051.013727,64212.000,8648,2,AZ,1,100,0.093
1671015051.053300,64250.333,8666,3,AZ,1,100,0.073
1671015051.092873,64288.667,8666,3,AZ,1,100,0.073
1671015051.132446,64327.000,8666,3,AZ,1,100,0.096
1671015051.172708,64366.000,8683,2,AZ,1,100,0.116
1671015051.212969,64405.000,8683,2,AZ,1,100,0.104
1671015051.253574,64444.333,8700,3,AZ,1,100,0.194
1671015051.294179,64483.667,8700,3,AZ,1,100,0.291
1671015051.334784,64523.000,8700,3,AZ,1,100,0.417
1671015051.375046,64562.000,8718,3,AZ,1,100,0.403
1671015051.415307,64601.000,8718,3,AZ,1,100,0.427
1671015051.455568,64640.000,8718,3,AZ,1,100,0.324
1671015051.495313,64678.500,8734,2,AZ,1,100,0.351
1671015051.535058,64717.000,8734,2,AZ,1,100,0.334
1671015051.574631,64755.333,8751,3,AZ,1,100,0.331
1671015051.614204,64793.667,8751,3,AZ,1,100,0.324
1671015051.653776,64832.000,8751,3,AZ,1,100,0.293
1671015051.700232,64877.000,8771,2,AZ,1,100,0.253
1671015051.746687,64922.000,8771,2,AZ,1,100,0.327
1671015051.786604,64960.667,8786,3,AZ,1,100,0.441
1671015051.826521,64999.333,8786,3,AZ,1,100,0.480
1671015051.866438,65038.000,8786,3,AZ,1,100,0.493
1671015051.906183,65076.500,8802,2,AZ,1,100,0.361
1671015051.945928,65115.000,8802,2,AZ,1,100,0.296
1671015051.985501,65153.333,8820,3,AZ,1,100,0.329
1671015052.025074,65191.667,8820,3,AZ,1,100,0.380
1671015052.064647,65230.000,8820,3,AZ,1,100,0.541
1671015052.104564,65268.667,8839,3,AZ,1,100,0.627
1671015052.144481,65307.333,8839,3,AZ,1,100,0.468
1671015052.184398,65346.000,8839,3,AZ,1,100,0.351
1671015052.223627,65384.000,8858,3,AZ,1,100,0.350
1671015052.262855,65422.000,8858,3,AZ,1,100,0.446
1671015052.302084,65460.000,8858,3,AZ,1,100,0.478
1671015052.342087,65498.750,8883,4,AZ,1,100,0.525
1671015052.382090,65537.500,8883,4,AZ,1,100,0.566
1671015052.422093,65576.250,8883,4,AZ,1,100,0.564
1671015052.462096,65615.000,8883,4,AZ,1,100,0.532
1671015052.501669,65653.333,8899,3,AZ,1,100,0.566
1671015052.541242,65691.667,8899,3,AZ,1,100,0.546
1671015052.580815,65730.000,8899,3,AZ,1,100,0.475
1671015052.620732,65768.667,8918,3,AZ,1,100,0.466
1671015052.660649,65807.333,8918,3,AZ,1,100,0.472
1671015052.700566,65846.000,8918,3,AZ,1,100,0.452
1671015052.741860,65886.000,8934,2,AZ,1,100,0.401
1671015052.783153,65926.000,8934,2,AZ,1,100,0.367
1671015052.830641,65972.000,8951,2,AZ,1,100,0.237
1671015052.878128,66018.000,8951,2,AZ,1,100,0.365
1671015052.918045,66056.667,8967,3,AZ,1,100,0.417
1671015052.957962,66095.333,8967,3,AZ,1,100,0.463
1671015052.997879,66134.000,8967,3,AZ,1,100,0.654
1671015053.036764,66171.667,8988,3,AZ,1,100,0.607
1671015053.075649,66209.333,8988,3,AZ,1,100,0.575
1671015053.114533,66247.000,8988,3,AZ,1,100,0.320
1671015053.154450,66285.667,9004,3,AZ,1,100,0.059
1671015053.194367,66324.333,9004,3,AZ,1,100,0.276
1671015053.234284,66363.000,9004,3,AZ,1,100,0.455
1671015053.274546,66402.000,9021,2,AZ,1,100,0.546
1671015053.314807,66441.000,9021,2,AZ,1,100,0.545
1671015053.354724,66479.667,9040,3,AZ,1,100,0.456
1671015053.394641,66518.333,9040,3,AZ,1,100,0.394
1671015053.434558,66557.000,9040,3,AZ,1,100,0.398
1671015053.474303,66595.500,9057,2,AZ,1,100,0.441
1671015053.514048,66634.000,9057,2,AZ,1,100,0.458
1671015053.554051,66672.750,9076,4,AZ,1,100,0.445
1671015053.594054,66711.500,9076,4,AZ,1,100,0.412
1671015053.634057,66750.250,9076,4,AZ,1,100,0.452
1671015053.674060,66789.000,9076,4,AZ,1,100,0.488
1671015053.713289,66827.000,9094,2,AZ,1,100,0.433
1671015053.752518,66865.000,9094,2,AZ,1,100,0.453
1671015053.792435,66903.667,9110,3,AZ,1,100,0.469
