LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GZ
1671015048.050920,61342.000,8171,2,GZ,1,100,-42.908
1671015048.090149,61380.000,8171,2,GZ,1,100,-26.947
1671015048.130410,61419.000,8187,3,GZ,1,100,-24.811
1671015048.170671,61458.000,8187,3,GZ,1,100,-25.177
1671015048.210932,61497.000,8187,3,GZ,1,100,-19.745
1671015048.251710,61536.500,8204,2,GZ,1,100,-6.500
1671015048.292487,61576.000,8204,2,GZ,1,100,9.186
1671015048.337910,61620.000,8221,3,GZ,1,100,22.125
1671015048.383333,61664.000,8221,3,GZ,1,100,37.354
1671015048.428756,61708.000,8221,3,GZ,1,100,36.743
1671015048.469017,61747.000,8236,2,GZ,1,100,26.917
1671015048.509278,61786.000,8236,2,GZ,1,100,18.982
1671015048.549195,61824.667,8255,3,GZ,1,100,5.524
1671015048.589112,61863.333,8255,3,GZ,1,100,-7.080
1671015048.629029,61902.000,8255,3,GZ,1,100,-7.843
1671015048.668258,61940.000,8273,3,GZ,1,100,-0.458
1671015048.707487,61978.000,8273,3,GZ,1,100,9.491
1671015048.746715,62016.000,8273,3,GZ,1,100,14.526
1671015048.786460,62054.500,8289,2,GZ,1,100,6.287
1671015048.826205,62093.000,8289,2,GZ,1,100,1.526
1671015048.866122,62131.667,8305,3,GZ,1,100,4.242
1671015048.906039,62170.333,8305,3,GZ,1,100,8.820
1671015048.945956,62209.000,8305,3,GZ,1,100,16.846
1671015048.986734,62248.500,8321,2,GZ,1,100,19.653
1671015049.027511,62288.000,8321,2,GZ,1,100,21.851
1671015049.068116,62327.333,8343,3,GZ,1,100,17.731
1671015049.108721,62366.667,8343,3,GZ,1,100,14.191
1671015049.149327,62406.000,8343,3,GZ,1,100,10.223
1671015049.189244,62444.667,8359,3,GZ,1,100,-4.974
1671015049.229161,62483.333,8359,3,GZ,1,100,-14.526
1671015049.269078,62522.000,8359,3,GZ,1,100,-26.306
1671015049.309339,62561.000,8377,2,GZ,1,100,-28.961
1671015049.349600,62600.000,8377,2,GZ,1,100,-27.588
1671015049.389345,62638.500,8391,2,GZ,1,100,-21.271
1671015049.429090,62677.000,8391,2,GZ,1,100,-15.381
1671015049.473137,62719.667,8408,3,GZ,1,100,-14.343
1671015049.517183,62762.333,8408,3,GZ,1,100,-24.963
1671015049.561229,62805.000,8408,3,GZ,1,100,-35.187
1671015049.600802,62843.333,8427,3,GZ,1,100,-44.586
1671015049.640375,62881.667,8427,3,GZ,1,100,-54.443
1671015049.679948,62920.000,8427,3,GZ,1,100,-42.786
1671015049.720209,62959.000,8445,2,GZ,1,100,-28.839
1671015049.760470,62998.000,8445,2,GZ,1,100,-5.676
1671015049.800731,63037.000,8460,3,GZ,1,100,21.973
1671015049.840993,63076.000,8460,3,GZ,1,100,25.757
1671015049.881254,63115.000,8460,3,GZ,1,100,20.020
1671015049.921515,63154.000,8476,2,GZ,1,100,8.667
1671015049.961776,63193.000,8476,2,GZ,1,100,-8.789
1671015050.001693,63231.667,8495,3,GZ,1,100,-25.360
1671015050.041610,63270.333,8495,3,GZ,1,100,-32.471
1671015050.081527,63309.000,8495,3,GZ,1,100,-29.419
1671015050.121100,63347.333,8515,3,GZ,1,100,-14.801
1671015050.160673,63385.667,8515,3,GZ,1,100,1.923
1671015050.200246,63424.000,8515,3,GZ,1,100,18.250
1671015050.239991,63462.500,8531,2,GZ,1,100,29.449
1671015050.279736,63501.000,8531,2,GZ,1,100,31.616
1671015050.319653,63539.667,8547,3,GZ,1,100,29.358
1671015050.359570,63578.333,8547,3,GZ,1,100,20.233
1671015050.399487,63617.000,8547,3,GZ,1,100,7.843
1671015050.440092,63656.333,8565,3,GZ,1,100,-5.646
1671015050.480698,63695.667,8565,3,GZ,1,100,-19.836
1671015050.521303,63735.000,8565,3,GZ,1,100,-29.205
1671015050.568790,63781.000,8582,2,GZ,1,100,-35.858
1671015050.616278,63827.000,8582,2,GZ,1,100,-46.539
1671015050.656539,63866.000,8602,2,GZ,1,100,-59.723
1671015050.696800,63905.000,8602,2,GZ,1,100,-64.667
1671015050.736373,63943.333,8618,3,GZ,1,100,-58.716
1671015050.775946,63981.667,8618,3,GZ,1,100,-30.792
1671015050.815519,64020.000,8618,3,GZ,1,100,-10.071
1671015050.855092,64058.333,8633,3,GZ,1,100,-12.909
1671015050.894665,64096.667,8633,3,GZ,1,100,-17.822
1671015050.934237,64135.000,8633,3,GZ,1,100,-26.276
1671015050.973983,64173.500,8651,2,GZ,1,100,-27.100
1671015051.013727,64212.000,8651,2,GZ,1,100,-22.888
1671015051.053300,64250.333,8669,3,GZ,1,100,-23.438
1671015051.092873,64288.667,8669,3,GZ,1,100,-19.073
1671015051.132446,64327.000,8669,3,GZ,1,100,-9.369
1671015051.172708,64366.000,8686,2,GZ,1,100,-6.531
1671015051.212969,64405.000,8686,2,GZ,1,100,-8.484
1671015051.253574,64444.333,8703,3,GZ,1,100,-6.256
1671015051.294179,64483.667,8703,3,GZ,1,100,-10.681
1671015051.334784,64523.000,8703,3,GZ,1,100,-4.913
1671015051.375046,64562.000,8721,3,GZ,1,100,1.434
1671015051.415307,64601.000,8721,3,GZ,1,100,4.059
1671015051.455568,64640.000,8721,3,GZ,1,100,4.791
1671015051.495313,64678.500,8737,2,GZ,1,100,-1.831
1671015051.535058,64717.000,8737,2,GZ,1,100,-8.270
1671015051.574631,64755.333,8754,3,GZ,1,100,-10.925
1671015051.614204,64793.667,8754,3,GZ,1,100,-13.123
1671015051.653776,64832.000,8754,3,GZ,1,100,-10.956
1671015051.700232,64877.000,8774,2,GZ,1,100,-16.296
1671015051.746687,64922.000,8774,2,GZ,1,100,-24.750
1671015051.786604,64960.667,8789,3,GZ,1,100,-31.860
1671015051.826521,64999.333,8789,3,GZ,1,100,-33.752
1671015051.866438,65038.000,8789,3,GZ,1,100,-20.660
1671015051.906183,65076.500,8805,2,GZ,1,100,-0.397
1671015051.945928,65115.000,8805,2,GZ,1,100,18.066
1671015051.985501,65153.333,8823,3,GZ,1,100,19.897
1671015052.025074,65191.667,8823,3,GZ,1,100,10.956
1671015052.064647,65230.000,8823,3,GZ,1,100,6.989
1671015052.104564,65268.667,8842,3,GZ,1,100,19.135
1671015052.144481,65307.333,8842,3,GZ,1,100,25.116
1671015052.184398,65346.000,8842,3,GZ,1,100,18.188
1671015052.223627,65384.000,8861,3,GZ,1,100,2.594
1671015052.262855,65422.000,8861,3,GZ,1,100,-8.453
1671015052.302084,65460.000,8861,3,GZ,1,100,-10.315
1671015052.342087,65498.750,8886,4,GZ,1,100,-10.040
1671015052.382090,65537.500,8886,4,GZ,1,100,-13.184
1671015052.422093,65576.250,8886,4,GZ,1,100,-10.162
1671015052.462096,65615.000,8886,4,GZ,1,100,-3.540
1671015052.501669,65653.333,8902,3,GZ,1,100,-0.366
1671015052.541242,65691.667,8902,3,GZ,1,100,3.723
1671015052.580815,65730.000,8902,3,GZ,1,100,10.956
1671015052.620732,65768.667,8921,3,GZ,1,100,11.414
1671015052.660649,65807.333,8921,3,GZ,1,100,6.287
1671015052.700566,65846.000,8921,3,GZ,1,100,3.784
1671015052.741860,65886.000,8937,2,GZ,1,100,10.223
1671015052.783153,65926.000,8937,2,GZ,1,100,13.000
1671015052.830641,65972.000,8954,2,GZ,1,100,10.651
1671015052.878128,66018.000,8954,2,GZ,1,100,22.980
1671015052.918045,66056.667,8970,3,GZ,1,100,30.457
1671015052.957962,66095.333,8970,3,GZ,1,100,26.154
1671015052.997879,66134.000,8970,3,GZ,1,100,13.763
1671015053.036764,66171.667,8991,3,GZ,1,100,-0.336
1671015053.075649,66209.333,8991,3,GZ,1,100,-19.836
1671015053.114533,66247.000,8991,3,GZ,1,100,-32.532
1671015053.154450,66285.667,9007,3,GZ,1,100,-24.933
1671015053.194367,66324.333,9007,3,GZ,1,100,-1.984
1671015053.234284,66363.000,9007,3,GZ,1,100,6.592
1671015053.274546,66402.000,9024,2,GZ,1,100,3.174
1671015053.314807,66441.000,9024,2,GZ,1,100,0.305
1671015053.354724,66479.667,9043,3,GZ,1,100,-3.357
1671015053.394641,66518.333,9043,3,GZ,1,100,-6.165
1671015053.434558,66557.000,9043,3,GZ,1,100,-6.561
