LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SF
1671015035.447117,49133.000,6081,1,SF,1,100,0.0000
1671015035.779530,49455.000,6135,1,SF,1,100,0.0000
1671015036.046905,49714.000,6183,1,SF,1,100,0.0000
1671015036.382415,50039.000,6238,1,SF,1,100,0.0000
1671015036.712763,50359.000,6295,1,SF,1,100,0.0000
1671015037.048272,50684.000,6344,1,SF,1,100,0.0000
1671015037.444690,51068.000,6414,1,SF,1,100,0.0000
1671015037.781231,51394.000,6469,1,SF,1,100,0.0000
1671015038.046542,51651.000,6518,1,SF,1,100,0.0000
1671015038.379987,51974.000,6573,1,SF,1,100,0.0000
1671015038.716529,52300.000,6625,1,SF,1,100,0.0000
1671015039.047909,52621.000,6675,1,SF,1,100,0.0000
1671015039.449488,53010.000,6745,1,SF,1,100,0.0000
1671015039.712734,53265.000,6799,1,SF,1,100,0.0000
1671015040.049276,53591.000,6847,1,SF,1,100,0.0000
1671015040.379624,53911.000,6901,1,SF,1,100,0.0000
1671015040.714101,54235.000,6954,1,SF,1,100,0.0000
1671015041.109486,54618.000,7024,1,SF,1,100,0.0000
1671015041.444996,54943.000,7073,1,SF,1,100,0.0000
1671015041.710306,55200.000,7126,1,SF,1,100,0.0000
1671015042.107756,55585.000,7181,1,SF,1,100,0.0000
1671015042.373067,55842.000,7235,1,SF,1,100,0.0000
1671015042.705479,56164.000,7287,1,SF,1,100,0.0000
1671015043.038924,56487.000,7335,1,SF,1,100,0.0000
1671015043.436374,56872.000,7406,1,SF,1,100,0.0000
1671015043.767754,57193.000,7459,1,SF,1,100,0.0000
1671015044.035129,57452.000,7507,1,SF,1,100,0.0000
1671015044.365477,57772.000,7562,1,SF,1,100,0.0000
1671015044.697890,58094.000,7614,1,SF,1,100,0.0000
1671015045.030302,58416.000,7663,1,SF,1,100,0.0000
1671015045.364779,58740.000,7718,1,SF,1,100,0.0000
1671015045.762229,59125.000,7786,1,SF,1,100,0.0000
1671015046.092577,59445.000,7840,1,SF,1,100,0.0000
1671015046.427054,59769.000,7890,1,SF,1,100,0.0000
1671015046.690300,60024.000,7942,1,SF,1,100,0.0000
1671015047.025810,60349.000,7992,1,SF,1,100,0.0000
1671015047.357190,60670.000,8034,1,SF,1,100,0.0000
1671015047.691667,60994.000,8086,1,SF,1,100,0.0000
1671015048.090149,61380.000,8158,1,SF,1,100,0.0000
1671015048.428756,61708.000,8208,1,SF,1,100,0.0000
1671015048.696131,61967.000,8260,1,SF,1,100,0.0000
1671015049.027511,62288.000,8309,1,SF,1,100,0.0000
1671015049.361988,62612.000,8364,1,SF,1,100,0.0000
1671015049.760470,62998.000,8432,1,SF,1,100,0.0000
1671015050.094948,63322.000,8482,1,SF,1,100,0.0000
1671015050.359226,63578.000,8536,1,SF,1,100,0.0000
1671015050.696800,63905.000,8589,1,SF,1,100,0.0000
1671015051.026116,64224.000,8638,1,SF,1,100,0.0000
1671015051.428727,64614.000,8708,1,SF,1,100,0.0000
1671015051.760107,64935.000,8761,1,SF,1,100,0.0000
1671015052.026450,65193.000,8810,1,SF,1,100,0.0000
1671015052.487905,65640.000,8873,1,SF,1,100,0.0000
1671015052.687146,65833.000,8908,1,SF,1,100,0.0000
1671015053.089757,66223.000,8978,1,SF,1,100,0.0000
1671015053.421138,66544.000,9030,1,SF,1,100,0.0000
1671015053.752518,66865.000,9084,1,SF,1,100,0.0000
1671015054.084930,67187.000,9134,1,SF,1,100,0.0000
1671015054.349209,67443.000,9188,1,SF,1,100,0.0000
1671015054.681621,67765.000,9239,1,SF,1,100,0.0000
1671015055.013001,68086.000,9288,1,SF,1,100,0.0000
1671015055.348511,68411.000,9343,1,SF,1,100,0.0000
1671015055.745960,68796.000,9409,1,SF,1,100,0.0000
1671015056.077341,69117.000,9462,1,SF,1,100,0.0000
1671015056.343684,69375.000,9517,1,SF,1,100,0.0000
1671015056.674031,69695.000,9569,1,SF,1,100,0.0000
1671015057.009541,70020.000,9617,1,SF,1,100,0.0000
1671015057.342986,70343.000,9673,1,SF,1,100,0.0000
1671015057.743533,70731.000,9733,1,SF,1,100,0.0000
1671015058.008843,70988.000,9782,1,SF,1,100,0.0000
1671015058.342288,71311.000,9837,1,SF,1,100,0.0000
1671015058.675733,71634.000,9889,1,SF,1,100,0.0000
1671015059.007113,71955.000,9937,1,SF,1,100,0.0000
1671015059.408692,72344.000,10009,1,SF,1,100,2.0823
1671015059.740072,72665.000,10065,1,SF,1,100,4.1404
1671015060.008480,72925.000,10113,1,SF,1,100,4.0925
1671015060.338828,73245.000,10167,1,SF,1,100,4.0452
1671015060.675370,73571.000,10217,1,SF,1,100,3.9984
1671015061.075917,73959.000,10287,1,SF,1,100,3.9521
1671015061.344324,74219.000,10339,1,SF,1,100,3.9064
1671015061.675704,74540.000,10392,1,SF,1,100,3.8612
1671015062.009149,74863.000,10443,1,SF,1,100,3.8166
1671015062.338465,75182.000,10497,1,SF,1,100,3.7724
1671015062.669845,75503.000,10550,1,SF,1,100,3.7288
1671015063.072456,75893.000,10622,1,SF,1,100,3.6856
1671015063.403837,76214.000,10675,1,SF,1,100,3.6430
1671015063.735217,76535.000,10727,1,SF,1,100,3.6009
1671015064.001560,76793.000,10777,1,SF,1,100,3.5592
1671015064.331908,77113.000,10832,1,SF,1,100,3.5180
1671015064.664320,77435.000,10883,1,SF,1,100,3.4773
1671015064.995700,77756.000,10935,1,SF,1,100,3.4371
1671015065.396247,78144.000,11005,1,SF,1,100,3.3973
1671015065.728660,78466.000,11058,1,SF,1,100,3.3580
1671015066.060040,78787.000,11109,1,SF,1,100,3.3192
1671015066.325351,79044.000,11162,1,SF,1,100,3.2808
1671015066.656731,79365.000,11214,1,SF,1,100,3.2428
1671015066.992240,79690.000,11262,1,SF,1,100,3.2053
1671015067.390722,80076.000,11332,1,SF,1,100,3.1683
1671015067.726232,80401.000,11386,1,SF,1,100,3.1316
1671015067.991542,80658.000,11434,1,SF,1,100,3.0954
1671015068.326020,80982.000,11497,1,SF,1,100,5.1418
1671015068.659464,81305.000,11550,1,SF,1,100,7.1646
1671015068.988780,81624.000,11599,1,SF,1,100,7.0817
1671015069.323257,81948.000,11658,1,SF,1,100,11.1643
1671015069.724836,82337.000,11726,1,SF,1,100,11.0351
1671015069.993244,82597.000,11775,1,SF,1,100,10.9075
1671015070.323592,82917.000,11830,1,SF,1,100,10.7813
1671015070.660134,83243.000,11882,1,SF,1,100,10.6566
1671015070.990481,83563.000,11930,1,SF,1,100,10.5333
1671015071.393093,83953.000,12002,1,SF,1,100,10.4115
1671015071.724473,84274.000,12056,1,SF,1,100,10.2910
1671015071.992881,84534.000,12106,1,SF,1,100,12.2542
1671015072.324261,84855.000,12160,1,SF,1,100,12.1125
1671015072.655641,85176.000,12215,1,SF,1,100,11.9724
1671015073.058253,85566.000,12282,1,SF,1,100,11.8339
1671015073.389633,85887.000,12336,1,SF,1,100,11.6970
1671015073.721013,86208.000,12396,1,SF,1,100,13.6439
1671015074.050328,86527.000,12447,1,SF,1,100,13.4861
1671015074.317704,86786.000,12500,1,SF,1,100,13.3301
1671015074.650116,87108.000,12552,1,SF,1,100,13.1759
1671015074.981497,87429.000,12604,1,SF,1,100,15.1057
1671015075.378946,87814.000,12675,1,SF,1,100,14.9309
1671015075.711359,88136.000,12727,1,SF,1,100,16.8405
1671015076.042739,88457.000,12780,1,SF,1,100,16.6457
1671015076.308049,88714.000,12833,1,SF,1,100,16.4531
1671015076.639430,89035.000,12887,1,SF,1,100,16.2628
1671015076.974939,89360.000,12938,1,SF,1,100,18.1569
1671015077.308384,89683.000,12993,1,SF,1,100,17.9469
1671015077.705834,90068.000,13063,1,SF,1,100,17.7392
