LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EL
1671015035.447117,49133.000,6086,2,EL,1,100,26457.599609
1671015035.447117,49133.000,6086,2,EL,1,100,26457.199219
1671015035.513703,49197.500,6103,2,EL,1,100,26457.800781
1671015035.580289,49262.000,6103,2,EL,1,100,26457.199219
1671015035.647391,49327.000,6122,1,EL,1,100,26458.000000
1671015035.713460,49391.000,6140,2,EL,1,100,26457.400391
1671015035.779530,49455.000,6140,2,EL,1,100,26458.000000
1671015035.845599,49519.000,6156,1,EL,1,100,26457.800781
1671015035.912701,49584.000,6171,2,EL,1,100,26457.800781
1671015035.979803,49649.000,6171,2,EL,1,100,26457.800781
1671015036.046905,49714.000,6188,1,EL,1,100,26458.000000
1671015036.115039,49780.000,6210,2,EL,1,100,26457.800781
1671015036.183174,49846.000,6210,2,EL,1,100,26458.199219
1671015036.249243,49910.000,6226,1,EL,1,100,26458.000000
1671015036.315829,49974.500,6243,2,EL,1,100,26458.000000
1671015036.382415,50039.000,6243,2,EL,1,100,26458.000000
1671015036.447968,50102.500,6258,2,EL,1,100,26458.400391
1671015036.513522,50166.000,6258,2,EL,1,100,26458.199219
1671015036.581656,50232.000,6283,1,EL,1,100,26458.599609
1671015036.647209,50295.500,6300,2,EL,1,100,26458.199219
1671015036.712763,50359.000,6300,2,EL,1,100,26458.800781
1671015036.780897,50425.000,6317,1,EL,1,100,26458.000000
1671015036.847999,50490.000,6331,2,EL,1,100,26459.000000
1671015036.915101,50555.000,6331,2,EL,1,100,26458.599609
1671015036.981686,50619.500,6349,2,EL,1,100,26459.000000
1671015037.048272,50684.000,6349,2,EL,1,100,26458.800781
1671015037.114342,50748.000,6370,1,EL,1,100,26459.000000
1671015037.181444,50813.000,6387,2,EL,1,100,26458.199219
1671015037.248546,50878.000,6387,2,EL,1,100,26459.000000
1671015037.313583,50941.000,6403,1,EL,1,100,26459.000000
1671015037.379136,51004.500,6419,2,EL,1,100,26459.000000
1671015037.444690,51068.000,6419,2,EL,1,100,26458.000000
1671015037.512824,51134.000,6435,1,EL,1,100,26459.000000
1671015037.579926,51199.000,6455,2,EL,1,100,26458.599609
1671015037.647028,51264.000,6455,2,EL,1,100,26459.000000
1671015037.714129,51329.000,6474,2,EL,1,100,26458.800781
1671015037.781231,51394.000,6474,2,EL,1,100,26459.000000
1671015037.847301,51458.000,6491,1,EL,1,100,26458.800781
1671015037.913887,51522.500,6505,2,EL,1,100,26459.000000
1671015037.980473,51587.000,6505,2,EL,1,100,26459.000000
1671015038.046542,51651.000,6523,1,EL,1,100,26459.000000
1671015038.112612,51715.000,6544,2,EL,1,100,26458.599609
1671015038.178681,51779.000,6544,2,EL,1,100,26459.000000
1671015038.245783,51844.000,6561,2,EL,1,100,26458.199219
1671015038.312885,51909.000,6561,2,EL,1,100,26459.000000
1671015038.379987,51974.000,6578,1,EL,1,100,26458.800781
1671015038.448121,52040.000,6593,2,EL,1,100,26459.000000
1671015038.516255,52106.000,6593,2,EL,1,100,26458.800781
1671015038.583357,52171.000,6612,1,EL,1,100,26459.199219
1671015038.649943,52235.500,6630,2,EL,1,100,26458.800781
1671015038.716529,52300.000,6630,2,EL,1,100,26459.000000
1671015038.779501,52361.000,6646,1,EL,1,100,26459.000000
1671015038.846087,52425.500,6664,2,EL,1,100,26459.000000
1671015038.912673,52490.000,6664,2,EL,1,100,26459.000000
1671015038.980291,52555.500,6680,2,EL,1,100,26459.199219
1671015039.047909,52621.000,6680,2,EL,1,100,26458.800781
