LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,BV
1671015036.013870,49682.000,6200,1,BV,1,100,4.06
1671015037.015237,50652.000,6361,1,BV,1,100,4.06
1671015038.013507,51619.000,6535,1,BV,1,100,4.06
1671015039.012810,52587.000,6692,1,BV,1,100,4.06
1671015040.016241,53559.000,6864,1,BV,1,100,4.06
1671015041.009349,54521.000,7019,1,BV,1,100,4.06
1671015042.009684,55490.000,7198,1,BV,1,100,4.06
1671015043.005889,56455.000,7352,1,BV,1,100,4.06
1671015044.001062,57419.000,7524,1,BV,1,100,4.06
1671015044.996235,58383.000,7680,1,BV,1,100,4.06
1671015045.993473,59349.000,7834,1,BV,1,100,4.06
1671015046.992775,60317.000,8009,1,BV,1,100,4.06
1671015047.991045,61284.000,8152,1,BV,1,100,4.06
1671015048.992412,62254.000,8325,1,BV,1,100,4.06
1671015049.995843,63226.000,8480,1,BV,1,100,4.06
1671015050.993081,64192.000,8655,1,BV,1,100,4.06
1671015051.992383,65160.000,8827,1,BV,1,100,4.06
1671015052.990653,66127.000,8974,1,BV,1,100,4.06
1671015053.984793,67090.000,9132,1,BV,1,100,4.06
1671015054.979966,68054.000,9305,1,BV,1,100,4.06
1671015055.978236,69021.000,9459,1,BV,1,100,4.06
1671015056.976506,69988.000,9634,1,BV,1,100,4.06
1671015057.975808,70956.000,9799,1,BV,1,100,4.06
1671015058.972014,71921.000,9954,1,BV,1,100,4.05
1671015059.975445,72893.000,10130,1,BV,1,100,4.05
1671015060.975780,73862.000,10285,1,BV,1,100,4.06
1671015061.975082,74830.000,10460,1,BV,1,100,4.06
1671015062.973352,75797.000,10619,1,BV,1,100,4.06
1671015063.967493,76760.000,10794,1,BV,1,100,4.05
1671015064.962666,77724.000,10952,1,BV,1,100,4.06
1671015065.960935,78691.000,11106,1,BV,1,100,4.06
1671015066.959205,79658.000,11279,1,BV,1,100,4.06
1671015067.958508,80626.000,11451,1,BV,1,100,4.06
1671015068.953681,81590.000,11616,1,BV,1,100,4.06
1671015069.960209,82565.000,11792,1,BV,1,100,4.06
1671015070.957447,83531.000,11947,1,BV,1,100,4.06
1671015071.958814,84501.000,12123,1,BV,1,100,4.06
1671015072.958116,85469.000,12280,1,BV,1,100,4.06
1671015073.951224,86431.000,12444,1,BV,1,100,4.06
1671015074.948462,87397.000,12621,1,BV,1,100,4.05
1671015075.943635,88361.000,12778,1,BV,1,100,4.05
1671015076.941905,89328.000,12955,1,BV,1,100,4.05
1671015077.938110,90293.000,13111,1,BV,1,100,4.05
1671015078.933283,91257.000,13276,1,BV,1,100,4.05
1671015079.938779,92231.000,13440,1,BV,1,100,4.05
1671015080.936017,93197.000,13612,1,BV,1,100,4.05
1671015081.938416,94168.000,13770,1,BV,1,100,4.05
1671015082.939783,95138.000,13951,1,BV,1,100,4.05
1671015083.931859,96099.000,14111,1,BV,1,100,4.05
1671015084.931161,97067.000,14288,1,BV,1,100,4.05
1671015085.926334,98031.000,14451,1,BV,1,100,4.05
1671015086.924604,98998.000,14610,1,BV,1,100,4.05
1671015087.919776,99962.000,14785,1,BV,1,100,4.05
1671015088.915982,100927.000,14941,1,BV,1,100,4.05
1671015089.919413,101899.000,15123,1,BV,1,100,4.05
1671015090.915619,102864.000,15287,1,BV,1,100,4.05
1671015091.919050,103836.000,15463,1,BV,1,100,4.05
1671015092.919385,104805.000,15621,1,BV,1,100,4.05
1671015093.912493,105767.000,15782,1,BV,1,100,4.06
1671015094.912827,106736.000,15945,1,BV,1,100,4.05
1671015095.905936,107698.000,16118,1,BV,1,100,4.05
1671015096.903173,108664.000,16277,1,BV,1,100,4.05
1671015097.898346,109628.000,16458,1,BV,1,100,4.05
1671015098.894552,110593.000,16631,1,BV,1,100,4.05
1671015099.896951,111564.000,16799,1,BV,1,100,4.05
1671015100.893156,112529.000,16960,1,BV,1,100,4.05
1671015101.899685,113504.000,17117,1,BV,1,100,4.05
1671015102.898987,114472.000,17298,1,BV,1,100,4.05
1671015103.897257,115439.000,17454,1,BV,1,100,4.05
1671015104.895527,116406.000,17633,1,BV,1,100,4.05
1671015105.890700,117370.000,17780,1,BV,1,100,4.05
1671015106.885873,118334.000,17955,1,BV,1,100,4.05
1671015107.881045,119298.000,18131,1,BV,1,100,4.05
1671015108.877251,120263.000,18293,1,BV,1,100,4.05
1671015109.877585,121232.000,18451,1,BV,1,100,4.05
1671015110.873791,122197.000,18633,1,BV,1,100,4.05
1671015111.878254,123170.000,18811,1,BV,1,100,4.05
1671015112.877557,124138.000,18970,1,BV,1,100,4.05
1671015113.877891,125107.000,19128,1,BV,1,100,4.05
1671015114.876161,126074.000,19303,1,BV,1,100,4.05
1671015115.875463,127042.000,19467,1,BV,1,100,4.05
1671015116.868572,128004.000,19642,1,BV,1,100,4.05
1671015117.863744,128968.000,19802,1,BV,1,100,4.05
1671015118.859950,129933.000,19979,1,BV,1,100,4.05
1671015119.859252,130901.000,20136,1,BV,1,100,4.05
1671015120.857522,131868.000,20313,1,BV,1,100,4.05
1671015121.857857,132837.000,20460,1,BV,1,100,4.05
1671015122.858191,133806.000,20635,1,BV,1,100,4.05
1671015123.855429,134772.000,20811,1,BV,1,100,4.05
1671015124.854731,135740.000,20969,1,BV,1,100,4.05
1671015125.857130,136711.000,21143,1,BV,1,100,4.05
1671015126.849206,137672.000,21291,1,BV,1,100,4.05
1671015127.845411,138637.000,21468,1,BV,1,100,4.05
1671015128.840584,139601.000,21627,1,BV,1,100,4.05
1671015129.839886,140569.000,21805,1,BV,1,100,4.05
1671015130.838156,141536.000,21965,1,BV,1,100,4.05
1671015131.838491,142505.000,22131,1,BV,1,100,4.05
1671015132.841923,143477.000,22307,1,BV,1,100,4.05
1671015133.839160,144443.000,22465,1,BV,1,100,4.05
1671015134.840527,145413.000,22642,1,BV,1,100,4.05
1671015135.843959,146385.000,22804,1,BV,1,100,4.05
1671015136.836035,147346.000,22982,1,BV,1,100,4.05
1671015137.834304,148313.000,23124,1,BV,1,100,4.05
1671015138.827413,149275.000,23301,1,BV,1,100,4.05
1671015139.826715,150243.000,23477,1,BV,1,100,4.05
1671015140.821888,151207.000,23638,1,BV,1,100,4.05
1671015141.824287,152178.000,23797,1,BV,1,100,4.05
1671015142.825654,153148.000,23971,1,BV,1,100,4.05
1671015143.820827,154112.000,24147,1,BV,1,100,4.05
