LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,TL
1671015036.575462,50226.000,6270,1,TL,1,100,2022-12-14_12-50-31-379036
1671015036.601270,50251.000,6273,1,TL,1,100,2022-12-14_12-50-36-586226
1671015041.850704,55336.000,7141,1,TL,1,100,2022-12-14_12-50-36-678393
1671015041.875480,55360.000,7144,1,TL,1,100,2022-12-14_12-50-41-856873
1671015047.128011,60448.000,8011,1,TL,1,100,2022-12-14_12-50-41-914200
1671015052.400156,65555.000,8865,1,TL,1,100,2022-12-14_12-50-47-173838
1671015052.418738,65573.000,8867,1,TL,1,100,2022-12-14_12-50-47-358193
1671015052.442482,65596.000,8870,1,TL,1,100,2022-12-14_12-50-52-432482
1671015057.674366,70664.000,9725,1,TL,1,100,2022-12-14_12-50-52-601191
1671015057.738371,70726.000,9728,1,TL,1,100,2022-12-14_12-50-57-724790
1671015062.952705,75777.000,10598,1,TL,1,100,2022-12-14_12-50-57-815467
1671015062.978514,75802.000,10601,1,TL,1,100,2022-12-14_12-51-02-959161
1671015068.235174,80894.000,11475,1,TL,1,100,2022-12-14_12-51-03-027178
1671015068.262015,80920.000,11478,1,TL,1,100,2022-12-14_12-51-08-245366
1671015073.508352,86002.000,12355,1,TL,1,100,2022-12-14_12-51-08-306017
1671015073.534160,86027.000,12358,1,TL,1,100,2022-12-14_12-51-13-513473
1671015078.789788,91118.000,13238,1,TL,1,100,2022-12-14_12-51-13-586741
1671015078.829017,91156.000,13241,1,TL,1,100,2022-12-14_12-51-18-812096
1671015084.053674,96217.000,14113,1,TL,1,100,2022-12-14_12-51-19-016203
1671015084.081547,96244.000,14116,1,TL,1,100,2022-12-14_12-51-24-066497
1671015089.335111,101333.000,14997,1,TL,1,100,2022-12-14_12-51-24-126590
1671015089.367113,101364.000,15000,1,TL,1,100,2022-12-14_12-51-29-352286
1671015094.639258,106471.000,15885,1,TL,1,100,2022-12-14_12-51-29-460170
1671015094.675390,106506.000,15888,1,TL,1,100,2022-12-14_12-51-34-651248
1671015099.914500,111581.000,16774,1,TL,1,100,2022-12-14_12-51-34-740348
1671015100.025993,111689.000,16777,1,TL,1,100,2022-12-14_12-51-40-017006
1671015105.192840,116694.000,17653,1,TL,1,100,2022-12-14_12-51-40-107588
1671015105.219681,116720.000,17656,1,TL,1,100,2022-12-14_12-51-45-205604
1671015110.460856,121797.000,18541,1,TL,1,100,2022-12-14_12-51-45-329872
1671015110.485632,121821.000,18544,1,TL,1,100,2022-12-14_12-51-50-480370
1671015115.758809,126929.000,19429,1,TL,1,100,2022-12-14_12-51-50-549855
1671015115.791844,126961.000,19432,1,TL,1,100,2022-12-14_12-51-55-771278
1671015121.030955,132036.000,20315,1,TL,1,100,2022-12-14_12-51-55-888990
1671015121.112509,132115.000,20318,1,TL,1,100,2022-12-14_12-52-01-087495
1671015126.319617,137159.000,21198,1,TL,1,100,2022-12-14_12-52-01-225792
1671015126.343361,137182.000,21201,1,TL,1,100,2022-12-14_12-52-06-333361
1671015131.596924,142271.000,22072,1,TL,1,100,2022-12-14_12-52-06-406365
1671015131.654735,142327.000,22075,1,TL,1,100,2022-12-14_12-52-11-647529
1671015136.887651,147396.000,22961,1,TL,1,100,2022-12-14_12-52-11-745786
1671015142.165991,152509.000,23833,1,TL,1,100,2022-12-14_12-52-17-006243
1671015142.192831,152535.000,23835,1,TL,1,100,2022-12-14_12-52-17-049094
1671015142.217607,152559.000,23838,1,TL,1,100,2022-12-14_12-52-22-209873
