LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AY
1670854073.919200,124578.000,18592,3,AY,1,100,0.110
1670854073.958938,124616.500,18609,2,AY,1,100,0.110
1670854073.998677,124655.000,18609,2,AY,1,100,0.109
1670854074.038244,124693.333,18625,3,AY,1,100,0.110
1670854074.077810,124731.667,18625,3,AY,1,100,0.109
1670854074.117377,124770.000,18625,3,AY,1,100,0.111
1670854074.156943,124808.333,18642,3,AY,1,100,0.109
1670854074.196510,124846.667,18642,3,AY,1,100,0.108
1670854074.236076,124885.000,18642,3,AY,1,100,0.110
1670854074.275815,124923.500,18657,2,AY,1,100,0.111
1670854074.315553,124962.000,18657,2,AY,1,100,0.108
1670854074.359937,125005.000,18674,3,AY,1,100,0.110
1670854074.404320,125048.000,18674,3,AY,1,100,0.111
1670854074.448704,125091.000,18674,3,AY,1,100,0.109
1670854074.488442,125129.500,18690,2,AY,1,100,0.110
1670854074.528181,125168.000,18690,2,AY,1,100,0.112
1670854074.568435,125207.000,18710,3,AY,1,100,0.109
1670854074.608690,125246.000,18710,3,AY,1,100,0.110
1670854074.648945,125285.000,18710,3,AY,1,100,0.112
1670854074.689715,125324.500,18724,2,AY,1,100,0.110
1670854074.730486,125364.000,18724,2,AY,1,100,0.108
1670854074.770397,125402.667,18741,3,AY,1,100,0.108
1670854074.810308,125441.333,18741,3,AY,1,100,0.110
1670854074.850218,125480.000,18741,3,AY,1,100,0.110
1670854074.889785,125518.333,18758,3,AY,1,100,0.110
1670854074.929351,125556.667,18758,3,AY,1,100,0.110
1670854074.968918,125595.000,18758,3,AY,1,100,0.111
1670854075.008140,125633.000,18775,2,AY,1,100,0.108
1670854075.047363,125671.000,18775,2,AY,1,100,0.110
1670854075.087617,125710.000,18791,3,AY,1,100,0.111
1670854075.127872,125749.000,18791,3,AY,1,100,0.110
1670854075.168127,125788.000,18791,3,AY,1,100,0.110
1670854075.207865,125826.500,18807,2,AY,1,100,0.109
1670854075.247604,125865.000,18807,2,AY,1,100,0.111
1670854075.288203,125904.333,18823,3,AY,1,100,0.110
1670854075.328801,125943.667,18823,3,AY,1,100,0.107
1670854075.369400,125983.000,18823,3,AY,1,100,0.111
1670854075.409311,126021.667,18840,3,AY,1,100,0.110
1670854075.449221,126060.333,18840,3,AY,1,100,0.109
1670854075.489132,126099.000,18840,3,AY,1,100,0.110
1670854075.535580,126144.000,18857,2,AY,1,100,0.110
1670854075.582027,126189.000,18857,2,AY,1,100,0.109
1670854075.621766,126227.500,18875,2,AY,1,100,0.110
1670854075.661505,126266.000,18875,2,AY,1,100,0.110
1670854075.701415,126304.667,18890,3,AY,1,100,0.110
1670854075.741326,126343.333,18890,3,AY,1,100,0.109
1670854075.781236,126382.000,18890,3,AY,1,100,0.110
1670854075.821147,126420.667,18908,3,AY,1,100,0.109
1670854075.861058,126459.333,18908,3,AY,1,100,0.111
1670854075.900968,126498.000,18908,3,AY,1,100,0.112
1670854075.940879,126536.667,18929,3,AY,1,100,0.110
1670854075.980789,126575.333,18929,3,AY,1,100,0.110
1670854076.020700,126614.000,18929,3,AY,1,100,0.111
1670854076.061471,126653.500,18946,2,AY,1,100,0.111
1670854076.102242,126693.000,18946,2,AY,1,100,0.110
1670854076.142840,126732.333,18961,3,AY,1,100,0.112
1670854076.183439,126771.667,18961,3,AY,1,100,0.111
1670854076.224038,126811.000,18961,3,AY,1,100,0.112
1670854076.263260,126849.000,18978,2,AY,1,100,0.110
1670854076.302483,126887.000,18978,2,AY,1,100,0.109
1670854076.342049,126925.333,18994,3,AY,1,100,0.108
1670854076.381616,126963.667,18994,3,AY,1,100,0.111
1670854076.421183,127002.000,18994,3,AY,1,100,0.109
1670854076.460749,127040.333,19011,3,AY,1,100,0.109
1670854076.500316,127078.667,19011,3,AY,1,100,0.111
1670854076.539882,127117.000,19011,3,AY,1,100,0.111
1670854076.580137,127156.000,19030,2,AY,1,100,0.110
1670854076.620392,127195.000,19030,2,AY,1,100,0.110
1670854076.664775,127238.000,19046,3,AY,1,100,0.111
1670854076.709158,127281.000,19046,3,AY,1,100,0.109
1670854076.753542,127324.000,19046,3,AY,1,100,0.110
1670854076.793280,127362.500,19061,2,AY,1,100,0.110
1670854076.833019,127401.000,19061,2,AY,1,100,0.111
1670854076.872930,127439.667,19079,3,AY,1,100,0.111
1670854076.912840,127478.333,19079,3,AY,1,100,0.111
1670854076.952751,127517.000,19079,3,AY,1,100,0.111
1670854076.991973,127555.000,19095,3,AY,1,100,0.110
1670854077.031196,127593.000,19095,3,AY,1,100,0.110
1670854077.070418,127631.000,19095,3,AY,1,100,0.110
1670854077.110673,127670.000,19112,2,AY,1,100,0.112
1670854077.150928,127709.000,19112,2,AY,1,100,0.109
1670854077.190838,127747.667,19127,3,AY,1,100,0.109
1670854077.230749,127786.333,19127,3,AY,1,100,0.110
1670854077.270659,127825.000,19127,3,AY,1,100,0.111
1670854077.310570,127863.667,19144,3,AY,1,100,0.113
1670854077.350481,127902.333,19144,3,AY,1,100,0.111
1670854077.390391,127941.000,19144,3,AY,1,100,0.108
1670854077.429614,127979.000,19160,2,AY,1,100,0.110
1670854077.468836,128017.000,19160,2,AY,1,100,0.111
1670854077.508747,128055.667,19178,3,AY,1,100,0.109
1670854077.548657,128094.333,19178,3,AY,1,100,0.110
1670854077.588568,128133.000,19178,3,AY,1,100,0.109
1670854077.627791,128171.000,19196,3,AY,1,100,0.112
1670854077.667013,128209.000,19196,3,AY,1,100,0.109
1670854077.706236,128247.000,19196,3,AY,1,100,0.108
1670854077.746490,128286.000,19211,2,AY,1,100,0.109
1670854077.786745,128325.000,19211,2,AY,1,100,0.110
1670854077.833193,128370.000,19228,2,AY,1,100,0.109
1670854077.879640,128415.000,19228,2,AY,1,100,0.110
1670854077.919207,128453.333,19245,3,AY,1,100,0.111
1670854077.958774,128491.667,19245,3,AY,1,100,0.110
1670854077.998340,128530.000,19245,3,AY,1,100,0.110
1670854078.038251,128568.667,19261,3,AY,1,100,0.110
1670854078.078161,128607.333,19261,3,AY,1,100,0.109
1670854078.118072,128646.000,19261,3,AY,1,100,0.109
1670854078.157983,128684.667,19279,3,AY,1,100,0.110
1670854078.197893,128723.333,19279,3,AY,1,100,0.111
1670854078.237804,128762.000,19279,3,AY,1,100,0.108
1670854078.278059,128801.000,19293,2,AY,1,100,0.111
1670854078.318313,128840.000,19293,2,AY,1,100,0.112
1670854078.358224,128878.667,19310,3,AY,1,100,0.108
1670854078.398134,128917.333,19310,3,AY,1,100,0.108
1670854078.438045,128956.000,19310,3,AY,1,100,0.110
1670854078.476235,128993.000,19326,2,AY,1,100,0.110
1670854078.514426,129030.000,19326,2,AY,1,100,0.111
1670854078.554336,129068.667,19346,3,AY,1,100,0.112
1670854078.594247,129107.333,19346,3,AY,1,100,0.111
1670854078.634157,129146.000,19346,3,AY,1,100,0.110
1670854078.674412,129185.000,19361,2,AY,1,100,0.109
1670854078.714667,129224.000,19361,2,AY,1,100,0.110
1670854078.754577,129262.667,19377,3,AY,1,100,0.108
1670854078.794488,129301.333,19377,3,AY,1,100,0.110
1670854078.834399,129340.000,19377,3,AY,1,100,0.112
1670854078.874309,129378.667,19394,3,AY,1,100,0.111
1670854078.914220,129417.333,19394,3,AY,1,100,0.109
1670854078.954131,129456.000,19394,3,AY,1,100,0.108
1670854079.000578,129501.000,19411,2,AY,1,100,0.110
1670854079.047026,129546.000,19411,2,AY,1,100,0.109
1670854079.086592,129584.333,19427,3,AY,1,100,0.112
1670854079.126159,129622.667,19427,3,AY,1,100,0.111
1670854079.165726,129661.000,19427,3,AY,1,100,0.109
1670854079.207012,129701.000,19443,2,AY,1,100,0.108
1670854079.248299,129741.000,19443,2,AY,1,100,0.110
1670854079.288554,129780.000,19459,3,AY,1,100,0.110
1670854079.328809,129819.000,19459,3,AY,1,100,0.109
1670854079.369063,129858.000,19459,3,AY,1,100,0.109
1670854079.408974,129896.667,19476,3,AY,1,100,0.109
1670854079.448884,129935.333,19476,3,AY,1,100,0.110
1670854079.488795,129974.000,19476,3,AY,1,100,0.111
1670854079.528018,130012.000,19493,2,AY,1,100,0.111
1670854079.567240,130050.000,19493,2,AY,1,100,0.109
1670854079.607495,130089.000,19512,3,AY,1,100,0.109
1670854079.647750,130128.000,19512,3,AY,1,100,0.111
1670854079.688004,130167.000,19512,3,AY,1,100,0.110
1670854079.727743,130205.500,19526,2,AY,1,100,0.110
1670854079.767481,130244.000,19526,2,AY,1,100,0.109
1670854079.807392,130282.667,19544,3,AY,1,100,0.112
1670854079.847303,130321.333,19544,3,AY,1,100,0.111
1670854079.887213,130360.000,19544,3,AY,1,100,0.111
1670854079.926436,130398.000,19560,3,AY,1,100,0.111
1670854079.965658,130436.000,19560,3,AY,1,100,0.110
1670854080.004881,130474.000,19560,3,AY,1,100,0.109
1670854080.045135,130513.000,19577,2,AY,1,100,0.107
1670854080.085390,130552.000,19577,2,AY,1,100,0.109
1670854080.129773,130595.000,19594,3,AY,1,100,0.111
1670854080.174157,130638.000,19594,3,AY,1,100,0.110
1670854080.218540,130681.000,19594,3,AY,1,100,0.110
1670854080.258279,130719.500,19609,2,AY,1,100,0.109
1670854080.298017,130758.000,19609,2,AY,1,100,0.111
1670854080.337928,130796.667,19625,3,AY,1,100,0.110
1670854080.377839,130835.333,19625,3,AY,1,100,0.110
1670854080.417749,130874.000,19625,3,AY,1,100,0.112
1670854080.457660,130912.667,19642,3,AY,1,100,0.109
1670854080.497571,130951.333,19642,3,AY,1,100,0.112
1670854080.537481,130990.000,19642,3,AY,1,100,0.111
1670854080.576704,131028.000,19661,2,AY,1,100,0.108
1670854080.615926,131066.000,19661,2,AY,1,100,0.112
1670854080.656869,131105.667,19676,3,AY,1,100,0.110
1670854080.697812,131145.333,19676,3,AY,1,100,0.110
1670854080.738755,131185.000,19676,3,AY,1,100,0.110
1670854080.777977,131223.000,19692,2,AY,1,100,0.111
1670854080.817199,131261.000,19692,2,AY,1,100,0.110
1670854080.857110,131299.667,19710,3,AY,1,100,0.109
1670854080.897021,131338.333,19710,3,AY,1,100,0.110
1670854080.936931,131377.000,19710,3,AY,1,100,0.110
1670854080.976842,131415.667,19726,3,AY,1,100,0.110
1670854081.016752,131454.333,19726,3,AY,1,100,0.110
1670854081.056663,131493.000,19726,3,AY,1,100,0.111
1670854081.096918,131532.000,19743,2,AY,1,100,0.110
1670854081.137172,131571.000,19743,2,AY,1,100,0.111
1670854081.180008,131612.500,19765,4,AY,1,100,0.108
1670854081.222843,131654.000,19765,4,AY,1,100,0.110
1670854081.265678,131695.500,19765,4,AY,1,100,0.112
1670854081.308513,131737.000,19765,4,AY,1,100,0.110
1670854081.348423,131775.667,19782,3,AY,1,100,0.110
1670854081.388334,131814.333,19782,3,AY,1,100,0.112
1670854081.428245,131853.000,19782,3,AY,1,100,0.110
1670854081.469532,131893.000,19796,2,AY,1,100,0.110
1670854081.510818,131933.000,19796,2,AY,1,100,0.110
1670854081.551073,131972.000,19816,3,AY,1,100,0.112
1670854081.591328,132011.000,19816,3,AY,1,100,0.108
1670854081.631582,132050.000,19816,3,AY,1,100,0.108
1670854081.671493,132088.667,19832,3,AY,1,100,0.109
1670854081.711404,132127.333,19832,3,AY,1,100,0.110
1670854081.751314,132166.000,19832,3,AY,1,100,0.108
1670854081.790537,132204.000,19849,2,AY,1,100,0.108
1670854081.829759,132242.000,19849,2,AY,1,100,0.109
1670854081.870014,132281.000,19866,3,AY,1,100,0.108
1670854081.910269,132320.000,19866,3,AY,1,100,0.110
1670854081.950523,132359.000,19866,3,AY,1,100,0.109
1670854081.989746,132397.000,19881,2,AY,1,100,0.109
1670854082.028968,132435.000,19881,2,AY,1,100,0.110
1670854082.069223,132474.000,19897,3,AY,1,100,0.109
1670854082.109478,132513.000,19897,3,AY,1,100,0.111
1670854082.149732,132552.000,19897,3,AY,1,100,0.111
1670854082.189987,132591.000,19915,3,AY,1,100,0.112
1670854082.230242,132630.000,19915,3,AY,1,100,0.111
1670854082.270496,132669.000,19915,3,AY,1,100,0.110
1670854082.310751,132708.000,19931,2,AY,1,100,0.111
1670854082.351006,132747.000,19931,2,AY,1,100,0.108
1670854082.397969,132792.500,19946,2,AY,1,100,0.109
1670854082.444933,132838.000,19946,2,AY,1,100,0.109
1670854082.484844,132876.667,19963,3,AY,1,100,0.111
1670854082.524755,132915.333,19963,3,AY,1,100,0.110
1670854082.564665,132954.000,19963,3,AY,1,100,0.109
1670854082.604232,132992.333,19982,3,AY,1,100,0.111
1670854082.643798,133030.667,19982,3,AY,1,100,0.111
1670854082.683365,133069.000,19982,3,AY,1,100,0.110
1670854082.723104,133107.500,19998,2,AY,1,100,0.111
1670854082.762842,133146.000,19998,2,AY,1,100,0.111
1670854082.803097,133185.000,20016,3,AY,1,100,0.111
1670854082.843351,133224.000,20016,3,AY,1,100,0.110
1670854082.883606,133263.000,20016,3,AY,1,100,0.109
1670854082.923345,133301.500,20030,2,AY,1,100,0.111
1670854082.963083,133340.000,20030,2,AY,1,100,0.109
1670854083.003338,133379.000,20047,3,AY,1,100,0.109
1670854083.043593,133418.000,20047,3,AY,1,100,0.110
1670854083.083847,133457.000,20047,3,AY,1,100,0.109
1670854083.123758,133495.667,20063,3,AY,1,100,0.112
1670854083.163669,133534.333,20063,3,AY,1,100,0.110
1670854083.203579,133573.000,20063,3,AY,1,100,0.108
1670854083.243318,133611.500,20081,2,AY,1,100,0.112
1670854083.283056,133650.000,20081,2,AY,1,100,0.110
1670854083.322623,133688.333,20096,3,AY,1,100,0.109
1670854083.362190,133726.667,20096,3,AY,1,100,0.109
1670854083.401756,133765.000,20096,3,AY,1,100,0.112
1670854083.440979,133803.000,20112,2,AY,1,100,0.109
1670854083.480201,133841.000,20112,2,AY,1,100,0.110
1670854083.524240,133883.667,20131,3,AY,1,100,0.111
1670854083.568280,133926.333,20131,3,AY,1,100,0.109
1670854083.612319,133969.000,20131,3,AY,1,100,0.111
1670854083.652230,134007.667,20148,3,AY,1,100,0.111
1670854083.692140,134046.333,20148,3,AY,1,100,0.110
1670854083.732051,134085.000,20148,3,AY,1,100,0.110
1670854083.773338,134125.000,20164,2,AY,1,100,0.109
1670854083.814625,134165.000,20164,2,AY,1,100,0.109
1670854083.854879,134204.000,20180,3,AY,1,100,0.111
1670854083.895134,134243.000,20180,3,AY,1,100,0.110
1670854083.935389,134282.000,20180,3,AY,1,100,0.111
1670854083.975127,134320.500,20196,2,AY,1,100,0.110
1670854084.014866,134359.000,20196,2,AY,1,100,0.111
1670854084.054088,134397.000,20213,3,AY,1,100,0.110
1670854084.093311,134435.000,20213,3,AY,1,100,0.110
1670854084.132533,134473.000,20213,3,AY,1,100,0.110
1670854084.172100,134511.333,20230,3,AY,1,100,0.110
1670854084.211666,134549.667,20230,3,AY,1,100,0.110
1670854084.251233,134588.000,20230,3,AY,1,100,0.109
1670854084.291487,134627.000,20247,2,AY,1,100,0.108
1670854084.331742,134666.000,20247,2,AY,1,100,0.111
1670854084.372685,134705.667,20261,3,AY,1,100,0.109
1670854084.413628,134745.333,20261,3,AY,1,100,0.111
1670854084.454571,134785.000,20261,3,AY,1,100,0.112
1670854084.494825,134824.000,20279,2,AY,1,100,0.111
1670854084.535080,134863.000,20279,2,AY,1,100,0.111
1670854084.574991,134901.667,20297,3,AY,1,100,0.108
1670854084.614901,134940.333,20297,3,AY,1,100,0.109
1670854084.654812,134979.000,20297,3,AY,1,100,0.111
1670854084.701259,135024.000,20314,2,AY,1,100,0.110
1670854084.747707,135069.000,20314,2,AY,1,100,0.111
1670854084.787274,135107.333,20329,3,AY,1,100,0.110
1670854084.826840,135145.667,20329,3,AY,1,100,0.111
1670854084.866407,135184.000,20329,3,AY,1,100,0.110
1670854084.906145,135222.500,20346,2,AY,1,100,0.109
1670854084.945884,135261.000,20346,2,AY,1,100,0.111
1670854084.985795,135299.667,20362,3,AY,1,100,0.110
1670854085.025705,135338.333,20362,3,AY,1,100,0.111
1670854085.065616,135377.000,20362,3,AY,1,100,0.109
1670854085.105182,135415.333,20379,3,AY,1,100,0.109
1670854085.144749,135453.667,20379,3,AY,1,100,0.111
1670854085.184316,135492.000,20379,3,AY,1,100,0.110
1670854085.225086,135531.500,20396,2,AY,1,100,0.106
1670854085.265857,135571.000,20396,2,AY,1,100,0.110
1670854085.306112,135610.000,20411,3,AY,1,100,0.109
1670854085.346366,135649.000,20411,3,AY,1,100,0.113
1670854085.386621,135688.000,20411,3,AY,1,100,0.110
1670854085.426360,135726.500,20427,2,AY,1,100,0.110
1670854085.466098,135765.000,20427,2,AY,1,100,0.108
1670854085.505665,135803.333,20445,3,AY,1,100,0.110
1670854085.545231,135841.667,20445,3,AY,1,100,0.111
1670854085.584798,135880.000,20445,3,AY,1,100,0.109
1670854085.624365,135918.333,20463,3,AY,1,100,0.111
1670854085.663931,135956.667,20463,3,AY,1,100,0.110
1670854085.703498,135995.000,20463,3,AY,1,100,0.110
1670854085.743752,136034.000,20480,2,AY,1,100,0.109
1670854085.784007,136073.000,20480,2,AY,1,100,0.111
1670854085.830971,136118.500,20495,2,AY,1,100,0.110
1670854085.877934,136164.000,20495,2,AY,1,100,0.111
1670854085.917845,136202.667,20512,3,AY,1,100,0.109
1670854085.957756,136241.333,20512,3,AY,1,100,0.109
1670854085.997666,136280.000,20512,3,AY,1,100,0.109
1670854086.037577,136318.667,20528,3,AY,1,100,0.111
1670854086.077488,136357.333,20528,3,AY,1,100,0.108
1670854086.117398,136396.000,20528,3,AY,1,100,0.107
1670854086.156277,136433.667,20546,3,AY,1,100,0.111
1670854086.195155,136471.333,20546,3,AY,1,100,0.111
1670854086.234034,136509.000,20546,3,AY,1,100,0.106
1670854086.274288,136548.000,20561,2,AY,1,100,0.111
1670854086.314543,136587.000,20561,2,AY,1,100,0.110
1670854086.354454,136625.667,20577,3,AY,1,100,0.109
1670854086.394364,136664.333,20577,3,AY,1,100,0.109
1670854086.434275,136703.000,20577,3,AY,1,100,0.111
1670854086.474185,136741.667,20599,3,AY,1,100,0.107
1670854086.514096,136780.333,20599,3,AY,1,100,0.109
1670854086.554007,136819.000,20599,3,AY,1,100,0.110
1670854086.593745,136857.500,20618,2,AY,1,100,0.107
1670854086.633484,136896.000,20618,2,AY,1,100,0.111
1670854086.673394,136934.667,20634,3,AY,1,100,0.110
1670854086.713305,136973.333,20634,3,AY,1,100,0.107
1670854086.753216,137012.000,20634,3,AY,1,100,0.111
1670854086.792438,137050.000,20649,2,AY,1,100,0.111
1670854086.831661,137088.000,20649,2,AY,1,100,0.108
1670854086.871571,137126.667,20666,3,AY,1,100,0.112
1670854086.911482,137165.333,20666,3,AY,1,100,0.111
1670854086.951393,137204.000,20666,3,AY,1,100,0.108
1670854086.997840,137249.000,20683,2,AY,1,100,0.111
1670854087.044288,137294.000,20683,2,AY,1,100,0.109
1670854087.084198,137332.667,20699,3,AY,1,100,0.110
1670854087.124109,137371.333,20699,3,AY,1,100,0.111
1670854087.164020,137410.000,20699,3,AY,1,100,0.111
1670854087.203930,137448.667,20717,3,AY,1,100,0.110
1670854087.243841,137487.333,20717,3,AY,1,100,0.110
1670854087.283752,137526.000,20717,3,AY,1,100,0.109
1670854087.324006,137565.000,20731,2,AY,1,100,0.110
1670854087.364261,137604.000,20731,2,AY,1,100,0.109
1670854087.403828,137642.333,20748,3,AY,1,100,0.109
1670854087.443394,137680.667,20748,3,AY,1,100,0.110
1670854087.482961,137719.000,20748,3,AY,1,100,0.109
1670854087.522699,137757.500,20765,2,AY,1,100,0.112
1670854087.562438,137796.000,20765,2,AY,1,100,0.110
1670854087.601660,137834.000,20784,3,AY,1,100,0.109
1670854087.640883,137872.000,20784,3,AY,1,100,0.111
1670854087.680105,137910.000,20784,3,AY,1,100,0.109
1670854087.720360,137949.000,20799,3,AY,1,100,0.111
1670854087.760615,137988.000,20799,3,AY,1,100,0.110
1670854087.800869,138027.000,20799,3,AY,1,100,0.111
1670854087.840608,138065.500,20816,2,AY,1,100,0.109
1670854087.880347,138104.000,20816,2,AY,1,100,0.112
1670854087.920257,138142.667,20832,3,AY,1,100,0.112
1670854087.960168,138181.333,20832,3,AY,1,100,0.110
1670854088.000078,138220.000,20832,3,AY,1,100,0.111
1670854088.039817,138258.500,20849,2,AY,1,100,0.111
1670854088.079556,138297.000,20849,2,AY,1,100,0.108
1670854088.123939,138340.000,20866,3,AY,1,100,0.111
1670854088.168322,138383.000,20866,3,AY,1,100,0.112
1670854088.212706,138426.000,20866,3,AY,1,100,0.109
1670854088.251928,138464.000,20881,2,AY,1,100,0.109
1670854088.291151,138502.000,20881,2,AY,1,100,0.111
1670854088.332093,138541.667,20897,3,AY,1,100,0.111
1670854088.373036,138581.333,20897,3,AY,1,100,0.110
1670854088.413979,138621.000,20897,3,AY,1,100,0.111
1670854088.453546,138659.333,20914,3,AY,1,100,0.111
1670854088.493112,138697.667,20914,3,AY,1,100,0.108
1670854088.532679,138736.000,20914,3,AY,1,100,0.109
1670854088.572417,138774.500,20933,2,AY,1,100,0.110
1670854088.612156,138813.000,20933,2,AY,1,100,0.111
1670854088.652411,138852.000,20950,3,AY,1,100,0.111
1670854088.692665,138891.000,20950,3,AY,1,100,0.111
1670854088.732920,138930.000,20950,3,AY,1,100,0.110
1670854088.772659,138968.500,20964,2,AY,1,100,0.110
1670854088.812397,139007.000,20964,2,AY,1,100,0.110
1670854088.852308,139045.667,20982,3,AY,1,100,0.111
1670854088.892218,139084.333,20982,3,AY,1,100,0.110
1670854088.932129,139123.000,20982,3,AY,1,100,0.111
1670854088.972040,139161.667,20998,3,AY,1,100,0.110
1670854089.011950,139200.333,20998,3,AY,1,100,0.111
1670854089.051861,139239.000,20998,3,AY,1,100,0.112
1670854089.091083,139277.000,21015,2,AY,1,100,0.109
1670854089.130306,139315.000,21015,2,AY,1,100,0.110
1670854089.170044,139353.500,21031,2,AY,1,100,0.110
1670854089.209783,139392.000,21031,2,AY,1,100,0.109
1670854089.254510,139435.333,21047,3,AY,1,100,0.109
1670854089.299238,139478.667,21047,3,AY,1,100,0.111
1670854089.343965,139522.000,21047,3,AY,1,100,0.110
1670854089.383876,139560.667,21063,3,AY,1,100,0.110
1670854089.423786,139599.333,21063,3,AY,1,100,0.111
1670854089.463697,139638.000,21063,3,AY,1,100,0.110
1670854089.502920,139676.000,21081,2,AY,1,100,0.109
1670854089.542142,139714.000,21081,2,AY,1,100,0.112
1670854089.582397,139753.000,21099,3,AY,1,100,0.110
1670854089.622652,139792.000,21099,3,AY,1,100,0.108
