LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,MZ
1670854168.299553,216016.667,33506,3,MZ,1,100,88
1670854168.339119,216055.000,33506,3,MZ,1,100,89
1670854168.379030,216093.667,33525,3,MZ,1,100,88
1670854168.418941,216132.333,33525,3,MZ,1,100,88
1670854168.458851,216171.000,33525,3,MZ,1,100,87
1670854168.498074,216209.000,33541,2,MZ,1,100,88
1670854168.537296,216247.000,33541,2,MZ,1,100,88
1670854168.577207,216285.667,33556,3,MZ,1,100,88
1670854168.617117,216324.333,33556,3,MZ,1,100,87
1670854168.657028,216363.000,33556,3,MZ,1,100,88
1670854168.696767,216401.500,33574,2,MZ,1,100,88
1670854168.736505,216440.000,33574,2,MZ,1,100,88
1670854168.776416,216478.667,33590,3,MZ,1,100,87
1670854168.816327,216517.333,33590,3,MZ,1,100,87
1670854168.856237,216556.000,33590,3,MZ,1,100,88
1670854168.896148,216594.667,33607,3,MZ,1,100,88
1670854168.936058,216633.333,33607,3,MZ,1,100,88
1670854168.975969,216672.000,33607,3,MZ,1,100,88
1670854169.016224,216711.000,33622,2,MZ,1,100,87
1670854169.056478,216750.000,33622,2,MZ,1,100,88
1670854169.095701,216788.000,33639,3,MZ,1,100,88
1670854169.134923,216826.000,33639,3,MZ,1,100,88
1670854169.174146,216864.000,33639,3,MZ,1,100,86
1670854169.221626,216910.000,33655,2,MZ,1,100,88
1670854169.269106,216956.000,33655,2,MZ,1,100,88
1670854169.309016,216994.667,33673,3,MZ,1,100,89
1670854169.348927,217033.333,33673,3,MZ,1,100,86
1670854169.388837,217072.000,33673,3,MZ,1,100,88
1670854169.428748,217110.667,33691,3,MZ,1,100,88
1670854169.468659,217149.333,33691,3,MZ,1,100,87
1670854169.508569,217188.000,33691,3,MZ,1,100,87
1670854169.548824,217227.000,33706,2,MZ,1,100,88
1670854169.589079,217266.000,33706,2,MZ,1,100,88
1670854169.628989,217304.667,33723,3,MZ,1,100,88
1670854169.668900,217343.333,33723,3,MZ,1,100,88
1670854169.708811,217382.000,33723,3,MZ,1,100,89
1670854169.748549,217420.500,33740,2,MZ,1,100,88
1670854169.788288,217459.000,33740,2,MZ,1,100,87
1670854169.828198,217497.667,33756,3,MZ,1,100,88
1670854169.868109,217536.333,33756,3,MZ,1,100,88
1670854169.908020,217575.000,33756,3,MZ,1,100,87
1670854169.947242,217613.000,33772,2,MZ,1,100,89
1670854169.986465,217651.000,33772,2,MZ,1,100,87
1670854170.026375,217689.667,33788,3,MZ,1,100,87
1670854170.066286,217728.333,33788,3,MZ,1,100,87
1670854170.106196,217767.000,33788,3,MZ,1,100,87
1670854170.146107,217805.667,33805,3,MZ,1,100,88
1670854170.186018,217844.333,33805,3,MZ,1,100,88
1670854170.225928,217883.000,33805,3,MZ,1,100,86
1670854170.265667,217921.500,33821,2,MZ,1,100,88
1670854170.305405,217960.000,33821,2,MZ,1,100,88
1670854170.349789,218003.000,33841,3,MZ,1,100,88
1670854170.394172,218046.000,33841,3,MZ,1,100,88
1670854170.438555,218089.000,33841,3,MZ,1,100,88
1670854170.478810,218128.000,33855,2,MZ,1,100,88
1670854170.519065,218167.000,33855,2,MZ,1,100,86
1670854170.558287,218205.000,33872,3,MZ,1,100,88
1670854170.597510,218243.000,33872,3,MZ,1,100,87
1670854170.636732,218281.000,33872,3,MZ,1,100,88
1670854170.677503,218320.500,33889,2,MZ,1,100,88
1670854170.718274,218360.000,33889,2,MZ,1,100,86
1670854170.758528,218399.000,33906,3,MZ,1,100,87
1670854170.798783,218438.000,33906,3,MZ,1,100,87
1670854170.839038,218477.000,33906,3,MZ,1,100,88
1670854170.879121,218515.833,33929,6,MZ,1,100,88
1670854170.919203,218554.667,33929,6,MZ,1,100,88
1670854170.959286,218593.500,33929,6,MZ,1,100,87
1670854170.999368,218632.333,33929,6,MZ,1,100,88
1670854171.039451,218671.167,33929,6,MZ,1,100,88
1670854171.079534,218710.000,33929,6,MZ,1,100,87
1670854171.119272,218748.500,33945,2,MZ,1,100,88
1670854171.159011,218787.000,33945,2,MZ,1,100,87
1670854171.198577,218825.333,33962,3,MZ,1,100,88
1670854171.238144,218863.667,33962,3,MZ,1,100,88
1670854171.277711,218902.000,33962,3,MZ,1,100,89
1670854171.318309,218941.333,33979,3,MZ,1,100,87
1670854171.358908,218980.667,33979,3,MZ,1,100,87
1670854171.399507,219020.000,33979,3,MZ,1,100,88
1670854171.447503,219066.500,33998,2,MZ,1,100,87
1670854171.495499,219113.000,33998,2,MZ,1,100,88
1670854171.536269,219152.500,34012,2,MZ,1,100,86
1670854171.577040,219192.000,34012,2,MZ,1,100,86
1670854171.616607,219230.333,34030,3,MZ,1,100,87
1670854171.656173,219268.667,34030,3,MZ,1,100,87
1670854171.695740,219307.000,34030,3,MZ,1,100,88
1670854171.735651,219345.667,34046,3,MZ,1,100,88
1670854171.775561,219384.333,34046,3,MZ,1,100,88
1670854171.815472,219423.000,34046,3,MZ,1,100,88
1670854171.855726,219462.000,34063,2,MZ,1,100,88
1670854171.895981,219501.000,34063,2,MZ,1,100,87
1670854171.935892,219539.667,34078,3,MZ,1,100,87
1670854171.975802,219578.333,34078,3,MZ,1,100,88
1670854172.015713,219617.000,34078,3,MZ,1,100,89
1670854172.055761,219655.800,34096,5,MZ,1,100,88
1670854172.095809,219694.600,34096,5,MZ,1,100,88
1670854172.135858,219733.400,34096,5,MZ,1,100,88
1670854172.175906,219772.200,34096,5,MZ,1,100,87
1670854172.215954,219811.000,34096,5,MZ,1,100,87
1670854172.256209,219850.000,34112,2,MZ,1,100,87
1670854172.296463,219889.000,34112,2,MZ,1,100,87
1670854172.336202,219927.500,34128,2,MZ,1,100,88
1670854172.375941,219966.000,34128,2,MZ,1,100,87
1670854172.415851,220004.667,34146,3,MZ,1,100,87
1670854172.455762,220043.333,34146,3,MZ,1,100,87
1670854172.495673,220082.000,34146,3,MZ,1,100,87
1670854172.540056,220125.000,34163,3,MZ,1,100,88
1670854172.584439,220168.000,34163,3,MZ,1,100,87
1670854172.628823,220211.000,34163,3,MZ,1,100,88
1670854172.667529,220248.500,34180,2,MZ,1,100,88
1670854172.706235,220286.000,34180,2,MZ,1,100,88
1670854172.746490,220325.000,34197,3,MZ,1,100,87
1670854172.786745,220364.000,34197,3,MZ,1,100,87
1670854172.826999,220403.000,34197,3,MZ,1,100,88
1670854172.866738,220441.500,34211,2,MZ,1,100,88
1670854172.906477,220480.000,34211,2,MZ,1,100,87
1670854172.947419,220519.667,34229,3,MZ,1,100,88
1670854172.988362,220559.333,34229,3,MZ,1,100,89
1670854173.029305,220599.000,34229,3,MZ,1,100,87
1670854173.069216,220637.667,34245,3,MZ,1,100,88
1670854173.109126,220676.333,34245,3,MZ,1,100,88
1670854173.149037,220715.000,34245,3,MZ,1,100,86
1670854173.189292,220754.000,34262,2,MZ,1,100,87
1670854173.229546,220793.000,34262,2,MZ,1,100,88
1670854173.268769,220831.000,34278,3,MZ,1,100,88
1670854173.307991,220869.000,34278,3,MZ,1,100,86
1670854173.347214,220907.000,34278,3,MZ,1,100,88
1670854173.387124,220945.667,34296,3,MZ,1,100,88
1670854173.427035,220984.333,34296,3,MZ,1,100,87
1670854173.466946,221023.000,34296,3,MZ,1,100,87
1670854173.505652,221060.500,34312,2,MZ,1,100,89
1670854173.544358,221098.000,34312,2,MZ,1,100,87
1670854173.585301,221137.667,34329,3,MZ,1,100,88
1670854173.626244,221177.333,34329,3,MZ,1,100,88
1670854173.667187,221217.000,34329,3,MZ,1,100,87
1670854173.714667,221263.000,34346,2,MZ,1,100,89
1670854173.762146,221309.000,34346,2,MZ,1,100,88
1670854173.803089,221348.667,34361,3,MZ,1,100,88
1670854173.844032,221388.333,34361,3,MZ,1,100,88
1670854173.884975,221428.000,34361,3,MZ,1,100,88
1670854173.924197,221466.000,34377,2,MZ,1,100,88
1670854173.963420,221504.000,34377,2,MZ,1,100,88
1670854174.003330,221542.667,34395,3,MZ,1,100,88
1670854174.043241,221581.333,34395,3,MZ,1,100,87
1670854174.083152,221620.000,34395,3,MZ,1,100,88
1670854174.122718,221658.333,34411,3,MZ,1,100,88
1670854174.162285,221696.667,34411,3,MZ,1,100,87
1670854174.201852,221735.000,34411,3,MZ,1,100,88
1670854174.242106,221774.000,34428,2,MZ,1,100,88
1670854174.282361,221813.000,34428,2,MZ,1,100,88
1670854174.322271,221851.667,34443,3,MZ,1,100,88
1670854174.362182,221890.333,34443,3,MZ,1,100,87
1670854174.402093,221929.000,34443,3,MZ,1,100,88
1670854174.442863,221968.500,34462,2,MZ,1,100,88
1670854174.483634,222008.000,34462,2,MZ,1,100,88
1670854174.523545,222046.667,34478,3,MZ,1,100,88
1670854174.563455,222085.333,34478,3,MZ,1,100,88
1670854174.603366,222124.000,34478,3,MZ,1,100,87
1670854174.643277,222162.667,34496,3,MZ,1,100,87
1670854174.683187,222201.333,34496,3,MZ,1,100,88
1670854174.723098,222240.000,34496,3,MZ,1,100,87
1670854174.762321,222278.000,34511,2,MZ,1,100,88
1670854174.801543,222316.000,34511,2,MZ,1,100,88
1670854174.845926,222359.000,34527,3,MZ,1,100,88
1670854174.890310,222402.000,34527,3,MZ,1,100,88
1670854174.934693,222445.000,34527,3,MZ,1,100,88
1670854174.973916,222483.000,34544,2,MZ,1,100,88
1670854175.013138,222521.000,34544,2,MZ,1,100,87
1670854175.053049,222559.667,34561,3,MZ,1,100,88
1670854175.092959,222598.333,34561,3,MZ,1,100,88
1670854175.132870,222637.000,34561,3,MZ,1,100,88
1670854175.173125,222676.000,34577,2,MZ,1,100,88
1670854175.213379,222715.000,34577,2,MZ,1,100,87
1670854175.254322,222754.667,34592,3,MZ,1,100,88
1670854175.295265,222794.333,34592,3,MZ,1,100,88
1670854175.336208,222834.000,34592,3,MZ,1,100,87
1670854175.376118,222872.667,34611,3,MZ,1,100,87
1670854175.416029,222911.333,34611,3,MZ,1,100,88
1670854175.455940,222950.000,34611,3,MZ,1,100,88
1670854175.495678,222988.500,34628,2,MZ,1,100,87
1670854175.535417,223027.000,34628,2,MZ,1,100,87
1670854175.574639,223065.000,34644,3,MZ,1,100,88
1670854175.613862,223103.000,34644,3,MZ,1,100,87
1670854175.653084,223141.000,34644,3,MZ,1,100,87
1670854175.692995,223179.667,34662,3,MZ,1,100,88
1670854175.732905,223218.333,34662,3,MZ,1,100,87
1670854175.772816,223257.000,34662,3,MZ,1,100,88
1670854175.813587,223296.500,34676,2,MZ,1,100,88
1670854175.854357,223336.000,34676,2,MZ,1,100,88
1670854175.895300,223375.667,34693,3,MZ,1,100,88
1670854175.936243,223415.333,34693,3,MZ,1,100,87
1670854175.977186,223455.000,34693,3,MZ,1,100,87
1670854176.024150,223500.500,34710,2,MZ,1,100,88
1670854176.071113,223546.000,34710,2,MZ,1,100,88
1670854176.111368,223585.000,34727,2,MZ,1,100,88
1670854176.151623,223624.000,34727,2,MZ,1,100,88
1670854176.190845,223662.000,34748,5,MZ,1,100,87
1670854176.230068,223700.000,34748,5,MZ,1,100,88
1670854176.269290,223738.000,34748,5,MZ,1,100,88
1670854176.308513,223776.000,34748,5,MZ,1,100,86
1670854176.347735,223814.000,34748,5,MZ,1,100,88
1670854176.387990,223853.000,34768,2,MZ,1,100,88
1670854176.428245,223892.000,34768,2,MZ,1,100,88
1670854176.468155,223930.667,34782,3,MZ,1,100,86
1670854176.508066,223969.333,34782,3,MZ,1,100,87
1670854176.547976,224008.000,34782,3,MZ,1,100,88
1670854176.587715,224046.500,34799,2,MZ,1,100,87
1670854176.627454,224085.000,34799,2,MZ,1,100,88
1670854176.667364,224123.667,34816,3,MZ,1,100,88
1670854176.707275,224162.333,34816,3,MZ,1,100,87
1670854176.747185,224201.000,34816,3,MZ,1,100,86
1670854176.786408,224239.000,34833,3,MZ,1,100,88
1670854176.825630,224277.000,34833,3,MZ,1,100,88
1670854176.864853,224315.000,34833,3,MZ,1,100,87
1670854176.905108,224354.000,34849,2,MZ,1,100,87
1670854176.945362,224393.000,34849,2,MZ,1,100,88
1670854176.984929,224431.333,34865,3,MZ,1,100,88
1670854177.024496,224469.667,34865,3,MZ,1,100,88
1670854177.064062,224508.000,34865,3,MZ,1,100,88
1670854177.103285,224546.000,34881,2,MZ,1,100,88
1670854177.142507,224584.000,34881,2,MZ,1,100,87
1670854177.186546,224626.667,34898,3,MZ,1,100,88
1670854177.230586,224669.333,34898,3,MZ,1,100,89
1670854177.274625,224712.000,34898,3,MZ,1,100,88
1670854177.314880,224751.000,34915,2,MZ,1,100,88
1670854177.355134,224790.000,34915,2,MZ,1,100,88
1670854177.395045,224828.667,34934,3,MZ,1,100,89
1670854177.434956,224867.333,34934,3,MZ,1,100,88
1670854177.474866,224906.000,34934,3,MZ,1,100,88
1670854177.514777,224944.667,34948,3,MZ,1,100,87
1670854177.554688,224983.333,34948,3,MZ,1,100,87
1670854177.594598,225022.000,34948,3,MZ,1,100,87
1670854177.633821,225060.000,34966,2,MZ,1,100,88
1670854177.673043,225098.000,34966,2,MZ,1,100,88
1670854177.712610,225136.333,34982,3,MZ,1,100,88
1670854177.752176,225174.667,34982,3,MZ,1,100,87
1670854177.791743,225213.000,34982,3,MZ,1,100,87
1670854177.831653,225251.667,34999,3,MZ,1,100,89
1670854177.871564,225290.333,34999,3,MZ,1,100,87
1670854177.911474,225329.000,34999,3,MZ,1,100,86
1670854177.951729,225368.000,35014,2,MZ,1,100,88
1670854177.991984,225407.000,35014,2,MZ,1,100,88
1670854178.031894,225445.667,35031,3,MZ,1,100,88
1670854178.071805,225484.333,35031,3,MZ,1,100,88
1670854178.111716,225523.000,35031,3,MZ,1,100,90
1670854178.151454,225561.500,35047,2,MZ,1,100,88
1670854178.191193,225600.000,35047,2,MZ,1,100,88
1670854178.234544,225642.000,35064,3,MZ,1,100,87
1670854178.277895,225684.000,35064,3,MZ,1,100,88
1670854178.321247,225726.000,35064,3,MZ,1,100,87
1670854178.362533,225766.000,35083,2,MZ,1,100,87
1670854178.403820,225806.000,35083,2,MZ,1,100,87
1670854178.444075,225845.000,35098,3,MZ,1,100,87
1670854178.484329,225884.000,35098,3,MZ,1,100,88
1670854178.524584,225923.000,35098,3,MZ,1,100,87
1670854178.564323,225961.500,35114,2,MZ,1,100,88
1670854178.604061,226000.000,35114,2,MZ,1,100,87
1670854178.643972,226038.667,35132,3,MZ,1,100,86
1670854178.683883,226077.333,35132,3,MZ,1,100,86
1670854178.723793,226116.000,35132,3,MZ,1,100,86
1670854178.763704,226154.667,35148,3,MZ,1,100,88
1670854178.803615,226193.333,35148,3,MZ,1,100,88
1670854178.843525,226232.000,35148,3,MZ,1,100,87
1670854178.883780,226271.000,35164,2,MZ,1,100,88
1670854178.924034,226310.000,35164,2,MZ,1,100,88
1670854178.963945,226348.667,35180,3,MZ,1,100,87
1670854179.003856,226387.333,35180,3,MZ,1,100,87
1670854179.043766,226426.000,35180,3,MZ,1,100,88
1670854179.082989,226464.000,35197,3,MZ,1,100,87
1670854179.122211,226502.000,35197,3,MZ,1,100,87
1670854179.161434,226540.000,35197,3,MZ,1,100,88
1670854179.201172,226578.500,35213,2,MZ,1,100,88
1670854179.240911,226617.000,35213,2,MZ,1,100,88
1670854179.280822,226655.667,35231,3,MZ,1,100,87
1670854179.320732,226694.333,35231,3,MZ,1,100,88
1670854179.360643,226733.000,35231,3,MZ,1,100,87
1670854179.400898,226772.000,35247,2,MZ,1,100,87
1670854179.441152,226811.000,35247,2,MZ,1,100,90
1670854179.485536,226854.000,35264,3,MZ,1,100,88
1670854179.529919,226897.000,35264,3,MZ,1,100,88
1670854179.574302,226940.000,35264,3,MZ,1,100,88
1670854179.614041,226978.500,35280,2,MZ,1,100,88
1670854179.653780,227017.000,35280,2,MZ,1,100,87
1670854179.693002,227055.000,35298,3,MZ,1,100,88
1670854179.732224,227093.000,35298,3,MZ,1,100,88
1670854179.771447,227131.000,35298,3,MZ,1,100,88
1670854179.812390,227170.667,35314,3,MZ,1,100,88
1670854179.853333,227210.333,35314,3,MZ,1,100,87
1670854179.894275,227250.000,35314,3,MZ,1,100,87
1670854179.934530,227289.000,35329,2,MZ,1,100,87
1670854179.974785,227328.000,35329,2,MZ,1,100,87
1670854180.014695,227366.667,35346,3,MZ,1,100,88
1670854180.054606,227405.333,35346,3,MZ,1,100,87
1670854180.094517,227444.000,35346,3,MZ,1,100,88
1670854180.134255,227482.500,35363,2,MZ,1,100,88
1670854180.173994,227521.000,35363,2,MZ,1,100,87
1670854180.213904,227559.667,35379,3,MZ,1,100,87
1670854180.253815,227598.333,35379,3,MZ,1,100,88
1670854180.293725,227637.000,35379,3,MZ,1,100,88
1670854180.333464,227675.500,35396,2,MZ,1,100,88
1670854180.373203,227714.000,35396,2,MZ,1,100,88
1670854180.413457,227753.000,35413,3,MZ,1,100,88
1670854180.453712,227792.000,35413,3,MZ,1,100,88
1670854180.493967,227831.000,35413,3,MZ,1,100,87
1670854180.540931,227876.500,35430,2,MZ,1,100,88
1670854180.587894,227922.000,35430,2,MZ,1,100,88
1670854180.628837,227961.667,35447,3,MZ,1,100,89
1670854180.669780,228001.333,35447,3,MZ,1,100,87
1670854180.710723,228041.000,35447,3,MZ,1,100,88
1670854180.750978,228080.000,35464,3,MZ,1,100,89
1670854180.791232,228119.000,35464,3,MZ,1,100,88
1670854180.831487,228158.000,35464,3,MZ,1,100,88
1670854180.871742,228197.000,35478,2,MZ,1,100,88
1670854180.911996,228236.000,35478,2,MZ,1,100,88
1670854180.951907,228274.667,35496,3,MZ,1,100,88
1670854180.991817,228313.333,35496,3,MZ,1,100,88
1670854181.031728,228352.000,35496,3,MZ,1,100,87
1670854181.071466,228390.500,35512,2,MZ,1,100,89
1670854181.111205,228429.000,35512,2,MZ,1,100,87
1670854181.150428,228467.000,35529,3,MZ,1,100,88
1670854181.189650,228505.000,35529,3,MZ,1,100,87
1670854181.228873,228543.000,35529,3,MZ,1,100,88
1670854181.270159,228583.000,35544,2,MZ,1,100,87
1670854181.311446,228623.000,35544,2,MZ,1,100,86
1670854181.351701,228662.000,35563,3,MZ,1,100,88
1670854181.391956,228701.000,35563,3,MZ,1,100,86
1670854181.432210,228740.000,35563,3,MZ,1,100,88
1670854181.471846,228778.400,35585,5,MZ,1,100,88
1670854181.511481,228816.800,35585,5,MZ,1,100,86
1670854181.551116,228855.200,35585,5,MZ,1,100,88
1670854181.590752,228893.600,35585,5,MZ,1,100,88
1670854181.630387,228932.000,35585,5,MZ,1,100,89
1670854181.677351,228977.500,35601,2,MZ,1,100,87
1670854181.724315,229023.000,35601,2,MZ,1,100,88
1670854181.763881,229061.333,35617,3,MZ,1,100,88
1670854181.803448,229099.667,35617,3,MZ,1,100,88
1670854181.843014,229138.000,35617,3,MZ,1,100,88
1670854181.882237,229176.000,35633,2,MZ,1,100,87
1670854181.921459,229214.000,35633,2,MZ,1,100,87
1670854181.961370,229252.667,35651,3,MZ,1,100,88
1670854182.001281,229291.333,35651,3,MZ,1,100,88
1670854182.041191,229330.000,35651,3,MZ,1,100,87
1670854182.081790,229369.333,35667,3,MZ,1,100,88
1670854182.122389,229408.667,35667,3,MZ,1,100,87
1670854182.162987,229448.000,35667,3,MZ,1,100,88
1670854182.203758,229487.500,35682,2,MZ,1,100,88
1670854182.244529,229527.000,35682,2,MZ,1,100,88
1670854182.284440,229565.667,35699,3,MZ,1,100,88
1670854182.324350,229604.333,35699,3,MZ,1,100,88
1670854182.364261,229643.000,35699,3,MZ,1,100,88
1670854182.403827,229681.333,35718,3,MZ,1,100,87
1670854182.443394,229719.667,35718,3,MZ,1,100,88
1670854182.482960,229758.000,35718,3,MZ,1,100,88
1670854182.522699,229796.500,35734,2,MZ,1,100,88
1670854182.562438,229835.000,35734,2,MZ,1,100,88
1670854182.602348,229873.667,35752,3,MZ,1,100,88
1670854182.642259,229912.333,35752,3,MZ,1,100,88
1670854182.682170,229951.000,35752,3,MZ,1,100,88
1670854182.721908,229989.500,35766,2,MZ,1,100,88
1670854182.761647,230028.000,35766,2,MZ,1,100,88
1670854182.806718,230071.667,35783,3,MZ,1,100,89
1670854182.851790,230115.333,35783,3,MZ,1,100,88
1670854182.896861,230159.000,35783,3,MZ,1,100,86
1670854182.937632,230198.500,35799,2,MZ,1,100,88
1670854182.978403,230238.000,35799,2,MZ,1,100,86
1670854183.018657,230277.000,35817,3,MZ,1,100,88
1670854183.058912,230316.000,35817,3,MZ,1,100,89
1670854183.099167,230355.000,35817,3,MZ,1,100,88
1670854183.139421,230394.000,35832,2,MZ,1,100,88
1670854183.179676,230433.000,35832,2,MZ,1,100,88
1670854183.219243,230471.333,35848,3,MZ,1,100,87
1670854183.258809,230509.667,35848,3,MZ,1,100,88
1670854183.298376,230548.000,35848,3,MZ,1,100,88
1670854183.337942,230586.333,35867,3,MZ,1,100,88
1670854183.377509,230624.667,35867,3,MZ,1,100,88
1670854183.417075,230663.000,35867,3,MZ,1,100,88
1670854183.456814,230701.500,35884,2,MZ,1,100,88
1670854183.496553,230740.000,35884,2,MZ,1,100,87
1670854183.537495,230779.667,35900,3,MZ,1,100,88
1670854183.578438,230819.333,35900,3,MZ,1,100,87
1670854183.619381,230859.000,35900,3,MZ,1,100,88
1670854183.659636,230898.000,35916,2,MZ,1,100,88
1670854183.699890,230937.000,35916,2,MZ,1,100,88
1670854183.739801,230975.667,35932,3,MZ,1,100,88
1670854183.779711,231014.333,35932,3,MZ,1,100,88
1670854183.819622,231053.000,35932,3,MZ,1,100,88
1670854183.858845,231091.000,35949,3,MZ,1,100,87
1670854183.898067,231129.000,35949,3,MZ,1,100,87
1670854183.937290,231167.000,35949,3,MZ,1,100,88
1670854183.983221,231211.500,35966,2,MZ,1,100,88
1670854184.029153,231256.000,35966,2,MZ,1,100,88
1670854184.069408,231295.000,35983,3,MZ,1,100,88
1670854184.109662,231334.000,35983,3,MZ,1,100,88
1670854184.149917,231373.000,35983,3,MZ,1,100,87
1670854184.189656,231411.500,35997,2,MZ,1,100,87
1670854184.229394,231450.000,35997,2,MZ,1,100,87
1670854184.269305,231488.667,36015,3,MZ,1,100,88
1670854184.309215,231527.333,36015,3,MZ,1,100,86
1670854184.349126,231566.000,36015,3,MZ,1,100,89
1670854184.389381,231605.000,36033,2,MZ,1,100,87
1670854184.429635,231644.000,36033,2,MZ,1,100,88
1670854184.470234,231683.333,36050,3,MZ,1,100,88
1670854184.510833,231722.667,36050,3,MZ,1,100,87
1670854184.551432,231762.000,36050,3,MZ,1,100,87
1670854184.591342,231800.667,36065,3,MZ,1,100,88
1670854184.631253,231839.333,36065,3,MZ,1,100,88
1670854184.671163,231878.000,36065,3,MZ,1,100,87
1670854184.710386,231916.000,36082,3,MZ,1,100,87
1670854184.749609,231954.000,36082,3,MZ,1,100,88
1670854184.788831,231992.000,36082,3,MZ,1,100,89
1670854184.828569,232030.500,36098,2,MZ,1,100,88
1670854184.868308,232069.000,36098,2,MZ,1,100,88
1670854184.907875,232107.333,36115,3,MZ,1,100,87
1670854184.947441,232145.667,36115,3,MZ,1,100,89
1670854184.987008,232184.000,36115,3,MZ,1,100,88
1670854185.028295,232224.000,36132,2,MZ,1,100,87
1670854185.069582,232264.000,36132,2,MZ,1,100,86
1670854185.117061,232310.000,36147,2,MZ,1,100,87
1670854185.164541,232356.000,36147,2,MZ,1,100,87
1670854185.204452,232394.667,36163,3,MZ,1,100,88
1670854185.244362,232433.333,36163,3,MZ,1,100,88
1670854185.284273,232472.000,36163,3,MZ,1,100,88
1670854185.323496,232510.000,36181,3,MZ,1,100,87
1670854185.362718,232548.000,36181,3,MZ,1,100,87
1670854185.401941,232586.000,36181,3,MZ,1,100,88
1670854185.442195,232625.000,36199,2,MZ,1,100,87
1670854185.482450,232664.000,36199,2,MZ,1,100,88
1670854185.522361,232702.667,36216,3,MZ,1,100,88
1670854185.562271,232741.333,36216,3,MZ,1,100,87
1670854185.602182,232780.000,36216,3,MZ,1,100,89
1670854185.642092,232818.667,36231,3,MZ,1,100,88
1670854185.682003,232857.333,36231,3,MZ,1,100,88
1670854185.721914,232896.000,36231,3,MZ,1,100,87
1670854185.761652,232934.500,36248,2,MZ,1,100,87
1670854185.801391,232973.000,36248,2,MZ,1,100,88
1670854185.841301,233011.667,36264,3,MZ,1,100,88
1670854185.881212,233050.333,36264,3,MZ,1,100,87
1670854185.921123,233089.000,36264,3,MZ,1,100,88
1670854185.960001,233126.667,36282,3,MZ,1,100,88
1670854185.998879,233164.333,36282,3,MZ,1,100,87
1670854186.037758,233202.000,36282,3,MZ,1,100,88
1670854186.078013,233241.000,36297,2,MZ,1,100,87
1670854186.118267,233280.000,36297,2,MZ,1,100,88
1670854186.157490,233318.000,36313,3,MZ,1,100,88
1670854186.196712,233356.000,36313,3,MZ,1,100,87
1670854186.235935,233394.000,36313,3,MZ,1,100,88
1670854186.282382,233439.000,36330,2,MZ,1,100,88
1670854186.328830,233484.000,36330,2,MZ,1,100,87
1670854186.368741,233522.667,36349,3,MZ,1,100,88
1670854186.408652,233561.333,36349,3,MZ,1,100,86
1670854186.448562,233600.000,36349,3,MZ,1,100,86
1670854186.488817,233639.000,36365,2,MZ,1,100,88
1670854186.529072,233678.000,36365,2,MZ,1,100,87
1670854186.568982,233716.667,36380,3,MZ,1,100,89
1670854186.608893,233755.333,36380,3,MZ,1,100,87
1670854186.648803,233794.000,36380,3,MZ,1,100,88
1670854186.688714,233832.667,36397,3,MZ,1,100,88
1670854186.728625,233871.333,36397,3,MZ,1,100,88
1670854186.768535,233910.000,36397,3,MZ,1,100,88
1670854186.808016,233948.250,36419,4,MZ,1,100,88
1670854186.847496,233986.500,36419,4,MZ,1,100,88
1670854186.886977,234024.750,36419,4,MZ,1,100,86
1670854186.926457,234063.000,36419,4,MZ,1,100,89
1670854186.966368,234101.667,36434,3,MZ,1,100,88
1670854187.006279,234140.333,36434,3,MZ,1,100,88
1670854187.046189,234179.000,36434,3,MZ,1,100,87
1670854187.085928,234217.500,36451,2,MZ,1,100,88
1670854187.125666,234256.000,36451,2,MZ,1,100,88
1670854187.165233,234294.333,36467,3,MZ,1,100,88
1670854187.204799,234332.667,36467,3,MZ,1,100,88
1670854187.244366,234371.000,36467,3,MZ,1,100,88
1670854187.284277,234409.667,36485,3,MZ,1,100,88
1670854187.324187,234448.333,36485,3,MZ,1,100,88
1670854187.364098,234487.000,36485,3,MZ,1,100,88
1670854187.410546,234532.000,36502,2,MZ,1,100,87
1670854187.456993,234577.000,36502,2,MZ,1,100,87
1670854187.497936,234616.667,36518,3,MZ,1,100,88
1670854187.538879,234656.333,36518,3,MZ,1,100,88
1670854187.579822,234696.000,36518,3,MZ,1,100,88
1670854187.620076,234735.000,36535,2,MZ,1,100,88
1670854187.660331,234774.000,36535,2,MZ,1,100,87
1670854187.700242,234812.667,36552,3,MZ,1,100,88
1670854187.740152,234851.333,36552,3,MZ,1,100,88
1670854187.780063,234890.000,36552,3,MZ,1,100,87
1670854187.820318,234929.000,36568,2,MZ,1,100,87
1670854187.860572,234968.000,36568,2,MZ,1,100,88
1670854187.900483,235006.667,36583,3,MZ,1,100,88
1670854187.940393,235045.333,36583,3,MZ,1,100,88
1670854187.980304,235084.000,36583,3,MZ,1,100,86
1670854188.020215,235122.667,36600,3,MZ,1,100,88
1670854188.060125,235161.333,36600,3,MZ,1,100,88
1670854188.100036,235200.000,36600,3,MZ,1,100,89
1670854188.139775,235238.500,36617,2,MZ,1,100,87
1670854188.179513,235277.000,36617,2,MZ,1,100,88
1670854188.218392,235314.667,36633,3,MZ,1,100,88
1670854188.257270,235352.333,36633,3,MZ,1,100,86
1670854188.296149,235390.000,36633,3,MZ,1,100,88
1670854188.336059,235428.667,36653,3,MZ,1,100,88
