LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,TH
1670854105.100058,154787.000,23538,1,TH,1,100,21.274
1670854105.233208,154916.000,23555,1,TH,1,100,21.281
1670854105.366358,155045.000,23586,1,TH,1,100,21.147
1670854105.498476,155173.000,23604,1,TH,1,100,21.146
1670854105.631626,155302.000,23622,1,TH,1,100,21.162
1670854105.764776,155431.000,23654,1,TH,1,100,21.162
1670854105.896894,155559.000,23671,1,TH,1,100,21.159
1670854106.029012,155687.000,23687,1,TH,1,100,21.159
1670854106.162162,155816.000,23705,1,TH,1,100,21.057
1670854106.294280,155944.000,23721,1,TH,1,100,21.057
1670854106.427430,156073.000,23753,1,TH,1,100,21.213
1670854106.559548,156201.000,23772,1,TH,1,100,21.221
1670854106.694762,156332.000,23788,1,TH,1,100,21.072
1670854106.827912,156461.000,23820,1,TH,1,100,21.071
1670854106.961062,156590.000,23837,1,TH,1,100,21.131
1670854107.094213,156719.000,23853,1,TH,1,100,21.131
1670854107.225298,156846.000,23871,1,TH,1,100,21.158
1670854107.359480,156976.000,23902,1,TH,1,100,21.158
1670854107.491598,157104.000,23919,1,TH,1,100,21.139
1670854107.625781,157234.000,23943,1,TH,1,100,21.139
1670854107.757899,157362.000,23961,1,TH,1,100,21.198
1670854107.891048,157491.000,23977,1,TH,1,100,21.198
1670854108.022134,157618.000,23994,1,TH,1,100,21.182
1670854108.158381,157750.000,24026,1,TH,1,100,21.189
1670854108.291531,157879.000,24042,1,TH,1,100,21.216
1670854108.424681,158008.000,24059,1,TH,1,100,21.216
1670854108.556799,158136.000,24078,1,TH,1,100,21.173
1670854108.687885,158263.000,24109,1,TH,1,100,21.173
1670854108.821035,158392.000,24127,1,TH,1,100,21.197
1670854108.956249,158523.000,24143,1,TH,1,100,21.197
1670854109.090431,158653.000,24160,1,TH,1,100,21.162
1670854109.223582,158782.000,24192,1,TH,1,100,21.162
1670854109.356732,158911.000,24208,1,TH,1,100,21.094
1670854109.487817,159038.000,24226,1,TH,1,100,21.101
1670854109.624064,159170.000,24259,1,TH,1,100,21.112
1670854109.757214,159299.000,24275,1,TH,1,100,21.112
1670854109.891396,159429.000,24293,1,TH,1,100,21.142
1670854110.023514,159557.000,24309,1,TH,1,100,21.142
1670854110.154600,159684.000,24341,1,TH,1,100,21.152
1670854110.287750,159813.000,24358,1,TH,1,100,21.152
1670854110.422964,159944.000,24374,1,TH,1,100,21.163
1670854110.557147,160074.000,24408,1,TH,1,100,21.163
1670854110.690297,160203.000,24425,1,TH,1,100,21.211
1670854110.820350,160329.000,24442,1,TH,1,100,21.219
1670854110.953500,160458.000,24459,1,TH,1,100,21.234
1670854111.086650,160587.000,24491,1,TH,1,100,21.234
1670854111.220833,160717.000,24507,1,TH,1,100,21.178
1670854111.355015,160847.000,24524,1,TH,1,100,21.178
1670854111.488165,160976.000,24558,1,TH,1,100,21.180
1670854111.619251,161103.000,24574,1,TH,1,100,21.180
1670854111.751369,161231.000,24591,1,TH,1,100,21.280
1670854111.887615,161363.000,24608,1,TH,1,100,21.280
1670854112.021797,161493.000,24639,1,TH,1,100,21.256
1670854112.154948,161622.000,24657,1,TH,1,100,21.256
1670854112.286033,161749.000,24673,1,TH,1,100,21.270
1670854112.419183,161878.000,24690,1,TH,1,100,21.270
1670854112.552333,162007.000,24724,1,TH,1,100,21.183
1670854112.684451,162135.000,24740,1,TH,1,100,21.190
1670854112.817601,162264.000,24758,1,TH,1,100,21.174
1670854112.950752,162393.000,24779,1,TH,1,100,21.174
1670854113.080805,162519.000,24811,1,TH,1,100,21.217
1670854113.213955,162648.000,24828,1,TH,1,100,21.217
1670854113.347105,162777.000,24844,1,TH,1,100,21.141
1670854113.480255,162906.000,24862,1,TH,1,100,21.141
1670854113.611341,163033.000,24895,1,TH,1,100,21.155
1670854113.744491,163162.000,24911,1,TH,1,100,21.155
1670854113.877641,163291.000,24929,1,TH,1,100,21.284
1670854114.009759,163419.000,24960,1,TH,1,100,21.284
1670854114.142909,163548.000,24977,1,TH,1,100,21.236
1670854114.275027,163676.000,24994,1,TH,1,100,21.243
1670854114.408177,163805.000,25010,1,TH,1,100,21.180
1670854114.541327,163934.000,25044,1,TH,1,100,21.173
1670854114.674477,164063.000,25061,1,TH,1,100,21.179
1670854114.807627,164192.000,25078,1,TH,1,100,21.186
1670854114.939745,164320.000,25095,1,TH,1,100,21.121
1670854115.071863,164448.000,25127,1,TH,1,100,21.121
1670854115.205013,164577.000,25143,1,TH,1,100,21.161
1670854115.337131,164705.000,25160,1,TH,1,100,21.161
1670854115.470281,164834.000,25194,1,TH,1,100,21.177
1670854115.603431,164963.000,25210,1,TH,1,100,21.177
1670854115.735549,165091.000,25227,1,TH,1,100,21.202
1670854115.871796,165223.000,25244,1,TH,1,100,21.202
1670854116.004946,165352.000,25275,1,TH,1,100,21.174
1670854116.138096,165481.000,25293,1,TH,1,100,21.174
1670854116.271246,165610.000,25309,1,TH,1,100,21.218
1670854116.404396,165739.000,25341,1,TH,1,100,21.225
1670854116.538578,165869.000,25360,1,TH,1,100,21.228
1670854116.670696,165997.000,25376,1,TH,1,100,21.228
1670854116.803846,166126.000,25394,1,TH,1,100,21.168
1670854116.936996,166255.000,25425,1,TH,1,100,21.168
1670854117.070147,166384.000,25441,1,TH,1,100,21.195
1670854117.201232,166511.000,25459,1,TH,1,100,21.195
1670854117.337479,166643.000,25475,1,TH,1,100,21.138
1670854117.470629,166772.000,25509,1,TH,1,100,21.138
1670854117.602747,166900.000,25526,1,TH,1,100,21.284
1670854117.735897,167029.000,25542,1,TH,1,100,21.284
1670854117.868015,167157.000,25560,1,TH,1,100,21.149
1670854118.001165,167286.000,25591,1,TH,1,100,21.156
1670854118.135863,167416.500,25614,2,TH,1,100,21.134
1670854118.270561,167547.000,25614,2,TH,1,100,21.134
1670854118.403712,167676.000,25646,1,TH,1,100,21.142
1670854118.535830,167804.000,25664,1,TH,1,100,21.142
1670854118.667948,167932.000,25681,1,TH,1,100,21.223
1670854118.804194,168064.000,25698,1,TH,1,100,21.223
1670854118.937344,168193.000,25729,1,TH,1,100,21.185
1670854119.071526,168323.000,25746,1,TH,1,100,21.185
1670854119.204676,168452.000,25763,1,TH,1,100,21.099
1670854119.336794,168580.000,25794,1,TH,1,100,21.106
1670854119.468912,168708.000,25814,1,TH,1,100,21.100
1670854119.605159,168840.000,25830,1,TH,1,100,21.100
1670854119.738309,168969.000,25847,1,TH,1,100,21.122
1670854119.869395,169096.000,25879,1,TH,1,100,21.122
1670854120.001513,169224.000,25895,1,TH,1,100,21.103
1670854120.134663,169353.000,25913,1,TH,1,100,21.103
1670854120.267813,169482.000,25929,1,TH,1,100,21.184
1670854120.403027,169613.000,25961,1,TH,1,100,21.184
1670854120.537210,169743.000,25980,1,TH,1,100,21.200
1670854120.670359,169872.000,25996,1,TH,1,100,21.200
1670854120.800413,169998.000,26028,1,TH,1,100,21.184
1670854120.934595,170128.000,26045,1,TH,1,100,21.184
1670854121.070842,170260.000,26061,1,TH,1,100,21.159
1670854121.203992,170389.000,26079,1,TH,1,100,21.166
1670854121.335078,170516.000,26110,1,TH,1,100,21.204
1670854121.468228,170645.000,26127,1,TH,1,100,21.204
1670854121.601378,170774.000,26146,1,TH,1,100,21.096
1670854121.733496,170902.000,26178,1,TH,1,100,21.096
1670854121.866646,171031.000,26194,1,TH,1,100,21.193
1670854121.998764,171159.000,26211,1,TH,1,100,21.193
1670854122.130882,171287.000,26228,1,TH,1,100,21.131
1670854122.261967,171414.000,26259,1,TH,1,100,21.131
1670854122.395118,171543.000,26277,1,TH,1,100,21.168
1670854122.528268,171672.000,26295,1,TH,1,100,21.168
1670854122.660385,171800.000,26312,1,TH,1,100,21.104
1670854122.792503,171928.000,26344,1,TH,1,100,21.111
1670854122.925653,172057.000,26360,1,TH,1,100,21.159
1670854123.057771,172185.000,26377,1,TH,1,100,21.159
1670854123.190921,172314.000,26394,1,TH,1,100,21.210
1670854123.324071,172443.000,26425,1,TH,1,100,21.210
1670854123.455157,172570.000,26448,1,TH,1,100,21.138
1670854123.589339,172700.000,26466,1,TH,1,100,21.138
1670854123.722490,172829.000,26498,1,TH,1,100,21.043
1670854123.855640,172958.000,26515,1,TH,1,100,21.043
1670854123.987757,173086.000,26531,1,TH,1,100,21.151
1670854124.120908,173215.000,26549,1,TH,1,100,21.151
1670854124.253026,173343.000,26580,1,TH,1,100,21.192
1670854124.385144,173471.000,26596,1,TH,1,100,21.199
1670854124.518293,173600.000,26616,1,TH,1,100,21.214
1670854124.651443,173729.000,26632,1,TH,1,100,21.214
1670854124.784594,173858.000,26664,1,TH,1,100,21.211
1670854124.916712,173986.000,26681,1,TH,1,100,21.211
1670854125.051926,174117.000,26697,1,TH,1,100,21.177
1670854125.185076,174246.000,26729,1,TH,1,100,21.177
1670854125.317194,174374.000,26746,1,TH,1,100,21.244
1670854125.450344,174503.000,26763,1,TH,1,100,21.245
1670854125.583494,174632.000,26782,1,TH,1,100,21.263
1670854125.716644,174761.000,26814,1,TH,1,100,21.270
1670854125.850827,174891.000,26830,1,TH,1,100,21.143
1670854125.983977,175020.000,26847,1,TH,1,100,21.143
1670854126.117127,175149.000,26879,1,TH,1,100,21.229
1670854126.249244,175277.000,26895,1,TH,1,100,21.229
1670854126.382395,175406.000,26912,1,TH,1,100,21.202
1670854126.517609,175537.000,26931,1,TH,1,100,21.202
1670854126.649727,175665.000,26962,1,TH,1,100,21.116
1670854126.782877,175794.000,26980,1,TH,1,100,21.116
1670854126.914995,175922.000,26996,1,TH,1,100,21.177
1670854127.047113,176050.000,27013,1,TH,1,100,21.177
1670854127.180263,176179.000,27045,1,TH,1,100,21.196
1670854127.316509,176311.000,27061,1,TH,1,100,21.203
1670854127.449660,176440.000,27079,1,TH,1,100,21.171
1670854127.581778,176568.000,27097,1,TH,1,100,21.171
1670854127.714927,176697.000,27129,1,TH,1,100,21.109
1670854127.848078,176826.000,27146,1,TH,1,100,21.109
1670854127.982260,176956.000,27162,1,TH,1,100,21.174
1670854128.116442,177086.000,27180,1,TH,1,100,21.174
1670854128.249592,177215.000,27211,1,TH,1,100,21.098
1670854128.381710,177343.000,27227,1,TH,1,100,21.098
1670854128.512796,177470.000,27247,1,TH,1,100,21.133
1670854128.646978,177600.000,27283,1,TH,1,100,21.140
1670854128.783225,177732.000,27300,1,TH,1,100,21.197
1670854128.915343,177860.000,27317,1,TH,1,100,21.197
1670854129.046428,177987.000,27333,1,TH,1,100,21.135
1670854129.179578,178116.000,27351,1,TH,1,100,21.135
1670854129.312728,178245.000,27382,1,TH,1,100,21.182
1670854129.444846,178373.000,27399,1,TH,1,100,21.182
1670854129.581093,178505.000,27418,1,TH,1,100,21.189
1670854129.714243,178634.000,27450,1,TH,1,100,21.196
1670854129.845329,178761.000,27466,1,TH,1,100,21.225
1670854129.977447,178889.000,27483,1,TH,1,100,21.225
1670854130.111629,179019.000,27500,1,TH,1,100,21.146
1670854130.246843,179150.000,27531,1,TH,1,100,21.146
1670854130.379993,179279.000,27549,1,TH,1,100,21.193
1670854130.512111,179407.000,27567,1,TH,1,100,21.193
1670854130.645262,179536.000,27584,1,TH,1,100,21.209
1670854130.777379,179664.000,27616,1,TH,1,100,21.209
1670854130.910529,179793.000,27632,1,TH,1,100,21.184
1670854131.043679,179922.000,27649,1,TH,1,100,21.184
1670854131.174765,180049.000,27666,1,TH,1,100,21.138
1670854131.305851,180176.000,27697,1,TH,1,100,21.145
1670854131.439001,180305.000,27715,1,TH,1,100,21.269
1670854131.572151,180434.000,27733,1,TH,1,100,21.269
1670854131.704269,180562.000,27750,1,TH,1,100,21.194
1670854131.837419,180691.000,27782,1,TH,1,100,21.194
1670854131.969537,180819.000,27798,1,TH,1,100,21.164
1670854132.101655,180947.000,27816,1,TH,1,100,21.164
1670854132.234805,181076.000,27847,1,TH,1,100,21.129
1670854132.367955,181205.000,27864,1,TH,1,100,21.129
1670854132.500073,181333.000,27883,1,TH,1,100,21.156
1670854132.632191,181461.000,27899,1,TH,1,100,21.163
1670854132.767405,181592.000,27931,1,TH,1,100,21.190
1670854132.901587,181722.000,27948,1,TH,1,100,21.190
1670854133.033705,181850.000,27964,1,TH,1,100,21.149
1670854133.166856,181979.000,27982,1,TH,1,100,21.149
1670854133.300006,182108.000,28013,1,TH,1,100,21.192
1670854133.431091,182235.000,28030,1,TH,1,100,21.192
