LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,MX
1670854080.497571,130951.333,19647,3,MX,1,100,125
1670854080.537481,130990.000,19647,3,MX,1,100,125
1670854080.576704,131028.000,19666,2,MX,1,100,125
1670854080.615926,131066.000,19666,2,MX,1,100,125
1670854080.656869,131105.667,19681,3,MX,1,100,125
1670854080.697812,131145.333,19681,3,MX,1,100,126
1670854080.738755,131185.000,19681,3,MX,1,100,126
1670854080.777977,131223.000,19697,2,MX,1,100,125
1670854080.817199,131261.000,19697,2,MX,1,100,126
1670854080.857110,131299.667,19715,3,MX,1,100,126
1670854080.897021,131338.333,19715,3,MX,1,100,125
1670854080.936931,131377.000,19715,3,MX,1,100,125
1670854080.976842,131415.667,19731,3,MX,1,100,126
1670854081.016752,131454.333,19731,3,MX,1,100,126
1670854081.056663,131493.000,19731,3,MX,1,100,125
1670854081.096918,131532.000,19748,2,MX,1,100,125
1670854081.137172,131571.000,19748,2,MX,1,100,125
1670854081.180008,131612.500,19770,4,MX,1,100,126
1670854081.222843,131654.000,19770,4,MX,1,100,125
1670854081.265678,131695.500,19770,4,MX,1,100,125
1670854081.308513,131737.000,19770,4,MX,1,100,125
1670854081.348423,131775.667,19787,3,MX,1,100,125
1670854081.388334,131814.333,19787,3,MX,1,100,125
1670854081.428245,131853.000,19787,3,MX,1,100,126
1670854081.469532,131893.000,19801,2,MX,1,100,126
1670854081.510818,131933.000,19801,2,MX,1,100,126
1670854081.551073,131972.000,19821,3,MX,1,100,125
1670854081.591328,132011.000,19821,3,MX,1,100,126
1670854081.631582,132050.000,19821,3,MX,1,100,126
1670854081.671493,132088.667,19837,3,MX,1,100,126
1670854081.711404,132127.333,19837,3,MX,1,100,125
1670854081.751314,132166.000,19837,3,MX,1,100,125
1670854081.790537,132204.000,19854,2,MX,1,100,126
1670854081.829759,132242.000,19854,2,MX,1,100,127
1670854081.870014,132281.000,19871,3,MX,1,100,125
1670854081.910269,132320.000,19871,3,MX,1,100,125
1670854081.950523,132359.000,19871,3,MX,1,100,126
1670854081.989746,132397.000,19886,2,MX,1,100,126
1670854082.028968,132435.000,19886,2,MX,1,100,126
1670854082.069223,132474.000,19902,3,MX,1,100,125
1670854082.109478,132513.000,19902,3,MX,1,100,126
1670854082.149732,132552.000,19902,3,MX,1,100,126
1670854082.189987,132591.000,19920,3,MX,1,100,126
1670854082.230242,132630.000,19920,3,MX,1,100,126
1670854082.270496,132669.000,19920,3,MX,1,100,127
1670854082.310751,132708.000,19936,2,MX,1,100,126
1670854082.351006,132747.000,19936,2,MX,1,100,125
1670854082.397969,132792.500,19951,2,MX,1,100,125
1670854082.444933,132838.000,19951,2,MX,1,100,125
1670854082.484844,132876.667,19968,3,MX,1,100,126
1670854082.524755,132915.333,19968,3,MX,1,100,125
1670854082.564665,132954.000,19968,3,MX,1,100,126
1670854082.604232,132992.333,19987,3,MX,1,100,125
1670854082.643798,133030.667,19987,3,MX,1,100,125
1670854082.683365,133069.000,19987,3,MX,1,100,125
1670854082.723104,133107.500,20003,2,MX,1,100,125
1670854082.762842,133146.000,20003,2,MX,1,100,125
1670854082.803097,133185.000,20021,3,MX,1,100,126
1670854082.843351,133224.000,20021,3,MX,1,100,125
1670854082.883606,133263.000,20021,3,MX,1,100,126
1670854082.923345,133301.500,20035,2,MX,1,100,126
1670854082.963083,133340.000,20035,2,MX,1,100,126
1670854083.003338,133379.000,20052,3,MX,1,100,125
1670854083.043593,133418.000,20052,3,MX,1,100,125
1670854083.083847,133457.000,20052,3,MX,1,100,126
1670854083.123758,133495.667,20068,3,MX,1,100,126
1670854083.163669,133534.333,20068,3,MX,1,100,125
1670854083.203579,133573.000,20068,3,MX,1,100,126
1670854083.243318,133611.500,20086,2,MX,1,100,125
1670854083.283056,133650.000,20086,2,MX,1,100,125
1670854083.322623,133688.333,20101,3,MX,1,100,125
1670854083.362190,133726.667,20101,3,MX,1,100,126
1670854083.401756,133765.000,20101,3,MX,1,100,125
1670854083.440979,133803.000,20117,2,MX,1,100,125
1670854083.480201,133841.000,20117,2,MX,1,100,125
1670854083.524240,133883.667,20136,3,MX,1,100,125
1670854083.568280,133926.333,20136,3,MX,1,100,127
1670854083.612319,133969.000,20136,3,MX,1,100,125
1670854083.652230,134007.667,20153,3,MX,1,100,125
1670854083.692140,134046.333,20153,3,MX,1,100,125
1670854083.732051,134085.000,20153,3,MX,1,100,125
1670854083.773338,134125.000,20169,2,MX,1,100,126
1670854083.814625,134165.000,20169,2,MX,1,100,125
1670854083.854879,134204.000,20185,3,MX,1,100,125
1670854083.895134,134243.000,20185,3,MX,1,100,125
1670854083.935389,134282.000,20185,3,MX,1,100,125
1670854083.975127,134320.500,20201,2,MX,1,100,127
1670854084.014866,134359.000,20201,2,MX,1,100,126
1670854084.054088,134397.000,20218,3,MX,1,100,125
1670854084.093311,134435.000,20218,3,MX,1,100,125
1670854084.132533,134473.000,20218,3,MX,1,100,126
1670854084.172100,134511.333,20235,3,MX,1,100,126
1670854084.211666,134549.667,20235,3,MX,1,100,127
1670854084.251233,134588.000,20235,3,MX,1,100,126
1670854084.291487,134627.000,20252,2,MX,1,100,126
1670854084.331742,134666.000,20252,2,MX,1,100,126
1670854084.372685,134705.667,20266,3,MX,1,100,125
1670854084.413628,134745.333,20266,3,MX,1,100,126
1670854084.454571,134785.000,20266,3,MX,1,100,125
1670854084.494825,134824.000,20284,2,MX,1,100,126
1670854084.535080,134863.000,20284,2,MX,1,100,125
1670854084.574991,134901.667,20302,3,MX,1,100,126
1670854084.614901,134940.333,20302,3,MX,1,100,126
1670854084.654812,134979.000,20302,3,MX,1,100,125
1670854084.701259,135024.000,20319,2,MX,1,100,125
1670854084.747707,135069.000,20319,2,MX,1,100,127
1670854084.787274,135107.333,20334,3,MX,1,100,127
1670854084.826840,135145.667,20334,3,MX,1,100,126
1670854084.866407,135184.000,20334,3,MX,1,100,125
1670854084.906145,135222.500,20351,2,MX,1,100,125
1670854084.945884,135261.000,20351,2,MX,1,100,126
1670854084.985795,135299.667,20367,3,MX,1,100,126
1670854085.025705,135338.333,20367,3,MX,1,100,125
1670854085.065616,135377.000,20367,3,MX,1,100,125
1670854085.105182,135415.333,20384,3,MX,1,100,125
1670854085.144749,135453.667,20384,3,MX,1,100,125
1670854085.184316,135492.000,20384,3,MX,1,100,126
1670854085.225086,135531.500,20401,2,MX,1,100,126
1670854085.265857,135571.000,20401,2,MX,1,100,126
1670854085.306112,135610.000,20416,3,MX,1,100,126
1670854085.346366,135649.000,20416,3,MX,1,100,126
1670854085.386621,135688.000,20416,3,MX,1,100,126
1670854085.426360,135726.500,20432,2,MX,1,100,126
1670854085.466098,135765.000,20432,2,MX,1,100,126
1670854085.505665,135803.333,20450,3,MX,1,100,126
1670854085.545231,135841.667,20450,3,MX,1,100,125
1670854085.584798,135880.000,20450,3,MX,1,100,125
1670854085.624365,135918.333,20468,3,MX,1,100,126
1670854085.663931,135956.667,20468,3,MX,1,100,126
1670854085.703498,135995.000,20468,3,MX,1,100,126
1670854085.743752,136034.000,20485,2,MX,1,100,127
1670854085.784007,136073.000,20485,2,MX,1,100,126
1670854085.830971,136118.500,20500,2,MX,1,100,126
1670854085.877934,136164.000,20500,2,MX,1,100,126
1670854085.917845,136202.667,20517,3,MX,1,100,125
1670854085.957756,136241.333,20517,3,MX,1,100,125
1670854085.997666,136280.000,20517,3,MX,1,100,125
1670854086.037577,136318.667,20533,3,MX,1,100,125
1670854086.077488,136357.333,20533,3,MX,1,100,126
1670854086.117398,136396.000,20533,3,MX,1,100,125
1670854086.156277,136433.667,20551,3,MX,1,100,125
1670854086.195155,136471.333,20551,3,MX,1,100,125
1670854086.234034,136509.000,20551,3,MX,1,100,126
1670854086.274288,136548.000,20566,2,MX,1,100,127
1670854086.314543,136587.000,20566,2,MX,1,100,126
1670854086.354454,136625.667,20582,3,MX,1,100,125
1670854086.394364,136664.333,20582,3,MX,1,100,126
1670854086.434275,136703.000,20582,3,MX,1,100,126
1670854086.474185,136741.667,20604,3,MX,1,100,126
1670854086.514096,136780.333,20604,3,MX,1,100,125
1670854086.554007,136819.000,20604,3,MX,1,100,126
1670854086.593745,136857.500,20623,2,MX,1,100,125
1670854086.633484,136896.000,20623,2,MX,1,100,126
1670854086.673394,136934.667,20639,3,MX,1,100,125
1670854086.713305,136973.333,20639,3,MX,1,100,125
1670854086.753216,137012.000,20639,3,MX,1,100,126
1670854086.792438,137050.000,20654,2,MX,1,100,126
1670854086.831661,137088.000,20654,2,MX,1,100,126
1670854086.871571,137126.667,20671,3,MX,1,100,125
1670854086.911482,137165.333,20671,3,MX,1,100,125
1670854086.951393,137204.000,20671,3,MX,1,100,126
1670854086.997840,137249.000,20688,2,MX,1,100,125
1670854087.044288,137294.000,20688,2,MX,1,100,125
1670854087.084198,137332.667,20704,3,MX,1,100,126
1670854087.124109,137371.333,20704,3,MX,1,100,126
1670854087.164020,137410.000,20704,3,MX,1,100,127
1670854087.203930,137448.667,20722,3,MX,1,100,125
1670854087.243841,137487.333,20722,3,MX,1,100,125
1670854087.283752,137526.000,20722,3,MX,1,100,125
1670854087.324006,137565.000,20736,2,MX,1,100,125
1670854087.364261,137604.000,20736,2,MX,1,100,126
1670854087.403828,137642.333,20753,3,MX,1,100,127
1670854087.443394,137680.667,20753,3,MX,1,100,126
1670854087.482961,137719.000,20753,3,MX,1,100,126
1670854087.522699,137757.500,20770,2,MX,1,100,126
1670854087.562438,137796.000,20770,2,MX,1,100,126
1670854087.601660,137834.000,20789,3,MX,1,100,125
1670854087.640883,137872.000,20789,3,MX,1,100,125
1670854087.680105,137910.000,20789,3,MX,1,100,126
1670854087.720360,137949.000,20804,3,MX,1,100,126
1670854087.760615,137988.000,20804,3,MX,1,100,127
1670854087.800869,138027.000,20804,3,MX,1,100,126
1670854087.840608,138065.500,20821,2,MX,1,100,126
1670854087.880347,138104.000,20821,2,MX,1,100,125
1670854087.920257,138142.667,20837,3,MX,1,100,126
1670854087.960168,138181.333,20837,3,MX,1,100,126
1670854088.000078,138220.000,20837,3,MX,1,100,125
1670854088.039817,138258.500,20854,2,MX,1,100,126
1670854088.079556,138297.000,20854,2,MX,1,100,126
1670854088.123939,138340.000,20871,3,MX,1,100,126
1670854088.168322,138383.000,20871,3,MX,1,100,125
1670854088.212706,138426.000,20871,3,MX,1,100,125
1670854088.251928,138464.000,20886,2,MX,1,100,126
1670854088.291151,138502.000,20886,2,MX,1,100,125
1670854088.332093,138541.667,20902,3,MX,1,100,126
1670854088.373036,138581.333,20902,3,MX,1,100,126
1670854088.413979,138621.000,20902,3,MX,1,100,125
1670854088.453546,138659.333,20919,3,MX,1,100,126
1670854088.493112,138697.667,20919,3,MX,1,100,125
1670854088.532679,138736.000,20919,3,MX,1,100,126
1670854088.572417,138774.500,20938,2,MX,1,100,126
1670854088.612156,138813.000,20938,2,MX,1,100,126
1670854088.652411,138852.000,20955,3,MX,1,100,125
1670854088.692665,138891.000,20955,3,MX,1,100,126
1670854088.732920,138930.000,20955,3,MX,1,100,127
1670854088.772659,138968.500,20969,2,MX,1,100,126
1670854088.812397,139007.000,20969,2,MX,1,100,126
1670854088.852308,139045.667,20987,3,MX,1,100,126
1670854088.892218,139084.333,20987,3,MX,1,100,126
1670854088.932129,139123.000,20987,3,MX,1,100,126
1670854088.972040,139161.667,21003,3,MX,1,100,126
1670854089.011950,139200.333,21003,3,MX,1,100,125
1670854089.051861,139239.000,21003,3,MX,1,100,126
1670854089.091083,139277.000,21020,2,MX,1,100,126
1670854089.130306,139315.000,21020,2,MX,1,100,126
1670854089.170044,139353.500,21036,2,MX,1,100,125
1670854089.209783,139392.000,21036,2,MX,1,100,125
1670854089.254510,139435.333,21052,3,MX,1,100,126
1670854089.299238,139478.667,21052,3,MX,1,100,125
1670854089.343965,139522.000,21052,3,MX,1,100,125
1670854089.383876,139560.667,21068,3,MX,1,100,125
1670854089.423786,139599.333,21068,3,MX,1,100,125
1670854089.463697,139638.000,21068,3,MX,1,100,125
1670854089.502920,139676.000,21086,2,MX,1,100,126
1670854089.542142,139714.000,21086,2,MX,1,100,126
1670854089.582397,139753.000,21104,3,MX,1,100,125
1670854089.622652,139792.000,21104,3,MX,1,100,125
1670854089.662906,139831.000,21104,3,MX,1,100,125
1670854089.702473,139869.333,21119,3,MX,1,100,126
1670854089.742039,139907.667,21119,3,MX,1,100,125
1670854089.781606,139946.000,21119,3,MX,1,100,125
1670854089.822376,139985.500,21136,2,MX,1,100,126
1670854089.863147,140025.000,21136,2,MX,1,100,126
1670854089.903058,140063.667,21153,3,MX,1,100,125
1670854089.942969,140102.333,21153,3,MX,1,100,126
1670854089.982879,140141.000,21153,3,MX,1,100,126
1670854090.023134,140180.000,21169,2,MX,1,100,126
1670854090.063389,140219.000,21169,2,MX,1,100,125
1670854090.103299,140257.667,21187,3,MX,1,100,125
1670854090.143210,140296.333,21187,3,MX,1,100,126
1670854090.183120,140335.000,21187,3,MX,1,100,125
1670854090.223031,140373.667,21201,3,MX,1,100,126
1670854090.262942,140412.333,21201,3,MX,1,100,125
1670854090.302852,140451.000,21201,3,MX,1,100,125
1670854090.348268,140495.000,21218,2,MX,1,100,126
1670854090.393683,140539.000,21218,2,MX,1,100,125
1670854090.433594,140577.667,21234,3,MX,1,100,127
1670854090.473505,140616.333,21234,3,MX,1,100,125
1670854090.513415,140655.000,21234,3,MX,1,100,125
1670854090.553670,140694.000,21254,2,MX,1,100,125
1670854090.593925,140733.000,21254,2,MX,1,100,125
1670854090.634867,140772.667,21268,3,MX,1,100,127
1670854090.675810,140812.333,21268,3,MX,1,100,125
1670854090.716753,140852.000,21268,3,MX,1,100,126
1670854090.755975,140890.000,21285,2,MX,1,100,125
1670854090.795198,140928.000,21285,2,MX,1,100,126
1670854090.835109,140966.667,21302,3,MX,1,100,125
1670854090.875019,141005.333,21302,3,MX,1,100,126
1670854090.914930,141044.000,21302,3,MX,1,100,125
1670854090.954840,141082.667,21319,3,MX,1,100,125
1670854090.994751,141121.333,21319,3,MX,1,100,125
