LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PI
1670854076.793280,127362.500,19054,2,PI,1,100,1245
1670854076.833019,127401.000,19054,2,PI,1,100,1242
1670854076.872930,127439.667,19071,3,PI,1,100,1243
1670854076.912840,127478.333,19071,3,PI,1,100,1250
1670854076.952751,127517.000,19071,3,PI,1,100,1240
1670854076.991973,127555.000,19087,3,PI,1,100,1235
1670854077.031196,127593.000,19087,3,PI,1,100,1223
1670854077.070418,127631.000,19087,3,PI,1,100,1233
1670854077.110673,127670.000,19104,2,PI,1,100,1233
1670854077.150928,127709.000,19104,2,PI,1,100,1238
1670854077.190838,127747.667,19121,3,PI,1,100,1241
1670854077.230749,127786.333,19121,3,PI,1,100,1242
1670854077.270659,127825.000,19121,3,PI,1,100,1251
1670854077.310398,127863.500,19136,2,PI,1,100,1245
1670854077.350137,127902.000,19136,2,PI,1,100,1248
1670854077.389703,127940.333,19152,3,PI,1,100,1242
1670854077.429270,127978.667,19152,3,PI,1,100,1256
1670854077.468836,128017.000,19152,3,PI,1,100,1236
1670854077.508747,128055.667,19170,3,PI,1,100,1227
1670854077.548657,128094.333,19170,3,PI,1,100,1232
1670854077.588568,128133.000,19170,3,PI,1,100,1239
1670854077.628307,128171.500,19188,2,PI,1,100,1235
1670854077.668045,128210.000,19188,2,PI,1,100,1237
1670854077.707612,128248.333,19205,3,PI,1,100,1241
1670854077.747178,128286.667,19205,3,PI,1,100,1244
1670854077.786745,128325.000,19205,3,PI,1,100,1254
1670854077.833193,128370.000,19220,2,PI,1,100,1256
1670854077.879640,128415.000,19220,2,PI,1,100,1245
1670854077.919207,128453.333,19237,3,PI,1,100,1241
1670854077.958774,128491.667,19237,3,PI,1,100,1235
1670854077.998340,128530.000,19237,3,PI,1,100,1234
1670854078.038595,128569.000,19253,2,PI,1,100,1236
1670854078.078849,128608.000,19253,2,PI,1,100,1232
1670854078.118760,128646.667,19271,3,PI,1,100,1238
1670854078.158671,128685.333,19271,3,PI,1,100,1230
1670854078.198581,128724.000,19271,3,PI,1,100,1236
1670854078.238492,128762.667,19287,3,PI,1,100,1257
1670854078.278403,128801.333,19287,3,PI,1,100,1256
1670854078.318313,128840.000,19287,3,PI,1,100,1248
1670854078.358224,128878.667,19302,3,PI,1,100,1243
1670854078.398134,128917.333,19302,3,PI,1,100,1241
1670854078.438045,128956.000,19302,3,PI,1,100,1235
1670854078.476235,128993.000,19318,2,PI,1,100,1230
1670854078.514426,129030.000,19318,2,PI,1,100,1225
1670854078.554336,129068.667,19338,3,PI,1,100,1236
1670854078.594247,129107.333,19338,3,PI,1,100,1228
1670854078.634157,129146.000,19338,3,PI,1,100,1239
1670854078.674412,129185.000,19354,2,PI,1,100,1247
1670854078.714667,129224.000,19354,2,PI,1,100,1248
1670854078.754577,129262.667,19370,3,PI,1,100,1246
1670854078.794488,129301.333,19370,3,PI,1,100,1252
1670854078.834399,129340.000,19370,3,PI,1,100,1245
1670854078.874309,129378.667,19386,3,PI,1,100,1228
1670854078.914220,129417.333,19386,3,PI,1,100,1245
1670854078.954131,129456.000,19386,3,PI,1,100,1223
1670854078.993869,129494.500,19403,2,PI,1,100,1227
1670854079.033608,129533.000,19403,2,PI,1,100,1231
1670854079.073518,129571.667,19419,3,PI,1,100,1238
1670854079.113429,129610.333,19419,3,PI,1,100,1239
1670854079.153340,129649.000,19419,3,PI,1,100,1245
1670854079.193594,129688.000,19437,2,PI,1,100,1242
1670854079.233849,129727.000,19437,2,PI,1,100,1239
1670854079.274448,129766.333,19451,3,PI,1,100,1254
1670854079.315046,129805.667,19451,3,PI,1,100,1254
1670854079.355645,129845.000,19451,3,PI,1,100,1239
1670854079.395556,129883.667,19468,3,PI,1,100,1237
1670854079.435466,129922.333,19468,3,PI,1,100,1235
1670854079.475377,129961.000,19468,3,PI,1,100,1235
1670854079.514944,129999.333,19485,3,PI,1,100,1234
1670854079.554510,130037.667,19485,3,PI,1,100,1231
1670854079.594077,130076.000,19485,3,PI,1,100,1249
1670854079.634331,130115.000,19504,2,PI,1,100,1239
1670854079.674586,130154.000,19504,2,PI,1,100,1249
1670854079.721034,130199.000,19520,2,PI,1,100,1249
1670854079.767481,130244.000,19520,2,PI,1,100,1259
1670854079.807392,130282.667,19536,3,PI,1,100,1250
1670854079.847303,130321.333,19536,3,PI,1,100,1234
1670854079.887213,130360.000,19536,3,PI,1,100,1239
1670854079.926436,130398.000,19552,3,PI,1,100,1231
1670854079.965658,130436.000,19552,3,PI,1,100,1229
1670854080.004881,130474.000,19552,3,PI,1,100,1227
1670854080.045135,130513.000,19569,2,PI,1,100,1243
1670854080.085390,130552.000,19569,2,PI,1,100,1236
1670854080.125301,130590.667,19586,3,PI,1,100,1246
1670854080.165211,130629.333,19586,3,PI,1,100,1248
1670854080.205122,130668.000,19586,3,PI,1,100,1249
1670854080.244861,130706.500,19603,2,PI,1,100,1252
1670854080.284599,130745.000,19603,2,PI,1,100,1246
1670854080.324510,130783.667,19617,3,PI,1,100,1236
1670854080.364420,130822.333,19617,3,PI,1,100,1223
1670854080.404331,130861.000,19617,3,PI,1,100,1241
1670854080.444242,130899.667,19634,3,PI,1,100,1230
1670854080.484152,130938.333,19634,3,PI,1,100,1233
1670854080.524063,130977.000,19634,3,PI,1,100,1233
1670854080.563285,131015.000,19653,2,PI,1,100,1241
1670854080.602508,131053.000,19653,2,PI,1,100,1244
1670854080.643107,131092.333,19670,3,PI,1,100,1248
1670854080.683705,131131.667,19670,3,PI,1,100,1234
1670854080.724304,131171.000,19670,3,PI,1,100,1245
1670854080.764215,131209.667,19684,3,PI,1,100,1240
1670854080.804125,131248.333,19684,3,PI,1,100,1245
1670854080.844036,131287.000,19684,3,PI,1,100,1235
1670854080.883775,131325.500,19702,2,PI,1,100,1232
1670854080.923513,131364.000,19702,2,PI,1,100,1230
1670854080.963424,131402.667,19718,3,PI,1,100,1234
1670854081.003334,131441.333,19718,3,PI,1,100,1230
1670854081.043245,131480.000,19718,3,PI,1,100,1229
1670854081.083500,131519.000,19735,2,PI,1,100,1252
1670854081.123754,131558.000,19735,2,PI,1,100,1241
1670854081.163183,131596.200,19757,5,PI,1,100,1248
1670854081.202612,131634.400,19757,5,PI,1,100,1246
1670854081.242041,131672.600,19757,5,PI,1,100,1254
1670854081.281470,131710.800,19757,5,PI,1,100,1240
1670854081.320899,131749.000,19757,5,PI,1,100,1234
1670854081.361154,131788.000,19774,2,PI,1,100,1232
1670854081.401408,131827.000,19774,2,PI,1,100,1231
1670854081.442179,131866.500,19790,2,PI,1,100,1242
1670854081.482950,131906.000,19790,2,PI,1,100,1242
1670854081.528021,131949.667,19808,3,PI,1,100,1237
1670854081.573093,131993.333,19808,3,PI,1,100,1246
1670854081.618164,132037.000,19808,3,PI,1,100,1255
1670854081.658075,132075.667,19824,3,PI,1,100,1250
1670854081.697985,132114.333,19824,3,PI,1,100,1250
1670854081.737896,132153.000,19824,3,PI,1,100,1244
1670854081.778151,132192.000,19841,2,PI,1,100,1242
1670854081.818405,132231.000,19841,2,PI,1,100,1237
1670854081.857972,132269.333,19858,3,PI,1,100,1229
1670854081.897539,132307.667,19858,3,PI,1,100,1241
1670854081.937105,132346.000,19858,3,PI,1,100,1238
1670854081.976328,132384.000,19875,3,PI,1,100,1236
1670854082.015550,132422.000,19875,3,PI,1,100,1231
1670854082.054773,132460.000,19875,3,PI,1,100,1247
1670854082.095027,132499.000,19889,2,PI,1,100,1238
1670854082.135282,132538.000,19889,2,PI,1,100,1250
1670854082.175881,132577.333,19907,3,PI,1,100,1242
1670854082.216480,132616.667,19907,3,PI,1,100,1259
1670854082.257078,132656.000,19907,3,PI,1,100,1238
1670854082.297333,132695.000,19923,2,PI,1,100,1234
1670854082.337588,132734.000,19923,2,PI,1,100,1230
1670854082.377842,132773.000,19940,3,PI,1,100,1231
1670854082.418097,132812.000,19940,3,PI,1,100,1228
1670854082.458352,132851.000,19940,3,PI,1,100,1238
1670854082.498262,132889.667,19955,3,PI,1,100,1232
1670854082.538173,132928.333,19955,3,PI,1,100,1231
1670854082.578084,132967.000,19955,3,PI,1,100,1255
1670854082.617306,133005.000,19974,2,PI,1,100,1248
1670854082.656528,133043.000,19974,2,PI,1,100,1248
1670854082.696095,133081.333,19990,3,PI,1,100,1248
1670854082.735662,133119.667,19990,3,PI,1,100,1242
1670854082.775228,133158.000,19990,3,PI,1,100,1235
1670854082.815483,133197.000,20008,2,PI,1,100,1233
1670854082.855737,133236.000,20008,2,PI,1,100,1233
1670854082.895992,133275.000,20024,3,PI,1,100,1232
1670854082.936247,133314.000,20024,3,PI,1,100,1241
1670854082.976501,133353.000,20024,3,PI,1,100,1244
1670854083.016756,133392.000,20039,3,PI,1,100,1243
1670854083.057011,133431.000,20039,3,PI,1,100,1242
1670854083.097265,133470.000,20039,3,PI,1,100,1243
1670854083.137004,133508.500,20055,2,PI,1,100,1246
1670854083.176743,133547.000,20055,2,PI,1,100,1244
1670854083.215965,133585.000,20073,3,PI,1,100,1244
1670854083.255188,133623.000,20073,3,PI,1,100,1249
1670854083.294410,133661.000,20073,3,PI,1,100,1233
1670854083.341374,133706.500,20089,2,PI,1,100,1235
1670854083.388338,133752.000,20089,2,PI,1,100,1235
1670854083.427560,133790.000,20105,3,PI,1,100,1235
1670854083.466783,133828.000,20105,3,PI,1,100,1234
1670854083.506005,133866.000,20105,3,PI,1,100,1236
1670854083.545228,133904.000,20123,2,PI,1,100,1251
1670854083.584450,133942.000,20123,2,PI,1,100,1246
1670854083.624361,133980.667,20140,3,PI,1,100,1246
1670854083.664272,134019.333,20140,3,PI,1,100,1243
1670854083.704182,134058.000,20140,3,PI,1,100,1247
1670854083.745125,134097.667,20156,3,PI,1,100,1237
1670854083.786068,134137.333,20156,3,PI,1,100,1239
1670854083.827010,134177.000,20156,3,PI,1,100,1228
1670854083.867781,134216.500,20174,2,PI,1,100,1232
1670854083.908552,134256.000,20174,2,PI,1,100,1233
1670854083.948463,134294.667,20188,3,PI,1,100,1239
1670854083.988373,134333.333,20188,3,PI,1,100,1243
1670854084.028284,134372.000,20188,3,PI,1,100,1239
1670854084.066990,134409.500,20205,2,PI,1,100,1255
1670854084.105697,134447.000,20205,2,PI,1,100,1239
1670854084.144919,134485.000,20222,3,PI,1,100,1252
1670854084.184142,134523.000,20222,3,PI,1,100,1241
1670854084.223364,134561.000,20222,3,PI,1,100,1235
1670854084.263963,134600.333,20239,3,PI,1,100,1227
1670854084.304562,134639.667,20239,3,PI,1,100,1230
1670854084.345160,134679.000,20239,3,PI,1,100,1228
1670854084.385931,134718.500,20255,2,PI,1,100,1227
1670854084.426702,134758.000,20255,2,PI,1,100,1245
1670854084.467301,134797.333,20271,3,PI,1,100,1237
1670854084.507900,134836.667,20271,3,PI,1,100,1242
1670854084.548498,134876.000,20271,3,PI,1,100,1243
1670854084.588237,134914.500,20289,2,PI,1,100,1250
1670854084.627975,134953.000,20289,2,PI,1,100,1246
1670854084.667886,134991.667,20306,3,PI,1,100,1248
1670854084.707797,135030.333,20306,3,PI,1,100,1236
1670854084.747707,135069.000,20306,3,PI,1,100,1228
1670854084.787274,135107.333,20322,3,PI,1,100,1229
1670854084.826840,135145.667,20322,3,PI,1,100,1234
1670854084.866407,135184.000,20322,3,PI,1,100,1231
1670854084.906145,135222.500,20339,2,PI,1,100,1233
1670854084.945884,135261.000,20339,2,PI,1,100,1242
1670854084.985795,135299.667,20354,3,PI,1,100,1246
1670854085.025705,135338.333,20354,3,PI,1,100,1250
1670854085.065616,135377.000,20354,3,PI,1,100,1240
1670854085.105182,135415.333,20371,3,PI,1,100,1266
1670854085.144749,135453.667,20371,3,PI,1,100,1242
1670854085.184316,135492.000,20371,3,PI,1,100,1240
1670854085.231796,135538.000,20388,2,PI,1,100,1233
1670854085.279275,135584.000,20388,2,PI,1,100,1230
1670854085.319530,135623.000,20405,2,PI,1,100,1225
1670854085.359785,135662.000,20405,2,PI,1,100,1228
1670854085.399695,135700.667,20419,3,PI,1,100,1244
1670854085.439606,135739.333,20419,3,PI,1,100,1240
1670854085.479517,135778.000,20419,3,PI,1,100,1242
1670854085.518739,135816.000,20437,3,PI,1,100,1248
1670854085.557961,135854.000,20437,3,PI,1,100,1246
1670854085.597184,135892.000,20437,3,PI,1,100,1246
1670854085.636923,135930.500,20455,2,PI,1,100,1251
1670854085.676661,135969.000,20455,2,PI,1,100,1241
1670854085.716916,136008.000,20472,3,PI,1,100,1230
1670854085.757170,136047.000,20472,3,PI,1,100,1232
1670854085.797425,136086.000,20472,3,PI,1,100,1233
1670854085.837680,136125.000,20489,2,PI,1,100,1229
1670854085.877934,136164.000,20489,2,PI,1,100,1229
1670854085.917845,136202.667,20504,3,PI,1,100,1250
1670854085.957756,136241.333,20504,3,PI,1,100,1240
1670854085.997666,136280.000,20504,3,PI,1,100,1243
1670854086.037577,136318.667,20520,3,PI,1,100,1239
1670854086.077488,136357.333,20520,3,PI,1,100,1249
1670854086.117398,136396.000,20520,3,PI,1,100,1249
1670854086.156277,136433.667,20538,3,PI,1,100,1245
1670854086.195155,136471.333,20538,3,PI,1,100,1236
1670854086.234034,136509.000,20538,3,PI,1,100,1224
1670854086.274288,136548.000,20554,2,PI,1,100,1236
1670854086.314543,136587.000,20554,2,PI,1,100,1229
1670854086.354454,136625.667,20570,3,PI,1,100,1232
1670854086.394364,136664.333,20570,3,PI,1,100,1234
1670854086.434275,136703.000,20570,3,PI,1,100,1241
1670854086.474013,136741.500,20591,2,PI,1,100,1248
1670854086.513752,136780.000,20591,2,PI,1,100,1246
1670854086.553663,136818.667,20610,3,PI,1,100,1247
1670854086.593573,136857.333,20610,3,PI,1,100,1254
1670854086.633484,136896.000,20610,3,PI,1,100,1234
1670854086.673394,136934.667,20626,3,PI,1,100,1236
1670854086.713305,136973.333,20626,3,PI,1,100,1232
1670854086.753216,137012.000,20626,3,PI,1,100,1229
1670854086.792438,137050.000,20643,2,PI,1,100,1231
1670854086.831661,137088.000,20643,2,PI,1,100,1233
1670854086.871571,137126.667,20658,3,PI,1,100,1234
1670854086.911482,137165.333,20658,3,PI,1,100,1234
1670854086.951393,137204.000,20658,3,PI,1,100,1259
1670854086.991131,137242.500,20675,2,PI,1,100,1245
1670854087.030870,137281.000,20675,2,PI,1,100,1249
1670854087.075253,137324.000,20691,3,PI,1,100,1242
1670854087.119637,137367.000,20691,3,PI,1,100,1241
1670854087.164020,137410.000,20691,3,PI,1,100,1236
1670854087.204274,137449.000,20709,2,PI,1,100,1234
1670854087.244529,137488.000,20709,2,PI,1,100,1239
1670854087.284440,137526.667,20725,3,PI,1,100,1236
1670854087.324350,137565.333,20725,3,PI,1,100,1231
1670854087.364261,137604.000,20725,3,PI,1,100,1235
1670854087.403828,137642.333,20740,3,PI,1,100,1258
1670854087.443394,137680.667,20740,3,PI,1,100,1240
1670854087.482961,137719.000,20740,3,PI,1,100,1243
1670854087.522699,137757.500,20757,2,PI,1,100,1244
1670854087.562438,137796.000,20757,2,PI,1,100,1247
1670854087.601660,137834.000,20776,3,PI,1,100,1236
1670854087.640883,137872.000,20776,3,PI,1,100,1235
1670854087.680105,137910.000,20776,3,PI,1,100,1229
1670854087.720360,137949.000,20792,3,PI,1,100,1224
1670854087.760615,137988.000,20792,3,PI,1,100,1236
1670854087.800869,138027.000,20792,3,PI,1,100,1239
1670854087.840608,138065.500,20809,2,PI,1,100,1237
1670854087.880347,138104.000,20809,2,PI,1,100,1240
1670854087.920257,138142.667,20824,3,PI,1,100,1248
1670854087.960168,138181.333,20824,3,PI,1,100,1245
1670854088.000078,138220.000,20824,3,PI,1,100,1251
1670854088.039817,138258.500,20841,2,PI,1,100,1239
1670854088.079556,138297.000,20841,2,PI,1,100,1243
1670854088.119810,138336.000,20858,3,PI,1,100,1223
1670854088.160065,138375.000,20858,3,PI,1,100,1230
1670854088.200320,138414.000,20858,3,PI,1,100,1230
1670854088.239542,138452.000,20875,3,PI,1,100,1235
1670854088.278765,138490.000,20875,3,PI,1,100,1235
1670854088.317987,138528.000,20875,3,PI,1,100,1241
1670854088.358758,138567.500,20889,2,PI,1,100,1245
1670854088.399529,138607.000,20889,2,PI,1,100,1241
1670854088.439439,138645.667,20906,3,PI,1,100,1252
1670854088.479350,138684.333,20906,3,PI,1,100,1248
1670854088.519261,138723.000,20906,3,PI,1,100,1239
1670854088.559515,138762.000,20925,2,PI,1,100,1230
1670854088.599770,138801.000,20925,2,PI,1,100,1233
1670854088.639680,138839.667,20942,3,PI,1,100,1225
1670854088.679591,138878.333,20942,3,PI,1,100,1229
1670854088.719502,138917.000,20942,3,PI,1,100,1225
1670854088.759412,138955.667,20958,3,PI,1,100,1232
1670854088.799323,138994.333,20958,3,PI,1,100,1237
1670854088.839234,139033.000,20958,3,PI,1,100,1248
1670854088.885681,139078.000,20974,2,PI,1,100,1248
1670854088.932129,139123.000,20974,2,PI,1,100,1247
1670854088.972040,139161.667,20990,3,PI,1,100,1250
1670854089.011950,139200.333,20990,3,PI,1,100,1244
1670854089.051861,139239.000,20990,3,PI,1,100,1240
1670854089.091083,139277.000,21007,2,PI,1,100,1237
1670854089.130306,139315.000,21007,2,PI,1,100,1232
1670854089.170217,139353.667,21024,3,PI,1,100,1232
1670854089.210127,139392.333,21024,3,PI,1,100,1220
1670854089.250038,139431.000,21024,3,PI,1,100,1239
1670854089.290292,139470.000,21040,2,PI,1,100,1241
1670854089.330547,139509.000,21040,2,PI,1,100,1246
1670854089.370458,139547.667,21055,3,PI,1,100,1248
1670854089.410368,139586.333,21055,3,PI,1,100,1255
1670854089.450279,139625.000,21055,3,PI,1,100,1247
1670854089.489846,139663.333,21073,3,PI,1,100,1247
1670854089.529412,139701.667,21073,3,PI,1,100,1234
1670854089.568979,139740.000,21073,3,PI,1,100,1241
1670854089.609233,139779.000,21091,2,PI,1,100,1222
1670854089.649488,139818.000,21091,2,PI,1,100,1226
1670854089.688710,139856.000,21108,3,PI,1,100,1228
1670854089.727933,139894.000,21108,3,PI,1,100,1235
1670854089.767155,139932.000,21108,3,PI,1,100,1238
1670854089.807926,139971.500,21123,2,PI,1,100,1245
1670854089.848697,140011.000,21123,2,PI,1,100,1246
1670854089.888952,140050.000,21140,3,PI,1,100,1237
1670854089.929206,140089.000,21140,3,PI,1,100,1261
1670854089.969461,140128.000,21140,3,PI,1,100,1244
1670854090.009372,140166.667,21156,3,PI,1,100,1235
1670854090.049282,140205.333,21156,3,PI,1,100,1235
1670854090.089193,140244.000,21156,3,PI,1,100,1237
1670854090.129447,140283.000,21174,2,PI,1,100,1233
