LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SF
1670854167.371975,215118.000,33341,1,SF,1,100,0.1349
1670854167.702270,215438.000,33392,1,SF,1,100,0.1334
1670854168.034629,215760.000,33442,1,SF,1,100,0.1318
1670854168.432015,216145.000,33509,1,SF,1,100,0.1303
1670854168.763342,216466.000,33558,1,SF,1,100,0.1288
1670854169.028610,216723.000,33608,1,SF,1,100,0.1273
1670854169.364065,217048.000,33657,1,SF,1,100,0.1258
1670854169.695392,217369.000,33707,1,SF,1,100,0.1244
1670854170.092778,217754.000,33773,1,SF,1,100,0.1229
1670854170.426169,218077.000,33825,1,SF,1,100,0.1215
1670854170.691437,218334.000,33873,1,SF,1,100,0.1201
1670854171.025861,218658.000,33913,1,SF,1,100,0.1187
1670854171.360284,218982.000,33963,1,SF,1,100,0.1174
1670854171.695740,219307.000,34014,1,SF,1,100,0.1160
1670854172.161249,219758.000,34080,1,SF,1,100,0.1147
1670854172.362523,219953.000,34114,1,SF,1,100,0.1133
1670854172.694882,220275.000,34164,1,SF,1,100,0.1120
1670854173.029305,220599.000,34213,1,SF,1,100,0.1107
1670854173.359600,220919.000,34263,1,SF,1,100,0.1094
1670854173.762146,221309.000,34330,1,SF,1,100,0.1082
1670854174.096570,221633.000,34379,1,SF,1,100,0.1069
1670854174.361838,221890.000,34429,1,SF,1,100,0.1057
1670854174.697294,222215.000,34480,1,SF,1,100,0.1045
1670854175.025524,222533.000,34528,1,SF,1,100,0.1033
1670854175.429103,222924.000,34595,1,SF,1,100,0.1021
1670854175.760430,223245.000,34646,1,SF,1,100,0.1009
1670854176.031891,223508.000,34694,1,SF,1,100,0.0997
1670854176.428245,223892.000,34752,1,SF,1,100,0.0986
1670854176.759572,224213.000,34800,1,SF,1,100,0.0974
1670854177.024840,224470.000,34851,1,SF,1,100,0.0963
1670854177.355134,224790.000,34899,1,SF,1,100,0.0952
1670854177.685429,225110.000,34950,1,SF,1,100,0.0941
1670854178.083847,225496.000,35016,1,SF,1,100,0.0930
1670854178.417238,225819.000,35067,1,SF,1,100,0.0919
1670854178.684571,226078.000,35116,1,SF,1,100,0.0909
1670854179.015898,226399.000,35165,1,SF,1,100,0.0898
1670854179.348257,226721.000,35215,1,SF,1,100,0.0888
1670854179.745643,227106.000,35282,1,SF,1,100,0.0877
1670854180.081098,227431.000,35330,1,SF,1,100,0.0867
1670854180.346366,227688.000,35381,1,SF,1,100,0.0857
1670854180.683886,228015.000,35431,1,SF,1,100,0.0847
1670854181.018310,228339.000,35480,1,SF,1,100,0.0837
1670854181.418792,228727.000,35548,1,SF,1,100,0.0828
1670854181.683028,228983.000,35586,1,SF,1,100,0.0818
1670854182.014355,229304.000,35635,1,SF,1,100,0.0809
1670854182.350843,229630.000,35683,1,SF,1,100,0.0799
1670854182.682170,229951.000,35736,1,SF,1,100,0.0790
1670854183.086781,230343.000,35801,1,SF,1,100,0.0781
1670854183.417075,230663.000,35851,1,SF,1,100,0.0772
1670854183.686472,230924.000,35902,1,SF,1,100,0.0763
1670854184.016767,231244.000,35950,1,SF,1,100,0.0754
1670854184.349126,231566.000,35999,1,SF,1,100,0.0745
1670854184.749609,231954.000,36067,1,SF,1,100,0.0737
1670854185.083000,232277.000,36116,1,SF,1,100,0.0728
1670854185.350332,232536.000,36165,1,SF,1,100,0.0720
1670854185.681659,232857.000,36217,1,SF,1,100,0.0712
1670854186.012986,233178.000,36266,1,SF,1,100,0.0703
1670854186.342248,233497.000,36314,1,SF,1,100,0.0695
1670854186.740667,233883.000,36381,1,SF,1,100,0.0687
1670854187.005934,234140.000,36420,1,SF,1,100,0.0679
1670854187.337261,234461.000,36469,1,SF,1,100,0.0671
1670854187.673749,234787.000,36519,1,SF,1,100,0.0664
1670854188.072167,235173.000,36584,1,SF,1,100,0.0656
1670854188.403494,235494.000,36637,1,SF,1,100,0.0648
1670854188.669794,235752.000,36685,1,SF,1,100,0.0641
1670854189.002154,236074.000,36735,1,SF,1,100,0.0633
1670854189.337609,236399.000,36784,1,SF,1,100,0.0626
1670854189.737059,236786.000,36851,1,SF,1,100,0.0619
1670854190.073547,237112.000,36900,1,SF,1,100,0.0612
1670854190.338815,237369.000,36950,1,SF,1,100,0.0605
1670854190.673239,237693.000,37001,1,SF,1,100,0.0598
1670854191.004565,238014.000,37049,1,SF,1,100,0.0591
1670854191.407112,238404.000,37117,1,SF,1,100,0.0584
1670854191.738439,238725.000,37167,1,SF,1,100,0.0577
1670854192.005772,238984.000,37215,1,SF,1,100,0.0570
1670854192.342259,239310.000,37254,1,SF,1,100,0.0564
1670854192.739645,239695.000,37322,1,SF,1,100,0.0557
1670854193.074069,240019.000,37372,1,SF,1,100,0.0551
1670854193.338305,240275.000,37420,1,SF,1,100,0.0544
1670854193.674792,240601.000,37472,1,SF,1,100,0.0538
1670854194.005087,240921.000,37521,1,SF,1,100,0.0532
1670854194.407634,241311.000,37588,1,SF,1,100,0.0526
1670854194.737929,241631.000,37637,1,SF,1,100,0.0520
1670854195.069256,241952.000,37687,1,SF,1,100,0.0514
1670854195.334523,242209.000,37736,1,SF,1,100,0.0508
1670854195.664818,242529.000,37787,1,SF,1,100,0.0502
1670854195.996145,242850.000,37837,1,SF,1,100,0.0496
1670854196.327472,243171.000,37885,1,SF,1,100,0.0490
1670854196.726922,243558.000,37952,1,SF,1,100,0.0485
1670854196.994255,243817.000,38003,1,SF,1,100,0.0479
1670854197.325582,244138.000,38051,1,SF,1,100,0.0474
1670854197.656909,244459.000,38092,1,SF,1,100,0.0468
1670854198.054294,244844.000,38157,1,SF,1,100,0.0463
1670854198.389750,245169.000,38210,1,SF,1,100,0.0457
1670854198.655018,245426.000,38258,1,SF,1,100,0.0452
1670854198.990474,245751.000,38307,1,SF,1,100,0.0447
1670854199.325929,246076.000,38357,1,SF,1,100,0.0442
1670854199.725379,246463.000,38424,1,SF,1,100,0.0436
1670854200.057739,246785.000,38473,1,SF,1,100,0.0431
1670854200.320942,247040.000,38523,1,SF,1,100,0.0426
1670854200.657430,247366.000,38574,1,SF,1,100,0.0422
1670854200.988757,247687.000,38623,1,SF,1,100,0.0417
1670854201.327309,248015.000,38673,1,SF,1,100,0.0412
1670854201.723663,248399.000,38740,1,SF,1,100,0.0407
1670854202.059119,248724.000,38788,1,SF,1,100,0.0402
1670854202.323354,248980.000,38839,1,SF,1,100,0.0398
1670854202.790928,249433.000,38895,1,SF,1,100,0.0393
1670854202.990137,249626.000,38929,1,SF,1,100,0.0389
1670854203.321464,249947.000,38977,1,SF,1,100,0.0384
1670854203.655887,250271.000,39028,1,SF,1,100,0.0380
1670854203.987214,250592.000,39078,1,SF,1,100,0.0375
1670854204.384600,250977.000,39145,1,SF,1,100,0.0371
1670854204.714895,251297.000,39194,1,SF,1,100,0.0367
1670854204.979131,251553.000,39244,1,SF,1,100,0.0362
1670854205.311490,251875.000,39293,1,SF,1,100,0.0358
1670854205.642817,252196.000,39343,1,SF,1,100,0.0354
1670854206.045363,252586.000,39409,1,SF,1,100,0.0350
1670854206.377723,252908.000,39461,1,SF,1,100,0.0346
1670854206.709049,253229.000,39509,1,SF,1,100,0.0342
1670854206.975350,253487.000,39560,1,SF,1,100,0.0338
1670854207.307709,253809.000,39608,1,SF,1,100,0.0334
1670854207.642132,254133.000,39659,1,SF,1,100,0.0330
1670854208.108674,254585.000,39727,1,SF,1,100,0.0326
1670854208.308915,254779.000,39760,1,SF,1,100,0.0323
1670854208.641274,255101.000,39811,1,SF,1,100,0.0319
1670854208.975697,255425.000,39862,1,SF,1,100,0.0315
1670854209.308056,255747.000,39910,1,SF,1,100,0.0311
1670854209.642480,256071.000,39961,1,SF,1,100,0.0308
1670854210.041930,256458.000,40027,1,SF,1,100,0.0304
1670854210.375321,256781.000,40078,1,SF,1,100,0.0301
1670854210.643686,257041.000,40127,1,SF,1,100,0.0297
1670854210.975013,257362.000,40176,1,SF,1,100,0.0294
1670854211.310468,257687.000,40226,1,SF,1,100,0.0290
1670854211.707854,258072.000,40293,1,SF,1,100,0.0287
1670854212.043310,258397.000,40341,1,SF,1,100,0.0284
1670854212.307546,258653.000,40392,1,SF,1,100,0.0281
1670854212.644034,258979.000,40442,1,SF,1,100,0.0277
1670854212.972264,259297.000,40491,1,SF,1,100,0.0274
1670854213.437773,259748.000,40549,1,SF,1,100,0.0271
1670854213.635950,259940.000,40584,1,SF,1,100,0.0268
1670854214.033336,260325.000,40650,1,SF,1,100,0.0265
1670854214.364663,260646.000,40701,1,SF,1,100,0.0262
1670854214.630963,260904.000,40750,1,SF,1,100,0.0259
1670854214.960226,261223.000,40800,1,SF,1,100,0.0256
1670854215.296713,261549.000,40849,1,SF,1,100,0.0253
1670854215.628040,261870.000,40899,1,SF,1,100,0.0250
1670854216.025426,262255.000,40965,1,SF,1,100,0.0247
1670854216.356753,262576.000,41017,1,SF,1,100,0.0244
1670854216.626150,262837.000,41065,1,SF,1,100,0.0241
1670854216.957477,263158.000,41116,1,SF,1,100,0.0238
1670854217.289836,263480.000,41164,1,SF,1,100,0.0236
1670854217.624259,263804.000,41215,1,SF,1,100,0.0233
1670854218.024742,264192.000,41280,1,SF,1,100,0.0230
1670854218.357101,264514.000,41332,1,SF,1,100,0.0228
1670854218.687396,264834.000,41370,1,SF,1,100,0.0225
1670854218.956792,265095.000,41420,1,SF,1,100,0.0222
1670854219.289151,265417.000,41469,1,SF,1,100,0.0220
1670854219.624607,265742.000,41519,1,SF,1,100,0.0217
1670854220.021993,266127.000,41585,1,SF,1,100,0.0215
1670854220.358481,266453.000,41637,1,SF,1,100,0.0212
1670854220.622716,266709.000,41685,1,SF,1,100,0.0210
1670854220.954043,267030.000,41736,1,SF,1,100,0.0207
1670854221.289499,267355.000,41784,1,SF,1,100,0.0205
1670854221.618762,267674.000,41835,1,SF,1,100,0.0203
1670854222.017180,268060.000,41900,1,SF,1,100,0.0200
1670854222.350571,268383.000,41952,1,SF,1,100,0.0198
1670854222.618936,268643.000,42001,1,SF,1,100,0.0196
