LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,BV
1670854405.943884,446254.000,5268,1,BV,1,100,3.99
1670854406.940962,447220.000,5434,1,BV,1,100,3.99
1670854407.939071,448187.000,5583,1,BV,1,100,3.99
1670854408.933052,449150.000,5749,1,BV,1,100,3.99
1670854409.930130,450116.000,5901,1,BV,1,100,3.99
1670854410.926175,451081.000,6068,1,BV,1,100,3.99
1670854411.923252,452047.000,6216,1,BV,1,100,3.99
1670854412.924458,453017.000,6383,1,BV,1,100,3.99
1670854413.921535,453983.000,6532,1,BV,1,100,3.99
1670854414.924806,454955.000,6688,1,BV,1,100,3.99
1670854415.921883,455921.000,6854,1,BV,1,100,3.99
1670854416.917928,456886.000,7002,1,BV,1,100,3.99
1670854417.917070,457854.000,7169,1,BV,1,100,3.99
1670854418.916211,458822.000,7318,1,BV,1,100,3.99
1670854419.910192,459785.000,7490,1,BV,1,100,3.99
1670854420.910366,460754.000,7638,1,BV,1,100,3.99
1670854421.910540,461723.000,7805,1,BV,1,100,3.99
1670854422.909682,462691.000,7971,1,BV,1,100,3.99
1670854423.906759,463657.000,8121,1,BV,1,100,3.99
1670854424.908997,464628.000,8292,1,BV,1,100,3.99
1670854425.901946,465590.000,8426,1,BV,1,100,3.99
1670854426.902120,466559.000,8593,1,BV,1,100,3.99
1670854427.897132,467523.000,8757,1,BV,1,100,3.99
1670854428.893178,468488.000,8907,1,BV,1,100,3.99
1670854429.892319,469456.000,9073,1,BV,1,100,3.99
1670854430.892493,470425.000,9229,1,BV,1,100,3.99
1670854431.892667,471394.000,9393,1,BV,1,100,3.99
1670854432.889744,472360.000,9543,1,BV,1,100,3.99
1670854433.889918,473329.000,9709,1,BV,1,100,3.99
1670854434.889060,474297.000,9858,1,BV,1,100,3.99
1670854435.884073,475261.000,10013,1,BV,1,100,3.99
1670854436.880118,476226.000,10162,1,BV,1,100,3.99
1670854437.873067,477188.000,10329,1,BV,1,100,3.99
1670854438.873240,478157.000,10477,1,BV,1,100,3.99
1670854439.871350,479124.000,10644,1,BV,1,100,3.99
1670854440.873588,480095.000,10798,1,BV,1,100,3.99
1670854441.873762,481064.000,10965,1,BV,1,100,3.99
1670854442.871871,482031.000,11131,1,BV,1,100,3.99
1670854443.868949,482997.000,11279,1,BV,1,100,3.99
1670854444.872219,483969.000,11446,1,BV,1,100,3.99
1670854445.864136,484930.000,11595,1,BV,1,100,3.99
1670854446.860181,485895.000,11751,1,BV,1,100,3.98
1670854447.857258,486861.000,11917,1,BV,1,100,3.98
1670854448.858464,487831.000,12065,1,BV,1,100,3.99
1670854449.860702,488802.000,12232,1,BV,1,100,3.99
1670854450.861908,489772.000,12398,1,BV,1,100,3.99
1670854451.866211,490745.000,12553,1,BV,1,100,3.99
1670854452.862256,491710.000,12719,1,BV,1,100,3.99
1670854453.863462,492680.000,12867,1,BV,1,100,3.99
1670854454.857443,493643.000,13034,1,BV,1,100,3.99
1670854455.850391,494605.000,13183,1,BV,1,100,3.99
1670854456.849533,495573.000,13355,1,BV,1,100,3.99
1670854457.845578,496538.000,13503,1,BV,1,100,3.99
1670854458.847816,497509.000,13670,1,BV,1,100,3.99
1670854459.843862,498474.000,13819,1,BV,1,100,3.99
1670854460.848164,499447.000,13986,1,BV,1,100,3.99
1670854461.847306,500415.000,14157,1,BV,1,100,3.99
1670854462.845415,501382.000,14306,1,BV,1,100,3.99
1670854463.842493,502348.000,14441,1,BV,1,100,3.99
1670854464.836473,503311.000,14608,1,BV,1,100,3.99
1670854465.836647,504280.000,14756,1,BV,1,100,3.99
1670854466.832692,505245.000,14906,1,BV,1,100,3.98
1670854467.831834,506213.000,15078,1,BV,1,100,3.99
1670854468.832008,507182.000,15244,1,BV,1,100,3.99
1670854469.830117,508149.000,15393,1,BV,1,100,3.99
1670854470.832355,509120.000,15545,1,BV,1,100,3.99
1670854471.827368,510084.000,15693,1,BV,1,100,3.98
1670854472.823414,511049.000,15865,1,BV,1,100,3.98
1670854473.820491,512015.000,16015,1,BV,1,100,3.98
