LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EA
1670854088.932129,139123.000,20977,2,EA,1,100,0.030319
1670854088.998188,139187.000,20993,1,EA,1,100,0.030319
1670854089.064247,139251.000,21010,2,EA,1,100,0.030319
1670854089.130306,139315.000,21010,2,EA,1,100,0.030319
1670854089.196365,139379.000,21027,1,EA,1,100,0.030319
1670854089.263456,139444.000,21043,2,EA,1,100,0.030319
1670854089.330547,139509.000,21043,2,EA,1,100,0.030319
1670854089.397122,139573.500,21058,2,EA,1,100,0.030319
1670854089.463697,139638.000,21058,2,EA,1,100,0.030319
1670854089.530788,139703.000,21076,1,EA,1,100,0.030319
1670854089.596847,139767.000,21094,2,EA,1,100,0.030319
1670854089.662906,139831.000,21094,2,EA,1,100,0.030319
1670854089.726901,139893.000,21111,1,EA,1,100,0.030319
1670854089.795024,139959.000,21126,2,EA,1,100,0.030319
1670854089.863147,140025.000,21126,2,EA,1,100,0.030319
1670854089.930238,140090.000,21143,1,EA,1,100,0.030319
1670854089.996814,140154.500,21159,2,EA,1,100,0.030319
1670854090.063389,140219.000,21159,2,EA,1,100,0.030319
1670854090.129447,140283.000,21177,2,EA,1,100,0.030319
1670854090.195507,140347.000,21177,2,EA,1,100,0.030319
1670854090.262598,140412.000,21193,1,EA,1,100,0.030319
1670854090.328140,140475.500,21208,2,EA,1,100,0.030319
1670854090.393683,140539.000,21208,2,EA,1,100,0.030319
1670854090.460774,140604.000,21224,1,EA,1,100,0.030319
1670854090.527349,140668.500,21244,2,EA,1,100,0.030319
1670854090.593925,140733.000,21244,2,EA,1,100,0.030319
1670854090.661016,140798.000,21260,1,EA,1,100,0.030319
1670854090.728107,140863.000,21275,2,EA,1,100,0.030319
1670854090.795198,140928.000,21275,2,EA,1,100,0.030319
1670854090.861773,140992.500,21292,2,EA,1,100,0.030319
1670854090.928348,141057.000,21292,2,EA,1,100,0.030319
1670854090.995439,141122.000,21309,1,EA,1,100,0.030320
1670854091.061498,141186.000,21325,2,EA,1,100,0.030319
1670854091.127557,141250.000,21325,2,EA,1,100,0.030319
1670854091.193616,141314.000,21343,1,EA,1,100,0.030319
1670854091.261223,141379.500,21357,2,EA,1,100,0.030319
1670854091.328830,141445.000,21357,2,EA,1,100,0.030319
1670854091.395921,141510.000,21374,1,EA,1,100,0.030319
1670854091.463013,141575.000,21391,2,EA,1,100,0.030319
1670854091.530104,141640.000,21391,2,EA,1,100,0.030319
1670854091.596163,141704.000,21410,1,EA,1,100,0.030319
1670854091.662738,141768.500,21425,2,EA,1,100,0.030319
1670854091.729313,141833.000,21425,2,EA,1,100,0.030319
1670854091.793823,141895.500,21447,2,EA,1,100,0.030319
1670854091.858334,141958.000,21447,2,EA,1,100,0.030319
1670854091.926457,142024.000,21463,1,EA,1,100,0.030319
1670854091.993032,142088.500,21480,2,EA,1,100,0.030319
1670854092.059608,142153.000,21480,2,EA,1,100,0.030319
1670854092.127731,142219.000,21496,1,EA,1,100,0.030319
1670854092.194822,142284.000,21512,2,EA,1,100,0.030319
1670854092.261913,142349.000,21512,2,EA,1,100,0.030319
1670854092.328488,142413.500,21528,2,EA,1,100,0.030319
1670854092.395063,142478.000,21528,2,EA,1,100,0.030319
1670854092.460090,142541.000,21545,1,EA,1,100,0.030319
1670854092.526665,142605.500,21564,2,EA,1,100,0.030319
1670854092.593240,142670.000,21564,2,EA,1,100,0.030319
1670854092.658267,142733.000,21581,1,EA,1,100,0.030319
1670854092.724842,142797.500,21595,2,EA,1,100,0.030319
1670854092.791417,142862.000,21595,2,EA,1,100,0.030319
1670854092.859540,142928.000,21613,1,EA,1,100,0.030319
1670854092.926631,142993.000,21629,2,EA,1,100,0.030319
1670854092.993722,143058.000,21629,2,EA,1,100,0.030319
1670854093.060297,143122.500,21646,2,EA,1,100,0.030319
1670854093.126873,143187.000,21646,2,EA,1,100,0.030319
1670854093.192931,143251.000,21663,1,EA,1,100,0.030319
1670854093.258474,143314.500,21678,2,EA,1,100,0.030319
1670854093.324017,143378.000,21678,2,EA,1,100,0.030319
1670854093.390076,143442.000,21694,1,EA,1,100,0.030319
1670854093.457167,143507.000,21712,2,EA,1,100,0.030319
1670854093.524258,143572.000,21712,2,EA,1,100,0.030320
1670854093.592382,143638.000,21730,2,EA,1,100,0.030320
1670854093.660505,143704.000,21730,2,EA,1,100,0.030320
1670854093.726564,143768.000,21747,1,EA,1,100,0.030319
1670854093.793139,143832.500,21762,2,EA,1,100,0.030319
1670854093.859714,143897.000,21762,2,EA,1,100,0.030320
1670854093.925773,143961.000,21779,1,EA,1,100,0.030320
1670854093.992348,144025.500,21795,2,EA,1,100,0.030319
1670854094.058923,144090.000,21795,2,EA,1,100,0.030319
1670854094.122918,144152.000,21812,1,EA,1,100,0.030319
1670854094.190009,144217.000,21827,2,EA,1,100,0.030319
1670854094.257100,144282.000,21827,2,EA,1,100,0.030320
1670854094.323675,144346.500,21844,2,EA,1,100,0.030320
1670854094.390250,144411.000,21844,2,EA,1,100,0.030319
1670854094.457341,144476.000,21860,1,EA,1,100,0.030319
1670854094.524432,144541.000,21880,2,EA,1,100,0.030319
1670854094.591523,144606.000,21880,2,EA,1,100,0.030320
1670854094.657582,144670.000,21896,1,EA,1,100,0.030320
1670854094.723125,144733.500,21911,2,EA,1,100,0.030320
1670854094.788668,144797.000,21911,2,EA,1,100,0.030320
1670854094.855759,144862.000,21928,1,EA,1,100,0.030320
1670854094.922334,144926.500,21945,2,EA,1,100,0.030320
1670854094.988909,144991.000,21945,2,EA,1,100,0.030320
1670854095.053936,145054.000,21961,1,EA,1,100,0.030320
1670854095.119995,145118.000,21978,2,EA,1,100,0.030320
1670854095.186054,145182.000,21978,2,EA,1,100,0.030320
1670854095.252629,145246.500,21993,2,EA,1,100,0.030320
1670854095.319204,145311.000,21993,2,EA,1,100,0.030320
1670854095.385263,145375.000,22010,1,EA,1,100,0.030320
1670854095.451838,145439.500,22027,2,EA,1,100,0.030320
1670854095.518413,145504.000,22027,2,EA,1,100,0.030320
1670854095.584472,145568.000,22046,1,EA,1,100,0.030320
1670854095.651047,145632.500,22060,2,EA,1,100,0.030320
1670854095.717622,145697.000,22060,2,EA,1,100,0.030320
1670854095.783681,145761.000,22078,2,EA,1,100,0.030320
1670854095.849740,145825.000,22078,2,EA,1,100,0.030320
1670854095.917863,145891.000,22094,1,EA,1,100,0.030320
1670854095.983406,145954.500,22111,2,EA,1,100,0.030320
1670854096.048949,146018.000,22111,2,EA,1,100,0.030320
1670854096.115008,146082.000,22127,1,EA,1,100,0.030320
1670854096.181583,146146.500,22143,2,EA,1,100,0.030320
1670854096.248158,146211.000,22143,2,EA,1,100,0.030320
1670854096.315249,146276.000,22159,1,EA,1,100,0.030320
1670854096.381824,146340.500,22176,2,EA,1,100,0.030320
1670854096.448399,146405.000,22176,2,EA,1,100,0.030320
1670854096.514458,146469.000,22195,1,EA,1,100,0.030320
1670854096.581033,146533.500,22211,2,EA,1,100,0.030320
1670854096.647608,146598.000,22211,2,EA,1,100,0.030320
1670854096.713151,146661.500,22226,2,EA,1,100,0.030320
1670854096.778694,146725.000,22226,2,EA,1,100,0.030320
1670854096.845785,146790.000,22244,1,EA,1,100,0.030320
1670854096.911844,146854.000,22260,2,EA,1,100,0.030320
1670854096.977903,146918.000,22260,2,EA,1,100,0.030320
1670854097.044306,146982.333,22283,3,EA,1,100,0.030320
1670854097.110709,147046.667,22283,3,EA,1,100,0.030320
1670854097.177112,147111.000,22283,3,EA,1,100,0.030320
1670854097.245235,147177.000,22300,1,EA,1,100,0.030320
1670854097.311810,147241.500,22316,2,EA,1,100,0.030320
1670854097.378386,147306.000,22316,2,EA,1,100,0.030320
1670854097.442380,147368.000,22333,1,EA,1,100,0.030320
1670854097.510503,147434.000,22350,2,EA,1,100,0.030320
1670854097.578627,147500.000,22350,2,EA,1,100,0.030320
1670854097.645718,147565.000,22367,1,EA,1,100,0.030320
1670854097.712293,147629.500,22383,2,EA,1,100,0.030319
1670854097.778868,147694.000,22383,2,EA,1,100,0.030320
1670854097.844927,147758.000,22401,2,EA,1,100,0.030320
1670854097.910986,147822.000,22401,2,EA,1,100,0.030320
1670854097.978077,147887.000,22417,1,EA,1,100,0.030320
1670854098.044136,147951.000,22432,2,EA,1,100,0.030319
1670854098.110195,148015.000,22432,2,EA,1,100,0.030320
1670854098.178318,148081.000,22449,1,EA,1,100,0.030320
1670854098.243861,148144.500,22466,2,EA,1,100,0.030320
1670854098.309404,148208.000,22466,2,EA,1,100,0.030320
1670854098.375463,148272.000,22482,1,EA,1,100,0.030320
1670854098.441522,148336.000,22498,2,EA,1,100,0.030319
1670854098.507581,148400.000,22498,2,EA,1,100,0.030320
1670854098.573640,148464.000,22516,2,EA,1,100,0.030320
1670854098.639699,148528.000,22516,2,EA,1,100,0.030320
1670854098.707822,148594.000,22533,1,EA,1,100,0.030319
1670854098.773881,148658.000,22550,2,EA,1,100,0.030320
1670854098.839940,148722.000,22550,2,EA,1,100,0.030319
1670854098.904967,148785.000,22567,1,EA,1,100,0.030319
1670854098.973090,148851.000,22581,2,EA,1,100,0.030320
1670854099.041213,148917.000,22581,2,EA,1,100,0.030320
1670854099.108304,148982.000,22598,1,EA,1,100,0.030320
1670854099.174707,149046.333,22615,3,EA,1,100,0.030320
1670854099.241110,149110.667,22615,3,EA,1,100,0.030320
1670854099.307513,149175.000,22615,3,EA,1,100,0.030320
1670854099.373572,149239.000,22632,2,EA,1,100,0.030320
1670854099.439631,149303.000,22632,2,EA,1,100,0.030320
1670854099.506722,149368.000,22649,1,EA,1,100,0.030319
1670854099.572781,149432.000,22668,2,EA,1,100,0.030320
1670854099.638840,149496.000,22668,2,EA,1,100,0.030320
1670854099.703867,149559.000,22684,1,EA,1,100,0.030320
1670854099.772506,149625.500,22700,2,EA,1,100,0.030320
1670854099.841146,149692.000,22700,2,EA,1,100,0.030320
1670854099.908237,149757.000,22716,1,EA,1,100,0.030320
1670854099.974812,149821.500,22733,2,EA,1,100,0.030320
1670854100.041387,149886.000,22733,2,EA,1,100,0.030320
1670854100.107446,149950.000,22750,2,EA,1,100,0.030320
1670854100.173505,150014.000,22750,2,EA,1,100,0.030320
1670854100.240596,150079.000,22767,1,EA,1,100,0.030320
1670854100.306139,150142.500,22781,2,EA,1,100,0.030320
1670854100.371682,150206.000,22781,2,EA,1,100,0.030320
1670854100.440837,150273.000,22798,1,EA,1,100,0.030320
1670854100.507928,150338.000,22817,2,EA,1,100,0.030320
1670854100.575020,150403.000,22817,2,EA,1,100,0.030320
1670854100.641078,150467.000,22834,1,EA,1,100,0.030320
1670854100.707654,150531.500,22849,2,EA,1,100,0.030320
1670854100.774229,150596.000,22849,2,EA,1,100,0.030320
1670854100.840804,150660.500,22866,2,EA,1,100,0.030320
1670854100.907379,150725.000,22866,2,EA,1,100,0.030320
1670854100.973438,150789.000,22882,1,EA,1,100,0.030320
1670854101.039496,150853.000,22899,2,EA,1,100,0.030320
