LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,T1
1671000935.512132,44333.000,2373,1,T1,1,100,28.970
1671000935.645631,44465.000,2381,1,T1,1,100,28.916
1671000935.780142,44598.000,2396,1,T1,1,100,28.999
1671000935.913641,44730.000,2410,1,T1,1,100,28.929
1671000936.047140,44862.000,2417,1,T1,1,100,29.076
1671000936.178617,44992.000,2425,1,T1,1,100,29.068
1671000936.312116,45124.000,2439,1,T1,1,100,29.065
1671000936.445615,45256.000,2446,1,T1,1,100,29.064
1671000936.578103,45387.000,2454,1,T1,1,100,29.027
1671000936.711602,45519.000,2470,1,T1,1,100,29.083
1671000936.846113,45652.000,2477,1,T1,1,100,29.000
1671000936.977589,45782.000,2486,1,T1,1,100,29.036
1671000937.111089,45914.000,2493,1,T1,1,100,29.051
1671000937.244588,46046.000,2509,1,T1,1,100,29.057
1671000937.378087,46178.000,2518,1,T1,1,100,29.060
1671000937.510575,46309.000,2525,1,T1,1,100,29.062
1671000937.642052,46439.000,2541,1,T1,1,100,29.062
1671000937.775551,46571.000,2549,1,T1,1,100,29.098
1671000937.909050,46703.000,2556,1,T1,1,100,29.078
1671000938.043561,46836.000,2570,1,T1,1,100,28.998
1671000938.176049,46967.000,2578,1,T1,1,100,28.999
1671000938.308537,47098.000,2586,1,T1,1,100,28.964
1671000938.441024,47229.000,2599,1,T1,1,100,29.020
1671000938.574524,47361.000,2607,1,T1,1,100,29.009
1671000938.707011,47492.000,2617,1,T1,1,100,29.004
1671000938.840511,47624.000,2625,1,T1,1,100,29.037
1671000938.972999,47755.000,2639,1,T1,1,100,28.910
1671000939.106498,47887.000,2646,1,T1,1,100,28.996
1671000939.239997,48019.000,2654,1,T1,1,100,29.105
1671000939.373497,48151.000,2668,1,T1,1,100,29.010
1671000939.506996,48283.000,2675,1,T1,1,100,29.075
1671000939.638472,48413.000,2684,1,T1,1,100,28.997
1671000939.771971,48545.000,2699,1,T1,1,100,29.070
1671000939.904459,48676.000,2706,1,T1,1,100,28.995
1671000940.037959,48808.000,2715,1,T1,1,100,28.998
1671000940.172469,48941.000,2722,1,T1,1,100,29.070
1671000940.305969,49073.000,2736,1,T1,1,100,28.959
1671000940.438456,49204.000,2744,1,T1,1,100,28.947
1671000940.570944,49335.000,2751,1,T1,1,100,28.906
1671000940.704443,49467.000,2767,1,T1,1,100,28.995
1671000940.837943,49599.000,2775,1,T1,1,100,28.962
1671000940.970431,49730.000,2783,1,T1,1,100,29.090
1671000941.101907,49860.000,2801,1,T1,1,100,29.110
1671000941.235406,49992.000,2809,1,T1,1,100,29.012
1671000941.369917,50125.000,2817,1,T1,1,100,29.005
1671000941.503416,50257.000,2825,1,T1,1,100,29.002
1671000941.636915,50389.000,2841,1,T1,1,100,29.036
1671000941.770415,50521.000,2848,1,T1,1,100,29.016
1671000941.901891,50651.000,2856,1,T1,1,100,28.971
1671000942.035391,50783.000,2870,1,T1,1,100,28.917
1671000942.168890,50915.000,2877,1,T1,1,100,28.928
1671000942.302389,51047.000,2886,1,T1,1,100,29.005
1671000942.436900,51180.000,2899,1,T1,1,100,28.966
1671000942.568376,51310.000,2906,1,T1,1,100,29.056
1671000942.701875,51442.000,2917,1,T1,1,100,29.060
1671000942.835375,51574.000,2930,1,T1,1,100,29.026
1671000942.968874,51706.000,2938,1,T1,1,100,28.976
1671000943.102373,51838.000,2946,1,T1,1,100,29.060
1671000943.232838,51967.000,2953,1,T1,1,100,28.991
1671000943.366338,52099.000,2967,1,T1,1,100,28.996
1671000943.500848,52232.000,2975,1,T1,1,100,29.034
1671000943.634347,52364.000,2983,1,T1,1,100,28.908
1671000943.767847,52496.000,2998,1,T1,1,100,28.960
1671000943.901346,52628.000,3006,1,T1,1,100,28.947
1671000944.032823,52758.000,3014,1,T1,1,100,28.906
1671000944.166322,52890.000,3027,1,T1,1,100,29.030
1671000944.298810,53021.000,3036,1,T1,1,100,29.049
1671000944.432309,53153.000,3043,1,T1,1,100,29.021
1671000944.565808,53285.000,3051,1,T1,1,100,28.974
1671000944.698296,53416.000,3067,1,T1,1,100,28.989
1671000944.831795,53548.000,3074,1,T1,1,100,28.960
1671000944.965295,53680.000,3083,1,T1,1,100,28.912
1671000945.098794,53812.000,3096,1,T1,1,100,28.926
1671000945.232293,53944.000,3103,1,T1,1,100,28.862
1671000945.364781,54075.000,3112,1,T1,1,100,28.940
1671000945.496258,54205.000,3125,1,T1,1,100,28.868
1671000945.629757,54337.000,3133,1,T1,1,100,28.943
1671000945.764267,54470.000,3143,1,T1,1,100,29.011
1671000945.897767,54602.000,3150,1,T1,1,100,29.005
1671000946.031266,54734.000,3164,1,T1,1,100,29.108
1671000946.162742,54864.000,3172,1,T1,1,100,29.082
1671000946.296242,54996.000,3185,1,T1,1,100,29.036
1671000946.429741,55128.000,3193,1,T1,1,100,28.980
1671000946.562229,55259.000,3206,1,T1,1,100,29.027
1671000946.694717,55390.000,3216,1,T1,1,100,29.012
1671000946.829227,55523.000,3224,1,T1,1,100,29.005
1671000946.960704,55653.000,3238,1,T1,1,100,28.896
1671000947.094203,55785.000,3245,1,T1,1,100,28.919
1671000947.227702,55917.000,3253,1,T1,1,100,28.965
1671000947.361202,56049.000,3267,1,T1,1,100,28.949
1671000947.493689,56180.000,3274,1,T1,1,100,29.049
1671000947.625166,56310.000,3283,1,T1,1,100,29.021
1671000947.758665,56442.000,3298,1,T1,1,100,29.009
1671000947.892164,56574.000,3305,1,T1,1,100,28.969
1671000948.026675,56707.000,3314,1,T1,1,100,29.093
1671000948.159163,56838.000,3321,1,T1,1,100,29.040
1671000948.291651,56969.000,3338,1,T1,1,100,29.017
1671000948.425150,57101.000,3346,1,T1,1,100,28.972
1671000948.558649,57233.000,3353,1,T1,1,100,28.952
1671000948.691137,57364.000,3369,1,T1,1,100,29.050
1671000948.824636,57496.000,3377,1,T1,1,100,29.022
1671000948.957124,57627.000,3385,1,T1,1,100,29.009
1671000949.090624,57759.000,3398,1,T1,1,100,29.004
1671000949.224123,57891.000,3406,1,T1,1,100,29.108
1671000949.357622,58023.000,3414,1,T1,1,100,29.011
1671000949.491121,58155.000,3422,1,T1,1,100,28.969
1671000949.622598,58285.000,3438,1,T1,1,100,28.951
1671000949.756097,58417.000,3445,1,T1,1,100,28.979
1671000949.888585,58548.000,3453,1,T1,1,100,28.991
1671000950.022084,58680.000,3467,1,T1,1,100,29.032
1671000950.156595,58813.000,3474,1,T1,1,100,28.943
1671000950.288071,58943.000,3483,1,T1,1,100,28.940
1671000950.420559,59074.000,3496,1,T1,1,100,28.868
1671000950.553047,59205.000,3503,1,T1,1,100,28.943
1671000950.686547,59337.000,3514,1,T1,1,100,28.940
1671000950.820046,59469.000,3521,1,T1,1,100,29.009
1671000950.952533,59600.000,3535,1,T1,1,100,29.040
1671000951.084010,59730.000,3543,1,T1,1,100,29.017
1671000951.217509,59862.000,3550,1,T1,1,100,29.043
1671000951.352020,59995.000,3564,1,T1,1,100,28.983
1671000951.485519,60127.000,3577,1,T1,1,100,29.028
1671000951.619019,60259.000,3585,1,T1,1,100,28.906
1671000951.751506,60390.000,3600,1,T1,1,100,29.066
1671000951.885006,60522.000,3609,1,T1,1,100,28.957
1671000952.017493,60653.000,3616,1,T1,1,100,28.982
1671000952.150993,60785.000,3624,1,T1,1,100,28.921
1671000952.284492,60917.000,3638,1,T1,1,100,28.966
1671000952.419003,61050.000,3645,1,T1,1,100,28.985
1671000952.550479,61180.000,3653,1,T1,1,100,28.923
1671000952.683978,61312.000,3669,1,T1,1,100,29.108
1671000952.817478,61444.000,3676,1,T1,1,100,29.047
1671000952.950977,61576.000,3685,1,T1,1,100,29.056
1671000953.084476,61708.000,3692,1,T1,1,100,29.024
1671000953.214941,61837.000,3706,1,T1,1,100,28.940
1671000953.348441,61969.000,3714,1,T1,1,100,28.938
1671000953.482951,62102.000,3721,1,T1,1,100,29.009
1671000953.616450,62234.000,3737,1,T1,1,100,28.968
1671000953.749950,62366.000,3745,1,T1,1,100,28.844
1671000953.883449,62498.000,3752,1,T1,1,100,28.933
1671000954.014925,62628.000,3766,1,T1,1,100,28.900
1671000954.148425,62760.000,3774,1,T1,1,100,28.886
1671000954.280913,62891.000,3782,1,T1,1,100,28.951
1671000954.414412,63023.000,3795,1,T1,1,100,29.014
1671000954.547911,63155.000,3803,1,T1,1,100,28.971
1671000954.680399,63286.000,3813,1,T1,1,100,28.952
1671000954.813898,63418.000,3821,1,T1,1,100,29.086
1671000954.947397,63550.000,3835,1,T1,1,100,28.966
1671000955.080897,63682.000,3842,1,T1,1,100,29.021
1671000955.212373,63812.000,3850,1,T1,1,100,29.009
1671000955.344861,63943.000,3864,1,T1,1,100,29.004
1671000955.477349,64074.000,3871,1,T1,1,100,28.931
1671000955.610848,64206.000,3880,1,T1,1,100,28.935
1671000955.745359,64339.000,3895,1,T1,1,100,28.972
1671000955.878858,64471.000,3902,1,T1,1,100,28.917
1671000956.012357,64603.000,3911,1,T1,1,100,29.035
1671000956.143834,64733.000,3918,1,T1,1,100,29.086
1671000956.277333,64865.000,3932,1,T1,1,100,29.002
1671000956.410832,64997.000,3940,1,T1,1,100,29.001
1671000956.543320,65128.000,3947,1,T1,1,100,29.036
1671000956.675808,65259.000,3961,1,T1,1,100,29.015
1671000956.810319,65392.000,3971,1,T1,1,100,28.971
1671000956.943818,65524.000,3985,1,T1,1,100,28.952
1671000957.077317,65656.000,3992,1,T1,1,100,28.908
1671000957.210817,65788.000,4000,1,T1,1,100,28.854
1671000957.344316,65920.000,4014,1,T1,1,100,28.866
1671000957.476804,66051.000,4021,1,T1,1,100,28.836
1671000957.608280,66181.000,4030,1,T1,1,100,28.858
1671000957.741780,66313.000,4039,1,T1,1,100,28.903
1671000957.875279,66445.000,4053,1,T1,1,100,28.958
1671000958.009789,66578.000,4061,1,T1,1,100,29.088
1671000958.142277,66709.000,4068,1,T1,1,100,28.967
1671000958.274765,66840.000,4082,1,T1,1,100,28.950
1671000958.408264,66972.000,4090,1,T1,1,100,28.908
1671000958.541764,67104.000,4097,1,T1,1,100,28.889
1671000958.674252,67235.000,4113,1,T1,1,100,28.917
1671000958.805728,67365.000,4121,1,T1,1,100,28.893
1671000958.938216,67496.000,4129,1,T1,1,100,28.812
1671000959.071715,67628.000,4137,1,T1,1,100,28.919
1671000959.205215,67760.000,4151,1,T1,1,100,28.894
1671000959.338714,67892.000,4161,1,T1,1,100,28.954
1671000959.472213,68024.000,4169,1,T1,1,100,28.945
1671000959.603689,68154.000,4176,1,T1,1,100,29.012
1671000959.737189,68286.000,4192,1,T1,1,100,28.934
1671000959.869677,68417.000,4200,1,T1,1,100,29.007
1671000960.003176,68549.000,4208,1,T1,1,100,29.003
1671000960.137686,68682.000,4221,1,T1,1,100,28.930
1671000960.269163,68812.000,4230,1,T1,1,100,28.970
1671000960.402662,68944.000,4237,1,T1,1,100,29.093
1671000960.536161,69076.000,4251,1,T1,1,100,28.969
1671000960.669661,69208.000,4261,1,T1,1,100,28.916
1671000960.803160,69340.000,4268,1,T1,1,100,28.964
1671000960.935648,69471.000,4282,1,T1,1,100,28.984
1671000961.067124,69601.000,4290,1,T1,1,100,28.993
1671000961.200624,69733.000,4297,1,T1,1,100,29.033
1671000961.335134,69866.000,4306,1,T1,1,100,29.014
1671000961.468634,69998.000,4319,1,T1,1,100,29.006
1671000961.602133,70130.000,4327,1,T1,1,100,29.003
1671000961.734621,70261.000,4337,1,T1,1,100,29.001
1671000961.868120,70393.000,4356,1,T1,1,100,28.930
1671000962.001619,70525.000,4363,1,T1,1,100,28.934
1671000962.135118,70657.000,4371,1,T1,1,100,29.007
1671000962.267606,70788.000,4379,1,T1,1,100,28.932
1671000962.401106,70920.000,4392,1,T1,1,100,28.971
1671000962.532582,71050.000,4400,1,T1,1,100,28.881
1671000962.666081,71182.000,4410,1,T1,1,100,28.948
1671000962.799581,71314.000,4423,1,T1,1,100,28.907
1671000962.933080,71446.000,4432,1,T1,1,100,28.995
1671000963.066579,71578.000,4439,1,T1,1,100,28.998
1671000963.197044,71707.000,4447,1,T1,1,100,28.999
1671000963.330544,71839.000,4461,1,T1,1,100,29.035
1671000963.465054,71972.000,4468,1,T1,1,100,29.015
1671000963.598553,72104.000,4477,1,T1,1,100,29.007
1671000963.731041,72235.000,4492,1,T1,1,100,28.967
1671000963.863529,72366.000,4499,1,T1,1,100,28.986
1671000963.997028,72498.000,4508,1,T1,1,100,28.958
1671000964.130528,72630.000,4521,1,T1,1,100,28.982
1671000964.263016,72761.000,4529,1,T1,1,100,29.028
1671000964.396515,72893.000,4537,1,T1,1,100,28.977
1671000964.530014,73025.000,4551,1,T1,1,100,28.919
1671000964.662502,73156.000,4560,1,T1,1,100,28.965
1671000964.796001,73288.000,4568,1,T1,1,100,29.056
1671000964.929500,73420.000,4576,1,T1,1,100,29.060
1671000965.063000,73552.000,4589,1,T1,1,100,28.955
1671000965.194476,73682.000,4597,1,T1,1,100,28.910
1671000965.326964,73813.000,4605,1,T1,1,100,28.961
1671000965.460463,73945.000,4618,1,T1,1,100,28.983
1671000965.593963,74077.000,4627,1,T1,1,100,28.922
1671000965.728473,74210.000,4636,1,T1,1,100,28.860
1671000965.861973,74342.000,4650,1,T1,1,100,28.797
1671000965.995472,74474.000,4658,1,T1,1,100,28.877
1671000966.126948,74604.000,4665,1,T1,1,100,28.947
1671000966.260448,74736.000,4673,1,T1,1,100,29.012
1671000966.393947,74868.000,4687,1,T1,1,100,29.041
1671000966.526435,74999.000,4694,1,T1,1,100,28.982
1671000966.658922,75130.000,4705,1,T1,1,100,28.992
1671000966.793433,75263.000,4718,1,T1,1,100,28.855
1671000966.926932,75395.000,4732,2,T1,1,100,28.937
1671000967.060432,75527.000,4732,2,T1,1,100,28.973
1671000967.193931,75659.000,4746,1,T1,1,100,28.882
1671000967.325408,75789.000,4753,1,T1,1,100,28.843
1671000967.458907,75921.000,4761,1,T1,1,100,28.896
1671000967.590383,76051.000,4777,1,T1,1,100,28.849
1671000967.723882,76183.000,4784,1,T1,1,100,28.935
1671000967.857382,76315.000,4792,1,T1,1,100,29.078
1671000967.991892,76448.000,4800,1,T1,1,100,28.998
1671000968.124380,76579.000,4813,1,T1,1,100,29.035
1671000968.256868,76710.000,4822,1,T1,1,100,29.015
1671000968.390367,76842.000,4829,1,T1,1,100,29.042
1671000968.523867,76974.000,4843,1,T1,1,100,28.947
1671000968.656354,77105.000,4853,1,T1,1,100,28.977
1671000968.787831,77235.000,4860,1,T1,1,100,28.919
1671000968.921330,77367.000,4874,1,T1,1,100,28.894
1671000969.055841,77500.000,4882,1,T1,1,100,28.883
1671000969.189340,77632.000,4889,1,T1,1,100,28.914
1671000969.322839,77764.000,4898,1,T1,1,100,28.892
1671000969.456339,77896.000,4911,1,T1,1,100,28.953
1671000969.587815,78026.000,4919,1,T1,1,100,28.944
1671000969.721314,78158.000,4929,1,T1,1,100,29.011
1671000969.853802,78289.000,4943,1,T1,1,100,29.040
1671000969.987302,78421.000,4950,1,T1,1,100,29.017
1671000970.121812,78554.000,4958,1,T1,1,100,28.972
1671000970.253289,78684.000,4975,1,T1,1,100,29.023
1671000970.386788,78816.000,4982,1,T1,1,100,28.939
1671000970.520287,78948.000,4990,1,T1,1,100,28.938
1671000970.653786,79080.000,4998,1,T1,1,100,28.938
1671000970.786274,79211.000,5013,1,T1,1,100,28.973
1671000970.917751,79341.000,5022,1,T1,1,100,28.988
1671000971.049227,79471.000,5029,1,T1,1,100,28.960
1671000971.182727,79603.000,5043,1,T1,1,100,29.053
1671000971.317237,79736.000,5051,1,T1,1,100,28.988
1671000971.450737,79868.000,5058,1,T1,1,100,28.995
1671000971.584236,80000.000,5074,1,T1,1,100,28.927
1671000971.716724,80131.000,5082,1,T1,1,100,28.968
1671000971.850223,80263.000,5089,1,T1,1,100,28.915
1671000971.982711,80394.000,5098,1,T1,1,100,28.963
1671000972.116210,80526.000,5116,1,T1,1,100,28.913
1671000972.248698,80657.000,5124,1,T1,1,100,28.856
1671000972.382197,80789.000,5132,1,T1,1,100,28.867
1671000972.515697,80921.000,5146,1,T1,1,100,28.942
1671000972.649196,81053.000,5155,1,T1,1,100,28.904
1671000972.782695,81185.000,5163,1,T1,1,100,28.994
1671000972.916194,81317.000,5170,1,T1,1,100,28.926
1671000973.049693,81449.000,5184,1,T1,1,100,29.004
1671000973.180159,81578.000,5192,1,T1,1,100,29.037
1671000973.313658,81710.000,5200,1,T1,1,100,29.051
1671000973.448169,81843.000,5213,1,T1,1,100,29.022
1671000973.581668,81975.000,5222,1,T1,1,100,28.974
