LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,TH
1671000930.069003,38951.000,1969,1,TH,1,100,23.553
1671000930.202502,39083.000,1977,1,TH,1,100,23.479
1671000930.336002,39215.000,1985,1,TH,1,100,23.479
1671000930.467478,39345.000,1998,1,TH,1,100,23.537
1671000930.600978,39477.000,2006,1,TH,1,100,23.538
1671000930.734477,39609.000,2016,1,TH,1,100,23.574
1671000930.867976,39741.000,2034,1,TH,1,100,23.575
1671000931.001475,39873.000,2043,1,TH,1,100,23.530
1671000931.132952,40003.000,2050,1,TH,1,100,23.530
1671000931.266451,40135.000,2058,1,TH,1,100,23.540
1671000931.399950,40267.000,2072,1,TH,1,100,23.540
1671000931.533450,40399.000,2079,1,TH,1,100,23.588
1671000931.666949,40531.000,2088,1,TH,1,100,23.588
1671000931.800448,40663.000,2103,1,TH,1,100,23.585
1671000931.931925,40793.000,2110,1,TH,1,100,23.585
1671000932.065424,40925.000,2119,1,TH,1,100,23.567
1671000932.198923,41057.000,2132,1,TH,1,100,23.559
1671000932.332422,41189.000,2140,1,TH,1,100,23.578
1671000932.465922,41321.000,2148,1,TH,1,100,23.578
1671000932.597398,41451.000,2155,1,TH,1,100,23.565
1671000932.730897,41583.000,2171,1,TH,1,100,23.565
1671000932.864397,41715.000,2179,1,TH,1,100,23.646
1671000932.997896,41847.000,2187,1,TH,1,100,23.646
1671000933.131395,41979.000,2200,1,TH,1,100,23.570
1671000933.264894,42111.000,2208,1,TH,1,100,23.570
1671000933.397382,42242.000,2216,1,TH,1,100,23.583
1671000933.530882,42374.000,2229,1,TH,1,100,23.583
1671000933.664381,42506.000,2238,1,TH,1,100,23.570
1671000933.797880,42638.000,2247,1,TH,1,100,23.570
1671000933.931379,42770.000,2255,1,TH,1,100,23.654
1671000934.062856,42900.000,2269,1,TH,1,100,23.655
1671000934.196355,43032.000,2276,1,TH,1,100,23.615
1671000934.329854,43164.000,2285,1,TH,1,100,23.615
1671000934.463354,43296.000,2298,1,TH,1,100,23.686
1671000934.596853,43428.000,2305,1,TH,1,100,23.686
1671000934.728329,43558.000,2316,1,TH,1,100,23.665
1671000934.859806,43688.000,2329,1,TH,1,100,23.665
1671000934.993305,43820.000,2337,1,TH,1,100,23.621
1671000935.126804,43952.000,2345,1,TH,1,100,23.620
1671000935.260304,44084.000,2359,1,TH,1,100,23.594
1671000935.394814,44217.000,2366,1,TH,1,100,23.594
1671000935.526291,44347.000,2374,1,TH,1,100,23.626
1671000935.659790,44479.000,2382,1,TH,1,100,23.626
1671000935.793289,44611.000,2397,1,TH,1,100,23.670
1671000935.926789,44743.000,2411,1,TH,1,100,23.670
1671000936.059276,44874.000,2418,1,TH,1,100,23.626
1671000936.191764,45005.000,2426,1,TH,1,100,23.626
1671000936.325264,45137.000,2440,1,TH,1,100,23.697
1671000936.458763,45269.000,2447,1,TH,1,100,23.697
1671000936.592262,45401.000,2455,1,TH,1,100,23.689
1671000936.725761,45533.000,2471,1,TH,1,100,23.689
1671000936.859261,45665.000,2478,1,TH,1,100,23.676
1671000936.990737,45795.000,2487,1,TH,1,100,23.676
1671000937.124236,45927.000,2500,1,TH,1,100,23.658
1671000937.257736,46059.000,2510,1,TH,1,100,23.650
1671000937.391235,46191.000,2519,1,TH,1,100,23.705
1671000937.523723,46322.000,2526,1,TH,1,100,23.705
1671000937.656211,46453.000,2542,1,TH,1,100,23.608
1671000937.789710,46585.000,2550,1,TH,1,100,23.608
1671000937.923209,46717.000,2557,1,TH,1,100,23.713
1671000938.056708,46849.000,2571,1,TH,1,100,23.713
1671000938.188185,46979.000,2579,1,TH,1,100,23.682
1671000938.321684,47111.000,2587,1,TH,1,100,23.682
1671000938.454172,47242.000,2600,1,TH,1,100,23.687
1671000938.587671,47374.000,2608,1,TH,1,100,23.687
1671000938.721171,47506.000,2618,1,TH,1,100,23.734
1671000938.854670,47638.000,2626,1,TH,1,100,23.735
1671000938.987158,47769.000,2640,1,TH,1,100,23.661
1671000939.119646,47900.000,2647,1,TH,1,100,23.661
1671000939.253145,48032.000,2655,1,TH,1,100,23.669
1671000939.386644,48164.000,2669,1,TH,1,100,23.669
1671000939.520143,48296.000,2676,1,TH,1,100,23.703
1671000939.651620,48426.000,2685,1,TH,1,100,23.703
1671000939.785119,48558.000,2700,1,TH,1,100,23.764
1671000939.918618,48690.000,2707,1,TH,1,100,23.764
1671000940.052118,48822.000,2716,1,TH,1,100,23.725
1671000940.185617,48954.000,2729,1,TH,1,100,23.724
1671000940.319116,49086.000,2737,1,TH,1,100,23.819
1671000940.450593,49216.000,2745,1,TH,1,100,23.819
1671000940.584092,49348.000,2752,1,TH,1,100,23.645
1671000940.717591,49480.000,2768,1,TH,1,100,23.645
1671000940.851090,49612.000,2776,1,TH,1,100,23.663
1671000940.984590,49744.000,2784,1,TH,1,100,23.663
1671000941.116066,49874.000,2802,1,TH,1,100,23.782
1671000941.249565,50006.000,2810,1,TH,1,100,23.783
1671000941.383065,50138.000,2818,1,TH,1,100,23.753
1671000941.516564,50270.000,2831,1,TH,1,100,23.753
1671000941.650063,50402.000,2842,1,TH,1,100,23.737
1671000941.783562,50534.000,2849,1,TH,1,100,23.737
1671000941.915039,50664.000,2857,1,TH,1,100,23.753
1671000942.049550,50797.000,2871,1,TH,1,100,23.753
1671000942.183049,50929.000,2878,1,TH,1,100,23.890
1671000942.316548,51061.000,2887,1,TH,1,100,23.883
1671000942.450047,51193.000,2900,1,TH,1,100,23.665
1671000942.581524,51323.000,2907,1,TH,1,100,23.664
1671000942.715023,51455.000,2918,1,TH,1,100,23.754
1671000942.848522,51587.000,2931,1,TH,1,100,23.754
1671000942.982022,51719.000,2939,1,TH,1,100,23.775
1671000943.115521,51851.000,2947,1,TH,1,100,23.775
1671000943.246997,51981.000,2961,1,TH,1,100,23.810
1671000943.380497,52113.000,2968,1,TH,1,100,23.817
1671000943.513996,52245.000,2976,1,TH,1,100,23.764
1671000943.647495,52377.000,2984,1,TH,1,100,23.757
1671000943.780994,52509.000,2999,1,TH,1,100,23.770
1671000943.914494,52641.000,3007,1,TH,1,100,23.770
1671000944.045970,52771.000,3015,1,TH,1,100,23.904
1671000944.179469,52903.000,3028,1,TH,1,100,23.905
1671000944.312969,53035.000,3037,1,TH,1,100,23.778
1671000944.446468,53167.000,3044,1,TH,1,100,23.778
1671000944.579967,53299.000,3052,1,TH,1,100,23.791
1671000944.711444,53429.000,3068,1,TH,1,100,23.791
1671000944.844943,53561.000,3075,1,TH,1,100,23.875
1671000944.978442,53693.000,3084,1,TH,1,100,23.875
1671000945.111941,53825.000,3097,1,TH,1,100,23.796
1671000945.245441,53957.000,3104,1,TH,1,100,23.796
1671000945.378940,54089.000,3113,1,TH,1,100,23.838
1671000945.510417,54219.000,3126,1,TH,1,100,23.838
1671000945.643916,54351.000,3134,1,TH,1,100,23.796
1671000945.777415,54483.000,3144,1,TH,1,100,23.796
1671000945.910914,54615.000,3158,1,TH,1,100,23.823
1671000946.043402,54746.000,3165,1,TH,1,100,23.823
1671000946.175890,54877.000,3173,1,TH,1,100,23.883
1671000946.309389,55009.000,3186,1,TH,1,100,23.876
1671000946.442888,55141.000,3199,1,TH,1,100,23.852
1671000946.576388,55273.000,3207,1,TH,1,100,23.860
1671000946.708876,55404.000,3217,1,TH,1,100,23.841
1671000946.842375,55536.000,3225,1,TH,1,100,23.834
1671000946.973851,55666.000,3239,1,TH,1,100,23.868
1671000947.107351,55798.000,3246,1,TH,1,100,23.868
1671000947.240850,55930.000,3254,1,TH,1,100,23.923
1671000947.374349,56062.000,3268,1,TH,1,100,23.924
1671000947.506837,56193.000,3275,1,TH,1,100,23.918
1671000947.639325,56324.000,3284,1,TH,1,100,23.918
1671000947.772824,56456.000,3299,1,TH,1,100,23.850
1671000947.906323,56588.000,3306,1,TH,1,100,23.850
1671000948.039823,56720.000,3315,1,TH,1,100,23.863
1671000948.171299,56850.000,3322,1,TH,1,100,23.863
1671000948.304798,56982.000,3339,1,TH,1,100,23.947
1671000948.438298,57114.000,3347,1,TH,1,100,23.947
1671000948.571797,57246.000,3354,1,TH,1,100,23.955
1671000948.705296,57378.000,3370,1,TH,1,100,23.955
1671000948.838795,57510.000,3378,1,TH,1,100,23.916
1671000948.971283,57641.000,3386,1,TH,1,100,23.916
1671000949.103771,57772.000,3399,1,TH,1,100,23.918
1671000949.237271,57904.000,3407,1,TH,1,100,23.918
1671000949.370770,58036.000,3415,1,TH,1,100,23.918
1671000949.504269,58168.000,3428,1,TH,1,100,23.918
1671000949.635746,58298.000,3439,1,TH,1,100,23.903
1671000949.769245,58430.000,3446,1,TH,1,100,23.902
1671000949.902744,58562.000,3454,1,TH,1,100,23.995
1671000950.036243,58694.000,3468,1,TH,1,100,23.995
1671000950.169743,58826.000,3475,1,TH,1,100,23.934
1671000950.301219,58956.000,3484,1,TH,1,100,23.934
1671000950.432696,59086.000,3497,1,TH,1,100,23.924
1671000950.566195,59218.000,3504,1,TH,1,100,23.924
1671000950.699694,59350.000,3515,1,TH,1,100,23.939
1671000950.833193,59482.000,3528,1,TH,1,100,23.939
1671000950.966693,59614.000,3536,1,TH,1,100,24.026
1671000951.098169,59744.000,3544,1,TH,1,100,24.026
1671000951.231668,59876.000,3551,1,TH,1,100,23.940
1671000951.365168,60008.000,3565,1,TH,1,100,23.932
1671000951.498667,60140.000,3578,1,TH,1,100,23.974
1671000951.632166,60272.000,3586,1,TH,1,100,23.974
1671000951.764654,60403.000,3601,1,TH,1,100,24.001
1671000951.898153,60535.000,3610,1,TH,1,100,24.001
1671000952.031652,60667.000,3617,1,TH,1,100,23.964
1671000952.165152,60799.000,3625,1,TH,1,100,23.964
1671000952.298651,60931.000,3639,1,TH,1,100,24.043
1671000952.432150,61063.000,3646,1,TH,1,100,24.043
1671000952.563627,61193.000,3654,1,TH,1,100,23.943
1671000952.697126,61325.000,3670,1,TH,1,100,23.943
1671000952.830625,61457.000,3677,1,TH,1,100,23.951
1671000952.964124,61589.000,3686,1,TH,1,100,23.951
1671000953.097624,61721.000,3699,1,TH,1,100,23.966
1671000953.229100,61851.000,3707,1,TH,1,100,23.966
1671000953.362600,61983.000,3715,1,TH,1,100,23.956
1671000953.496099,62115.000,3722,1,TH,1,100,23.956
1671000953.629598,62247.000,3738,1,TH,1,100,24.008
1671000953.763097,62379.000,3746,1,TH,1,100,24.009
1671000953.896597,62511.000,3753,1,TH,1,100,24.006
1671000954.028073,62641.000,3767,1,TH,1,100,24.006
1671000954.161572,62773.000,3775,1,TH,1,100,23.903
1671000954.295072,62905.000,3783,1,TH,1,100,23.903
1671000954.428571,63037.000,3796,1,TH,1,100,24.001
1671000954.562070,63169.000,3804,1,TH,1,100,24.001
1671000954.693547,63299.000,3814,1,TH,1,100,23.977
1671000954.827046,63431.000,3822,1,TH,1,100,23.977
1671000954.960545,63563.000,3836,1,TH,1,100,23.969
1671000955.094044,63695.000,3843,1,TH,1,100,23.969
1671000955.225521,63825.000,3851,1,TH,1,100,23.990
1671000955.359020,63957.000,3865,1,TH,1,100,23.990
1671000955.491508,64088.000,3872,1,TH,1,100,23.996
1671000955.625007,64220.000,3881,1,TH,1,100,23.988
1671000955.758507,64352.000,3896,1,TH,1,100,24.009
1671000955.892006,64484.000,3903,1,TH,1,100,24.009
1671000956.024494,64615.000,3912,1,TH,1,100,24.080
1671000956.156982,64746.000,3925,1,TH,1,100,24.088
1671000956.290481,64878.000,3933,1,TH,1,100,24.027
1671000956.423980,65010.000,3941,1,TH,1,100,24.020
1671000956.557479,65142.000,3948,1,TH,1,100,24.117
1671000956.689967,65273.000,3962,1,TH,1,100,24.124
1671000956.823467,65405.000,3972,1,TH,1,100,24.048
1671000956.956966,65537.000,3986,1,TH,1,100,24.041
1671000957.090465,65669.000,3993,1,TH,1,100,23.996
1671000957.223964,65801.000,4001,1,TH,1,100,24.004
1671000957.357463,65933.000,4015,1,TH,1,100,24.095
1671000957.489951,66064.000,4022,1,TH,1,100,24.096
1671000957.622439,66195.000,4031,1,TH,1,100,23.936
1671000957.755939,66327.000,4040,1,TH,1,100,23.928
1671000957.889438,66459.000,4054,1,TH,1,100,24.046
1671000958.022937,66591.000,4062,1,TH,1,100,24.046
1671000958.154413,66721.000,4069,1,TH,1,100,24.093
1671000958.287913,66853.000,4083,1,TH,1,100,24.094
1671000958.421412,66985.000,4091,1,TH,1,100,24.151
1671000958.554911,67117.000,4098,1,TH,1,100,24.151
1671000958.688411,67249.000,4114,1,TH,1,100,24.034
1671000958.819887,67379.000,4122,1,TH,1,100,24.033
1671000958.952375,67510.000,4130,1,TH,1,100,24.007
1671000959.084863,67641.000,4138,1,TH,1,100,24.007
1671000959.218362,67773.000,4152,1,TH,1,100,24.067
1671000959.351861,67905.000,4162,1,TH,1,100,24.068
1671000959.485361,68037.000,4170,1,TH,1,100,24.075
1671000959.616837,68167.000,4186,1,TH,1,100,24.075
1671000959.750336,68299.000,4193,1,TH,1,100,24.099
1671000959.883836,68431.000,4201,1,TH,1,100,24.099
1671000960.017335,68563.000,4209,1,TH,1,100,24.075
1671000960.150834,68695.000,4222,1,TH,1,100,24.075
1671000960.282311,68825.000,4231,1,TH,1,100,24.070
1671000960.415810,68957.000,4238,1,TH,1,100,24.063
1671000960.549309,69089.000,4252,1,TH,1,100,24.073
1671000960.682808,69221.000,4262,1,TH,1,100,24.073
1671000960.816308,69353.000,4269,1,TH,1,100,24.047
1671000960.949807,69485.000,4283,1,TH,1,100,24.054
1671000961.081283,69615.000,4291,1,TH,1,100,24.115
1671000961.214783,69747.000,4298,1,TH,1,100,24.115
1671000961.348282,69879.000,4307,1,TH,1,100,24.086
1671000961.481781,70011.000,4320,1,TH,1,100,24.086
1671000961.615280,70143.000,4328,1,TH,1,100,24.117
1671000961.747768,70274.000,4338,1,TH,1,100,24.110
1671000961.881268,70406.000,4357,1,TH,1,100,24.152
1671000962.015778,70539.000,4364,1,TH,1,100,24.152
1671000962.149277,70671.000,4372,1,TH,1,100,24.186
1671000962.281765,70802.000,4380,1,TH,1,100,24.186
1671000962.414253,70933.000,4393,1,TH,1,100,24.108
1671000962.545730,71063.000,4401,1,TH,1,100,24.108
1671000962.679229,71195.000,4411,1,TH,1,100,24.095
1671000962.812728,71327.000,4424,1,TH,1,100,24.095
1671000962.946228,71459.000,4433,1,TH,1,100,24.176
1671000963.079727,71591.000,4440,1,TH,1,100,24.176
1671000963.211203,71721.000,4454,1,TH,1,100,24.171
1671000963.344702,71853.000,4462,1,TH,1,100,24.171
1671000963.478202,71985.000,4469,1,TH,1,100,24.118
1671000963.611701,72117.000,4478,1,TH,1,100,24.118
1671000963.743178,72247.000,4493,1,TH,1,100,24.204
1671000963.876677,72379.000,4500,1,TH,1,100,24.205
1671000964.010176,72511.000,4509,1,TH,1,100,24.171
1671000964.143675,72643.000,4522,1,TH,1,100,24.171
1671000964.277174,72775.000,4530,1,TH,1,100,24.150
1671000964.410674,72907.000,4538,1,TH,1,100,24.150
1671000964.544173,73039.000,4552,1,TH,1,100,24.129
1671000964.675650,73169.000,4561,1,TH,1,100,24.129
1671000964.809149,73301.000,4569,1,TH,1,100,24.129
1671000964.942648,73433.000,4577,1,TH,1,100,24.129
1671000965.076147,73565.000,4590,1,TH,1,100,24.215
1671000965.207624,73695.000,4598,1,TH,1,100,24.216
1671000965.341123,73827.000,4606,1,TH,1,100,24.055
1671000965.474622,73959.000,4619,1,TH,1,100,24.055
1671000965.608122,74091.000,4628,1,TH,1,100,24.095
1671000965.741621,74223.000,4637,1,TH,1,100,24.095
1671000965.875120,74355.000,4651,1,TH,1,100,24.152
1671000966.007608,74486.000,4659,1,TH,1,100,24.152
1671000966.140096,74617.000,4666,1,TH,1,100,24.071
1671000966.273595,74749.000,4680,1,TH,1,100,24.071
1671000966.407094,74881.000,4688,1,TH,1,100,24.220
1671000966.540594,75013.000,4695,1,TH,1,100,24.221
1671000966.673082,75144.000,4706,1,TH,1,100,24.058
1671000966.806581,75276.000,4719,1,TH,1,100,24.058
1671000966.940080,75408.000,4733,2,TH,1,100,24.257
1671000967.073579,75540.000,4733,2,TH,1,100,24.258
1671000967.207078,75672.000,4747,1,TH,1,100,24.174
1671000967.338555,75802.000,4754,1,TH,1,100,24.174
1671000967.472054,75934.000,4762,1,TH,1,100,24.239
1671000967.604542,76065.000,4778,1,TH,1,100,24.232
1671000967.738041,76197.000,4785,1,TH,1,100,24.140
1671000967.871541,76329.000,4793,1,TH,1,100,24.140
1671000968.005040,76461.000,4807,1,TH,1,100,24.148
1671000968.136517,76591.000,4814,1,TH,1,100,24.148
1671000968.270016,76723.000,4823,1,TH,1,100,24.145
1671000968.403515,76855.000,4830,1,TH,1,100,24.145
1671000968.537014,76987.000,4844,1,TH,1,100,24.190
1671000968.670513,77119.000,4854,1,TH,1,100,24.190
1671000968.801990,77249.000,4861,1,TH,1,100,24.103
1671000968.935489,77381.000,4875,1,TH,1,100,24.103
1671000969.068989,77513.000,4883,1,TH,1,100,24.197
1671000969.202488,77645.000,4890,1,TH,1,100,24.198
1671000969.335987,77777.000,4904,1,TH,1,100,24.219
1671000969.469486,77909.000,4912,1,TH,1,100,24.219
1671000969.600963,78039.000,4920,1,TH,1,100,24.177
1671000969.734462,78171.000,4930,1,TH,1,100,24.177
1671000969.867961,78303.000,4944,1,TH,1,100,24.179
1671000970.001461,78435.000,4951,1,TH,1,100,24.179
1671000970.134960,78567.000,4959,1,TH,1,100,24.161
1671000970.266436,78697.000,4976,1,TH,1,100,24.161
1671000970.399935,78829.000,4983,1,TH,1,100,24.206
1671000970.533435,78961.000,4991,1,TH,1,100,24.206
1671000970.666934,79093.000,5007,1,TH,1,100,24.180
1671000970.799422,79224.000,5014,1,TH,1,100,24.179
1671000970.931910,79355.000,5023,1,TH,1,100,24.213
1671000971.063386,79485.000,5030,1,TH,1,100,24.213
1671000971.196886,79617.000,5044,1,TH,1,100,24.166
1671000971.330385,79749.000,5052,1,TH,1,100,24.166
1671000971.463884,79881.000,5059,1,TH,1,100,24.195
1671000971.597383,80013.000,5075,1,TH,1,100,24.188
1671000971.729871,80144.000,5083,1,TH,1,100,24.169
1671000971.863370,80276.000,5090,1,TH,1,100,24.169
1671000971.996870,80408.000,5104,1,TH,1,100,24.135
1671000972.130369,80540.000,5117,1,TH,1,100,24.135
1671000972.262857,80671.000,5125,1,TH,1,100,24.180
1671000972.395345,80802.000,5133,1,TH,1,100,24.180
1671000972.528844,80934.000,5147,1,TH,1,100,24.246
1671000972.662343,81066.000,5156,1,TH,1,100,24.246
1671000972.795843,81198.000,5164,1,TH,1,100,24.185
1671000972.929342,81330.000,5178,1,TH,1,100,24.185
1671000973.062841,81462.000,5185,1,TH,1,100,24.219
1671000973.194318,81592.000,5193,1,TH,1,100,24.219
1671000973.327817,81724.000,5201,1,TH,1,100,24.269
1671000973.461316,81856.000,5214,1,TH,1,100,24.269
