LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EL
1671000931.125872,39996.000,2048,1,EL,1,100,26467.000000
1671000931.192622,40062.000,2056,2,EL,1,100,26467.000000
1671000931.259372,40128.000,2056,2,EL,1,100,26467.000000
1671000931.326121,40194.000,2064,1,EL,1,100,26467.000000
1671000931.392871,40260.000,2070,2,EL,1,100,26467.000000
1671000931.459620,40326.000,2070,2,EL,1,100,26467.000000
1671000931.526370,40392.000,2077,1,EL,1,100,26467.000000
1671000931.593625,40458.500,2086,2,EL,1,100,26467.000000
1671000931.660881,40525.000,2086,2,EL,1,100,26467.000000
1671000931.726619,40590.000,2095,1,EL,1,100,26467.000000
1671000931.793369,40656.000,2101,2,EL,1,100,26467.000000
1671000931.860118,40722.000,2101,2,EL,1,100,26467.000000
1671000931.925857,40787.000,2108,1,EL,1,100,26467.000000
1671000931.992100,40852.500,2117,2,EL,1,100,26467.000000
1671000932.058344,40918.000,2117,2,EL,1,100,26467.199219
1671000932.124083,40983.000,2124,1,EL,1,100,26467.199219
1671000932.191338,41049.500,2131,2,EL,1,100,26467.400391
1671000932.258593,41116.000,2131,2,EL,1,100,26467.000000
1671000932.325343,41182.000,2138,1,EL,1,100,26467.000000
1671000932.392092,41248.000,2146,2,EL,1,100,26467.000000
1671000932.458842,41314.000,2146,2,EL,1,100,26467.000000
1671000932.524580,41379.000,2153,2,EL,1,100,26467.199219
1671000932.590319,41444.000,2153,2,EL,1,100,26467.199219
1671000932.657068,41510.000,2162,1,EL,1,100,26467.000000
1671000932.723818,41576.000,2169,2,EL,1,100,26467.199219
1671000932.790568,41642.000,2169,2,EL,1,100,26467.199219
1671000932.858329,41709.000,2177,1,EL,1,100,26467.199219
1671000932.925078,41775.000,2185,2,EL,1,100,26467.000000
1671000932.991828,41841.000,2185,2,EL,1,100,26467.000000
1671000933.057566,41906.000,2193,1,EL,1,100,26467.000000
1671000933.123810,41971.500,2198,2,EL,1,100,26467.000000
1671000933.190054,42037.000,2198,2,EL,1,100,26467.000000
1671000933.257815,42104.000,2206,1,EL,1,100,26467.000000
1671000933.324059,42169.500,2214,2,EL,1,100,26467.000000
1671000933.390303,42235.000,2214,2,EL,1,100,26467.000000
1671000933.457052,42301.000,2222,1,EL,1,100,26467.000000
1671000933.523802,42367.000,2227,2,EL,1,100,26467.000000
1671000933.590552,42433.000,2227,2,EL,1,100,26467.000000
1671000933.657301,42499.000,2236,1,EL,1,100,26467.000000
1671000933.724051,42565.000,2245,2,EL,1,100,26467.000000
1671000933.790801,42631.000,2245,2,EL,1,100,26467.000000
1671000933.857550,42697.000,2253,1,EL,1,100,26467.000000
1671000933.923794,42762.500,2261,2,EL,1,100,26467.199219
1671000933.990038,42828.000,2261,2,EL,1,100,26467.000000
1671000934.056282,42893.500,2267,2,EL,1,100,26467.000000
1671000934.122526,42959.000,2267,2,EL,1,100,26467.000000
1671000934.190287,43026.000,2274,1,EL,1,100,26467.000000
1671000934.256531,43091.500,2283,2,EL,1,100,26467.000000
1671000934.322775,43157.000,2283,2,EL,1,100,26467.000000
1671000934.388513,43222.000,2290,1,EL,1,100,26467.000000
1671000934.455768,43288.500,2296,2,EL,1,100,26467.000000
1671000934.523024,43355.000,2296,2,EL,1,100,26467.000000
1671000934.589773,43421.000,2303,1,EL,1,100,26467.199219
1671000934.655512,43486.000,2314,2,EL,1,100,26467.199219
1671000934.721250,43551.000,2314,2,EL,1,100,26467.000000
1671000934.787999,43617.000,2321,1,EL,1,100,26467.800781
1671000934.853738,43682.000,2327,2,EL,1,100,26467.199219
1671000934.919476,43747.000,2327,2,EL,1,100,26467.599609
1671000934.987237,43814.000,2335,1,EL,1,100,26467.800781
1671000935.053987,43880.000,2343,2,EL,1,100,26468.000000
1671000935.120736,43946.000,2343,2,EL,1,100,26468.000000
1671000935.186475,44011.000,2350,1,EL,1,100,26468.000000
1671000935.253224,44077.000,2358,2,EL,1,100,26468.000000
1671000935.319974,44143.000,2358,2,EL,1,100,26467.800781
1671000935.386218,44208.500,2364,2,EL,1,100,26468.000000
1671000935.452462,44274.000,2364,2,EL,1,100,26468.000000
1671000935.519211,44340.000,2372,1,EL,1,100,26468.000000
1671000935.585961,44406.000,2380,2,EL,1,100,26468.000000
1671000935.652710,44472.000,2380,2,EL,1,100,26468.000000
1671000935.719460,44538.000,2390,1,EL,1,100,26468.000000
1671000935.786210,44604.000,2395,2,EL,1,100,26468.000000
1671000935.852959,44670.000,2395,2,EL,1,100,26468.000000
1671000935.919709,44736.000,2409,2,EL,1,100,26468.000000
1671000935.986459,44802.000,2409,2,EL,1,100,26468.000000
1671000936.053208,44868.000,2416,1,EL,1,100,26468.000000
1671000936.119452,44933.500,2424,2,EL,1,100,26468.000000
1671000936.185696,44999.000,2424,2,EL,1,100,26468.199219
1671000936.251435,45064.000,2431,1,EL,1,100,26468.199219
1671000936.318184,45130.000,2438,2,EL,1,100,26468.199219
1671000936.384934,45196.000,2438,2,EL,1,100,26468.000000
1671000936.452695,45263.000,2445,1,EL,1,100,26468.000000
1671000936.518939,45328.500,2453,2,EL,1,100,26468.000000
1671000936.585183,45394.000,2453,2,EL,1,100,26468.199219
1671000936.651932,45460.000,2461,1,EL,1,100,26468.000000
1671000936.718682,45526.000,2469,2,EL,1,100,26468.199219
1671000936.785431,45592.000,2469,2,EL,1,100,26468.199219
1671000936.852181,45658.000,2476,1,EL,1,100,26468.400391
1671000936.917919,45723.000,2485,2,EL,1,100,26468.000000
1671000936.983658,45788.000,2485,2,EL,1,100,26468.000000
1671000937.050407,45854.000,2492,1,EL,1,100,26468.199219
1671000937.117157,45920.000,2499,2,EL,1,100,26468.000000
1671000937.183907,45986.000,2499,2,EL,1,100,26468.199219
1671000937.251667,46053.000,2508,1,EL,1,100,26468.199219
1671000937.318417,46119.000,2517,2,EL,1,100,26468.199219
1671000937.385167,46185.000,2517,2,EL,1,100,26468.000000
1671000937.451411,46250.500,2524,2,EL,1,100,26468.000000
1671000937.517655,46316.000,2524,2,EL,1,100,26468.000000
1671000937.581370,46379.000,2532,1,EL,1,100,26468.000000
1671000937.648120,46445.000,2540,2,EL,1,100,26468.000000
1671000937.714869,46511.000,2540,2,EL,1,100,26468.000000
1671000937.782630,46578.000,2548,1,EL,1,100,26468.000000
1671000937.849380,46644.000,2555,2,EL,1,100,26468.000000
1671000937.916130,46710.000,2555,2,EL,1,100,26468.000000
1671000937.982879,46776.000,2564,1,EL,1,100,26468.000000
1671000938.049629,46842.000,2569,2,EL,1,100,26468.000000
1671000938.116379,46908.000,2569,2,EL,1,100,26468.000000
1671000938.182117,46973.000,2577,1,EL,1,100,26468.000000
1671000938.248866,47039.000,2585,2,EL,1,100,26468.000000
1671000938.315616,47105.000,2585,2,EL,1,100,26468.000000
1671000938.380343,47169.000,2593,1,EL,1,100,26468.000000
1671000938.447093,47235.000,2598,2,EL,1,100,26468.000000
1671000938.513842,47301.000,2598,2,EL,1,100,26468.000000
1671000938.581603,47368.000,2606,1,EL,1,100,26468.000000
1671000938.647847,47433.500,2616,2,EL,1,100,26468.000000
1671000938.714091,47499.000,2616,2,EL,1,100,26468.000000
1671000938.780841,47565.000,2624,2,EL,1,100,26468.000000
1671000938.847590,47631.000,2624,2,EL,1,100,26468.000000
1671000938.914340,47697.000,2631,1,EL,1,100,26468.199219
1671000938.980078,47762.000,2638,2,EL,1,100,26468.000000
1671000939.045816,47827.000,2638,2,EL,1,100,26468.000000
1671000939.112566,47893.000,2645,1,EL,1,100,26468.000000
1671000939.179316,47959.000,2653,2,EL,1,100,26468.000000
1671000939.246065,48025.000,2653,2,EL,1,100,26468.000000
1671000939.312815,48091.000,2661,1,EL,1,100,26468.000000
1671000939.379565,48157.000,2667,2,EL,1,100,26468.000000
1671000939.446314,48223.000,2667,2,EL,1,100,26468.000000
1671000939.514075,48290.000,2674,1,EL,1,100,26468.000000
