LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PG
1671000909.964219,19072.000,461,3,PG,1,100,19772
1671000909.964219,19072.000,461,3,PG,1,100,19759
1671000909.964219,19072.000,461,3,PG,1,100,19776
1671000909.994896,19102.333,467,3,PG,1,100,19769
1671000910.025574,19132.667,467,3,PG,1,100,19767
1671000910.056252,19163.000,467,3,PG,1,100,19774
1671000910.096201,19202.500,477,2,PG,1,100,19772
1671000910.136149,19242.000,477,2,PG,1,100,19763
1671000910.176267,19281.667,484,3,PG,1,100,19767
1671000910.216384,19321.333,484,3,PG,1,100,19782
1671000910.256501,19361.000,484,3,PG,1,100,19775
1671000910.296955,19401.000,493,2,PG,1,100,19773
1671000910.337410,19441.000,493,2,PG,1,100,19770
1671000910.377190,19480.333,500,3,PG,1,100,19778
1671000910.416970,19519.667,500,3,PG,1,100,19779
1671000910.456750,19559.000,500,3,PG,1,100,19771
1671000910.496193,19598.000,506,3,PG,1,100,19770
1671000910.535636,19637.000,506,3,PG,1,100,19784
1671000910.575079,19676.000,506,3,PG,1,100,19770
1671000910.615027,19715.500,513,2,PG,1,100,19772
1671000910.654976,19755.000,513,2,PG,1,100,19768
1671000910.702004,19801.500,524,2,PG,1,100,19777
1671000910.749032,19848.000,524,2,PG,1,100,19771
1671000910.789150,19887.667,531,3,PG,1,100,19774
1671000910.829267,19927.333,531,3,PG,1,100,19774
1671000910.869384,19967.000,531,3,PG,1,100,19768
1671000910.909164,20006.333,537,3,PG,1,100,19771
1671000910.948944,20045.667,537,3,PG,1,100,19780
1671000910.988724,20085.000,537,3,PG,1,100,19769
1671000911.028673,20124.500,545,2,PG,1,100,19775
1671000911.068622,20164.000,545,2,PG,1,100,19775
1671000911.108739,20203.667,553,3,PG,1,100,19776
1671000911.148856,20243.333,553,3,PG,1,100,19775
1671000911.188973,20283.000,553,3,PG,1,100,19769
1671000911.229427,20323.000,560,2,PG,1,100,19776
1671000911.269882,20363.000,560,2,PG,1,100,19774
1671000911.308988,20401.667,569,3,PG,1,100,19766
1671000911.348094,20440.333,569,3,PG,1,100,19779
1671000911.387199,20479.000,569,3,PG,1,100,19771
1671000911.427148,20518.500,574,2,PG,1,100,19775
1671000911.467097,20558.000,574,2,PG,1,100,19775
1671000911.507214,20597.667,582,3,PG,1,100,19767
1671000911.547331,20637.333,582,3,PG,1,100,19771
1671000911.587448,20677.000,582,3,PG,1,100,19772
1671000911.627903,20717.000,590,2,PG,1,100,19767
1671000911.668357,20757.000,590,2,PG,1,100,19772
1671000911.708474,20796.667,600,3,PG,1,100,19767
1671000911.748591,20836.333,600,3,PG,1,100,19768
1671000911.788708,20876.000,600,3,PG,1,100,19770
1671000911.828489,20915.333,605,3,PG,1,100,19769
1671000911.868268,20954.667,605,3,PG,1,100,19770
1671000911.908049,20994.000,605,3,PG,1,100,19773
1671000911.946480,21032.000,613,2,PG,1,100,19772
1671000911.984912,21070.000,613,2,PG,1,100,19771
1671000912.025029,21109.667,621,3,PG,1,100,19770
1671000912.065146,21149.333,621,3,PG,1,100,19768
1671000912.105263,21189.000,621,3,PG,1,100,19771
1671000912.145718,21229.000,629,2,PG,1,100,19769
1671000912.186172,21269.000,629,2,PG,1,100,19765
1671000912.226289,21308.667,634,3,PG,1,100,19769
1671000912.266407,21348.333,634,3,PG,1,100,19785
1671000912.306524,21388.000,634,3,PG,1,100,19772
1671000912.346472,21427.500,643,2,PG,1,100,19769
1671000912.386421,21467.000,643,2,PG,1,100,19772
1671000912.430921,21511.000,650,3,PG,1,100,19769
1671000912.475420,21555.000,650,3,PG,1,100,19770
1671000912.519920,21599.000,650,3,PG,1,100,19774
1671000912.560374,21639.000,658,2,PG,1,100,19768
1671000912.600829,21679.000,658,2,PG,1,100,19775
1671000912.640946,21718.667,665,3,PG,1,100,19767
1671000912.681063,21758.333,665,3,PG,1,100,19776
1671000912.721180,21798.000,665,3,PG,1,100,19768
1671000912.760118,21836.500,674,2,PG,1,100,19773
1671000912.799055,21875.000,674,2,PG,1,100,19773
1671000912.838835,21914.333,681,3,PG,1,100,19775
1671000912.878615,21953.667,681,3,PG,1,100,19767
1671000912.918395,21993.000,681,3,PG,1,100,19766
1671000912.958849,22033.000,690,2,PG,1,100,19765
1671000912.999304,22073.000,690,2,PG,1,100,19778
1671000913.039421,22112.667,697,3,PG,1,100,19764
1671000913.079538,22152.333,697,3,PG,1,100,19775
1671000913.119655,22192.000,697,3,PG,1,100,19772
1671000913.159098,22231.000,703,2,PG,1,100,19770
1671000913.198541,22270.000,703,2,PG,1,100,19770
1671000913.238659,22309.667,710,3,PG,1,100,19767
1671000913.278776,22349.333,710,3,PG,1,100,19770
1671000913.318893,22389.000,710,3,PG,1,100,19774
1671000913.358336,22428.000,719,3,PG,1,100,19772
1671000913.397779,22467.000,719,3,PG,1,100,19777
1671000913.437222,22506.000,719,3,PG,1,100,19766
1671000913.477676,22546.000,726,2,PG,1,100,19766
1671000913.518131,22586.000,726,2,PG,1,100,19766
1671000913.558248,22625.667,732,3,PG,1,100,19764
1671000913.598365,22665.333,732,3,PG,1,100,19770
1671000913.638482,22705.000,732,3,PG,1,100,19767
1671000913.678431,22744.500,740,2,PG,1,100,19768
1671000913.718379,22784.000,740,2,PG,1,100,19771
1671000913.758497,22823.667,750,3,PG,1,100,19763
1671000913.798614,22863.333,750,3,PG,1,100,19772
1671000913.838731,22903.000,750,3,PG,1,100,19771
1671000913.879185,22943.000,757,2,PG,1,100,19769
1671000913.919640,22983.000,757,2,PG,1,100,19772
1671000913.959083,23022.000,765,3,PG,1,100,19771
1671000913.998526,23061.000,765,3,PG,1,100,19774
1671000914.037968,23100.000,765,3,PG,1,100,19772
1671000914.077411,23139.000,771,2,PG,1,100,19771
1671000914.116854,23178.000,771,2,PG,1,100,19771
1671000914.160680,23221.333,779,3,PG,1,100,19768
1671000914.204505,23264.667,779,3,PG,1,100,19766
1671000914.248331,23308.000,779,3,PG,1,100,19771
1671000914.288280,23347.500,787,2,PG,1,100,19765
1671000914.328228,23387.000,787,2,PG,1,100,19767
1671000914.368345,23426.667,795,3,PG,1,100,19768
1671000914.408463,23466.333,795,3,PG,1,100,19783
1671000914.448580,23506.000,795,3,PG,1,100,19770
1671000914.488528,23545.500,800,2,PG,1,100,19771
1671000914.528477,23585.000,800,2,PG,1,100,19769
