19065,457,1,RB,1,100,2022-12-14_08-55-09-834278
20994,603,3,PI,1,100,129792,129790,129795
20994,604,3,PR,1,100,118900,118900,118898
20994,605,3,PG,1,100,19769,19770,19773
20981,606,2,EA,1,100,0.030319,0.030318
20981,607,2,EL,1,100,26466.000000,26466.199219
20909,608,1,T1,1,100,28.987
20922,609,1,TH,1,100,22.911
21080,610,4,EM,1,100,RS,RB,2022-12-14_08-55-09-834278.csv,PS,MN
21070,611,2,PI,1,100,129791,129787
21070,612,2,PR,1,100,118909,118900
21070,613,2,PG,1,100,19772,19771
21046,614,1,EA,1,100,0.030319
21046,615,1,EL,1,100,26466.000000
21039,616,1,T1,1,100,28.923
21052,617,1,TH,1,100,22.910
21177,618,1,SF,1,100,0.0000
21189,619,3,PI,1,100,129789,129790,129785
21189,620,3,PR,1,100,118895,118902,118907
21189,621,3,PG,1,100,19770,19768,19771
21177,622,2,EA,1,100,0.030318,0.030319
21177,623,2,EL,1,100,26466.199219,26466.000000
21170,624,1,T1,1,100,28.967
21184,625,1,TH,1,100,22.956
21281,626,4,EM,1,100,RS,RB,2022-12-14_08-55-09-834278.csv,PS,MN
21269,627,2,PI,1,100,129782,129783
21269,628,2,PR,1,100,118891,118896
21269,629,2,PG,1,100,19769,19765
21242,630,1,EA,1,100,0.030319
21242,631,1,EL,1,100,26466.000000
21388,632,3,PI,1,100,129798,129793,129787
21388,633,3,PR,1,100,118904,118907,118903
21388,634,3,PG,1,100,19769,19785,19772
21375,635,2,EA,1,100,0.030319,0.030319
21375,636,2,EL,1,100,26466.000000,26466.000000
21302,637,1,T1,1,100,28.986
21316,638,1,TH,1,100,22.956
21482,639,4,EM,1,100,RS,RB,2022-12-14_08-55-09-834278.csv,PS,MN
21441,640,1,SF,1,100,0.0000
21467,641,2,PI,1,100,129800,129778
21467,642,2,PR,1,100,118905,118888
21467,643,2,PG,1,100,19769,19772
21441,644,1,EA,1,100,0.030319
21441,645,1,EL,1,100,26466.000000
21434,646,1,T1,1,100,28.994
21448,647,1,TH,1,100,22.921
21599,648,3,PI,1,100,129783,129794,129789
21599,649,3,PR,1,100,118900,118904,118897
21599,650,3,PG,1,100,19769,19770,19774
21573,651,2,EA,1,100,0.030318,0.030318
21573,652,2,EL,1,100,26466.400391,26466.199219
21567,653,1,T1,1,100,28.997
21580,654,1,TH,1,100,22.921
21683,655,4,EM,1,100,RS,RB,2022-12-14_08-55-09-834278.csv,PS,MN
21679,656,2,PI,1,100,129779,129802
21679,657,2,PR,1,100,118900,118907
21679,658,2,PG,1,100,19768,19775
21639,659,1,EA,1,100,0.030318
21639,660,1,EL,1,100,26466.199219
21699,661,1,T1,1,100,29.034
21771,662,1,SF,1,100,0.0000
21798,663,3,PI,1,100,129783,129795,129787
21798,664,3,PR,1,100,118893,118894,118900
21798,665,3,PG,1,100,19767,19776,19768
21771,666,2,EA,1,100,0.030318,0.030319
21771,667,2,EL,1,100,26466.599609,26466.000000
21712,668,1,TH,1,100,23.078
21738,669,1,BV,1,100,3.61
21738,670,1,B%,1,100, 8
21891,671,4,EM,1,100,RS,RB,2022-12-14_08-55-09-834278.csv,PS,MN
21875,672,2,PI,1,100,129780,129787
21875,673,2,PR,1,100,118900,118901
21875,674,2,PG,1,100,19773,19773
21901,675,2,EA,1,100,0.030318,0.030318
21901,676,2,EL,1,100,26466.199219,26466.800781
21831,677,1,T1,1,100,29.015
21843,678,1,TH,1,100,23.078
21993,679,3,PI,1,100,129789,129786,129781
21993,680,3,PR,1,100,118892,118900,118897
21993,681,3,PG,1,100,19775,19767,19766
21968,682,1,EA,1,100,0.030318
21968,683,1,EL,1,100,26466.800781
21961,684,1,T1,1,100,29.148
21974,685,1,TH,1,100,23.105
22092,686,4,EM,1,100,RS,RB,2022-12-14_08-55-09-834278.csv,PS,MN
22100,687,1,SF,1,100,0.0000
22073,688,2,PI,1,100,129789,129784
22073,689,2,PR,1,100,118897,118890
22073,690,2,PG,1,100,19765,19778
22100,691,2,EA,1,100,0.030318,0.030318
22100,692,2,EL,1,100,26467.000000,26466.400391
22093,693,1,T1,1,100,29.135
22106,694,1,TH,1,100,23.098
22192,695,3,PI,1,100,129782,129777,129779
22192,696,3,PR,1,100,118898,118891,118888
22192,697,3,PG,1,100,19764,19775,19772
22165,698,1,EA,1,100,0.030318
22165,699,1,EL,1,100,26466.800781
22293,700,4,EM,1,100,RS,RB,2022-12-14_08-55-09-834278.csv,PS,MN
22270,701,2,PI,1,100,129787,129784
22270,702,2,PR,1,100,118894,118900
22270,703,2,PG,1,100,19770,19770
22296,704,2,EA,1,100,0.030318,0.030318
22296,705,2,EL,1,100,26466.599609,26466.800781
22225,706,1,T1,1,100,29.094
22238,707,1,TH,1,100,23.108
22389,708,3,PI,1,100,129766,129785,129781
22389,709,3,PR,1,100,118880,118893,118890
22389,710,3,PG,1,100,19767,19770,19774
22363,711,1,EA,1,100,0.030318
22363,712,1,EL,1,100,26466.400391
22356,713,1,T1,1,100,29.147
22370,714,1,TH,1,100,23.108
22494,715,4,EM,1,100,RS,RB,2022-12-14_08-55-09-834278.csv,PS,MN
22494,716,1,SF,1,100,0.0000
22506,717,3,PI,1,100,129771,129774,129789
22506,718,3,PR,1,100,118897,118892,118891
22506,719,3,PG,1,100,19772,19777,19766
22494,720,2,EA,1,100,0.030318,0.030318
22494,721,2,EL,1,100,26466.599609,26466.800781
22487,722,1,T1,1,100,28.993
22501,723,1,TH,1,100,23.082
22586,724,2,PI,1,100,129781,129777
22586,725,2,PR,1,100,118882,118901
22586,726,2,PG,1,100,19766,19766
22560,727,1,EA,1,100,0.030318
22560,728,1,EL,1,100,26466.800781
22695,729,4,EM,1,100,RS,RB,2022-12-14_08-55-09-834278.csv,PS,MN
22705,730,3,PI,1,100,129777,129773,129775
22705,731,3,PR,1,100,118892,118885,118885
22705,732,3,PG,1,100,19764,19770,19767
22692,733,2,EA,1,100,0.030318,0.030318
22692,734,2,EL,1,100,26466.599609,26466.800781
22620,735,1,T1,1,100,29.032
22633,736,1,TH,1,100,23.082
22758,737,1,SF,1,100,0.0000
22784,738,2,PI,1,100,129781,129773
22784,739,2,PR,1,100,118894,118890
22784,740,2,PG,1,100,19768,19771
22758,741,1,EA,1,100,0.030318
22758,742,1,EL,1,100,26466.599609
22752,743,1,T1,1,100,29.014
22765,744,1,TH,1,100,23.015
22725,745,1,BV,1,100,3.61
22725,746,1,B%,1,100, 8
22896,747,4,EM,1,100,RS,RB,2022-12-14_08-55-09-834278.csv,PS,MN
22903,748,3,PI,1,100,129785,129788,129785
22903,749,3,PR,1,100,118889,118890,118903
22903,750,3,PG,1,100,19763,19772,19771
22890,751,2,EA,1,100,0.030318,0.030318
22890,752,2,EL,1,100,26467.000000,26466.800781
22884,753,1,T1,1,100,29.006
22897,754,1,TH,1,100,23.015
22983,755,2,PI,1,100,129777,129773
22983,756,2,PR,1,100,118891,118888
22983,757,2,PG,1,100,19769,19772
22956,758,1,EA,1,100,0.030318
22956,759,1,EL,1,100,26466.800781
23016,760,1,T1,1,100,29.038
23097,761,4,EM,1,100,RS,RB,2022-12-14_08-55-09-834278.csv,PS,MN
23087,762,1,SF,1,100,0.0000
23100,763,3,PI,1,100,129781,129781,129779
23100,764,3,PR,1,100,118888,118901,118889
23100,765,3,PG,1,100,19771,19774,19772
23087,766,2,EA,1,100,0.030318,0.030318
23087,767,2,EL,1,100,26466.599609,26467.000000
23029,768,1,TH,1,100,22.954
23178,769,2,PI,1,100,129789,129790
23178,770,2,PR,1,100,118901,118898
23178,771,2,PG,1,100,19771,19771
23218,772,2,EA,1,100,0.030318,0.030318
23218,773,2,EL,1,100,26467.000000,26466.199219
23146,774,1,T1,1,100,29.052
23159,775,1,TH,1,100,22.954
23298,776,4,EM,1,100,RS,RB,2022-12-14_08-55-09-834278.csv,PS,MN
23308,777,3,PI,1,100,129775,129785,129794
23308,778,3,PR,1,100,118903,118892,118908
23308,779,3,PG,1,100,19768,19766,19771
23284,780,1,EA,1,100,0.030319
23284,781,1,EL,1,100,26466.000000
23277,782,1,T1,1,100,28.987
23290,783,1,TH,1,100,23.031
23414,784,1,SF,1,100,0.0000
23387,785,2,PI,1,100,129772,129766
23387,786,2,PR,1,100,118881,118879
23387,787,2,PG,1,100,19765,19767
23414,788,2,EA,1,100,0.030318,0.030319
23414,789,2,EL,1,100,26466.400391,26466.000000
23407,790,1,T1,1,100,28.959
23421,791,1,TH,1,100,23.024
23499,792,4,EM,1,100,RS,RB,2022-12-14_08-55-09-834278.csv,PS,MN
23506,793,3,PI,1,100,129791,129795,129774
23506,794,3,PR,1,100,118902,118905,118896
23506,795,3,PG,1,100,19768,19783,19770
23479,796,1,EA,1,100,0.030318
23479,797,1,EL,1,100,26466.199219
23585,798,2,PI,1,100,129786,129774
23585,799,2,PR,1,100,118887,118891
23585,800,2,PG,1,100,19771,19769
23612,801,2,EA,1,100,0.030319,0.030319
23612,802,2,EL,1,100,26466.000000,26466.000000
23539,803,1,T1,1,100,28.982
23553,804,1,TH,1,100,23.093
23700,805,4,EM,1,100,RS,RB,2022-12-14_08-55-09-834278.csv,PS,MN
23704,806,3,PI,1,100,129793,129785,129788
23704,807,3,PR,1,100,118894,118905,118907
23704,808,3,PG,1,100,19770,19779,19771
23678,809,1,EA,1,100,0.030319
23678,810,1,EL,1,100,26466.000000
23671,811,1,T1,1,100,29.063
23685,812,1,TH,1,100,23.093
23710,813,1,BV,1,100,3.60
23710,814,1,B%,1,100, 7
23810,815,1,SF,1,100,0.0000
23823,816,3,PI,1,100,129779,129777,129776
23823,817,3,PR,1,100,118891,118896,118899
23823,818,3,PG,1,100,19766,19784,19767
23810,819,2,EA,1,100,0.030319,0.030319
23810,820,2,EL,1,100,26466.000000,26466.000000
23804,821,1,T1,1,100,29.027
23817,822,1,TH,1,100,23.098
23901,823,4,EM,1,100,RS,RB,2022-12-14_08-55-09-834278.csv,PS,MN
23902,824,2,PI,1,100,129776,129781
23902,825,2,PR,1,100,118895,118897
23902,826,2,PG,1,100,19775,19770
23876,827,1,EA,1,100,0.030319
23876,828,1,EL,1,100,26466.000000
24019,829,3,PI,1,100,129789,129775,129776
24019,830,3,PR,1,100,118887,118899,118893
24019,831,3,PG,1,100,19775,19772,19768
24006,832,2,EA,1,100,0.030319,0.030319
24006,833,2,EL,1,100,26466.000000,26466.000000
23935,834,1,T1,1,100,29.012
23947,835,1,TH,1,100,23.098
24102,836,4,EM,1,100,RS,RB,2022-12-14_08-55-09-834278.csv,PS,MN
24073,837,1,SF,1,100,0.0000
24098,838,2,PI,1,100,129770,129799
24098,839,2,PR,1,100,118881,118910
24098,840,2,PG,1,100,19769,19779
24073,841,1,EA,1,100,0.030319
24073,842,1,EL,1,100,26466.000000
24066,843,1,T1,1,100,29.076
24079,844,1,TH,1,100,23.048
24226,845,8,LM,1,100,LR,1383151.5941840,LM,1383151.5942069,LC,1383151.6259567,LD,Hello,
24236,846,4,TX,1,100,LC,1383151.5941840,LM,1383151.5942069
24238,847,4,TX,1,100,TL,2022-12-14_08-55-15-174504,LC,1383151.6294479
24217,848,3,PI,1,100,129758,129784,129782
24217,849,3,PR,1,100,118878,118894,118896
24217,850,3,PG,1,100,19766,19771,19768
24205,851,2,EA,1,100,0.030319,0.030319
24205,852,2,EL,1,100,26466.000000,26466.000000
24198,853,1,T1,1,100,29.068
24211,854,1,TH,1,100,23.048
24303,855,4,EM,1,100,RS,RB,2022-12-14_08-55-09-834278.csv,PS,MN
24332,856,1,TL,1,100,2022-12-14_08-55-10-223340
24338,857,2,AK,1,100,471,RD
24338,858,2,RD,1,100,TL,TU
24401,859,1,TL,1,100,2022-12-14_08-55-15-343376
24405,860,2,AK,1,100,858,RD
24402,861,1,SF,1,100,0.0000
24376,862,4,PI,1,100,129791,129779,129779,129777
24376,863,4,PR,1,100,118889,118907,118889,118894
24376,864,4,PG,1,100,19773,19770,19764,19768
24402,865,3,EA,1,100,0.030319,0.030319,0.030319
24402,866,3,EL,1,100,26466.000000,26466.000000,26466.000000
24330,867,1,T1,1,100,29.065
24343,868,1,TH,1,100,23.112
24504,869,4,EM,1,100,RS,RB,2022-12-14_08-55-09-834278.csv,PS,MN
24494,870,3,PI,1,100,129773,129781,129766
24494,871,3,PR,1,100,118876,118901,118881
24494,872,3,PG,1,100,19770,19772,19773
24469,873,1,EA,1,100,0.030319
24469,874,1,EL,1,100,26466.000000
24462,875,1,T1,1,100,29.028
24476,876,1,TH,1,100,23.112
24572,877,2,PI,1,100,129775,129782
24572,878,2,PR,1,100,118883,118889
24572,879,2,PG,1,100,19773,19773
24599,880,2,EA,1,100,0.030319,0.030319
24599,881,2,EL,1,100,26466.000000,26466.000000
24592,882,1,T1,1,100,29.048
24606,883,1,TH,1,100,23.138
24705,884,4,EM,1,100,RS,RB,2022-12-14_08-55-09-834278.csv,PS,MN
24691,885,3,PI,1,100,129780,129765,129779
24691,886,3,PR,1,100,118902,118881,118890
24691,887,3,PG,1,100,19767,19778,19770
24665,888,1,EA,1,100,0.030319
24665,889,1,EL,1,100,26466.000000
24698,890,1,BV,1,100,3.60
24698,891,1,B%,1,100, 7
24797,892,1,SF,1,100,0.0000
24810,893,3,PI,1,100,129786,129770,129771
24810,894,3,PR,1,100,118888,118891,118894
24810,895,3,PG,1,100,19769,19769,19769
24797,896,2,EA,1,100,0.030319,0.030319
24797,897,2,EL,1,100,26466.000000,26466.000000
24724,898,1,T1,1,100,29.021
24738,899,1,TH,1,100,23.138
24906,900,4,EM,1,100,RS,RB,2022-12-14_08-55-09-834278.csv,PS,MN
24889,901,2,PI,1,100,129783,129786
24889,902,2,PR,1,100,118891,118897
24889,903,2,PG,1,100,19772,19773
24863,904,1,EA,1,100,0.030319
24863,905,1,EL,1,100,26466.000000
24857,906,1,T1,1,100,29.044
24870,907,1,TH,1,100,23.009
24982,908,2,PI,1,100,129766,129776
24982,909,2,PR,1,100,118899,118893
24982,910,2,PG,1,100,19769,19770
24995,911,2,EA,1,100,0.030319,0.030319
24995,912,2,EL,1,100,26466.000000,26466.000000
24989,913,1,T1,1,100,29.090
25002,914,1,TH,1,100,23.008
25107,915,4,EM,1,100,RS,RB,2022-12-14_08-55-09-834278.csv,PS,MN
25061,916,1,SF,1,100,0.0000
25101,917,3,PI,1,100,129782,129776,129787
25101,918,3,PR,1,100,118892,118897,118894
25101,919,3,PG,1,100,19777,19774,19772
25061,920,1,EA,1,100,0.030319
25061,921,1,EL,1,100,26466.000000
25180,922,2,PI,1,100,129789,129783
25180,923,2,PR,1,100,118899,118890
25180,924,2,PG,1,100,19774,19775
25193,925,2,EA,1,100,0.030319,0.030319
25193,926,2,EL,1,100,26466.000000,26466.000000
25121,927,1,T1,1,100,29.039
25134,928,1,TH,1,100,23.080
25317,929,4,EM,1,100,RS,RB,2022-12-14_08-55-09-834278.csv,PS,MN
25299,930,3,PI,1,100,129774,129780,129771
25299,931,3,PR,1,100,118890,118897,118884
25299,932,3,PG,1,100,19768,19767,19762
25260,933,1,EA,1,100,0.030319
25260,934,1,EL,1,100,26466.000000
25253,935,1,T1,1,100,29.088
25266,936,1,TH,1,100,23.080
25390,937,1,SF,1,100,0.0000
25415,938,3,PI,1,100,129773,129782,129777
25415,939,3,PR,1,100,118881,118900,118894
25415,940,3,PG,1,100,19768,19769,19771
25390,941,2,EA,1,100,0.030318,0.030319
25390,942,2,EL,1,100,26466.199219,26466.000000
25383,943,1,T1,1,100,29.038
25396,944,1,TH,1,100,23.143
25518,945,4,EM,1,100,RS,RB,2022-12-14_08-55-09-834278.csv,PS,MN
25495,946,2,PI,1,100,129769,129779
25495,947,2,PR,1,100,118884,118888
25495,948,2,PG,1,100,19766,19772
25522,949,2,EA,1,100,0.030318,0.030319
25522,950,2,EL,1,100,26466.199219,26466.000000
25515,951,1,T1,1,100,29.158
25528,952,1,TH,1,100,23.144
25613,953,3,PI,1,100,129782,129769,129771
25613,954,3,PR,1,100,118895,118893,118876
25613,955,3,PG,1,100,19769,19769,19763
25586,956,1,EA,1,100,0.030318
25586,957,1,EL,1,100,26466.199219
25719,958,4,EM,1,100,RS,RB,2022-12-14_08-55-09-834278.csv,PS,MN
25719,959,1,SF,1,100,0.0000
25692,960,2,PI,1,100,129779,129774
25692,961,2,PR,1,100,118884,118893
25692,962,2,PG,1,100,19773,19769
25719,963,2,EA,1,100,0.030319,0.030319
25719,964,2,EL,1,100,26466.000000,26466.000000
25646,965,1,T1,1,100,29.068
25660,966,1,TH,1,100,23.141
25685,967,1,BV,1,100,3.60
25685,968,1,B%,1,100, 8
25811,969,3,PI,1,100,129778,129775,129781
25811,970,3,PR,1,100,118893,118887,118888
25811,971,3,PG,1,100,19768,19775,19774
25785,972,1,EA,1,100,0.030318
25785,973,1,EL,1,100,26466.199219
25778,974,1,T1,1,100,29.065
25792,975,1,TH,1,100,23.134
25921,976,4,EM,1,100,RS,RB,2022-12-14_08-55-09-834278.csv,PS,MN
25891,977,2,PI,1,100,129769,129773
25891,978,2,PR,1,100,118891,118891
25891,979,2,PG,1,100,19772,19773
25917,980,2,EA,1,100,0.030319,0.030319
25917,981,2,EL,1,100,26466.000000,26466.000000
25911,982,1,T1,1,100,28.993
25924,983,1,TH,1,100,23.134
26007,984,3,PI,1,100,129777,129777,129769
26007,985,3,PR,1,100,118888,118882,118893
26007,986,3,PG,1,100,19764,19776,19769
25981,987,1,EA,1,100,0.030319
25981,988,1,EL,1,100,26466.000000
26122,989,4,EM,1,100,RS,RB,2022-12-14_08-55-09-834278.csv,PS,MN
26113,990,1,SF,1,100,0.0000
26126,991,3,PI,1,100,129771,129772,129767
26126,992,3,PR,1,100,118885,118892,118876
26126,993,3,PG,1,100,19773,19766,19764
26113,994,2,EA,1,100,0.030318,0.030318
26113,995,2,EL,1,100,26466.199219,26466.199219
26041,996,1,T1,1,100,28.997
26054,997,1,TH,1,100,23.134
26205,998,2,PI,1,100,129770,129770
26205,999,2,PR,1,100,118900,118891
26205,1000,2,PG,1,100,19773,19772
26179,1001,1,EA,1,100,0.030319
26179,1002,1,EL,1,100,26466.000000
26173,1003,1,T1,1,100,29.034
26186,1004,1,TH,1,100,23.166
26323,1005,4,EM,1,100,RS,RB,2022-12-14_08-55-09-834278.csv,PS,MN
26324,1006,3,PI,1,100,129777,129782,129773
26324,1007,3,PR,1,100,118896,118887,118901
26324,1008,3,PG,1,100,19773,19772,19769
26312,1009,2,EA,1,100,0.030318,0.030318
26312,1010,2,EL,1,100,26466.199219,26466.199219
26305,1011,1,T1,1,100,29.015
26318,1012,1,TH,1,100,23.166
26377,1013,1,SF,1,100,0.0000
26404,1014,2,PI,1,100,129774,129772
26404,1015,2,PR,1,100,118888,118885
26404,1016,2,PG,1,100,19767,19766
26377,1017,1,EA,1,100,0.030319
26377,1018,1,EL,1,100,26466.000000
26524,1019,4,EM,1,100,RS,RB,2022-12-14_08-55-09-834278.csv,PS,MN
26523,1020,3,PI,1,100,129782,129765,129761
26523,1021,3,PR,1,100,118884,118892,118882
26523,1022,3,PG,1,100,19764,19773,19767
26509,1023,2,EA,1,100,0.030319,0.030319
26509,1024,2,EL,1,100,26466.000000,26466.000000
26437,1025,1,T1,1,100,29.042
26450,1026,1,TH,1,100,23.102
26599,1027,2,PI,1,100,129779,129785
26599,1028,2,PR,1,100,118894,118894
26599,1029,2,PG,1,100,19777,19771
26575,1030,1,EA,1,100,0.030319
26575,1031,1,EL,1,100,26466.000000
26568,1032,1,T1,1,100,29.054
26581,1033,1,TH,1,100,23.102
26725,1034,4,EM,1,100,RS,RB,2022-12-14_08-55-09-834278.csv,PS,MN
26705,1035,1,SF,1,100,0.0000
26731,1036,3,PI,1,100,129767,129775,129779
26731,1037,3,PR,1,100,118888,118897,118889
26731,1038,3,PG,1,100,19777,19771,19773
26705,1039,2,EA,1,100,0.030319,0.030319
26705,1040,2,EL,1,100,26466.000000,26466.000000
26698,1041,1,T1,1,100,29.023
26712,1042,1,TH,1,100,23.200
26672,1043,1,BV,1,100,3.61
26672,1044,1,B%,1,100, 8
26809,1045,2,PI,1,100,129767,129779
26809,1046,2,PR,1,100,118892,118887
26809,1047,2,PG,1,100,19773,19766
26835,1048,2,EA,1,100,0.030319,0.030318
26835,1049,2,EL,1,100,26466.000000,26466.400391
26828,1050,1,T1,1,100,29.045
26842,1051,1,TH,1,100,23.200
26926,1052,4,EM,1,100,RS,RB,2022-12-14_08-55-09-834278.csv,PS,MN
26927,1053,3,PI,1,100,129778,129772,129770
26927,1054,3,PR,1,100,118890,118888,118882
26927,1055,3,PG,1,100,19769,19777,19763
26901,1056,1,EA,1,100,0.030319
26901,1057,1,EL,1,100,26466.000000
27033,1058,1,SF,1,100,0.0000
27006,1059,2,PI,1,100,129775,129768
27006,1060,2,PR,1,100,118891,118884
27006,1061,2,PG,1,100,19777,19765
27033,1062,2,EA,1,100,0.030319,0.030319
27033,1063,2,EL,1,100,26466.000000,26466.000000
26960,1064,1,T1,1,100,29.126
26974,1065,1,TH,1,100,23.169
27136,1066,4,EM,1,100,RS,RB,2022-12-14_08-55-09-834278.csv,PS,MN
27125,1067,3,PI,1,100,129772,129762,129772
27125,1068,3,PR,1,100,118879,118886,118890
27125,1069,3,PG,1,100,19773,19769,19769
