LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,RB
637286.166256,637286.166235,1673971782.969846,3497115.000,47755,1,RB,1,100,2023-01-17_18-09-42-832110
