LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,TH
637294.980631,637294.980610,1673971791.783971,3505656.000,49182,1,TH,1,100,23.977
637295.115824,637295.115803,1673971791.919160,3505787.000,49205,1,TH,1,100,24.108
637295.248953,637295.248932,1673971792.052285,3505916.000,49226,1,TH,1,100,24.108
637295.380018,637295.379997,1673971792.183347,3506043.000,49243,1,TH,1,100,24.148
637295.513147,637295.513126,1673971792.316472,3506172.000,49259,1,TH,1,100,24.148
637295.649372,637295.649351,1673971792.452693,3506304.000,49276,1,TH,1,100,24.069
637295.783533,637295.783512,1673971792.586850,3506434.000,49296,1,TH,1,100,24.069
637295.918726,637295.918705,1673971792.722039,3506565.000,49327,1,TH,1,100,24.048
637296.051855,637296.051834,1673971792.855164,3506694.000,49344,1,TH,1,100,24.048
637296.182920,637296.182899,1673971792.986225,3506821.000,49363,1,TH,1,100,23.990
637296.315017,637296.314996,1673971793.118319,3506949.000,49397,1,TH,1,100,23.990
637296.450210,637296.450189,1673971793.253508,3507080.000,49415,1,TH,1,100,23.992
637296.585403,637296.585382,1673971793.388697,3507211.000,49431,1,TH,1,100,23.992
637296.717500,637296.717479,1673971793.520790,3507339.000,49451,1,TH,1,100,23.961
637296.849597,637296.849576,1673971793.652883,3507467.000,49483,1,TH,1,100,23.961
637296.982726,637296.982705,1673971793.786008,3507596.000,49499,1,TH,1,100,24.066
637297.115855,637297.115834,1673971793.919134,3507725.000,49517,1,TH,1,100,24.073
637297.247952,637297.247930,1673971794.051227,3507853.000,49538,1,TH,1,100,24.110
637297.380049,637297.380027,1673971794.183320,3507981.000,49555,1,TH,1,100,24.103
637297.513178,637297.513156,1673971794.316445,3508110.000,49587,1,TH,1,100,24.029
637297.643211,637297.643189,1673971794.446474,3508236.000,49606,1,TH,1,100,24.036
637297.776339,637297.776318,1673971794.579600,3508365.000,49624,1,TH,1,100,23.976
637297.911532,637297.911511,1673971794.714789,3508496.000,49640,1,TH,1,100,23.976
637298.045693,637298.045672,1673971794.848946,3508626.000,49672,1,TH,1,100,24.042
637298.178822,637298.178801,1673971794.982071,3508755.000,49694,1,TH,1,100,24.042
637298.310919,637298.310898,1673971795.114164,3508883.000,49710,1,TH,1,100,23.979
637298.444048,637298.444027,1673971795.247289,3509012.000,49728,1,TH,1,100,23.979
637298.576145,637298.576124,1673971795.379383,3509140.000,49759,1,TH,1,100,23.947
637298.709274,637298.709253,1673971795.512508,3509269.000,49779,1,TH,1,100,23.947
637298.841371,637298.841350,1673971795.644601,3509397.000,49796,1,TH,1,100,24.044
637298.973468,637298.973447,1673971795.776694,3509525.000,49812,1,TH,1,100,24.044
637299.106597,637299.106576,1673971795.909819,3509654.000,49846,1,TH,1,100,23.997
637299.239726,637299.239705,1673971796.042944,3509783.000,49866,1,TH,1,100,23.997
637299.372855,637299.372834,1673971796.176070,3509912.000,49882,1,TH,1,100,24.102
637299.504952,637299.504931,1673971796.308163,3510040.000,49900,1,TH,1,100,24.102
637299.638081,637299.638060,1673971796.441288,3510169.000,49931,1,TH,1,100,24.084
637299.770178,637299.770157,1673971796.573381,3510297.000,49951,1,TH,1,100,24.084
637299.902275,637299.902254,1673971796.705474,3510425.000,49968,1,TH,1,100,24.039
637300.035404,637300.035383,1673971796.838600,3510554.000,50000,1,TH,1,100,24.039
637300.168533,637300.168511,1673971796.971725,3510683.000,50021,1,TH,1,100,24.052
637300.299598,637300.299576,1673971797.102786,3510810.000,50038,1,TH,1,100,24.052
637300.435823,637300.435801,1673971797.239007,3510942.000,50060,1,TH,1,100,24.052
637300.568952,637300.568930,1673971797.372132,3511071.000,50077,1,TH,1,100,24.060
637300.702081,637300.702059,1673971797.505258,3511200.000,50096,1,TH,1,100,24.015
637300.834178,637300.834156,1673971797.637351,3511328.000,50128,1,TH,1,100,24.007
637300.966274,637300.966253,1673971797.769444,3511456.000,50145,1,TH,1,100,23.989
637301.102499,637301.102478,1673971797.905665,3511588.000,50162,1,TH,1,100,23.989
637301.233564,637301.233543,1673971798.036726,3511715.000,50184,1,TH,1,100,24.015
637301.366693,637301.366672,1673971798.169851,3511844.000,50216,1,TH,1,100,24.015
637301.499822,637301.499801,1673971798.302977,3511973.000,50232,1,TH,1,100,24.060
637301.632951,637301.632930,1673971798.436102,3512102.000,50249,1,TH,1,100,24.067
637301.764016,637301.763995,1673971798.567163,3512229.000,50269,1,TH,1,100,23.973
637301.900241,637301.900220,1673971798.703384,3512361.000,50286,1,TH,1,100,23.973
637302.034402,637302.034381,1673971798.837541,3512491.000,50318,1,TH,1,100,24.036
637302.166499,637302.166478,1673971798.969635,3512619.000,50339,1,TH,1,100,24.036
637302.299628,637302.299607,1673971799.102760,3512748.000,50356,1,TH,1,100,24.054
637302.431725,637302.431704,1673971799.234853,3512876.000,50373,1,TH,1,100,24.054
637302.566918,637302.566897,1673971799.370042,3513007.000,50404,1,TH,1,100,24.109
637302.703143,637302.703122,1673971799.506263,3513139.000,50424,1,TH,1,100,24.109
637302.837304,637302.837283,1673971799.640420,3513269.000,50441,1,TH,1,100,24.059
637302.970433,637302.970412,1673971799.773546,3513398.000,50472,1,TH,1,100,24.059
637303.102530,637303.102509,1673971799.905639,3513526.000,50492,1,TH,1,100,24.048
637303.235659,637303.235638,1673971800.038764,3513655.000,50511,1,TH,1,100,24.048
637303.370852,637303.370831,1673971800.173953,3513786.000,50528,1,TH,1,100,24.078
637303.503981,637303.503959,1673971800.307078,3513915.000,50560,1,TH,1,100,24.078
637303.637110,637303.637088,1673971800.440203,3514044.000,50576,1,TH,1,100,24.080
637303.770239,637303.770217,1673971800.573328,3514173.000,50597,1,TH,1,100,24.080
637303.901304,637303.901282,1673971800.704390,3514300.000,50613,1,TH,1,100,24.061
637304.035465,637304.035443,1673971800.838547,3514430.000,50631,2,TH,1,100,24.061
637304.169626,637304.169604,1673971800.972704,3514560.000,50631,2,TH,1,100,24.012
637304.303787,637304.303765,1673971801.106861,3514690.000,50653,1,TH,1,100,24.012
637304.435367,637304.435346,1673971801.238438,3514817.500,50670,2,TH,1,100,24.012
637304.566948,637304.566927,1673971801.370016,3514945.000,50670,2,TH,1,100,24.012
637304.699045,637304.699024,1673971801.502109,3515073.000,50705,1,TH,1,100,24.072
637304.835270,637304.835249,1673971801.638330,3515205.000,50722,1,TH,1,100,24.072
637304.971495,637304.971474,1673971801.774551,3515337.000,50738,1,TH,1,100,24.114
637305.106688,637305.106667,1673971801.909740,3515468.000,50756,1,TH,1,100,24.114
637305.239817,637305.239796,1673971802.042865,3515597.000,50792,1,TH,1,100,24.043
637305.370882,637305.370861,1673971802.173926,3515724.000,50809,1,TH,1,100,24.043
637305.504011,637305.503990,1673971802.307052,3515853.000,50826,1,TH,1,100,24.059
637305.640236,637305.640215,1673971802.443273,3515985.000,50842,1,TH,1,100,24.059
637305.773365,637305.773344,1673971802.576398,3516114.000,50868,1,TH,1,100,24.069
637305.905462,637305.905441,1673971802.708491,3516242.000,50884,1,TH,1,100,24.077
637306.037559,637306.037538,1673971802.840584,3516370.000,50901,1,TH,1,100,24.000
637306.170688,637306.170667,1673971802.973710,3516499.000,50920,1,TH,1,100,24.000
637306.302785,637306.302764,1673971803.105803,3516627.000,50954,1,TH,1,100,24.008
637306.435914,637306.435893,1673971803.238928,3516756.000,50972,1,TH,1,100,24.008
637306.570075,637306.570054,1673971803.373085,3516886.000,50988,1,TH,1,100,24.063
637306.702172,637306.702151,1673971803.505178,3517014.000,51008,1,TH,1,100,24.063
637306.834269,637306.834247,1673971803.637271,3517142.000,51040,1,TH,1,100,24.042
637306.967398,637306.967376,1673971803.770397,3517271.000,51056,1,TH,1,100,24.042
637307.103623,637307.103601,1673971803.906618,3517403.000,51074,1,TH,1,100,24.079
637307.236752,637307.236730,1673971804.039743,3517532.000,51095,1,TH,1,100,24.079
637307.368849,637307.368827,1673971804.171836,3517660.000,51127,1,TH,1,100,24.032
637307.501978,637307.501956,1673971804.304961,3517789.000,51144,1,TH,1,100,24.032
637307.634075,637307.634053,1673971804.437054,3517917.000,51160,1,TH,1,100,24.037
637307.767204,637307.767182,1673971804.570180,3518046.000,51181,1,TH,1,100,24.037
637307.900332,637307.900311,1673971804.703305,3518175.000,51212,1,TH,1,100,24.084
637308.031397,637308.031376,1673971804.834366,3518302.000,51229,1,TH,1,100,24.084
637308.164526,637308.164505,1673971804.967491,3518431.000,51248,1,TH,1,100,24.024
637308.297655,637308.297634,1673971805.100616,3518560.000,51267,1,TH,1,100,24.024
637308.430784,637308.430763,1673971805.233742,3518689.000,51299,1,TH,1,100,24.024
637308.562881,637308.562860,1673971805.365835,3518817.000,51316,1,TH,1,100,24.024
637308.696010,637308.695989,1673971805.498960,3518946.000,51332,1,TH,1,100,24.087
637308.828107,637308.828086,1673971805.631053,3519074.000,51353,1,TH,1,100,24.087
637308.960204,637308.960183,1673971805.763146,3519202.000,51384,1,TH,1,100,24.053
637309.093333,637309.093312,1673971805.896271,3519331.000,51401,1,TH,1,100,24.060
637309.226462,637309.226441,1673971806.029397,3519460.000,51420,1,TH,1,100,24.026
637309.358559,637309.358538,1673971806.161490,3519588.000,51455,1,TH,1,100,24.026
637309.490656,637309.490635,1673971806.293583,3519716.000,51471,1,TH,1,100,24.092
637309.626881,637309.626860,1673971806.429804,3519848.000,51488,1,TH,1,100,24.092
637309.760010,637309.759989,1673971806.562929,3519977.000,51506,1,TH,1,100,24.031
637309.892107,637309.892085,1673971806.695023,3520105.000,51537,1,TH,1,100,24.031
637310.025236,637310.025214,1673971806.828148,3520234.000,51554,1,TH,1,100,24.034
637310.157333,637310.157311,1673971806.960241,3520362.000,51575,1,TH,1,100,24.034
637310.288398,637310.288376,1673971807.091302,3520489.000,51592,1,TH,1,100,24.112
637310.421527,637310.421505,1673971807.224427,3520618.000,51627,1,TH,1,100,24.112
637310.554656,637310.554634,1673971807.357553,3520747.000,51643,1,TH,1,100,24.047
637310.687785,637310.687763,1673971807.490678,3520876.000,51663,1,TH,1,100,24.047
637310.819882,637310.819860,1673971807.622771,3521004.000,51680,1,TH,1,100,24.031
637310.954042,637310.954021,1673971807.756928,3521134.000,51718,2,TH,1,100,24.031
637311.088203,637311.088182,1673971807.891085,3521264.000,51718,2,TH,1,100,24.026
637311.220300,637311.220279,1673971808.023178,3521392.000,51739,1,TH,1,100,24.026
637311.353429,637311.353408,1673971808.156304,3521521.000,51756,1,TH,1,100,24.033
637311.486558,637311.486537,1673971808.289429,3521650.000,51788,1,TH,1,100,24.033
637311.619687,637311.619666,1673971808.422554,3521779.000,51804,1,TH,1,100,24.044
637311.752816,637311.752795,1673971808.555679,3521908.000,51825,1,TH,1,100,24.044
637311.889041,637311.889020,1673971808.691900,3522040.000,51841,1,TH,1,100,24.002
637312.023202,637312.023181,1673971808.826057,3522170.000,51873,1,TH,1,100,24.002
637312.155299,637312.155278,1673971808.958151,3522298.000,51892,1,TH,1,100,24.068
637312.288428,637312.288407,1673971809.091276,3522427.000,51911,1,TH,1,100,24.068
637312.420525,637312.420504,1673971809.223369,3522555.000,51943,1,TH,1,100,24.042
637312.555718,637312.555697,1673971809.358558,3522686.000,51960,1,TH,1,100,24.049
637312.688847,637312.688826,1673971809.491683,3522815.000,51976,1,TH,1,100,24.088
637312.821976,637312.821955,1673971809.624808,3522944.000,51997,1,TH,1,100,24.088
637312.955105,637312.955084,1673971809.757934,3523073.000,52028,1,TH,1,100,24.101
637313.085138,637313.085116,1673971809.887963,3523199.000,52045,1,TH,1,100,24.101
637313.219299,637313.219277,1673971810.022120,3523329.000,52064,1,TH,1,100,24.009
637313.355524,637313.355502,1673971810.158341,3523461.000,52099,1,TH,1,100,24.009
637313.488653,637313.488631,1673971810.291466,3523590.000,52115,1,TH,1,100,24.104
637313.620750,637313.620728,1673971810.423559,3523718.000,52132,1,TH,1,100,24.104
637313.753879,637313.753857,1673971810.556685,3523847.000,52152,1,TH,1,100,24.046
637313.885976,637313.885954,1673971810.688778,3523975.000,52183,1,TH,1,100,24.046
637314.019105,637314.019083,1673971810.821903,3524104.000,52200,1,TH,1,100,24.095
637314.155330,637314.155308,1673971810.958124,3524236.000,52219,1,TH,1,100,24.096
637314.289491,637314.289469,1673971811.092281,3524366.000,52253,1,TH,1,100,24.038
637314.421587,637314.421566,1673971811.224375,3524494.000,52271,1,TH,1,100,24.038
637314.552652,637314.552631,1673971811.355436,3524621.000,52287,1,TH,1,100,24.098
637314.685781,637314.685760,1673971811.488561,3524750.000,52304,1,TH,1,100,24.098
637314.822006,637314.821985,1673971811.624782,3524882.000,52339,1,TH,1,100,24.109
637314.955135,637314.955114,1673971811.757907,3525011.000,52355,1,TH,1,100,24.109
637315.087232,637315.087211,1673971811.890000,3525139.000,52373,1,TH,1,100,24.054
637315.220361,637315.220340,1673971812.023125,3525268.000,52394,1,TH,1,100,24.054
637315.352458,637315.352437,1673971812.155219,3525396.000,52426,1,TH,1,100,24.083
637315.485587,637315.485566,1673971812.288344,3525525.000,52443,1,TH,1,100,24.083
637315.621812,637315.621791,1673971812.424565,3525657.000,52459,1,TH,1,100,24.064
637315.754941,637315.754920,1673971812.557690,3525786.000,52480,1,TH,1,100,24.064
637315.887038,637315.887017,1673971812.689783,3525914.000,52511,1,TH,1,100,23.985
637316.019135,637316.019114,1673971812.821877,3526042.000,52527,1,TH,1,100,23.985
637316.152264,637316.152243,1673971812.955002,3526171.000,52547,1,TH,1,100,24.048
637316.285393,637316.285371,1673971813.088127,3526300.000,52573,1,TH,1,100,24.056
637316.418522,637316.418500,1673971813.221252,3526429.000,52588,1,TH,1,100,24.126
637316.550619,637316.550597,1673971813.353345,3526557.000,52605,1,TH,1,100,24.126
637316.682716,637316.682694,1673971813.485439,3526685.000,52621,1,TH,1,100,24.108
637316.815845,637316.815823,1673971813.618564,3526814.000,52642,1,TH,1,100,24.108
637316.948974,637316.948952,1673971813.751689,3526943.000,52658,1,TH,1,100,24.119
637317.081071,637317.081049,1673971813.883782,3527071.000,52692,1,TH,1,100,24.119
637317.213168,637317.213146,1673971814.015875,3527199.000,52712,1,TH,1,100,24.053
637317.345265,637317.345243,1673971814.147969,3527327.000,52728,1,TH,1,100,24.053
637317.478394,637317.478372,1673971814.281094,3527456.000,52746,1,TH,1,100,24.089
637317.610490,637317.610469,1673971814.413187,3527584.000,52780,1,TH,1,100,24.089
637317.743619,637317.743598,1673971814.546312,3527713.000,52797,1,TH,1,100,24.026
637317.876748,637317.876727,1673971814.679437,3527842.000,52814,1,TH,1,100,24.026
637318.007813,637318.007792,1673971814.810498,3527969.000,52830,1,TH,1,100,24.118
637318.140942,637318.140921,1673971814.943624,3528098.000,52850,1,TH,1,100,24.119
637318.274071,637318.274050,1673971815.076749,3528227.000,52884,1,TH,1,100,24.063
637318.406168,637318.406147,1673971815.208842,3528355.000,52901,1,TH,1,100,24.063
637318.539297,637318.539276,1673971815.341967,3528484.000,52918,1,TH,1,100,24.123
637318.673458,637318.673437,1673971815.476124,3528614.000,52950,1,TH,1,100,24.123
637318.808651,637318.808630,1673971815.611313,3528745.000,52969,1,TH,1,100,24.131
637318.940748,637318.940727,1673971815.743407,3528873.000,52986,1,TH,1,100,24.131
637319.073877,637319.073856,1673971815.876532,3529002.000,53003,1,TH,1,100,24.118
637319.207006,637319.206984,1673971816.009657,3529131.000,53039,1,TH,1,100,24.125
637319.339103,637319.339081,1673971816.141750,3529259.000,53056,1,TH,1,100,24.104
637319.471200,637319.471178,1673971816.273843,3529387.000,53073,1,TH,1,100,24.097
637319.604329,637319.604307,1673971816.406969,3529516.000,53107,1,TH,1,100,24.095
637319.737458,637319.737436,1673971816.540094,3529645.000,53125,1,TH,1,100,24.102
637319.869555,637319.869533,1673971816.672187,3529773.000,53141,1,TH,1,100,24.036
637320.002684,637320.002662,1673971816.805312,3529902.000,53158,1,TH,1,100,24.036
637320.135813,637320.135791,1673971816.938437,3530031.000,53177,1,TH,1,100,24.118
637320.271006,637320.270984,1673971817.073626,3530162.000,53197,1,TH,1,100,24.118
637320.404135,637320.404113,1673971817.206752,3530291.000,53229,1,TH,1,100,24.062
637320.537264,637320.537242,1673971817.339877,3530420.000,53245,1,TH,1,100,24.062
637320.668329,637320.668307,1673971817.470938,3530547.000,53262,1,TH,1,100,24.146
637320.801458,637320.801436,1673971817.604063,3530676.000,53297,1,TH,1,100,24.146
637320.933554,637320.933533,1673971817.736156,3530804.000,53313,1,TH,1,100,24.120
637321.069779,637321.069758,1673971817.872377,3530936.000,53331,1,TH,1,100,24.120
637321.201876,637321.201855,1673971818.004471,3531064.000,53349,1,TH,1,100,24.057
637321.335005,637321.334984,1673971818.137596,3531193.000,53384,1,TH,1,100,24.057
637321.468134,637321.468113,1673971818.270721,3531322.000,53406,2,TH,1,100,24.109
637321.601263,637321.601242,1673971818.403846,3531451.000,53406,2,TH,1,100,24.110
637321.736456,637321.736435,1673971818.539035,3531582.000,53424,1,TH,1,100,24.152
637321.869585,637321.869564,1673971818.672160,3531711.000,53458,1,TH,1,100,24.152
637322.003746,637322.003725,1673971818.806318,3531841.000,53474,1,TH,1,100,24.125
637322.134811,637322.134790,1673971818.937379,3531968.000,53494,1,TH,1,100,24.125
637322.266908,637322.266887,1673971819.069472,3532096.000,53513,1,TH,1,100,24.133
637322.401069,637322.401047,1673971819.203629,3532226.000,53545,1,TH,1,100,24.133
637322.536262,637322.536240,1673971819.338818,3532357.000,53562,1,TH,1,100,24.173
637322.669391,637322.669369,1673971819.471943,3532486.000,53578,1,TH,1,100,24.180
637322.802520,637322.802498,1673971819.605069,3532615.000,53613,1,TH,1,100,24.154
637322.934617,637322.934595,1673971819.737162,3532743.000,53630,1,TH,1,100,24.154
637323.065682,637323.065660,1673971819.868223,3532870.000,53647,1,TH,1,100,24.180
637323.199843,637323.199821,1673971820.002380,3533000.000,53669,1,TH,1,100,24.180
637323.336068,637323.336046,1673971820.138601,3533132.000,53701,1,TH,1,100,24.020
637323.469197,637323.469175,1673971820.271727,3533261.000,53717,1,TH,1,100,24.019
637323.601294,637323.601272,1673971820.403820,3533389.000,53734,1,TH,1,100,24.145
637323.734423,637323.734401,1673971820.536945,3533518.000,53754,1,TH,1,100,24.145
637323.868584,637323.868562,1673971820.671102,3533648.000,53785,1,TH,1,100,24.059
637324.003777,637324.003755,1673971820.806291,3533779.000,53802,1,TH,1,100,24.059
637324.136906,637324.136884,1673971820.939416,3533908.000,53821,1,TH,1,100,24.075
637324.269003,637324.268981,1673971821.071510,3534036.000,53855,1,TH,1,100,24.075
637324.401099,637324.401078,1673971821.203603,3534164.000,53873,1,TH,1,100,24.046
637324.533196,637324.533175,1673971821.335696,3534292.000,53889,1,TH,1,100,24.046
637324.666325,637324.666304,1673971821.468821,3534421.000,53906,1,TH,1,100,24.088
637324.802550,637324.802529,1673971821.605042,3534553.000,53941,1,TH,1,100,24.088
637324.935679,637324.935658,1673971821.738167,3534682.000,53957,1,TH,1,100,24.038
637325.067776,637325.067755,1673971821.870260,3534810.000,53975,1,TH,1,100,24.038
637325.199873,637325.199852,1673971822.002354,3534938.000,53993,1,TH,1,100,24.061
637325.333002,637325.332981,1673971822.135479,3535067.000,54028,1,TH,1,100,24.061
637325.466131,637325.466110,1673971822.268604,3535196.000,54045,1,TH,1,100,24.184
637325.599260,637325.599238,1673971822.401729,3535325.000,54061,1,TH,1,100,24.185
637325.730325,637325.730303,1673971822.532790,3535452.000,54079,1,TH,1,100,23.999
637325.863454,637325.863432,1673971822.665916,3535581.000,54113,1,TH,1,100,23.998
637325.996583,637325.996561,1673971822.799041,3535710.000,54129,1,TH,1,100,24.109
637326.128680,637326.128658,1673971822.931134,3535838.000,54149,1,TH,1,100,24.116
637326.263873,637326.263851,1673971823.066323,3535969.000,54165,1,TH,1,100,24.082
637326.397002,637326.396980,1673971823.199448,3536098.000,54200,1,TH,1,100,24.082
637326.529099,637326.529077,1673971823.331542,3536226.000,54217,1,TH,1,100,24.079
637326.661196,637326.661174,1673971823.463635,3536354.000,54233,1,TH,1,100,24.079
637326.794325,637326.794303,1673971823.596760,3536483.000,54259,2,TH,1,100,24.097
637326.927454,637326.927432,1673971823.729885,3536612.000,54259,2,TH,1,100,24.097
637327.059551,637327.059529,1673971823.861978,3536740.000,54277,1,TH,1,100,24.121
637327.191648,637327.191626,1673971823.994071,3536868.000,54310,1,TH,1,100,24.121
637327.324777,637327.324755,1673971824.127197,3536997.000,54329,1,TH,1,100,24.147
637327.456873,637327.456852,1673971824.259290,3537125.000,54347,1,TH,1,100,24.147
637327.590002,637327.589981,1673971824.392415,3537254.000,54378,1,TH,1,100,24.187
637327.723131,637327.723110,1673971824.525540,3537383.000,54395,1,TH,1,100,24.187
637327.856260,637327.856239,1673971824.658665,3537512.000,54412,1,TH,1,100,24.095
637327.990421,637327.990400,1673971824.792823,3537642.000,54428,1,TH,1,100,24.094
637328.123550,637328.123529,1673971824.925948,3537771.000,54465,1,TH,1,100,24.152
637328.256679,637328.256658,1673971825.059073,3537900.000,54485,1,TH,1,100,24.152
637328.388776,637328.388755,1673971825.191166,3538028.000,54502,1,TH,1,100,24.134
637328.522937,637328.522916,1673971825.325323,3538158.000,54519,1,TH,1,100,24.134
637328.655034,637328.655012,1673971825.457417,3538286.000,54554,1,TH,1,100,24.071
637328.789195,637328.789173,1673971825.591574,3538416.000,54570,1,TH,1,100,24.071
637328.921292,637328.921270,1673971825.723667,3538544.000,54587,1,TH,1,100,24.126
637329.054421,637329.054399,1673971825.856792,3538673.000,54604,1,TH,1,100,24.133
637329.186518,637329.186496,1673971825.988885,3538801.000,54640,1,TH,1,100,24.076
637329.320679,637329.320657,1673971826.123042,3538931.000,54658,1,TH,1,100,24.076
637329.454840,637329.454818,1673971826.257200,3539061.000,54674,1,TH,1,100,24.144
637329.587969,637329.587947,1673971826.390325,3539190.000,54691,1,TH,1,100,24.144
637329.720066,637329.720044,1673971826.522418,3539318.000,54726,1,TH,1,100,24.110
637329.853195,637329.853173,1673971826.655543,3539447.000,54742,1,TH,1,100,24.110
