LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,LR,LM,LC,LD,
637318.822067,637318.822046,1673971815.624729,3528758,52960,8,LM,1,100,637318.6834803,637318.6834897,637318.6899660,sync_event,
637319.231774,637319.231753,1673971816.034424,3529155,53030,8,LM,1,100,637319.1837332,637319.1837425,637319.1898296,sync_event,
637319.699274,637319.699252,1673971816.501910,3529608,53099,8,LM,1,100,637319.6840812,637319.6840906,637319.6898991,sync_event,
637320.250366,637320.250344,1673971817.052987,3530142,53188,8,LM,1,100,637320.1849966,637320.1850060,637320.1907484,sync_event,
637320.752953,637320.752932,1673971817.555560,3530629,53272,8,LM,1,100,637320.6859923,637320.6860193,637320.7409503,sync_event,
637321.263797,637321.263775,1673971818.066389,3531124,53359,8,LM,1,100,637321.1859644,637321.1859914,637321.1899156,sync_event,
637321.804569,637321.804547,1673971818.607146,3531648,53434,8,LM,1,100,637321.6860351,637321.6860621,637321.6897780,sync_event,
637322.213244,637322.213222,1673971819.015809,3532044,53504,8,LM,1,100,637322.1868988,637322.1869258,637322.1898778,sync_event,
637322.735439,637322.735418,1673971819.537990,3532550,53588,8,LM,1,100,637322.6870917,637322.6871217,637322.6899866,sync_event,
637323.205003,637323.204981,1673971820.007540,3533005,53660,8,LM,1,100,637323.1872142,637323.1872442,637323.1898159,sync_event,
637323.701398,637323.701377,1673971820.503922,3533486,53744,8,LM,1,100,637323.6875479,637323.6875779,637323.6899061,sync_event,
637324.223594,637324.223573,1673971821.026103,3533992,53831,8,LM,1,100,637324.1882132,637324.1882432,637324.1905895,sync_event,
637324.761270,637324.761248,1673971821.563763,3534513,53916,8,LM,1,100,637324.6890538,637324.6890496,637324.7052402,sync_event,
637325.301010,637325.300988,1673971822.103488,3535036,54003,8,LM,1,100,637325.1891639,637325.1891597,637325.2707455,sync_event,
