LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PI
637324.565189,637324.565167,1673971821.367687,3534323.000,53883,3,PI,1,100,4562
637324.605437,637324.605415,1673971821.407934,3534362.000,53900,2,PI,1,100,4564
637324.645685,637324.645664,1673971821.448182,3534401.000,53900,2,PI,1,100,4566
637324.686622,637324.686600,1673971821.489117,3534440.667,53920,3,PI,1,100,4561
637324.727558,637324.727536,1673971821.530052,3534480.333,53920,3,PI,1,100,4562
637324.768494,637324.768473,1673971821.570987,3534520.000,53920,3,PI,1,100,4573
637324.808742,637324.808721,1673971821.611234,3534559.000,53935,3,PI,1,100,4562
637324.848991,637324.848969,1673971821.651481,3534598.000,53935,3,PI,1,100,4565
637324.889239,637324.889217,1673971821.691728,3534637.000,53935,3,PI,1,100,4560
637324.928971,637324.928950,1673971821.731460,3534675.500,53951,2,PI,1,100,4567
637324.968704,637324.968682,1673971821.771191,3534714.000,53951,2,PI,1,100,4566
637325.007576,637325.007554,1673971821.810062,3534751.667,53969,3,PI,1,100,4564
637325.046448,637325.046426,1673971821.848933,3534789.333,53969,3,PI,1,100,4566
637325.085320,637325.085299,1673971821.887804,3534827.000,53969,3,PI,1,100,4566
637325.125569,637325.125547,1673971821.928051,3534866.000,53987,2,PI,1,100,4565
637325.165817,637325.165795,1673971821.968298,3534905.000,53987,2,PI,1,100,4566
637325.206065,637325.206044,1673971822.008546,3534944.000,54007,3,PI,1,100,4560
637325.246314,637325.246292,1673971822.048793,3534983.000,54007,3,PI,1,100,4559
637325.286562,637325.286540,1673971822.089040,3535022.000,54007,3,PI,1,100,4567
637325.326466,637325.326445,1673971822.128943,3535060.667,54023,3,PI,1,100,4562
637325.366370,637325.366349,1673971822.168846,3535099.333,54023,3,PI,1,100,4557
637325.406275,637325.406253,1673971822.208749,3535138.000,54023,3,PI,1,100,4553
637325.446179,637325.446157,1673971822.248652,3535176.667,54039,3,PI,1,100,4572
637325.486083,637325.486062,1673971822.288556,3535215.333,54039,3,PI,1,100,4570
637325.525988,637325.525966,1673971822.328459,3535254.000,54039,3,PI,1,100,4564
637325.565720,637325.565698,1673971822.368190,3535292.500,54055,2,PI,1,100,4561
637325.605452,637325.605431,1673971822.407921,3535331.000,54055,2,PI,1,100,4564
637325.645012,637325.644991,1673971822.447480,3535369.333,54073,3,PI,1,100,4561
637325.684573,637325.684551,1673971822.487040,3535407.667,54073,3,PI,1,100,4562
637325.724133,637325.724111,1673971822.526599,3535446.000,54073,3,PI,1,100,4561
637325.763865,637325.763844,1673971822.566330,3535484.500,54092,2,PI,1,100,4574
637325.803598,637325.803576,1673971822.606061,3535523.000,54092,2,PI,1,100,4559
637325.843502,637325.843480,1673971822.645964,3535561.667,54107,3,PI,1,100,4567
637325.883406,637325.883385,1673971822.685867,3535600.333,54107,3,PI,1,100,4569
637325.923310,637325.923289,1673971822.725770,3535639.000,54107,3,PI,1,100,4568
637325.963215,637325.963193,1673971822.765674,3535677.667,54123,3,PI,1,100,4564
637326.003119,637326.003097,1673971822.805577,3535716.333,54123,3,PI,1,100,4569
637326.043023,637326.043002,1673971822.845480,3535755.000,54123,3,PI,1,100,4561
637326.083272,637326.083250,1673971822.885727,3535794.000,54143,2,PI,1,100,4562
637326.123520,637326.123498,1673971822.925974,3535833.000,54143,2,PI,1,100,4566
637326.168240,637326.168219,1673971822.970693,3535876.333,54159,3,PI,1,100,4569
637326.212961,637326.212939,1673971823.015412,3535919.667,54159,3,PI,1,100,4563
637326.257681,637326.257659,1673971823.060131,3535963.000,54159,3,PI,1,100,4563
637326.296897,637326.296875,1673971823.099346,3536001.000,54179,2,PI,1,100,4568
637326.336113,637326.336092,1673971823.138562,3536039.000,54179,2,PI,1,100,4565
637326.376362,637326.376340,1673971823.178809,3536078.000,54194,3,PI,1,100,4566
637326.416610,637326.416588,1673971823.219056,3536117.000,54194,3,PI,1,100,4561
637326.456858,637326.456837,1673971823.259303,3536156.000,54194,3,PI,1,100,4561
637326.495559,637326.495537,1673971823.298002,3536193.500,54211,2,PI,1,100,4565
637326.534259,637326.534237,1673971823.336701,3536231.000,54211,2,PI,1,100,4559
637326.574507,637326.574485,1673971823.376949,3536270.000,54227,3,PI,1,100,4561
637326.614755,637326.614734,1673971823.417196,3536309.000,54227,3,PI,1,100,4574
637326.655004,637326.654982,1673971823.457443,3536348.000,54227,3,PI,1,100,4565
637326.694908,637326.694886,1673971823.497346,3536386.667,54253,6,PI,1,100,4566
637326.734812,637326.734791,1673971823.537249,3536425.333,54253,6,PI,1,100,4563
637326.774717,637326.774695,1673971823.577152,3536464.000,54253,6,PI,1,100,4567
637326.814621,637326.814599,1673971823.617055,3536502.667,54253,6,PI,1,100,4560
637326.854525,637326.854504,1673971823.656959,3536541.333,54253,6,PI,1,100,4553
637326.894429,637326.894408,1673971823.696862,3536580.000,54253,6,PI,1,100,4573
637326.934420,637326.934398,1673971823.736851,3536618.750,54271,4,PI,1,100,4564
637326.974410,637326.974388,1673971823.776840,3536657.500,54271,4,PI,1,100,4565
637327.014400,637327.014379,1673971823.816829,3536696.250,54271,4,PI,1,100,4562
637327.054391,637327.054369,1673971823.856818,3536735.000,54271,4,PI,1,100,4565
637327.093091,637327.093069,1673971823.895518,3536772.500,54289,2,PI,1,100,4567
637327.131791,637327.131770,1673971823.934217,3536810.000,54289,2,PI,1,100,4565
637327.171695,637327.171674,1673971823.974120,3536848.667,54304,3,PI,1,100,4560
637327.211600,637327.211578,1673971824.014023,3536887.333,54304,3,PI,1,100,4566
637327.251504,637327.251482,1673971824.053926,3536926.000,54304,3,PI,1,100,4566
637327.291064,637327.291043,1673971824.093485,3536964.333,54323,3,PI,1,100,4574
637327.330625,637327.330603,1673971824.133044,3537002.667,54323,3,PI,1,100,4564
637327.370185,637327.370163,1673971824.172604,3537041.000,54323,3,PI,1,100,4559
637327.410433,637327.410412,1673971824.212851,3537080.000,54341,2,PI,1,100,4560
637327.450681,637327.450660,1673971824.253098,3537119.000,54341,2,PI,1,100,4571
637327.490586,637327.490564,1673971824.293001,3537157.667,54357,3,PI,1,100,4566
637327.530490,637327.530468,1673971824.332904,3537196.333,54357,3,PI,1,100,4557
637327.570394,637327.570373,1673971824.372808,3537235.000,54357,3,PI,1,100,4568
637327.610127,637327.610105,1673971824.412539,3537273.500,54373,2,PI,1,100,4569
637327.649859,637327.649837,1673971824.452270,3537312.000,54373,2,PI,1,100,4565
637327.689075,637327.689054,1673971824.491485,3537350.000,54389,3,PI,1,100,4561
637327.728291,637327.728270,1673971824.530700,3537388.000,54389,3,PI,1,100,4566
637327.767508,637327.767486,1673971824.569915,3537426.000,54389,3,PI,1,100,4560
637327.808100,637327.808078,1673971824.610507,3537465.333,54406,3,PI,1,100,4567
637327.848692,637327.848671,1673971824.651098,3537504.667,54406,3,PI,1,100,4562
637327.889285,637327.889263,1673971824.691689,3537544.000,54406,3,PI,1,100,4576
637327.930049,637327.930027,1673971824.732452,3537583.500,54422,2,PI,1,100,4561
637327.970813,637327.970792,1673971824.773215,3537623.000,54422,2,PI,1,100,4569
637328.015190,637328.015168,1673971824.817590,3537666.000,54443,3,PI,1,100,4567
637328.059566,637328.059544,1673971824.861965,3537709.000,54443,3,PI,1,100,4562
637328.103942,637328.103920,1673971824.906340,3537752.000,54443,3,PI,1,100,4566
637328.143674,637328.143653,1673971824.946071,3537790.500,54459,2,PI,1,100,4560
637328.183407,637328.183385,1673971824.985802,3537829.000,54459,2,PI,1,100,4568
637328.223311,637328.223289,1673971825.025706,3537867.667,54479,3,PI,1,100,4566
637328.263215,637328.263194,1673971825.065609,3537906.333,54479,3,PI,1,100,4565
637328.303120,637328.303098,1673971825.105512,3537945.000,54479,3,PI,1,100,4559
637328.343024,637328.343002,1673971825.145415,3537983.667,54496,3,PI,1,100,4559
637328.382928,637328.382907,1673971825.185318,3538022.333,54496,3,PI,1,100,4568
637328.422832,637328.422811,1673971825.225221,3538061.000,54496,3,PI,1,100,4567
637328.462737,637328.462715,1673971825.265125,3538099.667,54513,3,PI,1,100,4570
637328.502641,637328.502619,1673971825.305028,3538138.333,54513,3,PI,1,100,4554
637328.542545,637328.542524,1673971825.344931,3538177.000,54513,3,PI,1,100,4568
637328.581762,637328.581740,1673971825.384146,3538215.000,54529,2,PI,1,100,4564
637328.620978,637328.620956,1673971825.423361,3538253.000,54529,2,PI,1,100,4561
637328.661226,637328.661205,1673971825.463608,3538292.000,54549,3,PI,1,100,4557
637328.701474,637328.701453,1673971825.503855,3538331.000,54549,3,PI,1,100,4574
637328.741723,637328.741701,1673971825.544103,3538370.000,54549,3,PI,1,100,4566
637328.781627,637328.781605,1673971825.584006,3538408.667,54564,3,PI,1,100,4572
637328.821531,637328.821510,1673971825.623909,3538447.333,54564,3,PI,1,100,4562
637328.861436,637328.861414,1673971825.663812,3538486.000,54564,3,PI,1,100,4568
637328.901168,637328.901146,1673971825.703543,3538524.500,54581,2,PI,1,100,4565
637328.940900,637328.940879,1673971825.743274,3538563.000,54581,2,PI,1,100,4566
637328.980804,637328.980783,1673971825.783178,3538601.667,54598,3,PI,1,100,4566
637329.020709,637329.020687,1673971825.823081,3538640.333,54598,3,PI,1,100,4578
637329.060613,637329.060591,1673971825.862984,3538679.000,54598,3,PI,1,100,4566
637329.100861,637329.100840,1673971825.903231,3538718.000,54617,2,PI,1,100,4565
637329.141110,637329.141088,1673971825.943478,3538757.000,54617,2,PI,1,100,4562
637329.180326,637329.180304,1673971825.982693,3538795.000,54635,3,PI,1,100,4569
637329.219542,637329.219521,1673971826.021909,3538833.000,54635,3,PI,1,100,4569
637329.258758,637329.258737,1673971826.061124,3538871.000,54635,3,PI,1,100,4566
637329.299695,637329.299673,1673971826.102059,3538910.667,54652,3,PI,1,100,4566
637329.340631,637329.340609,1673971826.142994,3538950.333,54652,3,PI,1,100,4564
637329.381567,637329.381546,1673971826.183929,3538990.000,54652,3,PI,1,100,4564
637329.421300,637329.421278,1673971826.223660,3539028.500,54668,2,PI,1,100,4566
637329.461032,637329.461010,1673971826.263391,3539067.000,54668,2,PI,1,100,4563
637329.501280,637329.501259,1673971826.303638,3539106.000,54685,3,PI,1,100,4565
637329.541529,637329.541507,1673971826.343886,3539145.000,54685,3,PI,1,100,4568
637329.581777,637329.581755,1673971826.384133,3539184.000,54685,3,PI,1,100,4563
637329.621337,637329.621315,1673971826.423692,3539222.333,54701,3,PI,1,100,4559
637329.660897,637329.660876,1673971826.463251,3539260.667,54701,3,PI,1,100,4562
637329.700458,637329.700436,1673971826.502810,3539299.000,54701,3,PI,1,100,4580
637329.740190,637329.740168,1673971826.542542,3539337.500,54720,2,PI,1,100,4561
637329.779922,637329.779901,1673971826.582273,3539376.000,54720,2,PI,1,100,4561
637329.824299,637329.824277,1673971826.626648,3539419.000,54736,3,PI,1,100,4563
637329.868675,637329.868653,1673971826.671023,3539462.000,54736,3,PI,1,100,4575
637329.913051,637329.913030,1673971826.715398,3539505.000,54736,3,PI,1,100,4561
637329.952611,637329.952590,1673971826.754957,3539543.333,54753,3,PI,1,100,4565
637329.992172,637329.992150,1673971826.794516,3539581.667,54753,3,PI,1,100,4563
637330.031732,637330.031710,1673971826.834075,3539620.000,54753,3,PI,1,100,4569
637330.071980,637330.071959,1673971826.874322,3539659.000,54772,2,PI,1,100,4562
637330.112229,637330.112207,1673971826.914570,3539698.000,54772,2,PI,1,100,4556
637330.153165,637330.153143,1673971826.955505,3539737.667,54789,3,PI,1,100,4572
637330.194101,637330.194080,1673971826.996440,3539777.333,54789,3,PI,1,100,4570
637330.235038,637330.235016,1673971827.037375,3539817.000,54789,3,PI,1,100,4558
637330.274770,637330.274748,1673971827.077106,3539855.500,54806,2,PI,1,100,4562
637330.314502,637330.314480,1673971827.116837,3539894.000,54806,2,PI,1,100,4568
637330.354406,637330.354385,1673971827.156740,3539932.667,54824,3,PI,1,100,4564
637330.394311,637330.394289,1673971827.196644,3539971.333,54824,3,PI,1,100,4563
637330.434215,637330.434193,1673971827.236547,3540010.000,54824,3,PI,1,100,4562
637330.474119,637330.474098,1673971827.276450,3540048.667,54840,3,PI,1,100,4578
637330.514024,637330.514002,1673971827.316353,3540087.333,54840,3,PI,1,100,4562
637330.553928,637330.553906,1673971827.356256,3540126.000,54840,3,PI,1,100,4567
637330.593660,637330.593638,1673971827.395987,3540164.500,54857,2,PI,1,100,4561
637330.633392,637330.633371,1673971827.435719,3540203.000,54857,2,PI,1,100,4572
637330.672953,637330.672931,1673971827.475278,3540241.333,54877,3,PI,1,100,4565
637330.712513,637330.712491,1673971827.514837,3540279.667,54877,3,PI,1,100,4562
637330.752073,637330.752052,1673971827.554396,3540318.000,54877,3,PI,1,100,4559
637330.792838,637330.792816,1673971827.595159,3540357.500,54892,2,PI,1,100,4565
637330.833602,637330.833580,1673971827.635922,3540397.000,54892,2,PI,1,100,4569
637330.873850,637330.873828,1673971827.676169,3540436.000,54908,3,PI,1,100,4567
637330.914098,637330.914077,1673971827.716417,3540475.000,54908,3,PI,1,100,4566
637330.954347,637330.954325,1673971827.756664,3540514.000,54908,3,PI,1,100,4562
637330.994939,637330.994917,1673971827.797255,3540553.333,54926,3,PI,1,100,4564
637331.035531,637331.035510,1673971827.837846,3540592.667,54926,3,PI,1,100,4566
637331.076124,637331.076102,1673971827.878437,3540632.000,54926,3,PI,1,100,4564
637331.116372,637331.116350,1673971827.918684,3540671.000,54944,2,PI,1,100,4555
637331.156620,637331.156598,1673971827.958931,3540710.000,54944,2,PI,1,100,4570
637331.196180,637331.196159,1673971827.998491,3540748.333,54963,3,PI,1,100,4572
637331.235741,637331.235719,1673971828.038050,3540786.667,54963,3,PI,1,100,4561
637331.275301,637331.275279,1673971828.077609,3540825.000,54963,3,PI,1,100,4560
637331.314001,637331.313980,1673971828.116308,3540862.500,54979,2,PI,1,100,4568
637331.352702,637331.352680,1673971828.155007,3540900.000,54979,2,PI,1,100,4567
637331.392606,637331.392584,1673971828.194910,3540938.667,54996,3,PI,1,100,4566
637331.432510,637331.432488,1673971828.234813,3540977.333,54996,3,PI,1,100,4563
637331.472414,637331.472393,1673971828.274717,3541016.000,54996,3,PI,1,100,4577
637331.513695,637331.513673,1673971828.315996,3541056.000,55012,2,PI,1,100,4561
637331.554975,637331.554953,1673971828.357275,3541096.000,55012,2,PI,1,100,4574
637331.600383,637331.600362,1673971828.402682,3541140.000,55029,3,PI,1,100,4569
637331.645792,637331.645770,1673971828.448089,3541184.000,55029,3,PI,1,100,4561
637331.691200,637331.691178,1673971828.493496,3541228.000,55029,3,PI,1,100,4562
637331.730416,637331.730395,1673971828.532711,3541266.000,55047,2,PI,1,100,4558
637331.769633,637331.769611,1673971828.571926,3541304.000,55047,2,PI,1,100,4573
637331.809537,637331.809515,1673971828.611830,3541342.667,55064,3,PI,1,100,4564
637331.849441,637331.849419,1673971828.651733,3541381.333,55064,3,PI,1,100,4564
637331.889345,637331.889324,1673971828.691636,3541420.000,55064,3,PI,1,100,4565
637331.929250,637331.929228,1673971828.731539,3541458.667,55080,3,PI,1,100,4572
637331.969154,637331.969132,1673971828.771442,3541497.333,55080,3,PI,1,100,4561
637332.009058,637332.009037,1673971828.811345,3541536.000,55080,3,PI,1,100,4560
637332.048275,637332.048253,1673971828.850560,3541574.000,55105,4,PI,1,100,4565
637332.087491,637332.087469,1673971828.889776,3541612.000,55105,4,PI,1,100,4573
637332.126707,637332.126685,1673971828.928991,3541650.000,55105,4,PI,1,100,4568
637332.165923,637332.165902,1673971828.968206,3541688.000,55105,4,PI,1,100,4568
637332.205828,637332.205806,1673971829.008109,3541726.667,55124,3,PI,1,100,4558
637332.245732,637332.245710,1673971829.048012,3541765.333,55124,3,PI,1,100,4559
637332.285636,637332.285615,1673971829.087915,3541804.000,55124,3,PI,1,100,4566
637332.326229,637332.326207,1673971829.128507,3541843.333,55142,3,PI,1,100,4576
637332.366821,637332.366799,1673971829.169098,3541882.667,55142,3,PI,1,100,4566
637332.407413,637332.407391,1673971829.209689,3541922.000,55142,3,PI,1,100,4562
637332.448693,637332.448672,1673971829.250968,3541962.000,55158,2,PI,1,100,4567
637332.489974,637332.489952,1673971829.292247,3542002.000,55158,2,PI,1,100,4561
637332.529878,637332.529856,1673971829.332150,3542040.667,55175,3,PI,1,100,4560
637332.569782,637332.569761,1673971829.372053,3542079.333,55175,3,PI,1,100,4553
637332.609687,637332.609665,1673971829.411957,3542118.000,55175,3,PI,1,100,4579
637332.649247,637332.649225,1673971829.451516,3542156.333,55190,3,PI,1,100,4570
637332.688807,637332.688785,1673971829.491075,3542194.667,55190,3,PI,1,100,4569
637332.728368,637332.728346,1673971829.530634,3542233.000,55190,3,PI,1,100,4555
637332.767584,637332.767562,1673971829.569849,3542271.000,55210,3,PI,1,100,4569
637332.806800,637332.806778,1673971829.609064,3542309.000,55210,3,PI,1,100,4570
637332.846016,637332.845995,1673971829.648280,3542347.000,55210,3,PI,1,100,4566
637332.885233,637332.885211,1673971829.687495,3542385.000,55226,2,PI,1,100,4556
637332.924449,637332.924427,1673971829.726710,3542423.000,55226,2,PI,1,100,4558
637332.965385,637332.965363,1673971829.767645,3542462.667,55244,3,PI,1,100,4568
637333.006322,637333.006300,1673971829.808580,3542502.333,55244,3,PI,1,100,4571
637333.047258,637333.047236,1673971829.849515,3542542.000,55244,3,PI,1,100,4559
637333.088022,637333.088000,1673971829.890278,3542581.500,55262,2,PI,1,100,4557
637333.128786,637333.128765,1673971829.931041,3542621.000,55262,2,PI,1,100,4564
637333.169035,637333.169013,1673971829.971289,3542660.000,55280,3,PI,1,100,4566
637333.209283,637333.209261,1673971830.011536,3542699.000,55280,3,PI,1,100,4562
637333.249531,637333.249510,1673971830.051783,3542738.000,55280,3,PI,1,100,4559
637333.289264,637333.289242,1673971830.091514,3542776.500,55296,2,PI,1,100,4571
637333.328996,637333.328974,1673971830.131245,3542815.000,55296,2,PI,1,100,4573
637333.373028,637333.373006,1673971830.175276,3542857.667,55314,3,PI,1,100,4565
637333.417060,637333.417039,1673971830.219307,3542900.333,55314,3,PI,1,100,4563
637333.461093,637333.461071,1673971830.263339,3542943.000,55314,3,PI,1,100,4566
637333.500997,637333.500975,1673971830.303242,3542981.667,55330,3,PI,1,100,4567
637333.540901,637333.540880,1673971830.343145,3543020.333,55330,3,PI,1,100,4564
637333.580806,637333.580784,1673971830.383048,3543059.000,55330,3,PI,1,100,4564
637333.620022,637333.620000,1673971830.422263,3543097.000,55346,2,PI,1,100,4566
637333.659238,637333.659216,1673971830.461478,3543135.000,55346,2,PI,1,100,4554
637333.699143,637333.699121,1673971830.501381,3543173.667,55362,3,PI,1,100,4559
637333.739047,637333.739025,1673971830.541285,3543212.333,55362,3,PI,1,100,4577
637333.778951,637333.778929,1673971830.581188,3543251.000,55362,3,PI,1,100,4564
637333.819715,637333.819694,1673971830.621951,3543290.500,55382,2,PI,1,100,4561
637333.860480,637333.860458,1673971830.662714,3543330.000,55382,2,PI,1,100,4564
637333.901416,637333.901394,1673971830.703649,3543369.667,55398,3,PI,1,100,4573
637333.942352,637333.942331,1673971830.744584,3543409.333,55398,3,PI,1,100,4564
637333.983289,637333.983267,1673971830.785519,3543449.000,55398,3,PI,1,100,4562
637334.022849,637334.022827,1673971830.825078,3543487.333,55416,3,PI,1,100,4564
637334.062409,637334.062387,1673971830.864638,3543525.667,55416,3,PI,1,100,4568
637334.101969,637334.101948,1673971830.904197,3543564.000,55416,3,PI,1,100,4560
637334.141186,637334.141164,1673971830.943412,3543602.000,55432,2,PI,1,100,4563
637334.180402,637334.180380,1673971830.982627,3543640.000,55432,2,PI,1,100,4567
637334.219618,637334.219597,1673971831.021842,3543678.000,55452,3,PI,1,100,4570
637334.258835,637334.258813,1673971831.061058,3543716.000,55452,3,PI,1,100,4563
637334.298051,637334.298029,1673971831.100273,3543754.000,55452,3,PI,1,100,4568
637334.338815,637334.338793,1673971831.141036,3543793.500,55469,2,PI,1,100,4564
637334.379579,637334.379558,1673971831.181799,3543833.000,55469,2,PI,1,100,4562
637334.419484,637334.419462,1673971831.221702,3543871.667,55486,3,PI,1,100,4565
637334.459388,637334.459366,1673971831.261605,3543910.333,55486,3,PI,1,100,4566
637334.499292,637334.499271,1673971831.301508,3543949.000,55486,3,PI,1,100,4565
637334.539197,637334.539175,1673971831.341412,3543987.667,55502,3,PI,1,100,4568
637334.579101,637334.579079,1673971831.381315,3544026.333,55502,3,PI,1,100,4560
637334.619005,637334.618983,1673971831.421218,3544065.000,55502,3,PI,1,100,4565
637334.658737,637334.658716,1673971831.460949,3544103.500,55518,2,PI,1,100,4559
637334.698470,637334.698448,1673971831.500680,3544142.000,55518,2,PI,1,100,4555
637334.738030,637334.738008,1673971831.540239,3544180.333,55537,3,PI,1,100,4570
637334.777590,637334.777569,1673971831.579798,3544218.667,55537,3,PI,1,100,4568
637334.817151,637334.817129,1673971831.619358,3544257.000,55537,3,PI,1,100,4566
637334.856711,637334.856689,1673971831.658917,3544295.333,55554,3,PI,1,100,4556
637334.896271,637334.896249,1673971831.698476,3544333.667,55554,3,PI,1,100,4563
637334.935831,637334.935810,1673971831.738035,3544372.000,55554,3,PI,1,100,4568
637334.976080,637334.976058,1673971831.778282,3544411.000,55570,2,PI,1,100,4566
637335.016328,637335.016306,1673971831.818530,3544450.000,55570,2,PI,1,100,4560
637335.055888,637335.055867,1673971831.858089,3544488.333,55589,3,PI,1,100,4572
637335.095449,637335.095427,1673971831.897648,3544526.667,55589,3,PI,1,100,4559
637335.135009,637335.134987,1673971831.937207,3544565.000,55589,3,PI,1,100,4569
637335.180933,637335.180911,1673971831.983130,3544609.500,55604,2,PI,1,100,4561
637335.226858,637335.226836,1673971832.029053,3544654.000,55604,2,PI,1,100,4565
637335.267794,637335.267772,1673971832.069988,3544693.667,55624,3,PI,1,100,4567
637335.308730,637335.308708,1673971832.110923,3544733.333,55624,3,PI,1,100,4562
637335.349666,637335.349645,1673971832.151858,3544773.000,55624,3,PI,1,100,4569
637335.390431,637335.390409,1673971832.192621,3544812.500,55641,2,PI,1,100,4562
637335.431195,637335.431173,1673971832.233385,3544852.000,55641,2,PI,1,100,4563
637335.471443,637335.471422,1673971832.273632,3544891.000,55658,3,PI,1,100,4557
637335.511692,637335.511670,1673971832.313879,3544930.000,55658,3,PI,1,100,4577
637335.551940,637335.551918,1673971832.354126,3544969.000,55658,3,PI,1,100,4563
637335.591156,637335.591134,1673971832.393341,3545007.000,55672,2,PI,1,100,4566
637335.630372,637335.630351,1673971832.432556,3545045.000,55672,2,PI,1,100,4565
637335.669933,637335.669911,1673971832.472116,3545083.333,55690,3,PI,1,100,4570
637335.709493,637335.709471,1673971832.511675,3545121.667,55690,3,PI,1,100,4565
637335.749053,637335.749032,1673971832.551234,3545160.000,55690,3,PI,1,100,4567
637335.788958,637335.788936,1673971832.591137,3545198.667,55709,3,PI,1,100,4565
637335.828862,637335.828840,1673971832.631040,3545237.333,55709,3,PI,1,100,4568
637335.868766,637335.868744,1673971832.670943,3545276.000,55709,3,PI,1,100,4565
637335.909014,637335.908993,1673971832.711190,3545315.000,55726,2,PI,1,100,4570
637335.949263,637335.949241,1673971832.751438,3545354.000,55726,2,PI,1,100,4559
637335.989167,637335.989145,1673971832.791341,3545392.667,55743,3,PI,1,100,4565
637336.029071,637336.029050,1673971832.831244,3545431.333,55743,3,PI,1,100,4564
637336.068976,637336.068954,1673971832.871147,3545470.000,55743,3,PI,1,100,4565
637336.108880,637336.108858,1673971832.911050,3545508.667,55760,3,PI,1,100,4554
637336.148784,637336.148762,1673971832.950953,3545547.333,55760,3,PI,1,100,4557
637336.188688,637336.188667,1673971832.990857,3545586.000,55760,3,PI,1,100,4577
637336.227389,637336.227367,1673971833.029556,3545623.500,55779,2,PI,1,100,4563
637336.266089,637336.266067,1673971833.068255,3545661.000,55779,2,PI,1,100,4559
637336.305649,637336.305628,1673971833.107814,3545699.333,55797,3,PI,1,100,4565
637336.345210,637336.345188,1673971833.147373,3545737.667,55797,3,PI,1,100,4571
637336.384770,637336.384748,1673971833.186933,3545776.000,55797,3,PI,1,100,4566
637336.425018,637336.424996,1673971833.227180,3545815.000,55813,2,PI,1,100,4565
637336.465266,637336.465245,1673971833.267427,3545854.000,55813,2,PI,1,100,4561
637336.505171,637336.505149,1673971833.307330,3545892.667,55829,3,PI,1,100,4571
637336.545075,637336.545053,1673971833.347233,3545931.333,55829,3,PI,1,100,4561
637336.584979,637336.584958,1673971833.387136,3545970.000,55829,3,PI,1,100,4563
637336.624884,637336.624862,1673971833.427039,3546008.667,55845,3,PI,1,100,4568
637336.664788,637336.664766,1673971833.466943,3546047.333,55845,3,PI,1,100,4565
637336.704692,637336.704670,1673971833.506846,3546086.000,55845,3,PI,1,100,4561
637336.744424,637336.744403,1673971833.546577,3546124.500,55862,2,PI,1,100,4566
637336.784157,637336.784135,1673971833.586308,3546163.000,55862,2,PI,1,100,4563
637336.824061,637336.824039,1673971833.626211,3546201.667,55881,3,PI,1,100,4555
637336.863965,637336.863944,1673971833.666114,3546240.333,55881,3,PI,1,100,4574
637336.903870,637336.903848,1673971833.706017,3546279.000,55881,3,PI,1,100,4565
637336.950826,637336.950804,1673971833.752972,3546324.500,55898,2,PI,1,100,4566
637336.997782,637336.997760,1673971833.799927,3546370.000,55898,2,PI,1,100,4555
637337.036999,637337.036977,1673971833.839143,3546408.000,55915,3,PI,1,100,4567
637337.076215,637337.076193,1673971833.878358,3546446.000,55915,3,PI,1,100,4571
637337.115431,637337.115409,1673971833.917573,3546484.000,55915,3,PI,1,100,4572
637337.155335,637337.155314,1673971833.957476,3546522.667,55935,3,PI,1,100,4563
637337.195240,637337.195218,1673971833.997379,3546561.333,55935,3,PI,1,100,4565
637337.235144,637337.235122,1673971834.037282,3546600.000,55935,3,PI,1,100,4558
637337.274979,637337.274958,1673971834.077117,3546638.600,55958,5,PI,1,100,4558
637337.314815,637337.314793,1673971834.116951,3546677.200,55958,5,PI,1,100,4568
637337.354650,637337.354629,1673971834.156785,3546715.800,55958,5,PI,1,100,4567
637337.394486,637337.394464,1673971834.196620,3546754.400,55958,5,PI,1,100,4567
637337.434321,637337.434300,1673971834.236454,3546793.000,55958,5,PI,1,100,4564
637337.474226,637337.474204,1673971834.276357,3546831.667,55974,3,PI,1,100,4570
637337.514130,637337.514108,1673971834.316261,3546870.333,55974,3,PI,1,100,4561
637337.554034,637337.554012,1673971834.356164,3546909.000,55974,3,PI,1,100,4570
637337.593939,637337.593917,1673971834.396067,3546947.667,55991,3,PI,1,100,4565
637337.633843,637337.633821,1673971834.435970,3546986.333,55991,3,PI,1,100,4577
637337.673747,637337.673725,1673971834.475873,3547025.000,55991,3,PI,1,100,4561
637337.712447,637337.712426,1673971834.514572,3547062.500,56009,2,PI,1,100,4565
637337.751148,637337.751126,1673971834.553272,3547100.000,56009,2,PI,1,100,4564
637337.791740,637337.791718,1673971834.593863,3547139.333,56026,3,PI,1,100,4571
637337.832332,637337.832310,1673971834.634454,3547178.667,56026,3,PI,1,100,4569
637337.872925,637337.872903,1673971834.675045,3547218.000,56026,3,PI,1,100,4564
637337.913689,637337.913667,1673971834.715808,3547257.500,56042,2,PI,1,100,4561
637337.954453,637337.954431,1673971834.756571,3547297.000,56042,2,PI,1,100,4561
637337.994357,637337.994336,1673971834.796474,3547335.667,56060,3,PI,1,100,4568
637338.034262,637338.034240,1673971834.836377,3547374.333,56060,3,PI,1,100,4566
637338.074166,637338.074144,1673971834.876281,3547413.000,56060,3,PI,1,100,4562
637338.114070,637338.114049,1673971834.916184,3547451.667,56077,3,PI,1,100,4564
637338.153975,637338.153953,1673971834.956087,3547490.333,56077,3,PI,1,100,4563
