LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SF
637297.769115,637297.769094,1673971794.572376,3508358.000,49617,1,SF,1,100,0.0000
637298.105550,637298.105529,1673971794.908801,3508684.000,49665,1,SF,1,100,0.0000
637298.437856,637298.437835,1673971795.241097,3509006.000,49721,1,SF,1,100,0.0000
637298.769131,637298.769109,1673971795.572362,3509327.000,49772,1,SF,1,100,0.0000
637299.166453,637299.166432,1673971795.969674,3509712.000,49839,1,SF,1,100,0.0000
637299.499792,637299.499771,1673971796.303003,3510035.000,49893,1,SF,1,100,0.0000
637299.762954,637299.762933,1673971796.566157,3510290.000,49944,1,SF,1,100,0.0000
637300.095260,637300.095239,1673971796.898454,3510612.000,49994,1,SF,1,100,0.0000
637300.495679,637300.495658,1673971797.298862,3511000.000,50053,1,SF,1,100,0.0000
637300.759873,637300.759852,1673971797.563048,3511256.000,50107,1,SF,1,100,0.0000
637301.095275,637301.095254,1673971797.898441,3511581.000,50155,1,SF,1,100,0.0000
637301.426550,637301.426529,1673971798.229706,3511902.000,50209,1,SF,1,100,0.0000
637301.758856,637301.758835,1673971798.562003,3512224.000,50262,1,SF,1,100,0.0000
637302.093227,637302.093205,1673971798.896364,3512548.000,50312,1,SF,1,100,0.0000
637302.424501,637302.424480,1673971799.227629,3512869.000,50366,1,SF,1,100,0.0000
637302.831112,637302.831091,1673971799.634228,3513263.000,50434,1,SF,1,100,0.0000
637303.162386,637303.162365,1673971799.965493,3513584.000,50485,1,SF,1,100,0.0000
637303.430708,637303.430687,1673971800.233808,3513844.000,50538,1,SF,1,100,0.0000
637303.764047,637303.764025,1673971800.567137,3514167.000,50590,1,SF,1,100,0.0000
637304.162402,637304.162380,1673971800.965480,3514553.000,50624,1,SF,1,100,0.0000
637304.559724,637304.559703,1673971801.362792,3514938.000,50663,1,SF,1,100,0.0000
637304.759934,637304.759913,1673971801.562995,3515132.000,50698,1,SF,1,100,0.0000
637305.100496,637305.100475,1673971801.903548,3515462.000,50749,1,SF,1,100,0.0000
637305.430739,637305.430717,1673971802.233781,3515782.000,50802,1,SF,1,100,0.0000
637305.833222,637305.833200,1673971802.636253,3516172.000,50861,1,SF,1,100,0.0000
637306.164496,637306.164475,1673971802.967518,3516493.000,50913,1,SF,1,100,0.0000
637306.428690,637306.428669,1673971803.231704,3516749.000,50965,1,SF,1,100,0.0000
637306.827045,637306.827023,1673971803.630048,3517135.000,51018,1,SF,1,100,0.0000
637307.097431,637307.097409,1673971803.900426,3517397.000,51067,1,SF,1,100,0.0000
637307.427673,637307.427652,1673971804.230659,3517717.000,51120,1,SF,1,100,0.0000
637307.759979,637307.759958,1673971804.562956,3518039.000,51174,1,SF,1,100,0.0000
637308.091254,637308.091233,1673971804.894221,3518360.000,51222,1,SF,1,100,0.0000
637308.488577,637308.488555,1673971805.291532,3518745.000,51292,1,SF,1,100,0.0000
637308.820883,637308.820862,1673971805.623829,3519067.000,51346,1,SF,1,100,0.0000
637309.086109,637309.086088,1673971805.889048,3519324.000,51394,1,SF,1,100,0.0000
637309.418415,637309.418394,1673971806.221345,3519646.000,51449,1,SF,1,100,0.0000
637309.752786,637309.752764,1673971806.555706,3519970.000,51499,1,SF,1,100,0.0000
637310.150109,637310.150087,1673971806.953017,3520355.000,51568,1,SF,1,100,0.0000
637310.481383,637310.481362,1673971807.284282,3520676.000,51620,1,SF,1,100,0.0000
637310.813689,637310.813668,1673971807.616579,3520998.000,51673,1,SF,1,100,0.0000
637311.080979,637311.080958,1673971807.883861,3521257.000,51711,1,SF,1,100,0.0000
637311.413286,637311.413264,1673971808.216158,3521579.000,51766,1,SF,1,100,0.0000
637311.747656,637311.747635,1673971808.550519,3521903.000,51818,1,SF,1,100,0.0000
637312.082027,637312.082005,1673971808.884880,3522227.000,51866,1,SF,1,100,0.0000
637312.481414,637312.481392,1673971809.284256,3522614.000,51936,1,SF,1,100,0.0000
637312.815784,637312.815762,1673971809.618617,3522938.000,51990,1,SF,1,100,0.0000
637313.078946,637313.078924,1673971809.881771,3523193.000,52038,1,SF,1,100,0.0000
637313.415380,637313.415359,1673971810.218196,3523519.000,52092,1,SF,1,100,0.0000
637313.747687,637313.747665,1673971810.550493,3523841.000,52145,1,SF,1,100,0.0000
637314.148106,637314.148084,1673971810.950900,3524229.000,52212,1,SF,1,100,0.0000
637314.479380,637314.479358,1673971811.282165,3524550.000,52264,1,SF,1,100,0.0000
637314.746670,637314.746648,1673971811.549448,3524809.000,52317,1,SF,1,100,0.0000
637315.081040,637315.081019,1673971811.883808,3525133.000,52366,1,SF,1,100,0.0000
637315.412315,637315.412293,1673971812.215073,3525454.000,52419,1,SF,1,100,0.0000
637315.748749,637315.748728,1673971812.551498,3525780.000,52473,1,SF,1,100,0.0000
637316.146072,637316.146050,1673971812.948810,3526165.000,52540,1,SF,1,100,0.0000
637316.411298,637316.411276,1673971813.214028,3526422.000,52566,1,SF,1,100,0.0000
637316.808621,637316.808599,1673971813.611340,3526807.000,52635,1,SF,1,100,0.0000
637317.139895,637317.139874,1673971813.942605,3527128.000,52685,1,SF,1,100,0.0000
637317.471169,637317.471148,1673971814.273870,3527449.000,52739,1,SF,1,100,0.0000
637317.803476,637317.803454,1673971814.606167,3527771.000,52790,1,SF,1,100,0.0000
637318.134750,637318.134729,1673971814.937432,3528092.000,52843,1,SF,1,100,0.0000
637318.401008,637318.400987,1673971815.203682,3528350.000,52894,1,SF,1,100,0.0000
637318.734347,637318.734325,1673971815.537011,3528673.000,52944,1,SF,1,100,0.0000
637319.066653,637319.066631,1673971815.869308,3528995.000,52996,1,SF,1,100,0.0000
637319.465008,637319.464986,1673971816.267652,3529381.000,53066,1,SF,1,100,0.0000
637319.796282,637319.796261,1673971816.598917,3529702.000,53118,1,SF,1,100,0.0000
637320.128589,637320.128567,1673971816.931213,3530024.000,53170,1,SF,1,100,0.0000
637320.463991,637320.463970,1673971817.266606,3530349.000,53222,1,SF,1,100,0.0000
637320.727153,637320.727131,1673971817.529761,3530604.000,53275,1,SF,1,100,0.0000
637321.062555,637321.062534,1673971817.865154,3530929.000,53324,1,SF,1,100,0.0000
637321.394862,637321.394840,1673971818.197450,3531251.000,53378,1,SF,1,100,0.0000
637321.730264,637321.730243,1673971818.532843,3531576.000,53417,1,SF,1,100,0.0000
637322.128619,637322.128598,1673971818.931187,3531962.000,53487,1,SF,1,100,0.0000
637322.461957,637322.461936,1673971819.264516,3532285.000,53538,1,SF,1,100,0.0000
637322.729247,637322.729226,1673971819.531798,3532544.000,53592,1,SF,1,100,0.0000
637323.059490,637323.059468,1673971819.862031,3532864.000,53640,1,SF,1,100,0.0000
637323.395924,637323.395903,1673971820.198456,3533190.000,53695,1,SF,1,100,0.0000
637323.728231,637323.728209,1673971820.530753,3533512.000,53747,1,SF,1,100,0.0000
637324.129682,637324.129660,1673971820.932193,3533901.000,53814,1,SF,1,100,0.0000
637324.459924,637324.459902,1673971821.262425,3534221.000,53866,1,SF,1,100,0.0000
637324.727214,637324.727192,1673971821.529708,3534480.000,53919,1,SF,1,100,0.0000
637325.061584,637325.061563,1673971821.864069,3534804.000,53968,1,SF,1,100,0.0000
637325.392859,637325.392837,1673971822.195334,3535125.000,54022,1,SF,1,100,0.0000
637325.724133,637325.724111,1673971822.526599,3535446.000,54072,1,SF,1,100,0.0000
637326.123520,637326.123498,1673971822.925974,3535833.000,54142,1,SF,1,100,0.0000
637326.456858,637326.456837,1673971823.259303,3536156.000,54193,1,SF,1,100,0.0000
637326.920230,637326.920208,1673971823.722661,3536605.000,54252,1,SF,1,100,0.0000
637327.054391,637327.054369,1673971823.856818,3536735.000,54270,1,SF,1,100,0.0000
637327.450681,637327.450660,1673971824.253098,3537119.000,54340,1,SF,1,100,0.0000
637327.780924,637327.780902,1673971824.583331,3537439.000,54388,1,SF,1,100,0.0000
637328.050278,637328.050256,1673971824.852677,3537700.000,54442,1,SF,1,100,0.0000
637328.383616,637328.383595,1673971825.186006,3538023.000,54495,1,SF,1,100,0.0000
637328.714891,637328.714869,1673971825.517271,3538344.000,54548,1,SF,1,100,0.0000
637329.047197,637329.047175,1673971825.849568,3538666.000,54597,1,SF,1,100,0.0000
637329.381567,637329.381546,1673971826.183929,3538990.000,54651,1,SF,1,100,0.0000
637329.779922,637329.779901,1673971826.582273,3539376.000,54719,1,SF,1,100,0.0000
637330.112229,637330.112207,1673971826.914570,3539698.000,54771,1,SF,1,100,0.0000
637330.447631,637330.447609,1673971827.249962,3540023.000,54823,1,SF,1,100,0.0000
637330.710793,637330.710771,1673971827.513117,3540278.000,54876,1,SF,1,100,0.0000
637331.050323,637331.050302,1673971827.852638,3540607.000,54925,1,SF,1,100,0.0000
637331.380566,637331.380544,1673971828.182871,3540927.000,54978,1,SF,1,100,0.0000
637331.783049,637331.783027,1673971828.585342,3541317.000,55046,1,SF,1,100,0.0000
637332.180372,637332.180350,1673971828.982654,3541702.000,55104,1,SF,1,100,0.0000
637332.380581,637332.380559,1673971829.182858,3541896.000,55141,1,SF,1,100,0.0000
637332.715983,637332.715962,1673971829.518250,3542221.000,55189,1,SF,1,100,0.0000
637333.047258,637333.047236,1673971829.849515,3542542.000,55243,1,SF,1,100,0.0000
637333.448709,637333.448687,1673971830.250955,3542931.000,55313,1,SF,1,100,0.0000
637333.778951,637333.778929,1673971830.581188,3543251.000,55361,1,SF,1,100,0.0000
637334.048305,637334.048283,1673971830.850534,3543512.000,55415,1,SF,1,100,0.0000
637334.379579,637334.379558,1673971831.181799,3543833.000,55468,1,SF,1,100,0.0000
637334.710854,637334.710832,1673971831.513064,3544154.000,55517,1,SF,1,100,0.0000
637335.107145,637335.107123,1673971831.909343,3544538.000,55588,1,SF,1,100,0.0000
637335.444611,637335.444589,1673971832.246800,3544865.000,55640,1,SF,1,100,0.0000
637335.709837,637335.709815,1673971832.512019,3545122.000,55689,1,SF,1,100,0.0000
637336.041111,637336.041090,1673971832.843284,3545443.000,55742,1,SF,1,100,0.0000
637336.372386,637336.372364,1673971833.174549,3545764.000,55796,1,SF,1,100,0.0000
637336.704692,637336.704670,1673971833.506846,3546086.000,55844,1,SF,1,100,0.0000
637337.102015,637337.101993,1673971833.904157,3546471.000,55914,1,SF,1,100,0.0000
637337.434321,637337.434300,1673971834.236454,3546793.000,55957,1,SF,1,100,0.0000
637337.764564,637337.764542,1673971834.566687,3547113.000,56008,1,SF,1,100,0.0000
637338.033918,637338.033896,1673971834.836034,3547374.000,56059,1,SF,1,100,0.0000
637338.366224,637338.366202,1673971835.168330,3547696.000,56112,1,SF,1,100,0.0000
637338.701627,637338.701605,1673971835.503723,3548021.000,56161,1,SF,1,100,0.0000
637339.033933,637339.033911,1673971835.836020,3548343.000,56214,1,SF,1,100,0.0000
637339.435384,637339.435362,1673971836.237460,3548732.000,56284,1,SF,1,100,0.0000
637339.700610,637339.700588,1673971836.502678,3548989.000,56333,1,SF,1,100,0.0000
637340.036012,637340.035990,1673971836.838071,3549314.000,56386,1,SF,1,100,0.0000
637340.372447,637340.372425,1673971837.174496,3549640.000,56440,1,SF,1,100,0.0000
637340.699593,637340.699571,1673971837.501633,3549957.000,56488,1,SF,1,100,0.0000
637341.102076,637341.102054,1673971837.904104,3550347.000,56558,1,SF,1,100,0.0000
637341.366270,637341.366248,1673971838.168291,3550603.000,56595,1,SF,1,100,0.0000
637341.768753,637341.768731,1673971838.570762,3550993.000,56663,1,SF,1,100,0.0000
637342.033979,637342.033957,1673971838.835981,3551250.000,56714,1,SF,1,100,0.0000
637342.371445,637342.371423,1673971839.173437,3551577.000,56767,1,SF,1,100,0.0000
637342.706847,637342.706826,1673971839.508830,3551902.000,56807,1,SF,1,100,0.0000
637343.038122,637343.038100,1673971839.840095,3552223.000,56860,1,SF,1,100,0.0000
637343.371460,637343.371438,1673971840.173424,3552546.000,56915,1,SF,1,100,0.0000
637343.704799,637343.704777,1673971840.506753,3552869.000,56964,1,SF,1,100,0.0000
637344.101090,637344.101068,1673971840.903033,3553253.000,57034,1,SF,1,100,0.0000
637344.431332,637344.431310,1673971841.233266,3553573.000,57087,1,SF,1,100,0.0000
637344.767766,637344.767744,1673971841.569691,3553899.000,57139,1,SF,1,100,0.0000
637345.031960,637345.031938,1673971841.833877,3554155.000,57188,1,SF,1,100,0.0000
637345.363235,637345.363213,1673971842.165142,3554476.000,57243,1,SF,1,100,0.0000
637345.693477,637345.693455,1673971842.495375,3554796.000,57292,1,SF,1,100,0.0000
637346.025783,637346.025761,1673971842.827672,3555118.000,57343,1,SF,1,100,0.0000
637346.357058,637346.357036,1673971843.158937,3555439.000,57399,1,SF,1,100,0.0000
637346.689364,637346.689342,1673971843.491234,3555761.000,57447,1,SF,1,100,0.0000
637347.090815,637347.090793,1673971843.892673,3556150.000,57517,1,SF,1,100,0.0000
637347.423121,637347.423100,1673971844.224970,3556472.000,57571,1,SF,1,100,0.0000
637347.689379,637347.689357,1673971844.491221,3556730.000,57619,1,SF,1,100,0.0000
637348.020654,637348.020632,1673971844.822486,3557051.000,57662,1,SF,1,100,0.0000
637348.417977,637348.417955,1673971845.219797,3557436.000,57717,1,SF,1,100,0.0000
637348.754411,637348.754389,1673971845.556222,3557762.000,57771,1,SF,1,100,0.0000
637349.018605,637349.018583,1673971845.820408,3558018.000,57819,1,SF,1,100,0.0000
637349.356071,637349.356049,1673971846.157865,3558345.000,57873,1,SF,1,100,0.0000
637349.688378,637349.688356,1673971846.490162,3558667.000,57923,1,SF,1,100,0.0000
637350.089829,637350.089807,1673971846.891602,3559056.000,57993,1,SF,1,100,0.0000
637350.421103,637350.421081,1673971847.222867,3559377.000,58045,1,SF,1,100,0.0000
637350.685297,637350.685275,1673971847.487053,3559633.000,58095,1,SF,1,100,0.0000
637351.021731,637351.021709,1673971847.823478,3559959.000,58147,1,SF,1,100,0.0000
637351.350942,637351.350920,1673971848.152679,3560278.000,58200,1,SF,1,100,0.0000
637351.688408,637351.688386,1673971848.490136,3560605.000,58251,1,SF,1,100,0.0000
637352.084699,637352.084677,1673971848.886415,3560989.000,58321,1,SF,1,100,0.0000
637352.421134,637352.421111,1673971849.222840,3561315.000,58372,1,SF,1,100,0.0000
637352.686359,637352.686337,1673971849.488059,3561572.000,58423,1,SF,1,100,0.0000
637353.017634,637353.017612,1673971849.819324,3561893.000,58474,1,SF,1,100,0.0000
637353.417021,637353.416999,1673971850.218699,3562280.000,58534,1,SF,1,100,0.0000
637353.750359,637353.750337,1673971850.552028,3562603.000,58586,1,SF,1,100,0.0000
637354.081633,637354.081611,1673971850.883293,3562924.000,58638,1,SF,1,100,0.0000
637354.346859,637354.346837,1673971851.148511,3563181.000,58690,1,SF,1,100,0.0000
637354.678134,637354.678112,1673971851.479776,3563502.000,58739,1,SF,1,100,0.0000
637355.011472,637355.011450,1673971851.813105,3563825.000,58792,1,SF,1,100,0.0000
637355.408795,637355.408773,1673971852.210417,3564210.000,58862,1,SF,1,100,0.0000
637355.741101,637355.741079,1673971852.542714,3564532.000,58910,1,SF,1,100,0.0000
637356.006327,637356.006305,1673971852.807932,3564789.000,58964,1,SF,1,100,0.0000
637356.406746,637356.406724,1673971853.208340,3565177.000,59017,1,SF,1,100,0.0000
637356.673004,637356.672982,1673971853.474590,3565435.000,59068,1,SF,1,100,0.0000
637357.004279,637357.004256,1673971853.805855,3565756.000,59119,1,SF,1,100,0.0000
637357.334521,637357.334499,1673971854.136088,3566076.000,59173,1,SF,1,100,0.0000
637357.735972,637357.735950,1673971854.537528,3566465.000,59238,1,SF,1,100,0.0000
637358.069310,637358.069288,1673971854.870857,3566788.000,59293,1,SF,1,100,0.0000
637358.334536,637358.334514,1673971855.136075,3567045.000,59342,1,SF,1,100,0.0000
637358.668907,637358.668884,1673971855.470436,3567369.000,59384,1,SF,1,100,0.0000
637359.000181,637359.000159,1673971855.801701,3567690.000,59436,1,SF,1,100,0.0000
637359.336615,637359.336593,1673971856.138125,3568016.000,59489,1,SF,1,100,0.0000
637359.732906,637359.732884,1673971856.534405,3568400.000,59554,1,SF,1,100,0.0000
637360.003292,637360.003270,1673971856.804783,3568662.000,59591,1,SF,1,100,0.0000
637360.400615,637360.400593,1673971857.202095,3569047.000,59662,1,SF,1,100,0.0000
637360.734985,637360.734963,1673971857.536456,3569371.000,59712,1,SF,1,100,0.0000
637361.002275,637361.002253,1673971857.803738,3569630.000,59763,1,SF,1,100,0.0000
637361.333550,637361.333528,1673971858.135003,3569951.000,59819,1,SF,1,100,0.0000
637361.667920,637361.667898,1673971858.469364,3570275.000,59867,1,SF,1,100,0.0000
637361.999195,637361.999172,1673971858.800629,3570596.000,59919,1,SF,1,100,0.0000
637362.401677,637362.401655,1673971859.203100,3570986.000,59989,1,SF,1,100,0.0000
637362.664839,637362.664817,1673971859.466255,3571241.000,60039,1,SF,1,100,0.0000
637363.064226,637363.064204,1673971859.865630,3571628.000,60093,1,SF,1,100,0.0000
637363.394469,637363.394446,1673971860.195863,3571948.000,60146,1,SF,1,100,0.0000
637363.661759,637363.661736,1673971860.463146,3572207.000,60195,1,SF,1,100,0.0000
637363.989937,637363.989915,1673971860.791315,3572525.000,60237,1,SF,1,100,0.0000
637364.322243,637364.322221,1673971861.123612,3572847.000,60291,1,SF,1,100,0.0000
637364.653518,637364.653495,1673971861.454877,3573168.000,60339,1,SF,1,100,0.0000
637364.986856,637364.986834,1673971861.788206,3573491.000,60393,1,SF,1,100,0.0000
637365.387275,637365.387253,1673971862.188613,3573879.000,60463,1,SF,1,100,0.0000
637365.719581,637365.719559,1673971862.520910,3574201.000,60511,1,SF,1,100,0.0000
637365.984807,637365.984785,1673971862.786129,3574458.000,60565,1,SF,1,100,0.0000
637366.318146,637366.318123,1673971863.119457,3574781.000,60618,1,SF,1,100,0.0000
637366.649420,637366.649398,1673971863.450722,3575102.000,60667,1,SF,1,100,0.0000
637367.051903,637367.051881,1673971863.853194,3575492.000,60737,1,SF,1,100,0.0000
637367.382145,637367.382123,1673971864.183427,3575812.000,60790,1,SF,1,100,0.0000
637367.649435,637367.649413,1673971864.450709,3576071.000,60839,1,SF,1,100,0.0000
637367.981742,637367.981719,1673971864.783006,3576393.000,60892,1,SF,1,100,0.0000
637368.317144,637368.317122,1673971865.118399,3576718.000,60946,1,SF,1,100,0.0000
637368.718595,637368.718573,1673971865.519839,3577107.000,61011,1,SF,1,100,0.0000
637369.120046,637369.120024,1673971865.921278,3577496.000,61070,1,SF,1,100,0.0000
637369.386304,637369.386282,1673971866.187528,3577754.000,61107,1,SF,1,100,0.0000
637369.649466,637369.649443,1673971866.450683,3578009.000,61155,1,SF,1,100,0.0000
637369.985900,637369.985878,1673971866.787108,3578335.000,61209,1,SF,1,100,0.0000
637370.318207,637370.318184,1673971867.119405,3578657.000,61262,1,SF,1,100,0.0000
637370.719657,637370.719635,1673971867.520844,3579046.000,61330,1,SF,1,100,0.0000
637371.048868,637371.048845,1673971867.850045,3579365.000,61382,1,SF,1,100,0.0000
637371.385302,637371.385280,1673971868.186470,3579691.000,61434,1,SF,1,100,0.0000
637371.650528,637371.650506,1673971868.451688,3579948.000,61483,1,SF,1,100,0.0000
637371.981803,637371.981780,1673971868.782953,3580269.000,61536,1,SF,1,100,0.0000
637372.313077,637372.313055,1673971869.114218,3580590.000,61587,1,SF,1,100,0.0000
637372.644351,637372.644329,1673971869.445483,3580911.000,61638,1,SF,1,100,0.0000
637373.047866,637373.047844,1673971869.848987,3581302.000,61708,1,SF,1,100,0.0000
637373.378109,637373.378086,1673971870.179220,3581622.000,61762,1,SF,1,100,0.0000
637373.645399,637373.645376,1673971870.446502,3581881.000,61810,1,SF,1,100,0.0000
637373.973577,637373.973555,1673971870.774671,3582199.000,61864,1,SF,1,100,0.0000
637374.440044,637374.440022,1673971871.241125,3582651.000,61923,1,SF,1,100,0.0000
637374.638190,637374.638167,1673971871.439265,3582843.000,61955,1,SF,1,100,0.0000
637374.971528,637374.971506,1673971871.772594,3583166.000,62008,1,SF,1,100,0.0000
637375.371947,637375.371925,1673971872.173001,3583554.000,62078,1,SF,1,100,0.0000
637375.637173,637375.637151,1673971872.438220,3583811.000,62127,1,SF,1,100,0.0000
637375.971543,637375.971521,1673971872.772581,3584135.000,62180,1,SF,1,100,0.0000
637376.303850,637376.303827,1673971873.104877,3584457.000,62231,1,SF,1,100,0.0000
637376.635124,637376.635102,1673971873.436142,3584778.000,62282,1,SF,1,100,0.0000
637376.971559,637376.971536,1673971873.772568,3585104.000,62336,1,SF,1,100,0.0000
637377.300769,637377.300746,1673971874.101768,3585423.000,62389,1,SF,1,100,0.0000
637377.706348,637377.706325,1673971874.507336,3585816.000,62454,1,SF,1,100,0.0000
637377.970542,637377.970519,1673971874.771522,3586072.000,62508,1,SF,1,100,0.0000
637378.305944,637378.305922,1673971875.106915,3586397.000,62561,1,SF,1,100,0.0000
637378.637219,637378.637196,1673971875.438180,3586718.000,62610,1,SF,1,100,0.0000
637378.968493,637378.968470,1673971875.769445,3587039.000,62663,1,SF,1,100,0.0000
637379.368912,637379.368889,1673971876.169852,3587427.000,62733,1,SF,1,100,0.0000
637379.702250,637379.702228,1673971876.503181,3587750.000,62771,1,SF,1,100,0.0000
637380.038685,637380.038662,1673971876.839606,3588076.000,62826,1,SF,1,100,0.0000
637380.368927,637380.368905,1673971877.169839,3588396.000,62878,1,SF,1,100,0.0000
637380.705361,637380.705339,1673971877.506264,3588722.000,62928,1,SF,1,100,0.0000
637381.036636,637381.036613,1673971877.837529,3589043.000,62982,1,SF,1,100,0.0000
637381.301862,637381.301839,1673971878.102747,3589300.000,63035,1,SF,1,100,0.0000
637381.633136,637381.633114,1673971878.434012,3589621.000,63084,1,SF,1,100,0.0000
637381.967507,637381.967484,1673971878.768373,3589945.000,63137,1,SF,1,100,0.0000
637382.298781,637382.298758,1673971879.099638,3590266.000,63191,1,SF,1,100,0.0000
637382.630055,637382.630033,1673971879.430903,3590587.000,63239,1,SF,1,100,0.0000
637383.027378,637383.027356,1673971879.828215,3590972.000,63310,1,SF,1,100,0.0000
637383.359685,637383.359662,1673971880.160512,3591294.000,63363,1,SF,1,100,0.0000
637383.626975,637383.626952,1673971880.427794,3591553.000,63411,1,SF,1,100,0.0000
637384.023265,637384.023243,1673971880.824074,3591937.000,63465,1,SF,1,100,0.0000
637384.288491,637384.288469,1673971881.089292,3592194.000,63504,1,SF,1,100,0.0000
637384.689942,637384.689920,1673971881.490732,3592583.000,63569,1,SF,1,100,0.0000
637384.955168,637384.955146,1673971881.755950,3592840.000,63611,1,SF,1,100,0.0000
637385.289539,637385.289516,1673971882.090311,3593164.000,63663,1,SF,1,100,0.0000
637385.621845,637385.621822,1673971882.422608,3593486.000,63715,1,SF,1,100,0.0000
637385.956215,637385.956193,1673971882.756969,3593810.000,63766,1,SF,1,100,0.0000
637386.354570,637386.354548,1673971883.155312,3594196.000,63836,1,SF,1,100,0.0000
637386.620828,637386.620806,1673971883.421563,3594454.000,63887,1,SF,1,100,0.0000
637386.957263,637386.957240,1673971883.757987,3594780.000,63938,1,SF,1,100,0.0000
637387.286473,637387.286450,1673971884.087188,3595099.000,63993,1,SF,1,100,0.0000
637387.622907,637387.622885,1673971884.423613,3595425.000,64042,1,SF,1,100,0.0000
637388.020230,637388.020208,1673971884.820925,3595810.000,64112,1,SF,1,100,0.0000
637388.356665,637388.356642,1673971885.157350,3596136.000,64164,1,SF,1,100,0.0000
637388.621891,637388.621868,1673971885.422568,3596393.000,64214,1,SF,1,100,0.0000
637388.956261,637388.956238,1673971885.756929,3596717.000,64266,1,SF,1,100,0.0000
637389.291663,637389.291641,1673971886.092322,3597042.000,64317,1,SF,1,100,0.0000
637389.622938,637389.622915,1673971886.423587,3597363.000,64370,1,SF,1,100,0.0000
637390.023357,637390.023334,1673971886.823994,3597751.000,64440,1,SF,1,100,0.0000
637390.289615,637390.289592,1673971887.090245,3598009.000,64465,1,SF,1,100,0.0000
637390.619857,637390.619834,1673971887.420478,3598329.000,64513,1,SF,1,100,0.0000
637390.950099,637390.950077,1673971887.750711,3598649.000,64567,1,SF,1,100,0.0000
637391.350518,637391.350496,1673971888.151118,3599037.000,64637,1,SF,1,100,0.0000
637391.678697,637391.678674,1673971888.479287,3599355.000,64685,1,SF,1,100,0.0000
637391.945987,637391.945964,1673971888.746570,3599614.000,64739,1,SF,1,100,0.0000
637392.277261,637392.277238,1673971889.077835,3599935.000,64789,1,SF,1,100,0.0000
637392.608535,637392.608513,1673971889.409100,3600256.000,64841,1,SF,1,100,0.0000
637392.939810,637392.939787,1673971889.740365,3600577.000,64894,1,SF,1,100,0.0000
