LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AY
637288.703962,637288.703941,1673971785.507480,3499574.000,48164,3,AY,1,100,-0.072
637288.744726,637288.744705,1673971785.548243,3499613.500,48180,2,AY,1,100,-0.072
637288.785491,637288.785470,1673971785.589006,3499653.000,48180,2,AY,1,100,-0.069
637288.825395,637288.825374,1673971785.628910,3499691.667,48197,3,AY,1,100,-0.072
637288.865299,637288.865278,1673971785.668813,3499730.333,48197,3,AY,1,100,-0.070
637288.905203,637288.905182,1673971785.708716,3499769.000,48197,3,AY,1,100,-0.072
637288.952160,637288.952139,1673971785.755671,3499814.500,48213,2,AY,1,100,-0.073
637288.999116,637288.999095,1673971785.802626,3499860.000,48213,2,AY,1,100,-0.071
637289.038676,637289.038655,1673971785.842185,3499898.333,48231,3,AY,1,100,-0.070
637289.078237,637289.078216,1673971785.881744,3499936.667,48231,3,AY,1,100,-0.071
637289.117797,637289.117776,1673971785.921303,3499975.000,48231,3,AY,1,100,-0.070
637289.157701,637289.157680,1673971785.961206,3500013.667,48250,3,AY,1,100,-0.070
637289.197606,637289.197585,1673971786.001110,3500052.333,48250,3,AY,1,100,-0.070
637289.237510,637289.237489,1673971786.041013,3500091.000,48250,3,AY,1,100,-0.071
637289.277242,637289.277221,1673971786.080744,3500129.500,48267,2,AY,1,100,-0.073
637289.316974,637289.316953,1673971786.120475,3500168.000,48267,2,AY,1,100,-0.072
637289.356879,637289.356858,1673971786.160378,3500206.667,48283,3,AY,1,100,-0.071
637289.396783,637289.396762,1673971786.200281,3500245.333,48283,3,AY,1,100,-0.071
637289.436687,637289.436666,1673971786.240185,3500284.000,48283,3,AY,1,100,-0.072
637289.476936,637289.476915,1673971786.280432,3500323.000,48301,2,AY,1,100,-0.071
637289.517184,637289.517163,1673971786.320679,3500362.000,48301,2,AY,1,100,-0.068
637289.557088,637289.557067,1673971786.360582,3500400.667,48317,3,AY,1,100,-0.070
637289.596992,637289.596971,1673971786.400485,3500439.333,48317,3,AY,1,100,-0.071
637289.636897,637289.636876,1673971786.440388,3500478.000,48317,3,AY,1,100,-0.073
637289.675769,637289.675748,1673971786.479259,3500515.667,48335,3,AY,1,100,-0.070
637289.714641,637289.714620,1673971786.518131,3500553.333,48335,3,AY,1,100,-0.072
637289.753514,637289.753493,1673971786.557002,3500591.000,48335,3,AY,1,100,-0.071
637289.793504,637289.793483,1673971786.596991,3500629.750,48357,4,AY,1,100,-0.070
637289.833494,637289.833473,1673971786.636980,3500668.500,48357,4,AY,1,100,-0.073
637289.873484,637289.873463,1673971786.676969,3500707.250,48357,4,AY,1,100,-0.070
637289.913475,637289.913454,1673971786.716959,3500746.000,48357,4,AY,1,100,-0.070
637289.953207,637289.953186,1673971786.756690,3500784.500,48372,2,AY,1,100,-0.071
637289.992939,637289.992918,1673971786.796421,3500823.000,48372,2,AY,1,100,-0.071
637290.032844,637290.032823,1673971786.836324,3500861.667,48389,3,AY,1,100,-0.071
637290.072748,637290.072727,1673971786.876227,3500900.333,48389,3,AY,1,100,-0.073
637290.112652,637290.112631,1673971786.916130,3500939.000,48389,3,AY,1,100,-0.073
637290.157029,637290.157007,1673971786.960505,3500982.000,48411,3,AY,1,100,-0.074
637290.201405,637290.201384,1673971787.004880,3501025.000,48411,3,AY,1,100,-0.068
637290.245781,637290.245760,1673971787.049255,3501068.000,48411,3,AY,1,100,-0.058
637290.285513,637290.285492,1673971787.088986,3501106.500,48427,2,AY,1,100,-0.071
637290.325246,637290.325225,1673971787.128718,3501145.000,48427,2,AY,1,100,-0.074
637290.364978,637290.364957,1673971787.168449,3501183.500,48445,4,AY,1,100,-0.068
637290.404710,637290.404689,1673971787.208180,3501222.000,48445,4,AY,1,100,-0.068
637290.444443,637290.444422,1673971787.247911,3501260.500,48445,4,AY,1,100,-0.070
637290.484175,637290.484154,1673971787.287642,3501299.000,48445,4,AY,1,100,-0.069
637290.523907,637290.523886,1673971787.327374,3501337.500,48461,2,AY,1,100,-0.070
637290.563639,637290.563618,1673971787.367105,3501376.000,48461,2,AY,1,100,-0.071
637290.603544,637290.603523,1673971787.407008,3501414.667,48476,3,AY,1,100,-0.053
637290.643448,637290.643427,1673971787.446911,3501453.333,48476,3,AY,1,100,-0.056
637290.683352,637290.683331,1673971787.486814,3501492.000,48476,3,AY,1,100,-0.071
637290.722913,637290.722892,1673971787.526373,3501530.333,48496,3,AY,1,100,-0.071
637290.762473,637290.762452,1673971787.565933,3501568.667,48496,3,AY,1,100,-0.069
637290.802033,637290.802012,1673971787.605492,3501607.000,48496,3,AY,1,100,-0.070
637290.841765,637290.841744,1673971787.645223,3501645.500,48513,2,AY,1,100,-0.072
637290.881498,637290.881477,1673971787.684954,3501684.000,48513,2,AY,1,100,-0.071
637290.921402,637290.921381,1673971787.724857,3501722.667,48529,3,AY,1,100,-0.073
637290.961306,637290.961285,1673971787.764760,3501761.333,48529,3,AY,1,100,-0.069
637291.001211,637291.001190,1673971787.804663,3501800.000,48529,3,AY,1,100,-0.071
637291.040771,637291.040750,1673971787.844223,3501838.333,48547,3,AY,1,100,-0.071
637291.080331,637291.080310,1673971787.883782,3501876.667,48547,3,AY,1,100,-0.071
637291.119891,637291.119870,1673971787.923341,3501915.000,48547,3,AY,1,100,-0.069
637291.159624,637291.159603,1673971787.963072,3501953.500,48566,2,AY,1,100,-0.069
637291.199356,637291.199335,1673971788.002803,3501992.000,48566,2,AY,1,100,-0.073
637291.246312,637291.246291,1673971788.049758,3502037.500,48583,2,AY,1,100,-0.071
637291.293269,637291.293248,1673971788.096713,3502083.000,48583,2,AY,1,100,-0.070
637291.333173,637291.333152,1673971788.136616,3502121.667,48599,3,AY,1,100,-0.069
637291.373077,637291.373056,1673971788.176519,3502160.333,48599,3,AY,1,100,-0.072
637291.412982,637291.412960,1673971788.216423,3502199.000,48599,3,AY,1,100,-0.071
637291.453230,637291.453209,1673971788.256670,3502238.000,48617,2,AY,1,100,-0.070
637291.493478,637291.493457,1673971788.296917,3502277.000,48617,2,AY,1,100,-0.068
637291.533382,637291.533361,1673971788.336820,3502315.667,48631,3,AY,1,100,-0.072
637291.573287,637291.573266,1673971788.376723,3502354.333,48631,3,AY,1,100,-0.070
637291.613191,637291.613170,1673971788.416626,3502393.000,48631,3,AY,1,100,-0.070
637291.653095,637291.653074,1673971788.456530,3502431.667,48651,3,AY,1,100,-0.072
637291.693000,637291.692979,1673971788.496433,3502470.333,48651,3,AY,1,100,-0.068
637291.732904,637291.732883,1673971788.536336,3502509.000,48651,3,AY,1,100,-0.070
637291.772120,637291.772099,1673971788.575551,3502547.000,48668,2,AY,1,100,-0.071
637291.811336,637291.811315,1673971788.614766,3502585.000,48668,2,AY,1,100,-0.070
