LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AY
637376.797665,637376.797643,1673971873.598679,3584935.500,62327,2,AY,1,100,-0.072
637376.838430,637376.838407,1673971873.639442,3584975.000,62327,2,AY,1,100,-0.071
637376.878334,637376.878311,1673971873.679345,3585013.667,62345,3,AY,1,100,-0.071
637376.918238,637376.918216,1673971873.719249,3585052.333,62345,3,AY,1,100,-0.071
637376.958142,637376.958120,1673971873.759152,3585091.000,62345,3,AY,1,100,-0.070
637376.998047,637376.998024,1673971873.799055,3585129.667,62361,3,AY,1,100,-0.073
637377.037951,637377.037929,1673971873.838958,3585168.333,62361,3,AY,1,100,-0.073
637377.077855,637377.077833,1673971873.878861,3585207.000,62361,3,AY,1,100,-0.069
637377.117588,637377.117565,1673971873.918592,3585245.500,62378,2,AY,1,100,-0.069
637377.157320,637377.157297,1673971873.958323,3585284.000,62378,2,AY,1,100,-0.071
637377.196192,637377.196170,1673971873.997195,3585321.667,62398,3,AY,1,100,-0.070
637377.235064,637377.235042,1673971874.036066,3585359.333,62398,3,AY,1,100,-0.071
637377.273937,637377.273914,1673971874.074937,3585397.000,62398,3,AY,1,100,-0.069
637377.319345,637377.319323,1673971874.120344,3585441.000,62415,3,AY,1,100,-0.069
637377.364753,637377.364731,1673971874.165751,3585485.000,62415,3,AY,1,100,-0.069
637377.410162,637377.410139,1673971874.211158,3585529.000,62415,3,AY,1,100,-0.071
637377.450410,637377.450388,1673971874.251405,3585568.000,62431,2,AY,1,100,-0.070
637377.490658,637377.490636,1673971874.291652,3585607.000,62431,2,AY,1,100,-0.070
637377.531595,637377.531572,1673971874.332587,3585646.667,62446,3,AY,1,100,-0.069
637377.572531,637377.572508,1673971874.373523,3585686.333,62446,3,AY,1,100,-0.071
637377.613467,637377.613445,1673971874.414458,3585726.000,62446,3,AY,1,100,-0.073
637377.653199,637377.653177,1673971874.454189,3585764.500,62463,2,AY,1,100,-0.071
637377.692932,637377.692909,1673971874.493920,3585803.000,62463,2,AY,1,100,-0.070
637377.732836,637377.732814,1673971874.533823,3585841.667,62483,3,AY,1,100,-0.071
637377.772740,637377.772718,1673971874.573726,3585880.333,62483,3,AY,1,100,-0.072
637377.812645,637377.812622,1673971874.613630,3585919.000,62483,3,AY,1,100,-0.072
637377.851861,637377.851838,1673971874.652845,3585957.000,62499,3,AY,1,100,-0.074
637377.891077,637377.891055,1673971874.692060,3585995.000,62499,3,AY,1,100,-0.070
637377.930293,637377.930271,1673971874.731275,3586033.000,62499,3,AY,1,100,-0.069
637377.970542,637377.970519,1673971874.771522,3586072.000,62516,2,AY,1,100,-0.071
637378.010790,637378.010768,1673971874.811769,3586111.000,62516,2,AY,1,100,-0.071
637378.050350,637378.050328,1673971874.851329,3586149.333,62533,3,AY,1,100,-0.071
637378.089911,637378.089888,1673971874.890888,3586187.667,62533,3,AY,1,100,-0.070
637378.129471,637378.129448,1673971874.930447,3586226.000,62533,3,AY,1,100,-0.072
637378.170235,637378.170213,1673971874.971210,3586265.500,62550,2,AY,1,100,-0.070
637378.210999,637378.210977,1673971875.011973,3586305.000,62550,2,AY,1,100,-0.072
637378.250904,637378.250881,1673971875.051876,3586343.667,62570,3,AY,1,100,-0.069
637378.290808,637378.290786,1673971875.091779,3586382.333,62570,3,AY,1,100,-0.071
637378.330712,637378.330690,1673971875.131683,3586421.000,62570,3,AY,1,100,-0.071
637378.370617,637378.370594,1673971875.171586,3586459.667,62587,3,AY,1,100,-0.070
637378.410521,637378.410498,1673971875.211489,3586498.333,62587,3,AY,1,100,-0.073
637378.450425,637378.450403,1673971875.251392,3586537.000,62587,3,AY,1,100,-0.070
637378.497382,637378.497359,1673971875.298347,3586582.500,62601,2,AY,1,100,-0.073
637378.544338,637378.544315,1673971875.345302,3586628.000,62601,2,AY,1,100,-0.071
637378.584242,637378.584220,1673971875.385205,3586666.667,62619,3,AY,1,100,-0.070
637378.624146,637378.624124,1673971875.425108,3586705.333,62619,3,AY,1,100,-0.070
637378.664051,637378.664028,1673971875.465012,3586744.000,62619,3,AY,1,100,-0.070
637378.702751,637378.702729,1673971875.503711,3586781.500,62635,2,AY,1,100,-0.072
637378.741451,637378.741429,1673971875.542410,3586819.000,62635,2,AY,1,100,-0.070
637378.781356,637378.781333,1673971875.582313,3586857.667,62655,3,AY,1,100,-0.071
637378.821260,637378.821237,1673971875.622216,3586896.333,62655,3,AY,1,100,-0.070
637378.861164,637378.861142,1673971875.662119,3586935.000,62655,3,AY,1,100,-0.073
637378.901412,637378.901390,1673971875.702366,3586974.000,62672,3,AY,1,100,-0.069
637378.941661,637378.941638,1673971875.742614,3587013.000,62672,3,AY,1,100,-0.072
637378.981909,637378.981887,1673971875.782861,3587052.000,62672,3,AY,1,100,-0.069
637379.023189,637379.023167,1673971875.824140,3587092.000,62689,2,AY,1,100,-0.071
637379.064470,637379.064447,1673971875.865419,3587132.000,62689,2,AY,1,100,-0.071
637379.104374,637379.104351,1673971875.905322,3587170.667,62705,3,AY,1,100,-0.074
637379.144278,637379.144256,1673971875.945225,3587209.333,62705,3,AY,1,100,-0.072
637379.184182,637379.184160,1673971875.985128,3587248.000,62705,3,AY,1,100,-0.070
637379.223915,637379.223892,1673971876.024860,3587286.500,62722,2,AY,1,100,-0.070
637379.263647,637379.263625,1673971876.064591,3587325.000,62722,2,AY,1,100,-0.069
637379.302863,637379.302841,1673971876.103806,3587363.000,62742,3,AY,1,100,-0.071
637379.342080,637379.342057,1673971876.143021,3587401.000,62742,3,AY,1,100,-0.068
637379.381296,637379.381273,1673971876.182236,3587439.000,62742,3,AY,1,100,-0.067
637379.421544,637379.421522,1673971876.222483,3587478.000,62757,2,AY,1,100,-0.072
637379.461792,637379.461770,1673971876.262731,3587517.000,62757,2,AY,1,100,-0.070
637379.504105,637379.504082,1673971876.305042,3587558.000,62780,6,AY,1,100,-0.071
637379.546417,637379.546395,1673971876.347353,3587599.000,62780,6,AY,1,100,-0.073
637379.588729,637379.588707,1673971876.389664,3587640.000,62780,6,AY,1,100,-0.071
637379.631042,637379.631019,1673971876.431975,3587681.000,62780,6,AY,1,100,-0.071
637379.673354,637379.673332,1673971876.474286,3587722.000,62780,6,AY,1,100,-0.069
637379.715666,637379.715644,1673971876.516597,3587763.000,62780,6,AY,1,100,-0.070
637379.755915,637379.755892,1673971876.556844,3587802.000,62799,3,AY,1,100,-0.071
637379.796163,637379.796140,1673971876.597091,3587841.000,62799,3,AY,1,100,-0.069
637379.836411,637379.836389,1673971876.637339,3587880.000,62799,3,AY,1,100,-0.067
637379.877003,637379.876981,1673971876.677930,3587919.333,62816,3,AY,1,100,-0.072
637379.917596,637379.917573,1673971876.718521,3587958.667,62816,3,AY,1,100,-0.072
637379.958188,637379.958166,1673971876.759112,3587998.000,62816,3,AY,1,100,-0.070
637379.998436,637379.998414,1673971876.799359,3588037.000,62835,2,AY,1,100,-0.072
637380.038685,637380.038662,1673971876.839606,3588076.000,62835,2,AY,1,100,-0.069
637380.078589,637380.078566,1673971876.879509,3588114.667,62851,3,AY,1,100,-0.073
637380.118493,637380.118471,1673971876.919413,3588153.333,62851,3,AY,1,100,-0.070
637380.158398,637380.158375,1673971876.959316,3588192.000,62851,3,AY,1,100,-0.072
637380.197958,637380.197935,1673971876.998875,3588230.333,62869,3,AY,1,100,-0.071
637380.237518,637380.237496,1673971877.038434,3588268.667,62869,3,AY,1,100,-0.071
637380.277078,637380.277056,1673971877.077993,3588307.000,62869,3,AY,1,100,-0.071
637380.316983,637380.316960,1673971877.117896,3588345.667,62887,3,AY,1,100,-0.071
637380.356887,637380.356864,1673971877.157799,3588384.333,62887,3,AY,1,100,-0.069
637380.396791,637380.396769,1673971877.197703,3588423.000,62887,3,AY,1,100,-0.069
637380.437556,637380.437533,1673971877.238466,3588462.500,62903,2,AY,1,100,-0.072
637380.478320,637380.478297,1673971877.279229,3588502.000,62903,2,AY,1,100,-0.072
637380.518224,637380.518202,1673971877.319132,3588540.667,62920,3,AY,1,100,-0.069
637380.558128,637380.558106,1673971877.359035,3588579.333,62920,3,AY,1,100,-0.071
637380.598033,637380.598010,1673971877.398938,3588618.000,62920,3,AY,1,100,-0.070
637380.637937,637380.637914,1673971877.438842,3588656.667,62937,3,AY,1,100,-0.070
637380.677841,637380.677819,1673971877.478745,3588695.333,62937,3,AY,1,100,-0.071
637380.717746,637380.717723,1673971877.518648,3588734.000,62937,3,AY,1,100,-0.070
637380.761778,637380.761755,1673971877.562679,3588776.667,62957,3,AY,1,100,-0.071
637380.805810,637380.805788,1673971877.606710,3588819.333,62957,3,AY,1,100,-0.071
637380.849843,637380.849820,1673971877.650741,3588862.000,62957,3,AY,1,100,-0.071
637380.890091,637380.890068,1673971877.690988,3588901.000,62971,2,AY,1,100,-0.070
637380.930339,637380.930317,1673971877.731236,3588940.000,62971,2,AY,1,100,-0.070
637380.970243,637380.970221,1673971877.771139,3588978.667,62991,3,AY,1,100,-0.072
637381.010148,637381.010125,1673971877.811042,3589017.333,62991,3,AY,1,100,-0.072
637381.050052,637381.050029,1673971877.850945,3589056.000,62991,3,AY,1,100,-0.071
637381.089784,637381.089762,1673971877.890676,3589094.500,63007,2,AY,1,100,-0.072
637381.129517,637381.129494,1673971877.930407,3589133.000,63007,2,AY,1,100,-0.071
637381.169421,637381.169398,1673971877.970310,3589171.667,63024,3,AY,1,100,-0.070
637381.209325,637381.209303,1673971878.010213,3589210.333,63024,3,AY,1,100,-0.070
637381.249229,637381.249207,1673971878.050117,3589249.000,63024,3,AY,1,100,-0.072
637381.289478,637381.289455,1673971878.090364,3589288.000,63043,2,AY,1,100,-0.070
637381.329726,637381.329703,1673971878.130611,3589327.000,63043,2,AY,1,100,-0.073
637381.369200,637381.369178,1673971878.170084,3589365.250,63059,4,AY,1,100,-0.072
637381.408675,637381.408652,1673971878.209557,3589403.500,63059,4,AY,1,100,-0.073
637381.448149,637381.448126,1673971878.249030,3589441.750,63059,4,AY,1,100,-0.069
637381.487623,637381.487601,1673971878.288504,3589480.000,63059,4,AY,1,100,-0.073
637381.527355,637381.527333,1673971878.328235,3589518.500,63075,2,AY,1,100,-0.071
637381.567088,637381.567065,1673971878.367966,3589557.000,63075,2,AY,1,100,-0.070
637381.606304,637381.606281,1673971878.407181,3589595.000,63093,3,AY,1,100,-0.073
637381.645520,637381.645498,1673971878.446396,3589633.000,63093,3,AY,1,100,-0.071
637381.684737,637381.684714,1673971878.485611,3589671.000,63093,3,AY,1,100,-0.070
637381.724641,637381.724618,1673971878.525515,3589709.667,63112,3,AY,1,100,-0.072
637381.764545,637381.764523,1673971878.565418,3589748.333,63112,3,AY,1,100,-0.071
637381.804449,637381.804427,1673971878.605321,3589787.000,63112,3,AY,1,100,-0.071
637381.845214,637381.845191,1673971878.646084,3589826.500,63129,2,AY,1,100,-0.073
637381.885978,637381.885955,1673971878.686847,3589866.000,63129,2,AY,1,100,-0.071
637381.933450,637381.933428,1673971878.734318,3589912.000,63144,2,AY,1,100,-0.073
637381.980923,637381.980900,1673971878.781789,3589958.000,63144,2,AY,1,100,-0.071
637382.020827,637382.020804,1673971878.821692,3589996.667,63163,3,AY,1,100,-0.071
637382.060731,637382.060709,1673971878.861595,3590035.333,63163,3,AY,1,100,-0.072
637382.100636,637382.100613,1673971878.901499,3590074.000,63163,3,AY,1,100,-0.070
637382.140196,637382.140173,1673971878.941058,3590112.333,63179,3,AY,1,100,-0.071
637382.179756,637382.179734,1673971878.980617,3590150.667,63179,3,AY,1,100,-0.071
637382.219316,637382.219294,1673971879.020176,3590189.000,63179,3,AY,1,100,-0.072
637382.259049,637382.259026,1673971879.059907,3590227.500,63200,2,AY,1,100,-0.070
637382.298781,637382.298758,1673971879.099638,3590266.000,63200,2,AY,1,100,-0.070
637382.338685,637382.338663,1673971879.139542,3590304.667,63216,3,AY,1,100,-0.072
637382.378590,637382.378567,1673971879.179445,3590343.333,63216,3,AY,1,100,-0.069
637382.418494,637382.418471,1673971879.219348,3590382.000,63216,3,AY,1,100,-0.069
637382.458398,637382.458376,1673971879.259251,3590420.667,63231,3,AY,1,100,-0.072
637382.498302,637382.498280,1673971879.299154,3590459.333,63231,3,AY,1,100,-0.070
637382.538207,637382.538184,1673971879.339057,3590498.000,63231,3,AY,1,100,-0.072
637382.577939,637382.577916,1673971879.378788,3590536.500,63248,2,AY,1,100,-0.070
637382.617671,637382.617649,1673971879.418519,3590575.000,63248,2,AY,1,100,-0.071
637382.657576,637382.657553,1673971879.458423,3590613.667,63265,3,AY,1,100,-0.069
637382.697480,637382.697457,1673971879.498326,3590652.333,63265,3,AY,1,100,-0.070
637382.737384,637382.737362,1673971879.538229,3590691.000,63265,3,AY,1,100,-0.071
637382.776600,637382.776578,1673971879.577444,3590729.000,63284,3,AY,1,100,-0.073
637382.815817,637382.815794,1673971879.616659,3590767.000,63284,3,AY,1,100,-0.072
637382.855033,637382.855010,1673971879.655874,3590805.000,63284,3,AY,1,100,-0.071
637382.894765,637382.894743,1673971879.695606,3590843.500,63300,2,AY,1,100,-0.070
637382.934498,637382.934475,1673971879.735337,3590882.000,63300,2,AY,1,100,-0.071
637382.974402,637382.974379,1673971879.775240,3590920.667,63318,3,AY,1,100,-0.070
637383.014306,637383.014284,1673971879.815143,3590959.333,63318,3,AY,1,100,-0.070
637383.054210,637383.054188,1673971879.855046,3590998.000,63318,3,AY,1,100,-0.070
637383.100651,637383.100628,1673971879.901485,3591043.000,63335,2,AY,1,100,-0.070
637383.147091,637383.147069,1673971879.947924,3591088.000,63335,2,AY,1,100,-0.069
637383.186995,637383.186973,1673971879.987828,3591126.667,63351,3,AY,1,100,-0.072
637383.226900,637383.226877,1673971880.027731,3591165.333,63351,3,AY,1,100,-0.071
637383.266804,637383.266781,1673971880.067634,3591204.000,63351,3,AY,1,100,-0.073
637383.307052,637383.307030,1673971880.107881,3591243.000,63372,2,AY,1,100,-0.070
637383.347301,637383.347278,1673971880.148128,3591282.000,63372,2,AY,1,100,-0.072
637383.387205,637383.387182,1673971880.188031,3591320.667,63386,3,AY,1,100,-0.071
637383.427109,637383.427087,1673971880.227934,3591359.333,63386,3,AY,1,100,-0.071
637383.467013,637383.466991,1673971880.267838,3591398.000,63386,3,AY,1,100,-0.070
637383.506918,637383.506895,1673971880.307741,3591436.667,63403,3,AY,1,100,-0.071
637383.546822,637383.546799,1673971880.347644,3591475.333,63403,3,AY,1,100,-0.069
637383.586726,637383.586704,1673971880.387547,3591514.000,63403,3,AY,1,100,-0.071
637383.625943,637383.625920,1673971880.426762,3591552.000,63420,2,AY,1,100,-0.071
637383.665159,637383.665136,1673971880.465977,3591590.000,63420,2,AY,1,100,-0.071
637383.704719,637383.704697,1673971880.505537,3591628.333,63437,3,AY,1,100,-0.072
637383.744279,637383.744257,1673971880.545096,3591666.667,63437,3,AY,1,100,-0.072
637383.783840,637383.783817,1673971880.584655,3591705.000,63437,3,AY,1,100,-0.070
637383.823400,637383.823377,1673971880.624214,3591743.333,63456,3,AY,1,100,-0.069
637383.862960,637383.862938,1673971880.663773,3591781.667,63456,3,AY,1,100,-0.071
637383.902521,637383.902498,1673971880.703332,3591820.000,63456,3,AY,1,100,-0.070
637383.942511,637383.942488,1673971880.743321,3591858.750,63474,4,AY,1,100,-0.068
637383.982501,637383.982479,1673971880.783311,3591897.500,63474,4,AY,1,100,-0.073
637384.022491,637384.022469,1673971880.823300,3591936.250,63474,4,AY,1,100,-0.071
637384.062482,637384.062459,1673971880.863289,3591975.000,63474,4,AY,1,100,-0.070
637384.102730,637384.102707,1673971880.903536,3592014.000,63492,2,AY,1,100,-0.070
637384.142978,637384.142956,1673971880.943783,3592053.000,63492,2,AY,1,100,-0.070
637384.187355,637384.187332,1673971880.988158,3592096.000,63513,3,AY,1,100,-0.071
637384.231731,637384.231708,1673971881.032533,3592139.000,63513,3,AY,1,100,-0.071
637384.276107,637384.276085,1673971881.076908,3592182.000,63513,3,AY,1,100,-0.071
637384.315667,637384.315645,1673971881.116467,3592220.333,63527,3,AY,1,100,-0.069
637384.355228,637384.355205,1673971881.156027,3592258.667,63527,3,AY,1,100,-0.071
637384.394788,637384.394766,1673971881.195586,3592297.000,63527,3,AY,1,100,-0.068
637384.435552,637384.435530,1673971881.236349,3592336.500,63544,2,AY,1,100,-0.071
637384.476317,637384.476294,1673971881.277112,3592376.000,63544,2,AY,1,100,-0.071
637384.516221,637384.516198,1673971881.317015,3592414.667,63560,3,AY,1,100,-0.070
637384.556125,637384.556103,1673971881.356919,3592453.333,63560,3,AY,1,100,-0.072
637384.596030,637384.596007,1673971881.396822,3592492.000,63560,3,AY,1,100,-0.070
637384.635934,637384.635911,1673971881.436725,3592530.667,63578,3,AY,1,100,-0.070
637384.675838,637384.675816,1673971881.476628,3592569.333,63578,3,AY,1,100,-0.069
637384.715742,637384.715720,1673971881.516531,3592608.000,63578,3,AY,1,100,-0.070
637384.755647,637384.755624,1673971881.556434,3592646.667,63597,3,AY,1,100,-0.072
637384.795551,637384.795528,1673971881.596337,3592685.333,63597,3,AY,1,100,-0.070
637384.835455,637384.835433,1673971881.636240,3592724.000,63597,3,AY,1,100,-0.070
637384.874930,637384.874907,1673971881.675714,3592762.250,63620,4,AY,1,100,-0.071
637384.914404,637384.914381,1673971881.715187,3592800.500,63620,4,AY,1,100,-0.069
637384.953878,637384.953856,1673971881.754660,3592838.750,63620,4,AY,1,100,-0.070
637384.993352,637384.993330,1673971881.794133,3592877.000,63620,4,AY,1,100,-0.072
637385.034289,637385.034266,1673971881.835068,3592916.667,63638,3,AY,1,100,-0.072
637385.075225,637385.075202,1673971881.876004,3592956.333,63638,3,AY,1,100,-0.071
637385.116161,637385.116139,1673971881.916939,3592996.000,63638,3,AY,1,100,-0.070
637385.156066,637385.156043,1673971881.956842,3593034.667,63655,3,AY,1,100,-0.070
637385.195970,637385.195947,1673971881.996745,3593073.333,63655,3,AY,1,100,-0.070
637385.235874,637385.235852,1673971882.036648,3593112.000,63655,3,AY,1,100,-0.074
637385.276122,637385.276100,1673971882.076895,3593151.000,63670,2,AY,1,100,-0.071
637385.316371,637385.316348,1673971882.117142,3593190.000,63670,2,AY,1,100,-0.073
637385.362811,637385.362788,1673971882.163581,3593235.000,63690,2,AY,1,100,-0.069
637385.409251,637385.409229,1673971882.210020,3593280.000,63690,2,AY,1,100,-0.070
637385.449156,637385.449133,1673971882.249923,3593318.667,63706,3,AY,1,100,-0.071
637385.489060,637385.489037,1673971882.289827,3593357.333,63706,3,AY,1,100,-0.072
637385.528964,637385.528942,1673971882.329730,3593396.000,63706,3,AY,1,100,-0.069
637385.568869,637385.568846,1673971882.369633,3593434.667,63724,3,AY,1,100,-0.068
637385.608773,637385.608750,1673971882.409536,3593473.333,63724,3,AY,1,100,-0.072
637385.648677,637385.648655,1673971882.449439,3593512.000,63724,3,AY,1,100,-0.070
637385.688925,637385.688903,1673971882.489686,3593551.000,63739,2,AY,1,100,-0.070
637385.729174,637385.729151,1673971882.529934,3593590.000,63739,2,AY,1,100,-0.072
637385.768734,637385.768711,1673971882.569493,3593628.333,63755,3,AY,1,100,-0.070
637385.808294,637385.808272,1673971882.609052,3593666.667,63755,3,AY,1,100,-0.071
637385.847855,637385.847832,1673971882.648611,3593705.000,63755,3,AY,1,100,-0.068
637385.888619,637385.888596,1673971882.689374,3593744.500,63775,2,AY,1,100,-0.071
637385.929383,637385.929361,1673971882.730137,3593784.000,63775,2,AY,1,100,-0.071
637385.969287,637385.969265,1673971882.770041,3593822.667,63794,3,AY,1,100,-0.071
637386.009192,637386.009169,1673971882.809944,3593861.333,63794,3,AY,1,100,-0.071
637386.049096,637386.049073,1673971882.849847,3593900.000,63794,3,AY,1,100,-0.070
637386.088656,637386.088634,1673971882.889406,3593938.333,63810,3,AY,1,100,-0.070
637386.128217,637386.128194,1673971882.928965,3593976.667,63810,3,AY,1,100,-0.071
637386.167777,637386.167754,1673971882.968524,3594015.000,63810,3,AY,1,100,-0.072
637386.208025,637386.208003,1673971883.008771,3594054.000,63825,2,AY,1,100,-0.070
637386.248273,637386.248251,1673971883.049019,3594093.000,63825,2,AY,1,100,-0.071
637386.288178,637386.288155,1673971883.088922,3594131.667,63845,3,AY,1,100,-0.070
637386.328082,637386.328059,1673971883.128825,3594170.333,63845,3,AY,1,100,-0.073
637386.367986,637386.367964,1673971883.168728,3594209.000,63845,3,AY,1,100,-0.070
637386.407203,637386.407180,1673971883.207943,3594247.000,63862,2,AY,1,100,-0.071
637386.446419,637386.446396,1673971883.247158,3594285.000,63862,2,AY,1,100,-0.071
637386.491139,637386.491117,1673971883.291878,3594328.333,63878,3,AY,1,100,-0.070
637386.535860,637386.535837,1673971883.336596,3594371.667,63878,3,AY,1,100,-0.072
637386.580580,637386.580557,1673971883.381315,3594415.000,63878,3,AY,1,100,-0.071
637386.620828,637386.620806,1673971883.421563,3594454.000,63895,2,AY,1,100,-0.073
637386.661076,637386.661054,1673971883.461810,3594493.000,63895,2,AY,1,100,-0.071
637386.702013,637386.701990,1673971883.502745,3594532.667,63910,3,AY,1,100,-0.070
637386.742949,637386.742926,1673971883.543680,3594572.333,63910,3,AY,1,100,-0.070
637386.783885,637386.783863,1673971883.584615,3594612.000,63910,3,AY,1,100,-0.069
637386.823618,637386.823595,1673971883.624346,3594650.500,63930,2,AY,1,100,-0.071
637386.863350,637386.863327,1673971883.664078,3594689.000,63930,2,AY,1,100,-0.070
637386.903254,637386.903232,1673971883.703981,3594727.667,63947,3,AY,1,100,-0.073
637386.943158,637386.943136,1673971883.743884,3594766.333,63947,3,AY,1,100,-0.072
637386.983063,637386.983040,1673971883.783787,3594805.000,63947,3,AY,1,100,-0.070
637387.022967,637387.022944,1673971883.823690,3594843.667,63966,3,AY,1,100,-0.071
637387.062871,637387.062849,1673971883.863593,3594882.333,63966,3,AY,1,100,-0.072
637387.102776,637387.102753,1673971883.903497,3594921.000,63966,3,AY,1,100,-0.070
637387.143024,637387.143001,1673971883.943744,3594960.000,63981,2,AY,1,100,-0.071
637387.183272,637387.183250,1673971883.983991,3594999.000,63981,2,AY,1,100,-0.071
637387.222488,637387.222466,1673971884.023206,3595037.000,64001,3,AY,1,100,-0.071
637387.261705,637387.261682,1673971884.062421,3595075.000,64001,3,AY,1,100,-0.071
637387.300921,637387.300898,1673971884.101636,3595113.000,64001,3,AY,1,100,-0.071
637387.341513,637387.341491,1673971884.142227,3595152.333,64017,3,AY,1,100,-0.070
637387.382106,637387.382083,1673971884.182818,3595191.667,64017,3,AY,1,100,-0.071
637387.422698,637387.422675,1673971884.223410,3595231.000,64017,3,AY,1,100,-0.070
637387.462430,637387.462408,1673971884.263141,3595269.500,64034,2,AY,1,100,-0.069
637387.502162,637387.502140,1673971884.302872,3595308.000,64034,2,AY,1,100,-0.071
637387.546539,637387.546516,1673971884.347247,3595351.000,64051,3,AY,1,100,-0.072
637387.590915,637387.590893,1673971884.391622,3595394.000,64051,3,AY,1,100,-0.070
637387.635291,637387.635269,1673971884.435997,3595437.000,64051,3,AY,1,100,-0.071
637387.675540,637387.675517,1673971884.476244,3595476.000,64066,2,AY,1,100,-0.068
637387.715788,637387.715765,1673971884.516491,3595515.000,64066,2,AY,1,100,-0.070
637387.755692,637387.755670,1673971884.556395,3595553.667,64085,3,AY,1,100,-0.072
637387.795597,637387.795574,1673971884.596298,3595592.333,64085,3,AY,1,100,-0.069
637387.835501,637387.835478,1673971884.636201,3595631.000,64085,3,AY,1,100,-0.072
637387.874717,637387.874695,1673971884.675416,3595669.000,64102,3,AY,1,100,-0.070
637387.913933,637387.913911,1673971884.714631,3595707.000,64102,3,AY,1,100,-0.071
637387.953150,637387.953127,1673971884.753846,3595745.000,64102,3,AY,1,100,-0.071
637387.992882,637387.992859,1673971884.793578,3595783.500,64121,2,AY,1,100,-0.071
637388.032614,637388.032592,1673971884.833309,3595822.000,64121,2,AY,1,100,-0.073
637388.073551,637388.073528,1673971884.874244,3595861.667,64138,3,AY,1,100,-0.070
637388.114487,637388.114464,1673971884.915179,3595901.333,64138,3,AY,1,100,-0.070
637388.155423,637388.155401,1673971884.956114,3595941.000,64138,3,AY,1,100,-0.069
637388.196187,637388.196165,1673971884.996877,3595980.500,64152,2,AY,1,100,-0.070
637388.236952,637388.236929,1673971885.037640,3596020.000,64152,2,AY,1,100,-0.068
637388.276856,637388.276833,1673971885.077543,3596058.667,64173,3,AY,1,100,-0.071
637388.316760,637388.316738,1673971885.117447,3596097.333,64173,3,AY,1,100,-0.070
637388.356665,637388.356642,1673971885.157350,3596136.000,64173,3,AY,1,100,-0.073
637388.396569,637388.396546,1673971885.197253,3596174.667,64189,3,AY,1,100,-0.070
637388.436473,637388.436451,1673971885.237156,3596213.333,64189,3,AY,1,100,-0.071
637388.476377,637388.476355,1673971885.277059,3596252.000,64189,3,AY,1,100,-0.071
637388.516110,637388.516087,1673971885.316791,3596290.500,64206,2,AY,1,100,-0.070
637388.555842,637388.555819,1673971885.356522,3596329.000,64206,2,AY,1,100,-0.071
637388.595746,637388.595724,1673971885.396425,3596367.667,64222,3,AY,1,100,-0.071
637388.635651,637388.635628,1673971885.436328,3596406.333,64222,3,AY,1,100,-0.070
637388.675555,637388.675532,1673971885.476231,3596445.000,64222,3,AY,1,100,-0.070
637388.720275,637388.720253,1673971885.520950,3596488.333,64241,3,AY,1,100,-0.069
637388.764996,637388.764973,1673971885.565669,3596531.667,64241,3,AY,1,100,-0.072
637388.809716,637388.809693,1673971885.610388,3596575.000,64241,3,AY,1,100,-0.073
637388.849448,637388.849426,1673971885.650119,3596613.500,64257,2,AY,1,100,-0.070
637388.889180,637388.889158,1673971885.689851,3596652.000,64257,2,AY,1,100,-0.071
637388.929773,637388.929750,1673971885.730442,3596691.333,64275,3,AY,1,100,-0.071
637388.970365,637388.970342,1673971885.771033,3596730.667,64275,3,AY,1,100,-0.072
637389.010957,637389.010935,1673971885.811624,3596770.000,64275,3,AY,1,100,-0.072
637389.051722,637389.051699,1673971885.852387,3596809.500,64293,2,AY,1,100,-0.072
637389.092486,637389.092463,1673971885.893150,3596849.000,64293,2,AY,1,100,-0.072
637389.132390,637389.132368,1673971885.933053,3596887.667,64309,3,AY,1,100,-0.073
637389.172295,637389.172272,1673971885.972957,3596926.333,64309,3,AY,1,100,-0.072
637389.212199,637389.212176,1673971886.012860,3596965.000,64309,3,AY,1,100,-0.071
637389.251759,637389.251736,1673971886.052419,3597003.333,64325,3,AY,1,100,-0.070
637389.291319,637389.291297,1673971886.091978,3597041.667,64325,3,AY,1,100,-0.071
637389.330880,637389.330857,1673971886.131537,3597080.000,64325,3,AY,1,100,-0.070
637389.370096,637389.370073,1673971886.170752,3597118.000,64345,2,AY,1,100,-0.070
637389.409312,637389.409290,1673971886.209968,3597156.000,64345,2,AY,1,100,-0.071
637389.448873,637389.448850,1673971886.249527,3597194.333,64361,3,AY,1,100,-0.070
637389.488433,637389.488410,1673971886.289086,3597232.667,64361,3,AY,1,100,-0.071
637389.527993,637389.527970,1673971886.328645,3597271.000,64361,3,AY,1,100,-0.072
637389.568757,637389.568735,1673971886.369408,3597310.500,64379,2,AY,1,100,-0.072
637389.609522,637389.609499,1673971886.410171,3597350.000,64379,2,AY,1,100,-0.071
637389.650114,637389.650091,1673971886.450763,3597389.333,64393,3,AY,1,100,-0.073
637389.690706,637389.690684,1673971886.491354,3597428.667,64393,3,AY,1,100,-0.071
637389.731299,637389.731276,1673971886.531945,3597468.000,64393,3,AY,1,100,-0.071
637389.771203,637389.771180,1673971886.571848,3597506.667,64410,3,AY,1,100,-0.071
637389.811107,637389.811084,1673971886.611751,3597545.333,64410,3,AY,1,100,-0.070
