LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,TL
637437.695908,637437.695885,1673971934.495191,3643945.000,6684,1,TL,1,100,2023-01-17_18-12-14-479581
637442.930250,637442.930227,1673971939.729384,3649017.000,7546,1,TL,1,100,2023-01-17_18-12-14-576878
637443.021067,637443.021043,1673971939.820198,3649105.000,7549,1,TL,1,100,2023-01-17_18-12-19-802896
637448.256441,637448.256417,1673971945.055423,3654178.000,8416,1,TL,1,100,2023-01-17_18-12-19-904328
637448.357577,637448.357554,1673971945.156557,3654276.000,8419,1,TL,1,100,2023-01-17_18-12-25-135213
637453.538255,637453.538231,1673971950.337087,3659296.000,9268,1,TL,1,100,2023-01-17_18-12-25-223969
637453.560959,637453.560935,1673971950.359791,3659318.000,9271,1,TL,1,100,2023-01-17_18-12-30-342579
637458.852061,637458.852037,1673971955.650742,3664445.000,10136,1,TL,1,100,2023-01-17_18-12-30-448404
637458.887149,637458.887126,1673971955.685829,3664479.000,10139,1,TL,1,100,2023-01-17_18-12-35-673288
637464.116331,637464.116307,1673971960.914863,3669546.000,11005,1,TL,1,100,2023-01-17_18-12-35-749603
637464.148323,637464.148299,1673971960.946854,3669577.000,11008,1,TL,1,100,2023-01-17_18-12-40-920723
637469.439425,637469.439401,1673971966.237806,3674704.000,11886,1,TL,1,100,2023-01-17_18-12-40-981595
637469.464193,637469.464170,1673971966.262573,3674728.000,11889,1,TL,1,100,2023-01-17_18-12-46-246988
637474.715047,637474.715023,1673971971.513278,3679816.000,12753,1,TL,1,100,2023-01-17_18-12-46-322255
637474.766648,637474.766624,1673971971.564877,3679866.000,12756,1,TL,1,100,2023-01-17_18-12-51-544311
637479.982413,637479.982389,1673971976.780494,3684920.000,13624,1,TL,1,100,2023-01-17_18-12-51-647071
637480.014406,637480.014382,1673971976.812485,3684951.000,13627,1,TL,1,100,2023-01-17_18-12-56-785504
637485.259067,637485.259043,1673971982.056998,3690033.000,14488,1,TL,1,100,2023-01-17_18-12-56-864704
637485.308604,637485.308580,1673971982.106533,3690081.000,14491,1,TL,1,100,2023-01-17_18-13-02-092676
637490.524369,637490.524345,1673971987.322150,3695135.000,15340,1,TL,1,100,2023-01-17_18-13-02-191134
637490.550170,637490.550145,1673971987.347950,3695160.000,15343,1,TL,1,100,2023-01-17_18-13-07-331277
637495.803087,637495.803063,1673971992.600718,3700250.000,16206,1,TL,1,100,2023-01-17_18-13-07-413301
637495.852624,637495.852599,1673971992.650253,3700298.000,16209,1,TL,1,100,2023-01-17_18-13-12-638311
637501.104510,637501.104485,1673971997.901990,3705387.000,17078,1,TL,1,100,2023-01-17_18-13-12-733600
637501.191198,637501.191174,1673971997.988676,3705471.000,17081,1,TL,1,100,2023-01-17_18-13-17-963762
637506.418316,637506.418292,1673972003.215645,3710536.000,17946,1,TL,1,100,2023-01-17_18-13-18-058376
637506.510165,637506.510140,1673972003.307491,3710625.000,17949,1,TL,1,100,2023-01-17_18-13-23-287229
637511.690842,637511.690817,1673972008.488021,3715645.000,18799,1,TL,1,100,2023-01-17_18-13-23-384947
637511.727994,637511.727970,1673972008.525172,3715681.000,18802,1,TL,1,100,2023-01-17_18-13-28-509546
637516.987104,637516.987080,1673972013.784133,3720777.000,19667,1,TL,1,100,2023-01-17_18-13-28-603384
637517.010840,637517.010816,1673972013.807868,3720800.000,19670,1,TL,1,100,2023-01-17_18-13-33-795567
637522.276142,637522.276118,1673972019.073021,3725902.000,20536,1,TL,1,100,2023-01-17_18-13-33-932260
637522.301943,637522.301918,1673972019.098820,3725927.000,20539,1,TL,1,100,2023-01-17_18-13-39-087693
637527.568276,637527.568252,1673972024.365004,3731030.000,21404,1,TL,1,100,2023-01-17_18-13-39-260034
637527.601301,637527.601276,1673972024.398028,3731062.000,21407,1,TL,1,100,2023-01-17_18-13-44-378335
637532.837706,637532.837682,1673972029.634284,3736136.000,22257,1,TL,1,100,2023-01-17_18-13-44-442326
637532.863507,637532.863482,1673972029.660084,3736161.000,22260,1,TL,1,100,2023-01-17_18-13-49-649584
637538.138097,637538.138072,1673972034.934524,3741272.000,23125,1,TL,1,100,2023-01-17_18-13-49-705555
637538.165961,637538.165936,1673972034.962388,3741299.000,23128,1,TL,1,100,2023-01-17_18-13-54-943520
637543.416815,637543.416790,1673972040.213092,3746387.000,23927,1,TL,1,100,2023-01-17_18-13-55-025515
637543.475639,637543.475614,1673972040.271915,3746444.000,23930,1,TL,1,100,2023-01-17_18-14-00-252293
637548.715141,637548.715116,1673972045.511268,3751521.000,24796,1,TL,1,100,2023-01-17_18-14-00-353978
637548.791510,637548.791484,1673972045.587634,3751595.000,24799,1,TL,1,100,2023-01-17_18-14-05-576994
637553.991795,637553.991770,1673972050.787772,3756634.000,25660,1,TL,1,100,2023-01-17_18-14-05-670697
637554.024819,637554.024794,1673972050.820795,3756666.000,25663,1,TL,1,100,2023-01-17_18-14-10-812165
637559.267417,637559.267392,1673972056.063244,3761746.000,26529,1,TL,1,100,2023-01-17_18-14-10-885465
637559.340690,637559.340664,1673972056.136514,3761817.000,26532,1,TL,1,100,2023-01-17_18-14-16-125616
637564.540975,637564.540950,1673972061.336652,3766856.000,27379,1,TL,1,100,2023-01-17_18-14-16-225237
637564.567807,637564.567782,1673972061.363483,3766882.000,27382,1,TL,1,100,2023-01-17_18-14-21-355387
637569.818661,637569.818636,1673972066.614188,3771970.000,28249,1,TL,1,100,2023-01-17_18-14-21-443951
637569.873358,637569.873332,1673972066.668883,3772023.000,28252,1,TL,1,100,2023-01-17_18-14-26-671742
637575.093251,637575.093226,1673972071.888628,3777081.000,29118,1,TL,1,100,2023-01-17_18-14-26-772852
637575.199548,637575.199522,1673972071.994922,3777184.000,29121,1,TL,1,100,2023-01-17_18-14-31-986480
637580.381257,637580.381232,1673972077.176484,3782205.000,29983,1,TL,1,100,2023-01-17_18-14-32-092966
637580.409122,637580.409096,1673972077.204347,3782232.000,29986,1,TL,1,100,2023-01-17_18-14-37-203485
637585.667199,637585.667174,1673972082.462276,3787327.000,30853,1,TL,1,100,2023-01-17_18-14-37-319701
637585.695064,637585.695038,1673972082.490139,3787354.000,30856,1,TL,1,100,2023-01-17_18-14-42-484421
637590.968622,637590.968596,1673972087.763547,3792464.000,31716,1,TL,1,100,2023-01-17_18-14-42-644324
637591.002678,637591.002652,1673972087.797603,3792497.000,31719,1,TL,1,100,2023-01-17_18-14-47-786780
637596.239084,637596.239058,1673972093.033859,3797571.000,32569,1,TL,1,100,2023-01-17_18-14-47-881076
637596.264884,637596.264858,1673972093.059659,3797596.000,32572,1,TL,1,100,2023-01-17_18-14-53-061261
637601.517802,637601.517776,1673972098.312428,3802686.000,33435,1,TL,1,100,2023-01-17_18-14-53-191770
637601.544634,637601.544608,1673972098.339259,3802712.000,33438,1,TL,1,100,2023-01-17_18-14-58-337325
