LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,B%
637524.673496,637524.673471,1673972021.470306,3728225.000,20955,1,B%,1,100,48
637525.673511,637525.673486,1673972022.470293,3729194.000,21109,1,B%,1,100,48
637526.676622,637526.676597,1673972023.473375,3730166.000,21265,1,B%,1,100,48
637527.672509,637527.672484,1673972024.469234,3731131.000,21443,1,B%,1,100,48
637528.672524,637528.672500,1673972025.469221,3732100.000,21615,1,B%,1,100,48
637529.669444,637529.669419,1673972026.466112,3733066.000,21770,1,B%,1,100,48
637530.667395,637530.667370,1673972027.464035,3734033.000,21927,1,B%,1,100,48
637531.662250,637531.662225,1673972028.458862,3734997.000,22082,1,B%,1,100,48
637532.656073,637532.656048,1673972029.452657,3735960.000,22255,1,B%,1,100,48
637533.657120,637533.657095,1673972030.453675,3736930.000,22416,1,B%,1,100,48
637534.656104,637534.656079,1673972031.452630,3737898.000,22588,1,B%,1,100,48
637535.656119,637535.656094,1673972032.452617,3738867.000,22743,1,B%,1,100,48
637536.655102,637536.655077,1673972033.451571,3739835.000,22898,1,B%,1,100,48
637537.652021,637537.651996,1673972034.448462,3740801.000,23055,1,B%,1,100,48
637538.653068,637538.653043,1673972035.449481,3741771.000,23233,1,B%,1,100,47
637539.644828,637539.644803,1673972036.441212,3742732.000,23388,1,B%,1,100,48
637540.639683,637540.639658,1673972037.436039,3743696.000,23499,1,B%,1,100,47
637541.634538,637541.634513,1673972038.430866,3744660.000,23654,1,B%,1,100,47
637542.632489,637542.632464,1673972039.428789,3745627.000,23827,1,B%,1,100,47
637543.631472,637543.631447,1673972040.427744,3746595.000,23987,1,B%,1,100,47
637544.630456,637544.630430,1673972041.426698,3747563.000,24142,1,B%,1,100,48
637545.633567,637545.633542,1673972042.429781,3748535.000,24313,1,B%,1,100,48
637546.630486,637546.630461,1673972043.426672,3749501.000,24471,1,B%,1,100,48
637547.627405,637547.627380,1673972044.423563,3750467.000,24641,1,B%,1,100,47
637548.627420,637548.627395,1673972045.423550,3751436.000,24795,1,B%,1,100,48
637549.623308,637549.623282,1673972046.419408,3752401.000,24956,1,B%,1,100,48
637550.619195,637550.619170,1673972047.415267,3753366.000,25129,1,B%,1,100,48
637551.617146,637551.617121,1673972048.413190,3754333.000,25283,1,B%,1,100,48
637552.619225,637552.619200,1673972049.415241,3755304.000,25456,1,B%,1,100,48
637553.617176,637553.617151,1673972050.413164,3756271.000,25611,1,B%,1,100,48
637554.618224,637554.618198,1673972051.414182,3757241.000,25786,1,B%,1,100,48
637555.620303,637555.620278,1673972052.416233,3758212.000,25960,1,B%,1,100,48
637556.618254,637556.618229,1673972053.414156,3759179.000,26116,1,B%,1,100,47
637557.616205,637557.616180,1673972054.412079,3760146.000,26271,1,B%,1,100,48
637558.611060,637558.611035,1673972055.406906,3761110.000,26444,1,B%,1,100,48
637559.603851,637559.603826,1673972056.399669,3762072.000,26604,1,B%,1,100,48
637560.602835,637560.602809,1673972057.398623,3763040.000,26761,1,B%,1,100,48
637561.602850,637561.602825,1673972058.398610,3764009.000,26915,1,B%,1,100,48
637562.601833,637562.601808,1673972059.397565,3764977.000,27088,1,B%,1,100,48
637563.598752,637563.598727,1673972060.394456,3765943.000,27243,1,B%,1,100,48
637564.597735,637564.597710,1673972061.393411,3766911.000,27419,1,B%,1,100,48
637565.597751,637565.597725,1673972062.393398,3767880.000,27575,1,B%,1,100,48
637566.594670,637566.594644,1673972063.390288,3768846.000,27748,1,B%,1,100,48
637567.589525,637567.589500,1673972064.385115,3769810.000,27903,1,B%,1,100,48
637568.583348,637568.583323,1673972065.378910,3770773.000,28076,1,B%,1,100,48
637569.579235,637569.579210,1673972066.374769,3771738.000,28231,1,B%,1,100,47
637570.578219,637570.578193,1673972067.373724,3772706.000,28394,1,B%,1,100,48
637571.579266,637571.579240,1673972068.374743,3773676.000,28564,1,B%,1,100,47
637572.580313,637572.580288,1673972069.375761,3774646.000,28719,1,B%,1,100,47
637573.576200,637573.576175,1673972070.371620,3775611.000,28891,1,B%,1,100,47
637574.575183,637574.575158,1673972071.370575,3776579.000,29047,1,B%,1,100,48
637575.578295,637575.578269,1673972072.373658,3777551.000,29210,1,B%,1,100,48
637576.571086,637576.571060,1673972073.366421,3778513.000,29382,1,B%,1,100,47
637577.565941,637577.565915,1673972074.361248,3779477.000,29537,1,B%,1,100,48
637578.562860,637578.562835,1673972075.358139,3780443.000,29709,1,B%,1,100,48
637579.560811,637579.560786,1673972076.356061,3781410.000,29865,1,B%,1,100,47
637580.564955,637580.564929,1673972077.360176,3782383.000,30042,1,B%,1,100,47
637581.563938,637581.563912,1673972078.359131,3783351.000,30197,1,B%,1,100,47
637582.569113,637582.569087,1673972079.364277,3784325.000,30369,1,B%,1,100,47
637583.563968,637583.563943,1673972080.359104,3785289.000,30525,1,B%,1,100,47
637584.567079,637584.567054,1673972081.362187,3786261.000,30697,1,B%,1,100,48
637585.561935,637585.561909,1673972082.357014,3787225.000,30852,1,B%,1,100,48
637586.555758,637586.555732,1673972083.350809,3788188.000,31029,1,B%,1,100,48
637587.553709,637587.553683,1673972084.348732,3789155.000,31185,1,B%,1,100,48
637588.550628,637588.550602,1673972085.345623,3790121.000,31357,1,B%,1,100,48
637589.547547,637589.547522,1673972086.342513,3791087.000,31512,1,B%,1,100,48
637590.545499,637590.545473,1673972087.340436,3792054.000,31668,1,B%,1,100,48
637591.547578,637591.547552,1673972088.342487,3793025.000,31827,1,B%,1,100,47
637592.547593,637592.547567,1673972089.342474,3793994.000,32000,1,B%,1,100,47
637593.542448,637593.542422,1673972090.337301,3794958.000,32155,1,B%,1,100,48
637594.544527,637594.544502,1673972091.339351,3795929.000,32328,1,B%,1,100,47
637595.538351,637595.538325,1673972092.333146,3796892.000,32480,1,B%,1,100,47
637596.534238,637596.534212,1673972093.329005,3797857.000,32646,1,B%,1,100,47
637597.529093,637597.529067,1673972094.323832,3798821.000,32800,1,B%,1,100,47
637598.530140,637598.530114,1673972095.324851,3799791.000,32973,1,B%,1,100,47
637599.530155,637599.530129,1673972096.324838,3800760.000,33125,1,B%,1,100,47
637600.527075,637600.527049,1673972097.321728,3801726.000,33301,1,B%,1,100,48
637601.529154,637601.529128,1673972098.323779,3802697.000,33462,1,B%,1,100,47
637602.527105,637602.527079,1673972099.321702,3803664.000,33617,1,B%,1,100,48
637603.519896,637603.519870,1673972100.314465,3804626.000,33773,1,B%,1,100,48
637604.519911,637604.519885,1673972101.314452,3805595.000,33927,1,B%,1,100,47
