LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,TL,LC,
637317.281280,637317.281259,1673971814.083986,3527265,52705,4,TX,1,100,2023-01-17_18-10-13-996451,637317.1937244,
637317.720915,637317.720894,1673971814.523608,3527691,52773,4,TX,1,100,2023-01-17_18-10-14-496327,637317.6936144,
637318.309160,637318.309138,1673971815.111836,3528261,52876,4,TX,1,100,2023-01-17_18-10-14-996079,637318.1933807,
637318.834451,637318.834430,1673971815.637113,3528770,52962,4,TX,1,100,2023-01-17_18-10-15-496641,637318.6939572,
637319.245190,637319.245169,1673971816.047840,3529168,53032,4,TX,1,100,2023-01-17_18-10-15-995883,637319.1932127,
637319.711658,637319.711636,1673971816.514294,3529620,53101,4,TX,1,100,2023-01-17_18-10-16-496398,637319.6937422,
637320.263782,637320.263760,1673971817.066402,3530155,53190,4,TX,1,100,2023-01-17_18-10-16-996698,637320.1940566,
637320.766369,637320.766348,1673971817.568976,3530642,53274,4,TX,1,100,2023-01-17_18-10-17-546917,637320.7442914,
637321.277213,637321.277191,1673971818.079805,3531137,53361,4,TX,1,100,2023-01-17_18-10-17-995631,637321.1930180,
637321.817985,637321.817963,1673971818.620562,3531661,53436,4,TX,1,100,2023-01-17_18-10-18-495708,637321.6931092,
637322.226660,637322.226638,1673971819.029225,3532057,53506,4,TX,1,100,2023-01-17_18-10-18-996473,637322.1938879,
637322.748856,637322.748834,1673971819.551406,3532563,53590,4,TX,1,100,2023-01-17_18-10-19-496659,637322.6940881,
637323.217387,637323.217365,1673971820.019924,3533017,53662,4,TX,1,100,2023-01-17_18-10-19-995720,637323.1931627,
637323.723071,637323.723049,1673971820.525593,3533507,53746,4,TX,1,100,2023-01-17_18-10-20-496031,637323.6934891,
637324.237010,637324.236989,1673971821.039518,3534005,53833,4,TX,1,100,2023-01-17_18-10-20-996711,637324.1941833,
637324.774686,637324.774665,1673971821.577179,3534526,53918,4,TX,1,100,2023-01-17_18-10-21-511917,637324.7094038,
637325.313394,637325.313372,1673971822.115871,3535048,54005,4,TX,1,100,2023-01-17_18-10-22-076781,637325.2742837,
637325.807726,637325.807704,1673971822.610189,3535527,54091,4,TX,1,100,2023-01-17_18-10-22-530928,637325.7284440,
637326.331985,637326.331964,1673971823.134434,3536035,54177,4,TX,1,100,2023-01-17_18-10-23-029750,637326.2272794,
637326.924358,637326.924336,1673971823.726789,3536609,54251,4,TX,1,100,2023-01-17_18-10-23-529028,637326.7265715,
637327.340257,637327.340235,1673971824.142676,3537012,54322,4,TX,1,100,2023-01-17_18-10-24-029320,637327.2268779,
637328.058534,637328.058512,1673971824.860933,3537708,54440,4,TX,1,100,2023-01-17_18-10-24-530604,637327.7281763,
637328.334080,637328.334058,1673971825.136471,3537975,54478,4,TX,1,100,2023-01-17_18-10-25-029108,637328.2266948,
637328.747915,637328.747893,1673971825.550294,3538376,54547,4,TX,1,100,2023-01-17_18-10-25-513753,637328.7113529,
637329.278367,637329.278345,1673971826.080731,3538890,54634,4,TX,1,100,2023-01-17_18-10-26-046520,637329.2441358,
637329.767538,637329.767516,1673971826.569889,3539364,54717,4,TX,1,100,2023-01-17_18-10-26-528864,637329.7264933,
637330.300054,637330.300032,1673971827.102390,3539880,54805,4,TX,1,100,2023-01-17_18-10-27-031904,637330.2295472,
637330.745881,637330.745860,1673971827.548204,3540312,54875,4,TX,1,100,2023-01-17_18-10-27-529926,637330.7275833,
637331.256725,637331.256703,1673971828.059033,3540807,54961,4,TX,1,100,2023-01-17_18-10-28-029509,637331.2271803,
637331.766537,637331.766515,1673971828.568830,3541301,55045,4,TX,1,100,2023-01-17_18-10-28-529716,637331.7274018,
637332.316597,637332.316575,1673971829.118875,3541834,55123,4,TX,1,100,2023-01-17_18-10-29-029633,637332.2273328,
637332.848080,637332.848059,1673971829.650343,3542349,55209,4,TX,1,100,2023-01-17_18-10-29-530657,637332.7283710,
637333.262947,637333.262926,1673971830.065199,3542751,55278,4,TX,1,100,2023-01-17_18-10-30-010751,637333.2084790,
637333.887312,637333.887290,1673971830.689545,3543356,55380,4,TX,1,100,2023-01-17_18-10-30-578208,637333.7759513,
637334.281539,637334.281517,1673971831.083761,3543738,55450,4,TX,1,100,2023-01-17_18-10-31-029676,637334.2274326,
637334.799606,637334.799585,1673971831.601814,3544240,55536,4,TX,1,100,2023-01-17_18-10-31-529683,637334.7274546,
637335.322834,637335.322812,1673971832.125027,3544747,55622,4,TX,1,100,2023-01-17_18-10-32-028728,637335.2265130,
637335.838838,637335.838816,1673971832.641016,3545247,55708,4,TX,1,100,2023-01-17_18-10-32-528016,637335.7258153,
637336.258865,637336.258843,1673971833.061031,3545654,55778,4,TX,1,100,2023-01-17_18-10-33-029437,637336.2272505,
637336.898710,637336.898688,1673971833.700858,3546274,55880,4,TX,1,100,2023-01-17_18-10-33-528723,637336.7265509,
637337.260944,637337.260922,1673971834.063082,3546625,55934,4,TX,1,100,2023-01-17_18-10-34-012505,637337.2103466,
637337.775916,637337.775894,1673971834.578039,3547124,56007,4,TX,1,100,2023-01-17_18-10-34-545733,637337.7435897,
637338.271279,637338.271258,1673971835.073388,3547604,56094,4,TX,1,100,2023-01-17_18-10-35-029540,637338.2274106,
637338.792443,637338.792421,1673971835.594537,3548109,56180,4,TX,1,100,2023-01-17_18-10-35-529154,637338.7270392,
637339.311543,637339.311521,1673971836.113622,3548612,56266,4,TX,1,100,2023-01-17_18-10-36-029480,637339.2273795,
637339.831675,637339.831653,1673971836.633739,3549116,56352,4,TX,1,100,2023-01-17_18-10-36-528938,637339.7268514,
637340.257894,637340.257872,1673971837.059946,3549529,56422,4,TX,1,100,2023-01-17_18-10-37-029246,637340.2271736,
637340.771834,637340.771812,1673971837.573871,3550027,56507,4,TX,1,100,2023-01-17_18-10-37-529997,637340.7279387,
637341.261005,637341.260983,1673971838.063029,3550501,56578,4,TX,1,100,2023-01-17_18-10-38-029265,637341.2272210,
637341.773913,637341.773891,1673971838.575922,3550998,56662,4,TX,1,100,2023-01-17_18-10-38-515339,637341.7133079,
637342.321909,637342.321887,1673971839.123903,3551529,56750,4,TX,1,100,2023-01-17_18-10-39-078081,637342.2760664,
637342.868873,637342.868851,1673971839.670851,3552059,56826,4,TX,1,100,2023-01-17_18-10-39-529278,637342.7272763,
637343.301284,637343.301262,1673971840.103250,3552478,56898,4,TX,1,100,2023-01-17_18-10-40-029321,637343.2273339,
637343.812127,637343.812106,1673971840.614079,3552973,56984,4,TX,1,100,2023-01-17_18-10-40-530308,637343.7283344,
637344.254859,637344.254837,1673971841.056798,3553402,57054,4,TX,1,100,2023-01-17_18-10-41-029120,637344.2271612,
637344.756414,637344.756392,1673971841.558339,3553888,57138,4,TX,1,100,2023-01-17_18-10-41-529151,637344.7272060,
637345.373555,637345.373533,1673971842.175462,3554486,57242,4,TX,1,100,2023-01-17_18-10-42-029206,637345.2272752,
637345.783262,637345.783240,1673971842.585157,3554883,57311,4,TX,1,100,2023-01-17_18-10-42-530378,637345.7284613,
637346.379762,637346.379740,1673971843.181640,3555461,57398,4,TX,1,100,2023-01-17_18-10-43-042958,637346.2410557,
637346.776053,637346.776031,1673971843.577920,3555845,57467,4,TX,1,100,2023-01-17_18-10-43-528253,637346.7263643,
637347.286896,637347.286875,1673971844.088749,3556340,57553,4,TX,1,100,2023-01-17_18-10-44-027622,637347.2257488,
637347.810124,637347.810102,1673971844.611962,3556847,57638,4,TX,1,100,2023-01-17_18-10-44-527509,637347.7256498,
637348.416945,637348.416923,1673971845.218765,3557435,57716,4,TX,1,100,2023-01-17_18-10-45-027463,637348.2256173,
637348.754411,637348.754389,1673971845.556222,3557762,57770,4,TX,1,100,2023-01-17_18-10-45-529730,637348.7278989,
637349.251839,637349.251817,1673971846.053636,3558244,57857,4,TX,1,100,2023-01-17_18-10-46-028945,637349.2271275,
637349.861755,637349.861733,1673971846.663535,3558835,57957,4,TX,1,100,2023-01-17_18-10-46-530180,637349.7283776,
637350.293134,637350.293112,1673971847.094901,3559253,58027,4,TX,1,100,2023-01-17_18-10-47-029032,637350.2272438,
637350.930915,637350.930893,1673971847.732664,3559871,58129,4,TX,1,100,2023-01-17_18-10-47-579296,637350.7775227,
637351.251869,637351.251847,1673971848.053609,3560182,58184,4,TX,1,100,2023-01-17_18-10-48-027491,637351.2257308,
637351.795737,637351.795715,1673971848.597461,3560709,58270,4,TX,1,100,2023-01-17_18-10-48-528973,637351.7272260,
637352.307613,637352.307591,1673971849.109323,3561205,58356,4,TX,1,100,2023-01-17_18-10-49-028293,637352.2265607,
637352.820520,637352.820498,1673971849.622216,3561702,58440,4,TX,1,100,2023-01-17_18-10-49-530750,637352.7290319,
637353.328268,637353.328246,1673971850.129949,3562194,58516,4,TX,1,100,2023-01-17_18-10-50-028988,637353.2272841,
637353.763775,637353.763753,1673971850.565444,3562616,58584,4,TX,1,100,2023-01-17_18-10-50-529859,637353.7281694,
637354.270491,637354.270469,1673971851.072145,3563107,58672,4,TX,1,100,2023-01-17_18-10-51-029816,637354.2281407,
637354.893823,637354.893801,1673971851.695460,3563711,58774,4,TX,1,100,2023-01-17_18-10-51-550890,637354.7492301,
637355.305594,637355.305572,1673971852.107219,3564110,58844,4,TX,1,100,2023-01-17_18-10-52-028934,637355.2272869,
637355.824694,637355.824672,1673971852.626304,3564613,58929,4,TX,1,100,2023-01-17_18-10-52-529679,637355.7280463,
637356.299417,637356.299395,1673971853.101014,3565073,59000,4,TX,1,100,2023-01-17_18-10-53-061338,637356.2597207,
637356.808197,637356.808175,1673971853.609779,3565566,59085,4,TX,1,100,2023-01-17_18-10-53-561333,637356.7597302,
637357.320073,637357.320051,1673971854.121640,3566062,59172,4,TX,1,100,2023-01-17_18-10-54-061098,637357.2595089,
637357.841237,637357.841214,1673971854.642789,3566567,59257,4,TX,1,100,2023-01-17_18-10-54-561736,637357.7601605,
637358.601826,637358.601804,1673971855.403357,3567304,59366,4,TX,1,100,2023-01-17_18-10-55-061164,637358.2596036,
637358.794811,637358.794789,1673971855.596337,3567491,59401,4,TX,1,100,2023-01-17_18-10-55-545371,637358.7438240,
637359.327327,637359.327305,1673971856.128838,3568007,59488,4,TX,1,100,2023-01-17_18-10-56-076905,637359.2753731,
637359.912476,637359.912453,1673971856.713969,3568574,59574,4,TX,1,100,2023-01-17_18-10-56-561153,637359.7596348,
637360.298446,637360.298424,1673971857.099929,3568948,59645,4,TX,1,100,2023-01-17_18-10-57-061757,637360.2602527,
637360.830962,637360.830940,1673971857.632430,3569464,59731,4,TX,1,100,2023-01-17_18-10-57-561616,637360.7601259,
637361.343870,637361.343848,1673971858.145323,3569961,59817,4,TX,1,100,2023-01-17_18-10-58-060869,637361.2593931,
637361.856778,637361.856755,1673971858.658216,3570458,59902,4,TX,1,100,2023-01-17_18-10-58-561145,637361.7596832,
637362.291253,637362.291230,1673971859.092679,3570879,59973,4,TX,1,100,2023-01-17_18-10-59-061763,637362.2603158,
637362.858857,637362.858835,1673971859.660267,3571429,60058,4,TX,1,100,2023-01-17_18-10-59-561025,637362.7595818,
637363.297460,637363.297438,1673971860.098857,3571854,60129,4,TX,1,100,2023-01-17_18-11-00-051464,637363.2500448,
637363.916664,637363.916642,1673971860.718044,3572454,60219,4,TX,1,100,2023-01-17_18-11-00-610457,637363.8090536,
637364.317083,637364.317061,1673971861.118452,3572842,60289,4,TX,1,100,2023-01-17_18-11-01-061444,637364.2600536,
637364.832055,637364.832033,1673971861.633409,3573341,60375,4,TX,1,100,2023-01-17_18-11-01-561030,637364.7596539,
637365.301618,637365.301596,1673971862.102959,3573796,60445,4,TX,1,100,2023-01-17_18-11-02-078468,637365.2771069,
637365.816590,637365.816568,1673971862.617916,3574295,60531,4,TX,1,100,2023-01-17_18-11-02-561402,637365.7600539,
637366.328466,637366.328444,1673971863.129777,3574791,60617,4,TX,1,100,2023-01-17_18-11-03-061499,637366.2601658,
637366.841373,637366.841351,1673971863.642670,3575288,60702,4,TX,1,100,2023-01-17_18-11-03-561526,637366.7602063,
637367.271721,637367.271698,1673971864.073005,3575705,60772,4,TX,1,100,2023-01-17_18-11-04-045478,637367.2441729,
637367.801140,637367.801118,1673971864.602410,3576218,60858,4,TX,1,100,2023-01-17_18-11-04-576877,637367.7755865,
637368.302696,637368.302674,1673971865.103951,3576704,60944,4,TX,1,100,2023-01-17_18-11-05-077573,637368.2762970,
637368.826956,637368.826934,1673971865.628196,3577212,61030,4,TX,1,100,2023-01-17_18-11-05-561491,637368.7602286,
637369.284135,637369.284113,1673971866.085362,3577655,61089,4,TX,1,100,2023-01-17_18-11-06-060886,637369.2596373,
637369.811491,637369.811469,1673971866.612703,3578166,61175,4,TX,1,100,2023-01-17_18-11-06-560865,637369.7596313,
637370.316143,637370.316120,1673971867.117341,3578655,61261,4,TX,1,100,2023-01-17_18-11-07-044610,637370.2433898,
637370.770226,637370.770203,1673971867.571411,3579095,61329,4,TX,1,100,2023-01-17_18-11-07-544298,637370.7430919,
637371.281070,637371.281047,1673971868.082240,3579590,61416,4,TX,1,100,2023-01-17_18-11-08-044377,637371.2431856,
637371.801201,637371.801179,1673971868.602357,3580094,61502,4,TX,1,100,2023-01-17_18-11-08-545260,637371.7440828,
637372.423502,637372.423479,1673971869.224640,3580697,61606,4,TX,1,100,2023-01-17_18-11-09-092665,637372.2915031,
637372.821857,637372.821834,1673971869.622983,3581083,61674,4,TX,1,100,2023-01-17_18-11-09-578211,637372.7770618,
637373.337860,637373.337838,1673971870.138973,3581583,61760,4,TX,1,100,2023-01-17_18-11-10-078088,637373.2769531,
637373.805360,637373.805337,1673971870.606459,3582036,61830,4,TX,1,100,2023-01-17_18-11-10-578047,637373.7769262,
637374.319299,637374.319277,1673971871.120384,3582534,61916,4,TX,1,100,2023-01-17_18-11-11-076843,637374.2757373,
637374.835303,637374.835281,1673971871.636373,3583034,61990,4,TX,1,100,2023-01-17_18-11-11-578261,637374.7771694,
637375.352339,637375.352316,1673971872.153394,3583535,62077,4,TX,1,100,2023-01-17_18-11-12-046397,637375.2453191,
637375.797134,637375.797112,1673971872.598176,3583966,62146,4,TX,1,100,2023-01-17_18-11-12-576522,637375.7754587,
637376.439043,637376.439020,1673971873.240067,3584588,62250,4,TX,1,100,2023-01-17_18-11-13-059339,637376.2582892,
637376.868358,637376.868335,1673971873.669370,3585004,62318,4,TX,1,100,2023-01-17_18-11-13-627192,637376.8261585,
637377.302833,637377.302810,1673971874.103832,3585425,62388,4,TX,1,100,2023-01-17_18-11-14-078305,637377.2772818,
637377.806453,637377.806430,1673971874.607438,3585913,62474,4,TX,1,100,2023-01-17_18-11-14-576621,637377.7756148,
637378.317296,637378.317274,1673971875.118267,3586408,62560,4,TX,1,100,2023-01-17_18-11-15-076276,637378.2752843,
637378.832268,637378.832246,1673971875.633224,3586907,62645,4,TX,1,100,2023-01-17_18-11-15-577760,637378.7767821,
637379.350336,637379.350313,1673971876.151277,3587409,62732,4,TX,1,100,2023-01-17_18-11-16-077290,637379.2763262,
637379.856019,637379.855997,1673971876.656946,3587899,62790,4,TX,1,100,2023-01-17_18-11-16-576816,637379.7758668,
637380.287398,637380.287376,1673971877.088313,3588317,62861,4,TX,1,100,2023-01-17_18-11-17-061256,637380.2603204,
637380.839522,637380.839500,1673971877.640421,3588852,62948,4,TX,1,100,2023-01-17_18-11-17-592147,637380.7912259,
637381.331790,637381.331767,1673971878.132675,3589329,63034,4,TX,1,100,2023-01-17_18-11-18-076800,637381.2758931,
637381.807545,637381.807523,1673971878.608417,3589790,63103,4,TX,1,100,2023-01-17_18-11-18-577203,637381.7763102,
637382.309101,637382.309079,1673971879.109958,3590276,63190,4,TX,1,100,2023-01-17_18-11-19-076697,637382.2758182,
637382.824073,637382.824050,1673971879.624915,3590775,63275,4,TX,1,100,2023-01-17_18-11-19-577825,637382.7769605,
637383.339044,637383.339022,1673971880.139872,3591274,63361,4,TX,1,100,2023-01-17_18-11-20-077978,637383.2771280,
637383.859176,637383.859154,1673971880.659989,3591778,63447,4,TX,1,100,2023-01-17_18-11-20-577844,637383.7770076,
637384.300875,637384.300853,1673971881.101676,3592206,63503,4,TX,1,100,2023-01-17_18-11-21-076256,637384.2754350,
637384.811719,637384.811697,1673971881.612505,3592701,63588,4,TX,1,100,2023-01-17_18-11-21-562640,637384.7618323,
637385.409251,637385.409229,1673971882.210020,3593280,63680,4,TX,1,100,2023-01-17_18-11-22-126180,637385.3253879,
637385.943831,637385.943809,1673971882.744585,3593798,63765,4,TX,1,100,2023-01-17_18-11-22-580827,637385.7800477,
637386.328770,637386.328747,1673971883.129513,3594171,63835,4,TX,1,100,2023-01-17_18-11-23-076377,637386.2756129,
637386.859222,637386.859199,1673971883.659950,3594685,63920,4,TX,1,100,2023-01-17_18-11-23-577695,637386.7769448,
637387.325689,637387.325667,1673971884.126404,3595137,63992,4,TX,1,100,2023-01-17_18-11-24-076924,637387.2761875,
637387.837565,637387.837542,1673971884.638265,3595633,64076,4,TX,1,100,2023-01-17_18-11-24-576958,637387.7762356,
637388.351505,637388.351482,1673971885.152190,3596131,64162,4,TX,1,100,2023-01-17_18-11-25-076888,637388.2761791,
637388.805588,637388.805565,1673971885.606260,3596571,64233,4,TX,1,100,2023-01-17_18-11-25-578814,637388.7781206,
637389.418600,637389.418578,1673971886.219255,3597165,64335,4,TX,1,100,2023-01-17_18-11-26-092586,637389.2919072,
637389.938732,637389.938709,1673971886.739372,3597669,64420,4,TX,1,100,2023-01-17_18-11-26-576938,637389.7762723,
637390.324703,637390.324680,1673971887.125332,3598043,64463,4,TX,1,100,2023-01-17_18-11-27-077693,637390.2770415,
637390.816970,637390.816948,1673971887.617586,3598520,64549,4,TX,1,100,2023-01-17_18-11-27-577567,637390.7769291,
637391.335038,637391.335015,1673971888.135639,3599022,64635,4,TX,1,100,2023-01-17_18-11-28-077576,637391.2769532,
637391.857234,637391.857211,1673971888.657820,3599528,64721,4,TX,1,100,2023-01-17_18-11-28-575875,637391.7752670,
637392.379430,637392.379407,1673971889.180001,3600034,64808,4,TX,1,100,2023-01-17_18-11-29-076947,637392.2763529,
637392.845897,637392.845874,1673971889.646455,3600486,64877,4,TX,1,100,2023-01-17_18-11-29-577514,637392.7769339,
637393.297916,637393.297894,1673971890.098461,3600924,64947,4,TX,1,100,2023-01-17_18-11-30-076017,637393.2754512,
637393.905769,637393.905746,1673971890.706296,3601513,65048,4,TX,1,100,2023-01-17_18-11-30-642140,637393.8415899,
637394.421772,637394.421750,1673971891.222285,3602013,65136,4,TX,1,100,2023-01-17_18-11-31-093205,637394.2926677,
637394.829415,637394.829393,1673971891.629916,3602408,65204,4,TX,1,100,2023-01-17_18-11-31-593423,637394.7929002,
637395.350579,637395.350556,1673971892.151065,3602913,65291,4,TX,1,100,2023-01-17_18-11-32-093903,637395.2933948,
637395.839751,637395.839728,1673971892.640223,3603387,65367,4,TX,1,100,2023-01-17_18-11-32-593703,637395.7932085,
637396.361946,637396.361924,1673971893.162404,3603893,65455,4,TX,1,100,2023-01-17_18-11-33-093155,637396.2926744,
637396.823254,637396.823231,1673971893.623698,3604340,65523,4,TX,1,100,2023-01-17_18-11-33-593680,637396.7932136,
637397.343385,637397.343363,1673971894.143815,3604844,73,4,TX,1,100,2023-01-17_18-11-34-077738,637397.2772853,
637397.886221,637397.886199,1673971894.686636,3605370,159,4,TX,1,100,2023-01-17_18-11-34-610464,637397.8100238,
637398.389841,637398.389818,1673971895.190241,3605858,246,4,TX,1,100,2023-01-17_18-11-35-092677,637398.2922531,
637398.904813,637398.904790,1673971895.705198,3606357,331,4,TX,1,100,2023-01-17_18-11-35-593062,637398.7926522,
637399.318648,637399.318625,1673971896.119021,3606758,401,4,TX,1,100,2023-01-17_18-11-36-093257,637399.2928618,
637399.943012,637399.942989,1673971896.743368,3607363,503,4,TX,1,100,2023-01-17_18-11-36-593418,637399.7930366,
637400.359943,637400.359920,1673971897.160287,3607767,574,4,TX,1,100,2023-01-17_18-11-37-092875,637400.2925081,
637400.852211,637400.852188,1673971897.652541,3608244,647,4,TX,1,100,2023-01-17_18-11-37-593690,637400.7933376,
