LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,RD
637289.817498,637289.817477,1673971786.620985,3500653.000,48345,2,RD,1,100,TL
637289.817498,637289.817477,1673971786.620985,3500653.000,48345,2,RD,1,100,TU
637292.467693,637292.467672,1673971789.271104,3503221.000,49194,2,RD,1,100,TL
637295.117888,637295.117867,1673971791.921224,3505789.000,49194,2,RD,1,100,TU
637297.762407,637297.762386,1673971794.565668,3508351.500,50050,2,RD,1,100,TL
637300.406926,637300.406905,1673971797.210112,3510914.000,50050,2,RD,1,100,TU
637303.059702,637303.059680,1673971799.862812,3513484.500,50854,2,RD,1,100,TL
637305.712477,637305.712455,1673971802.515511,3516055.000,50854,2,RD,1,100,TU
637308.350288,637308.350266,1673971805.153247,3518611.000,51707,2,RD,1,100,TL
637310.988099,637310.988077,1673971807.790983,3521167.000,51707,2,RD,1,100,TU
637313.629006,637313.628984,1673971810.431815,3523726.000,52559,2,RD,1,100,TL
637316.269913,637316.269891,1673971813.072647,3526285.000,52559,2,RD,1,100,TU
637318.900500,637318.900478,1673971815.703159,3528834.000,53397,2,RD,1,100,TL
637321.531087,637321.531065,1673971818.333672,3531383.000,53397,2,RD,1,100,TU
637324.163738,637324.163716,1673971820.966248,3533934.000,54246,2,RD,1,100,TL
637326.796389,637326.796367,1673971823.598824,3536485.000,54246,2,RD,1,100,TU
637329.444520,637329.444498,1673971826.246880,3539051.000,55100,2,RD,1,100,TL
637332.092651,637332.092629,1673971828.894936,3541617.000,55100,2,RD,1,100,TU
637334.723238,637334.723216,1673971831.525448,3544166.000,55953,2,RD,1,100,TL
637337.353825,637337.353803,1673971834.155960,3546715.000,55953,2,RD,1,100,TU
637339.994732,637339.994710,1673971836.796792,3549274.000,56803,2,RD,1,100,TL
637342.635639,637342.635617,1673971839.437624,3551833.000,56803,2,RD,1,100,TU
637345.276030,637345.276008,1673971842.077940,3554391.500,57658,2,RD,1,100,TL
637347.916421,637347.916399,1673971844.718256,3556950.000,57658,2,RD,1,100,TU
637350.562488,637350.562466,1673971847.364248,3559514.000,58511,2,RD,1,100,TL
637353.208555,637353.208533,1673971850.010240,3562078.000,58511,2,RD,1,100,TU
637355.848430,637355.848408,1673971852.650039,3564636.000,59361,2,RD,1,100,TL
637358.488305,637358.488283,1673971855.289840,3567194.000,59361,2,RD,1,100,TU
637361.137468,637361.137446,1673971857.938927,3569761.000,60214,2,RD,1,100,TL
637363.786631,637363.786609,1673971860.588015,3572328.000,60214,2,RD,1,100,TU
637366.417734,637366.417712,1673971863.219043,3574877.500,61066,2,RD,1,100,TL
637369.048837,637369.048815,1673971865.850071,3577427.000,61066,2,RD,1,100,TU
637371.691292,637371.691270,1673971868.492451,3579987.500,61919,2,RD,1,100,TL
637374.333748,637374.333725,1673971871.134831,3582548.000,61919,2,RD,1,100,TU
637376.973623,637376.973600,1673971873.774631,3585106.000,62767,2,RD,1,100,TL
637379.613498,637379.613475,1673971876.414431,3587664.000,62767,2,RD,1,100,TU
637382.260081,637382.260058,1673971879.060939,3590228.500,63607,2,RD,1,100,TL
637384.906664,637384.906641,1673971881.707447,3592793.000,63607,2,RD,1,100,TU
637387.540347,637387.540324,1673971884.341055,3595345.000,64459,2,RD,1,100,TL
637390.174030,637390.174007,1673971886.974663,3597897.000,64459,2,RD,1,100,TU
637392.816485,637392.816462,1673971889.617043,3600457.500,65312,2,RD,1,100,TL
637395.458940,637395.458917,1673971892.259423,3603018.000,65312,2,RD,1,100,TU
637398.093655,637398.093632,1673971894.894063,3605571.000,626,2,RD,1,100,TL
637400.728370,637400.728347,1673971897.528703,3608124.000,626,2,RD,1,100,TU
637403.383209,637403.383186,1673971900.183467,3610696.500,1496,2,RD,1,100,TL
637406.038048,637406.038025,1673971902.838231,3613269.000,1496,2,RD,1,100,TU
637408.671731,637408.671708,1673971905.471839,3615821.000,2361,2,RD,1,100,TL
637411.305414,637411.305391,1673971908.105447,3618373.000,2361,2,RD,1,100,TU
637413.938065,637413.938042,1673971910.738023,3620924.000,3229,2,RD,1,100,TL
637416.570716,637416.570693,1673971913.370599,3623475.000,3229,2,RD,1,100,TU
637419.211107,637419.211084,1673971916.010915,3626033.500,4095,2,RD,1,100,TL
637421.851498,637421.851475,1673971918.651231,3628592.000,4095,2,RD,1,100,TU
637424.484149,637424.484126,1673971921.283807,3631143.000,4949,2,RD,1,100,TL
637427.116800,637427.116777,1673971923.916384,3633694.000,4949,2,RD,1,100,TU
637429.758223,637429.758200,1673971926.557731,3636253.500,5816,2,RD,1,100,TL
637432.399646,637432.399623,1673971929.199080,3638813.000,5816,2,RD,1,100,TU
637435.036425,637435.036402,1673971931.835783,3641368.000,6683,2,RD,1,100,TL
637437.673204,637437.673181,1673971934.472487,3643923.000,6683,2,RD,1,100,TU
637440.304823,637440.304800,1673971937.104032,3646473.000,7548,2,RD,1,100,TL
637442.936442,637442.936419,1673971939.735576,3649023.000,7548,2,RD,1,100,TU
637445.599021,637445.598998,1673971942.398079,3651603.000,8418,2,RD,1,100,TL
637448.261601,637448.261577,1673971945.060583,3654183.000,8418,2,RD,1,100,TU
637450.901476,637450.901452,1673971947.700383,3656741.000,9270,2,RD,1,100,TL
637453.541351,637453.541327,1673971950.340183,3659299.000,9270,2,RD,1,100,TU
637456.199286,637456.199262,1673971952.998043,3661874.500,10138,2,RD,1,100,TL
637458.857221,637458.857197,1673971955.655902,3664450.000,10138,2,RD,1,100,TU
637461.488324,637461.488300,1673971958.286930,3666999.500,11007,2,RD,1,100,TL
637464.119427,637464.119403,1673971960.917958,3669549.000,11007,2,RD,1,100,TU
637466.780974,637466.780950,1673971963.579430,3672128.000,11888,2,RD,1,100,TL
637469.442521,637469.442497,1673971966.240901,3674707.000,11888,2,RD,1,100,TU
637472.081364,637472.081340,1673971968.879670,3677264.000,12755,2,RD,1,100,TL
637474.720207,637474.720183,1673971971.518438,3679821.000,12755,2,RD,1,100,TU
637477.352858,637477.352834,1673971974.151014,3682372.000,13626,2,RD,1,100,TL
637479.985509,637479.985485,1673971976.783590,3684923.000,13626,2,RD,1,100,TU
637482.625384,637482.625360,1673971979.423390,3687481.000,14490,2,RD,1,100,TL
637485.265259,637485.265235,1673971982.063190,3690039.000,14490,2,RD,1,100,TU
637487.896362,637487.896338,1673971984.694218,3692588.500,15342,2,RD,1,100,TL
637490.527465,637490.527441,1673971987.325246,3695138.000,15342,2,RD,1,100,TU
637493.167856,637493.167832,1673971989.965562,3697696.500,16208,2,RD,1,100,TL
637495.808247,637495.808223,1673971992.605878,3700255.000,16208,2,RD,1,100,TU
637498.459475,637498.459450,1673971995.257030,3702824.000,17080,2,RD,1,100,TL
637501.110702,637501.110677,1673971997.908182,3705393.000,17080,2,RD,1,100,TU
637503.767089,637503.767064,1673972000.564493,3707967.000,17948,2,RD,1,100,TL
637506.423476,637506.423452,1673972003.220805,3710541.000,17948,2,RD,1,100,TU
637509.060255,637509.060231,1673972005.857509,3713096.000,18801,2,RD,1,100,TL
637511.697034,637511.697009,1673972008.494213,3715651.000,18801,2,RD,1,100,TU
637514.344133,637514.344109,1673972011.141237,3718216.000,19669,2,RD,1,100,TL
637516.991232,637516.991208,1673972013.788261,3720781.000,19669,2,RD,1,100,TU
637519.635751,637519.635727,1673972016.432705,3723343.500,20538,2,RD,1,100,TL
637522.280270,637522.280246,1673972019.077148,3725906.000,20538,2,RD,1,100,TU
637524.926853,637524.926829,1673972021.723656,3728470.500,21406,2,RD,1,100,TL
637527.573437,637527.573412,1673972024.370164,3731035.000,21406,2,RD,1,100,TU
637530.207636,637530.207611,1673972027.004288,3733587.500,22259,2,RD,1,100,TL
637532.841835,637532.841810,1673972029.638412,3736140.000,22259,2,RD,1,100,TU
637535.491514,637535.491489,1673972032.288016,3738707.500,23127,2,RD,1,100,TL
637538.141193,637538.141168,1673972034.937620,3741275.000,23127,2,RD,1,100,TU
637540.781584,637540.781559,1673972037.577936,3743833.500,23929,2,RD,1,100,TL
637543.421975,637543.421950,1673972040.218252,3746392.000,23929,2,RD,1,100,TU
637546.071138,637546.071113,1673972042.867340,3748959.000,24798,2,RD,1,100,TL
637548.720301,637548.720276,1673972045.516428,3751526.000,24798,2,RD,1,100,TU
637551.361724,637551.361699,1673972048.157776,3754085.500,25662,2,RD,1,100,TL
637554.003147,637554.003122,1673972050.799124,3756645.000,25662,2,RD,1,100,TU
637556.638378,637556.638353,1673972053.434280,3759198.500,26531,2,RD,1,100,TL
637559.273609,637559.273584,1673972056.069436,3761752.000,26531,2,RD,1,100,TU
637561.909356,637561.909331,1673972058.705108,3764306.000,27381,2,RD,1,100,TL
637564.545103,637564.545078,1673972061.340780,3766860.000,27381,2,RD,1,100,TU
637567.185494,637567.185469,1673972063.981096,3769418.500,28251,2,RD,1,100,TL
637569.825885,637569.825860,1673972066.621412,3771977.000,28251,2,RD,1,100,TU
637572.461116,637572.461091,1673972069.256568,3774530.500,29120,2,RD,1,100,TL
637575.096347,637575.096322,1673972071.891724,3777084.000,29120,2,RD,1,100,TU
637577.740350,637577.740325,1673972074.535652,3779646.000,29985,2,RD,1,100,TL
637580.384353,637580.384328,1673972077.179580,3782208.000,29985,2,RD,1,100,TU
637583.027840,637583.027815,1673972079.822992,3784769.500,30855,2,RD,1,100,TL
637585.671327,637585.671302,1673972082.466404,3787331.000,30855,2,RD,1,100,TU
637588.321523,637588.321497,1673972085.116524,3789899.000,31718,2,RD,1,100,TL
637590.971718,637590.971692,1673972087.766643,3792467.000,31718,2,RD,1,100,TU
637593.606949,637593.606923,1673972090.401799,3795020.500,32571,2,RD,1,100,TL
637596.242180,637596.242154,1673972093.036955,3797574.000,32571,2,RD,1,100,TU
637598.881539,637598.881513,1673972095.676239,3800131.500,33437,2,RD,1,100,TL
637601.520898,637601.520872,1673972098.315523,3802689.000,33437,2,RD,1,100,TU
