LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,BV
637361.965138,637361.965116,1673971858.766574,3570563.000,59936,1,BV,1,100,3.83
637362.964122,637362.964099,1673971859.765529,3571531.000,60090,1,BV,1,100,3.83
637363.955881,637363.955858,1673971860.757260,3572492.000,60252,1,BV,1,100,3.83
637364.951768,637364.951746,1673971861.753119,3573457.000,60410,1,BV,1,100,3.83
637365.951783,637365.951761,1673971862.753105,3574426.000,60580,1,BV,1,100,3.83
637366.951798,637366.951776,1673971863.753092,3575395.000,60734,1,BV,1,100,3.83
637367.947685,637367.947663,1673971864.748951,3576360.000,60907,1,BV,1,100,3.83
637368.949765,637368.949742,1673971865.751002,3577331.000,61062,1,BV,1,100,3.83
637369.951844,637369.951822,1673971866.753052,3578302.000,61224,1,BV,1,100,3.83
637370.950827,637370.950805,1673971867.752007,3579270.000,61379,1,BV,1,100,3.83
637371.947746,637371.947724,1673971868.748898,3580236.000,61551,1,BV,1,100,3.83
637372.947762,637372.947739,1673971869.748885,3581205.000,61706,1,BV,1,100,3.83
637373.940553,637373.940530,1673971870.741648,3582167.000,61879,1,BV,1,100,3.83
637374.936440,637374.936417,1673971871.737507,3583132.000,62024,1,BV,1,100,3.83
637375.937487,637375.937465,1673971872.738525,3584102.000,62195,1,BV,1,100,3.83
637376.937502,637376.937480,1673971873.738512,3585071.000,62353,1,BV,1,100,3.83
637377.936485,637377.936463,1673971874.737467,3586039.000,62524,1,BV,1,100,3.83
637378.934437,637378.934414,1673971875.735390,3587006.000,62680,1,BV,1,100,3.83
637379.937548,637379.937525,1673971876.738472,3587978.000,62824,1,BV,1,100,3.83
637380.936531,637380.936509,1673971877.737427,3588946.000,62979,1,BV,1,100,3.83
637381.932418,637381.932396,1673971878.733286,3589911.000,63152,1,BV,1,100,3.83
637382.928305,637382.928283,1673971879.729145,3590876.000,63308,1,BV,1,100,3.83
637383.922129,637383.922106,1673971880.722940,3591839.000,63482,1,BV,1,100,3.83
637384.921112,637384.921089,1673971881.721895,3592807.000,63628,1,BV,1,100,3.83
637385.922159,637385.922137,1673971882.722914,3593777.000,63783,1,BV,1,100,3.83
637386.923206,637386.923184,1673971883.723932,3594747.000,63955,1,BV,1,100,3.83
637387.919093,637387.919071,1673971884.719791,3595712.000,64110,1,BV,1,100,3.83
637388.922205,637388.922182,1673971885.722874,3596684.000,64283,1,BV,1,100,3.83
637389.923252,637389.923229,1673971886.723893,3597654.000,64437,1,BV,1,100,3.83
637390.917075,637390.917052,1673971887.717688,3598617.000,64584,1,BV,1,100,3.83
637391.910898,637391.910876,1673971888.711483,3599580.000,64754,1,BV,1,100,3.83
637392.906785,637392.906763,1673971889.707341,3600545.000,64911,1,BV,1,100,3.83
637393.904737,637393.904714,1673971890.705264,3601512.000,65066,1,BV,1,100,3.83
637394.900624,637394.900601,1673971891.701123,3602477.000,65239,1,BV,1,100,3.83
637395.901671,637395.901648,1673971892.702142,3603447.000,65400,1,BV,1,100,3.83
637396.904782,637396.904760,1673971893.705225,3604419.000,19,1,BV,1,100,3.83
637397.898605,637397.898583,1673971894.699019,3605382.000,193,1,BV,1,100,3.83
637398.902749,637398.902726,1673971895.703134,3606355.000,347,1,BV,1,100,3.83
637399.901732,637399.901709,1673971896.702089,3607323.000,519,1,BV,1,100,3.83
637400.896587,637400.896564,1673971897.696916,3608287.000,682,1,BV,1,100,3.83
637401.890410,637401.890387,1673971898.690711,3609250.000,836,1,BV,1,100,3.83
637402.889393,637402.889371,1673971899.689666,3610218.000,1006,1,BV,1,100,3.83
637403.886313,637403.886290,1673971900.686556,3611184.000,1165,1,BV,1,100,3.83
637404.883232,637404.883209,1673971901.683447,3612150.000,1319,1,BV,1,100,3.83
637405.888407,637405.888384,1673971902.688594,3613124.000,1492,1,BV,1,100,3.83
637406.888422,637406.888399,1673971903.688581,3614093.000,1652,1,BV,1,100,3.83
637407.885341,637407.885319,1673971904.685472,3615059.000,1825,1,BV,1,100,3.83
637408.885357,637408.885334,1673971905.685458,3616028.000,1979,1,BV,1,100,3.83
637409.878148,637409.878125,1673971906.678221,3616990.000,2152,1,BV,1,100,3.83
637410.875067,637410.875044,1673971907.675112,3617956.000,2307,1,BV,1,100,3.83
637411.870954,637411.870931,1673971908.670971,3618921.000,2469,1,BV,1,100,3.83
637412.872001,637412.871978,1673971909.671990,3619891.000,2642,1,BV,1,100,3.83
637413.869953,637413.869930,1673971910.669913,3620858.000,2797,1,BV,1,100,3.83
637414.869968,637414.869945,1673971911.669899,3621827.000,2970,1,BV,1,100,3.83
637415.872047,637415.872024,1673971912.671950,3622798.000,3121,1,BV,1,100,3.83
637416.871030,637416.871007,1673971913.670905,3623766.000,3302,1,BV,1,100,3.83
637417.867949,637417.867926,1673971914.667796,3624732.000,3457,1,BV,1,100,3.83
637418.864869,637418.864846,1673971915.664687,3625698.000,3630,1,BV,1,100,3.83
637419.860756,637419.860733,1673971916.660545,3626663.000,3801,1,BV,1,100,3.83
637420.856643,637420.856620,1673971917.656404,3627628.000,3957,1,BV,1,100,3.83
637421.851498,637421.851475,1673971918.651231,3628592.000,4118,1,BV,1,100,3.83
637422.853577,637422.853554,1673971919.653282,3629563.000,4274,1,BV,1,100,3.83
637423.849465,637423.849441,1673971920.649141,3630528.000,4429,1,BV,1,100,3.83
637424.851544,637424.851521,1673971921.651191,3631499.000,4601,1,BV,1,100,3.83
637425.851559,637425.851536,1673971922.651178,3632468.000,4754,1,BV,1,100,3.83
637426.850542,637426.850519,1673971923.650133,3633436.000,4929,1,BV,1,100,3.83
637427.849525,637427.849502,1673971924.649088,3634404.000,5087,1,BV,1,100,3.83
637428.842317,637428.842293,1673971925.641851,3635366.000,5241,1,BV,1,100,3.83
637429.839236,637429.839213,1673971926.638742,3636332.000,5417,1,BV,1,100,3.83
637430.835123,637430.835100,1673971927.634601,3637297.000,5571,1,BV,1,100,3.83
637431.833074,637431.833051,1673971928.632524,3638264.000,5744,1,BV,1,100,3.83
637432.833089,637432.833066,1673971929.632510,3639233.000,5901,1,BV,1,100,3.83
637433.828977,637433.828953,1673971930.628369,3640198.000,6077,1,BV,1,100,3.83
637434.837248,637434.837224,1673971931.636612,3641175.000,6228,1,BV,1,100,3.83
637435.834167,637435.834144,1673971932.633502,3642141.000,6404,1,BV,1,100,3.83
637436.832118,637436.832095,1673971933.631425,3643108.000,6556,1,BV,1,100,3.83
637437.828005,637437.827982,1673971934.627284,3644073.000,6737,1,BV,1,100,3.83
637438.824925,637438.824901,1673971935.624175,3645039.000,6888,1,BV,1,100,3.83
637439.819780,637439.819756,1673971936.619002,3646003.000,7064,1,BV,1,100,3.83
637440.819795,637440.819772,1673971937.618989,3646972.000,7216,1,BV,1,100,3.83
637441.819810,637441.819787,1673971938.618976,3647941.000,7392,1,BV,1,100,3.83
637442.818793,637442.818770,1673971939.617930,3648909.000,7543,1,BV,1,100,3.83
637443.817777,637443.817753,1673971940.616885,3649877.000,7708,1,BV,1,100,3.83
637444.821920,637444.821896,1673971941.621000,3650850.000,7860,1,BV,1,100,3.83
637445.817807,637445.817783,1673971942.616859,3651815.000,8033,1,BV,1,100,3.83
637446.817822,637446.817799,1673971943.616846,3652784.000,8187,1,BV,1,100,3.83
637447.811645,637447.811622,1673971944.610641,3653747.000,8363,1,BV,1,100,3.83
637448.805469,637448.805445,1673971945.604435,3654710.000,8506,1,BV,1,100,3.83
637449.802388,637449.802364,1673971946.601326,3655676.000,8679,1,BV,1,100,3.83
637450.804467,637450.804443,1673971947.603377,3656647.000,8854,1,BV,1,100,3.83
637451.802418,637451.802395,1673971948.601300,3657614.000,9009,1,BV,1,100,3.83
637452.799337,637452.799314,1673971949.598191,3658580.000,9161,1,BV,1,100,3.83
637453.800385,637453.800361,1673971950.599209,3659550.000,9342,1,BV,1,100,3.83
637454.799368,637454.799344,1673971951.598164,3660518.000,9500,1,BV,1,100,3.82
637455.796287,637455.796263,1673971952.595055,3661484.000,9652,1,BV,1,100,3.83
637456.792174,637456.792150,1673971953.590914,3662449.000,9827,1,BV,1,100,3.82
637457.785997,637457.785974,1673971954.584709,3663412.000,9980,1,BV,1,100,3.83
637458.786012,637458.785989,1673971955.584696,3664381.000,10134,1,BV,1,100,3.83
637459.782932,637459.782908,1673971956.581586,3665347.000,10312,1,BV,1,100,3.83
637460.788107,637460.788083,1673971957.586733,3666321.000,10467,1,BV,1,100,3.83
637461.786058,637461.786034,1673971958.584656,3667288.000,10640,1,BV,1,100,3.83
637462.785041,637462.785018,1673971959.583611,3668256.000,10815,1,BV,1,100,3.83
637463.785057,637463.785033,1673971960.583598,3669225.000,10967,1,BV,1,100,3.83
637464.787136,637464.787112,1673971961.585648,3670196.000,11147,1,BV,1,100,3.83
637465.778895,637465.778871,1673971962.577379,3671157.000,11300,1,BV,1,100,3.83
637466.773750,637466.773726,1673971963.572206,3672121.000,11473,1,BV,1,100,3.83
637467.771701,637467.771677,1673971964.570129,3673088.000,11627,1,BV,1,100,3.83
637468.770684,637468.770661,1673971965.569084,3674056.000,11799,1,BV,1,100,3.83
637469.769668,637469.769644,1673971966.568039,3675024.000,11959,1,BV,1,100,3.83
637470.771747,637470.771723,1673971967.570089,3675995.000,12132,1,BV,1,100,3.83
637471.772794,637471.772770,1673971968.571108,3676965.000,12287,1,BV,1,100,3.82
637472.769713,637472.769689,1673971969.567999,3677931.000,12459,1,BV,1,100,3.82
637473.771793,637473.771769,1673971970.570050,3678902.000,12614,1,BV,1,100,3.82
637474.768712,637474.768688,1673971971.566941,3679868.000,12774,1,BV,1,100,3.82
637475.762535,637475.762511,1673971972.560735,3680831.000,12947,1,BV,1,100,3.83
637476.760486,637476.760462,1673971973.558658,3681798.000,13102,1,BV,1,100,3.82
637477.758437,637477.758413,1673971974.556581,3682765.000,13275,1,BV,1,100,3.83
637478.757421,637478.757396,1673971975.555536,3683733.000,13447,1,BV,1,100,3.83
637479.753308,637479.753284,1673971976.551395,3684698.000,13602,1,BV,1,100,3.83
637480.756419,637480.756395,1673971977.554477,3685670.000,13762,1,BV,1,100,3.82
637481.755402,637481.755378,1673971978.553432,3686638.000,13935,1,BV,1,100,3.82
637482.752321,637482.752297,1673971979.550323,3687604.000,14089,1,BV,1,100,3.83
637483.750273,637483.750248,1673971980.548246,3688571.000,14262,1,BV,1,100,3.83
637484.746160,637484.746136,1673971981.544105,3689536.000,14417,1,BV,1,100,3.83
637485.739983,637485.739959,1673971982.537900,3690499.000,14577,1,BV,1,100,3.82
637486.738966,637486.738942,1673971983.536855,3691467.000,14750,1,BV,1,100,3.82
637487.738981,637487.738957,1673971984.536841,3692436.000,14920,1,BV,1,100,3.82
637488.738996,637488.738972,1673971985.536828,3693405.000,15075,1,BV,1,100,3.83
637489.733852,637489.733827,1673971986.531655,3694369.000,15233,1,BV,1,100,3.82
637490.741091,637490.741067,1673971987.538866,3695345.000,15393,1,BV,1,100,3.82
637491.739042,637491.739018,1673971988.536788,3696312.000,15566,1,BV,1,100,3.82
637492.733897,637492.733873,1673971989.531615,3697276.000,15720,1,BV,1,100,3.83
637493.729784,637493.729760,1673971990.527474,3698241.000,15893,1,BV,1,100,3.82
637494.726704,637494.726679,1673971991.524365,3699207.000,16049,1,BV,1,100,3.82
637495.724655,637495.724631,1673971992.522288,3700174.000,16228,1,BV,1,100,3.82
637496.723638,637496.723614,1673971993.521243,3701142.000,16383,1,BV,1,100,3.82
637497.727781,637497.727757,1673971994.525357,3702115.000,16540,1,BV,1,100,3.82
637498.724700,637498.724676,1673971995.522248,3703081.000,16713,1,BV,1,100,3.82
637499.725748,637499.725723,1673971996.523267,3704051.000,16867,1,BV,1,100,3.83
637500.728859,637500.728835,1673971997.526350,3705023.000,17040,1,BV,1,100,3.82
637501.722682,637501.722658,1673971998.520145,3705986.000,17185,1,BV,1,100,3.82
637502.721665,637502.721641,1673971999.519099,3706954.000,17358,1,BV,1,100,3.82
637503.714456,637503.714432,1673972000.511863,3707916.000,17513,1,BV,1,100,3.82
637504.714472,637504.714447,1673972001.511849,3708885.000,17688,1,BV,1,100,3.82
637505.709327,637505.709302,1673972002.506676,3709849.000,17842,1,BV,1,100,3.82
637506.710374,637506.710350,1673972003.507695,3710819.000,18006,1,BV,1,100,3.82
637507.710389,637507.710365,1673972004.507682,3711788.000,18176,1,BV,1,100,3.82
637508.704212,637508.704188,1673972005.501477,3712751.000,18333,1,BV,1,100,3.82
637509.707324,637509.707299,1673972006.504559,3713723.000,18504,1,BV,1,100,3.82
637510.707339,637510.707314,1673972007.504546,3714692.000,18661,1,BV,1,100,3.82
637511.700130,637511.700106,1673972008.497309,3715654.000,18821,1,BV,1,100,3.82
637512.694985,637512.694961,1673972009.492136,3716618.000,18993,1,BV,1,100,3.82
637513.690872,637513.690848,1673972010.487995,3717583.000,19149,1,BV,1,100,3.82
637514.689856,637514.689831,1673972011.486950,3718551.000,19303,1,BV,1,100,3.82
637515.686775,637515.686750,1673972012.483840,3719517.000,19476,1,BV,1,100,3.82
637516.688854,637516.688829,1673972013.485891,3720488.000,19631,1,BV,1,100,3.82
637517.687837,637517.687813,1673972014.484846,3721456.000,19809,1,BV,1,100,3.82
637518.684756,637518.684732,1673972015.481737,3722422.000,19966,1,BV,1,100,3.82
637519.685804,637519.685779,1673972016.482756,3723392.000,20121,1,BV,1,100,3.82
637520.680659,637520.680634,1673972017.477582,3724356.000,20294,1,BV,1,100,3.82
637521.678610,637521.678585,1673972018.475505,3725323.000,20448,1,BV,1,100,3.82
637522.673465,637522.673440,1673972019.470332,3726287.000,20626,1,BV,1,100,3.82
637523.673480,637523.673456,1673972020.470319,3727256.000,20781,1,BV,1,100,3.82
637524.673496,637524.673471,1673972021.470306,3728225.000,20954,1,BV,1,100,3.82
637525.673511,637525.673486,1673972022.470293,3729194.000,21108,1,BV,1,100,3.82
637526.676622,637526.676597,1673972023.473375,3730166.000,21264,1,BV,1,100,3.82
637527.672509,637527.672484,1673972024.469234,3731131.000,21442,1,BV,1,100,3.82
637528.672524,637528.672500,1673972025.469221,3732100.000,21614,1,BV,1,100,3.82
637529.669444,637529.669419,1673972026.466112,3733066.000,21769,1,BV,1,100,3.82
637530.667395,637530.667370,1673972027.464035,3734033.000,21926,1,BV,1,100,3.82
637531.662250,637531.662225,1673972028.458862,3734997.000,22081,1,BV,1,100,3.82
637532.656073,637532.656048,1673972029.452657,3735960.000,22254,1,BV,1,100,3.82
637533.657120,637533.657095,1673972030.453675,3736930.000,22415,1,BV,1,100,3.82
637534.656104,637534.656079,1673972031.452630,3737898.000,22587,1,BV,1,100,3.82
637535.656119,637535.656094,1673972032.452617,3738867.000,22742,1,BV,1,100,3.82
637536.655102,637536.655077,1673972033.451571,3739835.000,22897,1,BV,1,100,3.82
637537.652021,637537.651996,1673972034.448462,3740801.000,23054,1,BV,1,100,3.82
637538.653068,637538.653043,1673972035.449481,3741771.000,23232,1,BV,1,100,3.82
637539.644828,637539.644803,1673972036.441212,3742732.000,23387,1,BV,1,100,3.82
637540.639683,637540.639658,1673972037.436039,3743696.000,23498,1,BV,1,100,3.82
637541.634538,637541.634513,1673972038.430866,3744660.000,23653,1,BV,1,100,3.82
637542.632489,637542.632464,1673972039.428789,3745627.000,23826,1,BV,1,100,3.82
637543.631472,637543.631447,1673972040.427744,3746595.000,23986,1,BV,1,100,3.82
637544.630456,637544.630430,1673972041.426698,3747563.000,24141,1,BV,1,100,3.82
637545.633567,637545.633542,1673972042.429781,3748535.000,24312,1,BV,1,100,3.82
637546.630486,637546.630461,1673972043.426672,3749501.000,24470,1,BV,1,100,3.82
637547.627405,637547.627380,1673972044.423563,3750467.000,24640,1,BV,1,100,3.82
637548.627420,637548.627395,1673972045.423550,3751436.000,24794,1,BV,1,100,3.82
637549.623308,637549.623282,1673972046.419408,3752401.000,24955,1,BV,1,100,3.82
637550.619195,637550.619170,1673972047.415267,3753366.000,25128,1,BV,1,100,3.82
637551.617146,637551.617121,1673972048.413190,3754333.000,25282,1,BV,1,100,3.82
637552.619225,637552.619200,1673972049.415241,3755304.000,25455,1,BV,1,100,3.82
637553.617176,637553.617151,1673972050.413164,3756271.000,25610,1,BV,1,100,3.82
637554.618224,637554.618198,1673972051.414182,3757241.000,25785,1,BV,1,100,3.82
637555.620303,637555.620278,1673972052.416233,3758212.000,25959,1,BV,1,100,3.82
637556.618254,637556.618229,1673972053.414156,3759179.000,26115,1,BV,1,100,3.82
637557.616205,637557.616180,1673972054.412079,3760146.000,26270,1,BV,1,100,3.82
637558.611060,637558.611035,1673972055.406906,3761110.000,26443,1,BV,1,100,3.82
637559.603851,637559.603826,1673972056.399669,3762072.000,26603,1,BV,1,100,3.82
637560.602835,637560.602809,1673972057.398623,3763040.000,26760,1,BV,1,100,3.82
637561.602850,637561.602825,1673972058.398610,3764009.000,26914,1,BV,1,100,3.82
637562.601833,637562.601808,1673972059.397565,3764977.000,27087,1,BV,1,100,3.82
637563.598752,637563.598727,1673972060.394456,3765943.000,27242,1,BV,1,100,3.82
637564.597735,637564.597710,1673972061.393411,3766911.000,27418,1,BV,1,100,3.82
637565.597751,637565.597725,1673972062.393398,3767880.000,27574,1,BV,1,100,3.82
637566.594670,637566.594644,1673972063.390288,3768846.000,27747,1,BV,1,100,3.82
637567.589525,637567.589500,1673972064.385115,3769810.000,27902,1,BV,1,100,3.82
637568.583348,637568.583323,1673972065.378910,3770773.000,28075,1,BV,1,100,3.82
637569.579235,637569.579210,1673972066.374769,3771738.000,28230,1,BV,1,100,3.82
637570.578219,637570.578193,1673972067.373724,3772706.000,28393,1,BV,1,100,3.82
637571.579266,637571.579240,1673972068.374743,3773676.000,28563,1,BV,1,100,3.82
637572.580313,637572.580288,1673972069.375761,3774646.000,28718,1,BV,1,100,3.82
637573.576200,637573.576175,1673972070.371620,3775611.000,28890,1,BV,1,100,3.82
637574.575183,637574.575158,1673972071.370575,3776579.000,29046,1,BV,1,100,3.82
637575.578295,637575.578269,1673972072.373658,3777551.000,29209,1,BV,1,100,3.82
637576.571086,637576.571060,1673972073.366421,3778513.000,29381,1,BV,1,100,3.82
637577.565941,637577.565915,1673972074.361248,3779477.000,29536,1,BV,1,100,3.82
637578.562860,637578.562835,1673972075.358139,3780443.000,29708,1,BV,1,100,3.82
637579.560811,637579.560786,1673972076.356061,3781410.000,29864,1,BV,1,100,3.82
637580.564955,637580.564929,1673972077.360176,3782383.000,30041,1,BV,1,100,3.82
637581.563938,637581.563912,1673972078.359131,3783351.000,30196,1,BV,1,100,3.82
637582.569113,637582.569087,1673972079.364277,3784325.000,30368,1,BV,1,100,3.82
637583.563968,637583.563943,1673972080.359104,3785289.000,30524,1,BV,1,100,3.82
637584.567079,637584.567054,1673972081.362187,3786261.000,30696,1,BV,1,100,3.82
637585.561935,637585.561909,1673972082.357014,3787225.000,30851,1,BV,1,100,3.82
637586.555758,637586.555732,1673972083.350809,3788188.000,31028,1,BV,1,100,3.82
637587.553709,637587.553683,1673972084.348732,3789155.000,31184,1,BV,1,100,3.82
637588.550628,637588.550602,1673972085.345623,3790121.000,31356,1,BV,1,100,3.82
637589.547547,637589.547522,1673972086.342513,3791087.000,31511,1,BV,1,100,3.82
637590.545499,637590.545473,1673972087.340436,3792054.000,31667,1,BV,1,100,3.82
637591.547578,637591.547552,1673972088.342487,3793025.000,31826,1,BV,1,100,3.82
637592.547593,637592.547567,1673972089.342474,3793994.000,31999,1,BV,1,100,3.82
637593.542448,637593.542422,1673972090.337301,3794958.000,32154,1,BV,1,100,3.82
637594.544527,637594.544502,1673972091.339351,3795929.000,32327,1,BV,1,100,3.82
637595.538351,637595.538325,1673972092.333146,3796892.000,32479,1,BV,1,100,3.82
637596.534238,637596.534212,1673972093.329005,3797857.000,32645,1,BV,1,100,3.82
637597.529093,637597.529067,1673972094.323832,3798821.000,32799,1,BV,1,100,3.82
637598.530140,637598.530114,1673972095.324851,3799791.000,32972,1,BV,1,100,3.82
637599.530155,637599.530129,1673972096.324838,3800760.000,33124,1,BV,1,100,3.82
637600.527075,637600.527049,1673972097.321728,3801726.000,33300,1,BV,1,100,3.82
637601.529154,637601.529128,1673972098.323779,3802697.000,33461,1,BV,1,100,3.82
637602.527105,637602.527079,1673972099.321702,3803664.000,33616,1,BV,1,100,3.82
637603.519896,637603.519870,1673972100.314465,3804626.000,33772,1,BV,1,100,3.82
637604.519911,637604.519885,1673972101.314452,3805595.000,33926,1,BV,1,100,3.82
