LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EA
637358.266424,637358.266402,1673971855.067964,3566979.000,59328,2,EA,1,100,0.030319
637358.334536,637358.334514,1673971855.136075,3567045.000,59346,1,EA,1,100,0.030319
637358.401617,637358.401594,1673971855.203153,3567110.000,59371,4,EA,1,100,0.030319
637358.468697,637358.468675,1673971855.270232,3567175.000,59371,4,EA,1,100,0.030319
637358.535778,637358.535755,1673971855.337311,3567240.000,59371,4,EA,1,100,0.030319
637358.602858,637358.602836,1673971855.404389,3567305.000,59371,4,EA,1,100,0.030319
637358.668907,637358.668884,1673971855.470436,3567369.000,59388,1,EA,1,100,0.030319
637358.735471,637358.735449,1673971855.536998,3567433.500,59406,2,EA,1,100,0.030319
637358.802036,637358.802013,1673971855.603561,3567498.000,59406,2,EA,1,100,0.030319
637358.868084,637358.868062,1673971855.669607,3567562.000,59422,1,EA,1,100,0.030319
637358.934132,637358.934110,1673971855.735654,3567626.000,59440,2,EA,1,100,0.030319
637359.000181,637359.000159,1673971855.801701,3567690.000,59440,2,EA,1,100,0.030319
637359.068293,637359.068271,1673971855.869811,3567756.000,59458,1,EA,1,100,0.030319
637359.135374,637359.135352,1673971855.936890,3567821.000,59474,2,EA,1,100,0.030319
637359.202454,637359.202432,1673971856.003968,3567886.000,59474,2,EA,1,100,0.030319
637359.269535,637359.269513,1673971856.071047,3567951.000,59493,2,EA,1,100,0.030319
637359.336615,637359.336593,1673971856.138125,3568016.000,59493,2,EA,1,100,0.030319
637359.403696,637359.403674,1673971856.205204,3568081.000,59510,1,EA,1,100,0.030319
637359.470260,637359.470238,1673971856.271767,3568145.500,59526,2,EA,1,100,0.030319
637359.536825,637359.536803,1673971856.338329,3568210.000,59526,2,EA,1,100,0.030319
637359.599777,637359.599755,1673971856.401280,3568271.000,59543,1,EA,1,100,0.030319
637359.666342,637359.666320,1673971856.467843,3568335.500,59558,2,EA,1,100,0.030319
637359.732906,637359.732884,1673971856.534405,3568400.000,59558,2,EA,1,100,0.030319
637359.800503,637359.800481,1673971856.602000,3568465.500,59578,2,EA,1,100,0.030319
637359.868099,637359.868077,1673971856.669594,3568531.000,59578,2,EA,1,100,0.030319
637359.935696,637359.935674,1673971856.737189,3568596.500,59595,2,EA,1,100,0.030319
637360.003292,637360.003270,1673971856.804783,3568662.000,59595,2,EA,1,100,0.030319
637360.070373,637360.070351,1673971856.871862,3568727.000,59614,1,EA,1,100,0.030319
637360.136421,637360.136399,1673971856.937909,3568791.000,59630,2,EA,1,100,0.030319
637360.202470,637360.202447,1673971857.003955,3568855.000,59630,2,EA,1,100,0.030319
637360.269550,637360.269528,1673971857.071034,3568920.000,59650,1,EA,1,100,0.030319
637360.335083,637360.335060,1673971857.136564,3568983.500,59666,2,EA,1,100,0.030319
637360.400615,637360.400593,1673971857.202095,3569047.000,59666,2,EA,1,100,0.030319
637360.466664,637360.466641,1673971857.268142,3569111.000,59682,2,EA,1,100,0.030319
637360.532712,637360.532690,1673971857.334188,3569175.000,59682,2,EA,1,100,0.030319
637360.600824,637360.600802,1673971857.402299,3569241.000,59698,1,EA,1,100,0.030319
637360.667905,637360.667883,1673971857.469377,3569306.000,59716,2,EA,1,100,0.030319
637360.734985,637360.734963,1673971857.536456,3569371.000,59716,2,EA,1,100,0.030319
637360.802066,637360.802044,1673971857.603534,3569436.000,59735,1,EA,1,100,0.030319
637360.868630,637360.868608,1673971857.670097,3569500.500,59750,2,EA,1,100,0.030319
637360.935195,637360.935173,1673971857.736660,3569565.000,59750,2,EA,1,100,0.030319
637361.002275,637361.002253,1673971857.803738,3569630.000,59767,1,EA,1,100,0.030319
637361.067292,637361.067270,1673971857.868753,3569693.000,59786,2,EA,1,100,0.030319
637361.132308,637361.132286,1673971857.933768,3569756.000,59786,2,EA,1,100,0.030319
637361.198873,637361.198851,1673971858.000330,3569820.500,59802,2,EA,1,100,0.030319
637361.265437,637361.265415,1673971858.066893,3569885.000,59802,2,EA,1,100,0.030319
637361.333550,637361.333528,1673971858.135003,3569951.000,59823,1,EA,1,100,0.030319
637361.401146,637361.401124,1673971858.202598,3570016.500,59837,2,EA,1,100,0.030319
637361.468743,637361.468721,1673971858.270192,3570082.000,59837,2,EA,1,100,0.030319
637361.535823,637361.535801,1673971858.337271,3570147.000,59854,1,EA,1,100,0.030319
637361.601872,637361.601850,1673971858.403317,3570211.000,59871,2,EA,1,100,0.030319
637361.667920,637361.667898,1673971858.469364,3570275.000,59871,2,EA,1,100,0.030319
637361.732937,637361.732914,1673971858.534379,3570338.000,59888,1,EA,1,100,0.030319
637361.798985,637361.798963,1673971858.600425,3570402.000,59906,2,EA,1,100,0.030319
637361.865034,637361.865011,1673971858.666472,3570466.000,59906,2,EA,1,100,0.030319
637361.932114,637361.932092,1673971858.733551,3570531.000,59923,2,EA,1,100,0.030319
637361.999195,637361.999172,1673971858.800629,3570596.000,59923,2,EA,1,100,0.030319
637362.065243,637362.065221,1673971858.866676,3570660.000,59941,1,EA,1,100,0.030319
637362.133356,637362.133333,1673971858.934786,3570726.000,59958,2,EA,1,100,0.030319
637362.201468,637362.201446,1673971859.002897,3570792.000,59958,2,EA,1,100,0.030319
637362.268549,637362.268526,1673971859.069975,3570857.000,59977,1,EA,1,100,0.030319
637362.335113,637362.335091,1673971859.136538,3570921.500,59993,2,EA,1,100,0.030319
637362.401677,637362.401655,1673971859.203100,3570986.000,59993,2,EA,1,100,0.030319
637362.467726,637362.467704,1673971859.269147,3571050.000,60009,1,EA,1,100,0.030319
637362.533774,637362.533752,1673971859.335194,3571114.000,60026,2,EA,1,100,0.030319
637362.599823,637362.599801,1673971859.401240,3571178.000,60026,2,EA,1,100,0.030319
637362.664839,637362.664817,1673971859.466255,3571241.000,60043,1,EA,1,100,0.030319
637362.731404,637362.731382,1673971859.532818,3571305.500,60062,2,EA,1,100,0.030319
637362.797968,637362.797946,1673971859.599380,3571370.000,60062,2,EA,1,100,0.030319
637362.864017,637362.863995,1673971859.665427,3571434.000,60078,2,EA,1,100,0.030319
637362.930065,637362.930043,1673971859.731473,3571498.000,60078,2,EA,1,100,0.030319
637362.997146,637362.997124,1673971859.798552,3571563.000,60097,2,EA,1,100,0.030319
637363.064226,637363.064204,1673971859.865630,3571628.000,60097,2,EA,1,100,0.030319
637363.129243,637363.129221,1673971859.930645,3571691.000,60113,1,EA,1,100,0.030319
637363.195807,637363.195785,1673971859.997208,3571755.500,60133,2,EA,1,100,0.030319
637363.262372,637363.262349,1673971860.063770,3571820.000,60133,2,EA,1,100,0.030319
637363.328420,637363.328398,1673971860.129817,3571884.000,60150,2,EA,1,100,0.030319
637363.394469,637363.394446,1673971860.195863,3571948.000,60150,2,EA,1,100,0.030319
637363.461549,637363.461527,1673971860.262942,3572013.000,60167,1,EA,1,100,0.030319
637363.527598,637363.527575,1673971860.328989,3572077.000,60181,2,EA,1,100,0.030319
637363.593646,637363.593624,1673971860.395035,3572141.000,60181,2,EA,1,100,0.030319
637363.661759,637363.661736,1673971860.463146,3572207.000,60199,1,EA,1,100,0.030319
637363.727549,637363.727527,1673971860.528934,3572270.750,60224,4,EA,1,100,0.030319
637363.793340,637363.793317,1673971860.594723,3572334.500,60224,4,EA,1,100,0.030319
637363.859130,637363.859108,1673971860.660511,3572398.250,60224,4,EA,1,100,0.030319
637363.924920,637363.924898,1673971860.726300,3572462.000,60224,4,EA,1,100,0.030319
637363.989937,637363.989915,1673971860.791315,3572525.000,60241,1,EA,1,100,0.030319
637364.055985,637364.055963,1673971860.857361,3572589.000,60258,2,EA,1,100,0.030319
637364.122034,637364.122012,1673971860.923408,3572653.000,60258,2,EA,1,100,0.030319
637364.190146,637364.190124,1673971860.991518,3572719.000,60274,1,EA,1,100,0.030319
637364.256195,637364.256173,1673971861.057565,3572783.000,60295,2,EA,1,100,0.030319
637364.322243,637364.322221,1673971861.123612,3572847.000,60295,2,EA,1,100,0.030319
637364.389324,637364.389302,1673971861.190690,3572912.000,60311,1,EA,1,100,0.030319
637364.455372,637364.455350,1673971861.256737,3572976.000,60327,2,EA,1,100,0.030319
637364.521421,637364.521399,1673971861.322783,3573040.000,60327,2,EA,1,100,0.030319
637364.587469,637364.587447,1673971861.388830,3573104.000,60343,2,EA,1,100,0.030319
637364.653518,637364.653495,1673971861.454877,3573168.000,60343,2,EA,1,100,0.030319
637364.720598,637364.720576,1673971861.521955,3573233.000,60360,1,EA,1,100,0.030319
637364.787163,637364.787140,1673971861.588518,3573297.500,60379,2,EA,1,100,0.030319
637364.853727,637364.853705,1673971861.655081,3573362.000,60379,2,EA,1,100,0.030319
637364.920292,637364.920269,1673971861.721643,3573426.500,60397,2,EA,1,100,0.030319
637364.986856,637364.986834,1673971861.788206,3573491.000,60397,2,EA,1,100,0.030319
637365.050841,637365.050818,1673971861.852188,3573553.000,60415,1,EA,1,100,0.030319
637365.117405,637365.117383,1673971861.918751,3573617.500,60430,2,EA,1,100,0.030319
637365.183970,637365.183947,1673971861.985313,3573682.000,60430,2,EA,1,100,0.030319
637365.252082,637365.252060,1673971862.053424,3573748.000,60449,1,EA,1,100,0.030319
637365.319679,637365.319656,1673971862.121019,3573813.500,60467,2,EA,1,100,0.030319
637365.387275,637365.387253,1673971862.188613,3573879.000,60467,2,EA,1,100,0.030319
637365.453323,637365.453301,1673971862.254660,3573943.000,60483,1,EA,1,100,0.030319
637365.519888,637365.519866,1673971862.321222,3574007.500,60498,2,EA,1,100,0.030319
637365.586452,637365.586430,1673971862.387785,3574072.000,60498,2,EA,1,100,0.030319
637365.653017,637365.652995,1673971862.454348,3574136.500,60515,2,EA,1,100,0.030319
637365.719581,637365.719559,1673971862.520910,3574201.000,60515,2,EA,1,100,0.030319
637365.785630,637365.785608,1673971862.586957,3574265.000,60535,1,EA,1,100,0.030319
637365.852710,637365.852688,1673971862.654035,3574330.000,60551,2,EA,1,100,0.030319
637365.919791,637365.919769,1673971862.721114,3574395.000,60551,2,EA,1,100,0.030319
637365.984807,637365.984785,1673971862.786129,3574458.000,60569,1,EA,1,100,0.030319
637366.050856,637366.050834,1673971862.852175,3574522.000,60585,2,EA,1,100,0.030319
637366.116904,637366.116882,1673971862.918222,3574586.000,60585,2,EA,1,100,0.030319
637366.186049,637366.186027,1673971862.987364,3574653.000,60602,1,EA,1,100,0.030319
637366.252097,637366.252075,1673971863.053411,3574717.000,60622,2,EA,1,100,0.030319
637366.318146,637366.318123,1673971863.119457,3574781.000,60622,2,EA,1,100,0.030319
637366.384194,637366.384172,1673971863.185504,3574845.000,60639,1,EA,1,100,0.030319
637366.450759,637366.450736,1673971863.252067,3574909.500,60654,2,EA,1,100,0.030319
637366.517323,637366.517301,1673971863.318629,3574974.000,60654,2,EA,1,100,0.030319
637366.583372,637366.583349,1673971863.384676,3575038.000,60671,2,EA,1,100,0.030319
637366.649420,637366.649398,1673971863.450722,3575102.000,60671,2,EA,1,100,0.030319
637366.716501,637366.716478,1673971863.517801,3575167.000,60687,1,EA,1,100,0.030319
637366.784613,637366.784591,1673971863.585912,3575233.000,60707,2,EA,1,100,0.030319
637366.852726,637366.852703,1673971863.654022,3575299.000,60707,2,EA,1,100,0.030319
637366.918774,637366.918752,1673971863.720069,3575363.000,60723,1,EA,1,100,0.030319
637366.985339,637366.985316,1673971863.786631,3575427.500,60741,2,EA,1,100,0.030319
637367.051903,637367.051881,1673971863.853194,3575492.000,60741,2,EA,1,100,0.030319
637367.118983,637367.118961,1673971863.920272,3575557.000,60757,1,EA,1,100,0.030319
637367.185032,637367.185010,1673971863.986319,3575621.000,60777,2,EA,1,100,0.030319
637367.251080,637367.251058,1673971864.052366,3575685.000,60777,2,EA,1,100,0.030319
637367.316613,637367.316591,1673971864.117896,3575748.500,60794,2,EA,1,100,0.030319
637367.382145,637367.382123,1673971864.183427,3575812.000,60794,2,EA,1,100,0.030319
637367.447162,637367.447140,1673971864.248441,3575875.000,60811,1,EA,1,100,0.030319
637367.514242,637367.514220,1673971864.315520,3575940.000,60825,2,EA,1,100,0.030319
637367.581323,637367.581301,1673971864.382599,3576005.000,60825,2,EA,1,100,0.030319
637367.649435,637367.649413,1673971864.450709,3576071.000,60843,1,EA,1,100,0.030319
637367.716000,637367.715978,1673971864.517272,3576135.500,60862,2,EA,1,100,0.030319
637367.782564,637367.782542,1673971864.583834,3576200.000,60862,2,EA,1,100,0.030319
637367.848613,637367.848590,1673971864.649881,3576264.000,60879,2,EA,1,100,0.030319
637367.914661,637367.914639,1673971864.715928,3576328.000,60879,2,EA,1,100,0.030319
637367.981742,637367.981719,1673971864.783006,3576393.000,60896,1,EA,1,100,0.030319
637368.047790,637368.047768,1673971864.849053,3576457.000,60913,2,EA,1,100,0.030319
637368.113839,637368.113816,1673971864.915099,3576521.000,60913,2,EA,1,100,0.030319
637368.181951,637368.181929,1673971864.983210,3576587.000,60929,1,EA,1,100,0.030319
637368.249548,637368.249525,1673971865.050804,3576652.500,60950,2,EA,1,100,0.030319
637368.317144,637368.317122,1673971865.118399,3576718.000,60950,2,EA,1,100,0.030319
637368.383193,637368.383170,1673971865.184446,3576782.000,60966,1,EA,1,100,0.030319
637368.451305,637368.451283,1673971865.252556,3576848.000,60981,2,EA,1,100,0.030319
637368.519418,637368.519395,1673971865.320667,3576914.000,60981,2,EA,1,100,0.030319
637368.586498,637368.586476,1673971865.387745,3576979.000,60997,1,EA,1,100,0.030319
637368.652547,637368.652524,1673971865.453792,3577043.000,61015,2,EA,1,100,0.030319
637368.718595,637368.718573,1673971865.519839,3577107.000,61015,2,EA,1,100,0.030319
637368.784127,637368.784105,1673971865.585369,3577170.500,61034,2,EA,1,100,0.030319
637368.849660,637368.849638,1673971865.650900,3577234.000,61034,2,EA,1,100,0.030319
637368.916740,637368.916718,1673971865.717978,3577299.000,61051,1,EA,1,100,0.030319
637368.984509,637368.984487,1673971865.785745,3577364.667,61074,3,EA,1,100,0.030319
637369.052277,637369.052255,1673971865.853511,3577430.333,61074,3,EA,1,100,0.030319
637369.120046,637369.120024,1673971865.921278,3577496.000,61074,3,EA,1,100,0.030319
637369.186610,637369.186588,1673971865.987841,3577560.500,61093,2,EA,1,100,0.030319
637369.253175,637369.253153,1673971866.054403,3577625.000,61093,2,EA,1,100,0.030319
637369.319739,637369.319717,1673971866.120966,3577689.500,61111,2,EA,1,100,0.030319
637369.386304,637369.386282,1673971866.187528,3577754.000,61111,2,EA,1,100,0.030319
637369.451320,637369.451298,1673971866.252543,3577817.000,61127,1,EA,1,100,0.030319
637369.516853,637369.516830,1673971866.318074,3577880.500,61142,2,EA,1,100,0.030319
637369.582385,637369.582363,1673971866.383604,3577944.000,61142,2,EA,1,100,0.030319
637369.649466,637369.649443,1673971866.450683,3578009.000,61159,1,EA,1,100,0.030319
637369.716030,637369.716008,1673971866.517245,3578073.500,61179,2,EA,1,100,0.030319
637369.782595,637369.782572,1673971866.583808,3578138.000,61179,2,EA,1,100,0.030319
637369.850707,637369.850685,1673971866.651918,3578204.000,61195,2,EA,1,100,0.030319
637369.918820,637369.918797,1673971866.720029,3578270.000,61195,2,EA,1,100,0.030319
637369.985900,637369.985878,1673971866.787108,3578335.000,61213,1,EA,1,100,0.030319
637370.052465,637370.052442,1673971866.853670,3578399.500,61229,2,EA,1,100,0.030319
637370.119029,637370.119007,1673971866.920233,3578464.000,61229,2,EA,1,100,0.030319
637370.185078,637370.185055,1673971866.986279,3578528.000,61246,1,EA,1,100,0.030319
637370.251642,637370.251620,1673971867.052842,3578592.500,61266,2,EA,1,100,0.030319
637370.318207,637370.318184,1673971867.119405,3578657.000,61266,2,EA,1,100,0.030319
637370.383223,637370.383201,1673971867.184419,3578720.000,61283,1,EA,1,100,0.030319
637370.451336,637370.451313,1673971867.252530,3578786.000,61297,2,EA,1,100,0.030319
637370.519448,637370.519426,1673971867.320640,3578852.000,61297,2,EA,1,100,0.030319
637370.587561,637370.587538,1673971867.388751,3578918.000,61314,1,EA,1,100,0.030319
637370.653609,637370.653587,1673971867.454798,3578982.000,61334,2,EA,1,100,0.030319
637370.719657,637370.719635,1673971867.520844,3579046.000,61334,2,EA,1,100,0.030319
637370.785706,637370.785684,1673971867.586891,3579110.000,61351,2,EA,1,100,0.030319
637370.851754,637370.851732,1673971867.652937,3579174.000,61351,2,EA,1,100,0.030319
637370.917803,637370.917781,1673971867.718984,3579238.000,61367,1,EA,1,100,0.030319
637370.983335,637370.983313,1673971867.784514,3579301.500,61386,2,EA,1,100,0.030319
637371.048868,637371.048845,1673971867.850045,3579365.000,61386,2,EA,1,100,0.030319
637371.115432,637371.115410,1673971867.916608,3579429.500,61401,2,EA,1,100,0.030319
637371.181997,637371.181974,1673971867.983170,3579494.000,61401,2,EA,1,100,0.030319
637371.248045,637371.248023,1673971868.049217,3579558.000,61421,1,EA,1,100,0.030319
637371.316674,637371.316651,1673971868.117843,3579624.500,61438,2,EA,1,100,0.030319
637371.385302,637371.385280,1673971868.186470,3579691.000,61438,2,EA,1,100,0.030319
637371.451351,637371.451328,1673971868.252517,3579755.000,61455,1,EA,1,100,0.030319
637371.517915,637371.517893,1673971868.319079,3579819.500,61469,2,EA,1,100,0.030319
637371.584480,637371.584457,1673971868.385642,3579884.000,61469,2,EA,1,100,0.030319
637371.650528,637371.650506,1673971868.451688,3579948.000,61487,1,EA,1,100,0.030319
637371.716577,637371.716554,1673971868.517735,3580012.000,61506,2,EA,1,100,0.030319
637371.782625,637371.782603,1673971868.583781,3580076.000,61506,2,EA,1,100,0.030319
637371.849190,637371.849167,1673971868.650344,3580140.500,61523,2,EA,1,100,0.030319
637371.915754,637371.915732,1673971868.716907,3580205.000,61523,2,EA,1,100,0.030319
637371.981803,637371.981780,1673971868.782953,3580269.000,61540,1,EA,1,100,0.030319
637372.048367,637372.048345,1673971868.849516,3580333.500,61557,2,EA,1,100,0.030319
637372.114932,637372.114909,1673971868.916078,3580398.000,61557,2,EA,1,100,0.030319
637372.180980,637372.180958,1673971868.982125,3580462.000,61573,1,EA,1,100,0.030319
637372.247028,637372.247006,1673971869.048172,3580526.000,61591,2,EA,1,100,0.030319
637372.313077,637372.313055,1673971869.114218,3580590.000,61591,2,EA,1,100,0.030319
637372.379125,637372.379103,1673971869.180265,3580654.000,61610,1,EA,1,100,0.030319
637372.445690,637372.445668,1673971869.246827,3580718.500,61626,2,EA,1,100,0.030319
637372.512254,637372.512232,1673971869.313390,3580783.000,61626,2,EA,1,100,0.030319
637372.578303,637372.578281,1673971869.379436,3580847.000,61642,2,EA,1,100,0.030319
637372.644351,637372.644329,1673971869.445483,3580911.000,61642,2,EA,1,100,0.030319
637372.712464,637372.712441,1673971869.513594,3580977.000,61659,1,EA,1,100,0.030319
637372.780576,637372.780554,1673971869.581704,3581043.000,61678,2,EA,1,100,0.030319
637372.848689,637372.848666,1673971869.649815,3581109.000,61678,2,EA,1,100,0.030319
637372.913705,637372.913683,1673971869.714829,3581172.000,61695,1,EA,1,100,0.030319
637372.980786,637372.980763,1673971869.781908,3581237.000,61712,2,EA,1,100,0.030319
637373.047866,637373.047844,1673971869.848987,3581302.000,61712,2,EA,1,100,0.030318
637373.112883,637373.112860,1673971869.914001,3581365.000,61729,1,EA,1,100,0.030319
637373.179447,637373.179425,1673971869.980564,3581429.500,61745,2,EA,1,100,0.030319
637373.246012,637373.245989,1673971870.047127,3581494.000,61745,2,EA,1,100,0.030318
637373.312060,637373.312038,1673971870.113173,3581558.000,61766,2,EA,1,100,0.030319
637373.378109,637373.378086,1673971870.179220,3581622.000,61766,2,EA,1,100,0.030319
637373.445189,637373.445167,1673971870.246298,3581687.000,61781,1,EA,1,100,0.030319
637373.511238,637373.511215,1673971870.312345,3581751.000,61797,2,EA,1,100,0.030318
637373.577286,637373.577264,1673971870.378392,3581815.000,61797,2,EA,1,100,0.030319
637373.645399,637373.645376,1673971870.446502,3581881.000,61814,1,EA,1,100,0.030319
637373.710931,637373.710909,1673971870.512033,3581944.500,61834,2,EA,1,100,0.030319
637373.776463,637373.776441,1673971870.577563,3582008.000,61834,2,EA,1,100,0.030319
637373.843028,637373.843006,1673971870.644126,3582072.500,61850,2,EA,1,100,0.030319
637373.909592,637373.909570,1673971870.710688,3582137.000,61850,2,EA,1,100,0.030319
637373.973577,637373.973555,1673971870.774671,3582199.000,61868,1,EA,1,100,0.030319
637374.040141,637374.040119,1673971870.841233,3582263.500,61884,2,EA,1,100,0.030319
637374.106706,637374.106683,1673971870.907796,3582328.000,61884,2,EA,1,100,0.030319
637374.174818,637374.174796,1673971870.975907,3582394.000,61901,1,EA,1,100,0.030319
637374.241125,637374.241102,1673971871.042211,3582458.250,61927,4,EA,1,100,0.030319
637374.307431,637374.307409,1673971871.108516,3582522.500,61927,4,EA,1,100,0.030319
637374.373738,637374.373715,1673971871.174820,3582586.750,61927,4,EA,1,100,0.030319
637374.440044,637374.440022,1673971871.241125,3582651.000,61927,4,EA,1,100,0.030319
637374.506093,637374.506070,1673971871.307172,3582715.000,61943,1,EA,1,100,0.030319
637374.572141,637374.572119,1673971871.373218,3582779.000,61959,2,EA,1,100,0.030319
637374.638190,637374.638167,1673971871.439265,3582843.000,61959,2,EA,1,100,0.030319
637374.705270,637374.705248,1673971871.506343,3582908.000,61975,1,EA,1,100,0.030319
637374.771835,637374.771812,1673971871.572906,3582972.500,61995,2,EA,1,100,0.030319
637374.838399,637374.838377,1673971871.639469,3583037.000,61995,2,EA,1,100,0.030319
637374.904964,637374.904941,1673971871.706031,3583101.500,62012,2,EA,1,100,0.030319
637374.971528,637374.971506,1673971871.772594,3583166.000,62012,2,EA,1,100,0.030319
637375.035513,637375.035490,1673971871.836576,3583228.000,62030,1,EA,1,100,0.030319
637375.102077,637375.102055,1673971871.903139,3583292.500,62045,2,EA,1,100,0.030319
637375.168642,637375.168619,1673971871.969702,3583357.000,62045,2,EA,1,100,0.030319
637375.236754,637375.236732,1673971872.037812,3583423.000,62062,1,EA,1,100,0.030319
637375.304351,637375.304328,1673971872.105407,3583488.500,62082,2,EA,1,100,0.030319
637375.371947,637375.371925,1673971872.173001,3583554.000,62082,2,EA,1,100,0.030319
637375.437995,637375.437973,1673971872.239048,3583618.000,62099,1,EA,1,100,0.030319
637375.504560,637375.504538,1673971872.305610,3583682.500,62113,2,EA,1,100,0.030319
637375.571124,637375.571102,1673971872.372173,3583747.000,62113,2,EA,1,100,0.030319
637375.637173,637375.637151,1673971872.438220,3583811.000,62131,1,EA,1,100,0.030319
637375.703737,637375.703715,1673971872.504782,3583875.500,62150,2,EA,1,100,0.030319
637375.770302,637375.770279,1673971872.571345,3583940.000,62150,2,EA,1,100,0.030319
637375.837382,637375.837360,1673971872.638423,3584005.000,62167,2,EA,1,100,0.030319
637375.904463,637375.904440,1673971872.705502,3584070.000,62167,2,EA,1,100,0.030319
637375.971543,637375.971521,1673971872.772581,3584135.000,62184,1,EA,1,100,0.030319
637376.038108,637376.038085,1673971872.839143,3584199.500,62201,2,EA,1,100,0.030319
637376.104672,637376.104650,1673971872.905706,3584264.000,62201,2,EA,1,100,0.030319
637376.171753,637376.171730,1673971872.972784,3584329.000,62217,1,EA,1,100,0.030319
637376.237801,637376.237779,1673971873.038831,3584393.000,62235,2,EA,1,100,0.030319
637376.303850,637376.303827,1673971873.104877,3584457.000,62235,2,EA,1,100,0.030319
637376.370414,637376.370392,1673971873.171440,3584521.500,62254,2,EA,1,100,0.030319
637376.436979,637376.436956,1673971873.238003,3584586.000,62254,2,EA,1,100,0.030319
637376.503027,637376.503005,1673971873.304049,3584650.000,62271,1,EA,1,100,0.030319
637376.569076,637376.569053,1673971873.370096,3584714.000,62286,2,EA,1,100,0.030319
637376.635124,637376.635102,1673971873.436142,3584778.000,62286,2,EA,1,100,0.030319
637376.702205,637376.702182,1673971873.503221,3584843.000,62303,1,EA,1,100,0.030319
637376.770317,637376.770295,1673971873.571332,3584909.000,62322,2,EA,1,100,0.030319
637376.838430,637376.838407,1673971873.639442,3584975.000,62322,2,EA,1,100,0.030319
637376.904994,637376.904972,1673971873.706005,3585039.500,62340,2,EA,1,100,0.030319
637376.971559,637376.971536,1673971873.772568,3585104.000,62340,2,EA,1,100,0.030319
637377.037607,637377.037585,1673971873.838614,3585168.000,62358,1,EA,1,100,0.030319
637377.103655,637377.103633,1673971873.904661,3585232.000,62373,2,EA,1,100,0.030319
637377.169704,637377.169682,1673971873.970707,3585296.000,62373,2,EA,1,100,0.030319
637377.235236,637377.235214,1673971874.036238,3585359.500,62393,2,EA,1,100,0.030319
637377.300769,637377.300746,1673971874.101768,3585423.000,62393,2,EA,1,100,0.030319
637377.369913,637377.369891,1673971874.170911,3585490.000,62410,1,EA,1,100,0.030319
637377.436994,637377.436971,1673971874.237989,3585555.000,62426,2,EA,1,100,0.030319
637377.504074,637377.504052,1673971874.305068,3585620.000,62426,2,EA,1,100,0.030319
637377.572187,637377.572164,1673971874.373179,3585686.000,62443,1,EA,1,100,0.030319
637377.639267,637377.639245,1673971874.440257,3585751.000,62458,2,EA,1,100,0.030319
637377.706348,637377.706325,1673971874.507336,3585816.000,62458,2,EA,1,100,0.030319
637377.773428,637377.773406,1673971874.574414,3585881.000,62478,1,EA,1,100,0.030319
637377.838961,637377.838938,1673971874.639945,3585944.500,62494,2,EA,1,100,0.030319
637377.904493,637377.904471,1673971874.705476,3586008.000,62494,2,EA,1,100,0.030319
637377.970542,637377.970519,1673971874.771522,3586072.000,62512,1,EA,1,100,0.030319
637378.036590,637378.036568,1673971874.837569,3586136.000,62529,2,EA,1,100,0.030319
637378.102639,637378.102616,1673971874.903615,3586200.000,62529,2,EA,1,100,0.030319
637378.170235,637378.170213,1673971874.971210,3586265.500,62545,2,EA,1,100,0.030319
637378.237832,637378.237809,1673971875.038805,3586331.000,62545,2,EA,1,100,0.030319
637378.305944,637378.305922,1673971875.106915,3586397.000,62565,1,EA,1,100,0.030319
637378.371993,637378.371970,1673971875.172962,3586461.000,62582,2,EA,1,100,0.030319
637378.438041,637378.438019,1673971875.239008,3586525.000,62582,2,EA,1,100,0.030319
637378.503058,637378.503035,1673971875.304023,3586588.000,62598,1,EA,1,100,0.030319
637378.570138,637378.570116,1673971875.371101,3586653.000,62614,2,EA,1,100,0.030319
637378.637219,637378.637196,1673971875.438180,3586718.000,62614,2,EA,1,100,0.030319
637378.703267,637378.703245,1673971875.504227,3586782.000,62630,1,EA,1,100,0.030319
637378.768799,637378.768777,1673971875.569757,3586845.500,62650,2,EA,1,100,0.030319
637378.834332,637378.834310,1673971875.635288,3586909.000,62650,2,EA,1,100,0.030319
637378.901412,637378.901390,1673971875.702366,3586974.000,62667,2,EA,1,100,0.030319
637378.968493,637378.968470,1673971875.769445,3587039.000,62667,2,EA,1,100,0.030319
637379.036605,637379.036583,1673971875.837556,3587105.000,62686,1,EA,1,100,0.030319
637379.103686,637379.103663,1673971875.904634,3587170.000,62700,2,EA,1,100,0.030319
637379.170766,637379.170744,1673971875.971713,3587235.000,62700,2,EA,1,100,0.030319
637379.237847,637379.237824,1673971876.038791,3587300.000,62717,1,EA,1,100,0.030319
637379.303379,637379.303357,1673971876.104322,3587363.500,62737,2,EA,1,100,0.030319
637379.368912,637379.368889,1673971876.169852,3587427.000,62737,2,EA,1,100,0.030319
637379.433928,637379.433906,1673971876.234867,3587490.000,62754,1,EA,1,100,0.030319
637379.501009,637379.500986,1673971876.301946,3587555.000,62775,4,EA,1,100,0.030319
637379.568089,637379.568067,1673971876.369024,3587620.000,62775,4,EA,1,100,0.030319
637379.635170,637379.635147,1673971876.436103,3587685.000,62775,4,EA,1,100,0.030319
637379.702250,637379.702228,1673971876.503181,3587750.000,62775,4,EA,1,100,0.030319
