TE0,TE1,TL0,TL1,LC0,LC1,LM0,LM1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
3500675.000000,3736161.000000,1673971786.643688,1673972029.660084,637289.840181,637532.863482,637289.840202,637532.863507,60,3.49712e+06,3.806e+06,1.5.10
