LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,LC,LM,
637295.364538,637295.364517,1673971792.167867,3506028,49218,4,TX,1,100,637295.1623179,637295.1623435,
637295.773213,637295.773192,1673971792.576530,3506424,49287,4,TX,1,100,637295.6627826,637295.6628082,
637296.287153,637296.287132,1673971793.090455,3506922,49374,4,TX,1,100,637296.1636018,637296.1636274,
637296.716468,637296.716447,1673971793.519758,3507338,49442,4,TX,1,100,637296.6638676,637296.6638849,
637297.261368,637297.261347,1673971794.064642,3507866,49530,4,TX,1,100,637297.1640896,637297.1641069,
637297.708227,637297.708206,1673971794.511489,3508299,49598,4,TX,1,100,637297.6643390,637297.6643563,
637298.235583,637298.235562,1673971795.038830,3508810,49685,4,TX,1,100,637298.1650727,637298.1650900,
637298.738170,637298.738149,1673971795.541403,3509297,49770,4,TX,1,100,637298.6653774,637298.6653680,
637299.281006,637299.280985,1673971796.084224,3509823,49857,4,TX,1,100,637299.1664388,637299.1664294,
637299.785658,637299.785637,1673971796.588861,3510312,49942,4,TX,1,100,637299.6671617,637299.6671522,
637300.204653,637300.204632,1673971797.007844,3510718,50013,4,TX,1,100,637300.1674091,637300.1673997,
