LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EL
637305.100496,637305.100475,1673971801.903548,3515462.000,50754,2,EL,1,100,26467.000000
637305.165513,637305.165491,1673971801.968563,3515525.000,50775,1,EL,1,100,26467.000000
637305.231561,637305.231540,1673971802.034609,3515589.000,50790,2,EL,1,100,26467.000000
637305.297610,637305.297588,1673971802.100656,3515653.000,50790,2,EL,1,100,26467.000000
637305.364174,637305.364153,1673971802.167219,3515717.500,50807,2,EL,1,100,26467.000000
637305.430739,637305.430717,1673971802.233781,3515782.000,50807,2,EL,1,100,26467.000000
637305.496787,637305.496766,1673971802.299828,3515846.000,50824,1,EL,1,100,26467.000000
637305.564900,637305.564878,1673971802.367938,3515912.000,50840,2,EL,1,100,26467.000000
637305.633012,637305.632991,1673971802.436049,3515978.000,50840,2,EL,1,100,26467.000000
637305.699749,637305.699727,1673971802.502784,3516042.667,50866,3,EL,1,100,26467.000000
637305.766485,637305.766464,1673971802.569518,3516107.333,50866,3,EL,1,100,26467.000000
637305.833222,637305.833200,1673971802.636253,3516172.000,50866,3,EL,1,100,26467.000000
637305.898754,637305.898733,1673971802.701783,3516235.500,50882,2,EL,1,100,26467.000000
637305.964287,637305.964265,1673971802.767314,3516299.000,50882,2,EL,1,100,26467.000000
637306.031367,637306.031346,1673971802.834393,3516364.000,50899,1,EL,1,100,26467.000000
637306.097931,637306.097910,1673971802.900955,3516428.500,50918,2,EL,1,100,26467.000000
637306.164496,637306.164475,1673971802.967518,3516493.000,50918,2,EL,1,100,26467.000000
637306.229512,637306.229491,1673971803.032532,3516556.000,50935,1,EL,1,100,26467.000000
637306.295561,637306.295540,1673971803.098579,3516620.000,50952,2,EL,1,100,26467.000000
637306.361609,637306.361588,1673971803.164625,3516684.000,50952,2,EL,1,100,26467.000000
637306.428690,637306.428669,1673971803.231704,3516749.000,50970,1,EL,1,100,26467.000000
637306.495770,637306.495749,1673971803.298783,3516814.000,50986,2,EL,1,100,26467.000000
637306.562851,637306.562830,1673971803.365861,3516879.000,50986,2,EL,1,100,26466.800781
637306.629415,637306.629394,1673971803.432424,3516943.500,51006,2,EL,1,100,26466.800781
637306.695980,637306.695958,1673971803.498986,3517008.000,51006,2,EL,1,100,26466.800781
637306.761512,637306.761491,1673971803.564517,3517071.500,51023,2,EL,1,100,26466.800781
