LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,MX
640348.670447,640348.670436,1673974845.356906,120419.500,17595,2,MX,1,100,59
640348.716367,640348.716356,1673974845.402825,120464.000,17595,2,MX,1,100,57
640348.755924,640348.755913,1673974845.442380,120502.333,17612,3,MX,1,100,59
640348.795480,640348.795469,1673974845.481936,120540.667,17612,3,MX,1,100,57
640348.835037,640348.835026,1673974845.521492,120579.000,17612,3,MX,1,100,57
640348.874594,640348.874583,1673974845.561047,120617.333,17628,3,MX,1,100,57
640348.914151,640348.914139,1673974845.600603,120655.667,17628,3,MX,1,100,58
640348.953707,640348.953696,1673974845.640158,120694.000,17628,3,MX,1,100,57
640348.993952,640348.993941,1673974845.680402,120733.000,17646,2,MX,1,100,57
640349.034197,640349.034185,1673974845.720645,120772.000,17646,2,MX,1,100,57
640349.074441,640349.074430,1673974845.760889,120811.000,17661,3,MX,1,100,57
640349.114686,640349.114675,1673974845.801132,120850.000,17661,3,MX,1,100,57
640349.154931,640349.154919,1673974845.841376,120889.000,17661,3,MX,1,100,58
640349.195175,640349.195164,1673974845.881619,120928.000,17677,2,MX,1,100,57
640349.235420,640349.235409,1673974845.921863,120967.000,17677,2,MX,1,100,58
640349.275321,640349.275309,1673974845.961762,121005.667,17694,3,MX,1,100,58
640349.315221,640349.315210,1673974846.001662,121044.333,17694,3,MX,1,100,58
640349.355122,640349.355111,1673974846.041561,121083.000,17694,3,MX,1,100,58
640349.394679,640349.394667,1673974846.081117,121121.333,17711,3,MX,1,100,57
640349.434235,640349.434224,1673974846.120672,121159.667,17711,3,MX,1,100,57
640349.473792,640349.473781,1673974846.160228,121198.000,17711,3,MX,1,100,58
640349.514037,640349.514025,1673974846.200471,121237.000,17730,2,MX,1,100,58
640349.554281,640349.554270,1673974846.240715,121276.000,17730,2,MX,1,100,58
640349.594182,640349.594171,1673974846.280614,121314.667,17746,3,MX,1,100,57
640349.634083,640349.634071,1673974846.320514,121353.333,17746,3,MX,1,100,57
640349.673983,640349.673972,1673974846.360413,121392.000,17746,3,MX,1,100,57
640349.714744,640349.714733,1673974846.401173,121431.500,17764,2,MX,1,100,57
640349.755505,640349.755493,1673974846.441932,121471.000,17764,2,MX,1,100,58
640349.800565,640349.800554,1673974846.486991,121514.667,17781,3,MX,1,100,57
640349.845625,640349.845614,1673974846.532050,121558.333,17781,3,MX,1,100,57
640349.890685,640349.890674,1673974846.577109,121602.000,17781,3,MX,1,100,58
640349.930930,640349.930919,1673974846.617352,121641.000,17798,2,MX,1,100,58
640349.971175,640349.971163,1673974846.657596,121680.000,17798,2,MX,1,100,58
640350.010387,640350.010376,1673974846.696807,121718.000,17814,3,MX,1,100,57
640350.049600,640350.049589,1673974846.736019,121756.000,17814,3,MX,1,100,58
640350.088813,640350.088802,1673974846.775231,121794.000,17814,3,MX,1,100,57
640350.128714,640350.128702,1673974846.815130,121832.667,17829,3,MX,1,100,59
640350.168614,640350.168603,1673974846.855030,121871.333,17829,3,MX,1,100,59
640350.208515,640350.208504,1673974846.894929,121910.000,17829,3,MX,1,100,59
640350.248416,640350.248404,1673974846.934829,121948.667,17847,3,MX,1,100,59
640350.288316,640350.288305,1673974846.974728,121987.333,17847,3,MX,1,100,57
640350.328217,640350.328206,1673974847.014628,122026.000,17847,3,MX,1,100,57
640350.367946,640350.367934,1673974847.054355,122064.500,17863,2,MX,1,100,57
640350.407674,640350.407663,1673974847.094083,122103.000,17863,2,MX,1,100,58
640350.447575,640350.447564,1673974847.133982,122141.667,17880,3,MX,1,100,58
640350.487476,640350.487464,1673974847.173882,122180.333,17880,3,MX,1,100,57
640350.527376,640350.527365,1673974847.213781,122219.000,17880,3,MX,1,100,58
640350.568309,640350.568298,1673974847.254713,122258.667,17897,3,MX,1,100,57
640350.609242,640350.609230,1673974847.295644,122298.333,17897,3,MX,1,100,57
640350.650174,640350.650163,1673974847.336576,122338.000,17897,3,MX,1,100,57
640350.690419,640350.690408,1673974847.376819,122377.000,17919,2,MX,1,100,58
640350.730663,640350.730652,1673974847.417063,122416.000,17919,2,MX,1,100,58
640350.770564,640350.770553,1673974847.456962,122454.667,17935,3,MX,1,100,58
640350.810465,640350.810454,1673974847.496862,122493.333,17935,3,MX,1,100,57
640350.850365,640350.850354,1673974847.536761,122532.000,17935,3,MX,1,100,57
640350.889578,640350.889567,1673974847.575973,122570.000,17956,3,MX,1,100,57
640350.928791,640350.928780,1673974847.615184,122608.000,17956,3,MX,1,100,57
640350.968004,640350.967992,1673974847.654396,122646.000,17956,3,MX,1,100,58
640351.014440,640351.014429,1673974847.700831,122691.000,17972,2,MX,1,100,57
640351.060876,640351.060865,1673974847.747266,122736.000,17972,2,MX,1,100,58
640351.100777,640351.100765,1673974847.787165,122774.667,17989,3,MX,1,100,57
640351.140677,640351.140666,1673974847.827065,122813.333,17989,3,MX,1,100,57
640351.180578,640351.180567,1673974847.866964,122852.000,17989,3,MX,1,100,59
640351.220823,640351.220811,1673974847.907207,122891.000,18003,2,MX,1,100,57
640351.261067,640351.261056,1673974847.947451,122930.000,18003,2,MX,1,100,58
640351.300624,640351.300613,1673974847.987007,122968.333,18021,3,MX,1,100,57
640351.340181,640351.340169,1673974848.026562,123006.667,18021,3,MX,1,100,57
640351.379737,640351.379726,1673974848.066118,123045.000,18021,3,MX,1,100,58
640351.419638,640351.419627,1673974848.106017,123083.667,18037,3,MX,1,100,59
640351.459539,640351.459528,1673974848.145917,123122.333,18037,3,MX,1,100,59
640351.499439,640351.499428,1673974848.185816,123161.000,18037,3,MX,1,100,58
640351.538136,640351.538125,1673974848.224512,123198.500,18054,2,MX,1,100,58
640351.576833,640351.576822,1673974848.263208,123236.000,18054,2,MX,1,100,59
640351.617078,640351.617066,1673974848.303451,123275.000,18073,3,MX,1,100,56
640351.657322,640351.657311,1673974848.343694,123314.000,18073,3,MX,1,100,57
640351.697567,640351.697556,1673974848.383938,123353.000,18073,3,MX,1,100,57
640351.737296,640351.737284,1673974848.423666,123391.500,18088,2,MX,1,100,57
640351.777024,640351.777013,1673974848.463393,123430.000,18088,2,MX,1,100,58
640351.816925,640351.816914,1673974848.503293,123468.667,18104,3,MX,1,100,59
640351.856826,640351.856814,1673974848.543192,123507.333,18104,3,MX,1,100,58
640351.896726,640351.896715,1673974848.583092,123546.000,18104,3,MX,1,100,57
640351.936627,640351.936616,1673974848.622991,123584.667,18122,3,MX,1,100,57
640351.976528,640351.976516,1673974848.662891,123623.333,18122,3,MX,1,100,57
640352.016428,640352.016417,1673974848.702790,123662.000,18122,3,MX,1,100,59
640352.056673,640352.056662,1673974848.743034,123701.000,18138,2,MX,1,100,58
640352.096918,640352.096906,1673974848.783277,123740.000,18138,2,MX,1,100,58
640352.142322,640352.142311,1673974848.828680,123784.000,18154,2,MX,1,100,57
640352.187726,640352.187715,1673974848.874083,123828.000,18154,2,MX,1,100,58
640352.228659,640352.228647,1673974848.915014,123867.667,18170,3,MX,1,100,57
640352.269591,640352.269580,1673974848.955946,123907.333,18170,3,MX,1,100,57
640352.310524,640352.310513,1673974848.996877,123947.000,18170,3,MX,1,100,59
640352.349737,640352.349725,1673974849.036089,123985.000,18187,3,MX,1,100,57
640352.388949,640352.388938,1673974849.075300,124023.000,18187,3,MX,1,100,57
640352.428162,640352.428151,1673974849.114512,124061.000,18187,3,MX,1,100,57
640352.467891,640352.467880,1673974849.154239,124099.500,18206,2,MX,1,100,57
640352.507620,640352.507608,1673974849.193967,124138.000,18206,2,MX,1,100,59
640352.547864,640352.547853,1673974849.234210,124177.000,18224,3,MX,1,100,59
640352.588109,640352.588098,1673974849.274454,124216.000,18224,3,MX,1,100,58
640352.628354,640352.628342,1673974849.314698,124255.000,18224,3,MX,1,100,58
640352.668254,640352.668243,1673974849.354597,124293.667,18240,3,MX,1,100,57
640352.708155,640352.708144,1673974849.394496,124332.333,18240,3,MX,1,100,58
640352.748056,640352.748044,1673974849.434396,124371.000,18240,3,MX,1,100,58
640352.787784,640352.787773,1673974849.474123,124409.500,18257,2,MX,1,100,57
640352.827513,640352.827502,1673974849.513851,124448.000,18257,2,MX,1,100,57
640352.867414,640352.867402,1673974849.553751,124486.667,18273,3,MX,1,100,57
640352.907314,640352.907303,1673974849.593650,124525.333,18273,3,MX,1,100,57
640352.947215,640352.947204,1673974849.633550,124564.000,18273,3,MX,1,100,57
640352.986428,640352.986416,1673974849.672761,124602.000,18291,3,MX,1,100,57
640353.025641,640353.025629,1673974849.711973,124640.000,18291,3,MX,1,100,58
640353.064853,640353.064842,1673974849.751184,124678.000,18291,3,MX,1,100,58
640353.105098,640353.105087,1673974849.791428,124717.000,18307,2,MX,1,100,58
640353.145343,640353.145331,1673974849.831671,124756.000,18307,2,MX,1,100,57
640353.185071,640353.185060,1673974849.871399,124794.500,18322,2,MX,1,100,58
640353.224800,640353.224789,1673974849.911126,124833.000,18322,2,MX,1,100,57
640353.269172,640353.269161,1673974849.955498,124876.000,18339,3,MX,1,100,57
640353.313545,640353.313533,1673974849.999869,124919.000,18339,3,MX,1,100,58
640353.357917,640353.357905,1673974850.044240,124962.000,18339,3,MX,1,100,58
640353.397474,640353.397462,1673974850.083795,125000.333,18356,3,MX,1,100,57
640353.437030,640353.437019,1673974850.123351,125038.667,18356,3,MX,1,100,57
640353.476587,640353.476576,1673974850.162906,125077.000,18356,3,MX,1,100,59
640353.516832,640353.516820,1673974850.203150,125116.000,18372,2,MX,1,100,58
640353.557076,640353.557065,1673974850.243393,125155.000,18372,2,MX,1,100,57
640353.596633,640353.596622,1673974850.282949,125193.333,18391,3,MX,1,100,58
640353.636190,640353.636178,1673974850.322504,125231.667,18391,3,MX,1,100,58
640353.675746,640353.675735,1673974850.362060,125270.000,18391,3,MX,1,100,57
640353.716507,640353.716496,1673974850.402819,125309.500,18406,2,MX,1,100,58
640353.757268,640353.757256,1673974850.443579,125349.000,18406,2,MX,1,100,59
640353.797168,640353.797157,1673974850.483478,125387.667,18423,3,MX,1,100,59
640353.837069,640353.837058,1673974850.523378,125426.333,18423,3,MX,1,100,58
640353.876970,640353.876958,1673974850.563277,125465.000,18423,3,MX,1,100,57
640353.916870,640353.916859,1673974850.603177,125503.667,18443,3,MX,1,100,58
640353.956771,640353.956760,1673974850.643076,125542.333,18443,3,MX,1,100,59
640353.996672,640353.996660,1673974850.682976,125581.000,18443,3,MX,1,100,58
640354.036916,640354.036905,1673974850.723219,125620.000,18460,2,MX,1,100,58
640354.077161,640354.077150,1673974850.763463,125659.000,18460,2,MX,1,100,57
640354.117062,640354.117050,1673974850.803362,125697.667,18474,3,MX,1,100,58
640354.156962,640354.156951,1673974850.843262,125736.333,18474,3,MX,1,100,57
640354.196863,640354.196852,1673974850.883161,125775.000,18474,3,MX,1,100,58
640354.236764,640354.236752,1673974850.923061,125813.667,18492,3,MX,1,100,58
640354.276664,640354.276653,1673974850.962960,125852.333,18492,3,MX,1,100,57
640354.316565,640354.316554,1673974851.002860,125891.000,18492,3,MX,1,100,57
640354.363001,640354.362990,1673974851.049295,125936.000,18508,2,MX,1,100,57
640354.409437,640354.409426,1673974851.095729,125981.000,18508,2,MX,1,100,58
640354.449682,640354.449671,1673974851.135973,126020.000,18525,2,MX,1,100,57
640354.489927,640354.489915,1673974851.176216,126059.000,18525,2,MX,1,100,58
640354.530859,640354.530848,1673974851.217148,126098.667,18542,3,MX,1,100,57
640354.571792,640354.571780,1673974851.258079,126138.333,18542,3,MX,1,100,57
640354.612725,640354.612713,1673974851.299011,126178.000,18542,3,MX,1,100,57
640354.652281,640354.652270,1673974851.338566,126216.333,18559,3,MX,1,100,58
640354.691838,640354.691826,1673974851.378122,126254.667,18559,3,MX,1,100,58
640354.731395,640354.731383,1673974851.417677,126293.000,18559,3,MX,1,100,57
640354.771123,640354.771112,1673974851.457405,126331.500,18575,2,MX,1,100,58
640354.810852,640354.810841,1673974851.497132,126370.000,18575,2,MX,1,100,57
640354.850753,640354.850741,1673974851.537032,126408.667,18592,3,MX,1,100,59
640354.890653,640354.890642,1673974851.576931,126447.333,18592,3,MX,1,100,58
640354.930554,640354.930543,1673974851.616831,126486.000,18592,3,MX,1,100,57
640354.970111,640354.970099,1673974851.656386,126524.333,18609,3,MX,1,100,57
640355.009667,640355.009656,1673974851.695942,126562.667,18609,3,MX,1,100,57
640355.049224,640355.049213,1673974851.735497,126601.000,18609,3,MX,1,100,57
640355.089469,640355.089457,1673974851.775741,126640.000,18625,2,MX,1,100,57
640355.129713,640355.129702,1673974851.815984,126679.000,18625,2,MX,1,100,59
640355.170302,640355.170291,1673974851.856572,126718.333,18640,3,MX,1,100,57
640355.210891,640355.210879,1673974851.897159,126757.667,18640,3,MX,1,100,58
640355.251479,640355.251468,1673974851.937747,126797.000,18640,3,MX,1,100,57
640355.291208,640355.291197,1673974851.977474,126835.500,18658,2,MX,1,100,58
640355.330937,640355.330925,1673974852.017202,126874.000,18658,2,MX,1,100,59
640355.370837,640355.370826,1673974852.057101,126912.667,18677,3,MX,1,100,58
640355.410738,640355.410727,1673974852.097001,126951.333,18677,3,MX,1,100,57
640355.450639,640355.450627,1673974852.136900,126990.000,18677,3,MX,1,100,59
640355.495011,640355.495000,1673974852.181272,127033.000,18694,3,MX,1,100,57
640355.539383,640355.539372,1673974852.225642,127076.000,18694,3,MX,1,100,57
640355.583756,640355.583744,1673974852.270014,127119.000,18694,3,MX,1,100,57
640355.624000,640355.623989,1673974852.310257,127158.000,18710,2,MX,1,100,57
640355.664245,640355.664233,1673974852.350501,127197.000,18710,2,MX,1,100,58
640355.703114,640355.703102,1673974852.389368,127234.667,18728,3,MX,1,100,57
640355.741983,640355.741971,1673974852.428236,127272.333,18728,3,MX,1,100,57
640355.780851,640355.780840,1673974852.467103,127310.000,18728,3,MX,1,100,59
640355.820580,640355.820568,1673974852.506831,127348.500,18744,2,MX,1,100,57
640355.860309,640355.860297,1673974852.546558,127387.000,18744,2,MX,1,100,59
640355.900295,640355.900284,1673974852.586544,127425.750,18767,4,MX,1,100,58
640355.940282,640355.940270,1673974852.626529,127464.500,18767,4,MX,1,100,59
640355.980269,640355.980257,1673974852.666515,127503.250,18767,4,MX,1,100,58
640356.020255,640356.020244,1673974852.706501,127542.000,18767,4,MX,1,100,58
640356.060500,640356.060488,1673974852.746744,127581.000,18783,2,MX,1,100,57
640356.100745,640356.100733,1673974852.786988,127620.000,18783,2,MX,1,100,58
640356.140989,640356.140978,1673974852.827231,127659.000,18800,3,MX,1,100,58
640356.181234,640356.181222,1673974852.867475,127698.000,18800,3,MX,1,100,58
640356.221479,640356.221467,1673974852.907718,127737.000,18800,3,MX,1,100,57
640356.261207,640356.261196,1673974852.947445,127775.500,18815,2,MX,1,100,57
640356.300936,640356.300924,1673974852.987173,127814.000,18815,2,MX,1,100,58
640356.340837,640356.340825,1673974853.027072,127852.667,18832,3,MX,1,100,58
640356.380737,640356.380726,1673974853.066972,127891.333,18832,3,MX,1,100,59
640356.420638,640356.420627,1673974853.106872,127930.000,18832,3,MX,1,100,58
640356.460195,640356.460183,1673974853.146427,127968.333,18848,3,MX,1,100,57
640356.499752,640356.499740,1673974853.185983,128006.667,18848,3,MX,1,100,58
640356.539308,640356.539297,1673974853.225538,128045.000,18848,3,MX,1,100,58
640356.580585,640356.580573,1673974853.266814,128085.000,18866,2,MX,1,100,58
640356.621861,640356.621850,1673974853.308089,128125.000,18866,2,MX,1,100,59
640356.668813,640356.668802,1673974853.355040,128170.500,18883,2,MX,1,100,58
640356.715766,640356.715754,1673974853.401990,128216.000,18883,2,MX,1,100,56
640356.756010,640356.755999,1673974853.442234,128255.000,18899,3,MX,1,100,59
640356.796255,640356.796243,1673974853.482477,128294.000,18899,3,MX,1,100,58
640356.836500,640356.836488,1673974853.522721,128333.000,18899,3,MX,1,100,59
640356.876744,640356.876733,1673974853.562964,128372.000,18916,3,MX,1,100,58
640356.916989,640356.916977,1673974853.603208,128411.000,18916,3,MX,1,100,57
640356.957233,640356.957222,1673974853.643451,128450.000,18916,3,MX,1,100,58
640356.996962,640356.996951,1673974853.683179,128488.500,18936,2,MX,1,100,58
640357.036691,640357.036679,1673974853.722906,128527.000,18936,2,MX,1,100,57
640357.076592,640357.076580,1673974853.762806,128565.667,18952,3,MX,1,100,57
640357.116492,640357.116481,1673974853.802706,128604.333,18952,3,MX,1,100,58
640357.156393,640357.156381,1673974853.842605,128643.000,18952,3,MX,1,100,57
640357.195606,640357.195594,1673974853.881817,128681.000,18967,2,MX,1,100,57
640357.234818,640357.234807,1673974853.921028,128719.000,18967,2,MX,1,100,58
640357.274719,640357.274707,1673974853.960928,128757.667,18984,3,MX,1,100,57
640357.314620,640357.314608,1673974854.000827,128796.333,18984,3,MX,1,100,58
640357.354520,640357.354509,1673974854.040727,128835.000,18984,3,MX,1,100,58
640357.395109,640357.395097,1673974854.081314,128874.333,19001,3,MX,1,100,57
640357.435698,640357.435686,1673974854.121902,128913.667,19001,3,MX,1,100,58
640357.476286,640357.476275,1673974854.162489,128953.000,19001,3,MX,1,100,58
640357.517047,640357.517035,1673974854.203249,128992.500,19017,2,MX,1,100,57
640357.557808,640357.557796,1673974854.244008,129032.000,19017,2,MX,1,100,58
640357.597708,640357.597697,1673974854.283907,129070.667,19035,3,MX,1,100,57
640357.637609,640357.637597,1673974854.323807,129109.333,19035,3,MX,1,100,57
640357.677510,640357.677498,1673974854.363706,129148.000,19035,3,MX,1,100,58
640357.717238,640357.717227,1673974854.403434,129186.500,19051,2,MX,1,100,58
640357.756967,640357.756955,1673974854.443161,129225.000,19051,2,MX,1,100,58
640357.801339,640357.801328,1673974854.487533,129268.000,19068,3,MX,1,100,59
640357.845712,640357.845700,1673974854.531904,129311.000,19068,3,MX,1,100,57
640357.890084,640357.890072,1673974854.576275,129354.000,19068,3,MX,1,100,57
640357.929297,640357.929285,1673974854.615486,129392.000,19085,3,MX,1,100,57
640357.968509,640357.968498,1673974854.654698,129430.000,19085,3,MX,1,100,58
640358.007722,640358.007710,1673974854.693909,129468.000,19085,3,MX,1,100,58
640358.047451,640358.047439,1673974854.733637,129506.500,19102,2,MX,1,100,57
640358.087179,640358.087168,1673974854.773364,129545.000,19102,2,MX,1,100,57
640358.127080,640358.127068,1673974854.813264,129583.667,19118,3,MX,1,100,58
640358.166981,640358.166969,1673974854.853163,129622.333,19118,3,MX,1,100,58
640358.206882,640358.206870,1673974854.893063,129661.000,19118,3,MX,1,100,58
640358.247642,640358.247630,1673974854.933822,129700.500,19134,2,MX,1,100,59
640358.288403,640358.288391,1673974854.974582,129740.000,19134,2,MX,1,100,58
640358.328647,640358.328636,1673974855.014825,129779.000,19150,3,MX,1,100,58
640358.368892,640358.368880,1673974855.055069,129818.000,19150,3,MX,1,100,57
640358.409137,640358.409125,1673974855.095312,129857.000,19150,3,MX,1,100,57
640358.449037,640358.449026,1673974855.135212,129895.667,19170,3,MX,1,100,58
640358.488938,640358.488926,1673974855.175111,129934.333,19170,3,MX,1,100,57
640358.528839,640358.528827,1673974855.215011,129973.000,19170,3,MX,1,100,58
640358.568567,640358.568556,1673974855.254738,130011.500,19187,2,MX,1,100,58
640358.608296,640358.608284,1673974855.294466,130050.000,19187,2,MX,1,100,58
640358.647853,640358.647841,1673974855.334021,130088.333,19204,3,MX,1,100,58
640358.687410,640358.687398,1673974855.373577,130126.667,19204,3,MX,1,100,57
640358.726966,640358.726955,1673974855.413132,130165.000,19204,3,MX,1,100,58
640358.766867,640358.766855,1673974855.453032,130203.667,19220,3,MX,1,100,59
640358.806768,640358.806756,1673974855.492932,130242.333,19220,3,MX,1,100,57
640358.846668,640358.846657,1673974855.532831,130281.000,19220,3,MX,1,100,58
640358.894136,640358.894125,1673974855.580298,130327.000,19237,2,MX,1,100,58
640358.941604,640358.941593,1673974855.627764,130373.000,19237,2,MX,1,100,59
640358.981161,640358.981149,1673974855.667320,130411.333,19254,3,MX,1,100,59
640359.020718,640359.020706,1673974855.706876,130449.667,19254,3,MX,1,100,57
640359.060275,640359.060263,1673974855.746431,130488.000,19254,3,MX,1,100,58
640359.100519,640359.100507,1673974855.786674,130527.000,19271,2,MX,1,100,57
640359.140764,640359.140752,1673974855.826918,130566.000,19271,2,MX,1,100,58
640359.179977,640359.179965,1673974855.866130,130604.000,19285,3,MX,1,100,58
640359.219189,640359.219178,1673974855.905341,130642.000,19285,3,MX,1,100,57
640359.258402,640359.258390,1673974855.944553,130680.000,19285,3,MX,1,100,57
640359.298131,640359.298119,1673974855.984280,130718.500,19303,2,MX,1,100,58
640359.337859,640359.337848,1673974856.024008,130757.000,19303,2,MX,1,100,58
640359.377760,640359.377748,1673974856.063907,130795.667,19319,3,MX,1,100,57
640359.417661,640359.417649,1673974856.103807,130834.333,19319,3,MX,1,100,57
640359.457561,640359.457550,1673974856.143707,130873.000,19319,3,MX,1,100,58
640359.497462,640359.497450,1673974856.183606,130911.667,19336,3,MX,1,100,57
640359.537363,640359.537351,1673974856.223505,130950.333,19336,3,MX,1,100,58
640359.577264,640359.577252,1673974856.263405,130989.000,19336,3,MX,1,100,57
640359.617508,640359.617496,1673974856.303648,131028.000,19352,2,MX,1,100,57
640359.657753,640359.657741,1673974856.343892,131067.000,19352,2,MX,1,100,58
640359.698685,640359.698674,1673974856.384823,131106.667,19370,3,MX,1,100,58
640359.739618,640359.739606,1673974856.425755,131146.333,19370,3,MX,1,100,58
640359.780551,640359.780539,1673974856.466686,131186.000,19370,3,MX,1,100,59
640359.820795,640359.820783,1673974856.506930,131225.000,19386,2,MX,1,100,57
640359.861040,640359.861028,1673974856.547173,131264.000,19386,2,MX,1,100,58
640359.900941,640359.900929,1673974856.587073,131302.667,19407,3,MX,1,100,57
640359.940841,640359.940829,1673974856.626972,131341.333,19407,3,MX,1,100,57
640359.980742,640359.980730,1673974856.666872,131380.000,19407,3,MX,1,100,58
640360.027178,640360.027166,1673974856.713306,131425.000,19423,2,MX,1,100,57
640360.073614,640360.073602,1673974856.759741,131470.000,19423,2,MX,1,100,57
640360.113515,640360.113503,1673974856.799641,131508.667,19438,3,MX,1,100,57
640360.153416,640360.153404,1673974856.839540,131547.333,19438,3,MX,1,100,57
640360.193316,640360.193304,1673974856.879440,131586.000,19438,3,MX,1,100,59
640360.233217,640360.233205,1673974856.919339,131624.667,19455,3,MX,1,100,56
640360.273118,640360.273106,1673974856.959239,131663.333,19455,3,MX,1,100,56
640360.313018,640360.313006,1673974856.999138,131702.000,19455,3,MX,1,100,57
640360.352747,640360.352735,1673974857.038866,131740.500,19472,2,MX,1,100,57
640360.392476,640360.392464,1673974857.078593,131779.000,19472,2,MX,1,100,58
640360.432376,640360.432365,1673974857.118493,131817.667,19488,3,MX,1,100,58
640360.472277,640360.472265,1673974857.158392,131856.333,19488,3,MX,1,100,58
640360.512178,640360.512166,1673974857.198292,131895.000,19488,3,MX,1,100,56
640360.552078,640360.552067,1673974857.238192,131933.667,19506,3,MX,1,100,58
640360.591979,640360.591967,1673974857.278091,131972.333,19506,3,MX,1,100,58
640360.631880,640360.631868,1673974857.317991,132011.000,19506,3,MX,1,100,58
640360.671093,640360.671081,1673974857.357202,132049.000,19522,2,MX,1,100,58
640360.710305,640360.710293,1673974857.396414,132087.000,19522,2,MX,1,100,57
640360.750206,640360.750194,1673974857.436313,132125.667,19539,3,MX,1,100,57
640360.790107,640360.790095,1673974857.476213,132164.333,19539,3,MX,1,100,57
640360.830007,640360.829995,1673974857.516112,132203.000,19539,3,MX,1,100,57
640360.869736,640360.869724,1673974857.555840,132241.500,19555,2,MX,1,100,58
640360.909465,640360.909453,1673974857.595567,132280.000,19555,2,MX,1,100,57
640360.949365,640360.949353,1673974857.635467,132318.667,19573,3,MX,1,100,58
640360.989266,640360.989254,1673974857.675366,132357.333,19573,3,MX,1,100,58
640361.029167,640361.029155,1673974857.715266,132396.000,19573,3,MX,1,100,57
640361.069411,640361.069400,1673974857.755509,132435.000,19587,2,MX,1,100,59
640361.109656,640361.109644,1673974857.795753,132474.000,19587,2,MX,1,100,58
640361.154028,640361.154016,1673974857.840124,132517.000,19604,3,MX,1,100,59
640361.198401,640361.198389,1673974857.884495,132560.000,19604,3,MX,1,100,59
640361.242773,640361.242761,1673974857.928866,132603.000,19604,3,MX,1,100,57
640361.281986,640361.281974,1673974857.968078,132641.000,19626,2,MX,1,100,57
640361.321198,640361.321187,1673974858.007289,132679.000,19626,2,MX,1,100,58
640361.361099,640361.361087,1673974858.047189,132717.667,19643,3,MX,1,100,57
640361.401000,640361.400988,1673974858.087088,132756.333,19643,3,MX,1,100,59
640361.440900,640361.440889,1673974858.126988,132795.000,19643,3,MX,1,100,58
640361.480113,640361.480101,1673974858.166199,132833.000,19662,3,MX,1,100,57
640361.519326,640361.519314,1673974858.205411,132871.000,19662,3,MX,1,100,57
640361.558539,640361.558527,1673974858.244622,132909.000,19662,3,MX,1,100,57
640361.598783,640361.598771,1673974858.284866,132948.000,19678,2,MX,1,100,58
640361.639028,640361.639016,1673974858.325109,132987.000,19678,2,MX,1,100,57
640361.678929,640361.678917,1673974858.365009,133025.667,19696,3,MX,1,100,57
640361.718829,640361.718817,1673974858.404908,133064.333,19696,3,MX,1,100,58
640361.758730,640361.758718,1673974858.444808,133103.000,19696,3,MX,1,100,59
640361.798459,640361.798447,1673974858.484536,133141.500,19713,2,MX,1,100,58
640361.838187,640361.838176,1673974858.524263,133180.000,19713,2,MX,1,100,58
640361.878088,640361.878076,1673974858.564163,133218.667,19730,3,MX,1,100,58
640361.917989,640361.917977,1673974858.604062,133257.333,19730,3,MX,1,100,57
640361.957889,640361.957878,1673974858.643962,133296.000,19730,3,MX,1,100,57
640361.998134,640361.998122,1673974858.684205,133335.000,19747,3,MX,1,100,58
640362.038379,640362.038367,1673974858.724449,133374.000,19747,3,MX,1,100,58
640362.078623,640362.078611,1673974858.764692,133413.000,19747,3,MX,1,100,57
640362.117320,640362.117308,1673974858.803388,133450.500,19761,2,MX,1,100,58
640362.156017,640362.156005,1673974858.842083,133488.000,19761,2,MX,1,100,57
640362.195918,640362.195906,1673974858.881983,133526.667,19779,3,MX,1,100,58
640362.235818,640362.235806,1673974858.921882,133565.333,19779,3,MX,1,100,57
640362.275719,640362.275707,1673974858.961782,133604.000,19779,3,MX,1,100,57
640362.321639,640362.321627,1673974859.007701,133648.500,19795,2,MX,1,100,58
640362.367559,640362.367547,1673974859.053620,133693.000,19795,2,MX,1,100,57
640362.407460,640362.407448,1673974859.093519,133731.667,19812,3,MX,1,100,59
640362.447361,640362.447349,1673974859.133419,133770.333,19812,3,MX,1,100,58
640362.487261,640362.487249,1673974859.173318,133809.000,19812,3,MX,1,100,57
640362.527506,640362.527494,1673974859.213562,133848.000,19827,2,MX,1,100,57
640362.567751,640362.567739,1673974859.253805,133887.000,19827,2,MX,1,100,57
640362.607651,640362.607639,1673974859.293705,133925.667,19846,3,MX,1,100,58
640362.647552,640362.647540,1673974859.333604,133964.333,19846,3,MX,1,100,57
640362.687453,640362.687441,1673974859.373504,134003.000,19846,3,MX,1,100,58
640362.727009,640362.726998,1673974859.413059,134041.333,19862,3,MX,1,100,57
640362.766566,640362.766554,1673974859.452615,134079.667,19862,3,MX,1,100,57
640362.806123,640362.806111,1673974859.492170,134118.000,19862,3,MX,1,100,58
640362.846884,640362.846872,1673974859.532930,134157.500,19879,2,MX,1,100,58
640362.887644,640362.887632,1673974859.573689,134197.000,19879,2,MX,1,100,57
640362.928233,640362.928221,1673974859.614277,134236.333,19899,3,MX,1,100,58
640362.968821,640362.968809,1673974859.654864,134275.667,19899,3,MX,1,100,56
640363.009410,640363.009398,1673974859.695451,134315.000,19899,3,MX,1,100,57
