LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EL
640318.156229,640318.156220,1673974814.843577,90849.000,12665,2,EL,1,100,26469.000000
640318.222272,640318.222262,1673974814.909618,90913.000,12681,2,EL,1,100,26469.199219
640318.288314,640318.288305,1673974814.975658,90977.000,12681,2,EL,1,100,26469.000000
640318.354357,640318.354347,1673974815.041699,91041.000,12698,1,EL,1,100,26469.000000
640318.420399,640318.420390,1673974815.107739,91105.000,12713,2,EL,1,100,26469.199219
640318.486442,640318.486432,1673974815.173780,91169.000,12713,2,EL,1,100,26469.199219
640318.554548,640318.554539,1673974815.241884,91235.000,12730,1,EL,1,100,26469.199219
640318.622139,640318.622129,1673974815.309473,91300.500,12747,2,EL,1,100,26469.000000
640318.689729,640318.689720,1673974815.377061,91366.000,12747,2,EL,1,100,26469.199219
640318.755771,640318.755762,1673974815.443102,91430.000,12766,1,EL,1,100,26469.400391
640318.822330,640318.822321,1673974815.509658,91494.500,12780,2,EL,1,100,26469.000000
640318.888888,640318.888879,1673974815.576215,91559.000,12780,2,EL,1,100,26469.199219
640318.954931,640318.954921,1673974815.642255,91623.000,12803,2,EL,1,100,26469.800781
640319.020973,640319.020964,1673974815.708296,91687.000,12803,2,EL,1,100,26469.199219
640319.088048,640319.088038,1673974815.775368,91752.000,12819,1,EL,1,100,26469.199219
640319.154606,640319.154597,1673974815.841925,91816.500,12836,2,EL,1,100,26469.199219
640319.221165,640319.221155,1673974815.908481,91881.000,12836,2,EL,1,100,26469.400391
640319.287207,640319.287198,1673974815.974522,91945.000,12852,1,EL,1,100,26469.199219
640319.355314,640319.355304,1673974816.042626,92011.000,12872,2,EL,1,100,26469.400391
640319.423420,640319.423410,1673974816.110731,92077.000,12872,2,EL,1,100,26470.000000
640319.490494,640319.490485,1673974816.177803,92142.000,12887,2,EL,1,100,26469.400391
640319.557569,640319.557559,1673974816.244876,92207.000,12887,2,EL,1,100,26469.400391
640319.624643,640319.624634,1673974816.311948,92272.000,12904,1,EL,1,100,26469.800781
640319.690170,640319.690160,1673974816.377473,92335.500,12923,2,EL,1,100,26469.400391
640319.755696,640319.755687,1673974816.442997,92399.000,12923,2,EL,1,100,26469.400391
640319.822255,640319.822245,1673974816.509554,92463.500,12940,2,EL,1,100,26469.800781
640319.888813,640319.888804,1673974816.576110,92528.000,12940,2,EL,1,100,26469.800781
640319.954856,640319.954846,1673974816.642151,92592.000,12956,1,EL,1,100,26469.800781
640320.022962,640320.022953,1673974816.710255,92658.000,12972,2,EL,1,100,26470.000000
640320.091068,640320.091059,1673974816.778360,92724.000,12972,2,EL,1,100,26470.000000
640320.158143,640320.158133,1673974816.845432,92789.000,12988,1,EL,1,100,26469.800781
640320.224185,640320.224176,1673974816.911473,92853.000,13005,2,EL,1,100,26469.800781
640320.290228,640320.290218,1673974816.977513,92917.000,13005,2,EL,1,100,26470.000000
640320.355238,640320.355229,1673974817.042522,92980.000,13022,1,EL,1,100,26470.000000
640320.422313,640320.422303,1673974817.109595,93045.000,13037,2,EL,1,100,26469.800781
640320.489387,640320.489378,1673974817.176667,93110.000,13037,2,EL,1,100,26469.800781
640320.554914,640320.554904,1673974817.242192,93173.500,13053,2,EL,1,100,26470.000000
640320.620440,640320.620431,1673974817.307716,93237.000,13053,2,EL,1,100,26469.800781
640320.686483,640320.686473,1673974817.373757,93301.000,13071,1,EL,1,100,26470.000000
640320.753557,640320.753548,1673974817.440829,93366.000,13089,2,EL,1,100,26469.599609
640320.820632,640320.820622,1673974817.507902,93431.000,13089,2,EL,1,100,26469.599609
640320.888738,640320.888729,1673974817.576006,93497.000,13106,1,EL,1,100,26469.599609
640320.955812,640320.955803,1673974817.643079,93562.000,13124,2,EL,1,100,26469.400391
640321.022887,640321.022877,1673974817.710151,93627.000,13124,2,EL,1,100,26469.400391
640321.089445,640321.089436,1673974817.776708,93691.500,13141,2,EL,1,100,26469.000000
640321.156004,640321.155994,1673974817.843264,93756.000,13141,2,EL,1,100,26469.000000
640321.222046,640321.222037,1673974817.909305,93820.000,13157,1,EL,1,100,26469.199219
640321.288605,640321.288595,1673974817.975861,93884.500,13175,2,EL,1,100,26469.000000
640321.355163,640321.355154,1673974818.042418,93949.000,13175,2,EL,1,100,26469.000000
640321.420174,640321.420164,1673974818.107426,94012.000,13191,1,EL,1,100,26469.000000
640321.488796,640321.488787,1673974818.176047,94078.500,13206,2,EL,1,100,26469.000000
640321.557418,640321.557409,1673974818.244667,94145.000,13206,2,EL,1,100,26469.599609
640321.623461,640321.623451,1673974818.310708,94209.000,13222,1,EL,1,100,26469.400391
640321.690019,640321.690010,1673974818.377264,94273.500,13242,2,EL,1,100,26469.599609
640321.756578,640321.756568,1673974818.443821,94338.000,13242,2,EL,1,100,26469.199219
640321.822620,640321.822611,1673974818.509861,94402.000,13258,2,EL,1,100,26469.800781
640321.888663,640321.888653,1673974818.575902,94466.000,13258,2,EL,1,100,26469.199219
640321.954705,640321.954696,1673974818.641943,94530.000,13274,1,EL,1,100,26469.199219
640322.021264,640322.021254,1673974818.708499,94594.500,13290,2,EL,1,100,26469.199219
640322.087822,640322.087813,1673974818.775055,94659.000,13290,2,EL,1,100,26469.400391
640322.154897,640322.154887,1673974818.842128,94724.000,13307,1,EL,1,100,26469.199219
640322.221971,640322.221962,1673974818.909200,94789.000,13323,2,EL,1,100,26469.199219
640322.289045,640322.289036,1673974818.976273,94854.000,13323,2,EL,1,100,26469.000000
640322.356120,640322.356110,1673974819.043345,94919.000,13341,1,EL,1,100,26469.400391
640322.422678,640322.422669,1673974819.109902,94983.500,13358,2,EL,1,100,26469.599609
640322.489237,640322.489227,1673974819.176458,95048.000,13358,2,EL,1,100,26469.000000
640322.556311,640322.556302,1673974819.243531,95113.000,13375,1,EL,1,100,26469.199219
640322.621838,640322.621828,1673974819.309056,95176.500,13392,2,EL,1,100,26469.400391
640322.687364,640322.687355,1673974819.374580,95240.000,13392,2,EL,1,100,26469.400391
640322.753923,640322.753913,1673974819.441137,95304.500,13411,2,EL,1,100,26469.199219
640322.820481,640322.820472,1673974819.507693,95369.000,13411,2,EL,1,100,26469.000000
640322.886524,640322.886514,1673974819.573734,95433.000,13427,1,EL,1,100,26469.199219
640322.953082,640322.953073,1673974819.640290,95497.500,13443,2,EL,1,100,26469.400391
640323.019641,640323.019631,1673974819.706847,95562.000,13443,2,EL,1,100,26469.199219
640323.085683,640323.085674,1673974819.772887,95626.000,13459,1,EL,1,100,26469.199219
640323.152758,640323.152748,1673974819.839960,95691.000,13476,2,EL,1,100,26469.000000
640323.219832,640323.219822,1673974819.907032,95756.000,13476,2,EL,1,100,26469.400391
640323.283811,640323.283801,1673974819.971009,95818.000,13492,1,EL,1,100,26469.000000
640323.350369,640323.350360,1673974820.037566,95882.500,13509,2,EL,1,100,26469.199219
640323.416928,640323.416918,1673974820.104122,95947.000,13509,2,EL,1,100,26469.000000
640323.482970,640323.482961,1673974820.170163,96011.000,13524,2,EL,1,100,26469.000000
640323.549013,640323.549003,1673974820.236203,96075.000,13524,2,EL,1,100,26469.000000
640323.617119,640323.617109,1673974820.304308,96141.000,13541,1,EL,1,100,26469.000000
640323.683161,640323.683152,1673974820.370348,96205.000,13560,2,EL,1,100,26468.800781
640323.749204,640323.749194,1673974820.436389,96269.000,13560,2,EL,1,100,26468.599609
640323.816278,640323.816269,1673974820.503461,96334.000,13577,1,EL,1,100,26468.599609
640323.882837,640323.882827,1673974820.570018,96398.500,13591,2,EL,1,100,26468.599609
640323.949395,640323.949386,1673974820.636575,96463.000,13591,2,EL,1,100,26468.199219
640324.015438,640324.015428,1673974820.702615,96527.000,13612,1,EL,1,100,26468.000000
640324.081480,640324.081471,1673974820.768656,96591.000,13628,2,EL,1,100,26468.000000
640324.147523,640324.147513,1673974820.834696,96655.000,13628,2,EL,1,100,26468.000000
640324.213565,640324.213556,1673974820.900737,96719.000,13650,2,EL,1,100,26468.000000
640324.279608,640324.279598,1673974820.966777,96783.000,13650,2,EL,1,100,26468.000000
640324.346682,640324.346673,1673974821.033850,96848.000,13667,2,EL,1,100,26468.000000
640324.413757,640324.413747,1673974821.100922,96913.000,13667,2,EL,1,100,26468.000000
640324.478767,640324.478758,1673974821.165931,96976.000,13684,1,EL,1,100,26468.199219
640324.545326,640324.545316,1673974821.232487,97040.500,13698,2,EL,1,100,26468.000000
640324.611884,640324.611875,1673974821.299044,97105.000,13698,2,EL,1,100,26468.000000
640324.678959,640324.678949,1673974821.366117,97170.000,13716,1,EL,1,100,26468.000000
640324.744485,640324.744476,1673974821.431641,97233.500,13734,2,EL,1,100,26468.000000
640324.810012,640324.810002,1673974821.497166,97297.000,13734,2,EL,1,100,26468.000000
640324.876054,640324.876045,1673974821.563206,97361.000,13751,1,EL,1,100,26468.000000
640324.942613,640324.942603,1673974821.629763,97425.500,13767,2,EL,1,100,26468.000000
640325.009171,640325.009161,1673974821.696319,97490.000,13767,2,EL,1,100,26467.800781
640325.075730,640325.075720,1673974821.762876,97554.500,13783,2,EL,1,100,26468.000000
640325.142288,640325.142278,1673974821.829432,97619.000,13783,2,EL,1,100,26468.000000
640325.208331,640325.208321,1673974821.895473,97683.000,13799,1,EL,1,100,26467.800781
640325.274373,640325.274363,1673974821.961514,97747.000,13817,2,EL,1,100,26467.800781
640325.340416,640325.340406,1673974822.027554,97811.000,13817,2,EL,1,100,26467.800781
640325.407490,640325.407480,1673974822.094627,97876.000,13836,1,EL,1,100,26467.800781
640325.475080,640325.475071,1673974822.162215,97941.500,13852,2,EL,1,100,26468.000000
640325.542671,640325.542661,1673974822.229804,98007.000,13852,2,EL,1,100,26468.000000
640325.609229,640325.609220,1673974822.296360,98071.500,13868,2,EL,1,100,26468.000000
640325.675788,640325.675778,1673974822.362916,98136.000,13868,2,EL,1,100,26468.000000
640325.742862,640325.742852,1673974822.429989,98201.000,13887,1,EL,1,100,26468.000000
640325.808905,640325.808895,1673974822.496030,98265.000,13903,2,EL,1,100,26468.000000
640325.874947,640325.874937,1673974822.562070,98329.000,13903,2,EL,1,100,26468.000000
640325.939958,640325.939948,1673974822.627079,98392.000,13920,1,EL,1,100,26468.000000
640326.007032,640326.007022,1673974822.694151,98457.000,13935,2,EL,1,100,26468.000000
640326.074107,640326.074097,1673974822.761224,98522.000,13935,2,EL,1,100,26468.000000
640326.140149,640326.140139,1673974822.827264,98586.000,13952,1,EL,1,100,26468.000000
640326.207739,640326.207730,1673974822.894853,98651.500,13968,2,EL,1,100,26468.000000
640326.275330,640326.275320,1673974822.962441,98717.000,13968,2,EL,1,100,26468.000000
640326.342920,640326.342910,1673974823.030030,98782.500,13986,2,EL,1,100,26468.000000
640326.410511,640326.410501,1673974823.097618,98848.000,13986,2,EL,1,100,26467.800781
640326.476553,640326.476543,1673974823.163659,98912.000,14002,1,EL,1,100,26467.599609
640326.543112,640326.543102,1673974823.230215,98976.500,14017,2,EL,1,100,26468.000000
640326.609670,640326.609660,1673974823.296772,99041.000,14017,2,EL,1,100,26468.000000
640326.676744,640326.676735,1673974823.363844,99106.000,14034,1,EL,1,100,26468.000000
640326.742271,640326.742261,1673974823.429369,99169.500,14053,2,EL,1,100,26468.000000
640326.807798,640326.807788,1673974823.494893,99233.000,14053,2,EL,1,100,26468.000000
640326.873840,640326.873830,1673974823.560934,99297.000,14069,1,EL,1,100,26468.000000
640326.941430,640326.941421,1673974823.628522,99362.500,14088,2,EL,1,100,26468.000000
640327.009021,640327.009011,1673974823.696111,99428.000,14088,2,EL,1,100,26468.000000
640327.076095,640327.076085,1673974823.763183,99493.000,14104,1,EL,1,100,26467.800781
640327.142654,640327.142644,1673974823.829740,99557.500,14121,2,EL,1,100,26467.599609
640327.209212,640327.209202,1673974823.896296,99622.000,14121,2,EL,1,100,26467.000000
640327.275771,640327.275761,1673974823.962853,99686.500,14138,2,EL,1,100,26467.599609
640327.342329,640327.342319,1673974824.029409,99751.000,14138,2,EL,1,100,26467.199219
640327.408372,640327.408362,1673974824.095450,99815.000,14155,1,EL,1,100,26467.199219
640327.474930,640327.474920,1673974824.162006,99879.500,14169,2,EL,1,100,26467.400391
640327.541489,640327.541479,1673974824.228563,99944.000,14169,2,EL,1,100,26467.199219
640327.607531,640327.607521,1673974824.294604,100008.000,14186,1,EL,1,100,26467.199219
640327.674605,640327.674596,1673974824.361676,100073.000,14205,2,EL,1,100,26467.000000
640327.741680,640327.741670,1673974824.428749,100138.000,14205,2,EL,1,100,26467.000000
640327.808754,640327.808744,1673974824.495821,100203.000,14222,1,EL,1,100,26467.199219
640327.875313,640327.875303,1673974824.562377,100267.500,14237,2,EL,1,100,26467.000000
640327.941871,640327.941861,1673974824.628934,100332.000,14237,2,EL,1,100,26467.000000
640328.007398,640328.007388,1673974824.694459,100395.500,14254,2,EL,1,100,26467.000000
640328.072924,640328.072914,1673974824.759983,100459.000,14254,2,EL,1,100,26467.000000
640328.141031,640328.141021,1673974824.828088,100525.000,14270,1,EL,1,100,26467.000000
640328.207073,640328.207063,1673974824.894128,100589.000,14287,2,EL,1,100,26467.000000
640328.273116,640328.273106,1673974824.960169,100653.000,14287,2,EL,1,100,26467.000000
640328.341222,640328.341212,1673974825.028273,100719.000,14304,1,EL,1,100,26467.000000
640328.407780,640328.407771,1673974825.094830,100783.500,14319,2,EL,1,100,26467.000000
640328.474339,640328.474329,1673974825.161386,100848.000,14319,2,EL,1,100,26467.000000
640328.541413,640328.541403,1673974825.228459,100913.000,14338,1,EL,1,100,26467.199219
640328.609004,640328.608994,1673974825.296047,100978.500,14356,2,EL,1,100,26467.000000
640328.676594,640328.676584,1673974825.363636,101044.000,14356,2,EL,1,100,26467.000000
640328.742637,640328.742627,1673974825.429676,101108.000,14374,1,EL,1,100,26467.000000
640328.808679,640328.808669,1673974825.495717,101172.000,14390,2,EL,1,100,26467.199219
640328.874722,640328.874712,1673974825.561757,101236.000,14390,2,EL,1,100,26467.000000
640328.940248,640328.940238,1673974825.627282,101299.500,14406,2,EL,1,100,26467.000000
640329.005775,640329.005765,1673974825.692806,101363.000,14406,2,EL,1,100,26467.199219
640329.073881,640329.073871,1673974825.760911,101429.000,14423,1,EL,1,100,26467.400391
640329.140955,640329.140946,1673974825.827983,101494.000,14439,2,EL,1,100,26467.000000
640329.208030,640329.208020,1673974825.895056,101559.000,14439,2,EL,1,100,26467.599609
640329.275104,640329.275094,1673974825.962128,101624.000,14456,1,EL,1,100,26467.800781
640329.341663,640329.341653,1673974826.028685,101688.500,14471,2,EL,1,100,26467.599609
640329.408221,640329.408211,1673974826.095241,101753.000,14471,2,EL,1,100,26467.400391
640329.475296,640329.475286,1673974826.162314,101818.000,14488,1,EL,1,100,26467.400391
640329.541854,640329.541844,1673974826.228870,101882.500,14509,2,EL,1,100,26467.199219
640329.608413,640329.608403,1673974826.295427,101947.000,14509,2,EL,1,100,26467.599609
640329.673939,640329.673929,1673974826.360951,102010.500,14529,2,EL,1,100,26467.400391
640329.739466,640329.739456,1673974826.426476,102074.000,14529,2,EL,1,100,26467.400391
640329.805508,640329.805498,1673974826.492517,102138.000,14545,1,EL,1,100,26467.800781
640329.872067,640329.872057,1673974826.559073,102202.500,14563,2,EL,1,100,26468.000000
640329.938625,640329.938615,1673974826.625630,102267.000,14563,2,EL,1,100,26467.800781
640330.006731,640330.006721,1673974826.693734,102333.000,14580,2,EL,1,100,26467.800781
640330.074838,640330.074828,1673974826.761838,102399.000,14580,2,EL,1,100,26468.000000
640330.141912,640330.141902,1673974826.828911,102464.000,14597,1,EL,1,100,26467.599609
640330.208471,640330.208461,1673974826.895468,102528.500,14613,2,EL,1,100,26467.800781
640330.275029,640330.275019,1673974826.962024,102593.000,14613,2,EL,1,100,26468.000000
640330.339008,640330.338998,1673974827.026001,102655.000,14631,1,EL,1,100,26468.000000
640330.405566,640330.405556,1673974827.092557,102719.500,14645,2,EL,1,100,26468.000000
640330.472125,640330.472115,1673974827.159114,102784.000,14645,2,EL,1,100,26468.000000
640330.538167,640330.538157,1673974827.225154,102848.000,14662,1,EL,1,100,26468.000000
640330.605242,640330.605232,1673974827.292227,102913.000,14679,2,EL,1,100,26468.000000
640330.672316,640330.672306,1673974827.359299,102978.000,14679,2,EL,1,100,26468.000000
640330.738875,640330.738864,1673974827.425856,103042.500,14698,2,EL,1,100,26468.000000
640330.805433,640330.805423,1673974827.492412,103107.000,14698,2,EL,1,100,26468.000000
640330.871476,640330.871465,1673974827.558453,103171.000,14714,1,EL,1,100,26468.000000
640330.938034,640330.938024,1673974827.625010,103235.500,14730,2,EL,1,100,26468.000000
640331.004592,640331.004582,1673974827.691566,103300.000,14730,2,EL,1,100,26468.000000
640331.071667,640331.071657,1673974827.758639,103365.000,14746,1,EL,1,100,26468.000000
640331.137193,640331.137183,1673974827.824163,103428.500,14763,2,EL,1,100,26468.000000
640331.202720,640331.202710,1673974827.889688,103492.000,14763,2,EL,1,100,26468.000000
640331.267731,640331.267720,1673974827.954696,103555.000,14779,1,EL,1,100,26468.000000
640331.334289,640331.334279,1673974828.021253,103619.500,14796,2,EL,1,100,26468.000000
640331.400847,640331.400837,1673974828.087810,103684.000,14796,2,EL,1,100,26468.000000
640331.469470,640331.469460,1673974828.156430,103750.500,14814,2,EL,1,100,26468.000000
640331.538092,640331.538082,1673974828.225050,103817.000,14814,2,EL,1,100,26468.000000
640331.605166,640331.605156,1673974828.292123,103882.000,14831,1,EL,1,100,26468.000000
640331.671725,640331.671715,1673974828.358679,103946.500,14850,2,EL,1,100,26468.000000
640331.738283,640331.738273,1673974828.425236,104011.000,14850,2,EL,1,100,26468.000000
640331.803294,640331.803284,1673974828.490244,104074.000,14867,1,EL,1,100,26468.000000
640331.869852,640331.869842,1673974828.556801,104138.500,14881,2,EL,1,100,26468.000000
640331.936411,640331.936401,1673974828.623357,104203.000,14881,2,EL,1,100,26468.000000
640332.002453,640332.002443,1673974828.689398,104267.000,14899,1,EL,1,100,26468.000000
640332.069528,640332.069518,1673974828.756470,104332.000,14915,2,EL,1,100,26468.199219
640332.136602,640332.136592,1673974828.823543,104397.000,14915,2,EL,1,100,26468.000000
640332.203161,640332.203151,1673974828.890100,104461.500,14932,2,EL,1,100,26468.000000
640332.269719,640332.269709,1673974828.956656,104526.000,14932,2,EL,1,100,26468.000000
640332.334730,640332.334720,1673974829.021665,104589.000,14948,1,EL,1,100,26468.000000
640332.400256,640332.400246,1673974829.087189,104652.500,14964,2,EL,1,100,26468.000000
640332.465783,640332.465773,1673974829.152714,104716.000,14964,2,EL,1,100,26468.000000
640332.532857,640332.532847,1673974829.219786,104781.000,14980,1,EL,1,100,26468.000000
640332.599416,640332.599406,1673974829.286343,104845.500,14998,2,EL,1,100,26468.000000
640332.665974,640332.665964,1673974829.352900,104910.000,14998,2,EL,1,100,26467.800781
640332.732017,640332.732007,1673974829.418940,104974.000,15016,1,EL,1,100,26468.000000
640332.799091,640332.799081,1673974829.486012,105039.000,15032,2,EL,1,100,26468.000000
640332.866166,640332.866155,1673974829.553085,105104.000,15032,2,EL,1,100,26468.000000
640332.932724,640332.932714,1673974829.619642,105168.500,15051,2,EL,1,100,26468.000000
640332.999282,640332.999272,1673974829.686198,105233.000,15051,2,EL,1,100,26468.000000
640333.065325,640333.065315,1673974829.752239,105297.000,15068,1,EL,1,100,26468.000000
640333.132399,640333.132389,1673974829.819311,105362.000,15084,2,EL,1,100,26468.000000
640333.199474,640333.199464,1673974829.886384,105427.000,15084,2,EL,1,100,26468.000000
640333.265000,640333.264990,1673974829.951908,105490.500,15102,2,EL,1,100,26468.000000
640333.330527,640333.330517,1673974830.017433,105554.000,15102,2,EL,1,100,26468.000000
640333.396569,640333.396559,1673974830.083473,105618.000,15117,1,EL,1,100,26468.000000
640333.462612,640333.462602,1673974830.149514,105682.000,15133,2,EL,1,100,26468.000000
640333.528654,640333.528644,1673974830.215554,105746.000,15133,2,EL,1,100,26468.000000
640333.596761,640333.596751,1673974830.283659,105812.000,15149,1,EL,1,100,26468.000000
640333.662803,640333.662793,1673974830.349699,105876.000,15169,2,EL,1,100,26468.000000
640333.728846,640333.728836,1673974830.415740,105940.000,15169,2,EL,1,100,26468.000000
640333.795920,640333.795910,1673974830.482813,106005.000,15185,1,EL,1,100,26468.000000
640333.861447,640333.861437,1673974830.548337,106068.500,15200,2,EL,1,100,26468.400391
640333.926973,640333.926963,1673974830.613862,106132.000,15200,2,EL,1,100,26468.400391
640333.993532,640333.993522,1673974830.680418,106196.500,15217,2,EL,1,100,26468.000000
640334.060090,640334.060080,1673974830.746975,106261.000,15217,2,EL,1,100,26468.400391
640334.127165,640334.127154,1673974830.814047,106326.000,15234,1,EL,1,100,26468.599609
640334.193207,640334.193197,1673974830.880088,106390.000,15250,2,EL,1,100,26468.199219
640334.259250,640334.259239,1673974830.946129,106454.000,15250,2,EL,1,100,26468.599609
640334.326324,640334.326314,1673974831.013201,106519.000,15268,1,EL,1,100,26468.800781
640334.392367,640334.392356,1673974831.079242,106583.000,15285,2,EL,1,100,26468.800781
640334.458409,640334.458399,1673974831.145282,106647.000,15285,2,EL,1,100,26469.000000
640334.526515,640334.526505,1673974831.213387,106713.000,15302,1,EL,1,100,26468.800781
640334.592558,640334.592548,1673974831.279427,106777.000,15319,2,EL,1,100,26469.000000
640334.658600,640334.658590,1673974831.345468,106841.000,15319,2,EL,1,100,26469.000000
640334.724127,640334.724117,1673974831.410992,106904.500,15338,2,EL,1,100,26469.000000
640334.789654,640334.789643,1673974831.476517,106968.000,15338,2,EL,1,100,26469.000000
640334.855696,640334.855686,1673974831.542557,107032.000,15359,1,EL,1,100,26469.000000
