LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EM
640317.414799,640317.414790,1673974814.102168,90130.500,12556,4,EM,1,100,RB
640317.466653,640317.466643,1673974814.154021,90180.750,12556,4,EM,1,100,2023-01-17_19-00-10-012586.csv
640317.518506,640317.518497,1673974814.205873,90231.000,12556,4,EM,1,100,PS
640317.570360,640317.570351,1673974814.257725,90281.250,12591,4,EM,1,100,RS
640317.622214,640317.622204,1673974814.309577,90331.500,12591,4,EM,1,100,RB
640317.674067,640317.674058,1673974814.361429,90381.750,12591,4,EM,1,100,2023-01-17_19-00-10-012586.csv
640317.725921,640317.725912,1673974814.413281,90432.000,12591,4,EM,1,100,PS
640317.777775,640317.777765,1673974814.465133,90482.250,12623,4,EM,1,100,RS
640317.829628,640317.829619,1673974814.516986,90532.500,12623,4,EM,1,100,RB
640317.881482,640317.881473,1673974814.568838,90582.750,12623,4,EM,1,100,2023-01-17_19-00-10-012586.csv
640317.933336,640317.933327,1673974814.620690,90633.000,12623,4,EM,1,100,PS
640317.988801,640317.988792,1673974814.676154,90686.750,12660,4,EM,1,100,RS
640318.044267,640318.044257,1673974814.731618,90740.500,12660,4,EM,1,100,RB
640318.099732,640318.099723,1673974814.787081,90794.250,12660,4,EM,1,100,2023-01-17_19-00-10-012586.csv
640318.155197,640318.155188,1673974814.842545,90848.000,12660,4,EM,1,100,PS
640318.207051,640318.207042,1673974814.894397,90898.250,12692,4,EM,1,100,RS
640318.258905,640318.258895,1673974814.946249,90948.500,12692,4,EM,1,100,RB
640318.310758,640318.310749,1673974814.998102,90998.750,12692,4,EM,1,100,2023-01-17_19-00-10-012586.csv
640318.362612,640318.362603,1673974815.049954,91049.000,12692,4,EM,1,100,PS
640318.418593,640318.418584,1673974815.105934,91103.250,12725,4,EM,1,100,RS
640318.474575,640318.474565,1673974815.161913,91157.500,12725,4,EM,1,100,RB
640318.530556,640318.530547,1673974815.217893,91211.750,12725,4,EM,1,100,2023-01-17_19-00-10-012586.csv
640318.586537,640318.586528,1673974815.273873,91266.000,12725,4,EM,1,100,PS
640318.638391,640318.638382,1673974815.325725,91316.250,12761,4,EM,1,100,RS
640318.690245,640318.690236,1673974815.377577,91366.500,12761,4,EM,1,100,RB
640318.742099,640318.742089,1673974815.429429,91416.750,12761,4,EM,1,100,2023-01-17_19-00-10-012586.csv
640318.793952,640318.793943,1673974815.481282,91467.000,12761,4,EM,1,100,PS
640318.845806,640318.845797,1673974815.533134,91517.250,12792,4,EM,1,100,RS
640318.897660,640318.897650,1673974815.584986,91567.500,12792,4,EM,1,100,RB
640318.949513,640318.949504,1673974815.636838,91617.750,12792,4,EM,1,100,2023-01-17_19-00-10-012586.csv
640319.001367,640319.001358,1673974815.688690,91668.000,12792,4,EM,1,100,PS
640319.053995,640319.053985,1673974815.741316,91719.000,12831,4,EM,1,100,RS
640319.106622,640319.106613,1673974815.793942,91770.000,12831,4,EM,1,100,RB
640319.159250,640319.159240,1673974815.846568,91821.000,12831,4,EM,1,100,2023-01-17_19-00-10-012586.csv
640319.211877,640319.211868,1673974815.899194,91872.000,12831,4,EM,1,100,PS
640319.263731,640319.263722,1673974815.951047,91922.250,12863,4,EM,1,100,RS
640319.315585,640319.315575,1673974816.002899,91972.500,12863,4,EM,1,100,RB
640319.367439,640319.367429,1673974816.054751,92022.750,12863,4,EM,1,100,2023-01-17_19-00-10-012586.csv
640319.419292,640319.419283,1673974816.106603,92073.000,12863,4,EM,1,100,PS
640319.471146,640319.471137,1673974816.158455,92123.250,12899,4,EM,1,100,RS
640319.523000,640319.522990,1673974816.210308,92173.500,12899,4,EM,1,100,RB
640319.574853,640319.574844,1673974816.262160,92223.750,12899,4,EM,1,100,2023-01-17_19-00-10-012586.csv
640319.626707,640319.626698,1673974816.314012,92274.000,12899,4,EM,1,100,PS
640319.679851,640319.679841,1673974816.367154,92325.500,12935,4,EM,1,100,RS
640319.732994,640319.732985,1673974816.420296,92377.000,12935,4,EM,1,100,RB
640319.786138,640319.786128,1673974816.473438,92428.500,12935,4,EM,1,100,2023-01-17_19-00-10-012586.csv
640319.839281,640319.839272,1673974816.526580,92480.000,12935,4,EM,1,100,PS
640319.891135,640319.891126,1673974816.578432,92530.250,12966,4,EM,1,100,RS
640319.942989,640319.942979,1673974816.630284,92580.500,12966,4,EM,1,100,RB
640319.994842,640319.994833,1673974816.682137,92630.750,12966,4,EM,1,100,2023-01-17_19-00-10-012586.csv
640320.046696,640320.046687,1673974816.733989,92681.000,12966,4,EM,1,100,PS
640320.098550,640320.098540,1673974816.785841,92731.250,13000,4,EM,1,100,RS
640320.150403,640320.150394,1673974816.837693,92781.500,13000,4,EM,1,100,RB
640320.202257,640320.202248,1673974816.889545,92831.750,13000,4,EM,1,100,2023-01-17_19-00-10-012586.csv
640320.254111,640320.254101,1673974816.941397,92882.000,13000,4,EM,1,100,PS
640320.305964,640320.305955,1673974816.993250,92932.250,13032,4,EM,1,100,RS
640320.357818,640320.357809,1673974817.045102,92982.500,13032,4,EM,1,100,RB
640320.409672,640320.409662,1673974817.096954,93032.750,13032,4,EM,1,100,2023-01-17_19-00-10-012586.csv
640320.461525,640320.461516,1673974817.148806,93083.000,13032,4,EM,1,100,PS
640320.513379,640320.513370,1673974817.200658,93133.250,13065,4,EM,1,100,RS
640320.565233,640320.565223,1673974817.252511,93183.500,13065,4,EM,1,100,RB
640320.617087,640320.617077,1673974817.304363,93233.750,13065,4,EM,1,100,2023-01-17_19-00-10-012586.csv
640320.668940,640320.668931,1673974817.356215,93284.000,13065,4,EM,1,100,PS
640320.725696,640320.725686,1673974817.412968,93339.000,13101,4,EM,1,100,RS
640320.782451,640320.782441,1673974817.469722,93394.000,13101,4,EM,1,100,RB
640320.839206,640320.839197,1673974817.526476,93449.000,13101,4,EM,1,100,2023-01-17_19-00-10-012586.csv
640320.895961,640320.895952,1673974817.583229,93504.000,13101,4,EM,1,100,PS
640320.950395,640320.950385,1673974817.637661,93556.750,13136,4,EM,1,100,RS
640321.004828,640321.004819,1673974817.692093,93609.500,13136,4,EM,1,100,RB
640321.059262,640321.059252,1673974817.746525,93662.250,13136,4,EM,1,100,2023-01-17_19-00-10-012586.csv
640321.113695,640321.113686,1673974817.800957,93715.000,13136,4,EM,1,100,PS
640321.165549,640321.165539,1673974817.852809,93765.250,13169,4,EM,1,100,RS
640321.217403,640321.217393,1673974817.904661,93815.500,13169,4,EM,1,100,RB
640321.269256,640321.269247,1673974817.956513,93865.750,13169,4,EM,1,100,2023-01-17_19-00-10-012586.csv
640321.321110,640321.321101,1673974818.008366,93916.000,13169,4,EM,1,100,PS
640321.372964,640321.372954,1673974818.060218,93966.250,13201,4,EM,1,100,RS
640321.424817,640321.424808,1673974818.112070,94016.500,13201,4,EM,1,100,RB
640321.476671,640321.476662,1673974818.163922,94066.750,13201,4,EM,1,100,2023-01-17_19-00-10-012586.csv
640321.528525,640321.528515,1673974818.215774,94117.000,13201,4,EM,1,100,PS
640321.580378,640321.580369,1673974818.267627,94167.250,13236,4,EM,1,100,RS
640321.632232,640321.632223,1673974818.319479,94217.500,13236,4,EM,1,100,RB
640321.684086,640321.684076,1673974818.371331,94267.750,13236,4,EM,1,100,2023-01-17_19-00-10-012586.csv
640321.735939,640321.735930,1673974818.423183,94318.000,13236,4,EM,1,100,PS
640321.787793,640321.787784,1673974818.475035,94368.250,13269,4,EM,1,100,RS
640321.839647,640321.839637,1673974818.526887,94418.500,13269,4,EM,1,100,RB
640321.891501,640321.891491,1673974818.578740,94468.750,13269,4,EM,1,100,2023-01-17_19-00-10-012586.csv
640321.943354,640321.943345,1673974818.630592,94519.000,13269,4,EM,1,100,PS
640321.995208,640321.995198,1673974818.682444,94569.250,13302,4,EM,1,100,RS
640322.047062,640322.047052,1673974818.734296,94619.500,13302,4,EM,1,100,RB
640322.098915,640322.098906,1673974818.786148,94669.750,13302,4,EM,1,100,2023-01-17_19-00-10-012586.csv
640322.150769,640322.150759,1673974818.838000,94720.000,13302,4,EM,1,100,PS
640322.202881,640322.202871,1673974818.890110,94770.500,13335,4,EM,1,100,RS
640322.254992,640322.254983,1673974818.942221,94821.000,13335,4,EM,1,100,RB
640322.307104,640322.307094,1673974818.994331,94871.500,13335,4,EM,1,100,2023-01-17_19-00-10-012586.csv
640322.359216,640322.359206,1673974819.046441,94922.000,13335,4,EM,1,100,PS
640322.417003,640322.416993,1673974819.104227,94978.000,13370,4,EM,1,100,RS
640322.474790,640322.474780,1673974819.162012,95034.000,13370,4,EM,1,100,RB
640322.532577,640322.532568,1673974819.219798,95090.000,13370,4,EM,1,100,2023-01-17_19-00-10-012586.csv
640322.590364,640322.590355,1673974819.277583,95146.000,13370,4,EM,1,100,PS
640322.642218,640322.642209,1673974819.329435,95196.250,13406,4,EM,1,100,RS
640322.694072,640322.694062,1673974819.381287,95246.500,13406,4,EM,1,100,RB
640322.745925,640322.745916,1673974819.433140,95296.750,13406,4,EM,1,100,2023-01-17_19-00-10-012586.csv
640322.797779,640322.797770,1673974819.484992,95347.000,13406,4,EM,1,100,PS
640322.849633,640322.849623,1673974819.536844,95397.250,13437,4,EM,1,100,RS
640322.901487,640322.901477,1673974819.588696,95447.500,13437,4,EM,1,100,RB
640322.953340,640322.953331,1673974819.640548,95497.750,13437,4,EM,1,100,2023-01-17_19-00-10-012586.csv
640323.005194,640323.005184,1673974819.692400,95548.000,13437,4,EM,1,100,PS
640323.057048,640323.057038,1673974819.744253,95598.250,13471,4,EM,1,100,RS
640323.108901,640323.108892,1673974819.796105,95648.500,13471,4,EM,1,100,RB
640323.160755,640323.160745,1673974819.847957,95698.750,13471,4,EM,1,100,2023-01-17_19-00-10-012586.csv
640323.212609,640323.212599,1673974819.899809,95749.000,13471,4,EM,1,100,PS
640323.264462,640323.264453,1673974819.951661,95799.250,13503,4,EM,1,100,RS
640323.316316,640323.316306,1673974820.003514,95849.500,13503,4,EM,1,100,RB
640323.368170,640323.368160,1673974820.055366,95899.750,13503,4,EM,1,100,2023-01-17_19-00-10-012586.csv
640323.420023,640323.420014,1673974820.107218,95950.000,13503,4,EM,1,100,PS
640323.471877,640323.471867,1673974820.159070,96000.250,13536,4,EM,1,100,RS
640323.523731,640323.523721,1673974820.210922,96050.500,13536,4,EM,1,100,RB
640323.575584,640323.575575,1673974820.262774,96100.750,13536,4,EM,1,100,2023-01-17_19-00-10-012586.csv
640323.627438,640323.627429,1673974820.314626,96151.000,13536,4,EM,1,100,PS
640323.679292,640323.679282,1673974820.366479,96201.250,13572,4,EM,1,100,RS
640323.731146,640323.731136,1673974820.418331,96251.500,13572,4,EM,1,100,RB
640323.782999,640323.782990,1673974820.470183,96301.750,13572,4,EM,1,100,2023-01-17_19-00-10-012586.csv
640323.834853,640323.834843,1673974820.522035,96352.000,13572,4,EM,1,100,PS
640323.887738,640323.887729,1673974820.574919,96403.250,13606,4,EM,1,100,RS
640323.940624,640323.940614,1673974820.627803,96454.500,13606,4,EM,1,100,RB
640323.993510,640323.993500,1673974820.680687,96505.750,13606,4,EM,1,100,2023-01-17_19-00-10-012586.csv
640324.046395,640324.046386,1673974820.733572,96557.000,13606,4,EM,1,100,PS
640324.099023,640324.099013,1673974820.786198,96608.000,13640,4,EM,1,100,RS
640324.151651,640324.151641,1673974820.838824,96659.000,13640,4,EM,1,100,RB
640324.204278,640324.204268,1673974820.891450,96710.000,13640,4,EM,1,100,2023-01-17_19-00-10-012586.csv
640324.256906,640324.256896,1673974820.944076,96761.000,13640,4,EM,1,100,PS
640324.310823,640324.310814,1673974820.997992,96813.250,13679,4,EM,1,100,RS
640324.364741,640324.364731,1673974821.051908,96865.500,13679,4,EM,1,100,RB
640324.418658,640324.418649,1673974821.105824,96917.750,13679,4,EM,1,100,2023-01-17_19-00-10-012586.csv
640324.472576,640324.472566,1673974821.159740,96970.000,13679,4,EM,1,100,PS
640324.524687,640324.524678,1673974821.211850,97020.500,13710,4,EM,1,100,RS
640324.576799,640324.576789,1673974821.263960,97071.000,13710,4,EM,1,100,RB
640324.628911,640324.628901,1673974821.316070,97121.500,13710,4,EM,1,100,2023-01-17_19-00-10-012586.csv
640324.681022,640324.681013,1673974821.368180,97172.000,13710,4,EM,1,100,PS
640324.732876,640324.732866,1673974821.420033,97222.250,13746,4,EM,1,100,RS
640324.784730,640324.784720,1673974821.471884,97272.500,13746,4,EM,1,100,RB
640324.836584,640324.836574,1673974821.523737,97322.750,13746,4,EM,1,100,2023-01-17_19-00-10-012586.csv
640324.888437,640324.888428,1673974821.575589,97373.000,13746,4,EM,1,100,PS
640324.940807,640324.940797,1673974821.627957,97423.750,13778,4,EM,1,100,RS
640324.993177,640324.993167,1673974821.680325,97474.500,13778,4,EM,1,100,RB
640325.045546,640325.045536,1673974821.732693,97525.250,13778,4,EM,1,100,2023-01-17_19-00-10-012586.csv
640325.097916,640325.097906,1673974821.785061,97576.000,13778,4,EM,1,100,PS
640325.149769,640325.149760,1673974821.836914,97626.250,13811,4,EM,1,100,RS
640325.201623,640325.201613,1673974821.888766,97676.500,13811,4,EM,1,100,RB
640325.253477,640325.253467,1673974821.940618,97726.750,13811,4,EM,1,100,2023-01-17_19-00-10-012586.csv
640325.305331,640325.305321,1673974821.992470,97777.000,13811,4,EM,1,100,PS
640325.359248,640325.359238,1673974822.046386,97829.250,13847,4,EM,1,100,RS
640325.413166,640325.413156,1673974822.100302,97881.500,13847,4,EM,1,100,RB
640325.467083,640325.467073,1673974822.154218,97933.750,13847,4,EM,1,100,2023-01-17_19-00-10-012586.csv
640325.521001,640325.520991,1673974822.208134,97986.000,13847,4,EM,1,100,PS
640325.574660,640325.574650,1673974822.261792,98038.000,13882,4,EM,1,100,RS
640325.628320,640325.628310,1673974822.315450,98090.000,13882,4,EM,1,100,RB
640325.681979,640325.681969,1673974822.369108,98142.000,13882,4,EM,1,100,2023-01-17_19-00-10-012586.csv
640325.735639,640325.735629,1673974822.422766,98194.000,13882,4,EM,1,100,PS
640325.791620,640325.791610,1673974822.478745,98248.250,13915,4,EM,1,100,RS
640325.847601,640325.847592,1673974822.534725,98302.500,13915,4,EM,1,100,RB
640325.903583,640325.903573,1673974822.590705,98356.750,13915,4,EM,1,100,2023-01-17_19-00-10-012586.csv
640325.959564,640325.959554,1673974822.646685,98411.000,13915,4,EM,1,100,PS
640326.011160,640326.011150,1673974822.698279,98461.000,13947,4,EM,1,100,RS
640326.062756,640326.062746,1673974822.749873,98511.000,13947,4,EM,1,100,RB
640326.114351,640326.114341,1673974822.801467,98561.000,13947,4,EM,1,100,2023-01-17_19-00-10-012586.csv
640326.165947,640326.165937,1673974822.853061,98611.000,13947,4,EM,1,100,PS
640326.217801,640326.217791,1673974822.904914,98661.250,13980,4,EM,1,100,RS
640326.269654,640326.269645,1673974822.956766,98711.500,13980,4,EM,1,100,RB
640326.321508,640326.321498,1673974823.008618,98761.750,13980,4,EM,1,100,2023-01-17_19-00-10-012586.csv
640326.373362,640326.373352,1673974823.060470,98812.000,13980,4,EM,1,100,PS
640326.425215,640326.425206,1673974823.112322,98862.250,14012,4,EM,1,100,RS
640326.477069,640326.477059,1673974823.164175,98912.500,14012,4,EM,1,100,RB
640326.528923,640326.528913,1673974823.216027,98962.750,14012,4,EM,1,100,2023-01-17_19-00-10-012586.csv
640326.580776,640326.580767,1673974823.267879,99013.000,14012,4,EM,1,100,PS
640326.632630,640326.632620,1673974823.319731,99063.250,14048,4,EM,1,100,RS
640326.684484,640326.684474,1673974823.371583,99113.500,14048,4,EM,1,100,RB
640326.736338,640326.736328,1673974823.423435,99163.750,14048,4,EM,1,100,2023-01-17_19-00-10-012586.csv
640326.788191,640326.788181,1673974823.475288,99214.000,14048,4,EM,1,100,PS
640326.840819,640326.840809,1673974823.527914,99265.000,14082,4,EM,1,100,RS
640326.893446,640326.893437,1673974823.580540,99316.000,14082,4,EM,1,100,RB
640326.946074,640326.946064,1673974823.633166,99367.000,14082,4,EM,1,100,2023-01-17_19-00-10-012586.csv
640326.998702,640326.998692,1673974823.685792,99418.000,14082,4,EM,1,100,PS
640327.050555,640327.050546,1673974823.737644,99468.250,14116,4,EM,1,100,RS
640327.102409,640327.102399,1673974823.789496,99518.500,14116,4,EM,1,100,RB
640327.154263,640327.154253,1673974823.841348,99568.750,14116,4,EM,1,100,2023-01-17_19-00-10-012586.csv
640327.206116,640327.206107,1673974823.893201,99619.000,14116,4,EM,1,100,PS
640327.257970,640327.257960,1673974823.945053,99669.250,14150,4,EM,1,100,RS
640327.309824,640327.309814,1673974823.996905,99719.500,14150,4,EM,1,100,RB
640327.361677,640327.361668,1673974824.048757,99769.750,14150,4,EM,1,100,2023-01-17_19-00-10-012586.csv
640327.413531,640327.413521,1673974824.100609,99820.000,14150,4,EM,1,100,PS
640327.465385,640327.465375,1673974824.152462,99870.250,14181,4,EM,1,100,RS
640327.517239,640327.517229,1673974824.204314,99920.500,14181,4,EM,1,100,RB
640327.569092,640327.569082,1673974824.256166,99970.750,14181,4,EM,1,100,2023-01-17_19-00-10-012586.csv
640327.620946,640327.620936,1673974824.308018,100021.000,14181,4,EM,1,100,PS
640327.672800,640327.672790,1673974824.359870,100071.250,14217,4,EM,1,100,RS
640327.724653,640327.724643,1673974824.411722,100121.500,14217,4,EM,1,100,RB
640327.776507,640327.776497,1673974824.463575,100171.750,14217,4,EM,1,100,2023-01-17_19-00-10-012586.csv
640327.828361,640327.828351,1673974824.515427,100222.000,14217,4,EM,1,100,PS
640327.880214,640327.880204,1673974824.567279,100272.250,14248,4,EM,1,100,RS
640327.932068,640327.932058,1673974824.619131,100322.500,14248,4,EM,1,100,RB
640327.983922,640327.983912,1673974824.670983,100372.750,14248,4,EM,1,100,2023-01-17_19-00-10-012586.csv
640328.035775,640328.035766,1673974824.722836,100423.000,14248,4,EM,1,100,PS
640328.087629,640328.087619,1673974824.774688,100473.250,14282,4,EM,1,100,RS
640328.139483,640328.139473,1673974824.826540,100523.500,14282,4,EM,1,100,RB
640328.191336,640328.191327,1673974824.878392,100573.750,14282,4,EM,1,100,2023-01-17_19-00-10-012586.csv
640328.243190,640328.243180,1673974824.930244,100624.000,14282,4,EM,1,100,PS
640328.295044,640328.295034,1673974824.982096,100674.250,14314,4,EM,1,100,RS
640328.346898,640328.346888,1673974825.033948,100724.500,14314,4,EM,1,100,RB
640328.398751,640328.398741,1673974825.085801,100774.750,14314,4,EM,1,100,2023-01-17_19-00-10-012586.csv
640328.450605,640328.450595,1673974825.137653,100825.000,14314,4,EM,1,100,PS
640328.502459,640328.502449,1673974825.189505,100875.250,14350,4,EM,1,100,RS
640328.554312,640328.554302,1673974825.241357,100925.500,14350,4,EM,1,100,RB
640328.606166,640328.606156,1673974825.293209,100975.750,14350,4,EM,1,100,2023-01-17_19-00-10-012586.csv
640328.658020,640328.658010,1673974825.345062,101026.000,14350,4,EM,1,100,PS
640328.709873,640328.709863,1673974825.396914,101076.250,14385,4,EM,1,100,RS
640328.761727,640328.761717,1673974825.448766,101126.500,14385,4,EM,1,100,RB
640328.813581,640328.813571,1673974825.500618,101176.750,14385,4,EM,1,100,2023-01-17_19-00-10-012586.csv
640328.865434,640328.865424,1673974825.552470,101227.000,14385,4,EM,1,100,PS
640328.917288,640328.917278,1673974825.604322,101277.250,14418,4,EM,1,100,RS
640328.969142,640328.969132,1673974825.656175,101327.500,14418,4,EM,1,100,RB
640329.020995,640329.020986,1673974825.708027,101377.750,14418,4,EM,1,100,2023-01-17_19-00-10-012586.csv
640329.072849,640329.072839,1673974825.759879,101428.000,14418,4,EM,1,100,PS
640329.124703,640329.124693,1673974825.811731,101478.250,14451,4,EM,1,100,RS
640329.176557,640329.176547,1673974825.863583,101528.500,14451,4,EM,1,100,RB
640329.228410,640329.228400,1673974825.915436,101578.750,14451,4,EM,1,100,2023-01-17_19-00-10-012586.csv
640329.280264,640329.280254,1673974825.967288,101629.000,14451,4,EM,1,100,PS
640329.332118,640329.332108,1673974826.019140,101679.250,14483,4,EM,1,100,RS
640329.383971,640329.383961,1673974826.070992,101729.500,14483,4,EM,1,100,RB
640329.435825,640329.435815,1673974826.122844,101779.750,14483,4,EM,1,100,2023-01-17_19-00-10-012586.csv
640329.487679,640329.487669,1673974826.174696,101830.000,14483,4,EM,1,100,PS
640329.539532,640329.539522,1673974826.226549,101880.250,14523,4,EM,1,100,RS
640329.591386,640329.591376,1673974826.278401,101930.500,14523,4,EM,1,100,RB
640329.643240,640329.643230,1673974826.330253,101980.750,14523,4,EM,1,100,2023-01-17_19-00-10-012586.csv
640329.695093,640329.695083,1673974826.382105,102031.000,14523,4,EM,1,100,PS
640329.746947,640329.746937,1673974826.433957,102081.250,14555,4,EM,1,100,RS
640329.798801,640329.798791,1673974826.485810,102131.500,14555,4,EM,1,100,RB
