LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PI
640317.383670,640317.383660,1673974814.071040,90100.333,12540,3,PI,1,100,4787
640317.423570,640317.423561,1673974814.110939,90139.000,12540,3,PI,1,100,4795
640317.463471,640317.463462,1673974814.150839,90177.667,12557,3,PI,1,100,4795
640317.503372,640317.503362,1673974814.190738,90216.333,12557,3,PI,1,100,4800
640317.543272,640317.543263,1673974814.230638,90255.000,12557,3,PI,1,100,4789
640317.582485,640317.582476,1673974814.269850,90293.000,12573,3,PI,1,100,4799
640317.621698,640317.621688,1673974814.309061,90331.000,12573,3,PI,1,100,4790
640317.660910,640317.660901,1673974814.348273,90369.000,12573,3,PI,1,100,4811
640317.701671,640317.701662,1673974814.389032,90408.500,12593,2,PI,1,100,4793
640317.742432,640317.742422,1673974814.429791,90448.000,12593,2,PI,1,100,4800
640317.783020,640317.783011,1673974814.470379,90487.333,12609,3,PI,1,100,4791
640317.823609,640317.823600,1673974814.510966,90526.667,12609,3,PI,1,100,4807
640317.864198,640317.864188,1673974814.551554,90566.000,12609,3,PI,1,100,4799
640317.903926,640317.903917,1673974814.591281,90604.500,12624,2,PI,1,100,4802
640317.943655,640317.943646,1673974814.631009,90643.000,12624,2,PI,1,100,4793
640317.983212,640317.983202,1673974814.670564,90681.333,12644,3,PI,1,100,4797
640318.022768,640318.022759,1673974814.710120,90719.667,12644,3,PI,1,100,4804
640318.062325,640318.062316,1673974814.749676,90758.000,12644,3,PI,1,100,4805
640318.102226,640318.102216,1673974814.789575,90796.667,12661,3,PI,1,100,4802
640318.142126,640318.142117,1673974814.829475,90835.333,12661,3,PI,1,100,4794
640318.182027,640318.182018,1673974814.869374,90874.000,12661,3,PI,1,100,4792
640318.221756,640318.221747,1673974814.909102,90912.500,12677,2,PI,1,100,4799
640318.261485,640318.261475,1673974814.948829,90951.000,12677,2,PI,1,100,4796
640318.301041,640318.301032,1673974814.988385,90989.333,12694,3,PI,1,100,4793
640318.340598,640318.340589,1673974815.027940,91027.667,12694,3,PI,1,100,4811
640318.380155,640318.380145,1673974815.067496,91066.000,12694,3,PI,1,100,4794
640318.426591,640318.426581,1673974815.113931,91111.000,12709,2,PI,1,100,4802
640318.473027,640318.473018,1673974815.160365,91156.000,12709,2,PI,1,100,4799
640318.513616,640318.513606,1673974815.200953,91195.333,12726,3,PI,1,100,4801
640318.554204,640318.554195,1673974815.241540,91234.667,12726,3,PI,1,100,4798
640318.594793,640318.594783,1673974815.282128,91274.000,12726,3,PI,1,100,4795
640318.635553,640318.635544,1673974815.322887,91313.500,12743,2,PI,1,100,4800
640318.676314,640318.676305,1673974815.363647,91353.000,12743,2,PI,1,100,4801
640318.716215,640318.716205,1673974815.403546,91391.667,12762,3,PI,1,100,4795
640318.756115,640318.756106,1673974815.443446,91430.333,12762,3,PI,1,100,4789
640318.796016,640318.796007,1673974815.483345,91469.000,12762,3,PI,1,100,4808
640318.835917,640318.835907,1673974815.523245,91507.667,12776,3,PI,1,100,4799
640318.875817,640318.875808,1673974815.563144,91546.333,12776,3,PI,1,100,4800
640318.915718,640318.915709,1673974815.603044,91585.000,12776,3,PI,1,100,4792
640318.955619,640318.955609,1673974815.642943,91623.667,12799,3,PI,1,100,4802
640318.995519,640318.995510,1673974815.682843,91662.333,12799,3,PI,1,100,4799
640319.035420,640319.035411,1673974815.722742,91701.000,12799,3,PI,1,100,4800
640319.073601,640319.073592,1673974815.760922,91738.000,12815,2,PI,1,100,4796
640319.111782,640319.111772,1673974815.799102,91775.000,12815,2,PI,1,100,4809
640319.152370,640319.152361,1673974815.839689,91814.333,12832,3,PI,1,100,4794
640319.192959,640319.192950,1673974815.880277,91853.667,12832,3,PI,1,100,4801
640319.233548,640319.233538,1673974815.920864,91893.000,12832,3,PI,1,100,4795
640319.273792,640319.273783,1673974815.961107,91932.000,12848,2,PI,1,100,4793
640319.314037,640319.314028,1673974816.001351,91971.000,12848,2,PI,1,100,4799
640319.354970,640319.354960,1673974816.042282,92010.667,12868,3,PI,1,100,4802
640319.395902,640319.395893,1673974816.083214,92050.333,12868,3,PI,1,100,4797
640319.436835,640319.436825,1673974816.124145,92090.000,12868,3,PI,1,100,4793
640319.477079,640319.477070,1673974816.164389,92129.000,12883,3,PI,1,100,4803
640319.517324,640319.517315,1673974816.204632,92168.000,12883,3,PI,1,100,4800
640319.557569,640319.557559,1673974816.244876,92207.000,12883,3,PI,1,100,4789
640319.597469,640319.597460,1673974816.284775,92245.667,12900,3,PI,1,100,4795
640319.637370,640319.637361,1673974816.324675,92284.333,12900,3,PI,1,100,4810
640319.677271,640319.677261,1673974816.364574,92323.000,12900,3,PI,1,100,4793
640319.716483,640319.716474,1673974816.403786,92361.000,12919,2,PI,1,100,4795
640319.755696,640319.755687,1673974816.442997,92399.000,12919,2,PI,1,100,4794
640319.795253,640319.795244,1673974816.482553,92437.333,12936,3,PI,1,100,4815
640319.834810,640319.834800,1673974816.522109,92475.667,12936,3,PI,1,100,4799
640319.874366,640319.874357,1673974816.561664,92514.000,12936,3,PI,1,100,4798
640319.914955,640319.914946,1673974816.602252,92553.333,12952,3,PI,1,100,4794
640319.955544,640319.955534,1673974816.642839,92592.667,12952,3,PI,1,100,4807
640319.996132,640319.996123,1673974816.683426,92632.000,12952,3,PI,1,100,4796
640320.036893,640320.036883,1673974816.724186,92671.500,12968,2,PI,1,100,4798
640320.077653,640320.077644,1673974816.764945,92711.000,12968,2,PI,1,100,4794
640320.117210,640320.117201,1673974816.804501,92749.333,12984,3,PI,1,100,4794
640320.156767,640320.156757,1673974816.844056,92787.667,12984,3,PI,1,100,4799
640320.196324,640320.196314,1673974816.883612,92826.000,12984,3,PI,1,100,4801
640320.243276,640320.243266,1673974816.930563,92871.500,13001,2,PI,1,100,4796
640320.290228,640320.290218,1673974816.977513,92917.000,13001,2,PI,1,100,4793
640320.330128,640320.330119,1673974817.017413,92955.667,13018,3,PI,1,100,4797
640320.370029,640320.370020,1673974817.057312,92994.333,13018,3,PI,1,100,4796
640320.409930,640320.409920,1673974817.097212,93033.000,13018,3,PI,1,100,4801
640320.449658,640320.449649,1673974817.136940,93071.500,13033,2,PI,1,100,4798
640320.489387,640320.489378,1673974817.176667,93110.000,13033,2,PI,1,100,4800
640320.528256,640320.528247,1673974817.215535,93147.667,13049,3,PI,1,100,4797
640320.567125,640320.567115,1673974817.254402,93185.333,13049,3,PI,1,100,4798
640320.605993,640320.605984,1673974817.293270,93223.000,13049,3,PI,1,100,4794
640320.645894,640320.645885,1673974817.333169,93261.667,13067,3,PI,1,100,4801
640320.685795,640320.685785,1673974817.373069,93300.333,13067,3,PI,1,100,4800
640320.725696,640320.725686,1673974817.412968,93339.000,13067,3,PI,1,100,4797
640320.766456,640320.766447,1673974817.453728,93378.500,13085,2,PI,1,100,4798
640320.807217,640320.807207,1673974817.494487,93418.000,13085,2,PI,1,100,4803
640320.848149,640320.848140,1673974817.535419,93457.667,13102,3,PI,1,100,4799
640320.889082,640320.889072,1673974817.576350,93497.333,13102,3,PI,1,100,4789
640320.930015,640320.930005,1673974817.617281,93537.000,13102,3,PI,1,100,4804
640320.969915,640320.969906,1673974817.657181,93575.667,13120,3,PI,1,100,4808
640321.009816,640321.009806,1673974817.697081,93614.333,13120,3,PI,1,100,4802
640321.049717,640321.049707,1673974817.736980,93653.000,13120,3,PI,1,100,4798
640321.089445,640321.089436,1673974817.776708,93691.500,13137,2,PI,1,100,4801
640321.129174,640321.129164,1673974817.816435,93730.000,13137,2,PI,1,100,4799
640321.168387,640321.168377,1673974817.855647,93768.000,13153,3,PI,1,100,4799
640321.207599,640321.207590,1673974817.894858,93806.000,13153,3,PI,1,100,4794
640321.246812,640321.246803,1673974817.934070,93844.000,13153,3,PI,1,100,4811
640321.286369,640321.286359,1673974817.973625,93882.333,13171,3,PI,1,100,4790
640321.325926,640321.325916,1673974818.013181,93920.667,13171,3,PI,1,100,4803
640321.365482,640321.365473,1673974818.052737,93959.000,13171,3,PI,1,100,4792
640321.406759,640321.406749,1673974818.094012,93999.000,13187,2,PI,1,100,4798
640321.448035,640321.448026,1673974818.135287,94039.000,13187,2,PI,1,100,4800
640321.488968,640321.488959,1673974818.176219,94078.667,13202,3,PI,1,100,4799
640321.529901,640321.529891,1673974818.217150,94118.333,13202,3,PI,1,100,4794
640321.570833,640321.570824,1673974818.258081,94158.000,13202,3,PI,1,100,4791
640321.610562,640321.610552,1673974818.297809,94196.500,13218,2,PI,1,100,4795
640321.650291,640321.650281,1673974818.337537,94235.000,13218,2,PI,1,100,4805
640321.689847,640321.689838,1673974818.377092,94273.333,13238,3,PI,1,100,4793
640321.729404,640321.729395,1673974818.416648,94311.667,13238,3,PI,1,100,4800
640321.768961,640321.768951,1673974818.456203,94350.000,13238,3,PI,1,100,4800
640321.808861,640321.808852,1673974818.496103,94388.667,13254,3,PI,1,100,4801
640321.848762,640321.848753,1673974818.536002,94427.333,13254,3,PI,1,100,4796
640321.888663,640321.888653,1673974818.575902,94466.000,13254,3,PI,1,100,4790
640321.928391,640321.928382,1673974818.615629,94504.500,13270,2,PI,1,100,4811
640321.968120,640321.968111,1673974818.655357,94543.000,13270,2,PI,1,100,4798
640322.014040,640322.014031,1673974818.701276,94587.500,13286,2,PI,1,100,4798
640322.059961,640322.059951,1673974818.747195,94632.000,13286,2,PI,1,100,4795
640322.099861,640322.099852,1673974818.787094,94670.667,13303,3,PI,1,100,4800
640322.139762,640322.139752,1673974818.826994,94709.333,13303,3,PI,1,100,4800
640322.179663,640322.179653,1673974818.866893,94748.000,13303,3,PI,1,100,4794
640322.220251,640322.220242,1673974818.907481,94787.333,13319,3,PI,1,100,4800
640322.260840,640322.260830,1673974818.948068,94826.667,13319,3,PI,1,100,4802
640322.301428,640322.301419,1673974818.988656,94866.000,13319,3,PI,1,100,4794
640322.342705,640322.342695,1673974819.029931,94906.000,13337,2,PI,1,100,4793
640322.383982,640322.383972,1673974819.071206,94946.000,13337,2,PI,1,100,4807
640322.423538,640322.423529,1673974819.110762,94984.333,13354,3,PI,1,100,4799
640322.463095,640322.463085,1673974819.150317,95022.667,13354,3,PI,1,100,4797
640322.502652,640322.502642,1673974819.189873,95061.000,13354,3,PI,1,100,4795
640322.542380,640322.542371,1673974819.229600,95099.500,13371,2,PI,1,100,4806
640322.582109,640322.582100,1673974819.269328,95138.000,13371,2,PI,1,100,4801
640322.621322,640322.621312,1673974819.308540,95176.000,13388,3,PI,1,100,4798
640322.660535,640322.660525,1673974819.347751,95214.000,13388,3,PI,1,100,4800
640322.699747,640322.699738,1673974819.386963,95252.000,13388,3,PI,1,100,4796
640322.739992,640322.739982,1673974819.427206,95291.000,13407,3,PI,1,100,4799
640322.780237,640322.780227,1673974819.467450,95330.000,13407,3,PI,1,100,4802
640322.820481,640322.820472,1673974819.507693,95369.000,13407,3,PI,1,100,4794
640322.860210,640322.860200,1673974819.547421,95407.500,13423,2,PI,1,100,4798
640322.899939,640322.899929,1673974819.587148,95446.000,13423,2,PI,1,100,4801
640322.939839,640322.939830,1673974819.627048,95484.667,13439,3,PI,1,100,4800
640322.979740,640322.979730,1673974819.666947,95523.333,13439,3,PI,1,100,4792
640323.019641,640323.019631,1673974819.706847,95562.000,13439,3,PI,1,100,4785
640323.059541,640323.059532,1673974819.746746,95600.667,13455,3,PI,1,100,4808
640323.099442,640323.099432,1673974819.786646,95639.333,13455,3,PI,1,100,4807
640323.139343,640323.139333,1673974819.826545,95678.000,13455,3,PI,1,100,4798
640323.179587,640323.179578,1673974819.866789,95717.000,13472,2,PI,1,100,4794
640323.219832,640323.219822,1673974819.907032,95756.000,13472,2,PI,1,100,4802
640323.259045,640323.259035,1673974819.946244,95794.000,13488,3,PI,1,100,4798
640323.298258,640323.298248,1673974819.985456,95832.000,13488,3,PI,1,100,4796
640323.337470,640323.337461,1673974820.024667,95870.000,13488,3,PI,1,100,4797
640323.377199,640323.377189,1673974820.064395,95908.500,13505,2,PI,1,100,4809
640323.416928,640323.416918,1673974820.104122,95947.000,13505,2,PI,1,100,4795
640323.456828,640323.456819,1673974820.144022,95985.667,13520,3,PI,1,100,4806
640323.496729,640323.496719,1673974820.183921,96024.333,13520,3,PI,1,100,4796
640323.536630,640323.536620,1673974820.223821,96063.000,13520,3,PI,1,100,4805
640323.576530,640323.576521,1673974820.263720,96101.667,13537,3,PI,1,100,4798
640323.616431,640323.616421,1673974820.303620,96140.333,13537,3,PI,1,100,4800
640323.656332,640323.656322,1673974820.343519,96179.000,13537,3,PI,1,100,4796
640323.696576,640323.696567,1673974820.383763,96218.000,13556,2,PI,1,100,4790
640323.736821,640323.736811,1673974820.424006,96257.000,13556,2,PI,1,100,4800
640323.783257,640323.783248,1673974820.470441,96302.000,13573,2,PI,1,100,4802
640323.829693,640323.829684,1673974820.516876,96347.000,13573,2,PI,1,100,4795
640323.869594,640323.869584,1673974820.556775,96385.667,13587,3,PI,1,100,4800
640323.909495,640323.909485,1673974820.596675,96424.333,13587,3,PI,1,100,4802
640323.949395,640323.949386,1673974820.636575,96463.000,13587,3,PI,1,100,4793
640323.988952,640323.988942,1673974820.676130,96501.333,13608,3,PI,1,100,4803
640324.028509,640324.028499,1673974820.715686,96539.667,13608,3,PI,1,100,4801
640324.068065,640324.068056,1673974820.755241,96578.000,13608,3,PI,1,100,4807
640324.107794,640324.107785,1673974820.794969,96616.500,13624,2,PI,1,100,4791
640324.147523,640324.147513,1673974820.834696,96655.000,13624,2,PI,1,100,4797
640324.187252,640324.187242,1673974820.874424,96693.500,13646,4,PI,1,100,4798
640324.226980,640324.226971,1673974820.914151,96732.000,13646,4,PI,1,100,4806
640324.266709,640324.266699,1673974820.953879,96770.500,13646,4,PI,1,100,4799
640324.306438,640324.306428,1673974820.993606,96809.000,13646,4,PI,1,100,4798
640324.346682,640324.346673,1673974821.033850,96848.000,13663,2,PI,1,100,4796
640324.386927,640324.386917,1673974821.074093,96887.000,13663,2,PI,1,100,4798
640324.426828,640324.426818,1673974821.113993,96925.667,13680,3,PI,1,100,4799
640324.466728,640324.466719,1673974821.153892,96964.333,13680,3,PI,1,100,4792
640324.506629,640324.506619,1673974821.193792,97003.000,13680,3,PI,1,100,4809
640324.546358,640324.546348,1673974821.233519,97041.500,13694,2,PI,1,100,4796
640324.586086,640324.586077,1673974821.273247,97080.000,13694,2,PI,1,100,4798
640324.625299,640324.625289,1673974821.312459,97118.000,13712,3,PI,1,100,4794
640324.664512,640324.664502,1673974821.351670,97156.000,13712,3,PI,1,100,4802
640324.703725,640324.703715,1673974821.390882,97194.000,13712,3,PI,1,100,4800
640324.743281,640324.743272,1673974821.430437,97232.333,13730,3,PI,1,100,4798
640324.782838,640324.782828,1673974821.469993,97270.667,13730,3,PI,1,100,4802
640324.822395,640324.822385,1673974821.509548,97309.000,13730,3,PI,1,100,4805
640324.862639,640324.862630,1673974821.549792,97348.000,13747,2,PI,1,100,4789
640324.902884,640324.902874,1673974821.590035,97387.000,13747,2,PI,1,100,4800
640324.942785,640324.942775,1673974821.629935,97425.667,13763,3,PI,1,100,4800
640324.982685,640324.982676,1673974821.669834,97464.333,13763,3,PI,1,100,4803
640325.022586,640325.022576,1673974821.709734,97503.000,13763,3,PI,1,100,4802
640325.062487,640325.062477,1673974821.749633,97541.667,13779,3,PI,1,100,4797
640325.102387,640325.102378,1673974821.789533,97580.333,13779,3,PI,1,100,4793
640325.142288,640325.142278,1673974821.829432,97619.000,13779,3,PI,1,100,4794
640325.182017,640325.182007,1673974821.869160,97657.500,13795,2,PI,1,100,4804
640325.221745,640325.221736,1673974821.908888,97696.000,13795,2,PI,1,100,4804
640325.261302,640325.261292,1673974821.948443,97734.333,13813,3,PI,1,100,4795
640325.300859,640325.300849,1673974821.987999,97772.667,13813,3,PI,1,100,4797
640325.340416,640325.340406,1673974822.027554,97811.000,13813,3,PI,1,100,4801
640325.381004,640325.380995,1673974822.068142,97850.333,13832,3,PI,1,100,4800
640325.421593,640325.421583,1673974822.108729,97889.667,13832,3,PI,1,100,4798
640325.462181,640325.462172,1673974822.149317,97929.000,13832,3,PI,1,100,4796
640325.502426,640325.502416,1673974822.189560,97968.000,13848,2,PI,1,100,4810
640325.542671,640325.542661,1673974822.229804,98007.000,13848,2,PI,1,100,4797
640325.587043,640325.587033,1673974822.274174,98050.000,13864,3,PI,1,100,4799
640325.631415,640325.631406,1673974822.318546,98093.000,13864,3,PI,1,100,4793
640325.675788,640325.675778,1673974822.362916,98136.000,13864,3,PI,1,100,4802
640325.715000,640325.714991,1673974822.402128,98174.000,13883,2,PI,1,100,4800
640325.754213,640325.754203,1673974822.441340,98212.000,13883,2,PI,1,100,4796
640325.794458,640325.794448,1673974822.481583,98251.000,13899,3,PI,1,100,4796
640325.834703,640325.834693,1673974822.521827,98290.000,13899,3,PI,1,100,4804
640325.874947,640325.874937,1673974822.562070,98329.000,13899,3,PI,1,100,4798
640325.914676,640325.914666,1673974822.601798,98367.500,13916,2,PI,1,100,4796
640325.954405,640325.954395,1673974822.641525,98406.000,13916,2,PI,1,100,4808
640325.994305,640325.994295,1673974822.681425,98444.667,13931,3,PI,1,100,4798
640326.034206,640326.034196,1673974822.721324,98483.333,13931,3,PI,1,100,4801
640326.074107,640326.074097,1673974822.761224,98522.000,13931,3,PI,1,100,4800
640326.113663,640326.113654,1673974822.800779,98560.333,13948,3,PI,1,100,4799
640326.153220,640326.153210,1673974822.840335,98598.667,13948,3,PI,1,100,4800
640326.192777,640326.192767,1673974822.879890,98637.000,13948,3,PI,1,100,4801
640326.234053,640326.234044,1673974822.921166,98677.000,13964,2,PI,1,100,4798
640326.275330,640326.275320,1673974822.962441,98717.000,13964,2,PI,1,100,4810
640326.315918,640326.315909,1673974823.003029,98756.333,13982,3,PI,1,100,4795
640326.356507,640326.356497,1673974823.043616,98795.667,13982,3,PI,1,100,4806
640326.397096,640326.397086,1673974823.084203,98835.000,13982,3,PI,1,100,4797
640326.436824,640326.436815,1673974823.123931,98873.500,13998,2,PI,1,100,4805
640326.476553,640326.476543,1673974823.163659,98912.000,13998,2,PI,1,100,4803
640326.516454,640326.516444,1673974823.203558,98950.667,14013,3,PI,1,100,4796
640326.556354,640326.556345,1673974823.243458,98989.333,14013,3,PI,1,100,4794
640326.596255,640326.596245,1673974823.283357,99028.000,14013,3,PI,1,100,4801
640326.636156,640326.636146,1673974823.323257,99066.667,14030,3,PI,1,100,4800
640326.676057,640326.676047,1673974823.363156,99105.333,14030,3,PI,1,100,4800
640326.715957,640326.715947,1673974823.403056,99144.000,14030,3,PI,1,100,4801
640326.755170,640326.755160,1673974823.442267,99182.000,14049,2,PI,1,100,4795
640326.794383,640326.794373,1673974823.481479,99220.000,14049,2,PI,1,100,4801
640326.834627,640326.834618,1673974823.521722,99259.000,14065,3,PI,1,100,4797
640326.874872,640326.874862,1673974823.561966,99298.000,14065,3,PI,1,100,4790
640326.915117,640326.915107,1673974823.602209,99337.000,14065,3,PI,1,100,4796
640326.955361,640326.955351,1673974823.642453,99376.000,14084,3,PI,1,100,4814
640326.995606,640326.995596,1673974823.682696,99415.000,14084,3,PI,1,100,4793
640327.035851,640327.035841,1673974823.722940,99454.000,14084,3,PI,1,100,4797
640327.075579,640327.075569,1673974823.762667,99492.500,14100,2,PI,1,100,4795
640327.115308,640327.115298,1673974823.802395,99531.000,14100,2,PI,1,100,4803
640327.155209,640327.155199,1673974823.842294,99569.667,14117,3,PI,1,100,4797
640327.195109,640327.195100,1673974823.882194,99608.333,14117,3,PI,1,100,4800
640327.235010,640327.235000,1673974823.922093,99647.000,14117,3,PI,1,100,4793
640327.275255,640327.275245,1673974823.962337,99686.000,14134,2,PI,1,100,4812
640327.315499,640327.315489,1673974824.002580,99725.000,14134,2,PI,1,100,4795
640327.359872,640327.359862,1673974824.046951,99768.000,14151,3,PI,1,100,4801
