LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PG
640314.642562,640314.642552,1673974811.330012,87444.000,12105,3,PG,1,100,838
640314.681774,640314.681765,1673974811.369223,87482.000,12105,3,PG,1,100,850
640314.720987,640314.720978,1673974811.408435,87520.000,12105,3,PG,1,100,836
640314.760716,640314.760707,1673974811.448162,87558.500,12124,2,PG,1,100,843
640314.800444,640314.800435,1673974811.487890,87597.000,12124,2,PG,1,100,832
640314.845505,640314.845496,1673974811.532949,87640.667,12140,3,PG,1,100,848
640314.890565,640314.890556,1673974811.578008,87684.333,12140,3,PG,1,100,836
640314.935625,640314.935616,1673974811.623067,87728.000,12140,3,PG,1,100,830
640314.974838,640314.974829,1673974811.662278,87766.000,12159,2,PG,1,100,842
640315.014051,640315.014042,1673974811.701490,87804.000,12159,2,PG,1,100,836
640315.053951,640315.053942,1673974811.741390,87842.667,12175,3,PG,1,100,837
640315.093852,640315.093843,1673974811.781289,87881.333,12175,3,PG,1,100,841
640315.133753,640315.133744,1673974811.821188,87920.000,12175,3,PG,1,100,847
640315.173997,640315.173988,1673974811.861432,87959.000,12192,2,PG,1,100,842
640315.214242,640315.214233,1673974811.901675,87998.000,12192,2,PG,1,100,839
640315.254143,640315.254134,1673974811.941575,88036.667,12208,3,PG,1,100,835
640315.294043,640315.294034,1673974811.981474,88075.333,12208,3,PG,1,100,851
640315.333944,640315.333935,1673974812.021374,88114.000,12208,3,PG,1,100,842
640315.373845,640315.373836,1673974812.061274,88152.667,12224,3,PG,1,100,839
640315.413745,640315.413736,1673974812.101173,88191.333,12224,3,PG,1,100,831
640315.453646,640315.453637,1673974812.141073,88230.000,12224,3,PG,1,100,836
640315.492859,640315.492850,1673974812.180284,88268.000,12240,2,PG,1,100,837
640315.532072,640315.532062,1673974812.219496,88306.000,12240,2,PG,1,100,848
640315.571628,640315.571619,1673974812.259051,88344.333,12257,3,PG,1,100,838
640315.611185,640315.611176,1673974812.298607,88382.667,12257,3,PG,1,100,840
640315.650742,640315.650733,1673974812.338162,88421.000,12257,3,PG,1,100,839
640315.690298,640315.690289,1673974812.377718,88459.333,12276,3,PG,1,100,844
640315.729855,640315.729846,1673974812.417274,88497.667,12276,3,PG,1,100,840
640315.769412,640315.769403,1673974812.456829,88536.000,12276,3,PG,1,100,829
640315.809656,640315.809647,1673974812.497073,88575.000,12293,2,PG,1,100,850
640315.849901,640315.849892,1673974812.537316,88614.000,12293,2,PG,1,100,842
640315.889802,640315.889793,1673974812.577216,88652.667,12307,3,PG,1,100,839
640315.929702,640315.929693,1673974812.617115,88691.333,12307,3,PG,1,100,832
640315.969603,640315.969594,1673974812.657015,88730.000,12307,3,PG,1,100,844
640316.009332,640316.009323,1673974812.696742,88768.500,12325,2,PG,1,100,840
640316.049061,640316.049051,1673974812.736470,88807.000,12325,2,PG,1,100,839
640316.088617,640316.088608,1673974812.776025,88845.333,12341,3,PG,1,100,839
640316.128174,640316.128165,1673974812.815581,88883.667,12341,3,PG,1,100,849
640316.167731,640316.167722,1673974812.855136,88922.000,12341,3,PG,1,100,843
640316.208663,640316.208654,1673974812.896068,88961.667,12358,3,PG,1,100,844
640316.249596,640316.249587,1673974812.936999,89001.333,12358,3,PG,1,100,840
640316.290528,640316.290519,1673974812.977931,89041.000,12358,3,PG,1,100,849
640316.331289,640316.331280,1673974813.018690,89080.500,12375,2,PG,1,100,840
640316.372050,640316.372041,1673974813.059449,89120.000,12375,2,PG,1,100,834
640316.411950,640316.411941,1673974813.099349,89158.667,12390,3,PG,1,100,831
640316.451851,640316.451842,1673974813.139248,89197.333,12390,3,PG,1,100,841
640316.491752,640316.491743,1673974813.179148,89236.000,12390,3,PG,1,100,840
640316.531480,640316.531471,1673974813.218875,89274.500,12409,2,PG,1,100,846
640316.571209,640316.571200,1673974813.258603,89313.000,12409,2,PG,1,100,836
640316.615581,640316.615572,1673974813.302974,89356.000,12427,3,PG,1,100,841
640316.659954,640316.659945,1673974813.347345,89399.000,12427,3,PG,1,100,842
640316.704326,640316.704317,1673974813.391716,89442.000,12427,3,PG,1,100,838
640316.744571,640316.744562,1673974813.431960,89481.000,12445,2,PG,1,100,843
640316.784815,640316.784806,1673974813.472203,89520.000,12445,2,PG,1,100,840
640316.824372,640316.824363,1673974813.511759,89558.333,12460,3,PG,1,100,839
640316.863929,640316.863920,1673974813.551314,89596.667,12460,3,PG,1,100,834
640316.903485,640316.903476,1673974813.590870,89635.000,12460,3,PG,1,100,837
640316.942698,640316.942689,1673974813.630081,89673.000,12476,2,PG,1,100,837
640316.981911,640316.981902,1673974813.669293,89711.000,12476,2,PG,1,100,840
640317.021812,640317.021802,1673974813.709193,89749.667,12494,3,PG,1,100,833
640317.061712,640317.061703,1673974813.749092,89788.333,12494,3,PG,1,100,842
640317.101613,640317.101604,1673974813.788991,89827.000,12494,3,PG,1,100,843
640317.142546,640317.142536,1673974813.829923,89866.667,12510,3,PG,1,100,845
640317.183478,640317.183469,1673974813.870854,89906.333,12510,3,PG,1,100,838
640317.224411,640317.224402,1673974813.911786,89946.000,12510,3,PG,1,100,843
640317.264139,640317.264130,1673974813.951513,89984.500,12527,2,PG,1,100,837
640317.303868,640317.303859,1673974813.991241,90023.000,12527,2,PG,1,100,843
640317.343769,640317.343760,1673974814.031140,90061.667,12542,3,PG,1,100,838
640317.383670,640317.383660,1673974814.071040,90100.333,12542,3,PG,1,100,840
640317.423570,640317.423561,1673974814.110939,90139.000,12542,3,PG,1,100,841
640317.463471,640317.463462,1673974814.150839,90177.667,12559,3,PG,1,100,840
640317.503372,640317.503362,1673974814.190738,90216.333,12559,3,PG,1,100,841
640317.543272,640317.543263,1673974814.230638,90255.000,12559,3,PG,1,100,831
640317.582485,640317.582476,1673974814.269850,90293.000,12575,3,PG,1,100,849
640317.621698,640317.621688,1673974814.309061,90331.000,12575,3,PG,1,100,839
640317.660910,640317.660901,1673974814.348273,90369.000,12575,3,PG,1,100,835
640317.701671,640317.701662,1673974814.389032,90408.500,12595,2,PG,1,100,831
640317.742432,640317.742422,1673974814.429791,90448.000,12595,2,PG,1,100,840
640317.783020,640317.783011,1673974814.470379,90487.333,12611,3,PG,1,100,840
640317.823609,640317.823600,1673974814.510966,90526.667,12611,3,PG,1,100,835
640317.864198,640317.864188,1673974814.551554,90566.000,12611,3,PG,1,100,836
640317.903926,640317.903917,1673974814.591281,90604.500,12626,2,PG,1,100,844
640317.943655,640317.943646,1673974814.631009,90643.000,12626,2,PG,1,100,834
640317.983212,640317.983202,1673974814.670564,90681.333,12646,3,PG,1,100,843
640318.022768,640318.022759,1673974814.710120,90719.667,12646,3,PG,1,100,843
640318.062325,640318.062316,1673974814.749676,90758.000,12646,3,PG,1,100,844
640318.102226,640318.102216,1673974814.789575,90796.667,12663,3,PG,1,100,841
640318.142126,640318.142117,1673974814.829475,90835.333,12663,3,PG,1,100,840
640318.182027,640318.182018,1673974814.869374,90874.000,12663,3,PG,1,100,835
640318.221756,640318.221747,1673974814.909102,90912.500,12679,2,PG,1,100,837
640318.261485,640318.261475,1673974814.948829,90951.000,12679,2,PG,1,100,844
640318.301041,640318.301032,1673974814.988385,90989.333,12696,3,PG,1,100,848
640318.340598,640318.340589,1673974815.027940,91027.667,12696,3,PG,1,100,840
640318.380155,640318.380145,1673974815.067496,91066.000,12696,3,PG,1,100,839
640318.426591,640318.426581,1673974815.113931,91111.000,12711,2,PG,1,100,836
640318.473027,640318.473018,1673974815.160365,91156.000,12711,2,PG,1,100,834
640318.513616,640318.513606,1673974815.200953,91195.333,12728,3,PG,1,100,842
640318.554204,640318.554195,1673974815.241540,91234.667,12728,3,PG,1,100,838
640318.594793,640318.594783,1673974815.282128,91274.000,12728,3,PG,1,100,840
640318.635553,640318.635544,1673974815.322887,91313.500,12745,2,PG,1,100,830
640318.676314,640318.676305,1673974815.363647,91353.000,12745,2,PG,1,100,836
640318.716215,640318.716205,1673974815.403546,91391.667,12764,3,PG,1,100,834
640318.756115,640318.756106,1673974815.443446,91430.333,12764,3,PG,1,100,845
640318.796016,640318.796007,1673974815.483345,91469.000,12764,3,PG,1,100,844
640318.835917,640318.835907,1673974815.523245,91507.667,12778,3,PG,1,100,836
640318.875817,640318.875808,1673974815.563144,91546.333,12778,3,PG,1,100,835
640318.915718,640318.915709,1673974815.603044,91585.000,12778,3,PG,1,100,840
640318.955619,640318.955609,1673974815.642943,91623.667,12801,3,PG,1,100,836
640318.995519,640318.995510,1673974815.682843,91662.333,12801,3,PG,1,100,837
640319.035420,640319.035411,1673974815.722742,91701.000,12801,3,PG,1,100,846
640319.073601,640319.073592,1673974815.760922,91738.000,12817,2,PG,1,100,840
640319.111782,640319.111772,1673974815.799102,91775.000,12817,2,PG,1,100,842
640319.152370,640319.152361,1673974815.839689,91814.333,12834,3,PG,1,100,835
640319.192959,640319.192950,1673974815.880277,91853.667,12834,3,PG,1,100,842
640319.233548,640319.233538,1673974815.920864,91893.000,12834,3,PG,1,100,839
640319.273792,640319.273783,1673974815.961107,91932.000,12850,2,PG,1,100,838
640319.314037,640319.314028,1673974816.001351,91971.000,12850,2,PG,1,100,838
640319.354970,640319.354960,1673974816.042282,92010.667,12870,3,PG,1,100,846
640319.395902,640319.395893,1673974816.083214,92050.333,12870,3,PG,1,100,837
640319.436835,640319.436825,1673974816.124145,92090.000,12870,3,PG,1,100,846
640319.477079,640319.477070,1673974816.164389,92129.000,12885,3,PG,1,100,838
640319.517324,640319.517315,1673974816.204632,92168.000,12885,3,PG,1,100,843
640319.557569,640319.557559,1673974816.244876,92207.000,12885,3,PG,1,100,839
640319.597469,640319.597460,1673974816.284775,92245.667,12902,3,PG,1,100,837
640319.637370,640319.637361,1673974816.324675,92284.333,12902,3,PG,1,100,837
640319.677271,640319.677261,1673974816.364574,92323.000,12902,3,PG,1,100,826
640319.716483,640319.716474,1673974816.403786,92361.000,12921,2,PG,1,100,844
640319.755696,640319.755687,1673974816.442997,92399.000,12921,2,PG,1,100,843
640319.795253,640319.795244,1673974816.482553,92437.333,12938,3,PG,1,100,837
640319.834810,640319.834800,1673974816.522109,92475.667,12938,3,PG,1,100,830
640319.874366,640319.874357,1673974816.561664,92514.000,12938,3,PG,1,100,845
640319.914955,640319.914946,1673974816.602252,92553.333,12954,3,PG,1,100,844
640319.955544,640319.955534,1673974816.642839,92592.667,12954,3,PG,1,100,837
640319.996132,640319.996123,1673974816.683426,92632.000,12954,3,PG,1,100,834
640320.036893,640320.036883,1673974816.724186,92671.500,12970,2,PG,1,100,854
640320.077653,640320.077644,1673974816.764945,92711.000,12970,2,PG,1,100,834
640320.117210,640320.117201,1673974816.804501,92749.333,12986,3,PG,1,100,841
640320.156767,640320.156757,1673974816.844056,92787.667,12986,3,PG,1,100,837
640320.196324,640320.196314,1673974816.883612,92826.000,12986,3,PG,1,100,847
640320.243276,640320.243266,1673974816.930563,92871.500,13003,2,PG,1,100,837
640320.290228,640320.290218,1673974816.977513,92917.000,13003,2,PG,1,100,841
640320.330128,640320.330119,1673974817.017413,92955.667,13020,3,PG,1,100,842
640320.370029,640320.370020,1673974817.057312,92994.333,13020,3,PG,1,100,840
640320.409930,640320.409920,1673974817.097212,93033.000,13020,3,PG,1,100,843
640320.449658,640320.449649,1673974817.136940,93071.500,13035,2,PG,1,100,832
640320.489387,640320.489378,1673974817.176667,93110.000,13035,2,PG,1,100,849
640320.528256,640320.528247,1673974817.215535,93147.667,13051,3,PG,1,100,841
640320.567125,640320.567115,1673974817.254402,93185.333,13051,3,PG,1,100,844
640320.605993,640320.605984,1673974817.293270,93223.000,13051,3,PG,1,100,830
640320.645894,640320.645885,1673974817.333169,93261.667,13069,3,PG,1,100,841
640320.685795,640320.685785,1673974817.373069,93300.333,13069,3,PG,1,100,838
640320.725696,640320.725686,1673974817.412968,93339.000,13069,3,PG,1,100,847
640320.766456,640320.766447,1673974817.453728,93378.500,13087,2,PG,1,100,830
640320.807217,640320.807207,1673974817.494487,93418.000,13087,2,PG,1,100,845
640320.848149,640320.848140,1673974817.535419,93457.667,13104,3,PG,1,100,838
640320.889082,640320.889072,1673974817.576350,93497.333,13104,3,PG,1,100,848
640320.930015,640320.930005,1673974817.617281,93537.000,13104,3,PG,1,100,839
640320.969915,640320.969906,1673974817.657181,93575.667,13122,3,PG,1,100,840
640321.009816,640321.009806,1673974817.697081,93614.333,13122,3,PG,1,100,837
640321.049717,640321.049707,1673974817.736980,93653.000,13122,3,PG,1,100,839
640321.089445,640321.089436,1673974817.776708,93691.500,13139,2,PG,1,100,840
640321.129174,640321.129164,1673974817.816435,93730.000,13139,2,PG,1,100,830
640321.168387,640321.168377,1673974817.855647,93768.000,13155,3,PG,1,100,843
640321.207599,640321.207590,1673974817.894858,93806.000,13155,3,PG,1,100,844
640321.246812,640321.246803,1673974817.934070,93844.000,13155,3,PG,1,100,835
640321.286369,640321.286359,1673974817.973625,93882.333,13173,3,PG,1,100,836
640321.325926,640321.325916,1673974818.013181,93920.667,13173,3,PG,1,100,842
640321.365482,640321.365473,1673974818.052737,93959.000,13173,3,PG,1,100,840
640321.406759,640321.406749,1673974818.094012,93999.000,13189,2,PG,1,100,846
640321.448035,640321.448026,1673974818.135287,94039.000,13189,2,PG,1,100,837
640321.488968,640321.488959,1673974818.176219,94078.667,13204,3,PG,1,100,852
640321.529901,640321.529891,1673974818.217150,94118.333,13204,3,PG,1,100,840
640321.570833,640321.570824,1673974818.258081,94158.000,13204,3,PG,1,100,843
640321.610562,640321.610552,1673974818.297809,94196.500,13220,2,PG,1,100,837
640321.650291,640321.650281,1673974818.337537,94235.000,13220,2,PG,1,100,843
640321.689847,640321.689838,1673974818.377092,94273.333,13240,3,PG,1,100,846
640321.729404,640321.729395,1673974818.416648,94311.667,13240,3,PG,1,100,841
640321.768961,640321.768951,1673974818.456203,94350.000,13240,3,PG,1,100,833
640321.808861,640321.808852,1673974818.496103,94388.667,13256,3,PG,1,100,835
640321.848762,640321.848753,1673974818.536002,94427.333,13256,3,PG,1,100,840
640321.888663,640321.888653,1673974818.575902,94466.000,13256,3,PG,1,100,846
640321.928391,640321.928382,1673974818.615629,94504.500,13272,2,PG,1,100,841
640321.968120,640321.968111,1673974818.655357,94543.000,13272,2,PG,1,100,834
640322.014040,640322.014031,1673974818.701276,94587.500,13288,2,PG,1,100,839
640322.059961,640322.059951,1673974818.747195,94632.000,13288,2,PG,1,100,839
640322.099861,640322.099852,1673974818.787094,94670.667,13305,3,PG,1,100,843
640322.139762,640322.139752,1673974818.826994,94709.333,13305,3,PG,1,100,838
640322.179663,640322.179653,1673974818.866893,94748.000,13305,3,PG,1,100,840
640322.220251,640322.220242,1673974818.907481,94787.333,13321,3,PG,1,100,833
640322.260840,640322.260830,1673974818.948068,94826.667,13321,3,PG,1,100,835
640322.301428,640322.301419,1673974818.988656,94866.000,13321,3,PG,1,100,839
640322.342705,640322.342695,1673974819.029931,94906.000,13339,2,PG,1,100,840
640322.383982,640322.383972,1673974819.071206,94946.000,13339,2,PG,1,100,840
640322.423538,640322.423529,1673974819.110762,94984.333,13356,3,PG,1,100,840
640322.463095,640322.463085,1673974819.150317,95022.667,13356,3,PG,1,100,839
640322.502652,640322.502642,1673974819.189873,95061.000,13356,3,PG,1,100,845
640322.542380,640322.542371,1673974819.229600,95099.500,13373,2,PG,1,100,839
640322.582109,640322.582100,1673974819.269328,95138.000,13373,2,PG,1,100,839
640322.621322,640322.621312,1673974819.308540,95176.000,13390,3,PG,1,100,846
640322.660535,640322.660525,1673974819.347751,95214.000,13390,3,PG,1,100,845
640322.699747,640322.699738,1673974819.386963,95252.000,13390,3,PG,1,100,842
640322.739992,640322.739982,1673974819.427206,95291.000,13409,3,PG,1,100,833
640322.780237,640322.780227,1673974819.467450,95330.000,13409,3,PG,1,100,843
640322.820481,640322.820472,1673974819.507693,95369.000,13409,3,PG,1,100,847
640322.860210,640322.860200,1673974819.547421,95407.500,13425,2,PG,1,100,845
640322.899939,640322.899929,1673974819.587148,95446.000,13425,2,PG,1,100,835
640322.939839,640322.939830,1673974819.627048,95484.667,13441,3,PG,1,100,843
640322.979740,640322.979730,1673974819.666947,95523.333,13441,3,PG,1,100,836
640323.019641,640323.019631,1673974819.706847,95562.000,13441,3,PG,1,100,845
640323.059541,640323.059532,1673974819.746746,95600.667,13457,3,PG,1,100,838
640323.099442,640323.099432,1673974819.786646,95639.333,13457,3,PG,1,100,836
640323.139343,640323.139333,1673974819.826545,95678.000,13457,3,PG,1,100,839
640323.179587,640323.179578,1673974819.866789,95717.000,13474,2,PG,1,100,843
640323.219832,640323.219822,1673974819.907032,95756.000,13474,2,PG,1,100,840
640323.259045,640323.259035,1673974819.946244,95794.000,13490,3,PG,1,100,828
640323.298258,640323.298248,1673974819.985456,95832.000,13490,3,PG,1,100,845
640323.337470,640323.337461,1673974820.024667,95870.000,13490,3,PG,1,100,842
640323.377199,640323.377189,1673974820.064395,95908.500,13507,2,PG,1,100,838
640323.416928,640323.416918,1673974820.104122,95947.000,13507,2,PG,1,100,841
640323.456828,640323.456819,1673974820.144022,95985.667,13522,3,PG,1,100,844
640323.496729,640323.496719,1673974820.183921,96024.333,13522,3,PG,1,100,839
640323.536630,640323.536620,1673974820.223821,96063.000,13522,3,PG,1,100,842
640323.576530,640323.576521,1673974820.263720,96101.667,13539,3,PG,1,100,833
640323.616431,640323.616421,1673974820.303620,96140.333,13539,3,PG,1,100,845
640323.656332,640323.656322,1673974820.343519,96179.000,13539,3,PG,1,100,839
640323.696576,640323.696567,1673974820.383763,96218.000,13558,2,PG,1,100,839
640323.736821,640323.736811,1673974820.424006,96257.000,13558,2,PG,1,100,837
640323.783257,640323.783248,1673974820.470441,96302.000,13575,2,PG,1,100,850
640323.829693,640323.829684,1673974820.516876,96347.000,13575,2,PG,1,100,847
640323.869594,640323.869584,1673974820.556775,96385.667,13589,3,PG,1,100,832
640323.909495,640323.909485,1673974820.596675,96424.333,13589,3,PG,1,100,835
640323.949395,640323.949386,1673974820.636575,96463.000,13589,3,PG,1,100,843
640323.988952,640323.988942,1673974820.676130,96501.333,13610,3,PG,1,100,840
640324.028509,640324.028499,1673974820.715686,96539.667,13610,3,PG,1,100,834
640324.068065,640324.068056,1673974820.755241,96578.000,13610,3,PG,1,100,849
640324.107794,640324.107785,1673974820.794969,96616.500,13626,2,PG,1,100,838
640324.147523,640324.147513,1673974820.834696,96655.000,13626,2,PG,1,100,841
640324.187252,640324.187242,1673974820.874424,96693.500,13648,4,PG,1,100,838
640324.226980,640324.226971,1673974820.914151,96732.000,13648,4,PG,1,100,842
640324.266709,640324.266699,1673974820.953879,96770.500,13648,4,PG,1,100,839
640324.306438,640324.306428,1673974820.993606,96809.000,13648,4,PG,1,100,844
640324.346682,640324.346673,1673974821.033850,96848.000,13665,2,PG,1,100,841
640324.386927,640324.386917,1673974821.074093,96887.000,13665,2,PG,1,100,840
640324.426828,640324.426818,1673974821.113993,96925.667,13682,3,PG,1,100,841
640324.466728,640324.466719,1673974821.153892,96964.333,13682,3,PG,1,100,847
640324.506629,640324.506619,1673974821.193792,97003.000,13682,3,PG,1,100,841
640324.546530,640324.546520,1673974821.233691,97041.667,13696,3,PG,1,100,836
640324.586430,640324.586421,1673974821.273591,97080.333,13696,3,PG,1,100,835
640324.626331,640324.626321,1673974821.313490,97119.000,13696,3,PG,1,100,840
640324.665028,640324.665018,1673974821.352186,97156.500,13714,2,PG,1,100,832
640324.703725,640324.703715,1673974821.390882,97194.000,13714,2,PG,1,100,833
640324.743281,640324.743272,1673974821.430437,97232.333,13732,3,PG,1,100,852
640324.782838,640324.782828,1673974821.469993,97270.667,13732,3,PG,1,100,835
640324.822395,640324.822385,1673974821.509548,97309.000,13732,3,PG,1,100,840
640324.862639,640324.862630,1673974821.549792,97348.000,13749,2,PG,1,100,836
640324.902884,640324.902874,1673974821.590035,97387.000,13749,2,PG,1,100,847
640324.942785,640324.942775,1673974821.629935,97425.667,13765,3,PG,1,100,840
640324.982685,640324.982676,1673974821.669834,97464.333,13765,3,PG,1,100,832
640325.022586,640325.022576,1673974821.709734,97503.000,13765,3,PG,1,100,836
640325.062487,640325.062477,1673974821.749633,97541.667,13781,3,PG,1,100,849
640325.102387,640325.102378,1673974821.789533,97580.333,13781,3,PG,1,100,837
640325.142288,640325.142278,1673974821.829432,97619.000,13781,3,PG,1,100,840
640325.182017,640325.182007,1673974821.869160,97657.500,13797,2,PG,1,100,836
640325.221745,640325.221736,1673974821.908888,97696.000,13797,2,PG,1,100,847
640325.261302,640325.261292,1673974821.948443,97734.333,13815,3,PG,1,100,835
640325.300859,640325.300849,1673974821.987999,97772.667,13815,3,PG,1,100,843
640325.340416,640325.340406,1673974822.027554,97811.000,13815,3,PG,1,100,836
640325.381004,640325.380995,1673974822.068142,97850.333,13834,3,PG,1,100,833
640325.421593,640325.421583,1673974822.108729,97889.667,13834,3,PG,1,100,847
640325.462181,640325.462172,1673974822.149317,97929.000,13834,3,PG,1,100,846
640325.502426,640325.502416,1673974822.189560,97968.000,13850,2,PG,1,100,837
640325.542671,640325.542661,1673974822.229804,98007.000,13850,2,PG,1,100,842
640325.587043,640325.587033,1673974822.274174,98050.000,13866,3,PG,1,100,837
640325.631415,640325.631406,1673974822.318546,98093.000,13866,3,PG,1,100,835
640325.675788,640325.675778,1673974822.362916,98136.000,13866,3,PG,1,100,841
640325.715000,640325.714991,1673974822.402128,98174.000,13885,2,PG,1,100,843
640325.754213,640325.754203,1673974822.441340,98212.000,13885,2,PG,1,100,837
640325.794458,640325.794448,1673974822.481583,98251.000,13901,3,PG,1,100,835
640325.834703,640325.834693,1673974822.521827,98290.000,13901,3,PG,1,100,836
640325.874947,640325.874937,1673974822.562070,98329.000,13901,3,PG,1,100,833
640325.914676,640325.914666,1673974822.601798,98367.500,13918,2,PG,1,100,840
640325.954405,640325.954395,1673974822.641525,98406.000,13918,2,PG,1,100,839
640325.994305,640325.994295,1673974822.681425,98444.667,13933,3,PG,1,100,837
640326.034206,640326.034196,1673974822.721324,98483.333,13933,3,PG,1,100,843
640326.074107,640326.074097,1673974822.761224,98522.000,13933,3,PG,1,100,841
640326.113663,640326.113654,1673974822.800779,98560.333,13950,3,PG,1,100,833
640326.153220,640326.153210,1673974822.840335,98598.667,13950,3,PG,1,100,829
640326.192777,640326.192767,1673974822.879890,98637.000,13950,3,PG,1,100,848
640326.234053,640326.234044,1673974822.921166,98677.000,13966,2,PG,1,100,844
640326.275330,640326.275320,1673974822.962441,98717.000,13966,2,PG,1,100,841
640326.315918,640326.315909,1673974823.003029,98756.333,13984,3,PG,1,100,839
640326.356507,640326.356497,1673974823.043616,98795.667,13984,3,PG,1,100,839
640326.397096,640326.397086,1673974823.084203,98835.000,13984,3,PG,1,100,841
640326.436824,640326.436815,1673974823.123931,98873.500,14000,2,PG,1,100,843
640326.476553,640326.476543,1673974823.163659,98912.000,14000,2,PG,1,100,835
640326.516454,640326.516444,1673974823.203558,98950.667,14015,3,PG,1,100,851
640326.556354,640326.556345,1673974823.243458,98989.333,14015,3,PG,1,100,839
640326.596255,640326.596245,1673974823.283357,99028.000,14015,3,PG,1,100,845
640326.636156,640326.636146,1673974823.323257,99066.667,14032,3,PG,1,100,840
640326.676057,640326.676047,1673974823.363156,99105.333,14032,3,PG,1,100,842
640326.715957,640326.715947,1673974823.403056,99144.000,14032,3,PG,1,100,838
640326.755170,640326.755160,1673974823.442267,99182.000,14051,2,PG,1,100,837
640326.794383,640326.794373,1673974823.481479,99220.000,14051,2,PG,1,100,839
640326.834627,640326.834618,1673974823.521722,99259.000,14067,3,PG,1,100,837
640326.874872,640326.874862,1673974823.561966,99298.000,14067,3,PG,1,100,835
640326.915117,640326.915107,1673974823.602209,99337.000,14067,3,PG,1,100,839
640326.955361,640326.955351,1673974823.642453,99376.000,14086,3,PG,1,100,838
640326.995606,640326.995596,1673974823.682696,99415.000,14086,3,PG,1,100,840
640327.035851,640327.035841,1673974823.722940,99454.000,14086,3,PG,1,100,840
640327.075579,640327.075569,1673974823.762667,99492.500,14102,2,PG,1,100,842
640327.115308,640327.115298,1673974823.802395,99531.000,14102,2,PG,1,100,832
640327.155209,640327.155199,1673974823.842294,99569.667,14119,3,PG,1,100,828
640327.195109,640327.195100,1673974823.882194,99608.333,14119,3,PG,1,100,846
640327.235010,640327.235000,1673974823.922093,99647.000,14119,3,PG,1,100,843
640327.275255,640327.275245,1673974823.962337,99686.000,14136,2,PG,1,100,835
640327.315499,640327.315489,1673974824.002580,99725.000,14136,2,PG,1,100,835
640327.359872,640327.359862,1673974824.046951,99768.000,14153,3,PG,1,100,845
640327.404244,640327.404234,1673974824.091322,99811.000,14153,3,PG,1,100,836
640327.448616,640327.448606,1673974824.135693,99854.000,14153,3,PG,1,100,840
640327.488345,640327.488335,1673974824.175421,99892.500,14167,2,PG,1,100,845
640327.528074,640327.528064,1673974824.215148,99931.000,14167,2,PG,1,100,844
640327.567286,640327.567277,1673974824.254360,99969.000,14184,3,PG,1,100,838
640327.606499,640327.606489,1673974824.293572,100007.000,14184,3,PG,1,100,833
640327.645712,640327.645702,1673974824.332783,100045.000,14184,3,PG,1,100,842
640327.686472,640327.686463,1673974824.373543,100084.500,14203,2,PG,1,100,848
640327.727233,640327.727223,1673974824.414302,100124.000,14203,2,PG,1,100,841
