TE0,TE1,TL0,TL1,LC0,LC1,LM0,LM1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
91704.000000,348127.000000,1673974815.725838,1673975080.324656,640319.038507,640583.645014,640319.038516,640583.645040,65,86362,417620,1.5.10
