LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AK
640358.662472,640358.662460,1673974855.348640,130102.500,19608,2,AK,1,100,18750
640361.305720,640361.305708,1673974857.991811,132664.000,19608,2,AK,1,100,RD
640361.322746,640361.322734,1673974858.008837,132680.500,19611,2,AK,1,100,19609
640361.339773,640361.339761,1673974858.025863,132697.000,19611,2,AK,1,100,RD
640363.962899,640363.962887,1673974860.648912,135239.000,20456,2,AK,1,100,19609
640366.586024,640366.586012,1673974863.271962,137781.000,20456,2,AK,1,100,RD
640366.600471,640366.600459,1673974863.286408,137795.000,20459,2,AK,1,100,20457
640366.614918,640366.614906,1673974863.300855,137809.000,20459,2,AK,1,100,RD
640369.257134,640369.257122,1673974865.942994,140369.500,21317,2,AK,1,100,20457
640371.899350,640371.899338,1673974868.585133,142930.000,21317,2,AK,1,100,RD
640371.914829,640371.914817,1673974868.600611,142945.000,21320,2,AK,1,100,21318
640371.930308,640371.930295,1673974868.616090,142960.000,21320,2,AK,1,100,RD
640374.572524,640374.572511,1673974871.258229,145520.500,22180,2,AK,1,100,21318
640377.214740,640377.214727,1673974873.900368,148081.000,22180,2,AK,1,100,RD
640377.239506,640377.239493,1673974873.925133,148105.000,22183,2,AK,1,100,22181
640377.264272,640377.264259,1673974873.949899,148129.000,22183,2,AK,1,100,RD
640379.910100,640379.910087,1673974876.595649,150693.000,23042,2,AK,1,100,22181
640382.555928,640382.555915,1673974879.241400,153257.000,23042,2,AK,1,100,RD
640382.569859,640382.569846,1673974879.255331,153270.500,23045,2,AK,1,100,23043
640382.583790,640382.583776,1673974879.269261,153284.000,23045,2,AK,1,100,RD
640385.200724,640385.200711,1673974881.886119,155820.000,23888,2,AK,1,100,23043
640387.817658,640387.817645,1673974884.502977,158356.000,23888,2,AK,1,100,RD
640387.862546,640387.862533,1673974884.547864,158399.500,23891,2,AK,1,100,23889
640387.907435,640387.907421,1673974884.592751,158443.000,23891,2,AK,1,100,RD
640390.504763,640390.504749,1673974887.190004,160960.000,24734,2,AK,1,100,23889
640393.102091,640393.102077,1673974889.787256,163477.000,24734,2,AK,1,100,RD
640393.117569,640393.117556,1673974889.802734,163492.000,24737,2,AK,1,100,24735
640393.133048,640393.133034,1673974889.818213,163507.000,24737,2,AK,1,100,RD
640395.780940,640395.780926,1673974892.466027,166073.000,25593,2,AK,1,100,24735
640398.428832,640398.428817,1673974895.113842,168639.000,25593,2,AK,1,100,RD
640398.441730,640398.441716,1673974895.126740,168651.500,25596,2,AK,1,100,25594
640398.454629,640398.454615,1673974895.139639,168664.000,25596,2,AK,1,100,RD
640401.073112,640401.073097,1673974897.758045,171201.500,26442,2,AK,1,100,25594
640403.691594,640403.691579,1673974900.376451,173739.000,26442,2,AK,1,100,RD
640403.703461,640403.703446,1673974900.388317,173750.500,26445,2,AK,1,100,26443
640403.715328,640403.715313,1673974900.400184,173762.000,26445,2,AK,1,100,RD
640406.362188,640406.362173,1673974903.046967,176327.000,27303,2,AK,1,100,26443
640409.009047,640409.009033,1673974905.693749,178892.000,27303,2,AK,1,100,RD
640409.050324,640409.050309,1673974905.735025,178932.000,27306,2,AK,1,100,27304
640409.091600,640409.091586,1673974905.776300,178972.000,27306,2,AK,1,100,RD
640411.682221,640411.682206,1673974908.366845,181482.500,28133,2,AK,1,100,27304
640414.272841,640414.272826,1673974910.957390,183993.000,28133,2,AK,1,100,RD
640414.302251,640414.302236,1673974910.986799,184021.500,28136,2,AK,1,100,28134
640414.331661,640414.331645,1673974911.016208,184050.000,28136,2,AK,1,100,RD
640416.941887,640416.941872,1673974913.626359,186579.500,28961,2,AK,1,100,28134
640419.552114,640419.552099,1673974916.236509,189109.000,28961,2,AK,1,100,RD
640419.599582,640419.599567,1673974916.283976,189155.000,28964,2,AK,1,100,28962
640419.647050,640419.647035,1673974916.331443,189201.000,28964,2,AK,1,100,RD
640422.235091,640422.235076,1673974918.919408,191709.000,29794,2,AK,1,100,28962
640424.823132,640424.823116,1673974921.507373,194217.000,29794,2,AK,1,100,RD
640424.848930,640424.848914,1673974921.533170,194242.000,29797,2,AK,1,100,29795
640424.874728,640424.874712,1673974921.558968,194267.000,29797,2,AK,1,100,RD
640427.497853,640427.497837,1673974924.182017,196809.000,30592,2,AK,1,100,29795
640430.120979,640430.120963,1673974926.805066,199351.000,30592,2,AK,1,100,RD
640430.157612,640430.157596,1673974926.841698,199386.500,30595,2,AK,1,100,30593
640430.194245,640430.194229,1673974926.878330,199422.000,30595,2,AK,1,100,RD
640432.792605,640432.792589,1673974929.476614,201940.000,31440,2,AK,1,100,30593
640435.390965,640435.390948,1673974932.074898,204458.000,31440,2,AK,1,100,RD
640435.413151,640435.413134,1673974932.097084,204479.500,31443,2,AK,1,100,31441
640435.435337,640435.435321,1673974932.119269,204501.000,31443,2,AK,1,100,RD
640438.044016,640438.043999,1673974934.727872,207029.000,32286,2,AK,1,100,31441
640440.652695,640440.652678,1673974937.336475,209557.000,32286,2,AK,1,100,RD
640440.666110,640440.666093,1673974937.349890,209570.000,32289,2,AK,1,100,32287
640440.679525,640440.679508,1673974937.363304,209583.000,32289,2,AK,1,100,RD
640443.320709,640443.320692,1673974940.004412,212142.500,33148,2,AK,1,100,32287
640445.961893,640445.961876,1673974942.645519,214702.000,33148,2,AK,1,100,RD
640446.013489,640446.013472,1673974942.697114,214752.000,33151,2,AK,1,100,33149
640446.065085,640446.065068,1673974942.748708,214802.000,33151,2,AK,1,100,RD
640448.661381,640448.661364,1673974945.344928,217318.000,33977,2,AK,1,100,33149
640451.257677,640451.257659,1673974947.941149,219834.000,33977,2,AK,1,100,RD
640451.273155,640451.273138,1673974947.956627,219849.000,33980,2,AK,1,100,33978
640451.288634,640451.288617,1673974947.972105,219864.000,33980,2,AK,1,100,RD
640453.918467,640453.918450,1673974950.601861,222412.500,34827,2,AK,1,100,33978
640456.548301,640456.548283,1673974953.231618,224961.000,34827,2,AK,1,100,RD
640456.561200,640456.561182,1673974953.244517,224973.500,34830,2,AK,1,100,34828
640456.574098,640456.574081,1673974953.257415,224986.000,34830,2,AK,1,100,RD
640459.208059,640459.208042,1673974955.891299,227538.500,35672,2,AK,1,100,34828
640461.842020,640461.842002,1673974958.525184,230091.000,35672,2,AK,1,100,RD
640461.854919,640461.854901,1673974958.538082,230103.500,35675,2,AK,1,100,35673
640461.867818,640461.867800,1673974958.550981,230116.000,35675,2,AK,1,100,RD
640464.510034,640464.510016,1673974961.193120,232676.500,36518,2,AK,1,100,35673
640467.152250,640467.152232,1673974963.835259,235237.000,36518,2,AK,1,100,RD
640467.165149,640467.165131,1673974963.848158,235249.500,36521,2,AK,1,100,36519
640467.178048,640467.178030,1673974963.861056,235262.000,36521,2,AK,1,100,RD
640469.803754,640469.803735,1673974966.486686,237806.500,37361,2,AK,1,100,36519
640472.429459,640472.429441,1673974969.112315,240351.000,37361,2,AK,1,100,RD
640472.442358,640472.442340,1673974969.125213,240363.500,37364,2,AK,1,100,37362
640472.455257,640472.455239,1673974969.138112,240376.000,37364,2,AK,1,100,RD
640475.090250,640475.090231,1673974971.773028,242929.500,38211,2,AK,1,100,37362
640477.725243,640477.725224,1673974974.407944,245483.000,38211,2,AK,1,100,RD
640477.739174,640477.739155,1673974974.421874,245496.500,38214,2,AK,1,100,38212
640477.753105,640477.753086,1673974974.435805,245510.000,38214,2,AK,1,100,RD
640480.383454,640480.383435,1673974977.066077,248059.000,39056,2,AK,1,100,38212
640483.013803,640483.013784,1673974979.696350,250608.000,39056,2,AK,1,100,RD
640483.039601,640483.039582,1673974979.722147,250633.000,39059,2,AK,1,100,39057
640483.065399,640483.065379,1673974979.747944,250658.000,39059,2,AK,1,100,RD
640485.673046,640485.673026,1673974982.355515,253185.000,39888,2,AK,1,100,39057
640488.280693,640488.280673,1673974984.963086,255712.000,39888,2,AK,1,100,RD
640488.324033,640488.324014,1673974985.006426,255754.000,39891,2,AK,1,100,39889
640488.367374,640488.367354,1673974985.049765,255796.000,39891,2,AK,1,100,RD
640490.980696,640490.980677,1673974987.663011,258328.500,40737,2,AK,1,100,39889
640493.594019,640493.593999,1673974990.276258,260861.000,40737,2,AK,1,100,RD
640493.606402,640493.606382,1673974990.288640,260873.000,40740,2,AK,1,100,40738
640493.618785,640493.618765,1673974990.301023,260885.000,40740,2,AK,1,100,RD
640496.260485,640496.260465,1673974992.942646,263445.000,41582,2,AK,1,100,40738
640498.902185,640498.902165,1673974995.584270,266005.000,41582,2,AK,1,100,RD
640498.915600,640498.915580,1673974995.597684,266018.000,41585,2,AK,1,100,41583
640498.929015,640498.928995,1673974995.611099,266031.000,41585,2,AK,1,100,RD
640501.569683,640501.569663,1673974998.251690,268590.000,42430,2,AK,1,100,41583
640504.210352,640504.210331,1673975000.892281,271149.000,42430,2,AK,1,100,RD
640504.226862,640504.226842,1673975000.908792,271165.000,42433,2,AK,1,100,42431
640504.243373,640504.243352,1673975000.925302,271181.000,42433,2,AK,1,100,RD
640506.875270,640506.875249,1673975003.557122,273731.500,43277,2,AK,1,100,42431
640509.507167,640509.507146,1673975006.188942,276282.000,43277,2,AK,1,100,RD
640509.520066,640509.520045,1673975006.201841,276294.500,43280,2,AK,1,100,43278
640509.532965,640509.532944,1673975006.214740,276307.000,43280,2,AK,1,100,RD
640512.159702,640512.159681,1673975008.841401,278852.500,44123,2,AK,1,100,43278
640514.786440,640514.786419,1673975011.468061,281398.000,44123,2,AK,1,100,RD
640514.798307,640514.798286,1673975011.479928,281409.500,44126,2,AK,1,100,44124
640514.810174,640514.810153,1673975011.491795,281421.000,44126,2,AK,1,100,RD
640517.442071,640517.442050,1673975014.123615,283971.500,44965,2,AK,1,100,44124
640520.073968,640520.073947,1673975016.755436,286522.000,44965,2,AK,1,100,RD
640520.096154,640520.096133,1673975016.777621,286543.500,44968,2,AK,1,100,44966
640520.118340,640520.118319,1673975016.799807,286565.000,44968,2,AK,1,100,RD
640522.753849,640522.753827,1673975019.435239,289119.000,45815,2,AK,1,100,44966
640525.389358,640525.389336,1673975022.070671,291673.000,45815,2,AK,1,100,RD
640525.415672,640525.415650,1673975022.096984,291698.500,45818,2,AK,1,100,45816
640525.441985,640525.441964,1673975022.123297,291724.000,45818,2,AK,1,100,RD
640528.068723,640528.068701,1673975024.749958,294269.500,46660,2,AK,1,100,45816
640530.695460,640530.695438,1673975027.376619,296815.000,46660,2,AK,1,100,RD
640530.728482,640530.728460,1673975027.409639,296847.000,46663,2,AK,1,100,46661
640530.761503,640530.761481,1673975027.442659,296879.000,46663,2,AK,1,100,RD
640533.362443,640533.362420,1673975030.043523,299399.500,47492,2,AK,1,100,46661
640535.963382,640535.963360,1673975032.644387,301920.000,47492,2,AK,1,100,RD
640538.611274,640538.611251,1673975035.292202,304486.000,48333,2,AK,1,100,47493
640541.259166,640541.259143,1673975037.940016,307052.000,48333,2,AK,1,100,RD
640541.270517,640541.270494,1673975037.951367,307063.000,48335,2,AK,1,100,47493
640541.281868,640541.281845,1673975037.962718,307074.000,48335,2,AK,1,100,RD
640541.297862,640541.297840,1673975037.978712,307089.500,48338,2,AK,1,100,48336
640541.313857,640541.313834,1673975037.994706,307105.000,48338,2,AK,1,100,RD
640543.950398,640543.950375,1673975040.631170,309660.000,49183,2,AK,1,100,48336
640546.586938,640546.586915,1673975043.267634,312215.000,49183,2,AK,1,100,RD
640546.612736,640546.612713,1673975043.293431,312240.000,49186,2,AK,1,100,49184
640546.638534,640546.638511,1673975043.319228,312265.000,49186,2,AK,1,100,RD
640549.266820,640549.266796,1673975045.947437,314812.000,50027,2,AK,1,100,49184
640551.895105,640551.895081,1673975048.575646,317359.000,50027,2,AK,1,100,RD
640551.925030,640551.925007,1673975048.605571,317388.000,50030,2,AK,1,100,50028
640551.954956,640551.954932,1673975048.635495,317417.000,50030,2,AK,1,100,RD
640554.563635,640554.563611,1673975051.244098,319945.000,50860,2,AK,1,100,50028
640557.172314,640557.172290,1673975053.852701,322473.000,50860,2,AK,1,100,RD
640557.186761,640557.186737,1673975053.867147,322487.000,50863,2,AK,1,100,50861
640557.201207,640557.201184,1673975053.881594,322501.000,50863,2,AK,1,100,RD
640559.822269,640559.822246,1673975056.502579,325041.000,51706,2,AK,1,100,50861
640562.443331,640562.443307,1673975059.123565,327581.000,51706,2,AK,1,100,RD
640562.457262,640562.457238,1673975059.137496,327594.500,51709,2,AK,1,100,51707
640562.471193,640562.471169,1673975059.151426,327608.000,51709,2,AK,1,100,RD
640565.103090,640565.103066,1673975061.783247,330158.500,52552,2,AK,1,100,51707
640567.734987,640567.734963,1673975064.415067,332709.000,52552,2,AK,1,100,RD
640567.748918,640567.748894,1673975064.428997,332722.500,52555,2,AK,1,100,52553
640567.762849,640567.762824,1673975064.442928,332736.000,52555,2,AK,1,100,RD
640570.400421,640570.400397,1673975067.080424,335292.000,53397,2,AK,1,100,52553
640573.037994,640573.037969,1673975069.717919,337848.000,53397,2,AK,1,100,RD
640573.051409,640573.051384,1673975069.731334,337861.000,53400,2,AK,1,100,53398
640573.064824,640573.064799,1673975069.744748,337874.000,53400,2,AK,1,100,RD
640575.710652,640575.710627,1673975072.390499,340438.000,54247,2,AK,1,100,53398
640578.356480,640578.356455,1673975075.036250,343002.000,54247,2,AK,1,100,RD
640578.370926,640578.370901,1673975075.050696,343016.000,54250,2,AK,1,100,54248
640578.385373,640578.385348,1673975075.065143,343030.000,54250,2,AK,1,100,RD
640581.004371,640581.004346,1673975077.684065,345568.000,55078,2,AK,1,100,54248
640583.623369,640583.623344,1673975080.302986,348106.000,55078,2,AK,1,100,RD
640583.635752,640583.635727,1673975080.315369,348118.000,55081,2,AK,1,100,55079
640583.648135,640583.648110,1673975080.327752,348130.000,55081,2,AK,1,100,RD
640586.277969,640586.277943,1673975082.957508,350678.500,55921,2,AK,1,100,55079
640588.907802,640588.907776,1673975085.587265,353227.000,55921,2,AK,1,100,RD
640588.920701,640588.920675,1673975085.600163,353239.500,55924,2,AK,1,100,55922
640588.933600,640588.933574,1673975085.613062,353252.000,55924,2,AK,1,100,RD
640591.559305,640591.559279,1673975088.238691,355796.500,56736,2,AK,1,100,55922
640594.185011,640594.184985,1673975090.864320,358341.000,56736,2,AK,1,100,RD
640594.219064,640594.219038,1673975090.898372,358374.000,56739,2,AK,1,100,56737
640594.253117,640594.253091,1673975090.932425,358407.000,56739,2,AK,1,100,RD
640596.851993,640596.851967,1673975093.531225,360925.500,57567,2,AK,1,100,56737
640599.450869,640599.450842,1673975096.130025,363444.000,57567,2,AK,1,100,RD
640599.463768,640599.463741,1673975096.142923,363456.500,57570,2,AK,1,100,57568
640599.476667,640599.476640,1673975096.155822,363469.000,57570,2,AK,1,100,RD
640602.123010,640602.122984,1673975098.802089,366033.500,58413,2,AK,1,100,57568
640604.769354,640604.769328,1673975101.448355,368598.000,58413,2,AK,1,100,RD
640604.784317,640604.784290,1673975101.463318,368612.500,58416,2,AK,1,100,58414
640604.799280,640604.799253,1673975101.478280,368627.000,58416,2,AK,1,100,RD
640607.415182,640607.415155,1673975104.094106,371162.000,59242,2,AK,1,100,58414
640610.031085,640610.031058,1673975106.709933,373697.000,59242,2,AK,1,100,RD
640610.075973,640610.075946,1673975106.754820,373740.500,59245,2,AK,1,100,59243
640610.120861,640610.120834,1673975106.799706,373784.000,59245,2,AK,1,100,RD
640612.732120,640612.732093,1673975109.410889,376314.500,60092,2,AK,1,100,59243
640615.343379,640615.343351,1673975112.022072,378845.000,60092,2,AK,1,100,RD
640615.392911,640615.392883,1673975112.071602,378893.000,60095,2,AK,1,100,60093
640615.442442,640615.442415,1673975112.121133,378941.000,60095,2,AK,1,100,RD
640618.033579,640618.033551,1673975114.712194,381452.000,60921,2,AK,1,100,60093
640620.624715,640620.624688,1673975117.303255,383963.000,60921,2,AK,1,100,RD
640620.644838,640620.644810,1673975117.323377,383982.500,60924,2,AK,1,100,60922
640620.664960,640620.664932,1673975117.343498,384002.000,60924,2,AK,1,100,RD
640623.275187,640623.275159,1673975119.953649,386531.500,61752,2,AK,1,100,60922
640625.885414,640625.885386,1673975122.563800,389061.000,61752,2,AK,1,100,RD
640625.898829,640625.898801,1673975122.577214,389074.000,61755,2,AK,1,100,61753
640625.912243,640625.912216,1673975122.590629,389087.000,61755,2,AK,1,100,RD
640628.533821,640628.533793,1673975125.212131,391627.500,62579,2,AK,1,100,61753
640631.155399,640631.155371,1673975127.833632,394168.000,62579,2,AK,1,100,RD
640631.168298,640631.168270,1673975127.846531,394180.500,62582,2,AK,1,100,62580
640631.181197,640631.181169,1673975127.859429,394193.000,62582,2,AK,1,100,RD
640633.809483,640633.809454,1673975130.487638,396740.000,63427,2,AK,1,100,62580
640636.437768,640636.437739,1673975133.115847,399287.000,63427,2,AK,1,100,RD
640636.450667,640636.450638,1673975133.128745,399299.500,63430,2,AK,1,100,63428
640636.463566,640636.463537,1673975133.141644,399312.000,63430,2,AK,1,100,RD
640639.102170,640639.102142,1673975135.780172,401869.000,64270,2,AK,1,100,63428
640641.740775,640641.740746,1673975138.418699,404426.000,64270,2,AK,1,100,RD
640641.753674,640641.753645,1673975138.431598,404438.500,64273,2,AK,1,100,64271
640641.766573,640641.766544,1673975138.444496,404451.000,64273,2,AK,1,100,RD
640644.411885,640644.411855,1673975141.089731,407014.500,65118,2,AK,1,100,64271
640647.057196,640647.057167,1673975143.734966,409578.000,65118,2,AK,1,100,RD
640647.070095,640647.070066,1673975143.747865,409590.500,65121,2,AK,1,100,65119
640647.082994,640647.082965,1673975143.760763,409603.000,65121,2,AK,1,100,RD
640649.717471,640649.717442,1673975146.395164,412156.000,429,2,AK,1,100,65119
640652.351948,640652.351918,1673975149.029563,414709.000,429,2,AK,1,100,RD
640652.379810,640652.379780,1673975149.057424,414736.000,432,2,AK,1,100,430
640652.407671,640652.407642,1673975149.085285,414763.000,432,2,AK,1,100,RD
