LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SF
640416.850563,640416.850548,1673974913.535037,186491.000,28541,1,SF,1,100,0.0000
640417.183871,640417.183856,1673974913.868335,186814.000,28593,1,SF,1,100,0.0000
640417.515116,640417.515100,1673974914.199570,187135.000,28641,1,SF,1,100,0.0000
640417.848424,640417.848409,1673974914.532869,187458.000,28694,1,SF,1,100,0.0000
640418.177605,640418.177589,1673974914.862040,187777.000,28742,1,SF,1,100,0.0000
640418.575923,640418.575908,1673974915.260347,188163.000,28812,1,SF,1,100,0.0000
640418.908200,640418.908184,1673974915.592614,188485.000,28863,1,SF,1,100,0.0000
640419.173402,640419.173386,1673974915.857808,188742.000,28911,1,SF,1,100,0.0000
640419.641891,640419.641875,1673974916.326283,189196.000,28965,1,SF,1,100,0.0000
640419.842082,640419.842067,1673974916.526469,189390.000,29001,1,SF,1,100,0.0000
640420.171263,640420.171247,1673974916.855640,189709.000,29053,1,SF,1,100,0.0000
