LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,LR,LM,LC,LD,
640384.001640,640384.001626,1673974880.687070,154658,23280,8,LM,1,100,640383.9543319,640383.9543515,640383.9680219,sync_event,
640385.589756,640385.589742,1673974882.275140,156197,23531,8,LM,1,100,640385.4551639,640385.4551930,640385.4682467,sync_event,
640386.978712,640386.978699,1673974883.664056,157543,23751,8,LM,1,100,640386.9559144,640386.9559435,640386.9680105,sync_event,
640388.478083,640388.478070,1673974885.163383,158996,23990,8,LM,1,100,640388.4560827,640388.4560914,640388.4680983,sync_event,
640390.077550,640390.077537,1673974886.762804,160546,24242,8,LM,1,100,640389.9566195,640389.9566391,640389.9824020,sync_event,
640391.510879,640391.510865,1673974888.196091,161935,24476,8,LM,1,100,640391.4565782,640391.4566001,640391.4681660,sync_event,
640393.015410,640393.015396,1673974889.700577,163393,24714,8,LM,1,100,640392.9575526,640392.9575745,640392.9679825,sync_event,
640394.573600,640394.573586,1673974891.258723,164903,24969,8,LM,1,100,640394.4583949,640394.4584234,640394.5174115,sync_event,
640396.012089,640396.012075,1673974892.697169,166297,25206,8,LM,1,100,640395.9589853,640395.9590001,640395.9679682,sync_event,
640397.481534,640397.481520,1673974894.166572,167721,25440,8,LM,1,100,640397.4590943,640397.4591031,640397.4679085,sync_event,
640399.070682,640399.070668,1673974895.755674,169261,25698,8,LM,1,100,640398.9592766,640398.9592854,640398.9680356,sync_event,
640400.496787,640400.496773,1673974897.181737,170643,25932,8,LM,1,100,640400.4597138,640400.4597344,640400.4679065,sync_event,
640401.973457,640401.973442,1673974898.658364,172074,26169,8,LM,1,100,640401.9604111,640401.9604369,640401.9676343,sync_event,
640403.529583,640403.529569,1673974900.214445,173582,26420,8,LM,1,100,640403.4612495,640403.4612710,640403.4844659,sync_event,
640405.021731,640405.021717,1673974901.706549,175028,26662,8,LM,1,100,640404.9616318,640404.9616533,640404.9966795,sync_event,
640406.494273,640406.494258,1673974903.179048,176455,26896,8,LM,1,100,640406.4618008,640406.4618180,640406.4689829,sync_event,
640407.987452,640407.987438,1673974904.672184,177902,27133,8,LM,1,100,640407.9624002,640407.9624160,640407.9842820,sync_event,
640409.500238,640409.500224,1673974906.184926,179368,27372,8,LM,1,100,640409.4626951,640409.4627323,640409.4844022,sync_event,
640411.045014,640411.044999,1673974907.729657,180865,27609,8,LM,1,100,640410.9631380,640410.9631752,640410.9705254,sync_event,
640412.591853,640412.591838,1673974909.276451,182364,27863,8,LM,1,100,640412.4631481,640412.4631783,640412.4843532,sync_event,
640414.053044,640414.053029,1673974910.737599,183780,28097,8,LM,1,100,640413.9637292,640413.9637493,640413.9843578,sync_event,
640415.509075,640415.509059,1673974912.193587,185191,28320,8,LM,1,100,640415.4644817,640415.4644899,640415.4986281,sync_event,
640416.987808,640416.987792,1673974913.672277,186624,28557,8,LM,1,100,640416.9647137,640416.9647219,640416.9844502,sync_event,
640418.554253,640418.554238,1673974915.238677,188142,28809,8,LM,1,100,640418.4653725,640418.4653906,640418.4842507,sync_event,
640420.070135,640420.070120,1673974916.754515,189611,29035,8,LM,1,100,640419.9663149,640419.9663342,640420.0326373,sync_event,
640421.507592,640421.507576,1673974918.191930,191004,29269,8,LM,1,100,640421.4665427,640421.4665579,640421.4841688,sync_event,
640422.984261,640422.984245,1673974919.668556,192435,29506,8,LM,1,100,640422.9674159,640422.9674311,640422.9843170,sync_event,
640424.603334,640424.603318,1673974921.287582,194004,29759,8,LM,1,100,640424.4680641,640424.4680870,640424.4843400,sync_event,
640425.994354,640425.994339,1673974922.678562,195352,29982,8,LM,1,100,640425.9690148,640425.9690276,640425.9843258,sync_event,
640427.540162,640427.540146,1673974924.224324,196850,30171,8,LM,1,100,640427.4693252,640427.4693521,640427.4842193,sync_event,
640428.977618,640428.977602,1673974925.661739,198243,30408,8,LM,1,100,640428.9695819,640428.9696088,640428.9841890,sync_event,
640430.485245,640430.485229,1673974927.169321,199704,30647,8,LM,1,100,640430.4701689,640430.4701915,640430.4842407,sync_event,
640432.023829,640432.023813,1673974928.707860,201195,30900,8,LM,1,100,640431.9707411,640431.9707683,640431.9851219,sync_event,
640433.584083,640433.584067,1673974930.268069,202707,31152,8,LM,1,100,640433.4716027,640433.4716202,640433.4842524,sync_event,
640435.053529,640435.053512,1673974931.737472,204131,31386,8,LM,1,100,640434.9718906,640434.9719081,640434.9843292,sync_event,
640436.550836,640436.550820,1673974933.234736,205582,31630,8,LM,1,100,640436.4725787,640436.4725994,640436.4842967,sync_event,
640437.991388,640437.991372,1673974934.675246,206978,31863,8,LM,1,100,640437.9730751,640437.9730824,640437.9841838,sync_event,
640439.508302,640439.508286,1673974936.192116,208448,32098,8,LM,1,100,640439.4732955,640439.4732866,640439.4840581,sync_event,
640441.055141,640441.055125,1673974937.738910,209947,32354,8,LM,1,100,640440.9739571,640440.9739482,640440.9990998,sync_event,
640442.617460,640442.617443,1673974939.301183,211461,32608,8,LM,1,100,640442.4741280,640442.4741288,640442.6084769,sync_event,
640444.016735,640444.016718,1673974940.700418,212817,32826,8,LM,1,100,640443.9742443,640443.9742479,640444.0008409,sync_event,
640445.575957,640445.575940,1673974942.259594,214328,33079,8,LM,1,100,640445.4742967,640445.4743164,640445.5191750,sync_event,
640446.999999,640446.999982,1673974943.683595,215708,33302,8,LM,1,100,640446.9744250,640446.9744447,640447.0008131,sync_event,
640448.535487,640448.535470,1673974945.219038,217196,33541,8,LM,1,100,640448.4752744,640448.4752819,640448.5009250,sync_event,
640450.105029,640450.105011,1673974946.788534,218717,33790,8,LM,1,100,640449.9761288,640449.9761517,640450.0497264,sync_event,
640451.534230,640451.534212,1673974948.217693,220102,34017,8,LM,1,100,640451.4763013,640451.4763262,640451.5007978,sync_event,
640453.022250,640453.022233,1673974949.705670,221544,34251,8,LM,1,100,640452.9764883,640452.9765133,640453.0008364,sync_event,
640454.565994,640454.565976,1673974951.249369,223040,34505,8,LM,1,100,640454.4764847,640454.4765141,640454.5011930,sync_event,
640456.013769,640456.013751,1673974952.697102,224443,34739,8,LM,1,100,640455.9771802,640455.9772019,640456.0007715,sync_event,
640457.561640,640457.561623,1673974954.244928,225943,34981,8,LM,1,100,640457.4774325,640457.4774401,640457.5010740,sync_event,
640458.997033,640458.997015,1673974955.680279,227334,35215,8,LM,1,100,640458.9779050,640458.9779126,640459.0007071,sync_event,
640460.498468,640460.498450,1673974957.181671,228789,35451,8,LM,1,100,640460.4782637,640460.4782729,640460.5008220,sync_event,
640462.059754,640462.059736,1673974958.742911,230302,35693,8,LM,1,100,640461.9787707,640461.9787897,640461.9863544,sync_event,
640463.585955,640463.585937,1673974960.269068,231781,35946,8,LM,1,100,640463.4790594,640463.4790690,640463.5008455,sync_event,
640465.048178,640465.048159,1673974961.731248,233198,36180,8,LM,1,100,640464.9792647,640464.9792742,640465.0007195,sync_event,
640466.544453,640466.544435,1673974963.227479,234648,36418,8,LM,1,100,640466.4798824,640466.4798914,640466.4818305,sync_event,
640468.076846,640468.076827,1673974964.759827,236133,36655,8,LM,1,100,640467.9802480,640467.9802754,640468.0006139,sync_event,
640469.514302,640469.514284,1673974966.197242,237526,36892,8,LM,1,100,640469.4812230,640469.4812441,640469.5007423,sync_event,
640471.084875,640471.084857,1673974967.767770,239048,37143,8,LM,1,100,640470.9819266,640470.9819477,640471.0202575,sync_event,
640472.620364,640472.620345,1673974969.303213,240536,37385,8,LM,1,100,640472.4825161,640472.4825264,640472.5006210,sync_event,
640474.046469,640474.046450,1673974970.729277,241918,37619,8,LM,1,100,640473.9829731,640473.9829886,640474.0007826,sync_event,
640475.561319,640475.561300,1673974972.244083,243386,37856,8,LM,1,100,640475.4837975,640475.4838135,640475.5516936,sync_event,
640477.008063,640477.008044,1673974973.690784,244788,38091,8,LM,1,100,640476.9842316,640476.9842476,640477.0005335,sync_event,
640478.526008,640478.525989,1673974975.208686,246259,38334,8,LM,1,100,640478.4847136,640478.4847356,640478.5007093,sync_event,
640480.076975,640480.076956,1673974976.759608,247762,38584,8,LM,1,100,640479.9855250,640479.9855409,640480.0008390,sync_event,
640481.634134,640481.634115,1673974978.316721,249271,38836,8,LM,1,100,640481.4863054,640481.4863301,640481.5006624,sync_event,
640483.121122,640483.121103,1673974979.803666,250712,39060,8,LM,1,100,640482.9863538,640482.9863785,640483.0008918,sync_event,
640484.500791,640484.500772,1673974981.183295,252049,39283,8,LM,1,100,640484.4872024,640484.4872223,640484.5009227,sync_event,
640486.004290,640486.004271,1673974982.686750,253506,39517,8,LM,1,100,640485.9871133,640485.9871278,640486.0005868,sync_event,
640487.538747,640487.538727,1673974984.221162,254993,39770,8,LM,1,100,640487.4880553,640487.4880622,640487.5013910,sync_event,
640489.286809,640489.286790,1673974985.969173,256687,40043,8,LM,1,100,640488.9889645,640488.9889714,640489.0005918,sync_event,
640490.542649,640490.542629,1673974987.224976,257904,40246,8,LM,1,100,640490.4893076,640490.4893432,640490.5006069,sync_event,
640492.018286,640492.018266,1673974988.700571,259334,40480,8,LM,1,100,640491.9900799,640491.9901151,640492.0024355,sync_event,
640493.510434,640493.510414,1673974990.192675,260780,40717,8,LM,1,100,640493.4909237,640493.4909441,640493.5003515,sync_event,
640495.017028,640495.017008,1673974991.699226,262240,40958,8,LM,1,100,640494.9911801,640494.9912004,640495.0005647,sync_event,
640496.589666,640496.589646,1673974993.271817,263764,41210,8,LM,1,100,640496.4921979,640496.4922371,640496.5150755,sync_event,
640498.089037,640498.089017,1673974994.771145,265217,41445,8,LM,1,100,640497.9929228,640497.9929375,640498.0004498,sync_event,
640499.625557,640499.625537,1673974996.307620,266706,41687,8,LM,1,100,640499.4938603,640499.4938893,640499.5010355,sync_event,
640501.068173,640501.068153,1673974997.750194,268104,41921,8,LM,1,100,640500.9945718,640500.9946008,640501.0499430,sync_event,
640502.621204,640502.621183,1673974999.303180,269609,42175,8,LM,1,100,640502.4950439,640502.4950539,640502.5003910,sync_event,
640504.008097,640504.008076,1673975000.690032,270953,42392,8,LM,1,100,640503.9960642,640503.9960621,640504.0004805,sync_event,
640505.564223,640505.564202,1673975002.246113,272461,42636,8,LM,1,100,640505.4966844,640505.4967112,640505.5004220,sync_event,
640507.016126,640507.016106,1673975003.697974,273868,42870,8,LM,1,100,640506.9972349,640506.9972617,640507.0004394,sync_event,
640508.576380,640508.576360,1673975005.258183,275380,43124,8,LM,1,100,640508.4973392,640508.4973605,640508.5006100,sync_event,
640510.091230,640510.091210,1673975006.772989,276848,43364,8,LM,1,100,640509.9978607,640509.9978814,640510.0004245,sync_event,
640511.544166,640511.544145,1673975008.225882,278256,43600,8,LM,1,100,640511.4988021,640511.4988133,640511.5004653,sync_event,
640513.032186,640513.032165,1673975009.713859,279698,43834,8,LM,1,100,640512.9987352,640512.9987465,640513.0012094,sync_event,
640514.582121,640514.582100,1673975011.263748,281200,44087,8,LM,1,100,640514.4989881,640514.4990213,640514.5004879,sync_event,
640516.111418,640516.111396,1673975012.793001,282682,44325,8,LM,1,100,640515.9996430,640515.9996678,640516.0338356,sync_event,
640517.577768,640517.577746,1673975014.259308,284103,44561,8,LM,1,100,640517.5003235,640517.5003454,640517.5177947,sync_event,
640519.116352,640519.116330,1673975015.797847,285594,44813,8,LM,1,100,640519.0009351,640519.0009570,640519.0336213,sync_event,
640520.647712,640520.647691,1673975017.329163,287078,45054,8,LM,1,100,640520.5013718,640520.5013706,640520.5335913,sync_event,
640522.068658,640522.068636,1673975018.750068,288455,45273,8,LM,1,100,640522.0019459,640522.0019854,640522.0158548,sync_event,
640523.603114,640523.603093,1673975020.284479,289942,45527,8,LM,1,100,640523.5022148,640523.5022481,640523.5334890,sync_event,
640525.070496,640525.070475,1673975021.751818,291364,45762,8,LM,1,100,640525.0025073,640525.0025407,640525.0335917,sync_event,
640526.627655,640526.627633,1673975023.308932,292873,46003,8,LM,1,100,640526.5027009,640526.5027221,640526.5485026,sync_event,
640528.078526,640528.078504,1673975024.759761,294279,46238,8,LM,1,100,640528.0034247,640528.0034255,640528.0335343,sync_event,
640529.547972,640529.547950,1673975026.229164,295703,46474,8,LM,1,100,640529.5043634,640529.5043690,640529.5335325,sync_event,
640531.094811,640531.094789,1673975027.775958,297202,46716,8,LM,1,100,640531.0053602,640531.0053657,640531.0806497,sync_event,
640532.594182,640532.594160,1673975029.275285,298655,46952,8,LM,1,100,640532.5059448,640532.5059569,640532.5336189,sync_event,
640534.339149,640534.339127,1673975031.020201,300346,47234,8,LM,1,100,640534.0062299,640534.0062587,640534.0335759,sync_event,
640535.583638,640535.583615,1673975032.264654,301552,47439,8,LM,1,100,640535.5064093,640535.5064334,640535.5167630,sync_event,
640537.104679,640537.104657,1673975033.785651,303026,47662,8,LM,1,100,640537.0068747,640537.0068988,640537.0335062,sync_event,
640538.544200,640538.544177,1673975035.225129,304421,47898,8,LM,1,100,640538.5070299,640538.5070424,640538.5168314,sync_event,
640540.108581,640540.108559,1673975036.789466,305937,48150,8,LM,1,100,640540.0078266,640540.0078493,640540.0170300,sync_event,
640541.563580,640541.563558,1673975038.244422,307347,48374,8,LM,1,100,640541.5088837,640541.5088938,640541.5228330,sync_event,
640543.052632,640543.052610,1673975039.733431,308790,48608,8,LM,1,100,640543.0094417,640543.0094518,640543.0176489,sync_event,
640544.588121,640544.588098,1673975041.268874,310278,48861,8,LM,1,100,640544.5098387,640544.5098541,640544.5165855,sync_event,
640546.045184,640546.045160,1673975042.725895,311690,49096,8,LM,1,100,640546.0097790,640546.0098180,640546.0167433,sync_event,
640547.606470,640547.606446,1673975044.287136,313203,49338,8,LM,1,100,640547.5101381,640547.5101461,640547.5168106,sync_event,
640549.084171,640549.084147,1673975045.764794,314635,49573,8,LM,1,100,640549.0105709,640549.0105789,640549.0168562,sync_event,
640550.531946,640550.531923,1673975047.212527,316038,49809,8,LM,1,100,640550.5106760,640550.5106713,640550.5164966,sync_event,
640552.107679,640552.107656,1673975048.788214,317565,50049,8,LM,1,100,640552.0114267,640552.0114351,640552.0332493,sync_event,
640553.528625,640553.528601,1673975050.209118,318942,50285,8,LM,1,100,640553.5117655,640553.5117806,640553.5165914,sync_event,
640555.121900,640555.121877,1673975051.802347,320486,50535,8,LM,1,100,640555.0120063,640555.0120214,640555.0170142,sync_event,
640556.663580,640556.663556,1673975053.343982,321980,50773,8,LM,1,100,640556.5120359,640556.5120454,640556.5638739,sync_event,
640558.092781,640558.092757,1673975054.773142,323365,50998,8,LM,1,100,640558.0125856,640558.0125969,640558.0176544,sync_event,
640559.541589,640559.541565,1673975056.221907,324769,51234,8,LM,1,100,640559.5130360,640559.5130588,640559.5334083,sync_event,
640561.083269,640561.083245,1673975057.763542,326263,51484,8,LM,1,100,640561.0131509,640561.0131737,640561.0169228,sync_event,
640562.624948,640562.624924,1673975059.305177,327757,51726,8,LM,1,100,640562.5141656,640562.5141782,640562.5166596,sync_event,
640564.177979,640564.177955,1673975060.858162,329262,51976,8,LM,1,100,640564.0144209,640564.0144446,640564.0306249,sync_event,
640565.573127,640565.573103,1673975062.253270,330614,52198,8,LM,1,100,640565.5151276,640565.5151415,640565.5165426,sync_event,
640567.107583,640567.107559,1673975063.787681,332101,52447,8,LM,1,100,640567.0155470,640567.0155609,640567.0365821,sync_event,
640568.577029,640568.577005,1673975065.257084,333525,52674,8,LM,1,100,640568.5163227,640568.5163375,640568.5478277,sync_event,
640570.105294,640570.105269,1673975066.785305,335006,52925,8,LM,1,100,640570.0165121,640570.0165409,640570.0333534,sync_event,
640571.606729,640571.606704,1673975068.286696,336461,53162,8,LM,1,100,640571.5165193,640571.5165383,640571.5333409,sync_event,
640573.150473,640573.150448,1673975069.830395,337957,53401,8,LM,1,100,640573.0172224,640573.0172414,640573.0815228,sync_event,
640574.581738,640574.581713,1673975071.261618,339344,53639,8,LM,1,100,640574.5177352,640574.5177439,640574.5334087,sync_event,
640576.132705,640576.132680,1673975072.812540,340847,53889,8,LM,1,100,640576.0177776,640576.0177986,640576.0331208,sync_event,
640577.548491,640577.548466,1673975074.228285,342219,54110,8,LM,1,100,640577.5180379,640577.5180619,640577.5332086,sync_event,
640579.079851,640579.079826,1673975075.759601,343703,54350,8,LM,1,100,640579.0187374,640579.0187614,640579.0333890,sync_event,
640580.582318,640580.582293,1673975077.262024,345159,54587,8,LM,1,100,640580.5198954,640580.5199193,640580.5647530,sync_event,
640582.053828,640582.053803,1673975078.733491,346585,54822,8,LM,1,100,640582.0200286,640582.0200532,640582.0497649,sync_event,
640583.594476,640583.594450,1673975080.274094,348078,55074,8,LM,1,100,640583.5200548,640583.5200883,640583.5496786,sync_event,
640585.156794,640585.156768,1673975081.836366,349592,55314,8,LM,1,100,640585.0200600,640585.0200935,640585.0996409,sync_event,
640586.601474,640586.601448,1673975083.281004,350992,55550,8,LM,1,100,640586.5203093,640586.5203167,640586.5352253,sync_event,
640588.062664,640588.062639,1673975084.742152,352408,55785,8,LM,1,100,640588.0203049,640588.0203253,640588.0332988,sync_event,
640589.535206,640589.535180,1673975086.214650,353835,56011,8,LM,1,100,640589.5204618,640589.5204759,640589.5332462,sync_event,
640591.081013,640591.080987,1673975087.760413,355333,56262,8,LM,1,100,640591.0211264,640591.0211405,640591.0331413,sync_event,
640592.596895,640592.596869,1673975089.276251,356802,56499,8,LM,1,100,640592.5213236,640592.5213421,640592.5341704,sync_event,
640594.045702,640594.045676,1673975090.725016,358206,56716,8,LM,1,100,640594.0215716,640594.0215565,640594.0331508,sync_event,
640595.610084,640595.610058,1673975092.289352,359722,56959,8,LM,1,100,640595.5218084,640595.5218294,640595.5330828,sync_event,
640597.044445,640597.044419,1673975093.723671,361112,57177,8,LM,1,100,640597.0224077,640597.0224286,640597.0332973,sync_event,
640598.568582,640598.568556,1673975095.247764,362589,57429,8,LM,1,100,640598.5227849,640598.5227978,640598.5330645,sync_event,
640600.074145,640600.074119,1673975096.753283,364048,57653,8,LM,1,100,640600.0228467,640600.0228587,640600.0330856,sync_event,
640601.631303,640601.631277,1673975098.310396,365557,57907,8,LM,1,100,640601.5228553,640601.5228862,640601.5476431,sync_event,
640603.068760,640603.068733,1673975099.747811,366950,58141,8,LM,1,100,640603.0229501,640603.0229810,640603.0331407,sync_event,
640604.552652,640604.552626,1673975101.231660,368388,58377,8,LM,1,100,640604.5237268,640604.5237534,640604.5334529,sync_event,
640606.125290,640606.125263,1673975102.804251,369912,58616,8,LM,1,100,640606.0238533,640606.0238717,640606.0821683,sync_event,
640607.681416,640607.681389,1673975104.360332,371420,58869,8,LM,1,100,640607.5245334,640607.5245554,640607.5333576,sync_event,
640609.049734,640609.049707,1673975105.728611,372746,59088,8,LM,1,100,640609.0251181,640609.0251401,640609.0329982,sync_event,
640610.535691,640610.535664,1673975107.214524,374186,59315,8,LM,1,100,640610.5254826,640610.5255002,640610.5331738,sync_event,
640612.073243,640612.073216,1673975108.752031,375676,59565,8,LM,1,100,640612.0260382,640612.0260473,640612.0329965,sync_event,
640613.557135,640613.557108,1673975110.235881,377114,59801,8,LM,1,100,640613.5265637,640613.5265868,640613.5329208,sync_event,
640615.042060,640615.042033,1673975111.720762,378553,60036,8,LM,1,100,640615.0266225,640615.0266456,640615.0330373,sync_event,
640616.584771,640616.584744,1673975113.263428,380048,60280,8,LM,1,100,640616.5267128,640616.5267266,640616.5332832,sync_event,
640618.066600,640618.066573,1673975114.745214,381484,60514,8,LM,1,100,640618.0270409,640618.0270578,640618.0339541,sync_event,
640619.546365,640619.546338,1673975116.224936,382918,60750,8,LM,1,100,640619.5278438,640619.5278579,640619.5330157,sync_event,
640621.107651,640621.107624,1673975117.786177,384431,60990,8,LM,1,100,640621.0279218,640621.0279359,640621.0330094,sync_event,
640622.597735,640622.597708,1673975119.276217,385875,61227,8,LM,1,100,640622.5287582,640622.5287671,640622.5331597,sync_event,
640624.046543,640624.046515,1673975120.724983,387279,61461,8,LM,1,100,640624.0294789,640624.0294790,640624.0328362,sync_event,
640625.565520,640625.565492,1673975122.243916,388751,61698,8,LM,1,100,640625.5294992,640625.5295164,640625.5328308,sync_event,
640627.121647,640627.121619,1673975123.799997,390259,61940,8,LM,1,100,640627.0297795,640627.0297967,640627.0479631,sync_event,
640628.642688,640628.642660,1673975125.320994,391733,62177,8,LM,1,100,640628.5298781,640628.5299003,640628.5330261,sync_event,
640630.079113,640630.079085,1673975126.757377,393125,62411,8,LM,1,100,640630.0301725,640630.0301661,640630.0329545,sync_event,
640631.656910,640631.656881,1673975128.335128,394654,62651,8,LM,1,100,640631.5309270,640631.5309347,640631.5779036,sync_event,
640633.146994,640633.146965,1673975129.825168,396098,62886,8,LM,1,100,640633.0317073,640633.0317150,640633.0328347,sync_event,
640634.581354,640634.581326,1673975131.259487,397488,63122,8,LM,1,100,640634.5321258,640634.5321463,640634.5664306,sync_event,
640636.040481,640636.040452,1673975132.718571,398902,63356,8,LM,1,100,640636.0328643,640636.0328771,640636.0372486,sync_event,
640637.568746,640637.568717,1673975134.246792,400383,63598,8,LM,1,100,640637.5335837,640637.5336285,640637.5662080,sync_event,
640639.117649,640639.117620,1673975135.795650,401884,63847,8,LM,1,100,640639.0344295,640639.0344743,640639.0492996,sync_event,
640640.559233,640640.559204,1673975137.237192,403281,64084,8,LM,1,100,640640.5352700,640640.5352736,640640.5495250,sync_event,
640642.159732,640642.159703,1673975138.837644,404832,64325,8,LM,1,100,640642.0361993,640642.0362153,640642.0491643,sync_event,
640643.590997,640643.590968,1673975140.268867,406219,64562,8,LM,1,100,640643.5368579,640643.5368919,640643.5502167,sync_event,
640645.297783,640645.297754,1673975141.975604,407873,64832,8,LM,1,100,640645.0376262,640645.0376602,640645.0493599,sync_event,
