LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,T1
640339.580831,640339.580820,1673974836.267555,111611.000,16114,1,T1,1,100,28.435
640339.713948,640339.713937,1673974836.400668,111740.000,16133,1,T1,1,100,28.507
640339.847065,640339.847054,1673974836.533781,111869.000,16164,1,T1,1,100,28.468
640339.982246,640339.982235,1673974836.668958,112000.000,16182,1,T1,1,100,28.451
640340.116394,640340.116384,1673974836.803103,112130.000,16203,1,T1,1,100,28.443
640340.248479,640340.248469,1673974836.935184,112258.000,16220,1,T1,1,100,28.511
640340.379533,640340.379522,1673974837.066233,112385.000,16252,1,T1,1,100,28.469
640340.511618,640340.511607,1673974837.198314,112513.000,16271,1,T1,1,100,28.451
640340.648862,640340.648851,1673974837.335555,112646.000,16289,1,T1,1,100,28.514
640340.783011,640340.783000,1673974837.469700,112776.000,16307,1,T1,1,100,28.506
640340.916128,640340.916117,1673974837.602813,112905.000,16339,1,T1,1,100,28.467
640341.047181,640341.047170,1673974837.733862,113032.000,16356,1,T1,1,100,28.486
640341.180298,640341.180287,1673974837.866975,113161.000,16372,1,T1,1,100,28.458
640341.313415,640341.313404,1673974838.000088,113290.000,16390,1,T1,1,100,28.553
640341.444468,640341.444457,1673974838.131138,113417.000,16421,1,T1,1,100,28.594
640341.576553,640341.576542,1673974838.263219,113545.000,16437,1,T1,1,100,28.576
640341.710702,640341.710691,1673974838.397364,113675.000,16457,1,T1,1,100,28.533
640341.840723,640341.840712,1673974838.527381,113801.000,16473,1,T1,1,100,28.550
640341.973840,640341.973829,1673974838.660494,113930.000,16508,1,T1,1,100,28.486
640342.106957,640342.106946,1673974838.793607,114059.000,16525,1,T1,1,100,28.565
640342.240074,640342.240063,1673974838.926720,114188.000,16541,1,T1,1,100,28.493
640342.371127,640342.371116,1673974839.057770,114315.000,16573,1,T1,1,100,28.497
640342.503212,640342.503201,1673974839.189851,114443.000,16590,1,T1,1,100,28.463
640342.636329,640342.636318,1673974839.322964,114572.000,16607,1,T1,1,100,28.413
640342.768414,640342.768403,1673974839.455045,114700.000,16626,1,T1,1,100,28.427
640342.902563,640342.902552,1673974839.589190,114830.000,16658,1,T1,1,100,28.433
640343.034648,640343.034637,1673974839.721271,114958.000,16674,1,T1,1,100,28.471
640343.169828,640343.169818,1673974839.856448,115089.000,16691,1,T1,1,100,28.487
640343.302945,640343.302935,1673974839.989561,115218.000,16723,1,T1,1,100,28.459
640343.436062,640343.436051,1673974840.122674,115347.000,16739,1,T1,1,100,28.447
640343.568147,640343.568136,1673974840.254755,115475.000,16759,1,T1,1,100,28.477
640343.700232,640343.700221,1673974840.386836,115603.000,16778,1,T1,1,100,28.526
640343.832317,640343.832306,1673974840.518917,115731.000,16809,1,T1,1,100,28.511
640343.966466,640343.966455,1673974840.653062,115861.000,16827,1,T1,1,100,28.540
640344.098551,640344.098540,1673974840.785143,115989.000,16843,1,T1,1,100,28.482
640344.231668,640344.231657,1673974840.918257,116118.000,16860,1,T1,1,100,28.492
640344.364785,640344.364774,1673974841.051370,116247.000,16892,1,T1,1,100,28.532
640344.496870,640344.496859,1673974841.183451,116375.000,16908,1,T1,1,100,28.549
640344.633083,640344.633072,1673974841.319659,116507.000,16926,1,T1,1,100,28.592
640344.765168,640344.765157,1673974841.451741,116635.000,16959,1,T1,1,100,28.540
640344.898285,640344.898274,1673974841.584854,116764.000,16975,1,T1,1,100,28.588
640345.031402,640345.031391,1673974841.717967,116893.000,16996,1,T1,1,100,28.538
640345.163487,640345.163476,1673974841.850048,117021.000,17012,1,T1,1,100,28.481
640345.295572,640345.295561,1673974841.982129,117149.000,17044,1,T1,1,100,28.492
640345.429720,640345.429709,1673974842.116274,117279.000,17066,1,T1,1,100,28.532
640345.562837,640345.562826,1673974842.249387,117408.000,17082,1,T1,1,100,28.478
640345.695954,640345.695943,1673974842.382500,117537.000,17102,1,T1,1,100,28.420
640345.828039,640345.828028,1673974842.514581,117665.000,17118,1,T1,1,100,28.501
640345.959092,640345.959081,1673974842.645631,117792.000,17150,1,T1,1,100,28.465
640346.095305,640346.095294,1673974842.781839,117924.000,17167,1,T1,1,100,28.449
640346.229454,640346.229443,1673974842.915984,118054.000,17183,1,T1,1,100,28.372
640346.361539,640346.361528,1673974843.048065,118182.000,17215,1,T1,1,100,28.409
640346.494656,640346.494645,1673974843.181178,118311.000,17235,1,T1,1,100,28.496
640346.626741,640346.626730,1673974843.313260,118439.000,17252,1,T1,1,100,28.534
640346.759858,640346.759847,1673974843.446373,118568.000,17271,1,T1,1,100,28.586
640346.896070,640346.896059,1673974843.582581,118700.000,17303,1,T1,1,100,28.572
640347.029187,640347.029176,1673974843.715694,118829.000,17319,1,T1,1,100,28.496
640347.162304,640347.162293,1673974843.848807,118958.000,17336,1,T1,1,100,28.569
640347.295421,640347.295410,1673974843.981920,119087.000,17368,1,T1,1,100,28.459
640347.427506,640347.427495,1673974844.114002,119215.000,17384,1,T1,1,100,28.447
640347.563719,640347.563708,1673974844.250210,119347.000,17401,1,T1,1,100,28.477
640347.698900,640347.698889,1673974844.385387,119478.000,17420,1,T1,1,100,28.455
640347.833048,640347.833037,1673974844.519532,119608.000,17451,1,T1,1,100,28.480
640347.966165,640347.966154,1673974844.652645,119737.000,17472,1,T1,1,100,28.633
640348.096187,640348.096176,1673974844.782662,119863.000,17488,1,T1,1,100,28.558
640348.229304,640348.229292,1673974844.915776,119992.000,17520,1,T1,1,100,28.525
640348.366548,640348.366537,1673974845.053016,120125.000,17537,1,T1,1,100,28.617
640348.499665,640348.499654,1673974845.186129,120254.000,17553,1,T1,1,100,28.515
640348.630718,640348.630707,1673974845.317178,120381.000,17571,1,T1,1,100,28.613
640348.762803,640348.762792,1673974845.449260,120509.000,17604,1,T1,1,100,28.620
640348.893856,640348.893845,1673974845.580309,120636.000,17620,1,T1,1,100,28.552
640349.026973,640349.026962,1673974845.713422,120765.000,17638,1,T1,1,100,28.522
640349.161122,640349.161111,1673974845.847567,120895.000,17654,1,T1,1,100,28.545
640349.295271,640349.295260,1673974845.981712,121025.000,17686,1,T1,1,100,28.555
640349.428388,640349.428377,1673974846.114825,121154.000,17703,1,T1,1,100,28.524
640349.560473,640349.560462,1673974846.246906,121282.000,17722,1,T1,1,100,28.439
640349.694622,640349.694610,1673974846.381051,121412.000,17756,1,T1,1,100,28.474
640349.830834,640349.830823,1673974846.517260,121544.000,17773,1,T1,1,100,28.418
640349.963951,640349.963940,1673974846.650373,121673.000,17790,1,T1,1,100,28.429
640350.095004,640350.094993,1673974846.781422,121800.000,17807,1,T1,1,100,28.505
640350.228121,640350.228110,1673974846.914535,121929.000,17839,1,T1,1,100,28.502
640350.361238,640350.361227,1673974847.047648,122058.000,17855,1,T1,1,100,28.465
640350.493323,640350.493312,1673974847.179729,122186.000,17872,1,T1,1,100,28.485
640350.630568,640350.630557,1673974847.316970,122319.000,17889,1,T1,1,100,28.494
640350.764717,640350.764705,1673974847.451115,122449.000,17927,1,T1,1,100,28.462
640350.896802,640350.896790,1673974847.583196,122577.000,17948,1,T1,1,100,28.448
640351.027855,640351.027843,1673974847.714245,122704.000,17964,1,T1,1,100,28.584
640351.160972,640351.160960,1673974847.847358,122833.000,17981,1,T1,1,100,28.501
640351.294089,640351.294077,1673974847.980471,122962.000,18013,1,T1,1,100,28.500
640351.425142,640351.425130,1673974848.111521,123089.000,18029,1,T1,1,100,28.536
640351.557227,640351.557215,1673974848.243602,123217.000,18046,1,T1,1,100,28.515
640351.691376,640351.691364,1673974848.377747,123347.000,18065,1,T1,1,100,28.507
640351.823461,640351.823449,1673974848.509828,123475.000,18096,1,T1,1,100,28.538
640351.956577,640351.956566,1673974848.642941,123604.000,18114,1,T1,1,100,28.552
640352.089694,640352.089683,1673974848.776054,123733.000,18130,1,T1,1,100,28.487
640352.221779,640352.221768,1673974848.908135,123861.000,18147,1,T1,1,100,28.530
640352.355928,640352.355917,1673974849.042280,123991.000,18179,1,T1,1,100,28.513
640352.488013,640352.488002,1673974849.174361,124119.000,18198,1,T1,1,100,28.506
640352.621130,640352.621119,1673974849.307474,124248.000,18216,1,T1,1,100,28.538
640352.753215,640352.753204,1673974849.439555,124376.000,18249,1,T1,1,100,28.516
640352.887364,640352.887353,1673974849.573700,124506.000,18265,1,T1,1,100,28.543
640353.019449,640353.019438,1673974849.705781,124634.000,18283,1,T1,1,100,28.554
640353.151534,640353.151523,1673974849.837863,124762.000,18299,1,T1,1,100,28.594
640353.284651,640353.284640,1673974849.970976,124891.000,18331,1,T1,1,100,28.576
640353.417768,640353.417756,1673974850.104089,125020.000,18348,1,T1,1,100,28.604
640353.549853,640353.549841,1673974850.236170,125148.000,18364,1,T1,1,100,28.545
640353.681938,640353.681927,1673974850.368251,125276.000,18384,1,T1,1,100,28.661
640353.817119,640353.817107,1673974850.503428,125407.000,18415,1,T1,1,100,28.570
640353.951268,640353.951256,1673974850.637573,125537.000,18435,1,T1,1,100,28.530
640354.083353,640354.083341,1673974850.769654,125665.000,18452,1,T1,1,100,28.513
640354.216469,640354.216458,1673974850.902767,125794.000,18484,1,T1,1,100,28.506
640354.349586,640354.349575,1673974851.035880,125923.000,18500,1,T1,1,100,28.573
640354.482703,640354.482692,1673974851.168993,126052.000,18517,1,T1,1,100,28.674
640354.618916,640354.618904,1673974851.305202,126184.000,18534,1,T1,1,100,28.540
640354.751001,640354.750990,1673974851.437283,126312.000,18567,1,T1,1,100,28.588
640354.884118,640354.884106,1673974851.570396,126441.000,18584,1,T1,1,100,28.609
640355.017235,640355.017223,1673974851.703509,126570.000,18601,1,T1,1,100,28.547
640355.150352,640355.150340,1673974851.836622,126699.000,18618,1,T1,1,100,28.627
640355.285533,640355.285521,1673974851.971799,126830.000,18650,1,T1,1,100,28.590
640355.417618,640355.417606,1673974852.103880,126958.000,18669,1,T1,1,100,28.539
640355.550734,640355.550723,1673974852.236993,127087.000,18686,1,T1,1,100,28.552
640355.682819,640355.682808,1673974852.369074,127215.000,18703,1,T1,1,100,28.452
640355.813873,640355.813861,1673974852.500124,127342.000,18736,1,T1,1,100,28.408
640355.944926,640355.944914,1673974852.631173,127469.000,18759,1,T1,1,100,28.531
640356.081138,640356.081127,1673974852.767382,127601.000,18775,1,T1,1,100,28.513
640356.215287,640356.215276,1673974852.901527,127731.000,18792,1,T1,1,100,28.612
640356.347372,640356.347361,1673974853.033608,127859.000,18824,1,T1,1,100,28.619
640356.480489,640356.480478,1673974853.166721,127988.000,18840,1,T1,1,100,28.587
640356.614638,640356.614626,1673974853.300866,128118.000,18858,1,T1,1,100,28.538
640356.748787,640356.748775,1673974853.435011,128248.000,18876,1,T1,1,100,28.552
640356.883968,640356.883956,1673974853.570188,128379.000,18908,1,T1,1,100,28.487
640357.017084,640357.017073,1673974853.703300,128508.000,18928,1,T1,1,100,28.530
640357.149170,640357.149158,1673974853.835382,128636.000,18944,1,T1,1,100,28.548
640357.281255,640357.281243,1673974853.967463,128764.000,18976,1,T1,1,100,28.592
640357.415403,640357.415392,1673974854.101608,128894.000,18993,1,T1,1,100,28.540
640357.551616,640357.551604,1673974854.237817,129026.000,19009,1,T1,1,100,28.624
640357.683701,640357.683689,1673974854.369898,129154.000,19027,1,T1,1,100,28.624
640357.816818,640357.816806,1673974854.503011,129283.000,19060,1,T1,1,100,28.625
640357.949935,640357.949923,1673974854.636124,129412.000,19077,1,T1,1,100,28.625
640358.079956,640358.079944,1673974854.766141,129538.000,19094,1,T1,1,100,28.519
640358.213073,640358.213061,1673974854.899254,129667.000,19110,1,T1,1,100,28.614
640358.350318,640358.350306,1673974855.036495,129800.000,19142,1,T1,1,100,28.691
